hire_id,employee_id,job_id,requisition_id,hire_date,offer_date,start_date,hire_source,recruiter_employee_id,starting_salary,bonus_eligible,probation_end_date,hire_status
HIR0197,EMP0197,JOB0197,JR0197,2019-03-24,2019-03-15,2019-03-24,referral,EMP0010,161485.51,true,2019-06-22,completed
HIR0198,EMP0198,JOB0198,JR0198,2023-06-12,2023-05-22,2023-06-12,campus,EMP0027,82835.03,true,2023-09-10,completed
HIR0199,EMP0199,JOB0199,JR0199,2015-12-17,2015-11-16,2015-12-17,referral,EMP0035,98158.46,true,2016-03-16,completed
HIR0200,EMP0200,JOB0200,JR0200,2023-07-23,2023-07-07,2023-07-23,internal,EMP0042,64734.72,true,2023-10-21,completed
HIR0201,EMP0201,JOB0201,JR0201,2021-03-18,2021-03-06,2021-03-18,referral,EMP0009,57141.52,false,2021-06-16,completed
HIR0202,EMP0202,JOB0202,JR0202,2021-02-22,2021-01-30,2021-02-22,referral,EMP0038,68108.24,false,2021-05-23,completed
HIR0203,EMP0203,JOB0203,JR0203,2025-03-13,2025-01-31,2025-03-13,campus,EMP0010,112793.38,true,2025-06-11,completed
HIR0204,EMP0204,JOB0204,JR0204,2025-04-30,2025-04-13,2025-04-30,referral,EMP0001,87498.58,true,2025-07-29,completed
HIR0205,EMP0205,JOB0205,JR0205,2018-01-04,2017-12-02,2018-01-04,agency,EMP0025,153091.50,true,2018-04-04,completed
HIR0206,EMP0206,JOB0206,JR0206,2017-12-10,2017-11-24,2017-12-10,referral,EMP0037,155816.92,false,2018-03-10,completed
HIR0207,EMP0207,JOB0207,JR0207,2014-05-02,2014-03-23,2014-05-02,referral,EMP0033,87080.86,true,2014-07-31,completed
HIR0208,EMP0208,JOB0208,JR0208,2023-08-25,2023-08-02,2023-08-25,linkedin,EMP0011,29550.99,true,2023-11-23,completed
HIR0209,EMP0209,JOB0209,JR0209,2023-06-17,2023-06-06,2023-06-17,internal,EMP0010,191225.77,true,2023-09-15,completed
HIR0210,EMP0210,JOB0210,JR0210,2017-07-10,2017-06-23,2017-07-10,agency,EMP0045,188486.12,true,2017-10-08,completed
HIR0211,EMP0211,JOB0211,JR0211,2019-02-01,2019-01-22,2019-02-01,agency,EMP0008,133960.29,false,2019-05-02,completed
HIR0212,EMP0212,JOB0212,JR0212,2018-11-16,2018-10-28,2018-11-16,linkedin,EMP0019,179713.18,true,2019-02-14,completed
HIR0213,EMP0213,JOB0213,JR0213,2016-04-18,2016-04-06,2016-04-18,agency,EMP0040,165356.85,false,2016-07-17,completed
HIR0214,EMP0214,JOB0214,JR0214,2021-11-22,2021-10-08,2021-11-22,referral,EMP0012,185068.37,true,2022-02-20,completed
HIR0215,EMP0215,JOB0215,JR0215,2017-04-12,2017-03-13,2017-04-12,careers_site,EMP0031,108308.90,true,2017-07-11,completed
HIR0216,EMP0216,JOB0216,JR0216,2017-06-04,2017-05-14,2017-06-04,agency,EMP0040,126356.24,true,2017-09-02,completed
HIR0217,EMP0217,JOB0217,JR0217,2014-05-08,2014-04-25,2014-05-08,campus,EMP0030,191839.35,true,2014-08-06,completed
HIR0218,EMP0218,JOB0218,JR0218,2017-04-13,2017-03-11,2017-04-13,campus,EMP0001,57202.60,false,2017-07-12,completed
HIR0219,EMP0219,JOB0219,JR0219,2024-05-09,2024-04-19,2024-05-09,internal,EMP0032,59691.33,true,2024-08-07,completed
HIR0220,EMP0220,JOB0220,JR0220,2020-01-22,2020-01-05,2020-01-22,agency,EMP0028,110273.04,true,2020-04-21,completed
HIR0221,EMP0221,JOB0221,JR0221,2016-06-18,2016-05-24,2016-06-18,campus,EMP0040,136320.59,true,2016-09-16,completed
HIR0222,EMP0222,JOB0222,JR0222,2023-10-11,2023-09-12,2023-10-11,careers_site,EMP0036,17048.49,false,2024-01-09,completed
HIR0223,EMP0223,JOB0223,JR0223,2025-12-26,2025-12-11,2025-12-26,referral,EMP0023,134862.74,true,2026-03-26,completed
HIR0224,EMP0224,JOB0224,JR0224,2024-12-14,2024-12-02,2024-12-14,careers_site,EMP0008,107885.66,true,2025-03-14,completed
HIR0225,EMP0225,JOB0225,JR0225,2020-03-02,2020-02-23,2020-03-02,careers_site,EMP0047,82044.18,true,2020-05-31,completed
HIR0226,EMP0226,JOB0226,JR0226,2020-10-12,2020-09-20,2020-10-12,internal,EMP0002,26672.54,true,2021-01-10,completed
HIR0227,EMP0227,JOB0227,JR0227,2019-09-15,2019-08-16,2019-09-15,careers_site,EMP0024,111292.58,false,2019-12-14,completed
HIR0228,EMP0228,JOB0228,JR0228,2020-08-24,2020-07-16,2020-08-24,campus,EMP0044,70806.18,true,2020-11-22,completed
HIR0229,EMP0229,JOB0229,JR0229,2019-03-20,2019-02-03,2019-03-20,referral,EMP0048,96801.73,false,2019-06-18,completed
HIR0230,EMP0230,JOB0230,JR0230,2015-11-15,2015-11-08,2015-11-15,linkedin,EMP0002,72864.75,true,2016-02-13,completed
HIR0231,EMP0231,JOB0231,JR0231,2024-06-01,2024-04-30,2024-06-01,internal,EMP0009,41941.17,true,2024-08-30,completed
HIR0232,EMP0232,JOB0232,JR0232,2016-03-17,2016-02-16,2016-03-17,linkedin,EMP0007,55931.26,true,2016-06-15,completed
HIR0233,EMP0233,JOB0233,JR0233,2018-12-03,2018-11-09,2018-12-03,linkedin,EMP0048,178503.98,false,2019-03-03,completed
HIR0234,EMP0234,JOB0234,JR0234,2017-02-23,2017-01-18,2017-02-23,campus,EMP0004,72544.08,false,2017-05-24,completed
HIR0235,EMP0235,JOB0235,JR0235,2014-06-15,2014-05-09,2014-06-15,campus,EMP0027,81164.48,true,2014-09-13,completed
HIR0236,EMP0236,JOB0236,JR0236,2016-05-06,2016-03-30,2016-05-06,campus,EMP0033,204463.02,false,2016-08-04,completed
HIR0237,EMP0237,JOB0237,JR0237,2019-12-24,2019-11-10,2019-12-24,referral,EMP0036,68835.04,false,2020-03-23,completed
HIR0238,EMP0238,JOB0238,JR0238,2022-08-20,2022-08-02,2022-08-20,linkedin,EMP0012,54571.98,true,2022-11-18,completed
HIR0239,EMP0239,JOB0239,JR0239,2014-06-26,2014-05-17,2014-06-26,agency,EMP0046,37970.31,true,2014-09-24,completed
HIR0240,EMP0240,JOB0240,JR0240,2017-02-21,2017-01-13,2017-02-21,agency,EMP0048,85951.22,false,2017-05-22,completed
HIR0241,EMP0241,JOB0241,JR0241,2020-05-20,2020-04-24,2020-05-20,linkedin,EMP0007,191524.28,false,2020-08-18,completed
HIR0242,EMP0242,JOB0242,JR0242,2018-06-03,2018-04-22,2018-06-03,careers_site,EMP0045,87391.72,true,2018-09-01,completed
HIR0243,EMP0243,JOB0243,JR0243,2023-01-29,2023-01-01,2023-01-29,agency,EMP0045,193510.75,true,2023-04-29,completed
HIR0244,EMP0244,JOB0244,JR0244,2024-06-25,2024-05-29,2024-06-25,linkedin,EMP0026,22212.32,true,2024-09-23,completed
HIR0245,EMP0245,JOB0245,JR0245,2022-08-13,2022-07-29,2022-08-13,referral,EMP0011,171626.81,false,2022-11-11,completed
HIR0246,EMP0246,JOB0246,JR0246,2016-05-15,2016-04-07,2016-05-15,careers_site,EMP0024,204358.86,false,2016-08-13,completed
HIR0247,EMP0247,JOB0247,JR0247,2023-05-14,2023-04-24,2023-05-14,agency,EMP0032,187274.01,false,2023-08-12,completed
HIR0248,EMP0248,JOB0248,JR0248,2017-08-28,2017-07-21,2017-08-28,careers_site,EMP0031,165488.17,false,2017-11-26,completed
HIR0249,EMP0249,JOB0249,JR0249,2024-09-25,2024-09-11,2024-09-25,campus,EMP0039,112474.34,true,2024-12-24,completed
HIR0250,EMP0250,JOB0250,JR0250,2025-10-07,2025-08-31,2025-10-07,agency,EMP0046,61917.65,true,2026-01-05,completed
HIR0251,EMP0251,JOB0251,JR0251,2024-11-24,2024-10-17,2024-11-24,linkedin,EMP0016,176857.11,false,2025-02-22,completed
HIR0252,EMP0252,JOB0252,JR0252,2025-10-27,2025-09-21,2025-10-27,campus,EMP0019,59658.37,false,2026-01-25,completed
HIR0253,EMP0253,JOB0253,JR0253,2024-07-11,2024-06-26,2024-07-11,linkedin,EMP0032,45364.59,true,2024-10-09,completed
HIR0254,EMP0254,JOB0254,JR0254,2025-04-16,2025-03-15,2025-04-16,campus,EMP0008,20728.98,false,2025-07-15,completed
HIR0255,EMP0255,JOB0255,JR0255,2018-05-14,2018-04-10,2018-05-14,referral,EMP0025,140845.67,false,2018-08-12,completed
HIR0256,EMP0256,JOB0256,JR0256,2019-05-04,2019-03-22,2019-05-04,internal,EMP0023,76127.02,false,2019-08-02,completed
HIR0257,EMP0257,JOB0257,JR0257,2025-06-17,2025-06-04,2025-06-17,careers_site,EMP0001,152602.17,true,2025-09-15,completed
HIR0258,EMP0258,JOB0258,JR0258,2018-07-09,2018-05-28,2018-07-09,linkedin,EMP0044,83147.61,true,2018-10-07,completed
HIR0259,EMP0259,JOB0259,JR0259,2025-05-28,2025-05-14,2025-05-28,careers_site,EMP0016,82440.84,true,2025-08-26,completed
HIR0260,EMP0260,JOB0260,JR0260,2017-07-12,2017-06-26,2017-07-12,careers_site,EMP0009,111246.62,false,2017-10-10,completed
HIR0261,EMP0261,JOB0261,JR0261,2018-05-03,2018-03-30,2018-05-03,linkedin,EMP0024,121248.26,true,2018-08-01,completed
HIR0262,EMP0262,JOB0262,JR0262,2022-03-06,2022-01-30,2022-03-06,referral,EMP0050,205583.11,true,2022-06-04,completed
HIR0263,EMP0263,JOB0263,JR0263,2019-10-03,2019-09-20,2019-10-03,internal,EMP0045,99249.23,true,2020-01-01,completed
HIR0264,EMP0264,JOB0264,JR0264,2020-01-30,2019-12-16,2020-01-30,referral,EMP0005,28987.59,false,2020-04-29,completed
HIR0265,EMP0265,JOB0265,JR0265,2024-11-01,2024-10-25,2024-11-01,campus,EMP0015,72866.27,true,2025-01-30,completed
HIR0266,EMP0266,JOB0266,JR0266,2018-04-09,2018-02-28,2018-04-09,agency,EMP0024,45407.57,true,2018-07-08,completed
HIR0267,EMP0267,JOB0267,JR0267,2016-06-18,2016-05-27,2016-06-18,campus,EMP0011,58828.15,false,2016-09-16,completed
HIR0268,EMP0268,JOB0268,JR0268,2021-06-27,2021-06-12,2021-06-27,linkedin,EMP0047,180508.06,false,2021-09-25,completed
HIR0269,EMP0269,JOB0269,JR0269,2025-12-25,2025-11-28,2025-12-25,campus,EMP0009,87070.44,false,2026-03-25,completed
HIR0270,EMP0270,JOB0270,JR0270,2022-11-13,2022-10-06,2022-11-13,linkedin,EMP0047,96339.36,true,2023-02-11,completed
HIR0271,EMP0271,JOB0271,JR0271,2018-12-15,2018-11-23,2018-12-15,agency,EMP0029,85022.36,true,2019-03-15,completed
HIR0272,EMP0272,JOB0272,JR0272,2021-03-21,2021-03-14,2021-03-21,internal,EMP0035,204502.86,true,2021-06-19,completed
HIR0273,EMP0273,JOB0273,JR0273,2018-04-08,2018-03-14,2018-04-08,linkedin,EMP0041,60942.68,false,2018-07-07,completed
HIR0274,EMP0274,JOB0274,JR0274,2016-08-07,2016-06-28,2016-08-07,careers_site,EMP0013,171473.31,true,2016-11-05,completed
HIR0275,EMP0275,JOB0275,JR0275,2014-05-08,2014-04-20,2014-05-08,linkedin,EMP0029,187083.58,true,2014-08-06,completed
HIR0276,EMP0276,JOB0276,JR0276,2020-07-18,2020-06-23,2020-07-18,careers_site,EMP0027,29367.30,true,2020-10-16,completed
HIR0277,EMP0277,JOB0277,JR0277,2015-04-26,2015-04-08,2015-04-26,campus,EMP0007,21141.17,false,2015-07-25,completed
HIR0278,EMP0278,JOB0278,JR0278,2015-04-03,2015-03-15,2015-04-03,agency,EMP0042,188952.05,false,2015-07-02,completed
HIR0279,EMP0279,JOB0279,JR0279,2019-08-29,2019-08-17,2019-08-29,internal,EMP0050,62128.89,false,2019-11-27,completed
HIR0280,EMP0280,JOB0280,JR0280,2015-10-29,2015-10-17,2015-10-29,referral,EMP0007,57511.75,true,2016-01-27,completed
HIR0281,EMP0281,JOB0281,JR0281,2024-12-05,2024-11-05,2024-12-05,agency,EMP0047,18060.25,true,2025-03-05,completed
HIR0282,EMP0282,JOB0282,JR0282,2020-03-30,2020-03-17,2020-03-30,referral,EMP0009,69146.45,true,2020-06-28,completed
HIR0283,EMP0283,JOB0283,JR0283,2025-03-22,2025-02-21,2025-03-22,campus,EMP0017,178547.70,true,2025-06-20,completed
HIR0284,EMP0284,JOB0284,JR0284,2023-12-05,2023-11-16,2023-12-05,linkedin,EMP0031,150889.02,true,2024-03-04,completed
HIR0285,EMP0285,JOB0285,JR0285,2024-03-26,2024-03-02,2024-03-26,careers_site,EMP0049,45183.88,false,2024-06-24,completed
HIR0286,EMP0286,JOB0286,JR0286,2015-10-20,2015-10-13,2015-10-20,campus,EMP0021,179503.59,false,2016-01-18,completed
HIR0287,EMP0287,JOB0287,JR0287,2025-01-25,2025-01-03,2025-01-25,agency,EMP0047,41355.59,true,2025-04-25,completed
HIR0288,EMP0288,JOB0288,JR0288,2016-05-28,2016-05-13,2016-05-28,referral,EMP0033,139053.19,true,2016-08-26,completed
HIR0289,EMP0289,JOB0289,JR0289,2024-11-18,2024-11-03,2024-11-18,referral,EMP0023,69013.69,true,2025-02-16,completed
HIR0290,EMP0290,JOB0290,JR0290,2018-10-05,2018-09-28,2018-10-05,internal,EMP0014,73270.98,true,2019-01-03,completed
HIR0291,EMP0291,JOB0291,JR0291,2015-10-18,2015-09-04,2015-10-18,internal,EMP0023,150892.77,false,2016-01-16,completed
HIR0292,EMP0292,JOB0292,JR0292,2018-05-13,2018-05-01,2018-05-13,careers_site,EMP0037,161796.99,true,2018-08-11,completed
HIR0293,EMP0293,JOB0293,JR0293,2024-08-21,2024-07-09,2024-08-21,referral,EMP0033,177627.43,true,2024-11-19,completed
HIR0294,EMP0294,JOB0294,JR0294,2018-03-16,2018-03-02,2018-03-16,agency,EMP0030,177674.36,true,2018-06-14,completed
HIR0295,EMP0295,JOB0295,JR0295,2022-05-11,2022-04-13,2022-05-11,linkedin,EMP0040,187951.72,true,2022-08-09,completed
HIR0296,EMP0296,JOB0296,JR0296,2023-07-04,2023-05-21,2023-07-04,linkedin,EMP0023,100969.36,true,2023-10-02,completed
HIR0297,EMP0297,JOB0297,JR0297,2018-02-08,2017-12-29,2018-02-08,campus,EMP0039,98407.21,true,2018-05-09,completed
HIR0298,EMP0298,JOB0298,JR0298,2025-01-16,2025-01-03,2025-01-16,agency,EMP0049,124577.00,false,2025-04-16,completed
HIR0299,EMP0299,JOB0299,JR0299,2018-03-31,2018-03-20,2018-03-31,careers_site,EMP0024,80087.52,false,2018-06-29,completed
HIR0300,EMP0300,JOB0300,JR0300,2014-09-30,2014-09-22,2014-09-30,careers_site,EMP0038,122888.90,true,2014-12-29,completed
HIR0301,EMP0301,JOB0301,JR0301,2026-06-24,2026-05-29,2026-06-24,agency,EMP0005,34020.04,true,2026-09-22,completed
HIR0302,EMP0302,JOB0302,JR0302,2024-05-23,2024-04-28,2024-05-23,campus,EMP0010,58048.35,false,2024-08-21,completed
HIR0303,EMP0303,JOB0303,JR0303,2020-09-08,2020-08-04,2020-09-08,campus,EMP0021,42042.99,true,2020-12-07,completed
HIR0304,EMP0304,JOB0304,JR0304,2018-12-30,2018-11-21,2018-12-30,linkedin,EMP0048,162966.28,true,2019-03-30,completed
HIR0305,EMP0305,JOB0305,JR0305,2015-02-24,2015-01-24,2015-02-24,referral,EMP0003,125899.49,false,2015-05-25,completed
HIR0306,EMP0306,JOB0306,JR0306,2021-08-08,2021-06-30,2021-08-08,referral,EMP0031,76953.77,false,2021-11-06,completed
HIR0307,EMP0307,JOB0307,JR0307,2025-03-23,2025-02-25,2025-03-23,linkedin,EMP0045,151305.13,true,2025-06-21,completed
HIR0308,EMP0308,JOB0308,JR0308,2014-09-10,2014-08-07,2014-09-10,agency,EMP0009,121988.18,false,2014-12-09,completed
HIR0309,EMP0309,JOB0309,JR0309,2016-12-06,2016-11-17,2016-12-06,internal,EMP0041,136527.18,true,2017-03-06,completed
HIR0310,EMP0310,JOB0310,JR0310,2022-05-14,2022-05-05,2022-05-14,internal,EMP0032,73733.79,true,2022-08-12,completed
HIR0311,EMP0311,JOB0311,JR0311,2025-10-31,2025-09-24,2025-10-31,careers_site,EMP0025,128942.78,false,2026-01-29,completed
HIR0312,EMP0312,JOB0312,JR0312,2017-12-23,2017-11-21,2017-12-23,referral,EMP0013,178430.88,false,2018-03-23,completed
HIR0313,EMP0313,JOB0313,JR0313,2015-01-24,2014-12-19,2015-01-24,linkedin,EMP0003,135570.22,false,2015-04-24,completed
HIR0314,EMP0314,JOB0314,JR0314,2024-04-09,2024-03-18,2024-04-09,internal,EMP0035,94872.46,true,2024-07-08,completed
HIR0315,EMP0315,JOB0315,JR0315,2025-01-25,2025-01-03,2025-01-25,internal,EMP0027,52963.68,false,2025-04-25,completed
HIR0316,EMP0316,JOB0316,JR0316,2017-12-28,2017-12-16,2017-12-28,campus,EMP0013,187949.55,true,2018-03-28,completed
HIR0317,EMP0317,JOB0317,JR0317,2015-07-02,2015-05-22,2015-07-02,campus,EMP0020,59772.50,false,2015-09-30,completed
HIR0318,EMP0318,JOB0318,JR0318,2020-11-06,2020-10-17,2020-11-06,agency,EMP0008,86914.78,false,2021-02-04,completed
HIR0319,EMP0319,JOB0319,JR0319,2024-02-02,2023-12-23,2024-02-02,careers_site,EMP0002,17428.20,true,2024-05-02,completed
HIR0320,EMP0320,JOB0320,JR0320,2023-01-31,2023-01-07,2023-01-31,campus,EMP0002,71946.72,true,2023-05-01,completed
HIR0321,EMP0321,JOB0321,JR0321,2025-07-21,2025-06-11,2025-07-21,linkedin,EMP0024,138038.45,true,2025-10-19,completed
HIR0322,EMP0322,JOB0322,JR0322,2022-04-05,2022-02-22,2022-04-05,referral,EMP0030,121183.46,true,2022-07-04,completed
HIR0323,EMP0323,JOB0323,JR0323,2021-05-02,2021-04-17,2021-05-02,careers_site,EMP0002,123738.33,true,2021-07-31,completed
HIR0324,EMP0324,JOB0324,JR0324,2020-12-08,2020-11-22,2020-12-08,linkedin,EMP0043,60300.43,false,2021-03-08,completed
HIR0325,EMP0325,JOB0325,JR0325,2014-06-10,2014-05-18,2014-06-10,agency,EMP0017,21233.57,true,2014-09-08,completed
HIR0326,EMP0326,JOB0326,JR0326,2019-11-14,2019-10-19,2019-11-14,linkedin,EMP0038,180195.49,false,2020-02-12,completed
HIR0327,EMP0327,JOB0327,JR0327,2026-05-31,2026-05-15,2026-05-31,internal,EMP0029,189837.02,false,2026-08-29,completed
HIR0328,EMP0328,JOB0328,JR0328,2015-03-29,2015-03-17,2015-03-29,referral,EMP0013,109500.72,true,2015-06-27,completed
HIR0329,EMP0329,JOB0329,JR0329,2023-11-22,2023-11-05,2023-11-22,internal,EMP0037,38033.21,false,2024-02-20,completed
HIR0330,EMP0330,JOB0330,JR0330,2023-02-09,2023-01-19,2023-02-09,agency,EMP0020,124760.74,true,2023-05-10,completed
HIR0331,EMP0331,JOB0331,JR0331,2021-06-04,2021-05-16,2021-06-04,linkedin,EMP0043,139734.29,true,2021-09-02,completed
HIR0332,EMP0332,JOB0332,JR0332,2019-10-20,2019-10-09,2019-10-20,internal,EMP0046,200716.81,false,2020-01-18,completed
HIR0333,EMP0333,JOB0333,JR0333,2024-06-19,2024-05-23,2024-06-19,internal,EMP0026,187402.39,false,2024-09-17,completed
HIR0334,EMP0334,JOB0334,JR0334,2021-02-25,2021-01-21,2021-02-25,agency,EMP0044,52874.10,false,2021-05-26,completed
HIR0335,EMP0335,JOB0335,JR0335,2014-04-27,2014-03-31,2014-04-27,agency,EMP0049,147554.58,true,2014-07-26,completed
HIR0336,EMP0336,JOB0336,JR0336,2019-04-18,2019-03-15,2019-04-18,careers_site,EMP0049,67880.49,true,2019-07-17,completed
HIR0337,EMP0337,JOB0337,JR0337,2020-10-19,2020-09-05,2020-10-19,careers_site,EMP0010,127522.28,true,2021-01-17,completed
HIR0338,EMP0338,JOB0338,JR0338,2025-10-16,2025-09-07,2025-10-16,linkedin,EMP0046,175019.22,true,2026-01-14,completed
HIR0339,EMP0339,JOB0339,JR0339,2014-10-20,2014-09-13,2014-10-20,agency,EMP0018,109724.71,false,2015-01-18,completed
HIR0340,EMP0340,JOB0340,JR0340,2022-05-04,2022-04-02,2022-05-04,campus,EMP0002,172689.09,true,2022-08-02,completed
HIR0341,EMP0341,JOB0341,JR0341,2016-09-19,2016-08-19,2016-09-19,careers_site,EMP0034,57116.93,true,2016-12-18,completed
HIR0342,EMP0342,JOB0342,JR0342,2022-10-20,2022-10-03,2022-10-20,linkedin,EMP0005,85023.69,true,2023-01-18,completed
HIR0343,EMP0343,JOB0343,JR0343,2024-05-06,2024-03-24,2024-05-06,linkedin,EMP0035,112529.91,false,2024-08-04,completed
HIR0344,EMP0344,JOB0344,JR0344,2017-06-19,2017-05-19,2017-06-19,agency,EMP0027,73942.44,true,2017-09-17,completed
HIR0345,EMP0345,JOB0345,JR0345,2020-04-27,2020-03-17,2020-04-27,internal,EMP0036,57678.80,true,2020-07-26,completed
HIR0346,EMP0346,JOB0346,JR0346,2026-04-28,2026-04-13,2026-04-28,campus,EMP0031,192202.09,true,2026-07-27,completed
HIR0347,EMP0347,JOB0347,JR0347,2018-04-10,2018-04-02,2018-04-10,agency,EMP0024,124850.57,true,2018-07-09,completed
HIR0348,EMP0348,JOB0348,JR0348,2020-01-23,2019-12-28,2020-01-23,linkedin,EMP0030,202755.04,true,2020-04-22,completed
HIR0349,EMP0349,JOB0349,JR0349,2014-01-01,2013-12-13,2014-01-01,referral,EMP0023,136660.29,true,2014-04-01,completed
HIR0350,EMP0350,JOB0350,JR0350,2019-08-18,2019-07-21,2019-08-18,agency,EMP0001,175789.31,false,2019-11-16,completed
HIR0351,EMP0351,JOB0351,JR0351,2025-10-17,2025-09-11,2025-10-17,agency,EMP0004,113660.33,false,2026-01-15,completed
HIR0352,EMP0352,JOB0352,JR0352,2014-09-13,2014-08-15,2014-09-13,linkedin,EMP0038,162000.19,true,2014-12-12,completed
HIR0353,EMP0353,JOB0353,JR0353,2022-08-09,2022-08-02,2022-08-09,linkedin,EMP0045,49772.84,false,2022-11-07,completed
HIR0354,EMP0354,JOB0354,JR0354,2020-05-11,2020-04-27,2020-05-11,internal,EMP0019,110252.97,false,2020-08-09,completed
HIR0355,EMP0355,JOB0355,JR0355,2018-10-20,2018-10-09,2018-10-20,internal,EMP0050,83763.08,true,2019-01-18,completed
HIR0356,EMP0356,JOB0356,JR0356,2020-01-27,2020-01-20,2020-01-27,internal,EMP0025,124106.80,true,2020-04-26,completed
HIR0357,EMP0357,JOB0357,JR0357,2023-03-16,2023-01-31,2023-03-16,careers_site,EMP0004,20673.45,true,2023-06-14,completed
HIR0358,EMP0358,JOB0358,JR0358,2025-09-22,2025-09-05,2025-09-22,linkedin,EMP0025,54304.51,false,2025-12-21,completed
HIR0359,EMP0359,JOB0359,JR0359,2025-02-21,2025-02-08,2025-02-21,linkedin,EMP0003,99491.98,true,2025-05-22,completed
HIR0360,EMP0360,JOB0360,JR0360,2017-07-25,2017-07-15,2017-07-25,careers_site,EMP0035,187309.47,false,2017-10-23,completed
HIR0361,EMP0361,JOB0361,JR0361,2025-09-13,2025-08-05,2025-09-13,internal,EMP0038,55699.32,false,2025-12-12,completed
HIR0362,EMP0362,JOB0362,JR0362,2022-08-21,2022-08-03,2022-08-21,agency,EMP0018,112338.82,false,2022-11-19,completed
HIR0363,EMP0363,JOB0363,JR0363,2019-03-22,2019-02-08,2019-03-22,careers_site,EMP0044,165525.26,false,2019-06-20,completed
HIR0364,EMP0364,JOB0364,JR0364,2026-02-04,2025-12-30,2026-02-04,linkedin,EMP0013,143317.06,true,2026-05-05,completed
HIR0365,EMP0365,JOB0365,JR0365,2022-12-08,2022-11-09,2022-12-08,agency,EMP0008,71549.14,true,2023-03-08,completed
HIR0366,EMP0366,JOB0366,JR0366,2021-09-17,2021-09-04,2021-09-17,linkedin,EMP0012,123637.71,true,2021-12-16,completed
HIR0367,EMP0367,JOB0367,JR0367,2019-06-16,2019-05-13,2019-06-16,referral,EMP0021,133097.43,false,2019-09-14,completed
HIR0368,EMP0368,JOB0368,JR0368,2022-12-31,2022-12-12,2022-12-31,linkedin,EMP0038,108706.56,true,2023-03-31,completed
HIR0369,EMP0369,JOB0369,JR0369,2015-10-29,2015-09-14,2015-10-29,careers_site,EMP0047,135453.26,true,2016-01-27,completed
HIR0370,EMP0370,JOB0370,JR0370,2018-03-19,2018-03-08,2018-03-19,campus,EMP0032,162709.55,true,2018-06-17,completed
HIR0371,EMP0371,JOB0371,JR0371,2024-11-22,2024-10-14,2024-11-22,campus,EMP0040,61082.52,true,2025-02-20,completed
HIR0372,EMP0372,JOB0372,JR0372,2023-09-21,2023-08-23,2023-09-21,campus,EMP0043,175599.43,true,2023-12-20,completed
HIR0373,EMP0373,JOB0373,JR0373,2018-08-21,2018-07-31,2018-08-21,careers_site,EMP0031,150863.80,true,2018-11-19,completed
HIR0374,EMP0374,JOB0374,JR0374,2018-05-20,2018-05-05,2018-05-20,linkedin,EMP0001,165185.98,false,2018-08-18,completed
HIR0375,EMP0375,JOB0375,JR0375,2018-03-27,2018-03-16,2018-03-27,careers_site,EMP0006,166278.40,true,2018-06-25,completed
HIR0376,EMP0376,JOB0376,JR0376,2019-08-09,2019-07-07,2019-08-09,internal,EMP0036,72116.92,false,2019-11-07,completed
HIR0377,EMP0377,JOB0377,JR0377,2021-08-06,2021-07-19,2021-08-06,referral,EMP0022,71219.30,true,2021-11-04,completed
HIR0378,EMP0378,JOB0378,JR0378,2016-01-16,2016-01-03,2016-01-16,careers_site,EMP0015,33527.59,true,2016-04-15,completed
HIR0379,EMP0379,JOB0379,JR0379,2015-09-14,2015-08-26,2015-09-14,campus,EMP0042,126776.04,true,2015-12-13,completed
HIR0380,EMP0380,JOB0380,JR0380,2025-06-11,2025-05-13,2025-06-11,campus,EMP0002,62335.01,false,2025-09-09,completed
HIR0381,EMP0381,JOB0381,JR0381,2022-01-15,2022-01-03,2022-01-15,referral,EMP0019,123930.51,true,2022-04-15,completed
HIR0382,EMP0382,JOB0382,JR0382,2015-02-12,2015-01-06,2015-02-12,agency,EMP0020,134322.77,false,2015-05-13,completed
HIR0383,EMP0383,JOB0383,JR0383,2020-10-29,2020-09-21,2020-10-29,internal,EMP0026,122943.24,true,2021-01-27,completed
HIR0384,EMP0384,JOB0384,JR0384,2025-11-18,2025-11-06,2025-11-18,campus,EMP0047,84430.80,true,2026-02-16,completed
HIR0385,EMP0385,JOB0385,JR0385,2020-09-06,2020-08-02,2020-09-06,careers_site,EMP0011,84983.96,false,2020-12-05,completed
HIR0386,EMP0386,JOB0386,JR0386,2026-02-10,2026-01-19,2026-02-10,agency,EMP0015,147869.11,false,2026-05-11,completed
HIR0387,EMP0387,JOB0387,JR0387,2021-07-07,2021-06-23,2021-07-07,careers_site,EMP0044,98861.48,false,2021-10-05,completed
HIR0388,EMP0388,JOB0388,JR0388,2019-12-10,2019-11-18,2019-12-10,careers_site,EMP0037,74425.35,true,2020-03-09,completed
HIR0389,EMP0389,JOB0389,JR0389,2026-03-22,2026-02-08,2026-03-22,internal,EMP0030,137778.02,true,2026-06-20,completed
HIR0390,EMP0390,JOB0390,JR0390,2022-07-04,2022-05-28,2022-07-04,internal,EMP0030,126822.19,true,2022-10-02,completed
HIR0391,EMP0391,JOB0391,JR0391,2023-04-29,2023-04-13,2023-04-29,agency,EMP0046,86672.46,true,2023-07-28,completed
HIR0392,EMP0392,JOB0392,JR0392,2021-10-01,2021-09-13,2021-10-01,agency,EMP0004,125977.22,false,2021-12-30,completed
