termination_id,employee_id,job_id,termination_date,last_working_day,notice_date,termination_type,termination_reason,rehire_eligible,exit_interview_completed,initiated_by,department
TRM0231,EMP0231,JOB0231,2025-06-25,2025-06-25,2025-06-25,contract_end,end_of_contract,true,false,hr,Engineering
TRM0232,EMP0232,JOB0232,2020-10-30,2020-10-30,2020-10-29,retirement,mutual_agreement,true,false,hr,IT
TRM0233,EMP0233,JOB0233,2019-08-23,2019-08-23,2019-08-18,contract_end,better_opportunity,true,false,employee,Customer Success
TRM0234,EMP0234,JOB0234,2024-11-30,2024-11-30,2024-11-11,voluntary,restructuring,true,true,hr,Operations
TRM0235,EMP0235,JOB0235,2014-09-02,2014-09-02,2014-08-15,contract_end,attendance,true,false,employee,Engineering
TRM0236,EMP0236,JOB0236,2023-05-06,2023-05-06,2023-04-21,voluntary,attendance,true,true,employee,Customer Success
TRM0237,EMP0237,JOB0237,2025-02-15,2025-02-15,2025-02-15,involuntary,attendance,false,false,employee,Marketing
TRM0238,EMP0238,JOB0238,2026-06-24,2026-06-24,2026-06-04,retirement,restructuring,true,false,hr,Customer Success
TRM0239,EMP0239,JOB0239,2019-08-15,2019-08-15,2019-08-11,involuntary,end_of_contract,false,false,hr,Customer Success
TRM0240,EMP0240,JOB0240,2021-01-18,2021-01-18,2021-01-08,contract_end,performance,true,true,system,Engineering
TRM0241,EMP0241,JOB0241,2022-10-12,2022-10-12,2022-09-18,retirement,retirement,true,true,system,IT
TRM0242,EMP0242,JOB0242,2025-03-19,2025-03-19,2025-02-20,retirement,attendance,true,false,manager,Facilities
TRM0243,EMP0243,JOB0243,2025-11-05,2025-11-05,2025-10-08,involuntary,attendance,true,true,manager,IT
TRM0244,EMP0244,JOB0244,2024-12-01,2024-12-01,2024-11-29,contract_end,mutual_agreement,true,true,employee,Data
TRM0245,EMP0245,JOB0245,2026-05-14,2026-05-14,2026-05-13,involuntary,better_opportunity,true,false,system,Facilities
TRM0246,EMP0246,JOB0246,2016-12-03,2016-12-03,2016-11-28,voluntary,relocation,true,true,employee,Security
TRM0247,EMP0247,JOB0247,2025-10-05,2025-10-05,2025-09-19,contract_end,restructuring,false,false,manager,Security
TRM0248,EMP0248,JOB0248,2025-08-20,2025-08-20,2025-07-31,contract_end,attendance,false,true,manager,Facilities
TRM0249,EMP0249,JOB0249,2025-04-17,2025-04-17,2025-04-16,voluntary,mutual_agreement,true,false,employee,Data
TRM0250,EMP0250,JOB0250,2026-02-28,2026-02-28,2026-02-06,involuntary,voluntary_resignation,true,false,manager,Operations
TRM0251,EMP0251,JOB0251,2025-06-14,2025-06-14,2025-05-30,involuntary,attendance,true,false,hr,Data
TRM0252,EMP0252,JOB0252,2026-02-14,2026-02-14,2026-02-01,voluntary,retirement,false,false,hr,Security
TRM0253,EMP0253,JOB0253,2025-04-20,2025-04-20,2025-04-01,contract_end,mutual_agreement,true,true,system,Supply Chain
TRM0254,EMP0254,JOB0254,2026-04-07,2026-04-07,2026-04-06,involuntary,attendance,false,false,manager,Customer Success
TRM0255,EMP0255,JOB0255,2024-07-11,2024-07-11,2024-06-23,involuntary,voluntary_resignation,true,true,employee,Facilities
TRM0256,EMP0256,JOB0256,2023-07-21,2023-07-21,2023-07-07,voluntary,better_opportunity,false,false,employee,Marketing
TRM0257,EMP0257,JOB0257,2025-11-27,2025-11-27,2025-11-11,retirement,voluntary_resignation,true,false,hr,Operations
TRM0258,EMP0258,JOB0258,2023-10-11,2023-10-11,2023-09-16,involuntary,restructuring,true,false,hr,Operations
TRM0259,EMP0259,JOB0259,2025-10-29,2025-10-29,2025-10-19,involuntary,mutual_agreement,true,true,employee,Customer Success
TRM0260,EMP0260,JOB0260,2025-10-08,2025-10-08,2025-09-25,contract_end,retirement,true,false,employee,Finance
TRM0261,EMP0261,JOB0261,2022-01-13,2022-01-13,2022-01-07,involuntary,performance,false,false,hr,Supply Chain
TRM0262,EMP0262,JOB0262,2023-09-07,2023-09-07,2023-08-11,contract_end,better_opportunity,false,false,hr,Marketing
TRM0263,EMP0263,JOB0263,2023-07-28,2023-07-28,2023-07-19,involuntary,end_of_contract,false,true,manager,Data
TRM0264,EMP0264,JOB0264,2026-04-10,2026-04-10,2026-04-07,retirement,better_opportunity,true,true,system,Facilities
TRM0265,EMP0265,JOB0265,2026-03-13,2026-03-13,2026-03-11,retirement,restructuring,true,false,hr,Legal
TRM0266,EMP0266,JOB0266,2023-02-19,2023-02-19,2023-02-18,contract_end,voluntary_resignation,true,false,system,Customer Success
TRM0267,EMP0267,JOB0267,2025-09-17,2025-09-17,2025-09-17,retirement,better_opportunity,false,true,employee,Product
TRM0268,EMP0268,JOB0268,2022-08-27,2022-08-27,2022-08-01,voluntary,relocation,true,true,manager,IT
TRM0269,EMP0269,JOB0269,2026-04-20,2026-04-20,2026-04-15,involuntary,voluntary_resignation,true,true,manager,Customer Success
TRM0270,EMP0270,JOB0270,2024-01-31,2024-01-31,2024-01-14,retirement,mutual_agreement,true,false,system,Product
TRM0271,EMP0271,JOB0271,2020-05-31,2020-05-31,2020-05-27,contract_end,performance,false,false,system,Engineering
TRM0272,EMP0272,JOB0272,2025-05-05,2025-05-05,2025-04-07,voluntary,relocation,false,false,hr,Product
TRM0273,EMP0273,JOB0273,2025-11-10,2025-11-10,2025-10-28,voluntary,end_of_contract,false,false,employee,Sales
TRM0274,EMP0274,JOB0274,2025-12-04,2025-12-04,2025-11-16,voluntary,attendance,true,true,system,HR
TRM0275,EMP0275,JOB0275,2022-09-25,2022-09-25,2022-09-15,retirement,performance,true,true,system,Legal
TRM0276,EMP0276,JOB0276,2023-03-12,2023-03-12,2023-03-03,contract_end,attendance,true,false,hr,Engineering
TRM0277,EMP0277,JOB0277,2016-10-18,2016-10-18,2016-10-07,contract_end,attendance,true,false,employee,Finance
TRM0278,EMP0278,JOB0278,2021-04-21,2021-04-21,2021-04-03,contract_end,attendance,true,false,employee,Facilities
TRM0279,EMP0279,JOB0279,2020-01-29,2020-01-29,2020-01-08,contract_end,relocation,true,true,hr,Security
TRM0280,EMP0280,JOB0280,2021-03-10,2021-03-10,2021-02-25,voluntary,better_opportunity,true,false,system,Operations
TRM0281,EMP0281,JOB0281,2025-03-27,2025-03-27,2025-03-02,voluntary,better_opportunity,false,false,manager,Product
TRM0282,EMP0282,JOB0282,2024-04-10,2024-04-10,2024-04-07,contract_end,better_opportunity,true,false,hr,Security
TRM0283,EMP0283,JOB0283,2025-06-25,2025-06-25,2025-05-31,retirement,relocation,true,false,manager,IT
TRM0284,EMP0284,JOB0284,2026-06-03,2026-06-03,2026-05-04,contract_end,attendance,false,false,employee,Product
TRM0285,EMP0285,JOB0285,2025-05-22,2025-05-22,2025-04-30,voluntary,better_opportunity,true,false,system,Security
TRM0286,EMP0286,JOB0286,2018-08-30,2018-08-30,2018-08-13,voluntary,retirement,true,true,manager,IT
TRM0287,EMP0287,JOB0287,2025-06-10,2025-06-10,2025-05-21,retirement,better_opportunity,true,true,system,Marketing
TRM0288,EMP0288,JOB0288,2026-05-06,2026-05-06,2026-04-29,retirement,attendance,false,false,system,Marketing
TRM0289,EMP0289,JOB0289,2025-06-24,2025-06-24,2025-06-24,involuntary,better_opportunity,false,false,system,Legal
TRM0290,EMP0290,JOB0290,2022-06-22,2022-06-22,2022-06-14,voluntary,voluntary_resignation,true,false,employee,HR
TRM0291,EMP0291,JOB0291,2024-12-12,2024-12-12,2024-11-25,contract_end,relocation,true,false,manager,Engineering
TRM0292,EMP0292,JOB0292,2018-12-14,2018-12-14,2018-11-28,voluntary,mutual_agreement,true,true,employee,Product
TRM0293,EMP0293,JOB0293,2024-11-25,2024-11-25,2024-11-05,involuntary,retirement,true,true,system,Finance
TRM0294,EMP0294,JOB0294,2023-08-16,2023-08-16,2023-07-31,voluntary,relocation,false,false,manager,Facilities
TRM0295,EMP0295,JOB0295,2026-02-11,2026-02-11,2026-02-05,involuntary,mutual_agreement,false,false,system,Marketing
TRM0296,EMP0296,JOB0296,2025-07-25,2025-07-25,2025-07-24,retirement,voluntary_resignation,true,false,employee,Marketing
TRM0297,EMP0297,JOB0297,2020-06-08,2020-06-08,2020-05-26,contract_end,voluntary_resignation,false,true,system,Product
TRM0298,EMP0298,JOB0298,2025-11-05,2025-11-05,2025-10-24,contract_end,end_of_contract,false,false,employee,Marketing
TRM0299,EMP0299,JOB0299,2023-03-18,2023-03-18,2023-03-04,contract_end,retirement,true,false,system,IT
TRM0300,EMP0300,JOB0300,2021-10-16,2021-10-16,2021-10-02,involuntary,performance,true,false,hr,Security
TRM0301,EMP0301,JOB0301,2026-09-22,2026-09-22,2026-09-03,involuntary,better_opportunity,true,true,manager,Supply Chain
TRM0302,EMP0302,JOB0302,2025-06-23,2025-06-23,2025-06-22,involuntary,better_opportunity,false,true,system,HR
TRM0303,EMP0303,JOB0303,2021-05-28,2021-05-28,2021-05-03,retirement,retirement,false,true,system,Legal
TRM0304,EMP0304,JOB0304,2025-07-07,2025-07-07,2025-07-06,retirement,attendance,true,true,hr,Customer Success
TRM0305,EMP0305,JOB0305,2017-01-03,2017-01-03,2016-12-27,voluntary,performance,false,false,employee,Supply Chain
TRM0306,EMP0306,JOB0306,2022-02-06,2022-02-06,2022-01-16,contract_end,mutual_agreement,true,false,employee,IT
TRM0307,EMP0307,JOB0307,2026-05-09,2026-05-09,2026-04-20,voluntary,restructuring,true,true,system,Facilities
TRM0308,EMP0308,JOB0308,2015-09-25,2015-09-25,2015-09-24,retirement,attendance,false,false,system,Marketing
TRM0309,EMP0309,JOB0309,2026-03-19,2026-03-19,2026-02-22,involuntary,restructuring,false,true,manager,HR
TRM0310,EMP0310,JOB0310,2025-12-04,2025-12-04,2025-11-04,retirement,mutual_agreement,true,false,manager,HR
TRM0311,EMP0311,JOB0311,2026-03-30,2026-03-30,2026-03-09,voluntary,performance,false,false,employee,HR
TRM0312,EMP0312,JOB0312,2025-07-12,2025-07-12,2025-06-16,involuntary,performance,true,false,hr,Facilities
TRM0313,EMP0313,JOB0313,2022-09-23,2022-09-23,2022-09-14,retirement,performance,false,true,hr,Customer Success
TRM0314,EMP0314,JOB0314,2024-09-03,2024-09-03,2024-08-12,voluntary,retirement,false,true,manager,Security
TRM0315,EMP0315,JOB0315,2026-04-28,2026-04-28,2026-04-05,voluntary,attendance,true,true,system,Finance
TRM0316,EMP0316,JOB0316,2021-12-26,2021-12-26,2021-12-26,contract_end,performance,false,true,system,HR
TRM0317,EMP0317,JOB0317,2025-12-20,2025-12-20,2025-12-04,involuntary,relocation,true,true,manager,Legal
TRM0318,EMP0318,JOB0318,2025-10-28,2025-10-28,2025-10-18,voluntary,mutual_agreement,true,true,employee,Operations
TRM0319,EMP0319,JOB0319,2025-01-02,2025-01-02,2024-12-27,retirement,voluntary_resignation,true,true,hr,Facilities
TRM0320,EMP0320,JOB0320,2024-08-15,2024-08-15,2024-07-22,retirement,mutual_agreement,true,true,manager,Engineering
TRM0321,EMP0321,JOB0321,2025-11-17,2025-11-17,2025-10-30,contract_end,performance,false,false,hr,Facilities
TRM0322,EMP0322,JOB0322,2025-12-08,2025-12-08,2025-11-29,retirement,better_opportunity,true,false,hr,IT
TRM0323,EMP0323,JOB0323,2026-02-28,2026-02-28,2026-02-11,retirement,better_opportunity,true,false,hr,Legal
TRM0324,EMP0324,JOB0324,2021-12-21,2021-12-21,2021-12-02,contract_end,better_opportunity,false,false,manager,Facilities
TRM0325,EMP0325,JOB0325,2021-01-22,2021-01-22,2021-01-11,retirement,better_opportunity,true,true,hr,HR
TRM0326,EMP0326,JOB0326,2024-07-16,2024-07-16,2024-06-26,voluntary,voluntary_resignation,false,false,employee,Operations
TRM0327,EMP0327,JOB0327,2026-08-29,2026-08-29,2026-08-24,retirement,performance,true,true,system,Operations
TRM0328,EMP0328,JOB0328,2018-02-25,2018-02-25,2018-02-01,involuntary,mutual_agreement,true,true,hr,Legal
TRM0329,EMP0329,JOB0329,2026-04-04,2026-04-04,2026-03-13,retirement,voluntary_resignation,false,true,system,Operations
TRM0330,EMP0330,JOB0330,2025-01-15,2025-01-15,2024-12-25,voluntary,mutual_agreement,true,true,manager,Customer Success
TRM0331,EMP0331,JOB0331,2024-05-27,2024-05-27,2024-05-09,voluntary,restructuring,false,true,system,IT
TRM0332,EMP0332,JOB0332,2023-09-18,2023-09-18,2023-09-15,retirement,attendance,false,true,employee,IT
TRM0333,EMP0333,JOB0333,2025-03-01,2025-03-01,2025-02-01,voluntary,retirement,false,true,manager,Supply Chain
TRM0334,EMP0334,JOB0334,2022-05-18,2022-05-18,2022-04-18,voluntary,retirement,true,false,hr,Data
TRM0335,EMP0335,JOB0335,2024-12-09,2024-12-09,2024-11-15,contract_end,restructuring,true,true,system,Facilities
TRM0336,EMP0336,JOB0336,2024-01-19,2024-01-19,2023-12-23,voluntary,attendance,true,false,employee,Facilities
TRM0337,EMP0337,JOB0337,2024-11-26,2024-11-26,2024-11-03,voluntary,attendance,false,true,manager,Data
TRM0338,EMP0338,JOB0338,2026-06-28,2026-06-28,2026-06-16,retirement,voluntary_resignation,true,false,hr,Facilities
TRM0339,EMP0339,JOB0339,2025-11-18,2025-11-18,2025-10-19,voluntary,better_opportunity,true,false,hr,Engineering
TRM0340,EMP0340,JOB0340,2023-04-15,2023-04-15,2023-04-14,retirement,better_opportunity,true,true,employee,Facilities
TRM0341,EMP0341,JOB0341,2025-08-26,2025-08-26,2025-08-17,involuntary,retirement,true,false,system,Operations
TRM0342,EMP0342,JOB0342,2024-01-12,2024-01-12,2023-12-31,involuntary,relocation,true,true,employee,Security
TRM0343,EMP0343,JOB0343,2025-01-24,2025-01-24,2025-01-01,involuntary,performance,true,false,hr,Product
TRM0344,EMP0344,JOB0344,2025-05-22,2025-05-22,2025-05-13,retirement,attendance,true,true,manager,Finance
TRM0345,EMP0345,JOB0345,2024-03-30,2024-03-30,2024-03-01,involuntary,retirement,true,true,employee,IT
TRM0346,EMP0346,JOB0346,2026-08-01,2026-08-01,2026-07-15,voluntary,performance,false,true,hr,Facilities
TRM0347,EMP0347,JOB0347,2020-11-21,2020-11-21,2020-11-10,retirement,retirement,false,false,system,Sales
TRM0348,EMP0348,JOB0348,2022-10-15,2022-10-15,2022-10-03,involuntary,voluntary_resignation,false,false,manager,HR
TRM0349,EMP0349,JOB0349,2015-05-15,2015-05-15,2015-05-05,involuntary,voluntary_resignation,true,true,employee,Operations
TRM0350,EMP0350,JOB0350,2021-02-13,2021-02-13,2021-02-11,retirement,mutual_agreement,true,false,manager,Product
TRM0351,EMP0351,JOB0351,2026-05-12,2026-05-12,2026-05-09,voluntary,retirement,false,true,manager,Marketing
TRM0352,EMP0352,JOB0352,2015-09-18,2015-09-18,2015-08-27,voluntary,relocation,true,true,employee,Sales
TRM0353,EMP0353,JOB0353,2023-03-18,2023-03-18,2023-02-25,voluntary,retirement,false,true,employee,Security
TRM0354,EMP0354,JOB0354,2023-01-28,2023-01-28,2023-01-24,contract_end,end_of_contract,false,true,manager,Operations
TRM0355,EMP0355,JOB0355,2026-01-26,2026-01-26,2026-01-12,contract_end,restructuring,false,false,hr,IT
TRM0356,EMP0356,JOB0356,2020-07-16,2020-07-16,2020-07-06,voluntary,performance,true,true,manager,HR
TRM0357,EMP0357,JOB0357,2025-09-02,2025-09-02,2025-08-09,voluntary,relocation,false,false,hr,Sales
TRM0358,EMP0358,JOB0358,2026-02-12,2026-02-12,2026-02-05,contract_end,performance,true,false,manager,IT
TRM0359,EMP0359,JOB0359,2025-09-11,2025-09-11,2025-08-20,retirement,retirement,true,true,system,Product
TRM0360,EMP0360,JOB0360,2020-03-13,2020-03-13,2020-02-28,contract_end,attendance,true,false,system,Sales
TRM0361,EMP0361,JOB0361,2026-06-11,2026-06-11,2026-05-31,voluntary,end_of_contract,true,true,system,Legal
TRM0362,EMP0362,JOB0362,2023-06-13,2023-06-13,2023-05-23,involuntary,restructuring,true,false,hr,Sales
TRM0363,EMP0363,JOB0363,2026-07-26,2026-07-26,2026-07-22,involuntary,better_opportunity,true,true,employee,Engineering
TRM0364,EMP0364,JOB0364,2026-04-16,2026-04-16,2026-03-23,voluntary,mutual_agreement,false,true,hr,Marketing
TRM0365,EMP0365,JOB0365,2024-11-20,2024-11-20,2024-10-27,voluntary,performance,false,true,employee,Product
TRM0366,EMP0366,JOB0366,2024-11-07,2024-11-07,2024-10-20,voluntary,relocation,false,true,employee,Sales
TRM0367,EMP0367,JOB0367,2022-10-04,2022-10-04,2022-09-08,involuntary,restructuring,true,true,hr,Finance
TRM0368,EMP0368,JOB0368,2023-12-11,2023-12-11,2023-11-11,voluntary,retirement,true,false,hr,IT
TRM0369,EMP0369,JOB0369,2019-07-27,2019-07-27,2019-07-05,contract_end,mutual_agreement,true,true,employee,Legal
TRM0370,EMP0370,JOB0370,2019-04-23,2019-04-23,2019-04-19,voluntary,attendance,true,true,employee,Finance
TRM0371,EMP0371,JOB0371,2025-06-01,2025-06-01,2025-05-19,contract_end,mutual_agreement,true,true,hr,Finance
TRM0372,EMP0372,JOB0372,2025-11-02,2025-11-02,2025-10-28,involuntary,mutual_agreement,true,true,employee,Legal
TRM0373,EMP0373,JOB0373,2020-01-24,2020-01-24,2019-12-26,contract_end,retirement,false,false,employee,Operations
TRM0374,EMP0374,JOB0374,2023-04-17,2023-04-17,2023-04-15,contract_end,restructuring,false,true,hr,Supply Chain
TRM0375,EMP0375,JOB0375,2018-08-27,2018-08-27,2018-08-24,retirement,mutual_agreement,true,true,manager,Legal
TRM0376,EMP0376,JOB0376,2020-11-23,2020-11-23,2020-11-03,voluntary,mutual_agreement,true,false,employee,Finance
TRM0377,EMP0377,JOB0377,2026-01-22,2026-01-22,2026-01-02,voluntary,end_of_contract,true,false,system,Supply Chain
TRM0378,EMP0378,JOB0378,2024-11-08,2024-11-08,2024-10-21,contract_end,attendance,true,false,manager,Operations
TRM0379,EMP0379,JOB0379,2018-11-24,2018-11-24,2018-11-16,voluntary,end_of_contract,true,false,system,Finance
TRM0380,EMP0380,JOB0380,2025-11-18,2025-11-18,2025-11-15,involuntary,better_opportunity,false,false,hr,Marketing
TRM0381,EMP0381,JOB0381,2025-04-07,2025-04-07,2025-03-08,retirement,voluntary_resignation,true,true,system,IT
TRM0382,EMP0382,JOB0382,2026-01-12,2026-01-12,2025-12-24,involuntary,attendance,true,true,manager,Product
TRM0383,EMP0383,JOB0383,2024-05-09,2024-05-09,2024-04-20,voluntary,restructuring,true,false,system,Legal
TRM0384,EMP0384,JOB0384,2026-05-06,2026-05-06,2026-04-27,voluntary,relocation,false,true,manager,Marketing
TRM0385,EMP0385,JOB0385,2026-04-11,2026-04-11,2026-03-30,involuntary,retirement,true,false,hr,Customer Success
TRM0386,EMP0386,JOB0386,2026-06-03,2026-06-03,2026-05-14,contract_end,attendance,false,false,system,IT
TRM0387,EMP0387,JOB0387,2024-06-07,2024-06-07,2024-05-09,involuntary,retirement,true,false,hr,Security
TRM0388,EMP0388,JOB0388,2024-12-04,2024-12-04,2024-11-16,voluntary,retirement,false,true,system,Data
TRM0389,EMP0389,JOB0389,2026-05-30,2026-05-30,2026-05-16,retirement,attendance,true,true,employee,Marketing
TRM0390,EMP0390,JOB0390,2023-12-05,2023-12-05,2023-11-09,retirement,attendance,false,false,employee,Sales
TRM0391,EMP0391,JOB0391,2025-03-23,2025-03-23,2025-03-18,voluntary,attendance,true,false,manager,Customer Success
TRM0392,EMP0392,JOB0392,2025-05-18,2025-05-18,2025-05-04,retirement,voluntary_resignation,true,false,hr,Product
TRM0393,EMP0393,JOB0393,2020-02-27,2020-02-27,2020-02-08,voluntary,retirement,false,false,employee,Engineering
TRM0394,EMP0394,JOB0394,2024-12-03,2024-12-03,2024-11-15,contract_end,restructuring,false,false,manager,Facilities
TRM0395,EMP0395,JOB0395,2019-10-31,2019-10-31,2019-10-11,involuntary,end_of_contract,true,false,hr,IT
TRM0396,EMP0396,JOB0396,2017-02-21,2017-02-21,2017-01-25,retirement,restructuring,true,false,manager,Engineering
TRM0397,EMP0397,JOB0397,2024-02-11,2024-02-11,2024-02-06,voluntary,end_of_contract,false,true,system,Marketing
TRM0398,EMP0398,JOB0398,2026-06-01,2026-06-01,2026-05-27,contract_end,retirement,true,true,system,Sales
TRM0399,EMP0399,JOB0399,2015-05-23,2015-05-23,2015-05-07,contract_end,voluntary_resignation,false,true,manager,Finance
TRM0400,EMP0400,JOB0400,2025-11-25,2025-11-25,2025-11-12,retirement,performance,true,false,manager,Facilities
TRM0401,EMP0401,JOB0401,2025-09-18,2025-09-18,2025-08-28,contract_end,voluntary_resignation,true,false,manager,HR
TRM0402,EMP0402,JOB0402,2024-08-22,2024-08-22,2024-08-18,contract_end,mutual_agreement,true,false,employee,Operations
TRM0403,EMP0403,JOB0403,2026-07-09,2026-07-09,2026-07-06,contract_end,relocation,true,false,system,Data
TRM0404,EMP0404,JOB0404,2018-10-26,2018-10-26,2018-09-27,contract_end,performance,false,false,system,Data
TRM0405,EMP0405,JOB0405,2026-07-30,2026-07-30,2026-07-21,voluntary,mutual_agreement,true,true,system,Supply Chain
TRM0406,EMP0406,JOB0406,2023-04-12,2023-04-12,2023-04-03,retirement,attendance,true,true,manager,Engineering
TRM0407,EMP0407,JOB0407,2023-03-12,2023-03-12,2023-02-13,contract_end,better_opportunity,false,false,hr,Security
TRM0408,EMP0408,JOB0408,2026-07-19,2026-07-19,2026-07-19,retirement,mutual_agreement,false,true,system,Supply Chain
TRM0409,EMP0409,JOB0409,2023-04-16,2023-04-16,2023-04-08,retirement,performance,true,false,hr,Customer Success
TRM0410,EMP0410,JOB0410,2024-12-28,2024-12-28,2024-12-08,involuntary,voluntary_resignation,true,false,manager,Legal
TRM0411,EMP0411,JOB0411,2025-10-31,2025-10-31,2025-10-17,retirement,voluntary_resignation,true,true,system,Operations
TRM0412,EMP0412,JOB0412,2025-03-30,2025-03-30,2025-03-13,retirement,retirement,true,false,manager,Data
TRM0413,EMP0413,JOB0413,2021-06-07,2021-06-07,2021-05-08,contract_end,mutual_agreement,true,false,employee,Operations
TRM0414,EMP0414,JOB0414,2021-11-05,2021-11-05,2021-10-25,retirement,performance,true,true,system,Finance
TRM0415,EMP0415,JOB0415,2025-08-09,2025-08-09,2025-07-19,retirement,end_of_contract,false,true,manager,Supply Chain
TRM0416,EMP0416,JOB0416,2025-04-30,2025-04-30,2025-04-28,voluntary,end_of_contract,true,true,system,Engineering
TRM0417,EMP0417,JOB0417,2018-12-03,2018-12-03,2018-11-23,retirement,restructuring,true,false,hr,Sales
TRM0418,EMP0418,JOB0418,2022-03-29,2022-03-29,2022-03-12,retirement,better_opportunity,true,true,hr,Finance
TRM0419,EMP0419,JOB0419,2020-12-05,2020-12-05,2020-11-10,retirement,end_of_contract,true,true,manager,Product
TRM0420,EMP0420,JOB0420,2026-02-04,2026-02-04,2026-01-15,contract_end,restructuring,true,false,manager,Marketing
TRM0421,EMP0421,JOB0421,2020-09-14,2020-09-14,2020-08-20,retirement,mutual_agreement,true,false,manager,Sales
TRM0422,EMP0422,JOB0422,2019-11-22,2019-11-22,2019-11-12,voluntary,performance,true,true,hr,Data
TRM0423,EMP0423,JOB0423,2026-08-26,2026-08-26,2026-08-05,involuntary,better_opportunity,true,true,employee,Engineering
TRM0424,EMP0424,JOB0424,2026-06-18,2026-06-18,2026-05-19,contract_end,attendance,false,false,hr,HR
TRM0425,EMP0425,JOB0425,2026-07-29,2026-07-29,2026-07-29,retirement,attendance,true,true,system,IT
TRM0426,EMP0426,JOB0426,2026-04-03,2026-04-03,2026-03-13,voluntary,restructuring,true,false,employee,Product
TRM0427,EMP0427,JOB0427,2017-05-26,2017-05-26,2017-04-26,involuntary,better_opportunity,true,false,system,Sales
TRM0428,EMP0428,JOB0428,2024-05-26,2024-05-26,2024-05-01,contract_end,attendance,false,true,hr,Engineering
TRM0429,EMP0429,JOB0429,2023-12-05,2023-12-05,2023-11-22,retirement,attendance,false,false,system,Operations
TRM0430,EMP0430,JOB0430,2021-06-30,2021-06-30,2021-06-10,voluntary,voluntary_resignation,false,false,manager,IT
TRM0431,EMP0431,JOB0431,2024-08-28,2024-08-28,2024-08-24,voluntary,voluntary_resignation,true,false,hr,Marketing
TRM0432,EMP0432,JOB0432,2026-01-27,2026-01-27,2026-01-14,voluntary,voluntary_resignation,true,false,hr,Data
TRM0433,EMP0433,JOB0433,2023-10-08,2023-10-08,2023-10-04,involuntary,performance,true,false,hr,Customer Success
TRM0434,EMP0434,JOB0434,2017-11-17,2017-11-17,2017-11-03,contract_end,end_of_contract,true,true,manager,Finance
TRM0435,EMP0435,JOB0435,2026-02-19,2026-02-19,2026-01-20,involuntary,restructuring,false,true,manager,Finance
TRM0436,EMP0436,JOB0436,2025-01-20,2025-01-20,2024-12-22,involuntary,better_opportunity,false,false,hr,Supply Chain
TRM0437,EMP0437,JOB0437,2023-11-11,2023-11-11,2023-11-02,contract_end,mutual_agreement,true,false,employee,Data
TRM0438,EMP0438,JOB0438,2024-07-09,2024-07-09,2024-07-05,voluntary,voluntary_resignation,false,true,manager,HR
TRM0439,EMP0439,JOB0439,2022-12-26,2022-12-26,2022-12-17,voluntary,better_opportunity,false,true,system,Customer Success
TRM0440,EMP0440,JOB0440,2024-12-01,2024-12-01,2024-11-10,retirement,attendance,true,false,employee,Facilities
TRM0441,EMP0441,JOB0441,2026-05-21,2026-05-21,2026-04-28,involuntary,retirement,false,true,hr,Facilities
TRM0442,EMP0442,JOB0442,2017-07-29,2017-07-29,2017-07-15,involuntary,better_opportunity,true,true,employee,Supply Chain
TRM0443,EMP0443,JOB0443,2025-03-10,2025-03-10,2025-02-26,retirement,retirement,false,true,system,Security
TRM0444,EMP0444,JOB0444,2020-12-21,2020-12-21,2020-11-25,involuntary,better_opportunity,false,true,employee,Finance
TRM0445,EMP0445,JOB0445,2023-11-18,2023-11-18,2023-11-01,involuntary,voluntary_resignation,true,true,manager,Security
TRM0446,EMP0446,JOB0446,2021-09-28,2021-09-28,2021-09-17,contract_end,voluntary_resignation,true,true,employee,Data
TRM0447,EMP0447,JOB0447,2025-07-15,2025-07-15,2025-06-16,involuntary,voluntary_resignation,true,true,hr,Marketing
TRM0448,EMP0448,JOB0448,2021-11-08,2021-11-08,2021-11-05,voluntary,voluntary_resignation,false,true,employee,Product
TRM0449,EMP0449,JOB0449,2025-06-24,2025-06-24,2025-06-07,retirement,retirement,true,true,system,Engineering
TRM0450,EMP0450,JOB0450,2024-07-08,2024-07-08,2024-06-24,retirement,performance,true,true,system,Facilities
TRM0451,EMP0451,JOB0451,2019-08-26,2019-08-26,2019-08-01,contract_end,voluntary_resignation,true,true,employee,Marketing
TRM0452,EMP0452,JOB0452,2019-05-21,2019-05-21,2019-05-15,contract_end,attendance,false,false,employee,Legal
TRM0453,EMP0453,JOB0453,2024-10-09,2024-10-09,2024-09-28,voluntary,voluntary_resignation,true,true,hr,Operations
TRM0454,EMP0454,JOB0454,2022-09-24,2022-09-24,2022-08-31,involuntary,end_of_contract,true,false,hr,Operations
TRM0455,EMP0455,JOB0455,2026-07-29,2026-07-29,2026-07-05,retirement,retirement,false,false,manager,IT
TRM0456,EMP0456,JOB0456,2022-01-07,2022-01-07,2022-01-07,voluntary,restructuring,true,false,employee,Customer Success
TRM0457,EMP0457,JOB0457,2024-10-06,2024-10-06,2024-09-20,voluntary,relocation,false,true,employee,Customer Success
TRM0458,EMP0458,JOB0458,2019-03-25,2019-03-25,2019-02-26,involuntary,relocation,true,false,hr,Sales
TRM0459,EMP0459,JOB0459,2025-02-13,2025-02-13,2025-01-17,retirement,restructuring,false,false,manager,Engineering
TRM0460,EMP0460,JOB0460,2024-08-10,2024-08-10,2024-07-21,involuntary,performance,true,true,employee,Security
