job_id,job_code,job_title,job_family,department,grade_id,grade_code,employment_type,flsa_status,location_city,location_region,location_country,is_people_manager,headcount_budgeted
JOB0220,FIN-05-0220,Financial Analyst,Finance & Accounting,Engineering,GRD0380,G05,part_time,non_exempt,Atlanta,GA,US,false,4
JOB0221,CUS-07-0221,CS Manager,Customer Support,Finance,GRD0541,G07,part_time,exempt,New York,NY,US,true,2
JOB0222,FIN-01-0222,Controller,Finance & Accounting,Facilities,GRD0062,G01,part_time,non_exempt,Hyderabad,TS,IN,false,1
JOB0223,PRO-07-0223,Associate PM,Product Management,Sales,GRD0543,G07,part_time,non_exempt,Denver,CO,US,false,5
JOB0224,DAT-05-0224,Data Analyst,Data Science,Customer Success,GRD0384,G05,intern,non_exempt,Atlanta,GA,US,false,1
JOB0225,PEO-03-0225,People Manager,People Operations,Supply Chain,GRD0225,G03,full_time,non_exempt,Denver,CO,US,true,1
JOB0226,FIN-03-0226,Controller,Finance & Accounting,Engineering,GRD0226,G03,part_time,exempt,Hyderabad,TS,IN,false,1
JOB0227,LEG-05-0227,Paralegal,Legal,Sales,GRD0387,G05,part_time,exempt,Dallas,TX,US,false,4
JOB0228,LEG-02-0228,Compliance Analyst,Legal,Legal,GRD0148,G02,contract,exempt,Austin,TX,US,false,5
JOB0229,CUS-04-0229,Support Agent,Customer Support,Operations,GRD0309,G04,contract,non_exempt,Chicago,IL,US,false,3
JOB0230,SOF-02-0230,Senior Software Engineer,Software Engineering,HR,GRD0150,G02,part_time,non_exempt,San Francisco,CA,US,false,2
JOB0231,FIN-07-0231,Financial Analyst,Finance & Accounting,Engineering,GRD0551,G07,contract,non_exempt,Hyderabad,TS,IN,false,4
JOB0232,CUS-01-0232,Support Specialist,Customer Support,IT,GRD0072,G01,intern,non_exempt,Austin,TX,US,false,2
JOB0233,LEG-10-0233,Paralegal,Legal,Customer Success,GRD0793,G10,intern,exempt,Atlanta,GA,US,true,1
JOB0234,MAR-02-0234,Marketing Director,Marketing,Operations,GRD0154,G02,part_time,exempt,Seattle,WA,US,true,1
JOB0235,DAT-03-0235,Data Analyst,Data Science,Engineering,GRD0235,G03,intern,non_exempt,San Francisco,CA,US,false,5
JOB0236,CUS-12-0236,CS Manager,Customer Support,Customer Success,GRD0956,G12,contract,exempt,San Francisco,CA,US,true,1
JOB0237,IT -02-0237,IT Manager,IT Operations,Marketing,GRD0157,G02,part_time,exempt,San Francisco,CA,US,true,4
JOB0238,FIN-10-0238,Controller,Finance & Accounting,Customer Success,GRD0798,G10,contract,non_exempt,Bengaluru,KA,IN,true,5
JOB0239,FIN-06-0239,Accountant,Finance & Accounting,Customer Success,GRD0479,G06,contract,exempt,Hyderabad,TS,IN,false,3
JOB0240,DAT-03-0240,ML Engineer,Data Science,Engineering,GRD0240,G03,contract,exempt,Denver,CO,US,false,4
JOB0241,SOF-11-0241,Senior Software Engineer,Software Engineering,IT,GRD0801,G11,intern,non_exempt,Chicago,IL,US,false,2
JOB0242,PRO-03-0242,Group PM,Product Management,Facilities,GRD0162,G03,full_time,exempt,San Francisco,CA,US,false,4
JOB0243,SAL-11-0243,Enterprise AE,Sales,IT,GRD0803,G11,full_time,non_exempt,Denver,CO,US,true,2
JOB0244,IT -02-0244,Systems Admin,IT Operations,Data,GRD0084,G02,part_time,non_exempt,Hyderabad,TS,IN,false,5
JOB0245,PRO-11-0245,Product Manager,Product Management,Facilities,GRD0805,G11,contract,non_exempt,London,ENG,UK,true,5
JOB0246,IT -12-0246,Systems Admin,IT Operations,Security,GRD0886,G12,full_time,exempt,Atlanta,GA,US,false,3
JOB0247,SAL-11-0247,Account Executive,Sales,Security,GRD0807,G11,contract,exempt,Atlanta,GA,US,true,3
JOB0248,CUS-09-0248,Support Specialist,Customer Support,Facilities,GRD0648,G09,full_time,exempt,New York,NY,US,false,5
JOB0249,SOF-05-0249,Senior Software Engineer,Software Engineering,Data,GRD0329,G05,full_time,exempt,Dallas,TX,US,false,5
JOB0250,SAL-02-0250,Sales Manager,Sales,Operations,GRD0090,G02,part_time,exempt,Toronto,ON,CA,true,2
JOB0251,FIN-10-0251,Controller,Finance & Accounting,Data,GRD0731,G10,contract,non_exempt,Austin,TX,US,false,1
JOB0252,SOF-01-0252,Software Engineer,Software Engineering,Security,GRD0012,G01,contract,non_exempt,New York,NY,US,false,3
JOB0253,DAT-08-0253,Data Scientist,Data Science,Supply Chain,GRD0573,G08,contract,exempt,Bengaluru,KA,IN,true,3
JOB0254,SAL-02-0254,Enterprise AE,Sales,Customer Success,GRD0094,G02,intern,exempt,Hyderabad,TS,IN,false,4
JOB0255,IT -07-0255,IT Manager,IT Operations,Facilities,GRD0495,G07,part_time,exempt,Atlanta,GA,US,true,3
JOB0256,MAR-03-0256,Content Manager,Marketing,Marketing,GRD0176,G03,intern,exempt,Toronto,ON,CA,true,2
JOB0257,DAT-08-0257,Data Scientist,Data Science,Operations,GRD0577,G08,contract,non_exempt,San Francisco,CA,US,false,3
JOB0258,PEO-03-0258,Recruiter,People Operations,Operations,GRD0178,G03,intern,exempt,San Francisco,CA,US,false,5
JOB0259,PRO-03-0259,Group PM,Product Management,Customer Success,GRD0179,G03,part_time,exempt,Atlanta,GA,US,false,2
JOB0260,FIN-05-0260,Accountant,Finance & Accounting,Finance,GRD0340,G05,full_time,non_exempt,Seattle,WA,US,false,3
JOB0261,PEO-06-0261,Recruiter,People Operations,Supply Chain,GRD0421,G06,full_time,non_exempt,Denver,CO,US,false,3
JOB0262,PRO-12-0262,Product Manager,Product Management,Marketing,GRD0902,G12,full_time,non_exempt,New York,NY,US,true,4
JOB0263,PEO-04-0263,People Manager,People Operations,Data,GRD0263,G04,intern,exempt,Dallas,TX,US,true,5
JOB0264,PRO-04-0264,Senior PM,Product Management,Facilities,GRD0264,G04,intern,non_exempt,Hyderabad,TS,IN,false,3
JOB0265,PRO-03-0265,Associate PM,Product Management,Legal,GRD0185,G03,part_time,exempt,Toronto,ON,CA,false,4
JOB0266,LEG-08-0266,Paralegal,Legal,Customer Success,GRD0586,G08,intern,exempt,Hyderabad,TS,IN,false,2
JOB0267,CUS-11-0267,Support Agent,Customer Support,Product,GRD0827,G11,intern,exempt,Bengaluru,KA,IN,true,3
JOB0268,LEG-10-0268,Paralegal,Legal,IT,GRD0748,G10,contract,non_exempt,New York,NY,US,false,1
JOB0269,PRO-03-0269,Senior PM,Product Management,Customer Success,GRD0189,G03,full_time,exempt,Seattle,WA,US,false,5
JOB0270,SOF-04-0270,Senior Software Engineer,Software Engineering,Product,GRD0270,G04,contract,non_exempt,Chicago,IL,US,false,1
JOB0271,MAR-03-0271,Marketing Director,Marketing,Engineering,GRD0191,G03,contract,non_exempt,Seattle,WA,US,true,2
JOB0272,FIN-12-0272,Financial Analyst,Finance & Accounting,Product,GRD0912,G12,part_time,exempt,Denver,CO,US,false,1
JOB0273,CUS-01-0273,Support Specialist,Customer Support,Sales,GRD0033,G01,contract,exempt,Chicago,IL,US,false,3
JOB0274,PEO-11-0274,People Manager,People Operations,HR,GRD0834,G11,part_time,non_exempt,London,ENG,UK,true,4
JOB0275,DAT-11-0275,Analytics Manager,Data Science,Legal,GRD0835,G11,intern,non_exempt,Denver,CO,US,true,2
JOB0276,PEO-04-0276,People Manager,People Operations,Engineering,GRD0276,G04,part_time,non_exempt,Hyderabad,TS,IN,true,5
JOB0277,SAL-02-0277,SDR,Sales,Finance,GRD0117,G02,intern,exempt,Hyderabad,TS,IN,false,1
JOB0278,MAR-11-0278,Marketing Director,Marketing,Facilities,GRD0838,G11,part_time,non_exempt,New York,NY,US,true,2
JOB0279,MAR-12-0279,Marketing Director,Marketing,Security,GRD0919,G12,part_time,exempt,Hyderabad,TS,IN,true,4
JOB0280,SOF-01-0280,Staff Engineer,Software Engineering,Operations,GRD0040,G01,contract,exempt,Denver,CO,US,false,3
JOB0281,DAT-01-0281,Data Scientist,Data Science,Product,GRD0041,G01,contract,exempt,Hyderabad,TS,IN,false,3
JOB0282,MAR-02-0282,Content Manager,Marketing,Security,GRD0122,G02,full_time,non_exempt,Dallas,TX,US,true,1
JOB0283,FIN-10-0283,Financial Analyst,Finance & Accounting,IT,GRD0763,G10,intern,exempt,Denver,CO,US,false,4
JOB0284,MAR-08-0284,Marketing Director,Marketing,Product,GRD0604,G08,intern,exempt,Denver,CO,US,true,4
JOB0285,SAL-08-0285,Enterprise AE,Sales,Security,GRD0605,G08,intern,non_exempt,Hyderabad,TS,IN,true,5
JOB0286,MAR-10-0286,Marketing Specialist,Marketing,IT,GRD0766,G10,intern,non_exempt,Austin,TX,US,true,2
JOB0287,PRO-07-0287,Group PM,Product Management,Marketing,GRD0527,G07,contract,exempt,Bengaluru,KA,IN,false,5
JOB0288,IT -07-0288,Systems Admin,IT Operations,Marketing,GRD0528,G07,part_time,exempt,New York,NY,US,false,5
JOB0289,SOF-02-0289,Engineering Manager,Software Engineering,Legal,GRD0129,G02,intern,non_exempt,Austin,TX,US,true,5
JOB0290,CUS-02-0290,Support Agent,Customer Support,HR,GRD0130,G02,contract,exempt,Dallas,TX,US,false,4
JOB0291,FIN-08-0291,Financial Analyst,Finance & Accounting,Engineering,GRD0611,G08,full_time,exempt,Dallas,TX,US,true,1
JOB0292,DAT-10-0292,Data Scientist,Data Science,Product,GRD0772,G10,part_time,non_exempt,London,ENG,UK,true,4
JOB0293,CUS-10-0293,CS Manager,Customer Support,Finance,GRD0773,G10,full_time,exempt,Chicago,IL,US,true,5
JOB0294,PEO-10-0294,HRBP,People Operations,Facilities,GRD0774,G10,full_time,exempt,Austin,TX,US,false,5
JOB0295,SAL-11-0295,Enterprise AE,Sales,Marketing,GRD0855,G11,part_time,non_exempt,Atlanta,GA,US,false,4
JOB0296,LEG-05-0296,Compliance Analyst,Legal,Marketing,GRD0376,G05,full_time,exempt,London,ENG,UK,false,5
JOB0297,CUS-04-0297,CS Manager,Customer Support,Product,GRD0297,G04,contract,non_exempt,San Francisco,CA,US,true,3
JOB0298,FIN-07-0298,Financial Analyst,Finance & Accounting,Marketing,GRD0538,G07,part_time,non_exempt,London,ENG,UK,false,4
JOB0299,MAR-03-0299,Content Manager,Marketing,IT,GRD0219,G03,part_time,exempt,London,ENG,UK,true,1
JOB0300,MAR-06-0300,Content Manager,Marketing,Security,GRD0460,G06,part_time,non_exempt,Seattle,WA,US,true,4
JOB0301,PRO-05-0301,Associate PM,Product Management,Supply Chain,GRD0381,G05,full_time,exempt,Hyderabad,TS,IN,false,4
JOB0302,IT -01-0302,IT Manager,IT Operations,HR,GRD0062,G01,intern,non_exempt,Chicago,IL,US,true,2
JOB0303,FIN-07-0303,Controller,Finance & Accounting,Legal,GRD0543,G07,intern,non_exempt,Hyderabad,TS,IN,false,2
JOB0304,PEO-09-0304,Recruiter,People Operations,Customer Success,GRD0704,G09,intern,exempt,San Francisco,CA,US,true,2
JOB0305,DAT-06-0305,Data Scientist,Data Science,Supply Chain,GRD0465,G06,intern,non_exempt,Seattle,WA,US,false,3
JOB0306,MAR-03-0306,Demand Gen Manager,Marketing,IT,GRD0226,G03,part_time,exempt,London,ENG,UK,true,1
JOB0307,PRO-08-0307,Product Manager,Product Management,Facilities,GRD0627,G08,full_time,exempt,San Francisco,CA,US,true,2
JOB0308,IT -06-0308,Systems Admin,IT Operations,Marketing,GRD0468,G06,full_time,non_exempt,Seattle,WA,US,false,2
JOB0309,PEO-07-0309,HR Generalist,People Operations,HR,GRD0549,G07,intern,exempt,Chicago,IL,US,false,4
JOB0310,PEO-02-0310,HR Generalist,People Operations,HR,GRD0150,G02,contract,exempt,Chicago,IL,US,false,1
JOB0311,LEG-08-0311,Legal Counsel,Legal,HR,GRD0631,G08,full_time,exempt,Toronto,ON,CA,false,2
JOB0312,SOF-10-0312,Staff Engineer,Software Engineering,Facilities,GRD0792,G10,full_time,exempt,Austin,TX,US,true,5
JOB0313,CUS-07-0313,Support Lead,Customer Support,Customer Success,GRD0553,G07,intern,non_exempt,New York,NY,US,false,3
JOB0314,PEO-04-0314,Recruiter,People Operations,Security,GRD0314,G04,contract,non_exempt,Dallas,TX,US,false,2
JOB0315,MAR-01-0315,Demand Gen Manager,Marketing,Finance,GRD0075,G01,full_time,exempt,London,ENG,UK,true,3
JOB0316,MAR-11-0316,Demand Gen Manager,Marketing,HR,GRD0876,G11,intern,non_exempt,Seattle,WA,US,true,4
JOB0317,CUS-02-0317,CS Manager,Customer Support,Legal,GRD0157,G02,part_time,exempt,Toronto,ON,CA,true,2
JOB0318,PRO-03-0318,Product Manager,Product Management,Operations,GRD0238,G03,contract,exempt,Chicago,IL,US,true,3
JOB0319,CUS-01-0319,Support Specialist,Customer Support,Facilities,GRD0079,G01,part_time,exempt,Hyderabad,TS,IN,false,2
JOB0320,CUS-02-0320,Support Agent,Customer Support,Engineering,GRD0160,G02,full_time,non_exempt,Atlanta,GA,US,false,4
JOB0321,IT -07-0321,IT Support,IT Operations,Facilities,GRD0481,G07,part_time,exempt,Chicago,IL,US,false,5
JOB0322,PEO-06-0322,Recruiter,People Operations,IT,GRD0402,G06,intern,non_exempt,Seattle,WA,US,false,4
JOB0323,SOF-06-0323,Software Engineer,Software Engineering,Legal,GRD0403,G06,intern,exempt,Austin,TX,US,false,2
JOB0324,FIN-01-0324,Accountant,Finance & Accounting,Facilities,GRD0004,G01,full_time,non_exempt,Dallas,TX,US,false,4
JOB0325,CUS-02-0325,CS Manager,Customer Support,HR,GRD0085,G02,contract,exempt,Bengaluru,KA,IN,true,4
JOB0326,MAR-10-0326,Marketing Director,Marketing,Operations,GRD0726,G10,intern,exempt,Dallas,TX,US,true,4
JOB0327,DAT-11-0327,Analytics Manager,Data Science,Operations,GRD0807,G11,intern,exempt,Dallas,TX,US,true,1
JOB0328,LEG-05-0328,Privacy Counsel,Legal,Legal,GRD0328,G05,intern,non_exempt,Austin,TX,US,false,1
JOB0329,CUS-06-0329,Support Lead,Customer Support,Operations,GRD0409,G06,intern,exempt,Bengaluru,KA,IN,false,3
JOB0330,LEG-06-0330,Legal Counsel,Legal,Customer Success,GRD0410,G06,part_time,non_exempt,Seattle,WA,US,false,5
JOB0331,SOF-08-0331,Engineering Manager,Software Engineering,IT,GRD0571,G08,part_time,non_exempt,London,ENG,UK,true,3
JOB0332,IT -12-0332,IT Support,IT Operations,IT,GRD0892,G12,full_time,exempt,Seattle,WA,US,false,1
JOB0333,SAL-11-0333,SDR,Sales,Supply Chain,GRD0813,G11,contract,exempt,New York,NY,US,true,2
JOB0334,IT -10-0334,Cloud Engineer,IT Operations,Data,GRD0734,G10,full_time,exempt,Bengaluru,KA,IN,false,4
JOB0335,FIN-08-0335,Financial Analyst,Finance & Accounting,Facilities,GRD0575,G08,contract,non_exempt,New York,NY,US,false,3
JOB0336,CUS-02-0336,Support Agent,Customer Support,Facilities,GRD0096,G02,full_time,non_exempt,New York,NY,US,false,5
JOB0337,DAT-06-0337,ML Engineer,Data Science,Data,GRD0417,G06,intern,exempt,Dallas,TX,US,false,3
JOB0338,IT -10-0338,IT Support,IT Operations,Facilities,GRD0738,G10,intern,exempt,Dallas,TX,US,false,1
JOB0339,SAL-05-0339,Account Executive,Sales,Engineering,GRD0339,G05,full_time,non_exempt,Chicago,IL,US,false,1
JOB0340,PRO-11-0340,Group PM,Product Management,Facilities,GRD0820,G11,contract,exempt,London,ENG,UK,true,3
JOB0341,PEO-11-0341,Recruiter,People Operations,Operations,GRD0821,G11,contract,non_exempt,Bengaluru,KA,IN,true,2
JOB0342,PRO-03-0342,Senior PM,Product Management,Security,GRD0182,G03,full_time,exempt,Chicago,IL,US,false,2
JOB0343,MAR-05-0343,Marketing Specialist,Marketing,Product,GRD0343,G05,contract,non_exempt,San Francisco,CA,US,false,5
JOB0344,PRO-02-0344,Group PM,Product Management,Finance,GRD0104,G02,intern,exempt,Dallas,TX,US,false,2
JOB0345,SAL-01-0345,SDR,Sales,IT,GRD0025,G01,intern,exempt,Dallas,TX,US,false,2
JOB0346,SAL-11-0346,Sales Manager,Sales,Facilities,GRD0826,G11,intern,non_exempt,Austin,TX,US,true,1
JOB0347,SOF-06-0347,Engineering Manager,Software Engineering,Sales,GRD0427,G06,intern,non_exempt,Chicago,IL,US,true,4
JOB0348,IT -12-0348,Cloud Engineer,IT Operations,HR,GRD0908,G12,full_time,non_exempt,New York,NY,US,false,3
JOB0349,DAT-07-0349,Data Scientist,Data Science,Operations,GRD0509,G07,contract,exempt,San Francisco,CA,US,false,4
JOB0350,MAR-10-0350,Marketing Director,Marketing,Product,GRD0750,G10,intern,exempt,Dallas,TX,US,true,5
JOB0351,CUS-05-0351,Support Specialist,Customer Support,Marketing,GRD0351,G05,intern,exempt,Atlanta,GA,US,false,2
JOB0352,IT -09-0352,Systems Admin,IT Operations,Sales,GRD0672,G09,full_time,non_exempt,Denver,CO,US,true,3
JOB0353,PEO-09-0353,HR Generalist,People Operations,Security,GRD0673,G09,full_time,non_exempt,Hyderabad,TS,IN,true,3
JOB0354,PEO-05-0354,Recruiter,People Operations,Operations,GRD0354,G05,intern,non_exempt,San Francisco,CA,US,false,5
JOB0355,CUS-03-0355,Support Lead,Customer Support,IT,GRD0195,G03,full_time,non_exempt,Seattle,WA,US,false,1
JOB0356,MAR-06-0356,Marketing Director,Marketing,HR,GRD0436,G06,full_time,non_exempt,Chicago,IL,US,true,4
JOB0357,SAL-02-0357,SDR,Sales,Sales,GRD0117,G02,contract,non_exempt,Hyderabad,TS,IN,false,2
JOB0358,PEO-10-0358,HRBP,People Operations,IT,GRD0758,G10,intern,non_exempt,Hyderabad,TS,IN,false,1
JOB0359,SAL-05-0359,SDR,Sales,Product,GRD0359,G05,intern,non_exempt,London,ENG,UK,false,3
JOB0360,LEG-11-0360,Privacy Counsel,Legal,Sales,GRD0840,G11,intern,non_exempt,New York,NY,US,false,3
JOB0361,CUS-01-0361,Support Specialist,Customer Support,Legal,GRD0041,G01,part_time,exempt,Atlanta,GA,US,false,2
JOB0362,SOF-05-0362,Staff Engineer,Software Engineering,Sales,GRD0362,G05,part_time,non_exempt,Dallas,TX,US,false,3
JOB0363,CUS-09-0363,Support Specialist,Customer Support,Engineering,GRD0683,G09,full_time,exempt,Dallas,TX,US,true,1
JOB0364,PEO-09-0364,Recruiter,People Operations,Marketing,GRD0684,G09,contract,exempt,Toronto,ON,CA,false,3
JOB0365,PEO-02-0365,Recruiter,People Operations,Product,GRD0125,G02,intern,non_exempt,Austin,TX,US,false,1
JOB0366,PEO-06-0366,HRBP,People Operations,Sales,GRD0446,G06,contract,exempt,Atlanta,GA,US,false,4
JOB0367,PRO-08-0367,Product Manager,Product Management,Finance,GRD0607,G08,part_time,non_exempt,Toronto,ON,CA,true,5
JOB0368,DAT-05-0368,Data Scientist,Data Science,IT,GRD0368,G05,contract,exempt,San Francisco,CA,US,false,1
JOB0369,IT -07-0369,Cloud Engineer,IT Operations,Legal,GRD0529,G07,contract,exempt,Chicago,IL,US,false,1
JOB0370,CUS-11-0370,Support Specialist,Customer Support,Finance,GRD0850,G11,contract,non_exempt,Toronto,ON,CA,false,2
JOB0371,MAR-12-0371,Content Manager,Marketing,Finance,GRD0931,G12,intern,non_exempt,Hyderabad,TS,IN,true,4
JOB0372,DAT-10-0372,Data Analyst,Data Science,Legal,GRD0772,G10,intern,non_exempt,Austin,TX,US,false,4
JOB0373,IT -08-0373,Systems Admin,IT Operations,Operations,GRD0613,G08,part_time,non_exempt,Austin,TX,US,false,1
JOB0374,MAR-11-0374,Demand Gen Manager,Marketing,Supply Chain,GRD0854,G11,part_time,non_exempt,Toronto,ON,CA,true,5
JOB0375,SAL-09-0375,Enterprise AE,Sales,Legal,GRD0695,G09,part_time,exempt,Atlanta,GA,US,true,4
JOB0376,FIN-02-0376,Accountant,Finance & Accounting,Finance,GRD0136,G02,part_time,exempt,Seattle,WA,US,false,2
JOB0377,PEO-02-0377,HRBP,People Operations,Supply Chain,GRD0137,G02,part_time,exempt,San Francisco,CA,US,false,3
JOB0378,MAR-05-0378,Marketing Director,Marketing,Operations,GRD0378,G05,contract,non_exempt,Hyderabad,TS,IN,true,3
JOB0379,SOF-06-0379,Senior Software Engineer,Software Engineering,Finance,GRD0459,G06,part_time,non_exempt,Chicago,IL,US,false,3
JOB0380,FIN-12-0380,Accountant,Finance & Accounting,Marketing,GRD0940,G12,contract,exempt,Hyderabad,TS,IN,true,3
JOB0381,PRO-06-0381,Product Manager,Product Management,IT,GRD0461,G06,contract,non_exempt,Dallas,TX,US,true,1
JOB0382,IT -07-0382,Systems Admin,IT Operations,Product,GRD0542,G07,intern,non_exempt,Seattle,WA,US,false,3
JOB0383,FIN-06-0383,Accountant,Finance & Accounting,Legal,GRD0463,G06,contract,exempt,Denver,CO,US,false,4
JOB0384,CUS-03-0384,CS Manager,Customer Support,Marketing,GRD0224,G03,full_time,exempt,Chicago,IL,US,true,2
JOB0385,SAL-04-0385,SDR,Sales,Customer Success,GRD0305,G04,part_time,exempt,Toronto,ON,CA,false,5
JOB0386,CUS-08-0386,CS Manager,Customer Support,IT,GRD0626,G08,full_time,exempt,San Francisco,CA,US,true,2
JOB0387,PEO-04-0387,People Manager,People Operations,Security,GRD0307,G04,contract,exempt,Austin,TX,US,true,1
JOB0388,MAR-02-0388,Demand Gen Manager,Marketing,Data,GRD0148,G02,part_time,exempt,Atlanta,GA,US,true,5
JOB0389,LEG-07-0389,Paralegal,Legal,Marketing,GRD0549,G07,part_time,non_exempt,New York,NY,US,false,4
JOB0390,DAT-06-0390,Analytics Manager,Data Science,Sales,GRD0470,G06,contract,exempt,Denver,CO,US,true,4
JOB0391,CUS-04-0391,Support Lead,Customer Support,Customer Success,GRD0311,G04,full_time,non_exempt,London,ENG,UK,false,2
JOB0392,LEG-06-0392,Legal Counsel,Legal,Product,GRD0472,G06,part_time,non_exempt,New York,NY,US,false,3
JOB0393,DAT-02-0393,Analytics Manager,Data Science,Engineering,GRD0153,G02,contract,non_exempt,London,ENG,UK,true,4
JOB0394,CUS-06-0394,CS Manager,Customer Support,Facilities,GRD0474,G06,full_time,exempt,Seattle,WA,US,true,4
JOB0395,PRO-04-0395,Associate PM,Product Management,IT,GRD0315,G04,intern,exempt,San Francisco,CA,US,false,1
JOB0396,DAT-10-0396,Data Analyst,Data Science,Engineering,GRD0796,G10,intern,non_exempt,New York,NY,US,true,3
JOB0397,MAR-07-0397,Marketing Specialist,Marketing,Marketing,GRD0557,G07,full_time,non_exempt,Bengaluru,KA,IN,false,2
JOB0398,CUS-12-0398,Support Lead,Customer Support,Sales,GRD0958,G12,part_time,exempt,Chicago,IL,US,true,5
JOB0399,MAR-08-0399,Content Manager,Marketing,Finance,GRD0639,G08,full_time,non_exempt,Denver,CO,US,true,4
JOB0400,SOF-08-0400,Software Engineer,Software Engineering,Facilities,GRD0640,G08,full_time,non_exempt,Bengaluru,KA,IN,true,4
JOB0401,CUS-03-0401,Support Lead,Customer Support,HR,GRD0161,G03,part_time,non_exempt,London,ENG,UK,false,3
JOB0402,MAR-04-0402,Marketing Specialist,Marketing,Operations,GRD0242,G04,contract,exempt,Dallas,TX,US,false,5
JOB0403,IT -09-0403,Systems Admin,IT Operations,Data,GRD0643,G09,full_time,exempt,Chicago,IL,US,false,3
JOB0404,SAL-01-0404,SDR,Sales,Data,GRD0004,G01,full_time,exempt,Denver,CO,US,false,4
JOB0405,CUS-07-0405,Support Lead,Customer Support,Supply Chain,GRD0485,G07,part_time,exempt,Seattle,WA,US,false,5
JOB0406,LEG-08-0406,Privacy Counsel,Legal,Engineering,GRD0566,G08,contract,exempt,New York,NY,US,true,1
JOB0407,SAL-02-0407,Sales Manager,Sales,Security,GRD0087,G02,contract,exempt,Dallas,TX,US,true,1
JOB0408,MAR-08-0408,Marketing Specialist,Marketing,Supply Chain,GRD0568,G08,intern,exempt,Bengaluru,KA,IN,false,4
JOB0409,PEO-07-0409,HR Generalist,People Operations,Customer Success,GRD0489,G07,contract,non_exempt,Chicago,IL,US,false,2
JOB0410,PEO-06-0410,HRBP,People Operations,Legal,GRD0410,G06,full_time,non_exempt,Seattle,WA,US,false,1
JOB0411,FIN-07-0411,Accountant,Finance & Accounting,Operations,GRD0491,G07,part_time,exempt,Atlanta,GA,US,false,3
JOB0412,SOF-10-0412,Senior Software Engineer,Software Engineering,Data,GRD0732,G10,full_time,non_exempt,Austin,TX,US,true,3
JOB0413,SOF-11-0413,Senior Software Engineer,Software Engineering,Operations,GRD0813,G11,contract,non_exempt,Chicago,IL,US,false,1
JOB0414,SAL-06-0414,Account Executive,Sales,Finance,GRD0414,G06,intern,exempt,Dallas,TX,US,false,1
JOB0415,PEO-02-0415,Recruiter,People Operations,Supply Chain,GRD0095,G02,intern,non_exempt,Toronto,ON,CA,false,5
JOB0416,PRO-12-0416,Associate PM,Product Management,Engineering,GRD0896,G12,intern,non_exempt,Bengaluru,KA,IN,false,1
JOB0417,LEG-08-0417,Paralegal,Legal,Sales,GRD0577,G08,contract,exempt,San Francisco,CA,US,false,2
JOB0418,IT -12-0418,Cloud Engineer,IT Operations,Finance,GRD0898,G12,full_time,exempt,Dallas,TX,US,false,5
JOB0419,PRO-01-0419,Senior PM,Product Management,Product,GRD0019,G01,contract,exempt,Atlanta,GA,US,false,2
JOB0420,MAR-09-0420,Content Manager,Marketing,Marketing,GRD0660,G09,contract,non_exempt,Seattle,WA,US,true,2
JOB0421,MAR-12-0421,Demand Gen Manager,Marketing,Sales,GRD0901,G12,part_time,exempt,Atlanta,GA,US,true,4
JOB0422,PRO-12-0422,Product Manager,Product Management,Data,GRD0902,G12,intern,non_exempt,San Francisco,CA,US,true,4
JOB0423,CUS-03-0423,Support Specialist,Customer Support,Engineering,GRD0183,G03,intern,non_exempt,San Francisco,CA,US,false,2
JOB0424,IT -11-0424,Cloud Engineer,IT Operations,HR,GRD0824,G11,contract,exempt,Chicago,IL,US,false,3
JOB0425,CUS-03-0425,Support Lead,Customer Support,IT,GRD0185,G03,contract,non_exempt,New York,NY,US,false,1
JOB0426,PEO-02-0426,Recruiter,People Operations,Product,GRD0106,G02,part_time,exempt,Seattle,WA,US,false,3
JOB0427,IT -06-0427,IT Manager,IT Operations,Sales,GRD0427,G06,contract,non_exempt,Bengaluru,KA,IN,true,3
JOB0428,SOF-10-0428,Software Engineer,Software Engineering,Engineering,GRD0748,G10,part_time,non_exempt,Austin,TX,US,true,1
JOB0429,LEG-04-0429,Privacy Counsel,Legal,Operations,GRD0269,G04,contract,non_exempt,Chicago,IL,US,false,1
JOB0430,MAR-02-0430,Demand Gen Manager,Marketing,IT,GRD0110,G02,contract,non_exempt,Denver,CO,US,true,1
JOB0431,SAL-05-0431,Enterprise AE,Sales,Marketing,GRD0351,G05,full_time,exempt,Seattle,WA,US,false,1
JOB0432,DAT-06-0432,Analytics Manager,Data Science,Data,GRD0432,G06,intern,non_exempt,Bengaluru,KA,IN,true,3
JOB0433,SAL-11-0433,Account Executive,Sales,Customer Success,GRD0833,G11,contract,exempt,Hyderabad,TS,IN,true,1
JOB0434,IT -01-0434,Systems Admin,IT Operations,Finance,GRD0034,G01,intern,exempt,Chicago,IL,US,false,5
JOB0435,PEO-03-0435,People Manager,People Operations,Finance,GRD0195,G03,full_time,exempt,Austin,TX,US,true,3
JOB0436,PRO-10-0436,Associate PM,Product Management,Supply Chain,GRD0756,G10,part_time,exempt,Austin,TX,US,false,1
JOB0437,IT -07-0437,Systems Admin,IT Operations,Data,GRD0517,G07,contract,non_exempt,Hyderabad,TS,IN,false,2
JOB0438,PRO-03-0438,Group PM,Product Management,HR,GRD0198,G03,part_time,exempt,Atlanta,GA,US,false,3
JOB0439,PEO-09-0439,Recruiter,People Operations,Customer Success,GRD0679,G09,part_time,non_exempt,San Francisco,CA,US,false,1
