promotion_id,employee_id,from_job_id,to_job_id,from_grade_code,to_grade_code,from_salary,to_salary,salary_increase_pct,effective_date,promotion_reason,approved_by,status
PRM0211,EMP0439,JOB0050,JOB0997,G07,G08,139324.54,163338.96,17.24,2022-06-23,market_adjustment,EMP0767,approved
PRM0212,EMP0193,JOB0411,JOB0932,G01,G03,16573.15,19865.58,19.87,2026-02-21,performance,EMP0465,rescinded
PRM0213,EMP0195,JOB0247,JOB0691,G02,G03,26092.06,28652.44,9.81,2024-10-28,role_expansion,EMP0561,completed
PRM0214,EMP0048,JOB0367,JOB0869,G01,G02,69367.01,74961.99,8.07,2026-11-15,role_expansion,EMP0666,completed
PRM0215,EMP0154,JOB0304,JOB0993,G09,G10,153261.71,166294.45,8.50,2022-08-14,retention,EMP0322,approved
PRM0216,EMP0171,JOB0787,JOB0691,G02,G03,71804.26,82703.00,15.18,2026-06-04,role_expansion,EMP0372,rescinded
PRM0217,EMP0375,JOB0675,JOB0400,G09,G11,151474.89,164938.58,8.89,2020-01-16,market_adjustment,EMP0835,rescinded
PRM0218,EMP0709,JOB0216,JOB0707,G02,G03,63283.22,73014.79,15.38,2022-02-08,role_expansion,EMP0852,completed
PRM0219,EMP0478,JOB0496,JOB0112,G06,G08,109603.43,122711.67,11.96,2024-09-21,retention,EMP0303,rescinded
PRM0220,EMP0904,JOB0513,JOB0450,G05,G07,113809.31,124266.19,9.19,2021-08-26,critical_skill,EMP0524,completed
PRM0221,EMP0820,JOB0540,JOB0047,G02,G04,78005.50,85110.06,9.11,2022-10-13,retention,EMP0270,completed
PRM0222,EMP0417,JOB0454,JOB0558,G06,G07,119965.98,134502.75,12.12,2020-11-05,performance,EMP0026,completed
PRM0223,EMP0169,JOB0643,JOB0461,G08,G10,143482.58,173944.37,21.23,2019-12-11,critical_skill,EMP0293,approved
PRM0224,EMP0901,JOB0653,JOB0764,G03,G04,80522.51,96625.29,20.00,2025-10-17,role_expansion,EMP0604,rescinded
PRM0225,EMP0818,JOB0466,JOB0400,G09,G10,123393.36,139384.60,12.96,2020-04-11,market_adjustment,EMP0968,rescinded
PRM0226,EMP0492,JOB0419,JOB0448,G01,G02,45534.64,54822.52,20.40,2023-06-11,role_expansion,EMP0951,completed
PRM0227,EMP0547,JOB0341,JOB0013,G04,G05,103544.37,115574.26,11.62,2025-12-22,role_expansion,EMP0144,rescinded
PRM0228,EMP0454,JOB0835,JOB0136,G01,G02,50414.49,57113.79,13.29,2022-10-25,retention,EMP0001,completed
PRM0229,EMP0246,JOB0338,JOB0515,G12,G12,190601.60,226717.46,18.95,2019-01-23,role_expansion,EMP0498,completed
PRM0230,EMP0423,JOB0772,JOB0256,G02,G04,66597.67,73301.37,10.07,2026-11-24,market_adjustment,EMP0650,approved
PRM0231,EMP0195,JOB0029,JOB0319,G02,G04,23102.79,27650.74,19.69,2016-07-20,critical_skill,EMP0591,completed
PRM0232,EMP0098,JOB0955,JOB0211,G03,G04,31538.98,36893.51,16.98,2025-11-21,performance,EMP0263,completed
PRM0233,EMP0563,JOB0463,JOB0312,G09,G10,155361.77,187508.95,20.69,2023-06-03,role_expansion,EMP0722,approved
PRM0234,EMP0862,JOB0531,JOB0813,G08,G10,42751.69,48238.31,12.83,2021-11-02,market_adjustment,EMP0828,rescinded
PRM0235,EMP0921,JOB0019,JOB0228,G05,G07,102618.48,124614.91,21.44,2017-11-07,critical_skill,EMP0844,rescinded
PRM0236,EMP0281,JOB0920,JOB0537,G01,G02,14412.93,16500.36,14.48,2025-07-08,market_adjustment,EMP1000,completed
PRM0237,EMP0446,JOB0818,JOB0787,G06,G07,126159.68,147506.61,16.92,2026-04-17,market_adjustment,EMP0135,completed
PRM0238,EMP0765,JOB0190,JOB0941,G12,G12,160071.52,170653.59,6.61,2026-10-18,retention,EMP0900,completed
PRM0239,EMP0899,JOB0305,JOB0545,G08,G10,148993.23,174151.40,16.89,2026-01-23,performance,EMP0840,approved
PRM0240,EMP0715,JOB0470,JOB0026,G04,G06,85666.08,91368.95,6.66,2019-03-06,critical_skill,EMP0450,completed
PRM0241,EMP0348,JOB0094,JOB0688,G11,G12,174422.29,204039.27,16.98,2022-04-06,performance,EMP0584,rescinded
PRM0242,EMP0506,JOB0636,JOB0965,G01,G03,47088.09,54718.21,16.20,2023-06-19,retention,EMP0898,completed
PRM0243,EMP0779,JOB0289,JOB0317,G09,G11,179067.08,214609.94,19.85,2021-08-07,role_expansion,EMP0672,completed
PRM0244,EMP0241,JOB0799,JOB0396,G10,G12,174277.73,202793.43,16.36,2025-09-12,retention,EMP0152,completed
PRM0245,EMP0113,JOB0777,JOB0881,G11,G12,182319.51,201760.81,10.66,2020-07-19,market_adjustment,EMP0528,approved
PRM0246,EMP0890,JOB0183,JOB0623,G10,G12,47268.75,52973.40,12.07,2024-02-06,performance,EMP0439,rescinded
PRM0247,EMP0461,JOB0779,JOB0536,G01,G03,57344.05,61640.25,7.49,2020-01-14,critical_skill,EMP0951,rescinded
PRM0248,EMP0115,JOB0797,JOB0197,G12,G12,187445.81,209914.71,11.99,2025-01-26,retention,EMP0557,completed
PRM0249,EMP0531,JOB0464,JOB0666,G03,G05,80474.83,91975.30,14.29,2021-08-30,critical_skill,EMP0621,completed
PRM0250,EMP0286,JOB0909,JOB0071,G08,G09,150920.83,175513.07,16.29,2016-06-02,market_adjustment,EMP0301,approved
PRM0251,EMP0831,JOB0890,JOB0456,G06,G08,91417.32,98690.21,7.96,2020-06-09,market_adjustment,EMP0187,approved
PRM0252,EMP0765,JOB0189,JOB0307,G12,G12,161741.56,192427.78,18.97,2026-10-18,role_expansion,EMP0121,rescinded
PRM0253,EMP0979,JOB0264,JOB0211,G01,G03,57784.66,68762.80,19.00,2023-12-18,critical_skill,EMP0207,approved
PRM0254,EMP0270,JOB0098,JOB0203,G03,G04,88648.57,94481.87,6.58,2025-12-04,market_adjustment,EMP0086,completed
PRM0255,EMP0063,JOB0537,JOB0690,G01,G02,63769.59,69121.69,8.39,2025-09-24,market_adjustment,EMP0854,completed
PRM0256,EMP0182,JOB0799,JOB0003,G02,G04,27255.68,30292.19,11.14,2026-04-03,performance,EMP0542,completed
PRM0257,EMP0456,JOB0270,JOB0664,G09,G10,138034.50,156320.38,13.25,2021-08-27,market_adjustment,EMP0241,rescinded
PRM0258,EMP0802,JOB0611,JOB0274,G06,G07,106639.55,125668.82,17.84,2026-06-17,critical_skill,EMP0301,rescinded
PRM0259,EMP0009,JOB0309,JOB0814,G09,G11,135070.05,146480.49,8.45,2023-06-12,market_adjustment,EMP0029,completed
PRM0260,EMP0702,JOB0219,JOB0159,G10,G11,154015.53,186637.00,21.18,2026-01-31,performance,EMP0752,approved
PRM0261,EMP0739,JOB0161,JOB0923,G04,G05,89196.18,97555.56,9.37,2026-07-13,critical_skill,EMP0306,approved
PRM0262,EMP0318,JOB0248,JOB0300,G02,G03,78145.40,94339.02,20.72,2023-09-10,critical_skill,EMP0093,approved
PRM0263,EMP0099,JOB0877,JOB0436,G06,G08,110050.94,128982.91,17.20,2022-12-15,role_expansion,EMP0177,rescinded
PRM0264,EMP0993,JOB0305,JOB0738,G04,G06,96167.92,114078.55,18.62,2025-02-26,role_expansion,EMP0998,completed
PRM0265,EMP0930,JOB0259,JOB0256,G09,G11,47465.94,52624.02,10.87,2018-04-04,retention,EMP0156,rescinded
PRM0266,EMP0903,JOB0375,JOB0077,G09,G10,146158.32,161100.64,10.22,2021-08-08,market_adjustment,EMP0988,completed
PRM0267,EMP0280,JOB0703,JOB0687,G01,G02,49810.48,54446.62,9.31,2019-09-17,market_adjustment,EMP0914,completed
PRM0268,EMP0863,JOB0876,JOB0709,G04,G05,100404.76,121350.43,20.86,2025-12-05,market_adjustment,EMP0525,completed
PRM0269,EMP0710,JOB0564,JOB0397,G05,G06,97510.41,115795.19,18.75,2025-07-26,role_expansion,EMP0383,approved
PRM0270,EMP0940,JOB0479,JOB0444,G11,G12,158242.14,172162.12,8.80,2026-01-16,performance,EMP0318,approved
PRM0271,EMP0065,JOB0399,JOB0981,G01,G02,54755.16,64585.31,17.95,2024-10-11,market_adjustment,EMP0584,completed
PRM0272,EMP0165,JOB0499,JOB0108,G07,G08,128852.79,145369.65,12.82,2022-04-15,market_adjustment,EMP0527,approved
PRM0273,EMP0242,JOB0574,JOB0400,G02,G03,69251.07,81540.17,17.75,2024-12-27,critical_skill,EMP0940,completed
PRM0274,EMP0136,JOB0774,JOB0199,G09,G10,135412.20,157270.93,16.14,2021-11-05,market_adjustment,EMP0941,completed
PRM0275,EMP0007,JOB0528,JOB0972,G11,G12,50691.88,55412.34,9.31,2025-09-21,role_expansion,EMP0285,completed
PRM0276,EMP0864,JOB0033,JOB0032,G08,G09,134648.52,159339.96,18.34,2023-08-22,role_expansion,EMP0228,approved
PRM0277,EMP0149,JOB0147,JOB0068,G01,G02,17319.81,20670.50,19.35,2020-06-09,performance,EMP0257,approved
PRM0278,EMP0199,JOB0037,JOB0624,G04,G06,84766.14,99195.68,17.02,2018-07-08,retention,EMP0303,rescinded
PRM0279,EMP0491,JOB0933,JOB0512,G01,G02,23215.32,27559.53,18.71,2019-04-28,market_adjustment,EMP0629,completed
PRM0280,EMP0183,JOB0096,JOB0818,G05,G07,104788.43,120519.13,15.01,2026-06-22,role_expansion,EMP0450,completed
PRM0281,EMP0744,JOB0949,JOB0376,G03,G05,68421.02,77226.31,12.87,2026-04-28,role_expansion,EMP0990,completed
PRM0282,EMP0467,JOB0297,JOB0739,G01,G03,17116.58,18330.62,7.09,2024-12-27,market_adjustment,EMP0545,completed
PRM0283,EMP0206,JOB0719,JOB0661,G08,G09,133459.88,148781.89,11.48,2026-03-13,role_expansion,EMP0853,rescinded
PRM0284,EMP0093,JOB0027,JOB0485,G01,G02,51738.56,58869.73,13.78,2022-07-12,retention,EMP0146,completed
PRM0285,EMP0064,JOB0042,JOB0468,G01,G02,55418.32,60527.13,9.22,2021-11-12,performance,EMP0949,completed
PRM0286,EMP0240,JOB0169,JOB0608,G01,G03,68299.85,79017.17,15.69,2022-01-13,role_expansion,EMP0836,completed
PRM0287,EMP0903,JOB0987,JOB0988,G10,G11,142359.74,167194.75,17.45,2025-03-09,retention,EMP0189,completed
PRM0288,EMP0205,JOB0037,JOB0341,G10,G12,117871.33,132723.31,12.60,2021-08-10,retention,EMP0076,completed
PRM0289,EMP0567,JOB0586,JOB0131,G09,G10,149937.73,163071.98,8.76,2021-04-07,performance,EMP0429,completed
PRM0290,EMP0217,JOB0302,JOB0776,G10,G12,155188.51,175108.15,12.84,2024-04-19,role_expansion,EMP0127,completed
PRM0291,EMP0125,JOB0311,JOB0187,G08,G09,145223.59,165121.98,13.70,2025-07-31,retention,EMP0117,completed
PRM0292,EMP0014,JOB0998,JOB0232,G12,G12,156933.92,167896.45,6.99,2026-05-12,role_expansion,EMP0397,approved
PRM0293,EMP0874,JOB0055,JOB0636,G01,G03,56049.20,64609.17,15.27,2026-06-19,role_expansion,EMP0890,completed
PRM0294,EMP0295,JOB0033,JOB0092,G10,G12,149246.32,178523.38,19.62,2023-10-26,retention,EMP0441,completed
PRM0295,EMP0465,JOB0743,JOB0911,G03,G04,73997.42,82187.28,11.07,2025-07-20,critical_skill,EMP0572,completed
PRM0296,EMP0415,JOB0785,JOB0417,G01,G02,58078.38,70535.08,21.45,2024-03-08,role_expansion,EMP0973,completed
PRM0297,EMP0087,JOB0461,JOB0750,G09,G10,147719.58,177284.10,20.01,2023-08-15,critical_skill,EMP0082,completed
PRM0298,EMP0236,JOB0456,JOB0007,G10,G12,162470.43,194282.40,19.58,2020-03-02,performance,EMP0549,rescinded
PRM0299,EMP0106,JOB0182,JOB0207,G02,G04,22585.29,24800.87,9.81,2026-07-14,market_adjustment,EMP0827,approved
PRM0300,EMP0672,JOB0020,JOB0918,G01,G02,42577.95,46951.60,10.27,2024-05-18,critical_skill,EMP0366,completed
PRM0301,EMP0414,JOB0965,JOB0752,G06,G08,109436.83,130520.10,19.27,2021-02-24,market_adjustment,EMP0787,completed
PRM0302,EMP0476,JOB0815,JOB0897,G04,G05,114520.61,139215.96,21.56,2026-01-06,performance,EMP0085,completed
PRM0303,EMP0727,JOB0479,JOB0098,G07,G09,45969.09,55175.24,20.03,2022-11-07,retention,EMP0505,approved
PRM0304,EMP0889,JOB0259,JOB0051,G03,G04,81182.09,93964.61,15.75,2020-03-04,critical_skill,EMP0447,approved
PRM0305,EMP0430,JOB0381,JOB0026,G01,G02,63057.31,74138.77,17.57,2023-05-26,retention,EMP0749,completed
PRM0306,EMP0355,JOB0050,JOB0138,G01,G03,70892.53,77785.26,9.72,2024-05-08,critical_skill,EMP0154,completed
PRM0307,EMP0349,JOB0128,JOB0481,G05,G07,109547.25,125454.24,14.52,2014-09-02,role_expansion,EMP0853,completed
PRM0308,EMP0890,JOB0343,JOB0330,G10,G12,44148.87,49326.77,11.73,2023-10-12,retention,EMP0353,completed
PRM0309,EMP0616,JOB0676,JOB0168,G05,G06,95950.84,104921.93,9.35,2019-06-26,performance,EMP0428,rescinded
PRM0310,EMP0519,JOB0240,JOB0691,G09,G11,124507.61,140074.56,12.50,2024-05-06,performance,EMP0091,rescinded
PRM0311,EMP0041,JOB0483,JOB0307,G01,G02,50053.39,60879.56,21.63,2024-12-18,market_adjustment,EMP0879,completed
PRM0312,EMP0777,JOB0440,JOB0377,G02,G03,84652.66,95718.30,13.07,2022-11-24,retention,EMP0358,completed
PRM0313,EMP0946,JOB0905,JOB0420,G04,G06,82202.58,95464.41,16.13,2018-10-17,role_expansion,EMP0373,rescinded
PRM0314,EMP0589,JOB0529,JOB0935,G08,G09,122554.17,142775.83,16.50,2024-11-13,retention,EMP0275,completed
PRM0315,EMP0576,JOB0497,JOB0953,G08,G10,142865.63,163881.84,14.71,2025-04-18,retention,EMP0974,rescinded
PRM0316,EMP0880,JOB0374,JOB0601,G11,G12,165455.43,200437.21,21.14,2024-01-13,performance,EMP0234,approved
PRM0317,EMP0525,JOB0033,JOB0366,G08,G10,134695.48,162878.53,20.92,2024-04-29,critical_skill,EMP0623,approved
PRM0318,EMP0964,JOB0783,JOB0465,G04,G05,31147.63,36009.85,15.61,2023-08-01,performance,EMP0173,rescinded
PRM0319,EMP0339,JOB0679,JOB0401,G05,G06,92450.98,98424.43,6.46,2016-10-14,performance,EMP0362,completed
PRM0320,EMP0526,JOB0865,JOB0207,G05,G07,101276.41,111196.60,9.80,2021-01-07,performance,EMP0197,rescinded
PRM0321,EMP0992,JOB0214,JOB0040,G08,G09,166865.33,194839.82,16.76,2024-12-17,performance,EMP0141,rescinded
PRM0322,EMP0785,JOB0415,JOB0363,G09,G10,132214.33,160699.87,21.54,2023-03-29,role_expansion,EMP0539,approved
PRM0323,EMP0353,JOB0574,JOB0824,G09,G10,44241.24,47178.25,6.64,2023-04-10,retention,EMP0144,completed
PRM0324,EMP0725,JOB0372,JOB0701,G06,G08,118103.63,132460.12,12.16,2026-05-04,market_adjustment,EMP0654,approved
PRM0325,EMP0214,JOB0178,JOB0411,G11,G12,172414.23,205013.16,18.91,2022-11-14,role_expansion,EMP0294,rescinded
PRM0326,EMP0419,JOB0465,JOB0820,G01,G02,54652.68,58806.03,7.60,2025-12-16,performance,EMP0672,completed
PRM0327,EMP0912,JOB0522,JOB0055,G10,G11,152856.68,176926.40,15.75,2026-12-07,critical_skill,EMP0594,approved
PRM0328,EMP0620,JOB0129,JOB0110,G01,G02,54745.91,65019.34,18.77,2017-05-20,retention,EMP0554,completed
PRM0329,EMP0298,JOB0406,JOB0916,G06,G08,116546.33,139610.96,19.79,2025-11-17,role_expansion,EMP0701,completed
PRM0330,EMP0396,JOB0082,JOB0832,G10,G11,165371.61,195997.30,18.52,2016-07-14,market_adjustment,EMP0293,approved
PRM0331,EMP0770,JOB0642,JOB0794,G01,G02,41257.48,46187.77,11.95,2026-06-22,role_expansion,EMP0542,completed
PRM0332,EMP0464,JOB0870,JOB0622,G02,G03,71184.64,85320.79,19.86,2023-06-28,retention,EMP0341,rescinded
PRM0333,EMP0057,JOB0975,JOB0182,G01,G02,54499.70,61477.90,12.80,2021-09-29,retention,EMP0997,rescinded
PRM0334,EMP0872,JOB0725,JOB0657,G05,G07,107301.37,115768.31,7.89,2019-04-18,role_expansion,EMP0338,approved
PRM0335,EMP0154,JOB0126,JOB0845,G11,G12,133949.24,150933.56,12.68,2025-11-30,critical_skill,EMP0605,completed
PRM0336,EMP0373,JOB0475,JOB0301,G06,G08,140823.39,154987.42,10.06,2025-01-08,market_adjustment,EMP0220,completed
PRM0337,EMP0555,JOB0211,JOB0516,G01,G02,16897.52,20255.05,19.87,2017-01-17,critical_skill,EMP0532,completed
PRM0338,EMP0056,JOB0360,JOB0076,G02,G03,54239.89,63546.02,17.16,2024-09-11,retention,EMP0311,completed
PRM0339,EMP0682,JOB0454,JOB0259,G05,G07,91730.81,99447.56,8.41,2026-06-18,retention,EMP0671,rescinded
PRM0340,EMP0445,JOB0812,JOB0585,G06,G08,80908.83,87648.78,8.33,2023-10-27,performance,EMP0120,rescinded
PRM0341,EMP0106,JOB0912,JOB0527,G03,G04,25447.04,27949.01,9.83,2026-06-22,market_adjustment,EMP0612,approved
PRM0342,EMP0779,JOB0796,JOB0047,G09,G11,165957.84,193291.11,16.47,2026-04-24,market_adjustment,EMP0945,completed
PRM0343,EMP0036,JOB0736,JOB0116,G02,G03,54484.38,60718.06,11.44,2018-03-06,retention,EMP0147,completed
PRM0344,EMP0107,JOB0329,JOB0808,G05,G06,109681.21,119726.07,9.16,2024-04-24,role_expansion,EMP0973,completed
PRM0345,EMP0236,JOB0034,JOB0751,G10,G11,191614.60,229299.45,19.67,2025-07-22,critical_skill,EMP0584,approved
PRM0346,EMP0013,JOB0746,JOB0491,G01,G03,55327.97,65186.56,17.82,2019-03-06,performance,EMP0997,completed
PRM0347,EMP0660,JOB0523,JOB0624,G11,G12,171126.37,199769.11,16.74,2025-05-05,retention,EMP0818,completed
PRM0348,EMP0299,JOB0405,JOB0940,G02,G04,66723.70,76597.02,14.80,2022-08-16,market_adjustment,EMP0179,completed
PRM0349,EMP0700,JOB0194,JOB0157,G08,G10,127243.30,140521.31,10.44,2026-09-10,role_expansion,EMP0134,rescinded
PRM0350,EMP0665,JOB0473,JOB0511,G05,G07,29198.65,32844.52,12.49,2026-02-19,role_expansion,EMP0053,completed
PRM0351,EMP0127,JOB0071,JOB0363,G01,G03,49734.22,55662.85,11.92,2024-09-19,critical_skill,EMP0648,completed
PRM0352,EMP0213,JOB0885,JOB0974,G09,G10,138485.59,158828.65,14.69,2022-11-18,performance,EMP0250,approved
PRM0353,EMP0345,JOB0258,JOB0841,G01,G03,52753.44,63679.81,20.71,2021-07-01,performance,EMP0736,completed
PRM0354,EMP0316,JOB0973,JOB0458,G09,G11,156586.30,190485.56,21.65,2019-10-18,role_expansion,EMP0641,completed
PRM0355,EMP0359,JOB0792,JOB0498,G05,G06,89936.87,101939.49,13.35,2026-03-22,performance,EMP0785,rescinded
PRM0356,EMP0168,JOB0226,JOB0536,G06,G07,131974.71,148666.97,12.65,2026-05-07,retention,EMP0212,rescinded
PRM0357,EMP0748,JOB0931,JOB0938,G06,G07,101186.63,112239.93,10.92,2026-11-30,performance,EMP0319,approved
PRM0358,EMP0531,JOB0718,JOB0604,G03,G04,78982.60,93519.15,18.40,2021-11-09,role_expansion,EMP0733,completed
PRM0359,EMP0676,JOB0308,JOB0080,G05,G07,104502.65,119676.11,14.52,2023-08-20,performance,EMP0528,rescinded
PRM0360,EMP0934,JOB0724,JOB0783,G11,G12,182679.00,215523.99,17.98,2026-07-08,performance,EMP0160,completed
PRM0361,EMP0971,JOB0386,JOB0647,G08,G10,143265.81,173032.82,20.78,2026-07-18,performance,EMP0738,rescinded
PRM0362,EMP0784,JOB0182,JOB0321,G12,G12,177018.23,200920.30,13.50,2024-02-10,retention,EMP0608,approved
PRM0363,EMP0455,JOB0927,JOB0224,G02,G04,78782.64,95929.67,21.76,2024-04-22,retention,EMP0153,completed
PRM0364,EMP0865,JOB0429,JOB0406,G01,G03,61052.27,66265.70,8.54,2026-02-03,critical_skill,EMP0554,completed
PRM0365,EMP0293,JOB0095,JOB0019,G09,G11,136394.75,144624.97,6.03,2025-03-13,market_adjustment,EMP0845,rescinded
PRM0366,EMP0289,JOB0773,JOB0563,G01,G03,61979.65,70718.48,14.10,2025-06-27,market_adjustment,EMP0912,rescinded
PRM0367,EMP0749,JOB0668,JOB0238,G06,G07,107726.59,129268.20,20.00,2022-10-23,performance,EMP0335,completed
PRM0368,EMP0588,JOB0716,JOB0156,G08,G10,138310.33,148289.71,7.22,2026-07-16,role_expansion,EMP0475,completed
PRM0369,EMP0920,JOB0244,JOB0547,G10,G11,143840.34,173390.85,20.54,2023-03-25,critical_skill,EMP0222,approved
PRM0370,EMP0834,JOB0625,JOB0378,G02,G04,60682.91,66256.58,9.18,2026-04-11,role_expansion,EMP0503,rescinded
PRM0371,EMP0297,JOB0585,JOB0029,G04,G06,87998.27,97695.24,11.02,2020-09-24,retention,EMP0120,completed
PRM0372,EMP0632,JOB0742,JOB0885,G09,G11,135690.49,147746.12,8.88,2026-06-30,performance,EMP0504,completed
PRM0373,EMP0417,JOB0962,JOB0411,G06,G08,139656.96,153870.45,10.18,2018-12-06,role_expansion,EMP0205,approved
PRM0374,EMP0155,JOB0702,JOB0894,G06,G08,130331.48,141624.11,8.66,2025-02-19,retention,EMP0606,completed
PRM0375,EMP0353,JOB0284,JOB0734,G09,G11,39980.41,46291.20,15.78,2024-10-31,market_adjustment,EMP0757,approved
PRM0376,EMP0572,JOB0159,JOB0487,G05,G06,94910.67,112071.76,18.08,2022-05-07,critical_skill,EMP0042,completed
PRM0377,EMP0736,JOB0197,JOB0009,G05,G07,114718.44,133748.35,16.59,2024-10-28,performance,EMP0351,completed
PRM0378,EMP0264,JOB0522,JOB0588,G03,G05,27156.90,31353.14,15.45,2022-04-25,retention,EMP0508,approved
PRM0379,EMP0469,JOB0452,JOB0406,G03,G05,76757.18,89130.77,16.12,2020-06-20,performance,EMP0012,completed
PRM0380,EMP0544,JOB0326,JOB0362,G02,G04,19837.55,21526.68,8.51,2026-05-27,critical_skill,EMP0390,rescinded
PRM0381,EMP0876,JOB0187,JOB0080,G01,G03,67024.07,77232.04,15.23,2016-05-02,role_expansion,EMP0136,approved
PRM0382,EMP0986,JOB0087,JOB0608,G05,G06,103873.78,123051.82,18.46,2020-04-19,market_adjustment,EMP0858,completed
PRM0383,EMP0840,JOB0984,JOB0577,G02,G04,66144.91,79539.20,20.25,2026-05-20,market_adjustment,EMP0497,approved
PRM0384,EMP0883,JOB0672,JOB0210,G01,G03,44840.43,51483.30,14.81,2023-02-09,role_expansion,EMP0453,completed
PRM0385,EMP0013,JOB0694,JOB0414,G01,G03,43845.39,47737.17,8.88,2025-02-06,market_adjustment,EMP0326,approved
PRM0386,EMP0748,JOB0685,JOB0550,G06,G07,92585.14,105674.23,14.14,2026-11-30,performance,EMP0115,completed
PRM0387,EMP0063,JOB0318,JOB0742,G02,G03,69606.33,78145.37,12.27,2026-01-14,performance,EMP0785,completed
PRM0388,EMP0786,JOB0925,JOB0126,G04,G05,110403.24,134178.81,21.54,2021-11-26,market_adjustment,EMP0262,completed
PRM0389,EMP0172,JOB0766,JOB0504,G03,G05,73534.48,81149.34,10.36,2020-08-07,performance,EMP0043,completed
PRM0390,EMP0058,JOB0256,JOB0328,G07,G09,141000.20,156858.52,11.25,2026-11-20,retention,EMP0960,completed
PRM0391,EMP0369,JOB0456,JOB0200,G05,G07,111875.75,125910.49,12.54,2025-09-21,market_adjustment,EMP0265,completed
PRM0392,EMP0709,JOB0324,JOB0349,G01,G02,58420.24,63399.50,8.52,2020-12-26,role_expansion,EMP0342,completed
PRM0393,EMP0507,JOB0895,JOB0476,G05,G06,31096.43,36342.43,16.87,2017-03-23,performance,EMP0922,completed
PRM0394,EMP0636,JOB0931,JOB0944,G07,G08,130026.10,139657.34,7.41,2026-04-07,market_adjustment,EMP0386,approved
PRM0395,EMP0853,JOB0492,JOB0491,G08,G10,137243.99,151850.95,10.64,2022-07-05,market_adjustment,EMP0739,completed
PRM0396,EMP0722,JOB0728,JOB0507,G08,G09,145454.13,170087.75,16.94,2023-12-04,performance,EMP0995,completed
PRM0397,EMP0480,JOB0596,JOB0744,G07,G09,126787.97,150225.35,18.49,2024-05-07,role_expansion,EMP0728,completed
PRM0398,EMP0432,JOB0108,JOB0703,G04,G05,28009.76,33867.91,20.91,2026-06-21,role_expansion,EMP0076,rescinded
PRM0399,EMP0070,JOB0248,JOB0330,G07,G09,135365.59,143959.81,6.35,2022-12-15,performance,EMP0638,completed
PRM0400,EMP0873,JOB0691,JOB0347,G11,G12,190589.92,224598.93,17.84,2026-07-04,retention,EMP0266,approved
PRM0401,EMP0564,JOB0355,JOB0598,G05,G07,108943.84,119493.80,9.68,2023-01-11,market_adjustment,EMP0483,completed
PRM0402,EMP0924,JOB0931,JOB0577,G01,G02,53257.57,59492.55,11.71,2026-02-02,retention,EMP0137,completed
PRM0403,EMP0404,JOB0195,JOB0682,G01,G03,50871.28,56233.04,10.54,2023-02-27,role_expansion,EMP0711,completed
PRM0404,EMP0517,JOB0895,JOB0492,G11,G12,173115.24,198209.75,14.50,2025-10-17,market_adjustment,EMP0494,approved
PRM0405,EMP0703,JOB0100,JOB0934,G09,G11,126846.18,138233.19,8.98,2019-09-07,critical_skill,EMP0280,approved
PRM0406,EMP0386,JOB0790,JOB0621,G07,G08,119606.31,144016.53,20.41,2026-08-09,retention,EMP0947,approved
PRM0407,EMP0899,JOB0978,JOB0713,G07,G08,135272.84,151255.30,11.81,2026-08-04,retention,EMP0384,completed
PRM0408,EMP0198,JOB0756,JOB0676,G01,G02,65568.12,79309.57,20.96,2025-05-06,market_adjustment,EMP0856,rescinded
PRM0409,EMP0982,JOB0424,JOB0227,G10,G12,175550.43,208429.03,18.73,2026-03-07,performance,EMP0829,completed
PRM0410,EMP0208,JOB0315,JOB0411,G02,G04,26261.04,29034.85,10.56,2025-10-18,market_adjustment,EMP0922,completed
PRM0411,EMP0874,JOB0516,JOB0710,G01,G02,58121.64,66436.44,14.31,2026-03-14,performance,EMP0880,approved
PRM0412,EMP0985,JOB0611,JOB0584,G01,G02,19315.18,21954.00,13.66,2022-01-28,performance,EMP0810,approved
PRM0413,EMP0772,JOB0299,JOB0715,G09,G11,153916.75,177661.11,15.43,2025-11-29,critical_skill,EMP0663,rescinded
PRM0414,EMP0973,JOB0876,JOB0945,G01,G02,48077.50,53885.67,12.08,2026-04-07,role_expansion,EMP0589,completed
PRM0415,EMP0655,JOB0422,JOB0748,G10,G12,137668.10,151646.74,10.15,2022-06-08,retention,EMP0385,completed
PRM0416,EMP0848,JOB0726,JOB0486,G04,G05,88549.75,102039.34,15.23,2023-09-26,critical_skill,EMP0541,rescinded
PRM0417,EMP0447,JOB0885,JOB0559,G01,G02,44542.65,51911.42,16.54,2025-08-01,retention,EMP0059,rescinded
PRM0418,EMP0626,JOB0406,JOB0643,G01,G02,16255.48,17246.57,6.10,2026-02-20,role_expansion,EMP0778,approved
PRM0419,EMP0716,JOB0522,JOB0678,G03,G04,73907.66,79967.02,8.20,2025-07-05,retention,EMP0042,completed
PRM0420,EMP0556,JOB0333,JOB0888,G07,G09,142119.16,158853.29,11.77,2020-12-25,performance,EMP0481,rescinded
PRM0421,EMP0001,JOB0530,JOB0366,G07,G09,130722.99,148533.63,13.62,2020-08-10,role_expansion,EMP0765,rescinded
PRM0422,EMP0030,JOB0012,JOB0741,G10,G11,49873.84,53102.30,6.47,2024-01-23,role_expansion,EMP0512,completed
