transfer_id,employee_id,transfer_type,from_job_id,to_job_id,from_department,to_department,from_location,to_location,from_manager_id,to_manager_id,effective_date,reason,status
XFR0178,EMP0040,manager,JOB0229,JOB0332,Operations,IT,"Chicago, US","Seattle, US",EMP0397,EMP0584,2026-03-14,business_need,cancelled
XFR0179,EMP0241,location,JOB0856,JOB0697,Finance,Supply Chain,"Toronto, CA","Dallas, US",EMP0826,EMP0778,2022-03-30,backfill,cancelled
XFR0180,EMP0231,manager,JOB0557,JOB0859,Customer Success,Security,"New York, US","Austin, US",EMP0564,EMP0116,2025-05-30,business_need,cancelled
XFR0181,EMP0871,temporary,JOB0573,JOB0417,Marketing,Sales,"San Francisco, US","San Francisco, US",EMP0973,EMP0263,2022-06-05,career_growth,approved
XFR0182,EMP0289,temporary,JOB0916,JOB0329,Facilities,Operations,"Dallas, US","Bengaluru, IN",EMP0602,EMP0980,2026-01-23,business_need,approved
XFR0183,EMP0794,department,JOB0570,JOB0038,Legal,Marketing,"Bengaluru, IN","Dallas, US",EMP0895,EMP0346,2025-03-03,career_growth,approved
XFR0184,EMP0681,temporary,JOB0257,JOB0370,Operations,Finance,"San Francisco, US","Toronto, CA",EMP0350,EMP0327,2018-12-22,career_growth,approved
XFR0185,EMP0397,entity,JOB0557,JOB0192,Customer Success,Operations,"New York, US","San Francisco, US",EMP0539,EMP0216,2018-02-25,org_redesign,completed
XFR0186,EMP0981,manager,JOB0093,JOB0414,Security,Finance,"London, UK","Dallas, US",EMP0102,EMP0039,2026-01-27,career_growth,pending
XFR0187,EMP0483,location,JOB0980,JOB0363,Sales,Engineering,"Seattle, US","Dallas, US",EMP0721,EMP0601,2022-08-20,employee_request,approved
XFR0188,EMP0507,temporary,JOB0692,JOB0201,Security,Finance,"Atlanta, US","Hyderabad, IN",EMP0128,EMP0202,2025-07-01,org_redesign,cancelled
XFR0189,EMP0770,entity,JOB0447,JOB0476,Marketing,Engineering,"London, UK","Austin, US",EMP0257,EMP0026,2024-09-23,backfill,approved
XFR0190,EMP0799,location,JOB0701,JOB0545,Customer Success,Product,"San Francisco, US","London, UK",EMP0124,EMP0334,2019-06-19,career_growth,approved
XFR0191,EMP0779,manager,JOB0296,JOB0083,Marketing,Data,"London, UK","Seattle, US",EMP0912,EMP0417,2023-03-02,employee_request,completed
XFR0192,EMP0900,temporary,JOB0281,JOB0751,Product,Sales,"Hyderabad, IN","San Francisco, US",EMP0017,EMP0572,2025-07-19,business_need,approved
XFR0193,EMP0551,temporary,JOB0054,JOB0833,Data,Engineering,"Hyderabad, IN","Bengaluru, IN",EMP0087,EMP0235,2026-06-14,employee_request,approved
XFR0194,EMP0732,manager,JOB0627,JOB0238,Security,Customer Success,"San Francisco, US","Bengaluru, IN",EMP0657,EMP0504,2025-04-18,business_need,approved
XFR0195,EMP0242,location,JOB0498,JOB0093,HR,Security,"San Francisco, US","London, UK",EMP0555,EMP0161,2024-10-31,career_growth,cancelled
XFR0196,EMP0200,location,JOB0533,JOB0374,Product,Supply Chain,"Atlanta, US","Toronto, CA",EMP0345,EMP0309,2026-08-04,business_need,approved
XFR0197,EMP0443,manager,JOB0672,JOB0315,Finance,Finance,"Dallas, US","London, UK",EMP0483,EMP0772,2023-06-05,business_need,approved
XFR0198,EMP0532,location,JOB0147,JOB0747,Marketing,Supply Chain,"Denver, US","Toronto, CA",EMP0719,EMP0412,2023-12-22,business_need,cancelled
XFR0199,EMP0225,department,JOB0534,JOB0425,Facilities,IT,"Austin, US","New York, US",EMP0192,EMP0016,2022-06-13,org_redesign,approved
XFR0200,EMP0538,location,JOB0803,JOB0468,Legal,Marketing,"London, UK","Seattle, US",EMP0769,EMP0696,2024-06-18,backfill,approved
XFR0201,EMP0948,temporary,JOB1000,JOB0926,IT,Facilities,"Dallas, US","New York, US",EMP0901,EMP0610,2024-04-27,backfill,cancelled
XFR0202,EMP0721,entity,JOB0023,JOB0856,Engineering,Finance,"Chicago, US","Toronto, CA",EMP0345,EMP0114,2020-10-01,career_growth,cancelled
XFR0203,EMP0421,department,JOB0771,JOB0272,Operations,Product,"Toronto, CA","Denver, US",EMP0050,EMP0972,2024-10-21,career_growth,cancelled
XFR0204,EMP0809,manager,JOB0802,JOB0203,Engineering,Product,"London, UK","Chicago, US",EMP0435,EMP0056,2025-05-30,employee_request,pending
XFR0205,EMP0861,manager,JOB0121,JOB0975,HR,IT,"Toronto, CA","London, UK",EMP0309,EMP0102,2025-05-21,business_need,completed
XFR0206,EMP0440,department,JOB0331,JOB0635,IT,Facilities,"London, UK","Chicago, US",EMP0046,EMP0968,2026-04-07,backfill,pending
XFR0207,EMP0525,manager,JOB0177,JOB0483,Data,Legal,"Dallas, US","Chicago, US",EMP0507,EMP0568,2017-08-21,business_need,completed
XFR0208,EMP0460,entity,JOB0903,JOB0611,Customer Success,Marketing,"Toronto, CA","Hyderabad, IN",EMP0175,EMP0089,2025-10-12,business_need,approved
XFR0209,EMP0225,department,JOB0732,JOB0963,Engineering,IT,"Atlanta, US","Seattle, US",EMP0375,EMP0764,2020-09-15,business_need,completed
XFR0210,EMP0304,temporary,JOB0095,JOB0185,Sales,Marketing,"London, UK","Dallas, US",EMP0058,EMP0834,2025-08-23,org_redesign,approved
XFR0211,EMP0432,entity,JOB0647,JOB0713,Operations,Finance,"Austin, US","Hyderabad, IN",EMP0201,EMP0775,2026-03-22,backfill,approved
XFR0212,EMP0699,location,JOB0574,JOB0741,Sales,Operations,"London, UK","San Francisco, US",EMP0511,EMP0911,2026-07-20,backfill,cancelled
XFR0213,EMP0433,location,JOB0841,JOB0131,Supply Chain,Data,"Austin, US","Atlanta, US",EMP0717,EMP0542,2024-01-06,org_redesign,pending
XFR0214,EMP0390,entity,JOB0767,JOB0881,Facilities,Legal,"Chicago, US","Hyderabad, IN",EMP0630,EMP0405,2026-07-02,business_need,approved
XFR0215,EMP0440,entity,JOB0107,JOB0783,Facilities,Customer Success,"Chicago, US","Austin, US",EMP0077,EMP0085,2023-12-16,employee_request,completed
XFR0216,EMP0163,manager,JOB0423,JOB0416,Engineering,Engineering,"San Francisco, US","Bengaluru, IN",EMP0674,EMP0568,2026-05-13,backfill,cancelled
XFR0217,EMP0172,manager,JOB0010,JOB0419,HR,Product,"Austin, US","Atlanta, US",EMP0512,EMP0694,2017-09-29,org_redesign,pending
XFR0218,EMP0757,temporary,JOB0084,JOB0229,HR,Operations,"Toronto, CA","Chicago, US",EMP0957,EMP0754,2020-06-10,career_growth,approved
XFR0219,EMP0421,temporary,JOB0415,JOB0090,Supply Chain,Operations,"Toronto, CA","Chicago, US",EMP0470,EMP0637,2020-04-04,employee_request,pending
XFR0220,EMP0439,temporary,JOB0594,JOB0162,IT,Product,"Chicago, US","Austin, US",EMP0476,EMP0595,2026-01-14,business_need,completed
XFR0221,EMP0191,department,JOB0464,JOB0866,Supply Chain,Data,"New York, US","Hyderabad, IN",EMP0172,EMP0611,2025-03-22,backfill,completed
XFR0222,EMP0304,entity,JOB0256,JOB0603,Marketing,Supply Chain,"Toronto, CA","Chicago, US",EMP0757,EMP0823,2022-09-16,org_redesign,cancelled
XFR0223,EMP0328,temporary,JOB0539,JOB0588,Finance,Customer Success,"Austin, US","San Francisco, US",EMP0978,EMP0286,2021-05-05,org_redesign,pending
XFR0224,EMP0545,entity,JOB0078,JOB0873,Marketing,HR,"London, UK","Austin, US",EMP0081,EMP0320,2022-03-20,employee_request,completed
XFR0225,EMP0882,temporary,JOB0573,JOB0678,Marketing,HR,"San Francisco, US","Seattle, US",EMP0062,EMP0052,2026-05-04,business_need,cancelled
XFR0226,EMP0618,entity,JOB0495,JOB0657,Security,Facilities,"Austin, US","Denver, US",EMP0042,EMP0445,2026-05-26,backfill,completed
XFR0227,EMP0005,entity,JOB0627,JOB0580,Security,Marketing,"San Francisco, US","Chicago, US",EMP0883,EMP0405,2025-12-20,business_need,approved
XFR0228,EMP0672,department,JOB0001,JOB0666,Supply Chain,HR,"Denver, US","Bengaluru, IN",EMP0700,EMP0573,2025-03-25,career_growth,approved
XFR0229,EMP0291,temporary,JOB0321,JOB0419,Facilities,Product,"Chicago, US","Atlanta, US",EMP0322,EMP0969,2018-01-01,business_need,approved
XFR0230,EMP0409,location,JOB0034,JOB0551,Facilities,Engineering,"San Francisco, US","London, UK",EMP0636,EMP0567,2023-10-29,backfill,approved
XFR0231,EMP0435,location,JOB0535,JOB0985,Marketing,Marketing,"Atlanta, US","Hyderabad, IN",EMP0105,EMP0213,2022-01-13,backfill,cancelled
XFR0232,EMP0770,temporary,JOB0607,JOB0981,Facilities,IT,"Chicago, US","Hyderabad, IN",EMP0929,EMP0944,2025-01-18,career_growth,pending
XFR0233,EMP0946,location,JOB0657,JOB0081,Facilities,Finance,"Denver, US","San Francisco, US",EMP0178,EMP0739,2024-07-24,employee_request,pending
XFR0234,EMP0202,department,JOB0391,JOB0575,Customer Success,Engineering,"London, UK","Atlanta, US",EMP0927,EMP0831,2021-03-20,employee_request,approved
XFR0235,EMP0127,entity,JOB0402,JOB0821,Operations,Finance,"Dallas, US","Hyderabad, IN",EMP0307,EMP0136,2026-02-06,business_need,cancelled
XFR0236,EMP0539,location,JOB0969,JOB0066,Marketing,Facilities,"Hyderabad, IN","Denver, US",EMP0374,EMP0651,2026-07-05,backfill,pending
XFR0237,EMP0561,temporary,JOB0743,JOB0257,Supply Chain,Operations,"Austin, US","San Francisco, US",EMP0777,EMP0042,2024-08-09,career_growth,pending
XFR0238,EMP0012,location,JOB0067,JOB0144,Sales,Supply Chain,"London, UK","San Francisco, US",EMP0455,EMP0981,2019-03-25,backfill,completed
XFR0239,EMP0643,location,JOB0547,JOB0824,Product,HR,"San Francisco, US","London, UK",EMP0653,EMP0441,2024-05-02,org_redesign,approved
XFR0240,EMP0580,department,JOB0411,JOB0194,Operations,IT,"Atlanta, US","San Francisco, US",EMP0219,EMP0830,2016-02-04,business_need,approved
XFR0241,EMP0039,location,JOB0933,JOB0543,Marketing,Security,"London, UK","Chicago, US",EMP0683,EMP0299,2026-01-05,business_need,cancelled
XFR0242,EMP0715,location,JOB0150,JOB0073,Product,Engineering,"New York, US","Dallas, US",EMP0472,EMP0666,2018-02-12,career_growth,approved
XFR0243,EMP0222,temporary,JOB0173,JOB0480,HR,Operations,"Dallas, US","London, UK",EMP0095,EMP0754,2024-02-03,backfill,completed
XFR0244,EMP0683,entity,JOB0768,JOB0333,Facilities,Supply Chain,"Toronto, CA","New York, US",EMP0891,EMP0599,2022-11-26,employee_request,completed
XFR0245,EMP0544,temporary,JOB0122,JOB0498,Finance,HR,"Seattle, US","San Francisco, US",EMP0890,EMP0158,2024-12-25,employee_request,completed
XFR0246,EMP0641,department,JOB0649,JOB0767,Security,Facilities,"Austin, US","Chicago, US",EMP0412,EMP0086,2025-11-27,backfill,completed
XFR0247,EMP0600,location,JOB0793,JOB0577,HR,Customer Success,"Seattle, US","Chicago, US",EMP0089,EMP0631,2025-10-18,org_redesign,cancelled
XFR0248,EMP0125,entity,JOB0263,JOB0985,Data,Marketing,"Dallas, US","Hyderabad, IN",EMP0669,EMP0920,2024-10-28,org_redesign,pending
XFR0249,EMP0390,department,JOB0398,JOB0777,Sales,HR,"Chicago, US","Austin, US",EMP0408,EMP0534,2024-08-13,business_need,approved
XFR0250,EMP0856,manager,JOB0928,JOB0804,HR,Data,"San Francisco, US","San Francisco, US",EMP0752,EMP0657,2022-07-07,org_redesign,pending
XFR0251,EMP0510,temporary,JOB0182,JOB0963,Product,IT,"Hyderabad, IN","Seattle, US",EMP0155,EMP0870,2023-12-13,employee_request,pending
XFR0252,EMP0526,entity,JOB0342,JOB0931,Security,Engineering,"Chicago, US","Toronto, CA",EMP0038,EMP0119,2018-09-26,business_need,approved
XFR0253,EMP0762,temporary,JOB0387,JOB0988,Security,Supply Chain,"Austin, US","Dallas, US",EMP0636,EMP0446,2024-07-04,org_redesign,pending
XFR0254,EMP0360,temporary,JOB0110,JOB0858,IT,Security,"London, UK","Hyderabad, IN",EMP0026,EMP0089,2021-11-28,career_growth,completed
XFR0255,EMP0285,manager,JOB0821,JOB0343,Finance,Product,"Hyderabad, IN","San Francisco, US",EMP0926,EMP0009,2025-03-02,org_redesign,cancelled
XFR0256,EMP0761,department,JOB0672,JOB0906,Finance,Customer Success,"Dallas, US","Hyderabad, IN",EMP0798,EMP0391,2024-09-05,backfill,cancelled
XFR0257,EMP0379,location,JOB0808,JOB0888,Security,Product,"Bengaluru, IN","Seattle, US",EMP0676,EMP0225,2018-07-12,employee_request,cancelled
XFR0258,EMP0583,temporary,JOB0563,JOB0122,Marketing,Finance,"San Francisco, US","Seattle, US",EMP0654,EMP0678,2025-03-29,career_growth,completed
XFR0259,EMP0621,temporary,JOB0074,JOB0369,Operations,Legal,"Bengaluru, IN","Chicago, US",EMP0368,EMP0785,2022-04-15,org_redesign,completed
XFR0260,EMP0071,manager,JOB0918,JOB0051,Engineering,Security,"Chicago, US","Dallas, US",EMP0076,EMP0421,2025-10-06,business_need,completed
XFR0261,EMP0793,manager,JOB0668,JOB0586,Finance,Finance,"Toronto, CA","Chicago, US",EMP0448,EMP0182,2017-10-31,business_need,cancelled
XFR0262,EMP0147,department,JOB0941,JOB0385,Engineering,Customer Success,"London, UK","Toronto, CA",EMP0740,EMP0698,2025-11-21,business_need,pending
XFR0263,EMP0346,department,JOB0360,JOB0954,Sales,Supply Chain,"New York, US","Dallas, US",EMP0240,EMP0005,2026-06-27,career_growth,approved
XFR0264,EMP0956,temporary,JOB0764,JOB0121,Security,HR,"Dallas, US","Toronto, CA",EMP0081,EMP0009,2022-05-22,career_growth,pending
XFR0265,EMP0637,department,JOB0387,JOB0519,Security,Finance,"Austin, US","San Francisco, US",EMP0096,EMP0920,2022-01-26,backfill,cancelled
XFR0266,EMP0868,temporary,JOB0735,JOB0365,Legal,Product,"Bengaluru, IN","Austin, US",EMP0460,EMP0757,2025-12-05,employee_request,cancelled
XFR0267,EMP0025,temporary,JOB0465,JOB0287,Product,Marketing,"London, UK","Bengaluru, IN",EMP0638,EMP0753,2026-05-20,backfill,completed
XFR0268,EMP0970,temporary,JOB0992,JOB0015,Security,Facilities,"Dallas, US","New York, US",EMP0890,EMP0539,2025-12-05,career_growth,approved
XFR0269,EMP0213,manager,JOB0494,JOB0373,Product,Operations,"Denver, US","Austin, US",EMP0933,EMP0622,2018-11-02,career_growth,pending
XFR0270,EMP0610,manager,JOB0721,JOB0554,Product,HR,"Austin, US","Hyderabad, IN",EMP0768,EMP0492,2025-08-15,business_need,approved
XFR0271,EMP0075,entity,JOB0340,JOB0131,Facilities,Data,"London, UK","Atlanta, US",EMP0407,EMP0642,2023-05-05,business_need,approved
XFR0272,EMP0736,temporary,JOB0799,JOB0194,Operations,IT,"Seattle, US","San Francisco, US",EMP0737,EMP0567,2019-09-11,business_need,cancelled
XFR0273,EMP0853,location,JOB0604,JOB0030,IT,IT,"Dallas, US","Hyderabad, IN",EMP0910,EMP0225,2021-03-14,employee_request,pending
XFR0274,EMP0143,entity,JOB0624,JOB0814,Facilities,Customer Success,"Atlanta, US","Denver, US",EMP0789,EMP0974,2024-10-29,business_need,cancelled
XFR0275,EMP0936,location,JOB0853,JOB0539,Sales,Finance,"London, UK","Austin, US",EMP0653,EMP0240,2024-12-18,career_growth,pending
XFR0276,EMP0384,entity,JOB0764,JOB0970,Security,Facilities,"Dallas, US","Atlanta, US",EMP0689,EMP0262,2026-02-07,backfill,pending
XFR0277,EMP0373,location,JOB0853,JOB0828,Sales,Sales,"London, UK","Hyderabad, IN",EMP0227,EMP0324,2024-10-31,business_need,approved
XFR0278,EMP0780,temporary,JOB0434,JOB0196,Finance,HR,"Chicago, US","London, UK",EMP0838,EMP0311,2026-04-21,business_need,approved
XFR0279,EMP0089,department,JOB0401,JOB0630,HR,Sales,"London, UK","New York, US",EMP0924,EMP0372,2025-06-26,employee_request,approved
XFR0280,EMP0585,department,JOB0898,JOB0914,Legal,Security,"Dallas, US","Toronto, CA",EMP0607,EMP0610,2020-11-03,org_redesign,approved
XFR0281,EMP0071,location,JOB0791,JOB0621,Data,Security,"Seattle, US","Denver, US",EMP0362,EMP0366,2023-05-12,employee_request,approved
XFR0282,EMP0438,temporary,JOB0059,JOB0102,HR,Security,"San Francisco, US","Seattle, US",EMP0604,EMP0240,2025-07-06,backfill,cancelled
XFR0283,EMP0204,temporary,JOB0214,JOB0626,Customer Success,Sales,"London, UK","Bengaluru, IN",EMP0353,EMP0398,2026-03-23,backfill,approved
XFR0284,EMP0554,entity,JOB0094,JOB0743,Product,Supply Chain,"Hyderabad, IN","Austin, US",EMP0020,EMP0633,2024-10-24,employee_request,pending
XFR0285,EMP0622,manager,JOB0136,JOB0511,Sales,Legal,"New York, US","Bengaluru, IN",EMP0007,EMP0402,2026-02-06,backfill,approved
XFR0286,EMP0948,manager,JOB0626,JOB0827,Sales,Customer Success,"Bengaluru, IN","Hyderabad, IN",EMP0943,EMP0945,2023-07-22,org_redesign,pending
XFR0287,EMP0892,entity,JOB0980,JOB0006,Sales,Security,"Seattle, US","Bengaluru, IN",EMP0098,EMP0185,2026-05-11,business_need,approved
XFR0288,EMP0799,manager,JOB0703,JOB0607,HR,Facilities,"New York, US","Chicago, US",EMP0704,EMP0912,2026-02-21,employee_request,completed
XFR0289,EMP0798,temporary,JOB0517,JOB0732,IT,Engineering,"San Francisco, US","Atlanta, US",EMP0524,EMP0409,2021-01-21,backfill,pending
XFR0290,EMP0375,temporary,JOB0936,JOB0540,Customer Success,Marketing,"San Francisco, US","New York, US",EMP0950,EMP0202,2020-04-10,org_redesign,cancelled
XFR0291,EMP0219,department,JOB0189,JOB0581,Supply Chain,Marketing,"Bengaluru, IN","Chicago, US",EMP0499,EMP0998,2025-02-06,business_need,completed
XFR0292,EMP0943,department,JOB0133,JOB0383,IT,Legal,"New York, US","Denver, US",EMP0176,EMP0025,2024-04-12,employee_request,cancelled
XFR0293,EMP0987,temporary,JOB0810,JOB0001,Data,Supply Chain,"New York, US","Denver, US",EMP0295,EMP0744,2026-05-06,career_growth,approved
XFR0294,EMP0290,department,JOB0522,JOB0289,Marketing,Legal,"Toronto, CA","Austin, US",EMP0541,EMP0502,2024-02-01,employee_request,approved
XFR0295,EMP0200,temporary,JOB0865,JOB0780,Finance,Marketing,"Chicago, US","Denver, US",EMP0662,EMP0464,2024-02-02,org_redesign,approved
XFR0296,EMP0358,temporary,JOB0704,JOB0876,Product,Engineering,"New York, US","New York, US",EMP0180,EMP0160,2026-06-13,org_redesign,cancelled
XFR0297,EMP0377,temporary,JOB0870,JOB0814,Data,Customer Success,"London, UK","Denver, US",EMP0336,EMP0831,2024-08-27,employee_request,pending
XFR0298,EMP0892,location,JOB0090,JOB0521,Operations,HR,"Chicago, US","Chicago, US",EMP0660,EMP0078,2025-12-26,org_redesign,approved
XFR0299,EMP0606,entity,JOB0081,JOB0967,Finance,Sales,"San Francisco, US","Toronto, CA",EMP0503,EMP0407,2017-03-03,employee_request,cancelled
XFR0300,EMP0763,location,JOB0478,JOB0861,Finance,Marketing,"Denver, US","Bengaluru, IN",EMP0102,EMP0769,2023-07-13,business_need,approved
XFR0301,EMP0539,entity,JOB0123,JOB0815,Legal,HR,"New York, US","Dallas, US",EMP0129,EMP0773,2026-06-13,backfill,completed
XFR0302,EMP0197,temporary,JOB0640,JOB0934,Engineering,Legal,"Dallas, US","Denver, US",EMP0318,EMP0648,2025-11-23,org_redesign,approved
XFR0303,EMP0892,location,JOB0965,JOB0773,Engineering,Security,"San Francisco, US","Toronto, CA",EMP0167,EMP0931,2026-07-06,employee_request,approved
XFR0304,EMP0989,entity,JOB0869,JOB0056,Finance,Engineering,"Toronto, CA","Denver, US",EMP0011,EMP0482,2023-12-29,business_need,approved
XFR0305,EMP0563,temporary,JOB0389,JOB0794,Marketing,Finance,"New York, US","Dallas, US",EMP0301,EMP0861,2024-07-14,backfill,completed
XFR0306,EMP0323,department,JOB0942,JOB0009,IT,Security,"Chicago, US","Toronto, CA",EMP0906,EMP0766,2026-04-02,employee_request,cancelled
XFR0307,EMP0361,temporary,JOB0587,JOB0453,IT,Operations,"Toronto, CA","San Francisco, US",EMP0461,EMP0074,2026-06-30,career_growth,cancelled
XFR0308,EMP0804,entity,JOB0484,JOB0935,IT,Engineering,"London, UK","London, UK",EMP0295,EMP0216,2022-12-11,org_redesign,approved
XFR0309,EMP0282,location,JOB0757,JOB0242,Finance,Facilities,"Atlanta, US","San Francisco, US",EMP0684,EMP0717,2020-09-27,career_growth,approved
XFR0310,EMP0019,location,JOB0312,JOB0597,Facilities,HR,"Austin, US","Atlanta, US",EMP0673,EMP0432,2025-06-04,career_growth,completed
XFR0311,EMP0474,department,JOB0365,JOB0026,Product,Operations,"Austin, US","Dallas, US",EMP0052,EMP0767,2024-08-18,career_growth,cancelled
XFR0312,EMP0354,temporary,JOB0954,JOB0564,Supply Chain,Sales,"Dallas, US","San Francisco, US",EMP0287,EMP0174,2020-07-25,backfill,completed
XFR0313,EMP0948,entity,JOB0886,JOB0777,Customer Success,HR,"Toronto, CA","Austin, US",EMP0630,EMP0538,2023-03-15,career_growth,approved
XFR0314,EMP0688,location,JOB0775,JOB0498,Product,HR,"Bengaluru, IN","San Francisco, US",EMP0694,EMP0604,2025-07-12,org_redesign,cancelled
XFR0315,EMP0553,entity,JOB0283,JOB0663,IT,Finance,"Denver, US","New York, US",EMP0376,EMP0678,2023-10-06,org_redesign,approved
XFR0316,EMP0400,department,JOB0300,JOB0472,Security,Legal,"Seattle, US","London, UK",EMP0635,EMP0032,2025-06-12,org_redesign,cancelled
XFR0317,EMP0263,location,JOB0500,JOB0541,Product,Operations,"Dallas, US","San Francisco, US",EMP0529,EMP0878,2020-04-25,backfill,completed
XFR0318,EMP0028,temporary,JOB0446,JOB0721,Data,Product,"Seattle, US","Austin, US",EMP0687,EMP0304,2021-05-12,career_growth,approved
XFR0319,EMP0144,manager,JOB0076,JOB0649,Security,Security,"Chicago, US","Austin, US",EMP0224,EMP0413,2018-09-11,career_growth,approved
XFR0320,EMP0470,entity,JOB0727,JOB0150,Data,Product,"Bengaluru, IN","New York, US",EMP0974,EMP0317,2025-12-04,org_redesign,approved
XFR0321,EMP0625,department,JOB0747,JOB0546,Supply Chain,Product,"Toronto, CA","Denver, US",EMP0372,EMP0080,2025-09-13,backfill,cancelled
XFR0322,EMP0997,manager,JOB0248,JOB0771,Facilities,Operations,"New York, US","Toronto, CA",EMP0115,EMP0274,2026-07-23,career_growth,pending
XFR0323,EMP0934,department,JOB0570,JOB0991,Legal,Finance,"Bengaluru, IN","Toronto, CA",EMP0864,EMP0253,2026-04-02,org_redesign,pending
XFR0324,EMP0243,department,JOB0668,JOB0177,Finance,Data,"Toronto, CA","Dallas, US",EMP0953,EMP0702,2023-12-02,employee_request,approved
XFR0325,EMP0317,temporary,JOB0786,JOB0419,HR,Product,"Chicago, US","Atlanta, US",EMP0740,EMP0751,2015-10-13,org_redesign,approved
XFR0326,EMP0531,manager,JOB0205,JOB0193,Engineering,Data,"Toronto, CA","Bengaluru, IN",EMP0050,EMP0843,2025-10-16,career_growth,approved
XFR0327,EMP0547,temporary,JOB0596,JOB0246,Facilities,Security,"New York, US","Atlanta, US",EMP0808,EMP0309,2017-07-20,org_redesign,pending
XFR0328,EMP0492,department,JOB0488,JOB0342,Sales,Security,"Seattle, US","Chicago, US",EMP0684,EMP0980,2022-04-14,backfill,cancelled
XFR0329,EMP0607,entity,JOB0079,JOB0823,Sales,IT,"New York, US","Atlanta, US",EMP0677,EMP0100,2026-08-02,employee_request,cancelled
XFR0330,EMP0591,entity,JOB0276,JOB0042,Engineering,Marketing,"Hyderabad, IN","Atlanta, US",EMP0312,EMP0610,2026-05-10,career_growth,pending
XFR0331,EMP0064,temporary,JOB0696,JOB0367,IT,Finance,"Chicago, US","Toronto, CA",EMP0584,EMP0291,2021-11-25,org_redesign,completed
XFR0332,EMP0646,location,JOB0322,JOB0178,IT,Finance,"Seattle, US","Austin, US",EMP0317,EMP0834,2022-07-22,business_need,completed
XFR0333,EMP0020,department,JOB0909,JOB0398,Finance,Sales,"Hyderabad, IN","Chicago, US",EMP0923,EMP0298,2026-02-28,org_redesign,approved
XFR0334,EMP0264,manager,JOB0991,JOB0371,Finance,Finance,"Toronto, CA","Hyderabad, IN",EMP0330,EMP0297,2022-10-07,business_need,completed
XFR0335,EMP0714,location,JOB0500,JOB0914,Product,Security,"Dallas, US","Toronto, CA",EMP0636,EMP0538,2023-02-20,backfill,cancelled
XFR0336,EMP0337,department,JOB0388,JOB0670,Data,Finance,"Atlanta, US","London, UK",EMP0955,EMP0619,2023-06-29,employee_request,cancelled
XFR0337,EMP0861,entity,JOB0344,JOB0325,Finance,HR,"Dallas, US","Bengaluru, IN",EMP0050,EMP0008,2025-04-27,backfill,pending
XFR0338,EMP0485,temporary,JOB0886,JOB0345,Customer Success,IT,"Toronto, CA","Dallas, US",EMP0469,EMP0764,2026-07-31,career_growth,completed
XFR0339,EMP0855,entity,JOB0249,JOB0032,Data,Security,"Dallas, US","Dallas, US",EMP0896,EMP0457,2023-07-01,career_growth,pending
XFR0340,EMP0429,department,JOB0280,JOB0227,Operations,Sales,"Denver, US","Dallas, US",EMP0440,EMP0904,2023-09-22,career_growth,approved
XFR0341,EMP0254,entity,JOB0657,JOB0839,Facilities,Supply Chain,"Denver, US","Hyderabad, IN",EMP0385,EMP0574,2026-03-04,business_need,approved
XFR0342,EMP0885,temporary,JOB0953,JOB0028,Customer Success,HR,"Atlanta, US","Seattle, US",EMP0269,EMP0674,2026-03-25,org_redesign,cancelled
XFR0343,EMP0931,department,JOB0928,JOB0039,HR,Data,"San Francisco, US","Toronto, CA",EMP0087,EMP0327,2018-08-03,career_growth,completed
XFR0344,EMP0944,department,JOB0658,JOB0311,Finance,HR,"London, UK","Toronto, CA",EMP0632,EMP0926,2024-03-20,career_growth,approved
XFR0345,EMP0920,location,JOB0146,JOB0543,Engineering,Security,"Chicago, US","Chicago, US",EMP0336,EMP0480,2023-06-27,backfill,cancelled
XFR0346,EMP0576,department,JOB0899,JOB0541,Supply Chain,Operations,"Atlanta, US","San Francisco, US",EMP0919,EMP0965,2026-04-24,business_need,approved
XFR0347,EMP0144,department,JOB0762,JOB0999,Security,Legal,"Toronto, CA","Hyderabad, IN",EMP0462,EMP0450,2016-06-25,business_need,cancelled
XFR0348,EMP0964,entity,JOB0214,JOB0272,Customer Success,Product,"London, UK","Denver, US",EMP0124,EMP0840,2025-03-10,employee_request,pending
XFR0349,EMP0636,manager,JOB0918,JOB0790,Engineering,Security,"Chicago, US","Atlanta, US",EMP0473,EMP0509,2025-05-15,org_redesign,cancelled
XFR0350,EMP0497,temporary,JOB0787,JOB0104,Operations,Marketing,"New York, US","Austin, US",EMP0808,EMP0636,2020-09-11,org_redesign,cancelled
XFR0351,EMP0212,manager,JOB0524,JOB0476,Product,Engineering,"Atlanta, US","Austin, US",EMP0774,EMP0120,2021-03-28,backfill,cancelled
XFR0352,EMP0176,location,JOB0598,JOB0166,Sales,Security,"London, UK","Austin, US",EMP0970,EMP0547,2023-03-17,org_redesign,approved
XFR0353,EMP0373,department,JOB0530,JOB0771,Marketing,Operations,"Atlanta, US","Toronto, CA",EMP0792,EMP0658,2024-06-23,career_growth,cancelled
XFR0354,EMP0326,department,JOB0546,JOB0983,Product,HR,"Denver, US","San Francisco, US",EMP0651,EMP0425,2020-07-24,employee_request,pending
XFR0355,EMP0163,location,JOB0694,JOB0476,IT,Engineering,"New York, US","Austin, US",EMP0827,EMP0488,2022-11-14,career_growth,approved
XFR0356,EMP0199,entity,JOB0194,JOB0711,IT,Sales,"San Francisco, US","Bengaluru, IN",EMP0218,EMP0444,2019-04-03,business_need,pending
