grade_id,grade_code,grade_name,grade_level,step,job_family,min_salary,mid_salary,max_salary,currency,is_executive,effective_from
GRD0246,G06,Grade 6 Step 1,6,1,People Operations,103159.66,125043.14,154136.03,USD,false,2014-06-30
GRD0247,G07,Grade 7 Step 1,7,1,IT Operations,114885.69,136375.82,168864.40,USD,false,2014-07-30
GRD0248,G08,Grade 8 Step 1,8,1,Product Management,130548.06,147950.67,188230.65,USD,false,2014-08-29
GRD0249,G09,Grade 9 Step 1,9,1,Sales,138130.23,166202.32,200906.41,USD,false,2014-09-28
GRD0250,G10,Grade 10 Step 1,10,1,Customer Support,149447.20,177842.75,222551.17,USD,true,2014-10-28
GRD0251,G11,Grade 11 Step 1,11,1,Data Science,164147.00,191155.37,240705.54,USD,true,2014-11-27
GRD0252,G12,Grade 12 Step 1,12,1,Product Management,173840.50,206010.45,255481.59,USD,true,2014-12-27
GRD0253,G01,Grade 1 Step 2,1,2,Legal,51395.10,60346.40,69859.32,USD,false,2014-01-31
GRD0254,G02,Grade 2 Step 2,2,2,Sales,57917.15,74325.99,86162.12,USD,false,2014-03-02
GRD0255,G03,Grade 3 Step 2,3,2,Finance & Accounting,69635.48,82779.71,107595.86,USD,false,2014-04-01
GRD0256,G04,Grade 4 Step 2,4,2,Sales,80396.04,98180.17,124408.10,USD,false,2014-05-01
GRD0257,G05,Grade 5 Step 2,5,2,Software Engineering,95313.47,109762.00,137768.59,USD,false,2014-05-31
GRD0258,G06,Grade 6 Step 2,6,2,Customer Support,105863.56,125076.59,153578.60,USD,false,2014-06-30
GRD0259,G07,Grade 7 Step 2,7,2,People Operations,115686.41,135694.89,170825.70,USD,false,2014-07-30
GRD0260,G08,Grade 8 Step 2,8,2,Finance & Accounting,127740.42,150224.63,184201.61,USD,false,2014-08-29
GRD0261,G09,Grade 9 Step 2,9,2,Legal,142144.95,163635.38,204385.06,USD,false,2014-09-28
GRD0262,G10,Grade 10 Step 2,10,2,Legal,152177.06,176812.19,218611.29,USD,true,2014-10-28
GRD0263,G11,Grade 11 Step 2,11,2,Customer Support,161191.76,187338.13,236686.46,USD,true,2014-11-27
GRD0264,G12,Grade 12 Step 2,12,2,Finance & Accounting,170622.90,203149.57,254525.14,USD,true,2014-12-27
GRD0265,G01,Grade 1 Step 3,1,3,Software Engineering,46669.67,55523.87,76234.59,USD,false,2014-01-31
GRD0266,G02,Grade 2 Step 3,2,3,Finance & Accounting,62233.34,71379.22,85280.54,USD,false,2014-03-02
GRD0267,G03,Grade 3 Step 3,3,3,IT Operations,74162.15,85578.95,108107.85,USD,false,2014-04-01
GRD0268,G04,Grade 4 Step 3,4,3,Software Engineering,85181.71,101173.26,124189.23,USD,false,2014-05-01
GRD0269,G05,Grade 5 Step 3,5,3,Data Science,92532.34,114298.92,138648.62,USD,false,2014-05-31
GRD0270,G06,Grade 6 Step 3,6,3,Product Management,106661.67,125725.45,152844.71,USD,false,2014-06-30
GRD0271,G07,Grade 7 Step 3,7,3,Finance & Accounting,117459.01,135715.32,170261.86,USD,false,2014-07-30
GRD0272,G08,Grade 8 Step 3,8,3,Legal,126732.83,152827.82,185238.31,USD,false,2014-08-29
GRD0273,G09,Grade 9 Step 3,9,3,IT Operations,142017.03,163737.74,205636.29,USD,false,2014-09-28
GRD0274,G10,Grade 10 Step 3,10,3,Legal,150570.23,175851.63,217380.19,USD,true,2014-10-28
GRD0275,G11,Grade 11 Step 3,11,3,Product Management,161210.07,191267.35,235993.21,USD,true,2014-11-27
GRD0276,G12,Grade 12 Step 3,12,3,Finance & Accounting,175336.60,201264.32,256894.50,USD,true,2014-12-27
GRD0277,G01,Grade 1 Step 4,1,4,Data Science,50937.13,54960.14,75683.99,USD,false,2014-01-31
GRD0278,G02,Grade 2 Step 4,2,4,Customer Support,60928.63,71852.30,92424.36,USD,false,2014-03-02
GRD0279,G03,Grade 3 Step 4,3,4,Data Science,70391.92,84771.34,108731.92,USD,false,2014-04-01
GRD0280,G04,Grade 4 Step 4,4,4,Finance & Accounting,81707.78,101134.44,122854.74,USD,false,2014-05-01
GRD0281,G05,Grade 5 Step 4,5,4,Finance & Accounting,93336.56,108086.56,136390.41,USD,false,2014-05-31
GRD0282,G06,Grade 6 Step 4,6,4,Legal,106998.68,121083.21,158008.49,USD,false,2014-06-30
GRD0283,G07,Grade 7 Step 4,7,4,Marketing,115697.32,140640.10,174975.06,USD,false,2014-07-30
GRD0284,G08,Grade 8 Step 4,8,4,Finance & Accounting,129419.27,152355.13,185911.62,USD,false,2014-08-29
GRD0285,G09,Grade 9 Step 4,9,4,Marketing,139974.40,163407.41,204953.10,USD,false,2014-09-28
GRD0286,G10,Grade 10 Step 4,10,4,Software Engineering,148376.82,175218.09,222695.56,USD,true,2014-10-28
GRD0287,G11,Grade 11 Step 4,11,4,Software Engineering,159162.76,190788.14,236213.50,USD,true,2014-11-27
GRD0288,G12,Grade 12 Step 4,12,4,IT Operations,172179.70,201647.39,255158.48,USD,true,2014-12-27
GRD0289,G01,Grade 1 Step 5,1,5,Legal,47215.55,57152.02,75426.81,USD,false,2014-01-31
GRD0290,G02,Grade 2 Step 5,2,5,Product Management,58462.80,74312.48,86913.45,USD,false,2014-03-02
GRD0291,G03,Grade 3 Step 5,3,5,Product Management,71558.01,81514.31,102591.71,USD,false,2014-04-01
GRD0292,G04,Grade 4 Step 5,4,5,Marketing,82512.45,96123.25,117974.15,USD,false,2014-05-01
GRD0293,G05,Grade 5 Step 5,5,5,IT Operations,96631.80,111628.60,139395.58,USD,false,2014-05-31
GRD0294,G06,Grade 6 Step 5,6,5,Legal,108133.92,125811.30,153080.79,USD,false,2014-06-30
GRD0295,G07,Grade 7 Step 5,7,5,Software Engineering,114136.82,137642.54,170970.40,USD,false,2014-07-30
GRD0296,G08,Grade 8 Step 5,8,5,Sales,126053.80,153491.02,184904.91,USD,false,2014-08-29
GRD0297,G09,Grade 9 Step 5,9,5,Legal,139592.41,166917.35,201758.30,USD,false,2014-09-28
GRD0298,G10,Grade 10 Step 5,10,5,Sales,150642.08,178084.59,222648.03,USD,true,2014-10-28
GRD0299,G11,Grade 11 Step 5,11,5,People Operations,163614.23,188080.01,236262.17,USD,true,2014-11-27
GRD0300,G12,Grade 12 Step 5,12,5,Marketing,173756.28,206959.02,256372.14,USD,true,2014-12-27
GRD0301,G01,Grade 1 Step 6,1,6,Customer Support,50627.06,54668.81,75564.48,USD,false,2014-01-31
GRD0302,G02,Grade 2 Step 6,2,6,Customer Support,58144.50,72373.17,86325.25,USD,false,2014-03-02
GRD0303,G03,Grade 3 Step 6,3,6,Data Science,70447.01,85518.74,102406.92,USD,false,2014-04-01
GRD0304,G04,Grade 4 Step 6,4,6,Marketing,84329.03,96135.32,122651.43,USD,false,2014-05-01
GRD0305,G05,Grade 5 Step 6,5,6,People Operations,95418.08,113854.20,142788.81,USD,false,2014-05-31
GRD0306,G06,Grade 6 Step 6,6,6,Marketing,106402.85,127409.47,152809.09,USD,false,2014-06-30
GRD0307,G07,Grade 7 Step 6,7,6,IT Operations,113968.06,135771.54,169505.19,USD,false,2014-07-30
GRD0308,G08,Grade 8 Step 6,8,6,Sales,130660.66,152348.44,186819.26,USD,false,2014-08-29
GRD0309,G09,Grade 9 Step 6,9,6,People Operations,138288.22,162075.26,208359.02,USD,false,2014-09-28
GRD0310,G10,Grade 10 Step 6,10,6,IT Operations,150356.07,179444.01,223079.46,USD,true,2014-10-28
GRD0311,G11,Grade 11 Step 6,11,6,Software Engineering,161408.01,191874.90,238512.94,USD,true,2014-11-27
GRD0312,G12,Grade 12 Step 6,12,6,Marketing,174713.67,202801.79,255173.49,USD,true,2014-12-27
GRD0313,G01,Grade 1 Step 7,1,7,Legal,51773.03,55622.70,68513.29,USD,false,2014-01-31
GRD0314,G02,Grade 2 Step 7,2,7,Data Science,61320.35,68966.50,93242.65,USD,false,2014-03-02
GRD0315,G03,Grade 3 Step 7,3,7,Software Engineering,69094.80,82029.98,106894.33,USD,false,2014-04-01
GRD0316,G04,Grade 4 Step 7,4,7,Software Engineering,84242.95,99383.82,118442.23,USD,false,2014-05-01
GRD0317,G05,Grade 5 Step 7,5,7,Legal,95864.02,108900.25,142639.41,USD,false,2014-05-31
GRD0318,G06,Grade 6 Step 7,6,7,IT Operations,107864.86,121205.04,158422.21,USD,false,2014-06-30
GRD0319,G07,Grade 7 Step 7,7,7,People Operations,114506.99,135394.49,168434.49,USD,false,2014-07-30
GRD0320,G08,Grade 8 Step 7,8,7,Software Engineering,130687.36,153486.67,190501.14,USD,false,2014-08-29
GRD0321,G09,Grade 9 Step 7,9,7,Data Science,141200.23,164782.60,203009.78,USD,false,2014-09-28
GRD0322,G10,Grade 10 Step 7,10,7,Data Science,148380.51,179114.57,222637.01,USD,true,2014-10-28
GRD0323,G11,Grade 11 Step 7,11,7,Marketing,160715.50,189798.98,233774.17,USD,true,2014-11-27
GRD0324,G12,Grade 12 Step 7,12,7,Marketing,175540.02,200434.02,256678.73,USD,true,2014-12-27
GRD0325,G01,Grade 1 Step 8,1,8,Finance & Accounting,50942.83,58778.86,72387.46,USD,false,2014-01-31
GRD0326,G02,Grade 2 Step 8,2,8,Marketing,61298.69,68063.77,88373.94,USD,false,2014-03-02
GRD0327,G03,Grade 3 Step 8,3,8,People Operations,71955.47,81753.27,105388.38,USD,false,2014-04-01
GRD0328,G04,Grade 4 Step 8,4,8,Software Engineering,83309.67,95794.36,125311.81,USD,false,2014-05-01
GRD0329,G05,Grade 5 Step 8,5,8,Data Science,94765.93,109506.06,138167.25,USD,false,2014-05-31
GRD0330,G06,Grade 6 Step 8,6,8,IT Operations,103822.43,126009.05,159371.59,USD,false,2014-06-30
GRD0331,G07,Grade 7 Step 8,7,8,Software Engineering,115918.62,134635.25,173464.91,USD,false,2014-07-30
GRD0332,G08,Grade 8 Step 8,8,8,Product Management,130792.37,151288.63,192255.91,USD,false,2014-08-29
GRD0333,G09,Grade 9 Step 8,9,8,IT Operations,137889.52,166937.70,202978.42,USD,false,2014-09-28
GRD0334,G10,Grade 10 Step 8,10,8,Sales,153105.57,175247.54,218492.45,USD,true,2014-10-28
GRD0335,G11,Grade 11 Step 8,11,8,Data Science,161719.31,193713.70,238434.58,USD,true,2014-11-27
GRD0336,G12,Grade 12 Step 8,12,8,Data Science,173767.82,202553.76,253585.96,USD,true,2014-12-27
GRD0337,G01,Grade 1 Step 9,1,9,People Operations,51661.90,59767.02,71922.12,USD,false,2014-01-31
GRD0338,G02,Grade 2 Step 9,2,9,Software Engineering,59853.98,69941.67,88504.52,USD,false,2014-03-02
GRD0339,G03,Grade 3 Step 9,3,9,IT Operations,71853.23,83692.21,108968.06,USD,false,2014-04-01
GRD0340,G04,Grade 4 Step 9,4,9,Sales,85691.09,95175.48,122999.01,USD,false,2014-05-01
GRD0341,G05,Grade 5 Step 9,5,9,Legal,95186.80,109929.55,137223.70,USD,false,2014-05-31
GRD0342,G06,Grade 6 Step 9,6,9,Product Management,107728.31,123857.12,155713.48,USD,false,2014-06-30
GRD0343,G07,Grade 7 Step 9,7,9,Finance & Accounting,114873.16,137002.71,174139.62,USD,false,2014-07-30
GRD0344,G08,Grade 8 Step 9,8,9,Legal,126474.96,149504.97,189543.30,USD,false,2014-08-29
GRD0345,G09,Grade 9 Step 9,9,9,Sales,139338.93,162270.63,207040.84,USD,false,2014-09-28
GRD0346,G10,Grade 10 Step 9,10,9,Legal,148509.20,174726.30,219197.89,USD,true,2014-10-28
GRD0347,G11,Grade 11 Step 9,11,9,Finance & Accounting,162379.73,189280.56,235631.09,USD,true,2014-11-27
GRD0348,G12,Grade 12 Step 9,12,9,Sales,171602.21,206689.28,258706.23,USD,true,2014-12-27
GRD0349,G01,Grade 1 Step 10,1,10,Product Management,52075.64,55326.30,71595.26,USD,false,2014-01-31
GRD0350,G02,Grade 2 Step 10,2,10,Product Management,62334.52,72909.72,88563.71,USD,false,2014-03-02
GRD0351,G03,Grade 3 Step 10,3,10,Sales,69554.68,87363.68,103765.69,USD,false,2014-04-01
GRD0352,G04,Grade 4 Step 10,4,10,People Operations,82875.87,94387.06,125243.57,USD,false,2014-05-01
GRD0353,G05,Grade 5 Step 10,5,10,People Operations,95463.27,110978.36,139860.51,USD,false,2014-05-31
GRD0354,G06,Grade 6 Step 10,6,10,Customer Support,102767.22,122524.77,157304.83,USD,false,2014-06-30
GRD0355,G07,Grade 7 Step 10,7,10,Software Engineering,118224.40,140240.23,171177.75,USD,false,2014-07-30
GRD0356,G08,Grade 8 Step 10,8,10,Legal,128565.26,151665.69,191296.70,USD,false,2014-08-29
GRD0357,G09,Grade 9 Step 10,9,10,Legal,141360.83,165114.22,206064.52,USD,false,2014-09-28
GRD0358,G10,Grade 10 Step 10,10,10,Customer Support,150139.28,175442.68,223105.61,USD,true,2014-10-28
GRD0359,G11,Grade 11 Step 10,11,10,People Operations,160265.40,189635.91,239740.22,USD,true,2014-11-27
GRD0360,G12,Grade 12 Step 10,12,10,Product Management,171551.61,203022.70,254051.05,USD,true,2014-12-27
GRD0361,G01,Grade 1 Step 1,1,1,Legal,51466.57,58200.94,73983.26,USD,false,2014-01-31
GRD0362,G02,Grade 2 Step 1,2,1,Product Management,62918.71,70113.57,84904.20,USD,false,2014-03-02
GRD0363,G03,Grade 3 Step 1,3,1,Customer Support,74240.29,81809.02,103510.55,USD,false,2014-04-01
GRD0364,G04,Grade 4 Step 1,4,1,Sales,81098.34,99694.36,125987.57,USD,false,2014-05-01
GRD0365,G05,Grade 5 Step 1,5,1,IT Operations,93438.49,113370.40,138346.01,USD,false,2014-05-31
GRD0366,G06,Grade 6 Step 1,6,1,Sales,106844.44,124284.12,156451.12,USD,false,2014-06-30
GRD0367,G07,Grade 7 Step 1,7,1,Finance & Accounting,116938.45,136806.41,175645.01,USD,false,2014-07-30
GRD0368,G08,Grade 8 Step 1,8,1,Sales,130927.98,148468.24,188431.46,USD,false,2014-08-29
GRD0369,G09,Grade 9 Step 1,9,1,Data Science,140637.46,164661.62,206030.27,USD,false,2014-09-28
GRD0370,G10,Grade 10 Step 1,10,1,Marketing,149211.60,176407.82,217177.29,USD,true,2014-10-28
GRD0371,G11,Grade 11 Step 1,11,1,People Operations,164212.78,191212.10,239414.62,USD,true,2014-11-27
GRD0372,G12,Grade 12 Step 1,12,1,Legal,171640.15,201648.55,256520.19,USD,true,2014-12-27
GRD0373,G01,Grade 1 Step 2,1,2,IT Operations,52129.11,61485.19,76568.60,USD,false,2014-01-31
GRD0374,G02,Grade 2 Step 2,2,2,Customer Support,58915.96,68742.16,91510.74,USD,false,2014-03-02
GRD0375,G03,Grade 3 Step 2,3,2,Sales,71665.36,84953.17,103292.89,USD,false,2014-04-01
GRD0376,G04,Grade 4 Step 2,4,2,Product Management,82226.12,98707.70,124936.62,USD,false,2014-05-01
GRD0377,G05,Grade 5 Step 2,5,2,People Operations,94141.66,109555.96,139135.06,USD,false,2014-05-31
GRD0378,G06,Grade 6 Step 2,6,2,Product Management,107211.30,123988.87,157695.99,USD,false,2014-06-30
GRD0379,G07,Grade 7 Step 2,7,2,Sales,115447.20,136570.42,169655.61,USD,false,2014-07-30
GRD0380,G08,Grade 8 Step 2,8,2,People Operations,129101.27,150522.83,190946.89,USD,false,2014-08-29
GRD0381,G09,Grade 9 Step 2,9,2,Marketing,138460.78,164940.38,203294.01,USD,false,2014-09-28
GRD0382,G10,Grade 10 Step 2,10,2,Customer Support,150115.61,178047.38,222748.65,USD,true,2014-10-28
GRD0383,G11,Grade 11 Step 2,11,2,Finance & Accounting,159739.65,188966.86,236915.33,USD,true,2014-11-27
GRD0384,G12,Grade 12 Step 2,12,2,Data Science,174940.63,206350.06,256887.34,USD,true,2014-12-27
GRD0385,G01,Grade 1 Step 3,1,3,Product Management,49543.50,57006.54,73304.93,USD,false,2014-01-31
GRD0386,G02,Grade 2 Step 3,2,3,Software Engineering,58902.68,68346.80,87339.56,USD,false,2014-03-02
GRD0387,G03,Grade 3 Step 3,3,3,Legal,69509.12,82059.85,103358.91,USD,false,2014-04-01
GRD0388,G04,Grade 4 Step 3,4,3,Customer Support,82186.89,95353.44,125672.75,USD,false,2014-05-01
GRD0389,G05,Grade 5 Step 3,5,3,IT Operations,92381.06,113673.83,139653.41,USD,false,2014-05-31
GRD0390,G06,Grade 6 Step 3,6,3,Data Science,106558.01,126918.00,157734.64,USD,false,2014-06-30
GRD0391,G07,Grade 7 Step 3,7,3,Marketing,115036.33,138755.27,172046.86,USD,false,2014-07-30
GRD0392,G08,Grade 8 Step 3,8,3,Customer Support,129056.76,148007.17,185021.40,USD,false,2014-08-29
GRD0393,G09,Grade 9 Step 3,9,3,People Operations,137734.69,161386.43,204784.04,USD,false,2014-09-28
GRD0394,G10,Grade 10 Step 3,10,3,Software Engineering,150443.34,179897.70,223103.64,USD,true,2014-10-28
GRD0395,G11,Grade 11 Step 3,11,3,Sales,161765.55,190597.84,241036.07,USD,true,2014-11-27
GRD0396,G12,Grade 12 Step 3,12,3,Software Engineering,171025.50,202312.72,256127.01,USD,true,2014-12-27
GRD0397,G01,Grade 1 Step 4,1,4,Customer Support,50333.23,60424.90,71515.26,USD,false,2014-01-31
GRD0398,G02,Grade 2 Step 4,2,4,People Operations,63537.21,72514.03,86369.48,USD,false,2014-03-02
GRD0399,G03,Grade 3 Step 4,3,4,Finance & Accounting,72644.63,81271.85,106602.20,USD,false,2014-04-01
GRD0400,G04,Grade 4 Step 4,4,4,Finance & Accounting,84897.44,94948.43,122050.98,USD,false,2014-05-01
GRD0401,G05,Grade 5 Step 4,5,4,Product Management,91595.06,112480.47,139799.27,USD,false,2014-05-31
GRD0402,G06,Grade 6 Step 4,6,4,Finance & Accounting,103191.54,125297.26,153881.31,USD,false,2014-06-30
GRD0403,G07,Grade 7 Step 4,7,4,IT Operations,117128.70,140270.09,169919.55,USD,false,2014-07-30
GRD0404,G08,Grade 8 Step 4,8,4,Finance & Accounting,127597.31,151022.79,191130.50,USD,false,2014-08-29
GRD0405,G09,Grade 9 Step 4,9,4,Marketing,138444.37,163831.74,203409.60,USD,false,2014-09-28
GRD0406,G10,Grade 10 Step 4,10,4,Marketing,152722.44,176029.19,218817.96,USD,true,2014-10-28
GRD0407,G11,Grade 11 Step 4,11,4,Customer Support,163488.54,189158.18,236328.69,USD,true,2014-11-27
GRD0408,G12,Grade 12 Step 4,12,4,Marketing,170833.20,206811.97,250880.35,USD,true,2014-12-27
GRD0409,G01,Grade 1 Step 5,1,5,Software Engineering,48770.67,58449.63,71783.25,USD,false,2014-01-31
GRD0410,G02,Grade 2 Step 5,2,5,Legal,57963.99,69922.80,84866.06,USD,false,2014-03-02
GRD0411,G03,Grade 3 Step 5,3,5,Sales,73734.55,84352.87,107950.36,USD,false,2014-04-01
GRD0412,G04,Grade 4 Step 5,4,5,Software Engineering,84782.65,100577.77,123151.26,USD,false,2014-05-01
GRD0413,G05,Grade 5 Step 5,5,5,Legal,92258.71,112173.53,140349.95,USD,false,2014-05-31
GRD0414,G06,Grade 6 Step 5,6,5,Data Science,103883.82,125352.32,154886.71,USD,false,2014-06-30
GRD0415,G07,Grade 7 Step 5,7,5,Product Management,114473.24,135225.96,167787.69,USD,false,2014-07-30
GRD0416,G08,Grade 8 Step 5,8,5,Data Science,130481.09,151724.45,187181.50,USD,false,2014-08-29
GRD0417,G09,Grade 9 Step 5,9,5,Product Management,140974.31,164303.50,202756.52,USD,false,2014-09-28
GRD0418,G10,Grade 10 Step 5,10,5,Marketing,148686.22,173886.26,217238.39,USD,true,2014-10-28
GRD0419,G11,Grade 11 Step 5,11,5,Legal,162607.70,193318.62,234064.82,USD,true,2014-11-27
GRD0420,G12,Grade 12 Step 5,12,5,Legal,173147.43,205790.82,256798.83,USD,true,2014-12-27
GRD0421,G01,Grade 1 Step 6,1,6,People Operations,49805.51,60963.54,72132.06,USD,false,2014-01-31
GRD0422,G02,Grade 2 Step 6,2,6,Software Engineering,61660.48,71947.65,93378.21,USD,false,2014-03-02
GRD0423,G03,Grade 3 Step 6,3,6,Product Management,71702.25,83920.68,102223.88,USD,false,2014-04-01
GRD0424,G04,Grade 4 Step 6,4,6,Customer Support,81400.00,95347.17,118008.95,USD,false,2014-05-01
GRD0425,G05,Grade 5 Step 6,5,6,Software Engineering,91450.96,112143.63,142916.09,USD,false,2014-05-31
GRD0426,G06,Grade 6 Step 6,6,6,Data Science,103917.51,121587.30,155011.36,USD,false,2014-06-30
GRD0427,G07,Grade 7 Step 6,7,6,Marketing,118097.74,135646.67,173795.69,USD,false,2014-07-30
GRD0428,G08,Grade 8 Step 6,8,6,Product Management,130532.24,149724.53,190444.96,USD,false,2014-08-29
GRD0429,G09,Grade 9 Step 6,9,6,Product Management,140641.07,161006.60,205953.12,USD,false,2014-09-28
GRD0430,G10,Grade 10 Step 6,10,6,Customer Support,150303.80,180083.19,219253.69,USD,true,2014-10-28
GRD0431,G11,Grade 11 Step 6,11,6,Software Engineering,163050.19,186953.67,233720.79,USD,true,2014-11-27
GRD0432,G12,Grade 12 Step 6,12,6,Legal,170552.33,202246.33,256416.44,USD,true,2014-12-27
GRD0433,G01,Grade 1 Step 7,1,7,Product Management,52048.15,60385.92,73533.43,USD,false,2014-01-31
GRD0434,G02,Grade 2 Step 7,2,7,Finance & Accounting,59828.27,71817.25,88596.49,USD,false,2014-03-02
GRD0435,G03,Grade 3 Step 7,3,7,Product Management,69763.63,86576.79,104476.91,USD,false,2014-04-01
GRD0436,G04,Grade 4 Step 7,4,7,Product Management,83848.23,97183.96,121201.99,USD,false,2014-05-01
GRD0437,G05,Grade 5 Step 7,5,7,Customer Support,96938.22,112938.91,139295.04,USD,false,2014-05-31
GRD0438,G06,Grade 6 Step 7,6,7,Marketing,104279.16,125040.75,156551.91,USD,false,2014-06-30
GRD0439,G07,Grade 7 Step 7,7,7,Legal,115826.17,138155.18,175899.24,USD,false,2014-07-30
GRD0440,G08,Grade 8 Step 7,8,7,Product Management,128645.67,149329.32,187696.35,USD,false,2014-08-29
GRD0441,G09,Grade 9 Step 7,9,7,Sales,138570.46,165150.27,205721.62,USD,false,2014-09-28
GRD0442,G10,Grade 10 Step 7,10,7,Sales,152338.38,175604.83,217077.04,USD,true,2014-10-28
GRD0443,G11,Grade 11 Step 7,11,7,Marketing,160415.71,187960.24,241533.89,USD,true,2014-11-27
GRD0444,G12,Grade 12 Step 7,12,7,Software Engineering,171777.18,201070.62,257806.54,USD,true,2014-12-27
GRD0445,G01,Grade 1 Step 8,1,8,Legal,47293.40,61355.06,75157.61,USD,false,2014-01-31
GRD0446,G02,Grade 2 Step 8,2,8,IT Operations,61687.91,74154.87,87804.11,USD,false,2014-03-02
GRD0447,G03,Grade 3 Step 8,3,8,Data Science,72080.74,84419.86,104636.24,USD,false,2014-04-01
GRD0448,G04,Grade 4 Step 8,4,8,Sales,81970.05,94697.17,121286.15,USD,false,2014-05-01
GRD0449,G05,Grade 5 Step 8,5,8,Sales,96827.23,111571.08,134487.06,USD,false,2014-05-31
GRD0450,G06,Grade 6 Step 8,6,8,People Operations,105333.74,121355.14,157894.21,USD,false,2014-06-30
GRD0451,G07,Grade 7 Step 8,7,8,Data Science,115244.51,137974.17,175204.76,USD,false,2014-07-30
GRD0452,G08,Grade 8 Step 8,8,8,IT Operations,127002.62,150692.56,185741.12,USD,false,2014-08-29
GRD0453,G09,Grade 9 Step 8,9,8,Sales,137489.17,161671.78,206577.92,USD,false,2014-09-28
GRD0454,G10,Grade 10 Step 8,10,8,Finance & Accounting,150991.69,176126.34,223786.89,USD,true,2014-10-28
GRD0455,G11,Grade 11 Step 8,11,8,Product Management,160288.32,193241.07,237848.19,USD,true,2014-11-27
GRD0456,G12,Grade 12 Step 8,12,8,Data Science,172264.83,203297.69,250830.00,USD,true,2014-12-27
GRD0457,G01,Grade 1 Step 9,1,9,Finance & Accounting,49933.90,57004.96,72761.56,USD,false,2014-01-31
GRD0458,G02,Grade 2 Step 9,2,9,Software Engineering,58224.30,69262.04,92322.90,USD,false,2014-03-02
GRD0459,G03,Grade 3 Step 9,3,9,Legal,71765.99,84988.57,103600.03,USD,false,2014-04-01
GRD0460,G04,Grade 4 Step 9,4,9,Marketing,82653.19,100830.85,124492.53,USD,false,2014-05-01
GRD0461,G05,Grade 5 Step 9,5,9,Legal,97046.99,109277.57,134732.89,USD,false,2014-05-31
GRD0462,G06,Grade 6 Step 9,6,9,Sales,108470.91,123359.59,151174.85,USD,false,2014-06-30
GRD0463,G07,Grade 7 Step 9,7,9,Software Engineering,117147.78,139982.60,171421.43,USD,false,2014-07-30
GRD0464,G08,Grade 8 Step 9,8,9,Data Science,130181.32,151614.91,191953.59,USD,false,2014-08-29
GRD0465,G09,Grade 9 Step 9,9,9,Data Science,137869.69,164319.89,206056.71,USD,false,2014-09-28
GRD0466,G10,Grade 10 Step 9,10,9,IT Operations,149908.14,176743.57,218440.16,USD,true,2014-10-28
GRD0467,G11,Grade 11 Step 9,11,9,Sales,164660.16,188404.88,233926.95,USD,true,2014-11-27
GRD0468,G12,Grade 12 Step 9,12,9,Marketing,175604.95,200509.01,254893.20,USD,true,2014-12-27
GRD0469,G01,Grade 1 Step 10,1,10,Software Engineering,51341.53,54949.59,75063.73,USD,false,2014-01-31
GRD0470,G02,Grade 2 Step 10,2,10,Customer Support,57999.58,68849.10,91323.95,USD,false,2014-03-02
GRD0471,G03,Grade 3 Step 10,3,10,Sales,72883.71,83136.67,106445.14,USD,false,2014-04-01
GRD0472,G04,Grade 4 Step 10,4,10,Data Science,82915.81,96864.65,121239.16,USD,false,2014-05-01
GRD0473,G05,Grade 5 Step 10,5,10,Finance & Accounting,94219.15,108688.18,136462.95,USD,false,2014-05-31
GRD0474,G06,Grade 6 Step 10,6,10,Product Management,107999.86,126905.97,154973.12,USD,false,2014-06-30
GRD0475,G07,Grade 7 Step 10,7,10,Sales,118564.00,135058.00,174651.96,USD,false,2014-07-30
GRD0476,G08,Grade 8 Step 10,8,10,Data Science,130597.77,153180.59,191665.10,USD,false,2014-08-29
GRD0477,G09,Grade 9 Step 10,9,10,Product Management,140926.06,167034.88,208517.49,USD,false,2014-09-28
GRD0478,G10,Grade 10 Step 10,10,10,People Operations,152542.29,177985.76,220963.88,USD,true,2014-10-28
GRD0479,G11,Grade 11 Step 10,11,10,Finance & Accounting,160735.60,188488.78,234590.89,USD,true,2014-11-27
GRD0480,G12,Grade 12 Step 10,12,10,Finance & Accounting,170922.33,201629.39,250614.26,USD,true,2014-12-27
GRD0481,G01,Grade 1 Step 1,1,1,Customer Support,49676.79,55623.51,75791.24,USD,false,2014-01-31
GRD0482,G02,Grade 2 Step 1,2,1,Marketing,60125.61,69552.62,85031.75,USD,false,2014-03-02
GRD0483,G03,Grade 3 Step 1,3,1,Legal,73837.79,83383.11,102791.01,USD,false,2014-04-01
GRD0484,G04,Grade 4 Step 1,4,1,Customer Support,80795.68,97447.67,122036.01,USD,false,2014-05-01
GRD0485,G05,Grade 5 Step 1,5,1,Product Management,97135.87,107917.29,142125.95,USD,false,2014-05-31
GRD0486,G06,Grade 6 Step 1,6,1,Sales,105921.56,126513.45,151965.50,USD,false,2014-06-30
GRD0487,G07,Grade 7 Step 1,7,1,Sales,119571.91,136956.21,169724.39,USD,false,2014-07-30
GRD0488,G08,Grade 8 Step 1,8,1,Sales,130545.59,147873.20,186496.33,USD,false,2014-08-29
GRD0489,G09,Grade 9 Step 1,9,1,Product Management,136698.39,165437.66,203062.90,USD,false,2014-09-28
GRD0490,G10,Grade 10 Step 1,10,1,Software Engineering,150195.48,177153.77,221468.01,USD,true,2014-10-28
GRD0491,G11,Grade 11 Step 1,11,1,Customer Support,158855.03,192617.49,238135.56,USD,true,2014-11-27
