leave_id,employee_id,leave_type,start_date,end_date,days_requested,days_approved,status,approver_id,reason,paid_flag,submitted_at
LVE0226,EMP0092,annual,2024-12-30,2025-01-07,9,9,cancelled,EMP0409,vacation,true,2024-12-21 00:00:00
LVE0227,EMP0275,parental,2016-11-13,2016-11-22,10,10,pending,EMP0591,illness,true,2016-11-05 00:00:00
LVE0228,EMP0747,personal,2016-09-12,2016-09-19,8,8,approved,EMP0253,travel,true,2016-08-27 00:00:00
LVE0229,EMP0976,personal,2018-10-01,2018-10-07,7,7,cancelled,EMP0017,personal matter,true,2018-09-28 00:00:00
LVE0230,EMP0681,personal,2025-05-26,2025-06-02,8,8,rejected,EMP0583,illness,true,2025-05-14 00:00:00
LVE0231,EMP0265,comp_off,2025-10-16,2025-10-18,3,2,approved,EMP0262,illness,true,2025-10-05 00:00:00
LVE0232,EMP0920,personal,2023-06-15,2023-06-16,2,2,approved,EMP0453,personal matter,true,2023-05-26 00:00:00
LVE0233,EMP0686,comp_off,2023-10-18,2023-10-24,7,7,cancelled,EMP0952,vacation,true,2023-10-16 00:00:00
LVE0234,EMP0410,comp_off,2021-08-19,2021-08-30,12,12,rejected,EMP0212,illness,true,2021-08-14 00:00:00
LVE0235,EMP0302,unpaid,2026-02-12,2026-02-23,12,12,cancelled,EMP0402,medical,false,2026-02-06 00:00:00
LVE0236,EMP0933,bereavement,2026-03-25,2026-03-25,1,1,approved,EMP0265,travel,true,2026-03-05 00:00:00
LVE0237,EMP0454,comp_off,2023-10-14,2023-10-22,9,9,approved,EMP0504,medical,true,2023-10-10 00:00:00
LVE0238,EMP0293,comp_off,2025-08-07,2025-08-16,10,10,approved,EMP0605,medical,true,2025-08-01 00:00:00
LVE0239,EMP0398,sick,2026-03-15,2026-03-26,12,12,approved,EMP0509,illness,true,2026-03-05 00:00:00
LVE0240,EMP0600,annual,2024-03-08,2024-03-14,7,7,approved,EMP0822,vacation,true,2024-02-22 00:00:00
LVE0241,EMP0544,parental,2025-12-04,2026-01-05,33,33,approved,EMP0004,personal matter,true,2025-11-28 00:00:00
LVE0242,EMP0567,annual,2020-09-10,2020-09-10,1,1,approved,EMP0470,family,true,2020-08-24 00:00:00
LVE0243,EMP0658,bereavement,2023-01-24,2023-02-01,9,9,approved,EMP0825,medical,true,2023-01-12 00:00:00
LVE0244,EMP0717,annual,2026-05-08,2026-05-11,4,4,approved,EMP0797,illness,true,2026-05-07 00:00:00
LVE0245,EMP0833,annual,2023-03-14,2023-03-18,5,4,approved,EMP0895,personal matter,true,2023-03-05 00:00:00
LVE0246,EMP0644,personal,2024-01-08,2024-01-19,12,12,rejected,EMP0544,family,true,2023-12-26 00:00:00
LVE0247,EMP0664,comp_off,2026-03-16,2026-03-18,3,3,cancelled,EMP0706,medical,true,2026-03-11 00:00:00
LVE0248,EMP0336,unpaid,2023-04-26,2023-05-01,6,6,approved,EMP0951,,false,2023-04-15 00:00:00
LVE0249,EMP0442,unpaid,2026-02-24,2026-02-25,2,2,cancelled,EMP0201,personal matter,false,2026-02-04 00:00:00
LVE0250,EMP0936,sick,2025-09-13,2025-09-13,1,0,rejected,EMP0555,medical,true,2025-09-11 00:00:00
LVE0251,EMP0565,unpaid,2022-10-21,2022-10-27,7,7,rejected,EMP0544,personal matter,false,2022-10-07 00:00:00
LVE0252,EMP0124,unpaid,2020-01-07,2020-01-15,9,9,pending,EMP0025,illness,false,2019-12-18 00:00:00
LVE0253,EMP0239,personal,2023-10-30,2023-11-01,3,3,cancelled,EMP0469,medical,true,2023-10-29 00:00:00
LVE0254,EMP0216,personal,2019-07-12,2019-07-19,8,8,cancelled,EMP0994,,true,2019-06-22 00:00:00
LVE0255,EMP0203,unpaid,2026-05-18,2026-05-18,1,1,cancelled,EMP0018,travel,false,2026-05-07 00:00:00
LVE0256,EMP0171,comp_off,2026-07-10,2026-07-10,1,1,cancelled,EMP0015,family,true,2026-06-28 00:00:00
LVE0257,EMP0571,annual,2026-03-27,2026-04-05,10,10,approved,EMP0245,medical,true,2026-03-16 00:00:00
LVE0258,EMP0855,annual,2020-09-16,2020-09-27,12,12,rejected,EMP0683,travel,true,2020-09-11 00:00:00
LVE0259,EMP0780,personal,2026-06-08,2026-06-14,7,7,pending,EMP0173,family,true,2026-05-19 00:00:00
LVE0260,EMP0067,comp_off,2019-08-21,2019-08-29,9,8,pending,EMP0493,vacation,true,2019-08-17 00:00:00
LVE0261,EMP0625,sick,2025-09-21,2025-10-03,13,13,approved,EMP0913,personal matter,true,2025-09-16 00:00:00
LVE0262,EMP0759,personal,2026-01-23,2026-01-23,1,1,pending,EMP0610,family,true,2026-01-16 00:00:00
LVE0263,EMP0362,bereavement,2026-02-09,2026-02-13,5,5,approved,EMP0746,personal matter,true,2026-01-24 00:00:00
LVE0264,EMP0595,comp_off,2024-03-02,2024-03-06,5,5,rejected,EMP0723,vacation,true,2024-03-01 00:00:00
LVE0265,EMP0871,comp_off,2022-03-25,2022-03-27,3,3,approved,EMP0996,personal matter,true,2022-03-20 00:00:00
LVE0266,EMP0357,bereavement,2024-09-09,2024-09-21,13,12,cancelled,EMP0359,illness,true,2024-09-03 00:00:00
LVE0267,EMP0073,comp_off,2021-10-04,2021-10-16,13,13,pending,EMP0480,medical,true,2021-10-02 00:00:00
LVE0268,EMP0557,annual,2026-04-11,2026-04-17,7,7,pending,EMP0408,medical,true,2026-03-24 00:00:00
LVE0269,EMP0898,personal,2026-05-26,2026-05-27,2,1,pending,EMP0267,personal matter,true,2026-05-10 00:00:00
LVE0270,EMP0350,bereavement,2019-11-22,2019-11-27,6,6,pending,EMP0027,,true,2019-11-09 00:00:00
LVE0271,EMP0501,bereavement,2026-06-09,2026-06-09,1,1,cancelled,EMP0808,vacation,true,2026-05-27 00:00:00
LVE0272,EMP0418,personal,2025-04-03,2025-04-06,4,4,cancelled,EMP0034,family,true,2025-04-02 00:00:00
LVE0273,EMP0716,sick,2017-08-27,2017-09-03,8,7,approved,EMP0446,vacation,true,2017-08-26 00:00:00
LVE0274,EMP0432,annual,2025-09-24,2025-10-06,13,13,approved,EMP0792,travel,true,2025-09-18 00:00:00
LVE0275,EMP0263,personal,2023-12-10,2023-12-11,2,2,pending,EMP0740,,true,2023-12-09 00:00:00
LVE0276,EMP0402,parental,2025-09-18,2025-10-16,29,29,cancelled,EMP0437,family,true,2025-09-08 00:00:00
LVE0277,EMP0198,unpaid,2024-11-10,2024-11-16,7,6,approved,EMP0376,travel,false,2024-10-29 00:00:00
LVE0278,EMP0101,personal,2024-11-25,2024-11-29,5,5,approved,EMP0547,travel,true,2024-11-15 00:00:00
LVE0279,EMP0147,comp_off,2026-05-23,2026-05-28,6,6,approved,EMP0807,vacation,true,2026-05-14 00:00:00
LVE0280,EMP0721,sick,2025-08-21,2025-08-26,6,6,rejected,EMP0732,medical,true,2025-08-02 00:00:00
LVE0281,EMP0525,annual,2019-02-10,2019-02-20,11,11,approved,EMP0547,medical,true,2019-02-09 00:00:00
LVE0282,EMP0460,annual,2022-05-31,2022-06-11,12,12,approved,EMP0395,illness,true,2022-05-22 00:00:00
LVE0283,EMP0702,comp_off,2025-02-20,2025-03-04,13,13,pending,EMP0356,family,true,2025-02-14 00:00:00
LVE0284,EMP0639,comp_off,2024-12-31,2025-01-07,8,8,pending,EMP0206,,true,2024-12-15 00:00:00
LVE0285,EMP0986,bereavement,2023-03-29,2023-04-10,13,13,approved,EMP0862,travel,true,2023-03-28 00:00:00
LVE0286,EMP0711,sick,2020-11-21,2020-11-23,3,2,rejected,EMP0887,illness,true,2020-11-16 00:00:00
LVE0287,EMP0087,unpaid,2019-10-14,2019-10-26,13,13,rejected,EMP0334,family,false,2019-10-10 00:00:00
LVE0288,EMP0857,annual,2026-06-12,2026-06-14,3,3,approved,EMP0760,travel,true,2026-05-26 00:00:00
LVE0289,EMP0487,sick,2017-09-19,2017-09-25,7,7,approved,EMP0593,illness,true,2017-08-31 00:00:00
LVE0290,EMP0856,unpaid,2019-12-11,2019-12-15,5,5,pending,EMP0302,,false,2019-11-23 00:00:00
LVE0291,EMP0286,personal,2023-11-12,2023-11-15,4,3,rejected,EMP0315,travel,true,2023-10-26 00:00:00
LVE0292,EMP0940,parental,2023-02-22,2023-04-10,48,48,rejected,EMP0603,family,true,2023-02-16 00:00:00
LVE0293,EMP0694,unpaid,2025-11-10,2025-11-23,14,14,cancelled,EMP0322,travel,false,2025-11-06 00:00:00
LVE0294,EMP0742,personal,2024-10-14,2024-10-16,3,3,rejected,EMP0435,travel,true,2024-10-11 00:00:00
LVE0295,EMP0460,unpaid,2017-05-16,2017-05-23,8,8,approved,EMP0395,,false,2017-05-14 00:00:00
LVE0296,EMP0182,annual,2024-06-02,2024-06-08,7,7,pending,EMP0377,vacation,true,2024-05-18 00:00:00
LVE0297,EMP0317,annual,2024-10-09,2024-10-16,8,8,rejected,EMP0197,medical,true,2024-09-19 00:00:00
LVE0298,EMP0014,parental,2026-07-26,2026-08-29,35,35,pending,EMP0092,travel,true,2026-07-17 00:00:00
LVE0299,EMP0357,parental,2024-02-15,2024-04-09,55,55,rejected,EMP0359,travel,true,2024-02-14 00:00:00
LVE0300,EMP0562,personal,2024-06-07,2024-06-10,4,3,rejected,EMP0805,vacation,true,2024-05-20 00:00:00
LVE0301,EMP0070,personal,2019-12-24,2019-12-24,1,0,cancelled,EMP0005,personal matter,true,2019-12-11 00:00:00
LVE0302,EMP0058,personal,2026-07-03,2026-07-10,8,8,rejected,EMP0311,,true,2026-07-01 00:00:00
LVE0303,EMP0642,personal,2026-07-05,2026-07-10,6,6,approved,EMP0849,,true,2026-06-15 00:00:00
LVE0304,EMP0425,personal,2023-03-05,2023-03-06,2,2,approved,EMP0028,,true,2023-02-27 00:00:00
LVE0305,EMP0199,annual,2024-10-20,2024-10-31,12,12,approved,EMP0494,illness,true,2024-10-06 00:00:00
LVE0306,EMP0079,unpaid,2026-07-13,2026-07-21,9,9,approved,EMP0962,travel,false,2026-07-06 00:00:00
LVE0307,EMP0810,personal,2025-09-16,2025-09-19,4,4,cancelled,EMP0097,travel,true,2025-09-14 00:00:00
LVE0308,EMP0848,sick,2020-01-08,2020-01-08,1,1,approved,EMP0513,medical,true,2020-01-05 00:00:00
LVE0309,EMP0801,unpaid,2026-06-30,2026-07-03,4,4,pending,EMP0618,vacation,false,2026-06-15 00:00:00
LVE0310,EMP0274,bereavement,2024-01-05,2024-01-15,11,11,pending,EMP0648,travel,true,2023-12-29 00:00:00
LVE0311,EMP0121,personal,2023-11-28,2023-11-28,1,1,approved,EMP0670,,true,2023-11-21 00:00:00
LVE0312,EMP0784,parental,2022-09-28,2022-11-04,38,38,cancelled,EMP0948,personal matter,true,2022-09-25 00:00:00
LVE0313,EMP0287,personal,2026-02-13,2026-02-24,12,12,rejected,EMP0328,,true,2026-02-04 00:00:00
LVE0314,EMP0904,comp_off,2024-12-15,2024-12-15,1,1,approved,EMP0112,travel,true,2024-11-25 00:00:00
LVE0315,EMP0480,sick,2025-08-21,2025-08-24,4,4,rejected,EMP0205,vacation,true,2025-08-11 00:00:00
LVE0316,EMP0606,annual,2015-11-10,2015-11-11,2,2,pending,EMP0889,illness,true,2015-11-05 00:00:00
LVE0317,EMP0024,annual,2020-06-14,2020-06-16,3,2,rejected,EMP0521,family,true,2020-06-05 00:00:00
LVE0318,EMP0235,sick,2025-12-13,2025-12-13,1,0,rejected,EMP0330,travel,true,2025-12-03 00:00:00
LVE0319,EMP0214,personal,2024-08-15,2024-08-23,9,9,approved,EMP0452,travel,true,2024-07-29 00:00:00
LVE0320,EMP0622,bereavement,2021-11-17,2021-11-19,3,3,approved,EMP0479,travel,true,2021-11-10 00:00:00
LVE0321,EMP0567,personal,2019-11-22,2019-11-26,5,5,rejected,EMP0470,personal matter,true,2019-11-08 00:00:00
LVE0322,EMP0257,bereavement,2025-12-11,2025-12-17,7,7,pending,EMP0374,vacation,true,2025-12-09 00:00:00
LVE0323,EMP0947,personal,2024-11-16,2024-11-20,5,5,approved,EMP0580,,true,2024-11-09 00:00:00
LVE0324,EMP0137,sick,2023-03-13,2023-03-24,12,12,pending,EMP0002,medical,true,2023-03-08 00:00:00
LVE0325,EMP0758,personal,2025-01-05,2025-01-09,5,5,pending,EMP0233,travel,true,2024-12-22 00:00:00
LVE0326,EMP0881,sick,2026-07-24,2026-08-02,10,10,cancelled,EMP0680,personal matter,true,2026-07-18 00:00:00
LVE0327,EMP0253,comp_off,2024-12-13,2024-12-19,7,7,pending,EMP0808,,true,2024-11-30 00:00:00
LVE0328,EMP0740,comp_off,2023-06-10,2023-06-19,10,10,pending,EMP0409,personal matter,true,2023-05-24 00:00:00
LVE0329,EMP0235,annual,2016-07-16,2016-07-24,9,9,approved,EMP0330,family,true,2016-06-26 00:00:00
LVE0330,EMP0887,comp_off,2017-12-21,2017-12-28,8,8,approved,EMP0835,family,true,2017-12-06 00:00:00
LVE0331,EMP0217,comp_off,2026-07-30,2026-08-01,3,3,pending,EMP0390,family,true,2026-07-18 00:00:00
LVE0332,EMP0190,bereavement,2025-07-11,2025-07-23,13,13,pending,EMP0058,illness,true,2025-07-08 00:00:00
LVE0333,EMP0419,personal,2022-11-28,2022-12-11,14,14,approved,EMP0229,personal matter,true,2022-11-24 00:00:00
LVE0334,EMP0177,personal,2023-12-23,2023-12-28,6,6,approved,EMP0495,,true,2023-12-04 00:00:00
LVE0335,EMP0190,unpaid,2024-09-11,2024-09-22,12,12,approved,EMP0058,,false,2024-09-05 00:00:00
LVE0336,EMP0840,bereavement,2021-09-18,2021-09-24,7,7,approved,EMP0263,illness,true,2021-09-09 00:00:00
LVE0337,EMP0963,unpaid,2022-11-03,2022-11-12,10,10,approved,EMP0509,personal matter,false,2022-10-19 00:00:00
LVE0338,EMP0383,unpaid,2021-08-24,2021-08-27,4,4,approved,EMP0128,travel,false,2021-08-12 00:00:00
LVE0339,EMP0606,sick,2019-04-03,2019-04-04,2,2,cancelled,EMP0889,family,true,2019-03-27 00:00:00
LVE0340,EMP0084,bereavement,2026-07-09,2026-07-15,7,6,rejected,EMP0157,personal matter,true,2026-07-01 00:00:00
LVE0341,EMP0126,unpaid,2024-01-16,2024-01-18,3,3,pending,EMP0294,vacation,false,2023-12-28 00:00:00
LVE0342,EMP0327,parental,2026-06-24,2026-07-29,36,36,pending,EMP0004,vacation,true,2026-06-07 00:00:00
LVE0343,EMP0817,parental,2023-12-25,2024-02-18,56,56,cancelled,EMP0087,illness,true,2023-12-10 00:00:00
LVE0344,EMP0372,annual,2024-06-18,2024-07-01,14,14,cancelled,EMP0098,personal matter,true,2024-06-02 00:00:00
LVE0345,EMP0322,sick,2022-09-19,2022-09-29,11,11,approved,EMP0620,vacation,true,2022-09-18 00:00:00
LVE0346,EMP0245,annual,2022-11-22,2022-12-04,13,13,rejected,EMP0652,family,true,2022-11-06 00:00:00
LVE0347,EMP0598,unpaid,2025-04-26,2025-04-26,1,1,cancelled,EMP0360,family,false,2025-04-08 00:00:00
LVE0348,EMP0259,annual,2025-12-24,2025-12-26,3,3,pending,EMP0146,medical,true,2025-12-04 00:00:00
LVE0349,EMP0201,personal,2021-04-04,2021-04-08,5,5,cancelled,EMP0229,illness,true,2021-03-26 00:00:00
LVE0350,EMP0268,comp_off,2023-05-08,2023-05-09,2,2,approved,EMP0496,illness,true,2023-04-21 00:00:00
LVE0351,EMP0154,comp_off,2022-04-29,2022-05-11,13,12,approved,EMP0526,illness,true,2022-04-19 00:00:00
LVE0352,EMP0893,unpaid,2026-06-27,2026-07-07,11,11,pending,EMP0937,vacation,false,2026-06-18 00:00:00
LVE0353,EMP0288,annual,2021-01-19,2021-01-21,3,3,rejected,EMP0722,travel,true,2021-01-01 00:00:00
LVE0354,EMP0421,comp_off,2021-02-11,2021-02-12,2,2,approved,EMP0658,vacation,true,2021-02-06 00:00:00
LVE0355,EMP0513,sick,2026-07-13,2026-07-17,5,5,pending,EMP0231,medical,true,2026-07-07 00:00:00
LVE0356,EMP0499,unpaid,2020-11-12,2020-11-19,8,8,approved,EMP0373,family,false,2020-11-09 00:00:00
LVE0357,EMP0252,parental,2025-12-18,2026-02-27,72,72,approved,EMP0958,,true,2025-11-29 00:00:00
LVE0358,EMP0760,comp_off,2025-09-17,2025-09-21,5,4,cancelled,EMP0511,medical,true,2025-09-09 00:00:00
LVE0359,EMP0607,parental,2026-05-16,2026-05-27,12,12,rejected,EMP0247,illness,true,2026-04-26 00:00:00
LVE0360,EMP0281,sick,2025-07-04,2025-07-05,2,2,rejected,EMP0330,travel,true,2025-06-29 00:00:00
LVE0361,EMP0544,unpaid,2025-02-15,2025-02-19,5,5,cancelled,EMP0004,personal matter,false,2025-01-27 00:00:00
LVE0362,EMP0628,personal,2019-03-17,2019-03-30,14,14,cancelled,EMP0902,family,true,2019-02-26 00:00:00
LVE0363,EMP0500,unpaid,2026-05-19,2026-05-22,4,4,approved,EMP0537,personal matter,false,2026-04-30 00:00:00
LVE0364,EMP0870,personal,2018-04-07,2018-04-16,10,10,pending,EMP0003,travel,true,2018-03-31 00:00:00
LVE0365,EMP0120,personal,2022-08-11,2022-08-23,13,13,rejected,EMP0283,,true,2022-07-26 00:00:00
LVE0366,EMP0218,bereavement,2022-09-27,2022-09-30,4,4,approved,EMP0310,family,true,2022-09-15 00:00:00
LVE0367,EMP0532,annual,2024-12-31,2025-01-07,8,8,pending,EMP0134,personal matter,true,2024-12-13 00:00:00
LVE0368,EMP0959,annual,2024-07-24,2024-07-29,6,6,pending,EMP0138,illness,true,2024-07-04 00:00:00
LVE0369,EMP0098,parental,2023-08-23,2023-10-17,56,56,rejected,EMP0486,,true,2023-08-10 00:00:00
LVE0370,EMP0677,unpaid,2019-04-28,2019-04-30,3,3,approved,EMP0466,vacation,false,2019-04-20 00:00:00
LVE0371,EMP0143,annual,2026-07-12,2026-07-22,11,11,pending,EMP0508,family,true,2026-07-06 00:00:00
LVE0372,EMP0300,sick,2023-01-17,2023-01-17,1,1,cancelled,EMP0094,illness,true,2023-01-02 00:00:00
LVE0373,EMP0765,personal,2026-04-28,2026-05-03,6,6,rejected,EMP0441,family,true,2026-04-22 00:00:00
LVE0374,EMP0175,bereavement,2020-08-10,2020-08-18,9,9,approved,EMP0876,personal matter,true,2020-08-07 00:00:00
LVE0375,EMP0196,comp_off,2024-02-22,2024-02-25,4,4,rejected,EMP0094,personal matter,true,2024-02-09 00:00:00
LVE0376,EMP0549,personal,2025-12-10,2025-12-16,7,7,approved,EMP0143,,true,2025-12-07 00:00:00
LVE0377,EMP0275,annual,2019-12-11,2019-12-15,5,5,rejected,EMP0591,personal matter,true,2019-12-08 00:00:00
LVE0378,EMP0735,comp_off,2026-01-28,2026-02-08,12,12,pending,EMP0529,personal matter,true,2026-01-09 00:00:00
LVE0379,EMP0434,parental,2017-04-08,2017-05-23,46,46,approved,EMP0530,illness,true,2017-03-26 00:00:00
LVE0380,EMP0675,comp_off,2023-04-20,2023-05-01,12,12,pending,EMP0924,family,true,2023-04-07 00:00:00
LVE0381,EMP0799,personal,2021-05-11,2021-05-11,1,1,approved,EMP0805,medical,true,2021-04-21 00:00:00
LVE0382,EMP0816,sick,2021-02-08,2021-02-19,12,12,pending,EMP0628,medical,true,2021-01-26 00:00:00
LVE0383,EMP0187,annual,2024-06-10,2024-06-11,2,2,approved,EMP0732,medical,true,2024-06-03 00:00:00
LVE0384,EMP0895,annual,2021-03-12,2021-03-12,1,1,approved,EMP0852,,true,2021-03-07 00:00:00
LVE0385,EMP0401,comp_off,2023-05-14,2023-05-16,3,3,approved,EMP0801,medical,true,2023-05-01 00:00:00
LVE0386,EMP0130,sick,2023-12-29,2024-01-11,14,14,cancelled,EMP0596,medical,true,2023-12-25 00:00:00
LVE0387,EMP0928,sick,2025-05-02,2025-05-02,1,1,approved,EMP0069,personal matter,true,2025-04-21 00:00:00
LVE0388,EMP0004,unpaid,2026-05-24,2026-05-29,6,6,rejected,EMP0893,,false,2026-05-15 00:00:00
LVE0389,EMP0969,parental,2024-06-04,2024-07-22,49,49,cancelled,EMP0747,personal matter,true,2024-05-29 00:00:00
LVE0390,EMP0851,bereavement,2020-03-22,2020-04-03,13,13,rejected,EMP0537,,true,2020-03-13 00:00:00
LVE0391,EMP0089,comp_off,2023-01-09,2023-01-15,7,7,approved,EMP0128,family,true,2022-12-27 00:00:00
LVE0392,EMP0469,sick,2017-11-14,2017-11-17,4,4,approved,EMP0840,travel,true,2017-11-09 00:00:00
LVE0393,EMP0904,comp_off,2021-03-15,2021-03-17,3,3,rejected,EMP0112,vacation,true,2021-03-06 00:00:00
LVE0394,EMP0830,personal,2019-07-04,2019-07-10,7,7,pending,EMP0303,vacation,true,2019-06-29 00:00:00
LVE0395,EMP0060,personal,2025-06-04,2025-06-08,5,5,rejected,EMP0963,travel,true,2025-05-18 00:00:00
LVE0396,EMP0836,comp_off,2025-11-12,2025-11-19,8,8,approved,EMP0520,vacation,true,2025-10-31 00:00:00
LVE0397,EMP0088,unpaid,2025-09-24,2025-09-30,7,7,cancelled,EMP0933,family,false,2025-09-20 00:00:00
LVE0398,EMP0645,bereavement,2022-04-09,2022-04-11,3,3,approved,EMP0997,illness,true,2022-03-26 00:00:00
LVE0399,EMP0788,bereavement,2018-03-24,2018-04-03,11,11,approved,EMP0391,family,true,2018-03-04 00:00:00
LVE0400,EMP0639,unpaid,2020-04-19,2020-04-24,6,6,rejected,EMP0206,personal matter,false,2020-04-14 00:00:00
LVE0401,EMP0379,unpaid,2020-01-18,2020-01-20,3,3,cancelled,EMP0073,,false,2020-01-16 00:00:00
LVE0402,EMP0710,unpaid,2026-02-27,2026-03-07,9,9,rejected,EMP0431,personal matter,false,2026-02-20 00:00:00
LVE0403,EMP0717,personal,2025-01-17,2025-01-24,8,8,approved,EMP0797,illness,true,2025-01-07 00:00:00
LVE0404,EMP0394,annual,2025-03-18,2025-03-30,13,13,approved,EMP0258,family,true,2025-03-12 00:00:00
LVE0405,EMP0521,annual,2021-07-16,2021-07-20,5,5,rejected,EMP0442,,true,2021-07-08 00:00:00
LVE0406,EMP0281,annual,2025-01-05,2025-01-06,2,2,rejected,EMP0330,illness,true,2024-12-17 00:00:00
LVE0407,EMP0190,parental,2023-01-31,2023-02-14,15,15,approved,EMP0058,family,true,2023-01-18 00:00:00
LVE0408,EMP0693,annual,2026-05-02,2026-05-12,11,11,cancelled,EMP0591,,true,2026-04-29 00:00:00
LVE0409,EMP0323,comp_off,2024-03-02,2024-03-14,13,13,approved,EMP0074,medical,true,2024-02-11 00:00:00
LVE0410,EMP0343,personal,2024-08-25,2024-08-31,7,7,approved,EMP0894,illness,true,2024-08-21 00:00:00
LVE0411,EMP0584,comp_off,2016-06-06,2016-06-07,2,2,approved,EMP0832,personal matter,true,2016-05-22 00:00:00
LVE0412,EMP0631,sick,2017-01-26,2017-01-31,6,6,approved,EMP0187,illness,true,2017-01-25 00:00:00
LVE0413,EMP0126,unpaid,2026-01-07,2026-01-19,13,13,cancelled,EMP0294,travel,false,2025-12-27 00:00:00
LVE0414,EMP0351,sick,2026-06-01,2026-06-08,8,8,approved,EMP0935,vacation,true,2026-05-30 00:00:00
LVE0415,EMP0503,personal,2023-05-29,2023-06-08,11,11,pending,EMP0109,travel,true,2023-05-15 00:00:00
LVE0416,EMP0145,personal,2020-07-11,2020-07-15,5,5,pending,EMP0976,illness,true,2020-06-24 00:00:00
LVE0417,EMP0484,parental,2021-07-09,2021-08-15,38,38,pending,EMP0541,family,true,2021-07-01 00:00:00
LVE0418,EMP0090,sick,2026-07-26,2026-07-28,3,3,approved,EMP0730,,true,2026-07-08 00:00:00
LVE0419,EMP0300,unpaid,2021-05-30,2021-05-30,1,1,cancelled,EMP0094,medical,false,2021-05-10 00:00:00
LVE0420,EMP0322,sick,2024-06-01,2024-06-10,10,10,rejected,EMP0620,,true,2024-05-25 00:00:00
LVE0421,EMP0873,unpaid,2026-05-15,2026-05-28,14,14,pending,EMP0733,personal matter,false,2026-05-01 00:00:00
LVE0422,EMP0060,annual,2025-02-17,2025-02-28,12,12,approved,EMP0963,family,true,2025-02-13 00:00:00
LVE0423,EMP0650,comp_off,2025-10-19,2025-10-29,11,10,pending,EMP0067,personal matter,true,2025-10-01 00:00:00
LVE0424,EMP0135,comp_off,2021-01-03,2021-01-04,2,1,rejected,EMP0828,family,true,2020-12-28 00:00:00
LVE0425,EMP0129,bereavement,2022-01-23,2022-01-29,7,7,approved,EMP0675,illness,true,2022-01-12 00:00:00
LVE0426,EMP0817,comp_off,2024-12-27,2025-01-06,11,11,cancelled,EMP0087,illness,true,2024-12-18 00:00:00
LVE0427,EMP0766,parental,2024-03-02,2024-05-27,87,87,pending,EMP0714,,true,2024-02-23 00:00:00
LVE0428,EMP0385,parental,2023-11-30,2024-01-27,59,59,cancelled,EMP0555,illness,true,2023-11-29 00:00:00
LVE0429,EMP0392,personal,2023-01-16,2023-01-28,13,13,pending,EMP0054,family,true,2022-12-27 00:00:00
LVE0430,EMP0404,bereavement,2016-09-17,2016-09-26,10,10,approved,EMP0023,vacation,true,2016-09-04 00:00:00
LVE0431,EMP0149,personal,2024-08-27,2024-09-06,11,11,pending,EMP0003,travel,true,2024-08-25 00:00:00
LVE0432,EMP0137,unpaid,2024-11-23,2024-12-02,10,10,cancelled,EMP0002,vacation,false,2024-11-08 00:00:00
LVE0433,EMP0346,parental,2026-06-26,2026-09-09,76,75,pending,EMP0460,personal matter,true,2026-06-17 00:00:00
LVE0434,EMP0007,personal,2025-05-29,2025-06-09,12,12,pending,EMP0869,,true,2025-05-09 00:00:00
LVE0435,EMP0636,personal,2021-04-24,2021-04-28,5,4,approved,EMP0124,vacation,true,2021-04-11 00:00:00
LVE0436,EMP0306,unpaid,2024-11-03,2024-11-07,5,5,pending,EMP0406,vacation,false,2024-10-23 00:00:00
LVE0437,EMP0572,bereavement,2026-03-24,2026-03-30,7,7,cancelled,EMP0829,vacation,true,2026-03-17 00:00:00
LVE0438,EMP0053,comp_off,2024-04-30,2024-05-04,5,5,pending,EMP0426,family,true,2024-04-11 00:00:00
LVE0439,EMP0909,unpaid,2025-09-28,2025-10-08,11,11,approved,EMP0456,illness,false,2025-09-11 00:00:00
LVE0440,EMP0432,sick,2025-12-30,2025-12-31,2,2,approved,EMP0792,illness,true,2025-12-18 00:00:00
LVE0441,EMP0640,unpaid,2025-03-13,2025-03-15,3,2,approved,EMP0462,personal matter,false,2025-02-23 00:00:00
LVE0442,EMP0848,bereavement,2019-06-03,2019-06-15,13,13,cancelled,EMP0513,family,true,2019-05-25 00:00:00
LVE0443,EMP0605,annual,2024-12-11,2024-12-20,10,10,approved,EMP0224,personal matter,true,2024-11-22 00:00:00
LVE0444,EMP0529,unpaid,2021-04-03,2021-04-05,3,3,pending,EMP0416,vacation,false,2021-03-18 00:00:00
LVE0445,EMP0152,sick,2024-06-02,2024-06-02,1,1,approved,EMP0485,travel,true,2024-05-16 00:00:00
LVE0446,EMP0515,comp_off,2020-09-07,2020-09-17,11,11,pending,EMP0955,vacation,true,2020-09-05 00:00:00
LVE0447,EMP0456,bereavement,2021-03-15,2021-03-15,1,1,cancelled,EMP0765,illness,true,2021-02-27 00:00:00
LVE0448,EMP0419,comp_off,2016-11-01,2016-11-09,9,9,approved,EMP0229,vacation,true,2016-10-29 00:00:00
LVE0449,EMP0049,personal,2025-09-17,2025-09-17,1,1,approved,EMP0674,medical,true,2025-08-29 00:00:00
LVE0450,EMP0515,unpaid,2020-08-19,2020-08-21,3,3,pending,EMP0955,,false,2020-08-17 00:00:00
LVE0451,EMP0062,annual,2022-07-24,2022-07-30,7,7,approved,EMP0286,medical,true,2022-07-07 00:00:00
