salary_hike_id,employee_id,effective_date,previous_salary,new_salary,increase_amount,increase_pct,currency,hike_reason,review_cycle,approved_by,status
SLH0233,EMP0898,2026-07-01,170036.72,192228.49,22191.77,13.05,USD,annual_cycle,H2,EMP0320,rejected
SLH0234,EMP0362,2025-06-19,104818.51,117396.73,12578.22,12.00,USD,spot_adjustment,Annual,EMP0671,pending
SLH0235,EMP0844,2017-07-24,110422.60,126459.11,16036.51,14.52,USD,retention,Off-cycle,EMP0778,approved
SLH0236,EMP0379,2017-06-14,123891.20,136280.32,12389.12,10.00,USD,spot_adjustment,Annual,EMP0076,paid
SLH0237,EMP0360,2025-08-05,165958.68,174256.61,8297.93,5.00,USD,promotion,Off-cycle,EMP0270,paid
SLH0238,EMP0084,2026-06-13,73221.33,73960.94,739.60,1.01,USD,spot_adjustment,Off-cycle,EMP0659,pending
SLH0239,EMP0528,2024-03-09,120557.51,124777.02,4219.51,3.50,USD,spot_adjustment,Off-cycle,EMP0295,rejected
SLH0240,EMP0176,2023-05-29,62078.03,63940.37,1862.34,3.00,GBP,annual_cycle,H2,EMP0769,rejected
SLH0241,EMP0411,2024-08-07,132760.59,135415.80,2655.21,2.00,USD,retention,Off-cycle,EMP0994,rejected
SLH0242,EMP0344,2024-09-29,70534.20,77587.62,7053.42,10.00,USD,annual_cycle,H2,EMP0354,approved
SLH0243,EMP0735,2024-10-20,26222.13,28319.90,2097.77,8.00,INR,spot_adjustment,H1,EMP0234,approved
SLH0244,EMP0526,2024-02-07,107299.80,110518.79,3218.99,3.00,USD,spot_adjustment,H2,EMP0851,pending
SLH0245,EMP0371,2025-06-15,59209.45,67151.16,7941.71,13.41,INR,promotion,Annual,EMP0254,rejected
SLH0246,EMP0940,2025-09-24,167111.36,187164.72,20053.36,12.00,USD,promotion,H1,EMP0021,paid
SLH0247,EMP0340,2024-01-17,152297.11,157627.51,5330.40,3.50,GBP,retention,H1,EMP0752,rejected
SLH0248,EMP0542,2026-04-16,101457.23,109573.80,8116.58,8.00,USD,retention,Annual,EMP0270,rejected
SLH0249,EMP0822,2023-05-18,123996.58,138876.17,14879.59,12.00,GBP,annual_cycle,H1,EMP0807,pending
SLH0250,EMP0635,2025-07-09,157640.25,162369.46,4729.21,3.00,USD,promotion,H1,EMP0784,approved
SLH0251,EMP0459,2018-11-04,111696.13,113930.05,2233.92,2.00,USD,retention,Off-cycle,EMP0715,paid
SLH0252,EMP0729,2023-07-14,88470.47,91710.16,3239.70,3.66,USD,retention,H1,EMP0126,paid
SLH0253,EMP0592,2026-09-03,200963.99,207997.73,7033.74,3.50,USD,market_correction,H1,EMP0709,pending
SLH0254,EMP0799,2019-05-31,196080.05,201962.45,5882.40,3.00,USD,annual_cycle,Off-cycle,EMP0055,approved
SLH0255,EMP0758,2023-04-09,108260.38,121251.63,12991.25,12.00,USD,annual_cycle,Annual,EMP0882,approved
SLH0256,EMP0137,2023-06-18,91601.00,95265.04,3664.04,4.00,USD,annual_cycle,H2,EMP0145,paid
SLH0257,EMP0678,2026-05-11,174263.82,184719.64,10455.83,6.00,USD,promotion,Annual,EMP0936,approved
SLH0258,EMP0283,2025-07-27,163669.31,169397.73,5728.43,3.50,USD,retention,Off-cycle,EMP0601,rejected
SLH0259,EMP0462,2019-12-22,81927.95,91759.31,9831.35,12.00,USD,market_correction,Off-cycle,EMP0500,rejected
SLH0260,EMP0417,2025-08-06,128671.60,131245.03,2573.43,2.00,USD,spot_adjustment,H2,EMP0234,approved
SLH0261,EMP0588,2026-03-08,153638.65,162856.97,9218.32,6.00,USD,promotion,H2,EMP0125,pending
SLH0262,EMP0313,2019-09-13,115986.87,120046.41,4059.54,3.50,USD,spot_adjustment,Annual,EMP0257,approved
SLH0263,EMP0044,2017-08-07,142005.87,161461.40,19455.53,13.70,USD,promotion,Annual,EMP0752,approved
SLH0264,EMP0285,2026-07-09,41917.05,44012.90,2095.85,5.00,INR,market_correction,Annual,EMP0203,pending
SLH0265,EMP0946,2020-12-01,99955.18,104952.94,4997.76,5.00,USD,promotion,H2,EMP0665,paid
SLH0266,EMP0588,2016-03-05,137115.73,146904.97,9789.24,7.14,USD,spot_adjustment,H1,EMP0509,paid
SLH0267,EMP0672,2022-09-16,53796.95,55679.85,1882.89,3.50,USD,promotion,H1,EMP0585,approved
SLH0268,EMP0409,2024-11-21,133003.48,137658.60,4655.12,3.50,USD,retention,Annual,EMP0860,paid
SLH0269,EMP0548,2023-08-09,88035.11,91578.85,3543.74,4.03,USD,promotion,Annual,EMP0183,approved
SLH0270,EMP0067,2020-06-13,137032.12,150735.34,13703.21,10.00,GBP,annual_cycle,Off-cycle,EMP0515,rejected
SLH0271,EMP0942,2023-11-25,188436.30,208528.00,20091.70,10.66,USD,annual_cycle,H2,EMP0958,approved
SLH0272,EMP0538,2019-03-27,79152.26,81526.83,2374.57,3.00,USD,spot_adjustment,H2,EMP0459,rejected
SLH0273,EMP0165,2024-03-29,151077.25,166184.97,15107.72,10.00,GBP,annual_cycle,H2,EMP0763,approved
SLH0274,EMP0801,2018-10-21,18317.86,18958.98,641.13,3.50,INR,promotion,H1,EMP0871,paid
SLH0275,EMP0994,2024-05-27,124821.61,127318.04,2496.43,2.00,USD,annual_cycle,H2,EMP0170,pending
SLH0276,EMP0636,2023-06-14,157129.49,175985.03,18855.54,12.00,USD,promotion,Off-cycle,EMP0059,approved
SLH0277,EMP0479,2018-10-29,110721.68,124008.28,13286.60,12.00,USD,annual_cycle,H1,EMP0344,pending
SLH0278,EMP0963,2025-02-13,66883.91,69224.85,2340.94,3.50,USD,market_correction,H2,EMP0850,rejected
SLH0279,EMP0932,2026-07-25,45675.96,46589.48,913.52,2.00,INR,promotion,Annual,EMP0267,rejected
SLH0280,EMP0938,2025-07-24,144135.05,154379.61,10244.56,7.11,USD,promotion,Off-cycle,EMP0811,pending
SLH0281,EMP0641,2026-06-09,194291.34,200120.08,5828.74,3.00,USD,spot_adjustment,H1,EMP0764,approved
SLH0282,EMP0895,2020-11-13,120811.61,128060.30,7248.70,6.00,USD,market_correction,Annual,EMP0206,rejected
SLH0283,EMP0338,2026-03-04,157892.42,170523.82,12631.39,8.00,USD,annual_cycle,Off-cycle,EMP0096,approved
SLH0284,EMP0055,2024-12-30,56070.37,57191.78,1121.41,2.00,USD,spot_adjustment,H2,EMP0497,approved
SLH0285,EMP0049,2024-12-12,88212.71,97033.98,8821.27,10.00,USD,spot_adjustment,Annual,EMP0217,pending
SLH0286,EMP0855,2021-12-08,94268.33,98981.75,4713.42,5.00,USD,annual_cycle,H1,EMP0398,rejected
SLH0287,EMP0849,2025-05-30,85548.23,90681.13,5132.89,6.00,USD,annual_cycle,H1,EMP0732,rejected
SLH0288,EMP0379,2021-04-23,114273.61,123415.50,9141.89,8.00,USD,annual_cycle,H2,EMP0357,rejected
SLH0289,EMP0161,2017-07-17,75019.64,78770.63,3750.98,5.00,USD,retention,H2,EMP0590,rejected
SLH0290,EMP0179,2022-08-04,177026.75,198269.96,21243.21,12.00,USD,market_correction,Annual,EMP0597,rejected
SLH0291,EMP0915,2023-08-15,178293.23,188990.82,10697.59,6.00,USD,promotion,Annual,EMP0694,rejected
SLH0292,EMP0549,2016-08-04,51340.07,54420.48,3080.40,6.00,USD,annual_cycle,Off-cycle,EMP0733,paid
SLH0293,EMP0199,2025-07-23,85815.36,87248.29,1432.92,1.67,USD,spot_adjustment,Off-cycle,EMP0456,paid
SLH0294,EMP0613,2025-06-11,96049.89,103733.88,7683.99,8.00,USD,spot_adjustment,H1,EMP0200,rejected
SLH0295,EMP0711,2023-08-25,16384.20,18350.30,1966.10,12.00,INR,spot_adjustment,H2,EMP0463,rejected
SLH0296,EMP0377,2023-02-16,64302.73,65749.40,1446.66,2.25,USD,retention,Annual,EMP0256,approved
SLH0297,EMP0202,2025-08-12,67115.52,70471.30,3355.78,5.00,USD,spot_adjustment,H1,EMP0664,paid
SLH0298,EMP0596,2026-01-09,120594.88,124815.70,4220.82,3.50,USD,annual_cycle,H1,EMP0233,paid
SLH0299,EMP0898,2026-07-30,170312.15,180530.88,10218.73,6.00,USD,annual_cycle,Annual,EMP0302,pending
SLH0300,EMP0774,2018-10-31,146069.39,157754.94,11685.55,8.00,USD,retention,H2,EMP0280,paid
SLH0301,EMP0082,2025-08-23,67001.67,75041.87,8040.20,12.00,USD,market_correction,Annual,EMP0242,rejected
SLH0302,EMP0542,2026-04-11,97773.33,109506.13,11732.80,12.00,USD,promotion,Annual,EMP0929,approved
SLH0303,EMP0609,2018-07-06,155845.61,160520.98,4675.37,3.00,USD,annual_cycle,H1,EMP0235,approved
SLH0304,EMP0540,2018-12-19,136447.82,147363.65,10915.83,8.00,USD,spot_adjustment,Annual,EMP0784,pending
SLH0305,EMP0853,2021-12-01,141383.81,152080.55,10696.74,7.57,GBP,retention,H2,EMP0856,approved
SLH0306,EMP0656,2025-10-06,53081.63,55204.89,2123.27,4.00,USD,annual_cycle,Annual,EMP0847,pending
SLH0307,EMP0165,2022-08-23,144710.87,151946.41,7235.54,5.00,GBP,annual_cycle,Annual,EMP0829,rejected
SLH0308,EMP0644,2024-05-18,108724.08,111985.81,3261.72,3.00,USD,market_correction,Annual,EMP0999,paid
SLH0309,EMP0414,2022-03-01,119392.79,128944.21,9551.42,8.00,USD,spot_adjustment,Off-cycle,EMP0358,paid
SLH0310,EMP0865,2026-05-07,69512.96,73683.73,4170.78,6.00,USD,market_correction,Off-cycle,EMP0611,rejected
SLH0311,EMP0315,2025-07-11,46524.03,48384.99,1860.96,4.00,GBP,retention,H2,EMP0112,paid
SLH0312,EMP0432,2026-02-27,33349.80,37351.77,4001.98,12.00,INR,market_correction,H2,EMP0708,paid
SLH0313,EMP0779,2022-07-29,164996.46,168268.23,3271.77,1.98,USD,market_correction,H2,EMP0922,approved
SLH0314,EMP0176,2026-05-08,60311.41,66342.55,6031.14,10.00,GBP,spot_adjustment,Annual,EMP0873,pending
SLH0315,EMP0413,2022-12-30,164526.39,184269.56,19743.17,12.00,USD,market_correction,Off-cycle,EMP0846,rejected
SLH0316,EMP0191,2025-05-02,83215.09,88927.48,5712.39,6.86,USD,spot_adjustment,Off-cycle,EMP0100,rejected
SLH0317,EMP0473,2021-11-25,81765.63,84218.59,2452.97,3.00,USD,promotion,Off-cycle,EMP0991,paid
SLH0318,EMP0720,2023-07-18,163263.37,182854.97,19591.60,12.00,USD,promotion,Off-cycle,EMP0093,rejected
SLH0319,EMP0696,2026-07-15,194683.92,210258.64,15574.71,8.00,USD,retention,Annual,EMP0669,pending
SLH0320,EMP0934,2026-05-31,186220.04,190591.80,4371.77,2.35,USD,retention,Annual,EMP0441,approved
SLH0321,EMP0801,2024-04-21,18971.42,20109.71,1138.29,6.00,INR,annual_cycle,H1,EMP0341,pending
SLH0322,EMP0617,2026-05-19,68143.44,72232.04,4088.61,6.00,USD,spot_adjustment,Off-cycle,EMP0482,paid
SLH0323,EMP0701,2022-06-17,164288.87,177431.98,13143.11,8.00,USD,promotion,H1,EMP0631,paid
SLH0324,EMP0815,2019-09-29,86846.37,93794.08,6947.71,8.00,USD,spot_adjustment,H1,EMP0363,rejected
SLH0325,EMP0816,2026-04-13,128146.41,131990.80,3844.39,3.00,USD,promotion,H1,EMP0366,pending
SLH0326,EMP0169,2017-08-23,153975.92,157055.43,3079.52,2.00,USD,retention,Off-cycle,EMP0452,rejected
SLH0327,EMP0760,2024-12-02,74708.56,80685.25,5976.69,8.00,GBP,retention,Annual,EMP0400,approved
SLH0328,EMP0101,2026-03-14,187336.16,193892.93,6556.77,3.50,USD,retention,Off-cycle,EMP0546,pending
SLH0329,EMP0355,2025-07-28,71467.90,77185.34,5717.43,8.00,USD,market_correction,Annual,EMP0620,paid
SLH0330,EMP0455,2025-12-31,91956.41,96554.23,4597.82,5.00,USD,annual_cycle,H1,EMP0824,rejected
SLH0331,EMP0988,2021-07-12,147488.72,154863.15,7374.44,5.00,USD,retention,Annual,EMP0755,approved
SLH0332,EMP0997,2026-09-03,53318.51,55184.66,1866.15,3.50,USD,spot_adjustment,Off-cycle,EMP0666,pending
SLH0333,EMP0118,2025-09-22,181083.76,190137.95,9054.19,5.00,USD,spot_adjustment,H2,EMP0292,approved
SLH0334,EMP0171,2024-03-04,74948.59,77197.05,2248.46,3.00,USD,spot_adjustment,H1,EMP0948,pending
SLH0335,EMP0797,2020-03-20,181423.06,190494.22,9071.15,5.00,USD,promotion,Annual,EMP0336,paid
SLH0336,EMP0463,2022-11-15,120729.51,127973.28,7243.77,6.00,USD,retention,Annual,EMP0675,paid
SLH0337,EMP0924,2022-06-18,52781.56,54628.91,1847.35,3.50,USD,spot_adjustment,H2,EMP0394,pending
SLH0338,EMP0853,2023-05-14,136503.79,140598.90,4095.11,3.00,GBP,promotion,H1,EMP0970,approved
SLH0339,EMP0583,2021-03-07,115585.26,128337.00,12751.74,11.03,USD,promotion,Off-cycle,EMP0061,rejected
SLH0340,EMP0467,2025-05-04,20487.32,22945.80,2458.48,12.00,INR,retention,H2,EMP0216,paid
SLH0341,EMP0594,2022-10-26,154693.08,160107.34,5414.26,3.50,USD,promotion,Annual,EMP0022,approved
SLH0342,EMP0041,2025-11-06,58524.87,63206.86,4681.99,8.00,USD,spot_adjustment,H1,EMP0292,pending
SLH0343,EMP0155,2025-03-18,146968.64,168841.02,21872.38,14.88,USD,market_correction,Annual,EMP0439,rejected
SLH0344,EMP0130,2026-06-08,142356.50,148050.76,5694.26,4.00,USD,annual_cycle,Off-cycle,EMP0255,approved
SLH0345,EMP0738,2025-10-02,157630.70,163935.93,6305.23,4.00,USD,promotion,Off-cycle,EMP0421,approved
SLH0346,EMP0381,2025-05-31,111141.43,116698.50,5557.07,5.00,USD,spot_adjustment,H2,EMP0975,paid
SLH0347,EMP0685,2019-03-15,74879.40,79372.17,4492.76,6.00,USD,promotion,H2,EMP0333,pending
SLH0348,EMP0177,2025-02-23,119499.83,133839.81,14339.98,12.00,USD,annual_cycle,Annual,EMP0889,rejected
SLH0349,EMP0122,2023-02-21,102943.02,107060.74,4117.72,4.00,USD,retention,Annual,EMP0851,approved
SLH0350,EMP0371,2025-10-06,58462.04,59631.28,1169.24,2.00,INR,spot_adjustment,Off-cycle,EMP0032,pending
SLH0351,EMP0889,2025-12-02,75499.99,78142.49,2642.50,3.50,USD,promotion,Annual,EMP0012,approved
SLH0352,EMP0721,2026-02-22,165850.20,179118.22,13268.02,8.00,USD,retention,Off-cycle,EMP0543,approved
SLH0353,EMP0781,2024-04-13,163242.27,166507.11,3264.85,2.00,USD,retention,H1,EMP0173,paid
SLH0354,EMP0742,2023-06-07,123461.26,127782.40,4321.14,3.50,USD,retention,Off-cycle,EMP0742,approved
SLH0355,EMP0588,2026-01-05,147019.28,160594.91,13575.63,9.23,USD,retention,H1,EMP0529,pending
SLH0356,EMP0624,2026-05-26,175233.40,183995.07,8761.67,5.00,USD,promotion,Off-cycle,EMP0895,pending
SLH0357,EMP0619,2025-02-27,126644.52,130443.85,3799.34,3.00,USD,market_correction,Off-cycle,EMP0903,paid
SLH0358,EMP0382,2020-09-03,129373.91,139723.82,10349.91,8.00,USD,annual_cycle,Annual,EMP0021,rejected
SLH0359,EMP0462,2024-12-17,74710.40,77653.27,2942.87,3.94,USD,promotion,H2,EMP0872,approved
SLH0360,EMP0481,2025-09-30,52027.40,55149.04,3121.64,6.00,INR,annual_cycle,H2,EMP0553,rejected
SLH0361,EMP0629,2026-06-05,141365.39,147020.01,5654.62,4.00,GBP,market_correction,Off-cycle,EMP0946,pending
SLH0362,EMP0689,2024-08-26,39994.25,44793.56,4799.31,12.00,INR,retention,H2,EMP0099,approved
SLH0363,EMP0035,2019-03-23,94690.59,100372.03,5681.44,6.00,USD,spot_adjustment,Annual,EMP0095,paid
SLH0364,EMP0438,2026-03-01,81775.56,85864.34,4088.78,5.00,USD,promotion,Annual,EMP0042,approved
SLH0365,EMP0671,2024-07-17,153077.45,158435.16,5357.71,3.50,USD,annual_cycle,Annual,EMP0940,approved
SLH0366,EMP0910,2023-09-22,78288.95,81420.51,3131.56,4.00,USD,promotion,Off-cycle,EMP0110,approved
SLH0367,EMP0572,2022-03-25,111707.71,113941.87,2234.15,2.00,USD,spot_adjustment,Off-cycle,EMP0410,pending
SLH0368,EMP0112,2025-10-03,72459.82,81155.00,8695.18,12.00,USD,retention,H2,EMP0087,approved
SLH0369,EMP0953,2025-01-26,104044.49,119440.88,15396.39,14.80,USD,annual_cycle,H1,EMP0629,pending
SLH0370,EMP0782,2015-09-24,90993.04,98272.49,7279.44,8.00,USD,spot_adjustment,Off-cycle,EMP0996,paid
SLH0371,EMP0748,2026-10-01,97173.72,98807.49,1633.77,1.68,GBP,promotion,H1,EMP0824,rejected
SLH0372,EMP0622,2021-07-17,45593.81,49241.31,3647.50,8.00,INR,annual_cycle,H1,EMP0831,paid
SLH0373,EMP0664,2026-08-02,95030.73,98356.81,3326.08,3.50,USD,spot_adjustment,H1,EMP0814,paid
SLH0374,EMP0623,2025-07-27,102287.66,104830.81,2543.14,2.49,USD,retention,Off-cycle,EMP0359,rejected
SLH0375,EMP0967,2025-12-19,44743.80,47428.43,2684.63,6.00,USD,promotion,H2,EMP0010,rejected
SLH0376,EMP0062,2017-10-01,148776.29,163913.51,15137.21,10.17,USD,market_correction,Off-cycle,EMP0215,approved
SLH0377,EMP0140,2026-07-03,46273.73,50901.10,4627.37,10.00,INR,annual_cycle,Off-cycle,EMP0609,pending
SLH0378,EMP0483,2022-12-13,114538.89,117975.05,3436.17,3.00,USD,spot_adjustment,H2,EMP0727,approved
SLH0379,EMP0778,2023-07-03,43758.99,45946.94,2187.95,5.00,INR,promotion,H2,EMP0857,rejected
SLH0380,EMP0154,2021-04-13,146600.20,156903.92,10303.72,7.03,USD,annual_cycle,H1,EMP0784,approved
SLH0381,EMP0974,2021-09-20,148585.38,160472.21,11886.83,8.00,USD,retention,Off-cycle,EMP0120,approved
SLH0382,EMP0525,2023-03-09,139500.59,143685.61,4185.02,3.00,USD,spot_adjustment,H1,EMP0572,paid
SLH0383,EMP0222,2024-12-25,17018.60,17529.16,510.56,3.00,INR,annual_cycle,Off-cycle,EMP0329,paid
SLH0384,EMP0907,2024-10-06,32828.50,33813.35,984.85,3.00,INR,spot_adjustment,H2,EMP0240,paid
SLH0385,EMP0533,2025-09-07,91307.92,95873.32,4565.40,5.00,USD,annual_cycle,H2,EMP0927,rejected
SLH0386,EMP0269,2026-06-02,75927.30,82001.48,6074.18,8.00,USD,market_correction,Annual,EMP0227,approved
SLH0387,EMP0655,2022-03-13,170082.86,183689.48,13606.63,8.00,GBP,spot_adjustment,Annual,EMP0566,paid
SLH0388,EMP0468,2022-01-14,51534.44,58197.63,6663.18,12.93,USD,annual_cycle,Off-cycle,EMP0331,pending
SLH0389,EMP0766,2020-03-27,85693.15,90868.99,5175.84,6.04,USD,spot_adjustment,H1,EMP0384,approved
SLH0390,EMP0281,2026-05-20,17361.61,17708.84,347.23,2.00,INR,spot_adjustment,Off-cycle,EMP0515,paid
SLH0391,EMP0836,2024-05-23,105300.44,117936.50,12636.05,12.00,USD,promotion,H1,EMP0412,rejected
SLH0392,EMP0654,2024-11-17,127950.88,130509.89,2559.02,2.00,USD,retention,Annual,EMP0697,paid
SLH0393,EMP0695,2024-11-22,161890.92,167557.10,5666.18,3.50,USD,spot_adjustment,H1,EMP0245,rejected
SLH0394,EMP0706,2021-11-17,16222.43,18388.84,2166.42,13.35,INR,retention,Off-cycle,EMP0193,pending
SLH0395,EMP0982,2018-10-30,184447.00,190860.37,6413.37,3.48,USD,annual_cycle,Annual,EMP0746,pending
SLH0396,EMP0881,2026-01-15,41519.75,43180.54,1660.79,4.00,INR,promotion,H1,EMP0375,approved
SLH0397,EMP0480,2025-12-21,136995.32,139735.23,2739.91,2.00,GBP,annual_cycle,Off-cycle,EMP0381,approved
SLH0398,EMP0393,2021-05-26,59704.89,64481.28,4776.39,8.00,GBP,spot_adjustment,Annual,EMP0612,pending
SLH0399,EMP0862,2021-02-19,40544.65,41355.54,810.89,2.00,INR,retention,Off-cycle,EMP0716,approved
SLH0400,EMP0198,2025-09-18,71690.56,80293.43,8602.87,12.00,USD,retention,H2,EMP0872,rejected
SLH0401,EMP0083,2023-06-16,181659.87,192559.46,10899.59,6.00,USD,promotion,Annual,EMP0094,approved
SLH0402,EMP0075,2023-02-09,112772.93,119539.30,6766.38,6.00,USD,market_correction,Off-cycle,EMP0089,pending
SLH0403,EMP0419,2022-11-18,56220.35,60574.90,4354.54,7.75,USD,promotion,H1,EMP0008,rejected
SLH0404,EMP0248,2019-04-05,154214.65,157298.94,3084.29,2.00,USD,promotion,H2,EMP0867,pending
SLH0405,EMP0770,2025-08-11,50094.48,51597.31,1502.83,3.00,USD,promotion,Annual,EMP0134,pending
SLH0406,EMP0548,2023-11-08,84165.13,90898.34,6733.21,8.00,USD,promotion,H2,EMP0954,paid
SLH0407,EMP0790,2019-08-29,155796.68,165313.04,9516.35,6.11,USD,annual_cycle,H2,EMP0466,paid
SLH0408,EMP0928,2025-05-15,143939.91,148977.81,5037.90,3.50,USD,retention,H1,EMP0737,rejected
SLH0409,EMP0992,2021-02-25,155574.28,158685.76,3111.49,2.00,USD,retention,Off-cycle,EMP0081,paid
SLH0410,EMP0996,2022-09-02,114309.14,125740.06,11430.91,10.00,USD,market_correction,H2,EMP0425,rejected
SLH0411,EMP0100,2025-09-13,187809.32,210346.44,22537.12,12.00,USD,spot_adjustment,Annual,EMP0063,pending
SLH0412,EMP0452,2020-03-31,25912.68,26273.66,360.98,1.39,INR,annual_cycle,Annual,EMP0589,approved
SLH0413,EMP0322,2026-01-27,113124.44,115386.93,2262.49,2.00,USD,retention,H1,EMP0340,paid
SLH0414,EMP0656,2019-05-18,54885.18,55982.88,1097.70,2.00,USD,spot_adjustment,Off-cycle,EMP0858,approved
SLH0415,EMP0178,2026-07-02,112776.45,126309.63,13533.17,12.00,USD,market_correction,H1,EMP0146,pending
SLH0416,EMP0068,2024-11-06,66565.46,70559.39,3993.93,6.00,USD,market_correction,H2,EMP0788,approved
SLH0417,EMP0086,2024-06-09,26618.94,29813.21,3194.27,12.00,INR,retention,H1,EMP0504,rejected
SLH0418,EMP0514,2024-02-14,121753.10,133044.86,11291.76,9.27,USD,retention,H1,EMP0315,approved
SLH0419,EMP0111,2022-07-10,77160.67,81790.31,4629.64,6.00,GBP,annual_cycle,H2,EMP0062,approved
SLH0420,EMP0369,2025-02-17,122560.54,137267.80,14707.26,12.00,USD,promotion,Annual,EMP0514,rejected
SLH0421,EMP0741,2023-01-16,82371.10,84018.52,1647.42,2.00,USD,retention,Off-cycle,EMP0830,pending
SLH0422,EMP0528,2025-09-17,114388.97,118964.53,4575.56,4.00,USD,market_correction,Off-cycle,EMP0614,pending
SLH0423,EMP0584,2021-11-25,182966.59,201263.25,18296.66,10.00,USD,spot_adjustment,H2,EMP0459,approved
SLH0424,EMP0042,2025-02-26,167262.91,170253.26,2990.36,1.79,USD,retention,H1,EMP0426,paid
SLH0425,EMP0176,2021-07-12,65169.57,69079.75,3910.17,6.00,GBP,spot_adjustment,H2,EMP0213,pending
SLH0426,EMP0154,2023-05-19,146930.05,151337.95,4407.90,3.00,USD,retention,Off-cycle,EMP0935,approved
SLH0427,EMP0539,2026-10-04,98888.32,102843.86,3955.53,4.00,USD,spot_adjustment,H2,EMP0945,rejected
SLH0428,EMP0844,2017-11-29,106642.99,108775.85,2132.86,2.00,USD,annual_cycle,H2,EMP0143,paid
SLH0429,EMP0919,2023-05-30,72674.87,74925.11,2250.24,3.10,USD,spot_adjustment,Off-cycle,EMP0259,approved
SLH0430,EMP0292,2025-08-06,141587.59,155746.35,14158.76,10.00,GBP,annual_cycle,H1,EMP0141,paid
SLH0431,EMP0830,2025-07-04,136891.32,150580.45,13689.13,10.00,USD,spot_adjustment,H1,EMP0793,approved
SLH0432,EMP0133,2019-04-04,92170.93,96779.48,4608.55,5.00,USD,market_correction,H1,EMP0037,rejected
SLH0433,EMP0554,2025-12-25,32673.66,33327.13,653.47,2.00,INR,promotion,H2,EMP0177,rejected
SLH0434,EMP0159,2026-10-27,55174.68,57933.42,2758.73,5.00,INR,market_correction,H2,EMP0211,approved
SLH0435,EMP0337,2021-07-31,118932.56,133204.47,14271.91,12.00,USD,market_correction,Annual,EMP0969,pending
SLH0436,EMP0298,2025-06-11,108146.02,116797.71,8651.68,8.00,GBP,market_correction,Annual,EMP0061,approved
SLH0437,EMP0218,2022-11-22,49675.17,54722.44,5047.27,10.16,USD,spot_adjustment,H1,EMP0863,approved
SLH0438,EMP0410,2024-09-24,121928.24,136559.63,14631.39,12.00,USD,spot_adjustment,H2,EMP0187,paid
SLH0439,EMP0548,2017-07-14,81198.75,84040.71,2841.96,3.50,USD,retention,H1,EMP0088,approved
SLH0440,EMP0150,2025-06-02,51084.04,54149.08,3065.04,6.00,USD,annual_cycle,H1,EMP0180,paid
SLH0441,EMP0662,2023-12-13,62196.37,68115.68,5919.31,9.52,USD,market_correction,H2,EMP0149,approved
SLH0442,EMP0788,2021-09-19,95914.46,98657.21,2742.75,2.86,USD,promotion,Off-cycle,EMP0622,pending
SLH0443,EMP0337,2021-12-14,115406.63,121176.96,5770.33,5.00,USD,market_correction,Annual,EMP0462,approved
SLH0444,EMP0991,2024-10-11,113561.07,120374.74,6813.66,6.00,USD,spot_adjustment,H2,EMP0883,rejected
SLH0445,EMP0506,2023-03-01,50284.49,52044.45,1759.96,3.50,GBP,retention,Annual,EMP0289,rejected
SLH0446,EMP0728,2020-02-11,81245.33,84088.92,2843.59,3.50,USD,annual_cycle,H1,EMP0584,paid
SLH0447,EMP0433,2021-04-21,55611.94,62285.38,6673.43,12.00,INR,annual_cycle,Annual,EMP0562,rejected
SLH0448,EMP0998,2023-11-09,52685.86,55320.16,2634.29,5.00,USD,spot_adjustment,H2,EMP0111,approved
SLH0449,EMP0140,2026-03-06,47602.10,50458.22,2856.13,6.00,INR,promotion,Annual,EMP0591,approved
SLH0450,EMP0826,2026-05-15,94686.69,106049.09,11362.40,12.00,USD,retention,Annual,EMP0252,approved
SLH0451,EMP0022,2020-08-04,126989.32,129529.11,2539.79,2.00,USD,annual_cycle,H1,EMP0036,pending
SLH0452,EMP0179,2024-08-10,189591.69,197175.36,7583.67,4.00,USD,spot_adjustment,H2,EMP0861,approved
SLH0453,EMP0787,2023-07-22,153502.75,162712.91,9210.16,6.00,USD,promotion,H1,EMP0089,approved
SLH0454,EMP0409,2025-06-15,120767.07,126805.42,6038.35,5.00,USD,market_correction,H1,EMP0682,pending
SLH0455,EMP0366,2026-06-02,122806.53,127718.79,4912.26,4.00,USD,spot_adjustment,H1,EMP0423,pending
SLH0456,EMP0338,2026-07-11,151727.30,166900.03,15172.73,10.00,USD,market_correction,Off-cycle,EMP0614,approved
SLH0457,EMP0685,2018-06-09,80695.49,83923.31,3227.82,4.00,USD,annual_cycle,Off-cycle,EMP0077,rejected
SLH0458,EMP0918,2026-02-23,89742.89,93332.61,3589.72,4.00,USD,annual_cycle,H1,EMP0676,rejected
SLH0459,EMP0205,2018-05-29,133928.44,144642.71,10714.27,8.00,USD,retention,Off-cycle,EMP0654,paid
SLH0460,EMP0210,2019-05-13,163752.51,180127.76,16375.25,10.00,GBP,promotion,H2,EMP0796,pending
SLH0461,EMP0315,2025-06-20,50488.50,51034.86,546.36,1.08,GBP,retention,H2,EMP0247,approved
SLH0462,EMP0761,2021-06-21,127829.47,143169.00,15339.54,12.00,USD,promotion,H2,EMP0681,approved
SLH0463,EMP0966,2015-06-28,100366.19,110402.81,10036.62,10.00,USD,retention,Annual,EMP0094,paid
