jr_id,jr_number,job_id,job_title,department,grade_code,hiring_manager_id,recruiter_id,headcount,jr_status,priority,opened_date,target_fill_date,filled_date,location_city,location_country
JR0181,REQ-2022181,JOB0227,Paralegal,Sales,G05,EMP0487,EMP0020,1,open,low,2026-03-09,2026-04-14,,Dallas,US
JR0182,REQ-2022182,JOB0710,Compliance Analyst,Engineering,G07,EMP0747,EMP0004,3,cancelled,high,2024-12-05,2025-03-20,,Toronto,CA
JR0183,REQ-2022183,JOB0669,Marketing Director,Sales,G02,EMP0032,EMP0045,1,on_hold,critical,2024-08-07,2024-10-19,,Chicago,US
JR0184,REQ-2022184,JOB0046,SDR,Operations,G05,EMP0633,EMP0061,2,filled,medium,2022-11-19,2023-02-03,2024-12-24,San Francisco,US
JR0185,REQ-2022185,JOB0598,Cloud Engineer,Sales,G01,EMP0499,EMP0047,1,filled,low,2024-01-18,2024-05-17,2026-05-31,London,UK
JR0186,REQ-2022186,JOB0541,Support Lead,Operations,G02,EMP0649,EMP0059,2,open,high,2024-05-08,2024-08-27,,San Francisco,US
JR0187,REQ-2022187,JOB0453,Systems Admin,Operations,G01,EMP0298,EMP0013,3,cancelled,low,2022-06-09,2022-09-21,,San Francisco,US
JR0188,REQ-2022188,JOB0967,Data Scientist,Sales,G01,EMP0095,EMP0079,3,on_hold,critical,2024-12-30,2025-02-01,,Toronto,CA
JR0189,REQ-2022189,JOB0628,Associate PM,IT,G12,EMP0313,EMP0015,3,draft,critical,2023-07-14,2023-10-06,,Atlanta,US
JR0190,REQ-2022190,JOB0717,Finance Manager,Facilities,G10,EMP0731,EMP0056,3,on_hold,high,2025-05-15,2025-09-11,,Toronto,CA
JR0191,REQ-2022191,JOB0493,Analytics Manager,HR,G01,EMP0423,EMP0022,2,cancelled,medium,2024-08-11,2024-09-13,,London,UK
JR0192,REQ-2022192,JOB0357,SDR,Sales,G02,EMP0595,EMP0001,1,draft,high,2026-01-20,2026-05-17,,Hyderabad,IN
JR0193,REQ-2022193,JOB0246,Systems Admin,Security,G12,EMP0801,EMP0023,2,on_hold,medium,2023-11-17,2024-01-27,,Atlanta,US
JR0194,REQ-2022194,JOB0264,Senior PM,Facilities,G04,EMP0718,EMP0058,1,on_hold,medium,2023-10-19,2023-11-21,,Hyderabad,IN
JR0195,REQ-2022195,JOB0778,Enterprise AE,IT,G08,EMP0366,EMP0067,3,on_hold,critical,2024-12-01,2025-03-15,,Bengaluru,IN
JR0196,REQ-2022196,JOB0012,Data Analyst,Supply Chain,G03,EMP0978,EMP0057,3,on_hold,high,2025-01-21,2025-05-03,,New York,US
JR0197,REQ-2022197,JOB0173,IT Manager,HR,G04,EMP0078,EMP0032,3,on_hold,high,2022-08-08,2022-10-17,,Dallas,US
JR0198,REQ-2022198,JOB0087,Senior Software Engineer,Product,G10,EMP0109,EMP0053,3,on_hold,low,2023-06-27,2023-08-29,,Chicago,US
JR0199,REQ-2022199,JOB0314,Recruiter,Security,G04,EMP0444,EMP0015,2,on_hold,critical,2026-01-24,2026-05-10,,Dallas,US
JR0200,REQ-2022200,JOB0621,Engineering Manager,Security,G03,EMP0037,EMP0048,2,on_hold,medium,2023-03-22,2023-04-28,,Denver,US
JR0201,REQ-2022201,JOB0448,IT Support,Product,G03,EMP0872,EMP0070,1,cancelled,critical,2023-06-30,2023-08-26,,Chicago,US
JR0202,REQ-2022202,JOB0414,Account Executive,Finance,G06,EMP0933,EMP0014,3,filled,medium,2025-05-16,2025-07-22,2026-02-20,Dallas,US
JR0203,REQ-2022203,JOB0949,Financial Analyst,Security,G02,EMP0880,EMP0076,2,draft,high,2022-07-15,2022-08-18,,Seattle,US
JR0204,REQ-2022204,JOB0162,Privacy Counsel,Product,G12,EMP0941,EMP0067,1,open,high,2022-02-09,2022-06-08,,Austin,US
JR0205,REQ-2022205,JOB0218,Finance Manager,Legal,G01,EMP0729,EMP0060,1,cancelled,medium,2024-03-03,2024-06-29,,Denver,US
JR0206,REQ-2022206,JOB0955,IT Manager,HR,G03,EMP0864,EMP0062,1,cancelled,medium,2022-05-16,2022-07-10,,Bengaluru,IN
JR0207,REQ-2022207,JOB0957,SDR,Engineering,G02,EMP0884,EMP0048,3,on_hold,medium,2026-03-27,2026-06-11,,London,UK
JR0208,REQ-2022208,JOB0301,Associate PM,Supply Chain,G05,EMP0401,EMP0042,1,open,high,2024-08-04,2024-10-01,,Hyderabad,IN
JR0209,REQ-2022209,JOB0533,Finance Manager,Product,G04,EMP0148,EMP0036,3,draft,high,2022-06-10,2022-07-13,,Atlanta,US
JR0210,REQ-2022210,JOB0357,SDR,Sales,G02,EMP0719,EMP0006,3,draft,critical,2026-03-09,2026-05-06,,Hyderabad,IN
JR0211,REQ-2022211,JOB0234,Marketing Director,Operations,G02,EMP0616,EMP0061,3,cancelled,critical,2022-10-28,2022-12-08,,Seattle,US
JR0212,REQ-2022212,JOB0372,Data Analyst,Legal,G10,EMP0846,EMP0070,1,cancelled,high,2024-02-14,2024-04-12,,Austin,US
JR0213,REQ-2022213,JOB0388,Demand Gen Manager,Data,G02,EMP0448,EMP0015,3,filled,high,2022-08-15,2022-12-01,2025-05-13,Atlanta,US
JR0214,REQ-2022214,JOB0730,Paralegal,HR,G01,EMP0554,EMP0032,2,cancelled,low,2022-06-20,2022-10-05,,Atlanta,US
JR0215,REQ-2022215,JOB0363,Support Specialist,Engineering,G09,EMP0043,EMP0008,1,draft,high,2026-06-23,2026-09-16,,Dallas,US
JR0216,REQ-2022216,JOB0593,Engineering Manager,Product,G06,EMP0807,EMP0048,2,filled,low,2022-03-07,2022-06-07,2025-03-12,Toronto,CA
JR0217,REQ-2022217,JOB0134,Product Manager,Product,G10,EMP0258,EMP0019,2,filled,critical,2024-11-27,2025-02-24,2025-03-06,San Francisco,US
JR0218,REQ-2022218,JOB0628,Associate PM,IT,G12,EMP0356,EMP0033,1,open,low,2026-03-23,2026-07-12,,Atlanta,US
JR0219,REQ-2022219,JOB0071,Sales Manager,Customer Success,G02,EMP0743,EMP0012,3,draft,low,2022-09-30,2022-12-20,,Chicago,US
JR0220,REQ-2022220,JOB0041,Marketing Director,IT,G01,EMP0954,EMP0003,3,cancelled,high,2023-05-25,2023-06-28,,Chicago,US
JR0221,REQ-2022221,JOB0110,Senior PM,IT,G05,EMP0843,EMP0011,1,open,medium,2025-01-05,2025-04-30,,London,UK
JR0222,REQ-2022222,JOB0342,Senior PM,Security,G03,EMP0389,EMP0004,1,open,high,2025-12-25,2026-02-07,,Chicago,US
JR0223,REQ-2022223,JOB0127,Software Engineer,Security,G01,EMP0215,EMP0074,2,filled,low,2022-04-15,2022-06-29,2023-02-15,San Francisco,US
JR0224,REQ-2022224,JOB0200,Sales Manager,IT,G02,EMP0091,EMP0023,1,open,critical,2023-12-27,2024-02-29,,London,UK
JR0225,REQ-2022225,JOB0003,Analytics Manager,Legal,G01,EMP0489,EMP0074,3,draft,critical,2024-08-27,2024-10-03,,Chicago,US
JR0226,REQ-2022226,JOB0791,Controller,Data,G02,EMP0231,EMP0069,1,on_hold,low,2026-03-17,2026-04-18,,Seattle,US
JR0227,REQ-2022227,JOB0618,Senior Software Engineer,Legal,G04,EMP0729,EMP0016,1,draft,critical,2025-10-20,2025-11-19,,Hyderabad,IN
JR0228,REQ-2022228,JOB0918,Marketing Director,Engineering,G04,EMP0052,EMP0005,1,cancelled,medium,2026-07-14,2026-09-27,,Chicago,US
JR0229,REQ-2022229,JOB0318,Product Manager,Operations,G03,EMP0781,EMP0073,1,draft,medium,2024-04-21,2024-06-27,,Chicago,US
JR0230,REQ-2022230,JOB0367,Product Manager,Finance,G08,EMP0537,EMP0008,3,open,medium,2024-12-11,2025-01-10,,Toronto,CA
JR0231,REQ-2022231,JOB0807,Group PM,Security,G03,EMP0803,EMP0070,1,open,high,2025-03-17,2025-05-28,,Dallas,US
JR0232,REQ-2022232,JOB0671,Data Analyst,Facilities,G10,EMP0758,EMP0046,2,open,high,2024-12-12,2025-04-04,,Atlanta,US
JR0233,REQ-2022233,JOB0160,Cloud Engineer,Data,G10,EMP0516,EMP0065,3,draft,medium,2023-05-25,2023-09-21,,San Francisco,US
JR0234,REQ-2022234,JOB0130,IT Support,Operations,G08,EMP0943,EMP0075,3,on_hold,medium,2022-12-30,2023-04-13,,Austin,US
JR0235,REQ-2022235,JOB0455,HRBP,IT,G04,EMP0491,EMP0044,3,on_hold,critical,2024-04-18,2024-07-24,,Seattle,US
JR0236,REQ-2022236,JOB0056,Financial Analyst,Engineering,G02,EMP0765,EMP0023,3,filled,medium,2025-04-16,2025-06-01,2025-09-14,Denver,US
JR0237,REQ-2022237,JOB0311,Legal Counsel,HR,G08,EMP0618,EMP0072,1,draft,medium,2022-06-06,2022-07-09,,Toronto,CA
JR0238,REQ-2022238,JOB0796,Account Executive,Customer Success,G08,EMP0519,EMP0029,2,filled,medium,2023-12-31,2024-02-25,2025-02-24,Chicago,US
JR0239,REQ-2022239,JOB0906,People Manager,Customer Success,G10,EMP0402,EMP0035,3,draft,medium,2023-02-13,2023-04-09,,Hyderabad,IN
JR0240,REQ-2022240,JOB0009,Paralegal,Security,G11,EMP0297,EMP0079,3,draft,critical,2022-02-01,2022-03-25,,Toronto,CA
JR0241,REQ-2022241,JOB0924,Support Lead,Security,G01,EMP0629,EMP0066,2,on_hold,medium,2025-03-20,2025-07-15,,New York,US
JR0242,REQ-2022242,JOB0985,SDR,Marketing,G02,EMP0424,EMP0019,2,filled,high,2023-07-22,2023-10-01,2024-11-15,Hyderabad,IN
JR0243,REQ-2022243,JOB0201,Enterprise AE,Finance,G11,EMP0798,EMP0003,3,open,critical,2024-05-04,2024-07-28,,Hyderabad,IN
JR0244,REQ-2022244,JOB0935,People Manager,Engineering,G04,EMP0161,EMP0026,1,filled,high,2023-03-02,2023-06-24,2025-08-04,London,UK
JR0245,REQ-2022245,JOB0820,CS Manager,Customer Success,G04,EMP0247,EMP0026,2,cancelled,low,2023-05-31,2023-08-03,,Toronto,CA
JR0246,REQ-2022246,JOB0895,IT Manager,Sales,G06,EMP0819,EMP0068,1,draft,medium,2023-12-25,2024-01-31,,Atlanta,US
JR0247,REQ-2022247,JOB0675,Paralegal,Operations,G10,EMP0788,EMP0045,2,cancelled,high,2025-05-14,2025-07-16,,Bengaluru,IN
JR0248,REQ-2022248,JOB0884,IT Manager,HR,G11,EMP0621,EMP0026,1,filled,critical,2022-08-29,2022-11-11,2024-05-24,London,UK
JR0249,REQ-2022249,JOB0083,Legal Counsel,Data,G12,EMP0411,EMP0020,1,filled,critical,2024-10-21,2025-02-16,2026-05-26,Seattle,US
JR0250,REQ-2022250,JOB0099,Data Scientist,Product,G07,EMP0195,EMP0040,1,open,low,2025-12-22,2026-03-28,,Toronto,CA
JR0251,REQ-2022251,JOB0419,Senior PM,Product,G01,EMP0533,EMP0076,1,draft,high,2022-05-28,2022-08-12,,Atlanta,US
JR0252,REQ-2022252,JOB0641,Marketing Specialist,Sales,G12,EMP0436,EMP0010,1,filled,low,2024-10-26,2024-11-29,2026-03-06,Dallas,US
JR0253,REQ-2022253,JOB0375,Enterprise AE,Legal,G09,EMP0194,EMP0015,2,filled,low,2026-04-20,2026-06-21,2026-06-19,Atlanta,US
JR0254,REQ-2022254,JOB0641,Marketing Specialist,Sales,G12,EMP0600,EMP0080,2,open,critical,2026-06-13,2026-08-17,,Dallas,US
JR0255,REQ-2022255,JOB0401,Support Lead,HR,G03,EMP0044,EMP0041,1,filled,high,2025-10-07,2025-12-30,2026-07-04,London,UK
JR0256,REQ-2022256,JOB0378,Marketing Director,Operations,G05,EMP0290,EMP0030,1,on_hold,medium,2024-07-05,2024-08-08,,Hyderabad,IN
JR0257,REQ-2022257,JOB0309,HR Generalist,HR,G07,EMP0222,EMP0043,3,on_hold,medium,2025-02-28,2025-06-25,,Chicago,US
JR0258,REQ-2022258,JOB0951,Senior Software Engineer,Legal,G08,EMP0507,EMP0038,3,cancelled,medium,2022-01-11,2022-05-03,,San Francisco,US
JR0259,REQ-2022259,JOB0096,Finance Manager,Legal,G12,EMP0850,EMP0058,3,draft,low,2025-04-26,2025-07-04,,San Francisco,US
JR0260,REQ-2022260,JOB0985,SDR,Marketing,G02,EMP0175,EMP0031,1,cancelled,high,2026-05-12,2026-09-06,,Hyderabad,IN
JR0261,REQ-2022261,JOB0256,Content Manager,Marketing,G03,EMP0631,EMP0074,2,open,medium,2022-07-06,2022-09-18,,Toronto,CA
JR0262,REQ-2022262,JOB0777,Account Executive,HR,G04,EMP0368,EMP0061,1,open,medium,2023-01-17,2023-03-19,,Austin,US
JR0263,REQ-2022263,JOB0718,Staff Engineer,HR,G04,EMP0263,EMP0010,3,cancelled,critical,2025-04-13,2025-07-08,,Austin,US
JR0264,REQ-2022264,JOB0056,Financial Analyst,Engineering,G02,EMP0822,EMP0060,2,draft,critical,2024-03-18,2024-05-18,,Denver,US
JR0265,REQ-2022265,JOB0096,Finance Manager,Legal,G12,EMP0755,EMP0066,2,open,low,2026-03-15,2026-05-25,,San Francisco,US
JR0266,REQ-2022266,JOB0988,Account Executive,Supply Chain,G08,EMP0718,EMP0017,2,draft,high,2023-10-10,2023-11-21,,Dallas,US
JR0267,REQ-2022267,JOB0386,CS Manager,IT,G08,EMP0121,EMP0008,3,draft,high,2025-08-04,2025-10-23,,San Francisco,US
JR0268,REQ-2022268,JOB0970,CS Manager,Facilities,G08,EMP0378,EMP0054,2,filled,medium,2026-02-13,2026-05-26,2026-07-10,Atlanta,US
JR0269,REQ-2022269,JOB0359,SDR,Product,G05,EMP0600,EMP0045,3,cancelled,high,2026-04-13,2026-05-26,,London,UK
JR0270,REQ-2022270,JOB0492,Marketing Director,Finance,G01,EMP0448,EMP0079,2,filled,low,2026-07-25,2026-09-08,2026-07-31,Seattle,US
JR0271,REQ-2022271,JOB0541,Support Lead,Operations,G02,EMP0346,EMP0016,1,draft,low,2025-01-22,2025-03-09,,San Francisco,US
JR0272,REQ-2022272,JOB0651,Group PM,Marketing,G03,EMP0335,EMP0034,3,filled,medium,2023-11-25,2024-02-05,2025-12-12,Seattle,US
JR0273,REQ-2022273,JOB0815,Recruiter,HR,G04,EMP0214,EMP0023,3,filled,low,2025-08-02,2025-10-02,2025-11-25,Dallas,US
JR0274,REQ-2022274,JOB0774,HR Generalist,Customer Success,G09,EMP0156,EMP0034,1,draft,critical,2023-12-31,2024-04-22,,Seattle,US
JR0275,REQ-2022275,JOB0599,Accountant,Facilities,G06,EMP0559,EMP0034,1,draft,low,2024-12-27,2025-03-23,,Hyderabad,IN
JR0276,REQ-2022276,JOB0432,Analytics Manager,Data,G06,EMP0141,EMP0044,3,cancelled,high,2025-09-09,2025-10-09,,Bengaluru,IN
JR0277,REQ-2022277,JOB0738,Data Analyst,Marketing,G09,EMP0540,EMP0062,1,draft,high,2023-09-11,2023-12-29,,Dallas,US
JR0278,REQ-2022278,JOB0253,Data Scientist,Supply Chain,G08,EMP0464,EMP0001,3,cancelled,low,2024-06-02,2024-09-07,,Bengaluru,IN
JR0279,REQ-2022279,JOB0588,Compliance Analyst,Customer Success,G09,EMP0615,EMP0022,3,draft,critical,2023-04-15,2023-05-19,,San Francisco,US
JR0280,REQ-2022280,JOB0250,Sales Manager,Operations,G02,EMP0097,EMP0078,2,open,critical,2022-06-11,2022-10-05,,Toronto,CA
JR0281,REQ-2022281,JOB0117,Demand Gen Manager,Legal,G10,EMP0144,EMP0016,3,filled,medium,2025-11-26,2026-03-06,2026-02-19,Dallas,US
JR0282,REQ-2022282,JOB0508,Demand Gen Manager,Data,G06,EMP0035,EMP0027,3,cancelled,critical,2026-05-02,2026-08-22,,San Francisco,US
JR0283,REQ-2022283,JOB0534,Group PM,Facilities,G03,EMP0956,EMP0004,1,on_hold,low,2022-04-27,2022-08-08,,Austin,US
JR0284,REQ-2022284,JOB0388,Demand Gen Manager,Data,G02,EMP0845,EMP0052,3,filled,critical,2024-04-13,2024-07-19,2024-12-06,Atlanta,US
JR0285,REQ-2022285,JOB0700,Demand Gen Manager,IT,G08,EMP0621,EMP0071,3,draft,critical,2023-04-02,2023-06-08,,Seattle,US
JR0286,REQ-2022286,JOB0160,Cloud Engineer,Data,G10,EMP0153,EMP0029,2,filled,critical,2026-05-20,2026-07-16,2026-06-14,San Francisco,US
JR0287,REQ-2022287,JOB0188,Financial Analyst,Marketing,G06,EMP0203,EMP0033,2,on_hold,medium,2026-03-01,2026-05-19,,San Francisco,US
JR0288,REQ-2022288,JOB0930,ML Engineer,IT,G10,EMP0690,EMP0073,3,filled,critical,2022-04-09,2022-07-12,2022-05-08,Bengaluru,IN
JR0289,REQ-2022289,JOB0014,IT Support,IT,G12,EMP0209,EMP0075,1,cancelled,critical,2022-05-24,2022-08-29,,Austin,US
JR0290,REQ-2022290,JOB0465,Cloud Engineer,Product,G04,EMP0255,EMP0052,2,filled,low,2022-11-20,2023-02-16,2025-08-10,London,UK
JR0291,REQ-2022291,JOB0893,Group PM,Supply Chain,G03,EMP0601,EMP0015,2,on_hold,low,2025-01-01,2025-04-18,,Atlanta,US
JR0292,REQ-2022292,JOB0935,People Manager,Engineering,G04,EMP0268,EMP0053,1,filled,low,2025-11-04,2026-01-08,2025-12-13,London,UK
JR0293,REQ-2022293,JOB0320,Support Agent,Engineering,G02,EMP0532,EMP0060,3,open,medium,2023-06-21,2023-08-08,,Atlanta,US
JR0294,REQ-2022294,JOB0582,Accountant,Marketing,G10,EMP0084,EMP0003,2,filled,high,2022-09-03,2022-12-03,2025-04-08,Hyderabad,IN
JR0295,REQ-2022295,JOB0561,SDR,Legal,G11,EMP0033,EMP0037,1,draft,low,2025-02-17,2025-05-09,,Atlanta,US
JR0296,REQ-2022296,JOB0282,Content Manager,Security,G02,EMP0480,EMP0005,1,draft,low,2025-01-07,2025-03-30,,Dallas,US
JR0297,REQ-2022297,JOB0509,Support Agent,Product,G11,EMP0134,EMP0016,3,draft,low,2022-01-23,2022-04-02,,Chicago,US
JR0298,REQ-2022298,JOB0713,Senior Software Engineer,Finance,G11,EMP0559,EMP0052,2,filled,medium,2023-10-21,2024-02-13,2023-11-03,Hyderabad,IN
JR0299,REQ-2022299,JOB0505,Associate PM,Security,G02,EMP0132,EMP0049,1,cancelled,high,2023-07-04,2023-08-17,,Chicago,US
JR0300,REQ-2022300,JOB0623,Systems Admin,Engineering,G05,EMP0411,EMP0078,1,filled,low,2022-10-23,2023-01-06,2026-03-07,Atlanta,US
JR0301,REQ-2022301,JOB0821,HR Generalist,Finance,G03,EMP0224,EMP0038,1,filled,medium,2024-02-07,2024-05-26,2025-02-08,Hyderabad,IN
JR0302,REQ-2022302,JOB0788,Software Engineer,Finance,G05,EMP0146,EMP0038,1,draft,critical,2022-01-27,2022-04-18,,Seattle,US
JR0303,REQ-2022303,JOB0301,Associate PM,Supply Chain,G05,EMP0671,EMP0063,1,draft,low,2026-05-13,2026-07-20,,Hyderabad,IN
JR0304,REQ-2022304,JOB0821,HR Generalist,Finance,G03,EMP0674,EMP0046,2,draft,low,2025-06-01,2025-08-02,,Hyderabad,IN
JR0305,REQ-2022305,JOB0508,Demand Gen Manager,Data,G06,EMP0122,EMP0076,1,open,low,2022-09-27,2022-12-31,,San Francisco,US
JR0306,REQ-2022306,JOB0095,ML Engineer,Sales,G11,EMP0375,EMP0019,1,open,high,2023-09-10,2023-12-07,,London,UK
JR0307,REQ-2022307,JOB0325,CS Manager,HR,G02,EMP0500,EMP0035,3,open,critical,2026-02-01,2026-04-03,,Bengaluru,IN
JR0308,REQ-2022308,JOB0622,Compliance Analyst,Engineering,G08,EMP0298,EMP0018,1,draft,critical,2025-05-19,2025-08-16,,Hyderabad,IN
JR0309,REQ-2022309,JOB0673,Legal Counsel,Supply Chain,G07,EMP0097,EMP0059,1,filled,medium,2023-01-07,2023-04-01,2023-12-15,Hyderabad,IN
JR0310,REQ-2022310,JOB0130,IT Support,Operations,G08,EMP0761,EMP0039,1,filled,critical,2025-03-26,2025-05-20,2026-07-29,Austin,US
JR0311,REQ-2022311,JOB0113,Support Specialist,Security,G12,EMP0660,EMP0057,2,filled,critical,2024-07-17,2024-09-28,2024-12-30,Chicago,US
JR0312,REQ-2022312,JOB0082,Accountant,Data,G02,EMP0905,EMP0078,2,on_hold,low,2022-09-09,2022-12-02,,Seattle,US
JR0313,REQ-2022313,JOB0584,Content Manager,Finance,G11,EMP0757,EMP0075,1,cancelled,critical,2024-05-23,2024-06-26,,Austin,US
JR0314,REQ-2022314,JOB0113,Support Specialist,Security,G12,EMP0578,EMP0062,1,filled,high,2025-06-10,2025-09-28,2025-12-12,Chicago,US
JR0315,REQ-2022315,JOB0282,Content Manager,Security,G02,EMP0216,EMP0009,1,draft,medium,2022-12-10,2023-03-17,,Dallas,US
JR0316,REQ-2022316,JOB0964,Marketing Director,Security,G06,EMP0212,EMP0053,2,open,low,2022-06-03,2022-09-06,,Hyderabad,IN
JR0317,REQ-2022317,JOB0455,HRBP,IT,G04,EMP0125,EMP0070,3,filled,high,2023-03-02,2023-04-27,2024-05-09,Seattle,US
JR0318,REQ-2022318,JOB0601,HRBP,Operations,G05,EMP0051,EMP0016,2,open,low,2025-12-26,2026-02-03,,Chicago,US
JR0319,REQ-2022319,JOB0289,Engineering Manager,Legal,G02,EMP0417,EMP0076,2,on_hold,high,2023-03-21,2023-07-09,,Austin,US
JR0320,REQ-2022320,JOB0802,ML Engineer,Engineering,G08,EMP0305,EMP0042,1,cancelled,high,2024-01-31,2024-04-19,,London,UK
JR0321,REQ-2022321,JOB0039,Controller,Data,G09,EMP0328,EMP0058,3,on_hold,medium,2023-08-10,2023-11-06,,Toronto,CA
JR0322,REQ-2022322,JOB0615,HR Generalist,Customer Success,G07,EMP0570,EMP0002,1,open,medium,2025-02-26,2025-05-25,,Toronto,CA
JR0323,REQ-2022323,JOB0857,HRBP,HR,G09,EMP0598,EMP0058,2,on_hold,critical,2025-06-24,2025-08-02,,Toronto,CA
JR0324,REQ-2022324,JOB0795,Marketing Specialist,Supply Chain,G10,EMP0720,EMP0038,3,filled,high,2022-12-22,2023-04-17,2025-09-01,Bengaluru,IN
JR0325,REQ-2022325,JOB0693,Enterprise AE,IT,G01,EMP0745,EMP0048,3,cancelled,medium,2025-01-26,2025-04-12,,Atlanta,US
JR0326,REQ-2022326,JOB0422,Product Manager,Data,G12,EMP0153,EMP0042,1,open,critical,2025-11-06,2026-02-25,,San Francisco,US
JR0327,REQ-2022327,JOB0892,Finance Manager,Supply Chain,G01,EMP0310,EMP0068,2,cancelled,high,2025-09-23,2025-11-22,,New York,US
JR0328,REQ-2022328,JOB0798,Recruiter,Customer Success,G12,EMP0225,EMP0065,2,cancelled,medium,2025-02-24,2025-05-18,,Seattle,US
JR0329,REQ-2022329,JOB0425,Support Lead,IT,G03,EMP0243,EMP0011,1,filled,medium,2022-07-13,2022-10-05,2024-08-05,New York,US
JR0330,REQ-2022330,JOB0247,Account Executive,Security,G11,EMP0671,EMP0018,3,filled,low,2025-03-24,2025-06-27,2025-08-04,Atlanta,US
JR0331,REQ-2022331,JOB0934,Support Agent,Legal,G12,EMP0427,EMP0057,1,on_hold,low,2024-01-19,2024-03-17,,Denver,US
JR0332,REQ-2022332,JOB0117,Demand Gen Manager,Legal,G10,EMP0353,EMP0077,2,cancelled,low,2025-06-08,2025-07-15,,Dallas,US
JR0333,REQ-2022333,JOB0032,Data Scientist,Security,G09,EMP0100,EMP0020,1,cancelled,high,2025-07-18,2025-10-24,,Dallas,US
JR0334,REQ-2022334,JOB0874,Compliance Analyst,Sales,G01,EMP0540,EMP0003,3,on_hold,low,2025-11-07,2026-02-13,,San Francisco,US
JR0335,REQ-2022335,JOB0804,Legal Counsel,Data,G02,EMP0577,EMP0062,3,open,low,2022-11-26,2023-01-12,,San Francisco,US
JR0336,REQ-2022336,JOB0818,Content Manager,IT,G09,EMP0445,EMP0011,2,open,high,2023-06-20,2023-10-02,,Toronto,CA
JR0337,REQ-2022337,JOB0299,Content Manager,IT,G03,EMP0068,EMP0076,3,filled,critical,2023-09-21,2023-12-16,2024-02-05,London,UK
JR0338,REQ-2022338,JOB0196,Accountant,HR,G12,EMP0602,EMP0014,1,filled,high,2025-11-07,2026-02-06,2026-05-07,London,UK
JR0339,REQ-2022339,JOB0293,CS Manager,Finance,G10,EMP0337,EMP0042,3,on_hold,low,2024-01-16,2024-03-13,,Chicago,US
JR0340,REQ-2022340,JOB0444,Support Specialist,Finance,G11,EMP0463,EMP0050,1,open,critical,2025-07-25,2025-09-25,,Austin,US
JR0341,REQ-2022341,JOB0094,Marketing Specialist,Product,G02,EMP0149,EMP0030,3,draft,medium,2022-04-25,2022-08-14,,Hyderabad,IN
JR0342,REQ-2022342,JOB0590,Account Executive,Customer Success,G01,EMP0823,EMP0048,3,on_hold,critical,2025-10-05,2025-11-05,,San Francisco,US
JR0343,REQ-2022343,JOB0169,Sales Manager,Security,G10,EMP0865,EMP0035,3,open,low,2023-05-17,2023-09-04,,Atlanta,US
JR0344,REQ-2022344,JOB0356,Marketing Director,HR,G06,EMP0688,EMP0013,3,draft,medium,2025-12-19,2026-03-21,,Chicago,US
JR0345,REQ-2022345,JOB0531,Content Manager,Marketing,G04,EMP0247,EMP0049,3,open,medium,2024-10-15,2024-11-14,,Atlanta,US
JR0346,REQ-2022346,JOB0348,Cloud Engineer,HR,G12,EMP0097,EMP0012,1,cancelled,critical,2023-03-06,2023-05-22,,New York,US
JR0347,REQ-2022347,JOB0994,Compliance Analyst,Customer Success,G08,EMP0575,EMP0074,2,on_hold,critical,2022-08-11,2022-09-23,,Toronto,CA
JR0348,REQ-2022348,JOB0049,Senior PM,Product,G04,EMP0464,EMP0063,1,draft,low,2025-08-23,2025-10-04,,Dallas,US
JR0349,REQ-2022349,JOB0124,ML Engineer,Sales,G01,EMP0269,EMP0027,3,on_hold,low,2022-06-19,2022-08-15,,Austin,US
JR0350,REQ-2022350,JOB0370,Support Specialist,Finance,G11,EMP0878,EMP0001,2,cancelled,low,2025-03-16,2025-07-09,,Toronto,CA
JR0351,REQ-2022351,JOB0999,Product Manager,Legal,G03,EMP0666,EMP0005,3,filled,medium,2022-10-21,2023-01-29,2023-10-19,Hyderabad,IN
JR0352,REQ-2022352,JOB0223,Associate PM,Sales,G07,EMP0930,EMP0073,1,on_hold,medium,2025-04-19,2025-08-12,,Denver,US
JR0353,REQ-2022353,JOB0699,Product Manager,Legal,G03,EMP0604,EMP0009,1,filled,critical,2024-04-15,2024-05-20,2026-02-15,Bengaluru,IN
JR0354,REQ-2022354,JOB0469,Legal Counsel,Security,G04,EMP0781,EMP0010,3,draft,low,2024-07-19,2024-10-17,,London,UK
JR0355,REQ-2022355,JOB0516,Systems Admin,Data,G04,EMP0327,EMP0043,3,on_hold,critical,2026-06-26,2026-08-25,,Chicago,US
JR0356,REQ-2022356,JOB0385,SDR,Customer Success,G04,EMP0876,EMP0025,3,cancelled,medium,2025-07-27,2025-09-01,,Toronto,CA
JR0357,REQ-2022357,JOB0603,Senior PM,Supply Chain,G04,EMP0730,EMP0070,2,draft,medium,2022-02-19,2022-03-29,,Chicago,US
JR0358,REQ-2022358,JOB0333,SDR,Supply Chain,G11,EMP0796,EMP0069,2,cancelled,low,2025-06-21,2025-08-16,,New York,US
JR0359,REQ-2022359,JOB0886,Staff Engineer,Customer Success,G03,EMP0853,EMP0038,2,on_hold,critical,2023-06-07,2023-09-25,,Toronto,CA
JR0360,REQ-2022360,JOB0059,Engineering Manager,HR,G03,EMP0457,EMP0020,1,on_hold,critical,2024-07-11,2024-09-17,,San Francisco,US
JR0361,REQ-2022361,JOB0690,Cloud Engineer,Engineering,G06,EMP0114,EMP0051,2,filled,critical,2024-06-30,2024-08-08,2025-04-29,Toronto,CA
