invoice_id,customer_id,invoice_date,due_date,amount_due,tax_amount,total_amount,status
INV3D56077275,CUST100015991,2025-09-08,2025-09-29,187.37,14.99,202.36,Partially Paid
INVB1F06D9906,CUST100092921,2026-04-03,2026-04-24,300.95,24.08,325.03,Partially Paid
INVD199971C84,CUST100010522,2025-09-29,2025-10-20,320.05,25.6,345.65,Paid
INVD200B16BFF,CUST100056806,2026-04-25,2026-05-16,213.12,17.05,230.17,Paid
INV8B857A1C17,CUST100040932,2026-02-22,2026-03-15,392.52,31.4,423.92,Paid
INVD3B0851258,CUST100004478,2025-08-13,2025-09-03,23.86,1.91,25.77,Unpaid
INVEA19B72F16,CUST100047585,2025-09-26,2025-10-17,31.14,2.49,33.63,Paid
INV12C3CBF8A2,CUST100037434,2026-03-16,2026-04-06,126.62,10.13,136.75,Paid
INV1F334B47D8,CUST100034415,2025-08-17,2025-09-07,152.67,12.21,164.88,Paid
INVF25F059274,CUST100060942,2025-09-01,2025-09-22,336.2,26.9,363.1,Paid
INV1C740D9CC8,CUST100056398,2026-07-21,2026-08-11,91.45,7.32,98.77,Paid
INVD7B04C393C,CUST100039719,2026-05-24,2026-06-14,263.04,21.04,284.08,Partially Paid
INV0B3AB2F8D8,CUST100038924,2026-06-30,2026-07-21,70.41,5.63,76.04,Paid
INVE66F068D5D,CUST100084355,2026-02-14,2026-03-07,194.06,15.52,209.58,Partially Paid
INV5FC0CB8B96,CUST100034195,2026-02-25,2026-03-18,231.14,18.49,249.63,Paid
INVD85DCAEA23,CUST100075008,2025-10-17,2025-11-07,161.94,12.96,174.9,Unpaid
INVF99C8D1A3C,CUST100053813,2026-04-13,2026-05-04,103.19,8.26,111.45,Partially Paid
INV55BF38D3DC,CUST100056714,2026-01-16,2026-02-06,77.18,6.17,83.35,Paid
INV8C3D705A84,CUST100001751,2026-06-16,2026-07-07,233.07,18.65,251.72,Overdue
INV033B48FDBE,CUST100018390,2026-04-08,2026-04-29,307.01,24.56,331.57,Partially Paid
INVF033BCA3F0,CUST100060086,2025-11-17,2025-12-08,95.86,7.67,103.53,Paid
INV466CDCCC62,CUST100076202,2025-10-11,2025-11-01,373.63,29.89,403.52,Partially Paid
INVE2D46E7D58,CUST100097039,2026-04-02,2026-04-23,232.17,18.57,250.74,Paid
INV8A3498E2BF,CUST100062422,2026-02-06,2026-02-27,377.53,30.2,407.73,Overdue
INV622B99E188,CUST100065991,2026-04-02,2026-04-23,68.74,5.5,74.24,Paid
INVA2B2634C27,CUST100025323,2026-04-13,2026-05-04,366.88,29.35,396.23,Paid
INVAC926459FC,CUST100073941,2026-04-19,2026-05-10,248.62,19.89,268.51,Partially Paid
INVC750B4BCC3,CUST100013726,2026-01-29,2026-02-19,116.2,9.3,125.5,Overdue
INV8D56A9508C,CUST100088901,2026-02-23,2026-03-16,271.05,21.68,292.73,Partially Paid
INV22FEE1E2BC,CUST100033153,2026-05-12,2026-06-02,220.77,17.66,238.43,Paid
INV2E1E47D0B2,CUST100052943,2025-11-11,2025-12-02,32.37,2.59,34.96,Paid
INV5A57DB77BB,CUST100070248,2026-04-12,2026-05-03,332.08,26.57,358.65,Overdue
INV31729B395E,CUST100088900,2025-09-13,2025-10-04,359.89,28.79,388.68,Paid
INV7C4332CB93,CUST100055191,2026-02-28,2026-03-21,185.21,14.82,200.03,Paid
INV46FC6D759B,CUST100001165,2026-02-02,2026-02-23,100.6,8.05,108.65,Paid
INVAF9559D71A,CUST100047409,2026-07-15,2026-08-05,34.63,2.77,37.4,Unpaid
INVAB448DAE9C,CUST100051903,2025-10-07,2025-10-28,64.09,5.13,69.22,Overdue
INVB3131D68CF,CUST100089832,2026-01-21,2026-02-11,219.18,17.53,236.71,Paid
INVEA7545662B,CUST100005570,2025-09-17,2025-10-08,292.28,23.38,315.66,Paid
INV9D06B6F5D4,CUST100075801,2026-06-09,2026-06-30,370.14,29.61,399.75,Paid
INV2D72A74076,CUST100064081,2026-06-18,2026-07-09,190.47,15.24,205.71,Partially Paid
INV8D9DCD7579,CUST100086924,2026-06-08,2026-06-29,320.61,25.65,346.26,Unpaid
INV79CE685BD4,CUST100052113,2026-04-22,2026-05-13,186.9,14.95,201.85,Paid
INV179B07482C,CUST100069126,2026-02-11,2026-03-04,148.15,11.85,160.0,Overdue
INV7911512E27,CUST100085123,2025-12-05,2025-12-26,52.74,4.22,56.96,Overdue
INV761052E9A5,CUST100003755,2026-04-09,2026-04-30,373.3,29.86,403.16,Paid
INVAA712BEEE0,CUST100031060,2025-11-07,2025-11-28,261.31,20.9,282.21,Paid
INV1068F14126,CUST100019879,2026-03-07,2026-03-28,168.05,13.44,181.49,Paid
INV0C875C8C16,CUST100045791,2026-01-12,2026-02-02,321.41,25.71,347.12,Paid
INV9694073338,CUST100017764,2025-11-10,2025-12-01,198.1,15.85,213.95,Overdue
INV75800B92C0,CUST100056150,2025-08-26,2025-09-16,83.07,6.65,89.72,Paid
INV6D6DD98CC2,CUST100057777,2026-07-01,2026-07-22,236.63,18.93,255.56,Overdue
INV3906F6EDBE,CUST100097630,2025-09-28,2025-10-19,345.08,27.61,372.69,Paid
INVBF6FF47EB7,CUST100034582,2026-06-22,2026-07-13,291.96,23.36,315.32,Paid
INVB38272245D,CUST100062326,2025-09-12,2025-10-03,299.46,23.96,323.42,Paid
INV60DF3F93B4,CUST100042708,2025-10-09,2025-10-30,339.39,27.15,366.54,Paid
INV3656C85186,CUST100056239,2026-07-01,2026-07-22,373.62,29.89,403.51,Paid
INV3A48BCB7DA,CUST100086329,2025-12-16,2026-01-06,131.94,10.56,142.5,Paid
INV6D49BA285F,CUST100037345,2026-01-08,2026-01-29,388.91,31.11,420.02,Overdue
INVC8B3325921,CUST100075903,2025-12-03,2025-12-24,342.0,27.36,369.36,Paid
INVBB93DF8538,CUST100021326,2026-03-25,2026-04-15,379.15,30.33,409.48,Paid
INV7E21D29720,CUST100085363,2026-06-12,2026-07-03,148.2,11.86,160.06,Paid
INV27965A0F30,CUST100004286,2025-12-16,2026-01-06,259.73,20.78,280.51,Unpaid
INVD89C5714D0,CUST100025364,2026-04-21,2026-05-12,277.89,22.23,300.12,Paid
INV943A022D5B,CUST100045370,2026-05-19,2026-06-09,332.08,26.57,358.65,Paid
INVDF214D27C4,CUST100092451,2026-01-28,2026-02-18,276.09,22.09,298.18,Paid
INV08898B0E31,CUST100070429,2026-06-30,2026-07-21,168.64,13.49,182.13,Paid
INV5C125A4E0B,CUST100015795,2025-10-28,2025-11-18,74.97,6.0,80.97,Paid
INV39130CE601,CUST100064233,2026-02-20,2026-03-13,68.66,5.49,74.15,Paid
INV500BB65D9D,CUST100006524,2025-08-25,2025-09-15,301.83,24.15,325.98,Paid
INV3B20D78A3C,CUST100080872,2025-08-17,2025-09-07,131.13,10.49,141.62,Paid
INV66600D3CA0,CUST100004753,2026-04-22,2026-05-13,282.66,22.61,305.27,Paid
INV30EA5C637F,CUST100073518,2025-08-30,2025-09-20,143.86,11.51,155.37,Paid
INV06DAB1A8FB,CUST100010666,2026-04-14,2026-05-05,100.97,8.08,109.05,Paid
INVE6C55C3CA6,CUST100088977,2025-09-14,2025-10-05,60.62,4.85,65.47,Paid
INV115F3F48DE,CUST100035508,2026-01-14,2026-02-04,38.09,3.05,41.14,Paid
INVAABAE176F5,CUST100013787,2026-03-14,2026-04-04,295.65,23.65,319.3,Paid
INV0F7D9DF66E,CUST100085443,2026-01-15,2026-02-05,195.3,15.62,210.92,Paid
INV8AFF9314AB,CUST100073266,2026-07-13,2026-08-03,360.54,28.84,389.38,Paid
INVE8EB3D154B,CUST100078083,2026-04-05,2026-04-26,330.7,26.46,357.16,Paid
INV04205BCCD7,CUST100070038,2026-02-10,2026-03-03,326.04,26.08,352.12,Unpaid
INVECD89C7800,CUST100036776,2026-03-04,2026-03-25,276.82,22.15,298.97,Paid
INV865B4A1887,CUST100082081,2026-07-08,2026-07-29,396.2,31.7,427.9,Paid
INVA739166434,CUST100097309,2025-11-14,2025-12-05,162.21,12.98,175.19,Paid
INV1BAFEE90D2,CUST100013558,2025-11-23,2025-12-14,90.05,7.2,97.25,Paid
INVA71A0FACE8,CUST100030555,2026-03-18,2026-04-08,284.15,22.73,306.88,Paid
INV5E8DE6E65A,CUST100020601,2026-07-01,2026-07-22,339.48,27.16,366.64,Overdue
INV29187254EF,CUST100003906,2026-04-24,2026-05-15,264.83,21.19,286.02,Paid
INV57925791A5,CUST100015636,2025-10-12,2025-11-02,189.39,15.15,204.54,Paid
INV358EF0A895,CUST100082325,2026-07-01,2026-07-22,130.67,10.45,141.12,Paid
INVA86297C3E0,CUST100015201,2026-06-29,2026-07-20,143.79,11.5,155.29,Paid
INVCEAEF1EE6A,CUST100030223,2026-05-01,2026-05-22,306.87,24.55,331.42,Paid
INV73DAA5BC61,CUST100067650,2026-02-09,2026-03-02,262.55,21.0,283.55,Unpaid
INV35BD01BE34,CUST100024588,2026-05-26,2026-06-16,177.69,14.22,191.91,Paid
INV2E220E05DA,CUST100087625,2025-12-16,2026-01-06,45.25,3.62,48.87,Overdue
INV50FFB269BA,CUST100021141,2025-08-19,2025-09-09,104.87,8.39,113.26,Paid
INV1C06E8B650,CUST100070097,2025-08-01,2025-08-22,85.53,6.84,92.37,Partially Paid
INV5C37717AA5,CUST100010572,2025-11-30,2025-12-21,287.69,23.02,310.71,Unpaid
INV632D350AF1,CUST100006048,2025-09-16,2025-10-07,211.72,16.94,228.66,Paid
INVFCA44C3B37,CUST100062693,2025-08-27,2025-09-17,197.12,15.77,212.89,Paid
INV8DAC20A0DB,CUST100097851,2026-04-18,2026-05-09,88.72,7.1,95.82,Paid
INV462D54DE91,CUST100061299,2026-04-18,2026-05-09,179.8,14.38,194.18,Paid
INV59AEC278E5,CUST100064334,2026-02-08,2026-03-01,76.11,6.09,82.2,Paid
INV07DE793D54,CUST100004497,2026-01-26,2026-02-16,394.0,31.52,425.52,Paid
INVC1A538FE21,CUST100091305,2025-09-20,2025-10-11,297.78,23.82,321.6,Paid
INV463A57B338,CUST100041028,2025-09-21,2025-10-12,274.31,21.94,296.25,Overdue
INVC8CF57D222,CUST100078178,2026-01-21,2026-02-11,123.34,9.87,133.21,Paid
INV70324DBFB1,CUST100076628,2026-01-02,2026-01-23,97.93,7.83,105.76,Paid
INVE66A373F2B,CUST100094609,2026-01-23,2026-02-13,377.87,30.23,408.1,Paid
INV92E4547DF6,CUST100001348,2025-10-02,2025-10-23,30.82,2.47,33.29,Paid
INV7D10D02930,CUST100073660,2025-11-15,2025-12-06,96.38,7.71,104.09,Paid
INVC66139A092,CUST100040157,2026-06-14,2026-07-05,41.03,3.28,44.31,Overdue
INVC9083EAC9A,CUST100018109,2025-11-16,2025-12-07,28.36,2.27,30.63,Paid
INV6EA215A7AF,CUST100078889,2026-04-15,2026-05-06,84.52,6.76,91.28,Partially Paid
INV669E714828,CUST100078968,2026-02-17,2026-03-10,135.31,10.82,146.13,Paid
INV38E793A4AB,CUST100061911,2025-08-31,2025-09-21,228.33,18.27,246.6,Unpaid
INV4E2B7E29C5,CUST100075922,2025-08-11,2025-09-01,272.3,21.78,294.08,Paid
INV4A35E5498D,CUST100065540,2026-01-08,2026-01-29,282.98,22.64,305.62,Paid
INV125DDA1D88,CUST100090129,2025-11-23,2025-12-14,343.16,27.45,370.61,Paid
INV6F05BF858D,CUST100078988,2026-04-20,2026-05-11,300.16,24.01,324.17,Paid
INV8F8AA613BF,CUST100043639,2026-07-02,2026-07-23,96.45,7.72,104.17,Paid
INVC953266220,CUST100095385,2026-03-11,2026-04-01,92.67,7.41,100.08,Paid
INV070A059A6A,CUST100010841,2026-06-04,2026-06-25,145.78,11.66,157.44,Paid
INVF5695A8D90,CUST100058679,2025-08-21,2025-09-11,226.16,18.09,244.25,Paid
INVEBD40436A1,CUST100042195,2026-06-27,2026-07-18,218.21,17.46,235.67,Overdue
INV4CAEE95B56,CUST100045097,2025-11-13,2025-12-04,39.34,3.15,42.49,Paid
INVC159BA52DA,CUST100074810,2025-11-13,2025-12-04,328.43,26.27,354.7,Paid
INVE1070B0BBC,CUST100035187,2025-09-17,2025-10-08,319.21,25.54,344.75,Paid
INV966269E5BE,CUST100018614,2026-04-04,2026-04-25,318.88,25.51,344.39,Paid
INVD1C8F8F749,CUST100002024,2026-03-22,2026-04-12,219.51,17.56,237.07,Paid
INV2F92E110FC,CUST100030218,2025-08-13,2025-09-03,313.44,25.08,338.52,Paid
INVB5DEE1B16F,CUST100041044,2026-05-14,2026-06-04,74.7,5.98,80.68,Partially Paid
INV81D197AC6E,CUST100023361,2025-12-02,2025-12-23,48.99,3.92,52.91,Paid
INVD9A2BB8B98,CUST100069375,2025-09-28,2025-10-19,375.33,30.03,405.36,Paid
INV2ED3BE36C7,CUST100071039,2026-05-30,2026-06-20,187.45,15.0,202.45,Paid
INVE8078589E1,CUST100034737,2026-03-25,2026-04-15,94.49,7.56,102.05,Paid
INV3DC90EA3E1,CUST100050880,2025-10-13,2025-11-03,212.06,16.96,229.02,Paid
INV9C3B5DCACB,CUST100059318,2025-12-24,2026-01-14,161.61,12.93,174.54,Unpaid
INVF16CACC5EF,CUST100075636,2025-11-30,2025-12-21,319.75,25.58,345.33,Partially Paid
INVD9F490B4F0,CUST100035736,2026-06-05,2026-06-26,55.06,4.4,59.46,Overdue
INVE5F735A1EC,CUST100070116,2025-09-08,2025-09-29,384.75,30.78,415.53,Paid
INV943C7B6D28,CUST100033741,2025-11-10,2025-12-01,88.51,7.08,95.59,Paid
INV29B86B069E,CUST100065772,2026-01-09,2026-01-30,344.85,27.59,372.44,Partially Paid
INVDE5C1DFE0D,CUST100000845,2026-06-13,2026-07-04,152.63,12.21,164.84,Paid
INV0BA749E0DC,CUST100006370,2025-11-17,2025-12-08,267.51,21.4,288.91,Paid
INV5D86921F07,CUST100072074,2026-05-14,2026-06-04,101.72,8.14,109.86,Paid
INVE467600E91,CUST100078476,2026-01-07,2026-01-28,123.85,9.91,133.76,Unpaid
INVA65368E63B,CUST100025617,2026-07-08,2026-07-29,138.7,11.1,149.8,Paid
INVEF7BD3CFF2,CUST100019587,2026-01-02,2026-01-23,49.46,3.96,53.42,Unpaid
INVAD3582B9F2,CUST100031587,2025-10-14,2025-11-04,335.25,26.82,362.07,Paid
INV71C3A53C7E,CUST100037883,2026-05-10,2026-05-31,229.41,18.35,247.76,Paid
INV88686E835C,CUST100090875,2025-08-03,2025-08-24,188.19,15.06,203.25,Partially Paid
INVED98C0B9FD,CUST100058158,2025-09-11,2025-10-02,271.64,21.73,293.37,Paid
INV803BB64560,CUST100060217,2025-10-02,2025-10-23,20.2,1.62,21.82,Partially Paid
INV2943E48BA6,CUST100003606,2026-02-10,2026-03-03,209.18,16.73,225.91,Overdue
INV6CB582AFA4,CUST100012145,2025-10-02,2025-10-23,307.78,24.62,332.4,Paid
INVFA66A5E38A,CUST100088461,2026-05-14,2026-06-04,371.68,29.73,401.41,Paid
INV24739E6AB0,CUST100029201,2026-07-15,2026-08-05,195.72,15.66,211.38,Paid
INV6FCF8B0D7E,CUST100095705,2025-11-12,2025-12-03,205.38,16.43,221.81,Paid
INVFB30FCFEE3,CUST100014374,2026-01-04,2026-01-25,71.16,5.69,76.85,Paid
INVB02D2689FC,CUST100013676,2025-08-17,2025-09-07,212.44,17.0,229.44,Paid
INV5D98331959,CUST100043401,2025-10-21,2025-11-11,390.24,31.22,421.46,Paid
INV2D348FDC1D,CUST100025180,2026-04-03,2026-04-24,181.46,14.52,195.98,Unpaid
INV98EDD4BCC5,CUST100089841,2026-06-24,2026-07-15,149.5,11.96,161.46,Paid
INV20507B68CF,CUST100083249,2026-01-03,2026-01-24,357.61,28.61,386.22,Unpaid
INV7B703BC4E3,CUST100004352,2025-10-06,2025-10-27,188.02,15.04,203.06,Unpaid
INV71988D81FD,CUST100070165,2026-01-11,2026-02-01,25.09,2.01,27.1,Paid
INVED635C2C57,CUST100018231,2025-10-02,2025-10-23,173.13,13.85,186.98,Unpaid
INV858CB45507,CUST100085182,2026-04-22,2026-05-13,154.75,12.38,167.13,Partially Paid
INVB37A91FC07,CUST100066470,2026-03-24,2026-04-14,99.84,7.99,107.83,Unpaid
INVE1CBFB1596,CUST100041597,2025-09-22,2025-10-13,26.08,2.09,28.17,Paid
INV934BB8A5E8,CUST100093388,2025-11-18,2025-12-09,83.22,6.66,89.88,Paid
INVBCD8A3A812,CUST100015198,2025-12-15,2026-01-05,66.09,5.29,71.38,Paid
INVFF75CAE5D0,CUST100036580,2025-08-15,2025-09-05,346.53,27.72,374.25,Paid
INV5C8AE8243D,CUST100045172,2026-05-20,2026-06-10,22.11,1.77,23.88,Paid
INV541304B8C0,CUST100013151,2026-06-10,2026-07-01,171.98,13.76,185.74,Paid
INV1C9C9F6EAE,CUST100098193,2026-03-15,2026-04-05,96.97,7.76,104.73,Paid
INVAA05C770A7,CUST100076264,2025-12-06,2025-12-27,57.92,4.63,62.55,Paid
INV7F0E07B462,CUST100020004,2025-10-01,2025-10-22,46.7,3.74,50.44,Partially Paid
INV4DDC34C23B,CUST100054672,2026-03-14,2026-04-04,332.11,26.57,358.68,Paid
INVA98FBD0F87,CUST100020220,2025-09-07,2025-09-28,99.52,7.96,107.48,Paid
INV00A44DB152,CUST100077176,2026-01-12,2026-02-02,22.94,1.84,24.78,Paid
INV2881D5F5CA,CUST100050787,2026-03-21,2026-04-11,241.46,19.32,260.78,Paid
INVB7EDB3348C,CUST100027815,2026-06-25,2026-07-16,127.73,10.22,137.95,Unpaid
INV3B7F333F3B,CUST100008689,2026-03-26,2026-04-16,397.02,31.76,428.78,Paid
INV07AC5628C6,CUST100027029,2026-05-21,2026-06-11,144.94,11.6,156.54,Overdue
INV6ED268FDB6,CUST100029906,2026-04-03,2026-04-24,334.96,26.8,361.76,Partially Paid
INV098EFB0E1C,CUST100050225,2025-10-13,2025-11-03,344.65,27.57,372.22,Overdue
INVB481573E75,CUST100062821,2026-07-10,2026-07-31,84.59,6.77,91.36,Paid
INVEDC4B16AEA,CUST100036458,2025-12-10,2025-12-31,279.4,22.35,301.75,Paid
INVFC6BCD288A,CUST100001487,2026-04-14,2026-05-05,45.52,3.64,49.16,Paid
INVFC9C78BBEA,CUST100080243,2026-01-14,2026-02-04,299.54,23.96,323.5,Paid
INVBAEB894D32,CUST100068176,2025-11-27,2025-12-18,115.25,9.22,124.47,Unpaid
INV56E9FFE066,CUST100020090,2025-09-27,2025-10-18,178.29,14.26,192.55,Paid
INVACD86DB346,CUST100085547,2026-04-09,2026-04-30,377.73,30.22,407.95,Partially Paid
INV4DDD4D1BE4,CUST100011074,2026-04-26,2026-05-17,207.5,16.6,224.1,Paid
INV55E454C9D1,CUST100073808,2026-06-30,2026-07-21,157.23,12.58,169.81,Unpaid
INVCC41A259E3,CUST100056379,2025-08-07,2025-08-28,152.84,12.23,165.07,Paid
INVE261AB343D,CUST100041589,2026-04-13,2026-05-04,133.71,10.7,144.41,Unpaid
INV3C6DAB0279,CUST100035220,2026-05-06,2026-05-27,383.91,30.71,414.62,Paid
INVCCA01E9C53,CUST100024046,2025-10-29,2025-11-19,78.51,6.28,84.79,Paid
INV96487BF8DB,CUST100025697,2026-01-17,2026-02-07,22.49,1.8,24.29,Unpaid
INV975CD9C6AA,CUST100088175,2026-06-04,2026-06-25,313.13,25.05,338.18,Paid
INVBB579436F9,CUST100011232,2026-07-13,2026-08-03,366.36,29.31,395.67,Paid
INV1FED810AD4,CUST100064989,2026-07-11,2026-08-01,349.07,27.93,377.0,Unpaid
INVC650CCB6D6,CUST100084975,2026-05-09,2026-05-30,169.35,13.55,182.9,Paid
INV5E5C150A80,CUST100088576,2026-03-19,2026-04-09,49.4,3.95,53.35,Paid
INV0C40C6DF3F,CUST100027726,2026-04-25,2026-05-16,359.82,28.79,388.61,Overdue
INVABA7E21071,CUST100066143,2026-07-22,2026-08-12,166.19,13.3,179.49,Paid
INVAF27513A81,CUST100040862,2025-10-26,2025-11-16,265.57,21.25,286.82,Overdue
INV0FD8CB2AD8,CUST100065502,2025-11-06,2025-11-27,122.31,9.78,132.09,Paid
INV6DD86E320B,CUST100032985,2026-01-08,2026-01-29,99.22,7.94,107.16,Paid
INVD2845B1DC4,CUST100014316,2026-03-24,2026-04-14,241.78,19.34,261.12,Paid
INVC971DA91D0,CUST100083267,2025-10-26,2025-11-16,168.02,13.44,181.46,Unpaid
INVC59ABB6716,CUST100014594,2026-02-21,2026-03-14,300.63,24.05,324.68,Paid
INVF3565884AB,CUST100077071,2026-01-19,2026-02-09,92.18,7.37,99.55,Paid
INV752739E4D2,CUST100002142,2026-03-17,2026-04-07,71.64,5.73,77.37,Paid
INV8149C06C7F,CUST100021621,2025-11-22,2025-12-13,50.46,4.04,54.5,Paid
INV56BF6E8B74,CUST100004026,2026-04-29,2026-05-20,209.56,16.76,226.32,Paid
INV7306F9F64C,CUST100066898,2026-01-26,2026-02-16,247.68,19.81,267.49,Paid
INV59A5A4FFC8,CUST100054262,2026-06-21,2026-07-12,354.35,28.35,382.7,Unpaid
INV07C1C6B2B4,CUST100054599,2025-10-24,2025-11-14,388.0,31.04,419.04,Unpaid
INVA45C5F7BD1,CUST100099872,2025-09-26,2025-10-17,167.07,13.37,180.44,Paid
INVFC19C7215F,CUST100001735,2026-01-25,2026-02-15,57.37,4.59,61.96,Overdue
INV7A8042DC2E,CUST100065999,2026-06-19,2026-07-10,325.29,26.02,351.31,Unpaid
INVB71C41B213,CUST100094682,2026-04-12,2026-05-03,145.87,11.67,157.54,Paid
INV3D32A6BB98,CUST100001584,2026-05-05,2026-05-26,312.43,24.99,337.42,Paid
INVF83FC19620,CUST100070089,2026-02-11,2026-03-04,365.32,29.23,394.55,Paid
INVED5EB69C33,CUST100030207,2025-11-27,2025-12-18,160.07,12.81,172.88,Paid
INV8E9201C0B6,CUST100043816,2026-04-08,2026-04-29,149.37,11.95,161.32,Unpaid
INV1F8F199E89,CUST100035643,2026-06-16,2026-07-07,295.69,23.66,319.35,Paid
INV554480AF20,CUST100006767,2025-09-05,2025-09-26,169.91,13.59,183.5,Paid
INV48E0946025,CUST100001214,2025-09-29,2025-10-20,131.35,10.51,141.86,Unpaid
INV29BBC70EB8,CUST100040755,2026-05-08,2026-05-29,306.32,24.51,330.83,Paid
INV764F149772,CUST100050854,2026-04-11,2026-05-02,128.95,10.32,139.27,Paid
INVC291080002,CUST100075587,2025-10-16,2025-11-06,308.26,24.66,332.92,Partially Paid
INV379F9F4C78,CUST100094997,2025-11-14,2025-12-05,97.75,7.82,105.57,Paid
INV853ECF9750,CUST100044721,2025-10-20,2025-11-10,163.95,13.12,177.07,Paid
INV309DAC76A6,CUST100081556,2026-01-22,2026-02-12,236.75,18.94,255.69,Paid
INV89D9D66DFC,CUST100075467,2025-12-08,2025-12-29,353.85,28.31,382.16,Paid
INVB4B15CE01C,CUST100020789,2025-10-16,2025-11-06,258.63,20.69,279.32,Partially Paid
INVEC4638E871,CUST100048864,2025-08-18,2025-09-08,155.43,12.43,167.86,Paid
INVCEAC44DB2C,CUST100028959,2026-03-12,2026-04-02,179.65,14.37,194.02,Paid
INVE0CBDE3E8F,CUST100009076,2026-03-28,2026-04-18,282.46,22.6,305.06,Unpaid
INV06653EB6D1,CUST100050741,2025-08-30,2025-09-20,95.09,7.61,102.7,Partially Paid
INVD356A99A02,CUST100010174,2026-02-18,2026-03-11,50.24,4.02,54.26,Paid
INVB98A2B6918,CUST100037413,2026-02-03,2026-02-24,342.24,27.38,369.62,Paid
INV25E211BD3B,CUST100066017,2025-08-07,2025-08-28,289.92,23.19,313.11,Paid
INVFB5F93C1BE,CUST100012064,2026-01-09,2026-01-30,163.23,13.06,176.29,Partially Paid
INV6D31698A65,CUST100097134,2025-08-23,2025-09-13,27.14,2.17,29.31,Paid
INV079078BCCC,CUST100049679,2026-04-05,2026-04-26,314.49,25.16,339.65,Paid
INV365546EFF1,CUST100039242,2026-05-04,2026-05-25,374.74,29.98,404.72,Partially Paid
INV5CDA7E455F,CUST100028389,2026-07-21,2026-08-11,184.82,14.79,199.61,Overdue
INV557A7A3514,CUST100070396,2026-04-19,2026-05-10,52.45,4.2,56.65,Paid
INV9B577E0391,CUST100017726,2025-10-07,2025-10-28,281.36,22.51,303.87,Paid
INV2F53C74F5C,CUST100041354,2025-08-22,2025-09-12,178.98,14.32,193.3,Unpaid
INV01D10D606B,CUST100090249,2026-03-02,2026-03-23,288.53,23.08,311.61,Partially Paid
INVA2C0C79DAA,CUST100044798,2026-05-27,2026-06-17,90.69,7.26,97.95,Overdue
INV9B83C7C016,CUST100039014,2026-01-18,2026-02-08,210.48,16.84,227.32,Paid
INV93596D2160,CUST100047719,2025-09-11,2025-10-02,187.8,15.02,202.82,Paid
INVA6FD19046C,CUST100042637,2026-01-16,2026-02-06,28.72,2.3,31.02,Paid
INV8782EAAE5C,CUST100031805,2026-03-31,2026-04-21,246.8,19.74,266.54,Paid
INV97815D09EF,CUST100054372,2025-08-20,2025-09-10,38.71,3.1,41.81,Paid
INVF263E0C5BD,CUST100063557,2025-11-26,2025-12-17,33.8,2.7,36.5,Paid
INV32A368A0C5,CUST100005129,2026-06-23,2026-07-14,144.91,11.59,156.5,Paid
INV19D783369C,CUST100039052,2026-02-20,2026-03-13,119.78,9.58,129.36,Partially Paid
INVC3AD6EACFF,CUST100078560,2026-06-11,2026-07-02,378.27,30.26,408.53,Paid
INV5EAC4E0403,CUST100005327,2026-01-17,2026-02-07,396.69,31.74,428.43,Paid
INV36176015BA,CUST100040971,2026-01-12,2026-02-02,159.58,12.77,172.35,Overdue
INV733E6DACBC,CUST100011693,2025-08-04,2025-08-25,76.01,6.08,82.09,Paid
INVC00B3AABAD,CUST100086932,2026-02-22,2026-03-15,145.04,11.6,156.64,Paid
INVEEA6A10188,CUST100022860,2025-09-19,2025-10-10,90.61,7.25,97.86,Paid
INVB42B558D2F,CUST100002989,2026-02-02,2026-02-23,182.74,14.62,197.36,Unpaid
INVEFAE72681C,CUST100037664,2026-06-06,2026-06-27,226.73,18.14,244.87,Paid
INV2639B4233C,CUST100039618,2026-01-01,2026-01-22,34.75,2.78,37.53,Overdue
INV64C963D3D0,CUST100048225,2026-07-04,2026-07-25,178.81,14.3,193.11,Paid
INV0BD7740D02,CUST100003498,2026-03-22,2026-04-12,358.35,28.67,387.02,Partially Paid
INV7F43551055,CUST100023485,2025-12-14,2026-01-04,175.46,14.04,189.5,Paid
INV3484C8E81B,CUST100058901,2025-08-30,2025-09-20,215.44,17.24,232.68,Paid
INV5D128B6422,CUST100080942,2025-08-02,2025-08-23,389.91,31.19,421.1,Paid
INVDBC45C4DB9,CUST100095963,2025-12-18,2026-01-08,326.75,26.14,352.89,Paid
INV42E012F941,CUST100094757,2025-09-12,2025-10-03,330.16,26.41,356.57,Overdue
INVB3D693116C,CUST100000858,2026-04-26,2026-05-17,63.85,5.11,68.96,Paid
INV73555B0112,CUST100032586,2026-07-07,2026-07-28,82.21,6.58,88.79,Unpaid
INVB108F31F83,CUST100001172,2025-08-03,2025-08-24,289.51,23.16,312.67,Paid
INVEE46955B44,CUST100073990,2026-03-16,2026-04-06,278.86,22.31,301.17,Overdue
INV3A59BF47E7,CUST100037969,2026-03-22,2026-04-12,26.35,2.11,28.46,Partially Paid
INV14E7C34B79,CUST100059896,2026-04-18,2026-05-09,354.76,28.38,383.14,Paid
INV60B44A338F,CUST100067216,2026-04-27,2026-05-18,219.47,17.56,237.03,Paid
INVE401EA575A,CUST100059620,2026-05-09,2026-05-30,191.56,15.32,206.88,Partially Paid
INVE770D9E207,CUST100010783,2026-02-18,2026-03-11,278.16,22.25,300.41,Paid
INVD13D655447,CUST100053436,2025-12-06,2025-12-27,274.43,21.95,296.38,Paid
