customer_id,product_recommended,propensity_score,score_date
CUST100090594,Device Insurance,0.2396,2026-07-06
CUST100042816,Streaming Bundle,0.7554,2026-07-22
CUST100034912,Home Security Add-on,0.6245,2026-07-20
CUST100017921,Device Insurance,0.0984,2026-07-04
CUST100055841,Device Insurance,0.0793,2026-07-17
CUST100085000,5G Handset Upgrade,0.2322,2026-07-23
CUST100041952,Home Security Add-on,0.1267,2026-07-05
CUST100039798,5G Handset Upgrade,0.9665,2026-07-09
CUST100023238,Family Plan Upgrade,0.4887,2026-07-02
CUST100015708,Home Security Add-on,0.1813,2026-07-19
CUST100034431,5G Handset Upgrade,0.0222,2026-07-06
CUST100022441,5G Handset Upgrade,0.9206,2026-07-11
CUST100023817,International Roaming Pack,0.5732,2026-07-12
CUST100077278,Home Security Add-on,0.3752,2026-07-14
CUST100003022,Streaming Bundle,0.9318,2026-07-20
CUST100067776,Device Insurance,0.4182,2026-07-01
CUST100094483,Streaming Bundle,0.9828,2026-07-20
CUST100014527,5G Handset Upgrade,0.941,2026-07-20
CUST100010518,5G Handset Upgrade,0.4493,2026-07-22
CUST100032001,International Roaming Pack,0.6156,2026-07-11
CUST100027908,International Roaming Pack,0.4121,2026-07-05
CUST100053588,Streaming Bundle,0.5999,2026-07-09
CUST100075461,5G Handset Upgrade,0.5827,2026-07-19
CUST100017584,Family Plan Upgrade,0.6962,2026-07-16
CUST100021261,Family Plan Upgrade,0.7754,2026-07-08
CUST100056813,Family Plan Upgrade,0.9158,2026-07-19
CUST100081356,Home Security Add-on,0.0105,2026-07-09
CUST100094073,Family Plan Upgrade,0.8962,2026-07-23
CUST100021784,5G Handset Upgrade,0.3954,2026-07-08
CUST100011950,Streaming Bundle,0.5346,2026-07-05
CUST100066365,Family Plan Upgrade,0.8044,2026-07-02
CUST100076168,Family Plan Upgrade,0.5431,2026-07-12
CUST100088020,International Roaming Pack,0.8362,2026-07-01
CUST100017180,Streaming Bundle,0.2791,2026-07-15
CUST100071063,Streaming Bundle,0.6859,2026-07-20
CUST100044948,Streaming Bundle,0.1429,2026-07-10
CUST100085631,Home Security Add-on,0.0067,2026-07-04
CUST100075396,5G Handset Upgrade,0.8312,2026-07-08
CUST100090334,Family Plan Upgrade,0.4925,2026-07-01
CUST100036152,Family Plan Upgrade,0.3053,2026-07-06
CUST100064262,Device Insurance,0.5628,2026-07-12
CUST100061459,Family Plan Upgrade,0.6515,2026-07-16
CUST100042092,International Roaming Pack,0.6065,2026-07-06
CUST100099025,International Roaming Pack,0.3403,2026-07-07
CUST100067738,Home Security Add-on,0.1452,2026-07-19
CUST100072378,International Roaming Pack,0.7669,2026-07-18
CUST100044151,International Roaming Pack,0.6275,2026-07-18
CUST100088335,5G Handset Upgrade,0.86,2026-07-12
CUST100076727,Streaming Bundle,0.8151,2026-07-03
CUST100002148,Device Insurance,0.2546,2026-07-21
CUST100069525,Home Security Add-on,0.2001,2026-07-17
CUST100059839,Device Insurance,0.5896,2026-07-18
CUST100056744,Streaming Bundle,0.7577,2026-07-20
CUST100026156,5G Handset Upgrade,0.841,2026-07-09
CUST100096293,5G Handset Upgrade,0.0821,2026-07-11
CUST100095171,5G Handset Upgrade,0.0675,2026-07-02
CUST100024573,Home Security Add-on,0.1348,2026-07-02
CUST100038687,5G Handset Upgrade,0.1825,2026-07-19
CUST100098112,International Roaming Pack,0.2872,2026-07-04
CUST100059794,Home Security Add-on,0.4679,2026-07-03
CUST100018985,Family Plan Upgrade,0.78,2026-07-20
CUST100028437,Family Plan Upgrade,0.724,2026-07-01
CUST100064057,International Roaming Pack,0.4518,2026-07-19
CUST100058013,5G Handset Upgrade,0.0471,2026-07-20
CUST100066864,Device Insurance,0.9992,2026-07-09
CUST100008801,5G Handset Upgrade,0.4386,2026-07-02
CUST100083214,International Roaming Pack,0.3035,2026-07-10
CUST100084281,5G Handset Upgrade,0.3705,2026-07-05
CUST100097362,Home Security Add-on,0.2308,2026-07-14
CUST100071791,International Roaming Pack,0.8719,2026-07-04
CUST100090148,International Roaming Pack,0.4876,2026-07-15
CUST100082685,Streaming Bundle,0.7287,2026-07-23
CUST100094693,Device Insurance,0.8569,2026-07-12
CUST100026606,Device Insurance,0.7118,2026-07-06
CUST100072198,International Roaming Pack,0.2698,2026-07-04
CUST100005385,Home Security Add-on,0.5031,2026-07-12
CUST100044617,International Roaming Pack,0.6642,2026-07-19
CUST100093035,International Roaming Pack,0.4536,2026-07-18
CUST100023911,Family Plan Upgrade,0.3726,2026-07-02
CUST100096762,5G Handset Upgrade,0.5011,2026-07-07
CUST100067682,International Roaming Pack,0.3243,2026-07-14
CUST100089443,Family Plan Upgrade,0.5952,2026-07-13
CUST100092708,Family Plan Upgrade,0.5754,2026-07-11
CUST100058838,Device Insurance,0.6166,2026-07-05
CUST100034947,Device Insurance,0.8125,2026-07-23
CUST100019334,Home Security Add-on,0.6421,2026-07-18
CUST100013428,Home Security Add-on,0.5865,2026-07-14
CUST100010650,Home Security Add-on,0.273,2026-07-04
CUST100012076,Family Plan Upgrade,0.4754,2026-07-16
CUST100069748,Home Security Add-on,0.4075,2026-07-12
CUST100009124,Home Security Add-on,0.2815,2026-07-22
CUST100022438,5G Handset Upgrade,0.5637,2026-07-09
CUST100014138,Streaming Bundle,0.923,2026-07-03
CUST100098252,Family Plan Upgrade,0.4712,2026-07-19
CUST100009740,International Roaming Pack,0.322,2026-07-20
CUST100090561,Streaming Bundle,0.017,2026-07-21
CUST100009923,International Roaming Pack,0.7252,2026-07-04
CUST100016331,Streaming Bundle,0.4699,2026-07-13
CUST100045924,Streaming Bundle,0.2327,2026-07-06
CUST100074629,Home Security Add-on,0.0522,2026-07-12
CUST100045889,5G Handset Upgrade,0.4161,2026-07-14
CUST100062739,Family Plan Upgrade,0.2323,2026-07-01
CUST100029987,Device Insurance,0.5556,2026-07-01
CUST100098541,Home Security Add-on,0.1617,2026-07-14
CUST100055280,Home Security Add-on,0.6178,2026-07-13
CUST100016497,International Roaming Pack,0.4373,2026-07-08
CUST100000120,Streaming Bundle,0.6455,2026-07-09
CUST100099932,5G Handset Upgrade,0.4048,2026-07-20
CUST100025684,5G Handset Upgrade,0.232,2026-07-10
CUST100085701,5G Handset Upgrade,0.9139,2026-07-13
CUST100036138,Streaming Bundle,0.8957,2026-07-18
CUST100049429,Family Plan Upgrade,0.6562,2026-07-09
CUST100001411,Family Plan Upgrade,0.4977,2026-07-17
CUST100085479,Streaming Bundle,0.3155,2026-07-01
CUST100026267,International Roaming Pack,0.3972,2026-07-03
CUST100089661,Streaming Bundle,0.8297,2026-07-03
CUST100028817,Home Security Add-on,0.0121,2026-07-04
CUST100094732,Device Insurance,0.9924,2026-07-11
CUST100057041,International Roaming Pack,0.9584,2026-07-19
CUST100061741,Home Security Add-on,0.2362,2026-07-06
CUST100066969,5G Handset Upgrade,0.6458,2026-07-14
CUST100015313,Family Plan Upgrade,0.0839,2026-07-15
CUST100025442,Family Plan Upgrade,0.4922,2026-07-05
CUST100086576,Home Security Add-on,0.7203,2026-07-12
CUST100068351,Device Insurance,0.4566,2026-07-01
CUST100024816,5G Handset Upgrade,0.3246,2026-07-12
CUST100098048,5G Handset Upgrade,0.7077,2026-07-01
CUST100020997,Streaming Bundle,0.0904,2026-07-09
CUST100006983,International Roaming Pack,0.2947,2026-07-20
CUST100075309,Streaming Bundle,0.5578,2026-07-05
CUST100040899,Home Security Add-on,0.4933,2026-07-12
CUST100058901,5G Handset Upgrade,0.4813,2026-07-04
CUST100018709,Streaming Bundle,0.5424,2026-07-06
CUST100017820,5G Handset Upgrade,0.8467,2026-07-18
CUST100033018,Home Security Add-on,0.9864,2026-07-11
CUST100086648,Device Insurance,0.5997,2026-07-22
CUST100038102,Family Plan Upgrade,0.7196,2026-07-13
CUST100046838,Device Insurance,0.4012,2026-07-08
CUST100016183,Home Security Add-on,0.5299,2026-07-08
CUST100054105,Home Security Add-on,0.6667,2026-07-18
CUST100011775,International Roaming Pack,0.1955,2026-07-06
CUST100044388,Device Insurance,0.5344,2026-07-10
CUST100080578,5G Handset Upgrade,0.6363,2026-07-15
CUST100037470,Home Security Add-on,0.3587,2026-07-11
CUST100020784,Device Insurance,0.0492,2026-07-05
CUST100091970,Family Plan Upgrade,0.962,2026-07-08
CUST100056076,International Roaming Pack,0.9032,2026-07-15
CUST100030275,Device Insurance,0.6867,2026-07-20
CUST100010842,Home Security Add-on,0.5542,2026-07-17
CUST100050776,5G Handset Upgrade,0.3849,2026-07-22
CUST100090419,5G Handset Upgrade,0.273,2026-07-11
CUST100080240,Home Security Add-on,0.6084,2026-07-01
CUST100031202,Family Plan Upgrade,0.5483,2026-07-07
CUST100098994,Home Security Add-on,0.6171,2026-07-01
CUST100007387,5G Handset Upgrade,0.3991,2026-07-12
CUST100077144,Device Insurance,0.0076,2026-07-07
CUST100080080,5G Handset Upgrade,0.3187,2026-07-10
CUST100016411,5G Handset Upgrade,0.671,2026-07-07
CUST100004029,Family Plan Upgrade,0.3633,2026-07-11
CUST100063294,Device Insurance,0.0257,2026-07-22
CUST100008822,Home Security Add-on,0.8082,2026-07-16
CUST100071002,5G Handset Upgrade,0.1046,2026-07-14
CUST100096261,Home Security Add-on,0.7535,2026-07-03
CUST100021566,Home Security Add-on,0.1072,2026-07-20
CUST100042707,5G Handset Upgrade,0.5695,2026-07-16
CUST100001250,Streaming Bundle,0.5255,2026-07-03
CUST100014643,5G Handset Upgrade,0.086,2026-07-08
CUST100075873,International Roaming Pack,0.7672,2026-07-22
CUST100008265,Home Security Add-on,0.1871,2026-07-23
CUST100033343,Streaming Bundle,0.7652,2026-07-09
CUST100049963,Streaming Bundle,0.6664,2026-07-16
CUST100033155,Device Insurance,0.9424,2026-07-15
CUST100038253,International Roaming Pack,0.6539,2026-07-22
CUST100057173,Streaming Bundle,0.0478,2026-07-07
CUST100038354,International Roaming Pack,0.5938,2026-07-15
CUST100094685,5G Handset Upgrade,0.2396,2026-07-21
CUST100088401,Home Security Add-on,0.4791,2026-07-20
CUST100020869,5G Handset Upgrade,0.9662,2026-07-17
CUST100084754,Device Insurance,0.3344,2026-07-17
CUST100062599,International Roaming Pack,0.1167,2026-07-19
CUST100078835,Streaming Bundle,0.2138,2026-07-11
CUST100098754,Device Insurance,0.6011,2026-07-12
CUST100060517,Home Security Add-on,0.9647,2026-07-01
CUST100005425,Home Security Add-on,0.5048,2026-07-07
CUST100084078,International Roaming Pack,0.4473,2026-07-14
CUST100093441,International Roaming Pack,0.5638,2026-07-22
CUST100018836,Family Plan Upgrade,0.7638,2026-07-14
CUST100018480,Device Insurance,0.8576,2026-07-10
CUST100023439,International Roaming Pack,0.2271,2026-07-07
CUST100000621,International Roaming Pack,0.9894,2026-07-09
CUST100047130,Device Insurance,0.2747,2026-07-10
CUST100068679,Family Plan Upgrade,0.06,2026-07-15
CUST100013899,Device Insurance,0.2983,2026-07-19
CUST100017508,5G Handset Upgrade,0.5822,2026-07-23
CUST100043418,5G Handset Upgrade,0.2009,2026-07-02
CUST100038011,Family Plan Upgrade,0.1822,2026-07-12
CUST100085560,5G Handset Upgrade,0.3074,2026-07-05
CUST100085392,Streaming Bundle,0.0345,2026-07-12
CUST100049137,Streaming Bundle,0.9987,2026-07-20
CUST100050222,5G Handset Upgrade,0.3103,2026-07-22
CUST100095371,5G Handset Upgrade,0.0966,2026-07-18
CUST100018075,Family Plan Upgrade,0.7346,2026-07-16
CUST100086445,Streaming Bundle,0.3184,2026-07-10
CUST100080996,Device Insurance,0.1077,2026-07-17
CUST100027702,International Roaming Pack,0.5894,2026-07-04
CUST100033300,Streaming Bundle,0.5896,2026-07-07
CUST100028230,Device Insurance,0.1227,2026-07-22
CUST100002342,Streaming Bundle,0.48,2026-07-15
CUST100037234,Home Security Add-on,0.3999,2026-07-18
CUST100064755,Device Insurance,0.7811,2026-07-02
CUST100004239,5G Handset Upgrade,0.0162,2026-07-08
CUST100087167,5G Handset Upgrade,0.6249,2026-07-03
CUST100014469,Device Insurance,0.6927,2026-07-08
CUST100054218,Home Security Add-on,0.0492,2026-07-23
CUST100006457,Streaming Bundle,0.8076,2026-07-15
CUST100009452,Device Insurance,0.5056,2026-07-08
CUST100039426,Streaming Bundle,0.807,2026-07-17
CUST100027461,5G Handset Upgrade,0.2542,2026-07-19
CUST100085810,International Roaming Pack,0.1335,2026-07-22
CUST100044008,International Roaming Pack,0.4991,2026-07-16
CUST100016902,Home Security Add-on,0.615,2026-07-22
CUST100039765,Home Security Add-on,0.2832,2026-07-01
CUST100032882,Streaming Bundle,0.936,2026-07-13
CUST100017295,Streaming Bundle,0.3507,2026-07-21
CUST100069863,Home Security Add-on,0.7725,2026-07-23
CUST100073293,Streaming Bundle,0.2122,2026-07-07
CUST100002602,Home Security Add-on,0.6873,2026-07-06
CUST100099455,Home Security Add-on,0.8936,2026-07-01
CUST100022742,International Roaming Pack,0.5411,2026-07-19
CUST100097344,Family Plan Upgrade,0.165,2026-07-09
CUST100043601,International Roaming Pack,0.8557,2026-07-22
CUST100023112,Streaming Bundle,0.4103,2026-07-05
CUST100016462,Home Security Add-on,0.2032,2026-07-03
CUST100008389,5G Handset Upgrade,0.6202,2026-07-11
CUST100010840,Streaming Bundle,0.5583,2026-07-13
CUST100037458,Device Insurance,0.7153,2026-07-04
CUST100092964,Family Plan Upgrade,0.7189,2026-07-10
CUST100011560,International Roaming Pack,0.7639,2026-07-03
CUST100024847,International Roaming Pack,0.5456,2026-07-06
CUST100008242,Family Plan Upgrade,0.5661,2026-07-11
CUST100028219,Device Insurance,0.182,2026-07-07
CUST100032893,5G Handset Upgrade,0.9848,2026-07-09
CUST100096632,International Roaming Pack,0.4271,2026-07-13
CUST100090146,Streaming Bundle,0.5701,2026-07-23
CUST100009188,5G Handset Upgrade,0.3409,2026-07-02
CUST100077747,Streaming Bundle,0.727,2026-07-17
CUST100028566,Device Insurance,0.4591,2026-07-21
CUST100053727,Home Security Add-on,0.1395,2026-07-18
CUST100095218,International Roaming Pack,0.8007,2026-07-15
CUST100012721,International Roaming Pack,0.4727,2026-07-05
CUST100090552,Streaming Bundle,0.1843,2026-07-08
CUST100085416,Streaming Bundle,0.6643,2026-07-15
CUST100022093,Device Insurance,0.9279,2026-07-16
CUST100055448,Streaming Bundle,0.7412,2026-07-03
CUST100041414,Device Insurance,0.1997,2026-07-19
CUST100029365,Streaming Bundle,0.7742,2026-07-11
CUST100052778,Streaming Bundle,0.6954,2026-07-18
CUST100090880,Device Insurance,0.9417,2026-07-16
CUST100019907,Device Insurance,0.6999,2026-07-14
CUST100035922,5G Handset Upgrade,0.5267,2026-07-17
CUST100053575,Family Plan Upgrade,0.9582,2026-07-02
CUST100037863,5G Handset Upgrade,0.8562,2026-07-07
CUST100039660,Home Security Add-on,0.5472,2026-07-11
CUST100043903,5G Handset Upgrade,0.1735,2026-07-10
CUST100023070,Family Plan Upgrade,0.7255,2026-07-15
CUST100072414,Device Insurance,0.0962,2026-07-18
CUST100004871,Family Plan Upgrade,0.7091,2026-07-19
CUST100035868,International Roaming Pack,0.1921,2026-07-21
CUST100042873,Device Insurance,0.7306,2026-07-02
CUST100071802,Home Security Add-on,0.7808,2026-07-23
CUST100071944,Home Security Add-on,0.4743,2026-07-06
CUST100010365,5G Handset Upgrade,0.355,2026-07-18
CUST100088396,Streaming Bundle,0.2857,2026-07-14
CUST100051257,5G Handset Upgrade,0.2499,2026-07-19
CUST100057508,5G Handset Upgrade,0.2207,2026-07-22
CUST100072253,Streaming Bundle,0.043,2026-07-10
CUST100015505,Device Insurance,0.5272,2026-07-11
CUST100052874,Family Plan Upgrade,0.408,2026-07-06
CUST100055255,Streaming Bundle,0.0821,2026-07-11
CUST100078252,Device Insurance,0.7813,2026-07-16
CUST100084512,5G Handset Upgrade,0.1717,2026-07-15
CUST100022048,International Roaming Pack,0.8749,2026-07-06
CUST100060147,International Roaming Pack,0.3468,2026-07-12
CUST100091708,5G Handset Upgrade,0.1359,2026-07-18
CUST100022195,International Roaming Pack,0.811,2026-07-20
CUST100029507,Streaming Bundle,0.7236,2026-07-08
CUST100037652,Streaming Bundle,0.3126,2026-07-08
CUST100024284,Home Security Add-on,0.2815,2026-07-04
CUST100026660,Device Insurance,0.9864,2026-07-08
CUST100012023,International Roaming Pack,0.0904,2026-07-09
CUST100074255,Streaming Bundle,0.8868,2026-07-04
CUST100097700,Device Insurance,0.0141,2026-07-16
CUST100051145,International Roaming Pack,0.8102,2026-07-14
CUST100059824,Device Insurance,0.8322,2026-07-15
CUST100008369,Family Plan Upgrade,0.1415,2026-07-08
CUST100093895,International Roaming Pack,0.5458,2026-07-16
CUST100019519,Family Plan Upgrade,0.283,2026-07-20
CUST100091608,Streaming Bundle,0.4384,2026-07-02
CUST100053920,Family Plan Upgrade,0.5972,2026-07-18
CUST100080915,5G Handset Upgrade,0.9387,2026-07-05
CUST100066564,Device Insurance,0.5287,2026-07-13
CUST100060919,Home Security Add-on,0.0695,2026-07-19
CUST100071090,5G Handset Upgrade,0.0433,2026-07-04
CUST100094486,5G Handset Upgrade,0.2239,2026-07-02
CUST100074715,International Roaming Pack,0.5699,2026-07-14
CUST100092602,Streaming Bundle,0.0047,2026-07-20
CUST100042583,International Roaming Pack,0.1361,2026-07-12
CUST100083390,Family Plan Upgrade,0.7826,2026-07-07
CUST100058197,Streaming Bundle,0.6733,2026-07-21
CUST100053983,Family Plan Upgrade,0.7186,2026-07-20
CUST100072041,Home Security Add-on,0.5648,2026-07-21
CUST100022078,5G Handset Upgrade,0.8733,2026-07-02
CUST100040656,5G Handset Upgrade,0.4141,2026-07-06
CUST100073552,5G Handset Upgrade,0.7827,2026-07-10
CUST100026572,International Roaming Pack,0.4443,2026-07-06
CUST100065293,International Roaming Pack,0.465,2026-07-10
CUST100046327,Home Security Add-on,0.8068,2026-07-03
CUST100056217,International Roaming Pack,0.7567,2026-07-01
CUST100022790,5G Handset Upgrade,0.281,2026-07-20
CUST100060433,Streaming Bundle,0.6149,2026-07-14
CUST100069770,Streaming Bundle,0.4218,2026-07-22
CUST100020490,Device Insurance,0.435,2026-07-08
CUST100007140,Streaming Bundle,0.2836,2026-07-16
CUST100024344,International Roaming Pack,0.9951,2026-07-05
CUST100092070,Device Insurance,0.6862,2026-07-22
CUST100083567,Home Security Add-on,0.368,2026-07-03
CUST100096527,5G Handset Upgrade,0.3675,2026-07-19
CUST100074398,Device Insurance,0.4539,2026-07-17
CUST100029912,Device Insurance,0.3103,2026-07-20
CUST100030190,Device Insurance,0.0673,2026-07-16
CUST100086585,Family Plan Upgrade,0.4766,2026-07-19
CUST100023941,Device Insurance,0.5248,2026-07-04
CUST100089945,Family Plan Upgrade,0.033,2026-07-09
CUST100071891,5G Handset Upgrade,0.4287,2026-07-03
CUST100073137,Family Plan Upgrade,0.8446,2026-07-03
CUST100026796,5G Handset Upgrade,0.9416,2026-07-05
CUST100071715,5G Handset Upgrade,0.361,2026-07-14
CUST100046790,International Roaming Pack,0.4319,2026-07-01
CUST100072419,Device Insurance,0.0463,2026-07-21
CUST100031476,Home Security Add-on,0.349,2026-07-13
CUST100010819,International Roaming Pack,0.4258,2026-07-13
CUST100010220,Home Security Add-on,0.8654,2026-07-11
CUST100038512,Streaming Bundle,0.0438,2026-07-07
CUST100070466,5G Handset Upgrade,0.5667,2026-07-12
CUST100016268,Home Security Add-on,0.2375,2026-07-10
CUST100084952,Family Plan Upgrade,0.82,2026-07-02
CUST100004778,Family Plan Upgrade,0.9845,2026-07-22
CUST100028746,Home Security Add-on,0.8488,2026-07-13
CUST100058274,International Roaming Pack,0.2273,2026-07-09
CUST100044942,5G Handset Upgrade,0.1066,2026-07-05
CUST100073364,International Roaming Pack,0.244,2026-07-15
CUST100001327,5G Handset Upgrade,0.1295,2026-07-05
CUST100074865,Streaming Bundle,0.1745,2026-07-11
CUST100070514,Streaming Bundle,0.7783,2026-07-17
CUST100058245,International Roaming Pack,0.9683,2026-07-15
CUST100036915,Streaming Bundle,0.11,2026-07-06
CUST100082732,5G Handset Upgrade,0.3977,2026-07-07
CUST100098588,Home Security Add-on,0.5169,2026-07-02
CUST100099716,Device Insurance,0.5162,2026-07-02
CUST100073953,Family Plan Upgrade,0.4909,2026-07-20
CUST100015570,Home Security Add-on,0.1396,2026-07-04
CUST100078879,Device Insurance,0.004,2026-07-20
CUST100082324,Family Plan Upgrade,0.297,2026-07-21
CUST100087877,5G Handset Upgrade,0.308,2026-07-10
CUST100044887,International Roaming Pack,0.2852,2026-07-08
CUST100052863,Family Plan Upgrade,0.1856,2026-07-23
CUST100081375,Home Security Add-on,0.7849,2026-07-20
CUST100095732,Home Security Add-on,0.1543,2026-07-11
CUST100009071,5G Handset Upgrade,0.4958,2026-07-10
CUST100049890,Home Security Add-on,0.4786,2026-07-04
CUST100044803,International Roaming Pack,0.6155,2026-07-02
CUST100044122,Streaming Bundle,0.8918,2026-07-04
CUST100042181,International Roaming Pack,0.8241,2026-07-01
CUST100004708,Family Plan Upgrade,0.3131,2026-07-02
CUST100020397,Family Plan Upgrade,0.8485,2026-07-13
CUST100037424,International Roaming Pack,0.1505,2026-07-05
CUST100049373,Home Security Add-on,0.8315,2026-07-23
CUST100093203,Streaming Bundle,0.0157,2026-07-19
CUST100083580,Home Security Add-on,0.122,2026-07-15
CUST100017616,Streaming Bundle,0.6325,2026-07-04
CUST100033398,International Roaming Pack,0.0617,2026-07-18
CUST100087607,Home Security Add-on,0.9158,2026-07-06
CUST100010862,Streaming Bundle,0.1212,2026-07-09
CUST100065479,Home Security Add-on,0.9632,2026-07-05
CUST100054849,Device Insurance,0.137,2026-07-20
CUST100096291,Home Security Add-on,0.3047,2026-07-09
CUST100008907,Device Insurance,0.1126,2026-07-15
CUST100021847,Home Security Add-on,0.5602,2026-07-22
CUST100006173,5G Handset Upgrade,0.3225,2026-07-13
CUST100071174,Device Insurance,0.9865,2026-07-06
CUST100000900,5G Handset Upgrade,0.1007,2026-07-09
CUST100006793,5G Handset Upgrade,0.8432,2026-07-11
CUST100051658,Family Plan Upgrade,0.8433,2026-07-06
CUST100042884,5G Handset Upgrade,0.0788,2026-07-19
CUST100037445,Device Insurance,0.2145,2026-07-02
CUST100099047,Home Security Add-on,0.422,2026-07-08
CUST100032764,Family Plan Upgrade,0.2596,2026-07-22
CUST100094431,Home Security Add-on,0.4138,2026-07-03
CUST100043103,Family Plan Upgrade,0.3313,2026-07-14
CUST100096965,International Roaming Pack,0.3344,2026-07-09
CUST100073972,Device Insurance,0.0723,2026-07-22
CUST100077190,Device Insurance,0.8306,2026-07-01
CUST100035425,Device Insurance,0.2448,2026-07-06
CUST100087857,International Roaming Pack,0.4949,2026-07-16
CUST100045675,Streaming Bundle,0.9116,2026-07-12
CUST100040271,Family Plan Upgrade,0.2576,2026-07-09
CUST100096804,Home Security Add-on,0.6568,2026-07-17
CUST100059946,Family Plan Upgrade,0.207,2026-07-23
CUST100063198,Streaming Bundle,0.1094,2026-07-09
CUST100066679,Family Plan Upgrade,0.4605,2026-07-23
CUST100035189,Family Plan Upgrade,0.0244,2026-07-23
CUST100099309,Home Security Add-on,0.3203,2026-07-15
CUST100030904,Home Security Add-on,0.4848,2026-07-04
CUST100053938,Home Security Add-on,0.5175,2026-07-19
CUST100046060,International Roaming Pack,0.9374,2026-07-07
CUST100070519,Home Security Add-on,0.2152,2026-07-01
CUST100057330,Home Security Add-on,0.1981,2026-07-14
CUST100015151,Home Security Add-on,0.0118,2026-07-02
CUST100083537,5G Handset Upgrade,0.7113,2026-07-14
CUST100072614,Family Plan Upgrade,0.0069,2026-07-13
CUST100090247,Streaming Bundle,0.0795,2026-07-11
CUST100040447,International Roaming Pack,0.8845,2026-07-04
CUST100012532,Home Security Add-on,0.1869,2026-07-05
CUST100092457,Home Security Add-on,0.6439,2026-07-11
CUST100052355,Device Insurance,0.6699,2026-07-16
CUST100038861,Family Plan Upgrade,0.2693,2026-07-12
CUST100036370,Family Plan Upgrade,0.6199,2026-07-21
CUST100047695,5G Handset Upgrade,0.4094,2026-07-18
CUST100033686,Family Plan Upgrade,0.3136,2026-07-16
CUST100029336,Streaming Bundle,0.0382,2026-07-01
CUST100069911,Device Insurance,0.1003,2026-07-16
CUST100019551,Device Insurance,0.4774,2026-07-07
CUST100096953,International Roaming Pack,0.4486,2026-07-16
CUST100040736,Family Plan Upgrade,0.0076,2026-07-09
CUST100037619,International Roaming Pack,0.0132,2026-07-20
CUST100004528,5G Handset Upgrade,0.9847,2026-07-02
CUST100082954,Family Plan Upgrade,0.7579,2026-07-13
CUST100070750,International Roaming Pack,0.608,2026-07-15
CUST100064042,Home Security Add-on,0.3502,2026-07-05
CUST100030902,Family Plan Upgrade,0.8428,2026-07-18
CUST100017331,5G Handset Upgrade,0.4893,2026-07-04
CUST100042157,Home Security Add-on,0.6229,2026-07-12
CUST100096833,Family Plan Upgrade,0.0854,2026-07-08
CUST100067338,Home Security Add-on,0.8909,2026-07-20
CUST100088137,Streaming Bundle,0.8841,2026-07-07
CUST100023460,Family Plan Upgrade,0.358,2026-07-12
CUST100021468,Home Security Add-on,0.0008,2026-07-07
CUST100004518,Family Plan Upgrade,0.1972,2026-07-23
CUST100001581,Device Insurance,0.0973,2026-07-03
CUST100007778,Streaming Bundle,0.4642,2026-07-02
CUST100094082,5G Handset Upgrade,0.1647,2026-07-18
CUST100060419,Family Plan Upgrade,0.0298,2026-07-19
CUST100096333,International Roaming Pack,0.913,2026-07-22
CUST100083206,Streaming Bundle,0.4058,2026-07-21
CUST100085836,Device Insurance,0.6111,2026-07-17
CUST100043424,Device Insurance,0.4452,2026-07-12
CUST100000892,5G Handset Upgrade,0.8313,2026-07-03
CUST100005853,International Roaming Pack,0.2951,2026-07-08
CUST100006676,International Roaming Pack,0.9886,2026-07-09
CUST100027675,International Roaming Pack,0.4767,2026-07-02
CUST100053689,Streaming Bundle,0.7561,2026-07-22
CUST100026800,Device Insurance,0.2859,2026-07-08
CUST100056666,Device Insurance,0.0086,2026-07-03
CUST100048628,Family Plan Upgrade,0.6326,2026-07-12
CUST100030906,International Roaming Pack,0.8815,2026-07-21
CUST100025740,5G Handset Upgrade,0.975,2026-07-07
CUST100070187,Device Insurance,0.5013,2026-07-19
CUST100016724,Family Plan Upgrade,0.9249,2026-07-18
CUST100011978,5G Handset Upgrade,0.0968,2026-07-21
CUST100056893,Family Plan Upgrade,0.6561,2026-07-19
CUST100029984,5G Handset Upgrade,0.4883,2026-07-09
CUST100044346,Family Plan Upgrade,0.0339,2026-07-17
CUST100027748,5G Handset Upgrade,0.9372,2026-07-20
CUST100095293,5G Handset Upgrade,0.3213,2026-07-19
CUST100075298,Device Insurance,0.4468,2026-07-04
CUST100048508,Streaming Bundle,0.7349,2026-07-07
CUST100013570,Device Insurance,0.3801,2026-07-10
CUST100046885,5G Handset Upgrade,0.9224,2026-07-01
CUST100050343,Family Plan Upgrade,0.9711,2026-07-02
CUST100041221,Device Insurance,0.6573,2026-07-07
CUST100059498,5G Handset Upgrade,0.3423,2026-07-05
CUST100085756,Home Security Add-on,0.9814,2026-07-04
CUST100081453,Streaming Bundle,0.6484,2026-07-08
CUST100054904,Streaming Bundle,0.581,2026-07-18
CUST100083170,International Roaming Pack,0.2228,2026-07-08
CUST100013650,Home Security Add-on,0.5236,2026-07-22
CUST100030761,International Roaming Pack,0.7874,2026-07-18
CUST100058355,Device Insurance,0.9969,2026-07-13
CUST100012157,Device Insurance,0.1252,2026-07-02
CUST100049078,Family Plan Upgrade,0.5592,2026-07-23
CUST100039064,Streaming Bundle,0.7422,2026-07-12
CUST100023569,5G Handset Upgrade,0.3646,2026-07-21
CUST100057755,Home Security Add-on,0.6171,2026-07-19
CUST100043168,Device Insurance,0.4406,2026-07-17
