account_id,customer_id,parent_account_id,account_type,hierarchy_level
ACC395B0C0669,CUST100067614,ACCFAEBA9993B,Individual,0
ACC8B6FE4B2AD,CUST100005445,ACCB2DDFC9F59,Individual,0
ACC4F4D8B3044,CUST100077768,,Individual,1
ACCAECCF5BF43,CUST100058087,,Family Plan,0
ACC5CB09AAEC5,CUST100092071,,Individual,0
ACC9E58707002,CUST100090665,,Family Plan,0
ACCDDD5654447,CUST100063575,,Family Plan,1
ACC7826E315B9,CUST100024282,,Business Sub-Account,1
ACC7F8E344177,CUST100095065,,Individual,0
ACC76FFD8F7EC,CUST100093604,,Individual,0
ACC39AD8DAA16,CUST100032192,,Individual,0
ACC2250CB4AB1,CUST100047936,,Business Master,1
ACC2C63A1B502,CUST100078648,,Individual,0
ACC7E2E397372,CUST100065035,,Individual,1
ACCA603AD36A6,CUST100004955,,Family Plan,0
ACC2C8A1A112A,CUST100048457,,Family Plan,0
ACCB570CAA5A5,CUST100026148,,Individual,0
ACCBA35560B70,CUST100002185,,Individual,1
ACC5BC9CE24CD,CUST100062429,,Individual,0
ACC985C142DE6,CUST100015077,,Individual,0
ACCAAA6F4CC15,CUST100009330,ACC00964D1F97,Business Sub-Account,1
ACCDC0A9FDADB,CUST100050951,,Family Plan,0
ACC22C7050840,CUST100072492,ACC15CD69F5B0,Family Plan,1
ACC780C1D7664,CUST100069702,ACC6AC45197B8,Individual,1
ACCD68AB31B97,CUST100042363,ACC1175487A8D,Family Plan,1
ACCB063B962BD,CUST100080236,,Individual,1
ACCC08F9DC3E4,CUST100021778,ACC4EEFBAE237,Family Plan,0
ACCCE65620C46,CUST100070688,,Individual,0
ACCE50DB551E6,CUST100040265,ACCAB65B3EF9D,Individual,0
ACCB6FB9798E6,CUST100046818,,Family Plan,0
ACCDFD1DDAE58,CUST100008453,ACC9B35007882,Business Sub-Account,0
ACC86C6AAE7BF,CUST100085353,ACCC7431F0C54,Individual,0
ACC641989600E,CUST100024614,ACCBB442CEFC0,Family Plan,0
ACC453E297DB7,CUST100055974,,Individual,1
ACCC9FA9098EE,CUST100008087,,Individual,0
ACC7B72540759,CUST100054996,,Individual,0
ACC392733665B,CUST100070770,,Individual,0
ACC610E995018,CUST100047495,,Individual,1
ACC46632CB362,CUST100024148,,Individual,0
ACC6C929B0BE3,CUST100044407,,Individual,0
ACCB62B4EC413,CUST100088470,,Family Plan,1
ACCB0D00D9C64,CUST100096819,,Individual,0
ACC43ABFE20A8,CUST100065958,,Individual,0
ACCEFCD2257A7,CUST100063825,,Individual,2
ACCFB8C04CEE7,CUST100002815,,Individual,0
ACCAC850BAD95,CUST100064341,,Family Plan,0
ACC3AB270045C,CUST100038721,,Family Plan,1
ACC2FCD003E8F,CUST100000155,,Individual,0
ACC63543F0AE1,CUST100039146,ACC65A5BDC54B,Family Plan,0
ACC918C12A896,CUST100065152,,Individual,0
ACCA3C14E8407,CUST100076599,,Individual,0
ACC661A74A90C,CUST100051675,,Individual,0
ACC220F6AB7F1,CUST100069254,ACCC3995616F0,Individual,2
ACCFAB0F4D68C,CUST100037956,,Individual,2
ACCEECF9E6C64,CUST100070061,,Family Plan,1
ACC555E6FB505,CUST100096866,,Individual,0
ACCDF0E2E14A9,CUST100092484,,Individual,0
ACC7612B83E12,CUST100000959,,Individual,0
ACC9DDDA11CD9,CUST100043154,,Individual,0
ACC09C7093B24,CUST100069023,,Individual,0
ACC431725AF5A,CUST100032638,ACC9B27CEAA4E,Family Plan,0
ACC6C89A2086B,CUST100050495,,Individual,0
ACC6B56FA7C10,CUST100083193,,Individual,1
ACCFC467F9C04,CUST100062028,ACC8EE6DDB2C8,Individual,0
ACC3901639B17,CUST100038746,,Individual,1
ACC4A7DDF9D7D,CUST100028137,,Individual,0
ACCF90A7FC60C,CUST100081436,,Individual,1
ACC1EC416BB2E,CUST100082844,,Individual,0
ACC37D3667AAF,CUST100018918,,Business Sub-Account,1
ACC950585407A,CUST100012148,,Business Sub-Account,0
ACC6A8850FC14,CUST100095602,ACC50F3D4460C,Individual,0
ACC687960DB08,CUST100045365,,Business Master,0
ACC38CB36B187,CUST100099479,ACCA086119E49,Individual,1
ACCC5A07127A1,CUST100031739,,Business Sub-Account,0
ACC91BCB249FC,CUST100016415,,Family Plan,0
ACCB49A161194,CUST100091997,,Business Master,0
ACC99FE6F0375,CUST100050297,,Individual,1
ACCA2627DC9B8,CUST100034553,,Family Plan,0
ACC85DE117D71,CUST100032838,,Family Plan,1
ACC9A49CBE2D0,CUST100038559,,Business Master,0
ACC491DB12715,CUST100020706,,Individual,0
ACC27EBC27AF5,CUST100089209,,Family Plan,0
ACCBF79217DA3,CUST100092378,,Individual,1
ACC943C01D5F0,CUST100048154,,Individual,0
ACCE18754D535,CUST100011372,,Family Plan,0
ACCC8A08A79C4,CUST100077050,,Individual,1
ACCF1649CA845,CUST100059943,,Family Plan,0
ACC2371F2B80E,CUST100098668,ACCB8E27610AD,Individual,1
ACC1B128471C7,CUST100059997,,Individual,0
ACC92C7B7C63E,CUST100054765,ACC77D443BE56,Individual,1
ACC42E7BD6315,CUST100069202,,Individual,0
ACC2A729A00A9,CUST100011214,,Individual,0
ACC4DE16D6E2C,CUST100090818,,Family Plan,1
ACCECBA74A977,CUST100033819,,Business Master,0
ACC4C2351D4FA,CUST100000640,,Family Plan,0
ACC074E4579C4,CUST100079109,,Individual,0
ACC3B32B05220,CUST100098282,ACCEF788FA61F,Business Master,0
ACCBC2287BD15,CUST100028785,,Individual,1
ACC7814379DF7,CUST100093956,,Family Plan,1
ACC3B7C15F417,CUST100060875,ACCFD5F2A0354,Business Sub-Account,1
ACCECF49EB15B,CUST100011328,ACC0274E2691D,Individual,0
ACCE8C01D8548,CUST100055883,,Family Plan,0
ACCAE920C2ED1,CUST100039675,,Business Master,1
ACC79E09899E8,CUST100092269,,Family Plan,0
ACC113B335DC1,CUST100061009,,Individual,0
ACC1C513D42C1,CUST100047013,,Individual,0
ACC9BB72DE8BD,CUST100027933,,Family Plan,0
ACCE15C84A908,CUST100067560,,Family Plan,0
ACCA166F7E383,CUST100067695,,Family Plan,1
ACC5700CE6AC6,CUST100009010,,Individual,0
ACCF4991CF4D2,CUST100007726,,Individual,0
ACCC14FBBBE10,CUST100067620,,Individual,0
ACCE3339FFAF9,CUST100084283,,Family Plan,0
ACC2D4DF0167B,CUST100045275,,Individual,0
ACC7EC626925E,CUST100020873,ACC53115968FD,Family Plan,0
ACC862B44BB65,CUST100068433,,Business Sub-Account,0
ACC31B1B6C431,CUST100057459,,Family Plan,0
ACC50DC96C90B,CUST100081268,,Individual,0
ACCF25F56616F,CUST100044200,,Individual,0
ACC1284C6FD51,CUST100004383,ACC4393640AED,Business Master,1
ACC4B82E33713,CUST100013236,,Individual,0
ACCAFDF6F4309,CUST100033962,,Individual,2
ACC4C28E84DF4,CUST100099100,,Individual,1
ACC6FD0E0ECAE,CUST100084525,ACC52907C13F6,Individual,0
ACC9E4273C365,CUST100044830,,Individual,0
ACC23AEA356BB,CUST100036238,,Family Plan,0
ACC6EA276D59B,CUST100094057,ACC9E58707002,Individual,0
ACCE87B4B224B,CUST100057007,,Individual,0
ACC2BDE6B5E9D,CUST100090224,,Family Plan,0
ACC6A0AEB56B1,CUST100035709,,Business Master,1
ACC6922D93AAF,CUST100095861,ACCA604F8B4FF,Family Plan,0
ACCA67B1A4838,CUST100021984,,Individual,0
ACC02F972487C,CUST100050514,,Individual,1
ACCA976CF1804,CUST100026689,ACCA65BEEA5A2,Business Master,0
ACCFFE3E52429,CUST100065442,,Individual,0
ACCABDD3ED989,CUST100068487,ACCA5A9AF5C93,Business Master,0
ACC425EE9CB1A,CUST100019799,,Individual,0
ACC4B7F136DA6,CUST100010576,ACC9A12B819F2,Individual,0
ACC0EA0130232,CUST100005134,,Individual,0
ACC5A4E7BB408,CUST100086351,,Individual,1
ACCAA5B3B9432,CUST100055065,,Individual,0
ACC26C15177F4,CUST100062594,,Individual,1
ACCC08E310000,CUST100027872,,Family Plan,1
ACCF63F4FD27A,CUST100028489,,Individual,0
ACC51697E00F8,CUST100067507,,Family Plan,0
ACCD2E9D19450,CUST100059176,,Family Plan,0
ACC34672A5112,CUST100043304,,Individual,1
ACC4AABB38340,CUST100025233,,Family Plan,0
ACC93B1BE7523,CUST100001411,,Individual,1
ACC0834E4BB28,CUST100048961,,Individual,0
ACC1A9115B132,CUST100016246,,Individual,0
ACCA5355DFB5D,CUST100013632,ACCC880F81D72,Business Master,0
ACCDF1009B4AD,CUST100007257,,Individual,0
ACCB2829BFA08,CUST100031029,,Individual,0
ACCEE1A05B7FF,CUST100044839,,Business Sub-Account,0
ACC6347168835,CUST100033037,ACCA70A565C7A,Individual,0
ACCD2A7C83996,CUST100021996,,Individual,1
ACCA750CCE613,CUST100095592,,Individual,1
ACCE845B564DE,CUST100099460,,Business Master,0
ACC7D3941D3A1,CUST100034908,,Individual,1
ACC2730066273,CUST100042770,,Family Plan,1
ACC50A6AE24F6,CUST100035109,,Individual,0
ACCA41CF668CB,CUST100023196,ACCCB3495E01A,Business Sub-Account,1
ACCD50BAC1D44,CUST100038593,,Individual,1
ACCA8F2BB108F,CUST100060947,,Family Plan,1
ACC9B35007882,CUST100069078,,Individual,0
ACC042745F786,CUST100092364,ACCC5C34E9727,Individual,0
ACC81E79EE7AD,CUST100059649,,Business Sub-Account,2
ACC063A7C9DD1,CUST100032517,,Individual,0
ACCAAB25BD135,CUST100088267,,Individual,0
ACC2B70B6E6FC,CUST100081122,ACC833EF29D5B,Individual,0
ACC4AEA97CB0D,CUST100097005,ACCF2F89AFC64,Family Plan,0
ACCC90A0E0BE3,CUST100056782,,Individual,0
ACCD1AF117B4C,CUST100019179,,Family Plan,0
ACCC4115EEF46,CUST100065074,,Individual,1
ACC759AFA68F1,CUST100071974,,Individual,1
ACC1FF6530A18,CUST100087062,ACCCC34BF8C61,Individual,0
ACC1C934DB866,CUST100025525,,Family Plan,0
ACCFAEBA9993B,CUST100027931,,Individual,0
ACC4DCC900A46,CUST100047571,,Individual,1
ACC65EF8C52B2,CUST100025066,,Individual,0
ACC0AFDECC255,CUST100035989,,Family Plan,0
ACC4B9FFE7632,CUST100064150,,Individual,0
ACCBCD11EC8C0,CUST100009608,,Individual,0
ACCCEC04B07E5,CUST100020207,ACC8313775B07,Individual,0
ACC58181C4D0A,CUST100079707,,Individual,0
ACC11101DF86E,CUST100054193,ACCB508E2B1A1,Individual,1
ACCC031D645F6,CUST100051458,ACC2063A90704,Individual,0
ACCC00396CE46,CUST100048209,,Family Plan,0
ACC6A235E17D1,CUST100081258,,Individual,0
ACC685D86A006,CUST100042264,,Business Sub-Account,1
ACC04E835CEEC,CUST100068645,,Business Sub-Account,0
ACC22D028A85E,CUST100053223,,Individual,0
ACC244176103C,CUST100060711,ACCBCA1873DB2,Individual,0
ACC1CF8D4FDA5,CUST100059192,,Family Plan,0
ACCB47E780A7F,CUST100015166,,Business Master,0
ACC946C29A41A,CUST100080289,,Individual,0
ACCF07B2137B8,CUST100004463,,Individual,0
ACC632CBAB01A,CUST100098104,,Individual,0
ACC69A1DC39CA,CUST100002263,,Individual,0
ACCABD093F0D3,CUST100038789,ACC587C102B04,Individual,1
ACCBDECCC2908,CUST100032171,,Family Plan,0
ACC2C6CDA2508,CUST100085984,,Individual,1
ACC86314B3465,CUST100025654,,Family Plan,1
ACC70F5C6CADB,CUST100035853,,Family Plan,0
ACC660D10B3C5,CUST100030670,,Business Master,0
ACCE8859E2882,CUST100033225,ACC3FEDC305F8,Family Plan,0
ACC4320EA8B17,CUST100010217,,Individual,0
ACC710C9FE7B0,CUST100002772,ACCF6B08AFE0D,Family Plan,0
ACC741195E384,CUST100008137,ACCC9E6F27983,Individual,0
ACC5EAB6EB2DA,CUST100087141,,Family Plan,0
ACC49E641AF96,CUST100086329,,Individual,0
ACC534AF74559,CUST100000091,,Individual,0
ACC243D1D4E28,CUST100051049,,Individual,0
ACC3FB8F0E933,CUST100038432,,Family Plan,0
ACC14269127E5,CUST100097566,ACC7980850037,Individual,0
ACC4660D90FB7,CUST100021158,,Individual,0
ACC367C0BB6CC,CUST100085143,,Individual,0
ACCD03C9DA838,CUST100032603,,Business Sub-Account,0
ACC8BA880CF49,CUST100087835,ACCBED3FDCF17,Individual,0
ACC212DD8DD03,CUST100031430,,Family Plan,0
ACCFD5F2A0354,CUST100068268,,Individual,1
ACCEB922AE514,CUST100058870,,Individual,0
ACCD00012E602,CUST100064388,,Family Plan,0
ACC5EC6859B6A,CUST100040340,,Individual,0
ACC6AE39C8655,CUST100021788,ACC5BB33CFB20,Individual,0
ACC44B3AC5958,CUST100094672,ACCF9CF43CD63,Business Master,1
ACC6CCC06BC44,CUST100053567,ACC2FE69F1552,Individual,0
ACC8AAD6A776B,CUST100088998,,Family Plan,0
ACC3FF402F124,CUST100062037,,Individual,0
ACC569DFB594F,CUST100035306,ACCA18114D516,Individual,0
ACCFD4988D95C,CUST100066711,,Individual,0
ACC84530D338D,CUST100024900,,Family Plan,0
ACC77202175A2,CUST100041627,,Individual,1
ACC4FED0A47E2,CUST100027302,,Business Master,0
ACCACA5741B49,CUST100029712,,Individual,0
ACC994FD507FB,CUST100054757,,Family Plan,0
ACC9C570BD3C6,CUST100078860,,Individual,0
ACCF3264953F5,CUST100055337,,Individual,0
ACC1DEB4E5E56,CUST100052977,,Business Master,0
ACC248BCF7B44,CUST100040284,,Family Plan,1
ACC3E5B970EFD,CUST100048090,,Family Plan,0
ACC9C14D78288,CUST100089548,,Individual,1
ACC4BB745DB8C,CUST100074655,,Individual,0
ACC06C99D0F1C,CUST100027676,,Individual,0
ACC380387F802,CUST100072748,ACC2CFE7761DD,Individual,0
ACCF04EB947B9,CUST100004833,ACCF143997231,Individual,0
ACCD83FB06458,CUST100025845,,Individual,0
ACC01CEE1039B,CUST100067290,ACCE61F5887CC,Business Master,0
ACC067DA5133B,CUST100074794,,Individual,0
ACCDEBA2795C8,CUST100074770,ACCCFD05A7C4E,Individual,1
ACCB77C52BC53,CUST100071341,,Individual,0
ACC001E9CBF11,CUST100089019,,Individual,0
ACC76A3F00020,CUST100026966,ACC2B5F6CE8C3,Individual,0
ACC46F775A80A,CUST100047211,ACC54FD47A5F2,Individual,0
ACC481E45CA3D,CUST100008668,,Individual,0
ACC66DF229585,CUST100067317,,Individual,0
ACCB8EBA25C46,CUST100099478,ACCE5688DF200,Individual,0
ACCCDA3A11B39,CUST100022544,,Family Plan,0
ACC152160911A,CUST100078768,,Family Plan,1
ACCA875FAF8A8,CUST100012323,,Family Plan,0
ACC062BDA4BB1,CUST100017517,,Individual,0
ACCD3B522412B,CUST100063390,,Business Master,0
ACCFAFF166350,CUST100035239,,Individual,0
ACC7A10B68433,CUST100091650,,Business Master,0
ACC8235694E34,CUST100019616,ACC947E3E9CDB,Family Plan,0
ACC94F97452D3,CUST100094824,,Business Sub-Account,0
ACC1DD67115FF,CUST100095406,,Family Plan,1
ACCF4EFAEF579,CUST100039890,,Individual,1
ACC92DCD4B243,CUST100048845,,Individual,0
ACC264F05DBD8,CUST100030554,,Individual,0
ACCDD60B6A68D,CUST100075940,,Business Sub-Account,0
ACC9DD56174A4,CUST100005387,,Family Plan,0
ACC2C55EA8628,CUST100094046,,Individual,1
ACC4256FA577C,CUST100074119,ACCB81AD59AE3,Individual,0
ACC4C605BF4A3,CUST100002416,,Individual,0
ACC1E26AE8237,CUST100074695,,Individual,0
ACC345A14D293,CUST100024750,,Individual,0
ACC8E881E4136,CUST100086095,,Family Plan,0
ACC969271B140,CUST100064197,ACC6D4DAA9ACB,Individual,1
ACCEFBC386261,CUST100082999,,Family Plan,0
ACC8B2EE731A8,CUST100009599,,Family Plan,0
ACC53269C6837,CUST100017385,ACC45F85A577F,Family Plan,2
ACCF4FCCDEDDD,CUST100013216,,Individual,0
ACC1D8811CDE9,CUST100092451,ACC939AF2A38C,Individual,0
ACCE7D130E69C,CUST100062255,ACCABDD3ED989,Individual,0
ACCE064224065,CUST100043243,,Business Sub-Account,0
ACC18B1A5A628,CUST100031579,,Individual,0
ACCCB85BC1693,CUST100036337,,Individual,1
ACC3B0F0570C7,CUST100023533,,Family Plan,2
ACCDB8F619729,CUST100011838,,Individual,1
ACCEB77BE5AED,CUST100084376,,Individual,0
ACC116C32E81B,CUST100018251,,Family Plan,1
ACC5444D03697,CUST100099173,,Family Plan,0
ACCA1D719699C,CUST100065645,,Family Plan,0
ACC26D8A0B347,CUST100021086,,Family Plan,0
ACC6CDBC4C7CA,CUST100050658,,Family Plan,0
ACC0ACAAD53F4,CUST100046446,ACC772BF7F743,Business Master,0
ACC263AA81EA0,CUST100017987,,Individual,1
ACCD0562F818C,CUST100003459,,Family Plan,0
ACCD0AE7AF760,CUST100031944,,Individual,1
ACC68FDE8DA65,CUST100041494,,Individual,0
ACC2A00E757A5,CUST100057532,,Family Plan,0
ACCBFF3AD18C5,CUST100075401,,Individual,0
ACC99B4BEC9D4,CUST100095671,,Family Plan,1
ACC849F327E31,CUST100082243,ACCFE405448CF,Family Plan,0
ACCB28AC71EA8,CUST100083845,,Individual,0
ACC83DA98D64C,CUST100057255,,Individual,0
ACC898BA1ABD7,CUST100039468,,Individual,0
ACC1BD89EEB3B,CUST100059272,,Individual,1
ACC8271FF7840,CUST100046484,,Individual,0
ACCB6CE6F440A,CUST100027114,,Family Plan,0
ACC637F519F9F,CUST100038548,,Individual,0
ACCD1CE8F701C,CUST100064273,,Individual,0
ACC8EB525D026,CUST100086371,,Individual,0
ACC947E3E9CDB,CUST100092004,,Family Plan,0
ACC1C48926A27,CUST100098834,,Family Plan,1
ACC062372A576,CUST100029605,ACCAB88DE5616,Individual,0
ACCD63F7D82CD,CUST100013556,,Individual,0
ACCFD2609DE10,CUST100065274,,Individual,0
ACCFF78C904BE,CUST100022131,ACC04A73AADF6,Individual,0
ACC775A949241,CUST100077470,ACC83BDC57EAF,Individual,1
ACCB5F4591398,CUST100022237,,Family Plan,0
ACC58C461425A,CUST100093891,,Individual,0
ACC98287646C8,CUST100038645,ACC90EBFE44B6,Family Plan,0
ACC123D7A4F32,CUST100094148,,Individual,0
ACC67D5270794,CUST100074886,,Family Plan,0
ACC5CC4913358,CUST100073278,,Individual,0
ACC9C5D6F0346,CUST100071104,,Individual,1
ACC826BC21393,CUST100035052,,Individual,2
ACCEF43DF9D37,CUST100077166,,Individual,0
ACCB63C992BE3,CUST100039625,,Individual,1
ACCC885232C29,CUST100021541,,Individual,1
ACC785A651F76,CUST100004106,,Family Plan,0
ACCEC8F3B4361,CUST100091648,,Family Plan,0
ACC07B7681963,CUST100010265,ACC5CC4913358,Individual,0
ACC3F3C6964D1,CUST100015981,,Business Master,1
ACCC384022024,CUST100029271,,Individual,0
ACCF66F2B6F1C,CUST100086293,ACC17A04FA844,Individual,0
ACCDAEB0489CB,CUST100027640,,Family Plan,0
ACCC70B10EC2D,CUST100051296,,Family Plan,1
ACC320F0406FB,CUST100005751,,Individual,1
ACC93BD6357B4,CUST100035809,,Individual,1
ACC1DECD66D07,CUST100041403,,Family Plan,2
ACCBD4FE09D19,CUST100015463,,Family Plan,0
ACCACB1FB02E4,CUST100012040,,Individual,1
ACC40C95046D2,CUST100084565,,Individual,0
ACCB73AC33D82,CUST100009426,,Individual,0
ACCA4D39E0CF4,CUST100009688,,Individual,0
ACC10AE1E904C,CUST100072333,,Family Plan,1
ACCB0BBB29743,CUST100091556,ACC0906A9E6FC,Family Plan,0
ACCC1A9C9711C,CUST100067739,,Business Master,0
ACC3DEDBC6DE7,CUST100044788,,Individual,0
ACC6C314FFC30,CUST100005709,,Family Plan,0
ACC516DA2692C,CUST100027688,,Business Master,0
ACCEF6F3439EC,CUST100063885,,Individual,0
ACCC47A4A156A,CUST100053564,ACC6CC9F9D5ED,Individual,0
ACCBA0FE686BF,CUST100051674,,Individual,0
ACCBE7AED40B3,CUST100072688,ACCD59C841EFA,Individual,0
ACC5218C2DD95,CUST100080583,,Business Master,0
ACC8317296D05,CUST100089614,,Family Plan,0
ACC89540D5668,CUST100077206,,Individual,1
ACC43A5C060F4,CUST100039199,,Individual,1
ACC3FB2208F6F,CUST100058929,,Individual,0
ACC6D052A5E58,CUST100082076,,Family Plan,0
ACC771551CC7A,CUST100050619,,Individual,1
ACC82EF660D47,CUST100051669,,Business Master,0
ACC2F1E314EAE,CUST100075054,,Individual,1
ACC0F4D413043,CUST100053162,,Individual,2
ACC124ED6FD66,CUST100002900,,Individual,2
ACC88C1ADB61F,CUST100089432,ACC0728272B86,Family Plan,1
ACC381D5FE236,CUST100077200,,Individual,0
ACCD05757B41B,CUST100027470,,Individual,1
ACCD60C6EA346,CUST100097600,,Individual,1
ACC8C8CCC5D81,CUST100039183,,Individual,1
ACCB444FBBFE6,CUST100094859,,Individual,0
ACC1DFCACB0FE,CUST100033079,,Family Plan,0
ACCD8EBC6A2D1,CUST100031614,,Individual,0
ACCD042225154,CUST100088545,,Business Master,1
ACC595CD78CEF,CUST100087330,,Individual,0
ACC36B8F474B9,CUST100036373,ACCB82AB9A9EE,Individual,1
ACC1CBB74550C,CUST100062407,,Individual,0
ACCF1B8E69B73,CUST100061363,,Individual,1
ACC8CCEA8C417,CUST100065291,,Business Master,0
ACC865ED16E56,CUST100019356,ACCFCD142D1AE,Individual,0
ACC421B0A4F72,CUST100057612,,Individual,0
ACCC6052DDDEB,CUST100075325,,Business Master,0
ACC766AA4A988,CUST100075944,,Individual,0
ACCCE6362D360,CUST100048981,ACCA22848E38A,Individual,0
ACCC6C0FE04BC,CUST100044454,,Business Master,1
ACCFCAF5F3E64,CUST100074385,,Business Sub-Account,0
ACCEB572A1433,CUST100063107,,Family Plan,1
ACC9A9BFFEC04,CUST100006911,,Individual,1
ACC934367990B,CUST100091431,,Individual,1
ACC2E4A8E4F2B,CUST100018037,,Individual,0
ACCA136DB1E66,CUST100007488,,Family Plan,0
ACC62AA086570,CUST100010216,,Individual,0
ACCA0651AFFE4,CUST100059885,,Individual,0
ACC6E3C50E5C5,CUST100099048,,Business Sub-Account,1
ACC1F5DEB5BCD,CUST100004692,,Individual,0
ACCBC391C5D69,CUST100027061,,Individual,0
ACCF7304954C8,CUST100084965,,Individual,0
ACC12722450BF,CUST100055675,ACCDDAF852A0C,Individual,1
ACC41CBE1E15D,CUST100067554,,Individual,0
ACC5D4B1ABF38,CUST100055021,ACC8D970A136C,Individual,0
ACC932285600B,CUST100039021,,Individual,0
ACCB7D5888CE1,CUST100003973,,Family Plan,0
ACC7DC7894F9A,CUST100022214,,Business Master,0
ACC72358F1A40,CUST100041650,ACC00964D1F97,Family Plan,0
ACC330A962DF4,CUST100056540,,Individual,0
ACC1D89BCDFE0,CUST100098777,,Individual,0
ACC4FA8D86E7A,CUST100034047,,Family Plan,1
ACC4C7D00929F,CUST100028080,,Individual,0
ACCAD73BE9B10,CUST100057950,,Family Plan,0
ACC703A196C61,CUST100089652,,Family Plan,0
ACC4B38C5B5AD,CUST100078101,,Individual,0
ACCA85CF8AEB4,CUST100059257,,Family Plan,0
ACC1771532472,CUST100025614,,Business Master,0
ACC0D152909E2,CUST100053966,,Family Plan,0
ACCFC75B7DBDC,CUST100062681,,Family Plan,0
ACC7C4426D1B7,CUST100050290,ACC243D1D4E28,Business Master,0
ACC5FFE06DA0A,CUST100028515,,Individual,1
ACCD73628174D,CUST100062605,,Business Master,0
ACC96DD78B22A,CUST100064943,,Individual,0
ACCB6A96CAEBF,CUST100049695,,Individual,1
ACCFF2AA999C9,CUST100015571,,Individual,0
ACCC512EBAFAB,CUST100039429,,Family Plan,1
ACC6B64261EE4,CUST100000937,,Individual,0
ACC36F15368F3,CUST100071201,ACCF928DD40D5,Individual,0
ACCD712EBB3A1,CUST100005334,,Individual,0
ACC6465F83DCA,CUST100080580,,Family Plan,0
ACC32A279D095,CUST100047217,,Individual,0
ACC79E4C290B3,CUST100055874,ACCA7A27DF90C,Individual,1
ACC78A4156053,CUST100046259,,Individual,1
ACC5C25F8719D,CUST100035543,,Business Master,0
ACC3FA1BA3883,CUST100005070,,Individual,0
ACC61616FBF8A,CUST100081168,,Individual,0
ACCEFEF044832,CUST100001325,,Individual,0
ACC5567723963,CUST100026522,,Individual,0
ACC7FDE3B4D65,CUST100015079,,Individual,0
ACCAC6A76A491,CUST100011819,,Individual,1
ACC82BBD0878A,CUST100044051,,Individual,0
ACC0EFF5D5820,CUST100032416,,Individual,1
ACCDF433885BA,CUST100058478,ACC8B2EE731A8,Individual,0
ACC09ACFFDA5D,CUST100054545,,Family Plan,0
ACCA721A84974,CUST100003453,,Individual,0
ACCD01DD6FA44,CUST100020849,ACC6FC6A83F5A,Family Plan,0
ACCCC773EE864,CUST100055943,ACC374D45034F,Family Plan,1
ACC0DE69A00E5,CUST100062424,,Individual,2
ACCAB30C48ED1,CUST100003545,ACC2005D9990E,Individual,0
ACC74B62750E0,CUST100035199,,Family Plan,0
ACC12F071681F,CUST100075055,,Family Plan,0
ACCA769E2CB9A,CUST100095035,,Individual,1
ACC1841EBCBB9,CUST100022905,ACC4D7C5EEE00,Family Plan,0
ACC3F56E08DBF,CUST100057885,,Business Master,0
ACCD17F44803C,CUST100068778,,Individual,0
ACCC1EFBF4D43,CUST100007026,,Family Plan,0
ACCAE2680C463,CUST100061463,,Family Plan,1
ACC04A4754FA4,CUST100082115,,Individual,1
ACCACB964E606,CUST100058279,,Family Plan,0
ACC57E1161921,CUST100092158,,Business Master,0
ACCDD897266F5,CUST100088063,,Family Plan,0
ACC1691584043,CUST100030404,,Individual,0
ACC6D014758B6,CUST100072093,,Family Plan,2
ACCE5A599E43B,CUST100036085,,Family Plan,0
ACC8532AFB49F,CUST100086529,,Individual,0
ACC701BC07FBF,CUST100043400,,Family Plan,0
ACC6C01F28B6A,CUST100028784,,Business Master,1
ACCBD7D7921B9,CUST100034261,,Individual,0
ACC0EFF9B79DE,CUST100095700,,Family Plan,0
ACC03F16E0751,CUST100092970,,Business Sub-Account,1
ACC827FA54A35,CUST100022968,ACCAB88980965,Business Sub-Account,0
ACCBF435118E5,CUST100099326,,Individual,0
ACC09BCFD3389,CUST100011814,,Family Plan,0
ACCE830C24BF5,CUST100033956,,Business Sub-Account,0
ACCC4EE232676,CUST100020685,ACC25DC2D7765,Individual,0
ACC8FBC3101B5,CUST100034423,,Family Plan,0
ACCE51C578406,CUST100070942,,Individual,1
ACC1DC3EF3F9A,CUST100063278,,Individual,1
ACCDC66DA8C8C,CUST100043054,,Individual,0
ACCF9FA9C5277,CUST100058456,,Business Sub-Account,1
ACC06473B8063,CUST100087904,,Business Sub-Account,0
ACC4874AA4A94,CUST100035863,,Family Plan,0
ACC6B39A1BA6F,CUST100098141,,Individual,0
ACCAA1754566C,CUST100099398,,Family Plan,0
ACCE0DC52B77E,CUST100030048,,Individual,0
ACC032325AFB4,CUST100018313,,Individual,0
ACC366523E75A,CUST100003502,,Family Plan,1
ACC117A4DF6FD,CUST100095132,,Individual,0
ACCC785066942,CUST100012532,ACCE7E4ED8B66,Individual,0
ACC1F8352BDE3,CUST100078610,,Family Plan,0
ACCF62538A88E,CUST100012812,,Family Plan,0
ACC7CF8BA43E8,CUST100018140,,Business Sub-Account,0
ACC8AEB7A2D14,CUST100072986,,Individual,2
ACC3B3F096248,CUST100093907,,Individual,0
ACC1C00F6CE40,CUST100002630,,Business Master,0
ACC2CB4714CDC,CUST100032536,,Individual,2
ACC434C08FBCB,CUST100011242,ACCBF8CF2F9E7,Individual,1
ACC6FDFC498B1,CUST100088632,,Family Plan,1
ACCCE7AD1428A,CUST100089337,ACC5273C49EAC,Family Plan,0
ACC254D68CA4A,CUST100094778,ACC2263A00FE8,Individual,0
ACC0829104E88,CUST100062067,,Business Master,0
