ar_id,customer_id,invoice_id,outstanding_balance,days_past_due,aging_bucket
AR9D19229486,CUST100085485,INVA76547FF22,59.32,0,Current
AR72D3E3CCB3,CUST100064800,INV5723A9CF42,211.73,0,Current
ARF082D26304,CUST100056251,INV90CAD47341,175.59,15,1-30 Days
ARE02DE457D8,CUST100099133,INVF6E9A2D663,28.82,30,1-30 Days
ARE09296E2D9,CUST100049778,INV1F68FAB623,233.88,0,Current
ARBE98622A6E,CUST100008302,INV01F2A56F4A,128.45,0,Current
ARA467BE5FDF,CUST100080842,INVA8D6D7B718,85.88,0,Current
ARB83396501F,CUST100007762,INV735F786FBA,170.85,0,Current
AR0C5B4151AF,CUST100064309,INV3B28A0B742,74.58,0,Current
AR709888FE9A,CUST100066682,INV11C18D5D17,36.21,15,1-30 Days
AR4CCC2FBB37,CUST100094742,INVF54FA70E84,83.06,0,Current
AR0DABF546EF,CUST100068930,INVE762E17C38,10.65,30,1-30 Days
ARE420C803A4,CUST100080790,INV12B8F3EDC2,244.61,15,1-30 Days
AR6DDB97B144,CUST100053102,INV6EDD9FC855,121.37,30,1-30 Days
AREC6C2F3BC1,CUST100074725,INVCA1C0C2145,25.64,0,Current
ARF313D03E69,CUST100048598,INVB132606177,225.32,0,Current
AR1507C04B80,CUST100084455,INVFA49AB78AA,78.42,15,1-30 Days
AR2E125CA374,CUST100087714,INVFC29C34478,4.07,0,Current
AR711BAB5056,CUST100043638,INV5936BCACFD,27.29,0,Current
AR602EFD7E9F,CUST100041693,INV24259BA0A5,33.32,0,Current
AR87D09B52B6,CUST100018409,INVC2D6FC0281,200.89,90,61-90 Days
ARD2944B40AF,CUST100048323,INV0114759B16,282.51,0,Current
AR9B53A7408E,CUST100080632,INVDD77D13C07,287.12,0,Current
ARDF2E83ACD6,CUST100046212,INVFF419BE586,4.95,0,Current
AR38E93DC8F5,CUST100013757,INVBF586E71D4,57.2,30,1-30 Days
ARA6DC0550A0,CUST100098218,INV1B6E478764,2.01,0,Current
AR65586889BF,CUST100055116,INVD7E1F8ACAA,105.81,15,1-30 Days
ARDBF03684A5,CUST100049840,INV5CE3F0F5E4,308.26,0,Current
AREA5BB71266,CUST100057725,INV2913316F27,201.88,15,1-30 Days
AR5F0D8D5FC7,CUST100047588,INVF9B120FC8B,74.66,0,Current
AR092082E61C,CUST100053464,INVFA082C7F6E,26.29,60,31-60 Days
AR5A5DD41ED9,CUST100091516,INV78919C432E,275.31,90,61-90 Days
AR4FAEC95AAB,CUST100027172,INV38A98A0543,223.37,0,Current
AR4D9F08574C,CUST100002202,INVF047DA3549,175.84,15,1-30 Days
ARAE527D37F7,CUST100094909,INV746698FB49,5.55,15,1-30 Days
AR2F9A43E90E,CUST100054969,INVFC36BCF4FE,237.57,0,Current
AR9377A80A61,CUST100067209,INV4173C4D507,40.26,15,1-30 Days
ARE11147515E,CUST100034755,INVCEF4C2523D,7.14,0,Current
AR431BAAA6A2,CUST100092134,INV793C3F1CB3,38.5,30,1-30 Days
AR9ED7332FA5,CUST100077933,INVC89D95C14B,96.22,0,Current
AR8632522F8D,CUST100092657,INV2D0ED8A342,110.92,0,Current
AR931CB3EF21,CUST100084600,INV748C15AAA4,11.0,90,61-90 Days
AR1AA50A550A,CUST100095933,INV77E4059A35,135.43,0,Current
AR3EEB875DC1,CUST100018171,INV8CCBCD8046,202.95,120,90+ Days
AR21BA2C378B,CUST100044629,INVB50D4038B6,7.49,60,31-60 Days
ARE38DF40AFB,CUST100029989,INV539F584D70,109.38,30,1-30 Days
AR7CABD36F1E,CUST100020091,INVBF9BB355A9,302.99,0,Current
AR6E02E53BF3,CUST100036354,INVA7234B7955,256.46,0,Current
ARC3359EE85B,CUST100006456,INV0B105C8564,206.97,0,Current
ARC882885333,CUST100000676,INVEDA28BB5C0,304.15,90,61-90 Days
AR212E5A5323,CUST100072562,INVA5080A987E,24.53,30,1-30 Days
ARCF3A874676,CUST100072267,INV6A213C41E2,198.21,0,Current
AR3AF5092B5C,CUST100066686,INV0867033287,221.32,0,Current
ARF3BEEF8869,CUST100033704,INV55AE53FA41,72.47,60,31-60 Days
AR1B09B70099,CUST100032215,INV7FF532A4DA,8.93,0,Current
AR55B88885B0,CUST100009707,INVA6D73C68BD,103.82,0,Current
AR3174D74658,CUST100010789,INV93788BFD82,90.53,0,Current
ARE45EF5BE5E,CUST100017071,INV1A5F081440,370.23,15,1-30 Days
ARB1323CD5CC,CUST100004789,INV8ADE5A2F80,159.98,15,1-30 Days
ARB034F5FA4A,CUST100071755,INVDB50D421F8,68.57,30,1-30 Days
ARB071C7B587,CUST100012711,INV727A9717F2,45.0,0,Current
AR77E7081E5C,CUST100061270,INVFEF7E9BEB0,45.6,0,Current
AR98C3B37EF2,CUST100073267,INVE82317F0C0,37.13,0,Current
AR85CD4FA78B,CUST100048513,INV1DF24FCB06,12.15,0,Current
ARCCA1FF0DFB,CUST100041974,INV017ED7FAAB,154.52,15,1-30 Days
AR0AFE6B9482,CUST100047627,INV8230D4403F,59.51,0,Current
ARB27FA4352A,CUST100013345,INV5E2A5F7721,182.43,0,Current
AR8193A3E15D,CUST100090952,INV470127B58E,314.39,30,1-30 Days
AR79B5BE5EF5,CUST100086137,INVC65586612C,9.16,0,Current
AR6F9C23C357,CUST100020126,INV10F6A0EA63,4.33,0,Current
ARA2EB0E89DF,CUST100012147,INVBF23DD188A,20.39,0,Current
AR5E9E8B04BE,CUST100047070,INVA5F1122BBE,188.13,0,Current
AR2DE460E19D,CUST100024322,INV86B5620D72,42.33,0,Current
ARAB8671264A,CUST100047242,INVC8F6C59D22,75.12,60,31-60 Days
AR884BA3311E,CUST100077429,INVED985DB931,49.32,0,Current
AR724413BE4A,CUST100018737,INV8901640095,52.49,0,Current
AR6AB89D8A4A,CUST100015055,INVA090697058,41.42,0,Current
ARB2FCA729F7,CUST100072082,INV89893B5DBA,296.73,60,31-60 Days
ARC1731F2C5B,CUST100053812,INV0FB11BE606,33.39,0,Current
AR880962E539,CUST100039422,INV3E5405E7E4,37.99,120,90+ Days
ARA48A88EC9B,CUST100028414,INV21C85DE55A,45.17,0,Current
AR78BC2E073E,CUST100004890,INVDC6B564C67,328.54,0,Current
AR6F81D31EF3,CUST100064183,INVCE5684492A,93.77,15,1-30 Days
AR4C89A5696F,CUST100081191,INV7A3E95E752,22.8,30,1-30 Days
ARC0FDE6C19B,CUST100033757,INV5EEBD5DFE3,148.19,15,1-30 Days
ARFEA1331D3B,CUST100070763,INV9F71C65FE4,211.53,15,1-30 Days
ARD329B9B09B,CUST100071539,INVA403C9DAFA,33.15,60,31-60 Days
ARFF5091990C,CUST100008782,INVCA4782A5CC,182.52,0,Current
ARD7088C1174,CUST100038922,INV47BA94F3C3,94.1,30,1-30 Days
AR03168FDA6C,CUST100048307,INVE3D2C66A33,192.73,30,1-30 Days
ARB99380BA11,CUST100031356,INV17CEEAE037,346.34,0,Current
ARB95DAFA3D1,CUST100069484,INVC0361911AE,167.01,0,Current
AR67640997C6,CUST100015240,INVF67B92D300,176.2,30,1-30 Days
AR60F47B9C1F,CUST100056193,INV510A5E6B2A,349.58,0,Current
AR9BC4D677A5,CUST100069851,INV772D785D2A,291.96,15,1-30 Days
AR554FA6BCDE,CUST100068173,INV8EADA0CA09,48.19,0,Current
AR1C233E69DD,CUST100066813,INV61D135108A,71.89,15,1-30 Days
AR43A0FDE835,CUST100045540,INV0144166272,18.36,0,Current
AR0CCD61B815,CUST100031373,INVA44F021356,89.03,0,Current
ARF34BF7C45A,CUST100000869,INV5F01052B0E,355.08,30,1-30 Days
AR0FA581B0A7,CUST100008055,INV7071BD47B5,165.21,0,Current
ARFABAAF5D82,CUST100094687,INV61022962FC,187.46,0,Current
AR9A165785A2,CUST100087628,INV37540233A2,6.88,0,Current
ARA763451DCB,CUST100056057,INV44B9C09028,77.58,0,Current
AR24335AD5EB,CUST100086200,INVC0FDACFBCF,61.75,0,Current
AR5F0DD86288,CUST100097735,INV76DD1414A1,69.4,0,Current
AR1A5DCE2852,CUST100013521,INV28176BB89B,143.27,0,Current
ARF22E36B03B,CUST100065367,INVD0BEA6CE5D,157.31,0,Current
ARAB752AE6D5,CUST100052580,INV84F43E4CD8,249.23,0,Current
AR605211CAE5,CUST100027263,INVC063308546,95.22,0,Current
ARB91D9E064A,CUST100074294,INVC001E317D4,8.89,0,Current
AR22EE40C9F2,CUST100050755,INV958F7190A3,82.71,0,Current
AR928B9227F8,CUST100024528,INVB0FA69EECF,80.38,15,1-30 Days
AR7971443ABD,CUST100020046,INVFFDE62BBBB,101.28,30,1-30 Days
ARFAC313073D,CUST100019988,INVA19E705D13,50.25,120,90+ Days
ARBB1D4C6CA0,CUST100003013,INVEB5A38F162,41.55,30,1-30 Days
ARC64DA4E207,CUST100089479,INV805867CE2F,68.96,15,1-30 Days
AR26E549BEC8,CUST100035879,INV8D9EE4DBCA,57.13,0,Current
ARA20D6E8572,CUST100020969,INV8294155DEA,32.78,0,Current
AR54BC5E2367,CUST100065642,INV2927D8C3FA,245.17,15,1-30 Days
AR9802514327,CUST100015621,INVC92F589534,369.04,0,Current
ARD5379B461D,CUST100046623,INV47EE101A07,49.7,15,1-30 Days
ARA90863A939,CUST100065338,INV48E1246F12,64.93,90,61-90 Days
AR8F08A68752,CUST100075614,INVF65C73A850,17.3,60,31-60 Days
AR16F2777132,CUST100070485,INV38B0BA605D,3.84,0,Current
ARB3956BE2B8,CUST100056639,INVFBD69CE3A6,137.57,0,Current
ARA0DE139CF9,CUST100000050,INV90FFA75AC3,92.47,15,1-30 Days
ARA394540005,CUST100052186,INVCDE4CD419C,225.38,90,61-90 Days
ARA228EDADF3,CUST100071643,INV91D98018E6,60.91,0,Current
ARF193B04AF4,CUST100038302,INV9CFC006E2B,64.34,0,Current
AR89AACE18E3,CUST100042094,INVE2A05FA22A,11.82,30,1-30 Days
AR6813CA9D55,CUST100052954,INVC3D2B9C2F5,113.47,30,1-30 Days
AR5AC48CC257,CUST100089081,INV0CFA703914,81.68,0,Current
AR8B003067B5,CUST100078025,INVC52F81DDE5,111.64,30,1-30 Days
AR009D6C8E60,CUST100083366,INV9FE9B39E07,148.92,15,1-30 Days
AR2573302219,CUST100067040,INV5EA8C950D4,47.12,15,1-30 Days
AR58F0C3BBFD,CUST100071618,INV6944709C15,123.48,0,Current
AR828429C16D,CUST100019517,INV1F5EBD6D98,3.71,60,31-60 Days
AR70D293114B,CUST100081215,INV0FB6C347D5,208.14,0,Current
AR29F0AEE40E,CUST100077530,INVABC615D9BE,5.7,90,61-90 Days
AR9440B0C621,CUST100027784,INVC473FA6D83,183.61,30,1-30 Days
ARFAAA227E8E,CUST100097365,INVF5A5473CB1,124.74,60,31-60 Days
AREA000C425B,CUST100092320,INV5B407EF617,334.04,30,1-30 Days
AR7AACAE6BB0,CUST100021242,INVEABCAE1DAD,105.15,90,61-90 Days
ARF1B115A130,CUST100089577,INV5D7380BFD3,40.92,0,Current
ARC1A4C4DDB7,CUST100061581,INV375B258D87,162.76,0,Current
AR44E705AE5E,CUST100079247,INVE2DB98A33F,165.38,15,1-30 Days
AR1CCAB005A6,CUST100048379,INV341F42C116,250.98,0,Current
AR96FCC87A20,CUST100011513,INVD32931F040,4.7,0,Current
ARA6B1D1B1E6,CUST100018349,INV759F6C54E5,2.14,15,1-30 Days
AR50886E95B0,CUST100050473,INVBC3BC78403,106.84,0,Current
AR4E4F983A26,CUST100092591,INV33392340C9,116.79,90,61-90 Days
AR3FE75BFA13,CUST100046822,INVC51E904160,159.83,0,Current
AR66EDA07033,CUST100005956,INV33F442FA61,365.08,0,Current
AR2E3FB475B9,CUST100092322,INV6FBC5E5523,34.83,0,Current
ARAC73FE1F98,CUST100009226,INV1821690C57,114.84,0,Current
AR514A3C51AA,CUST100024202,INV4B059CD1AC,69.72,0,Current
ARF30D7389EA,CUST100006952,INVCD2C1F401C,317.85,0,Current
AR394A9710D0,CUST100010028,INV083F2FEA66,56.81,0,Current
AR34CD347B4B,CUST100068225,INV5823A51CED,25.72,0,Current
AR500CEAA799,CUST100043044,INVAF0F4CC237,322.21,0,Current
AR0E16310D27,CUST100099865,INV78EE2D9E17,91.64,0,Current
ARDA51C1AB54,CUST100005316,INV1649ABEDA6,43.37,30,1-30 Days
ARFBC2935133,CUST100081150,INVA46368D17D,41.04,60,31-60 Days
AR3FB17F6978,CUST100069990,INVB9B9D79661,32.54,0,Current
AR4EBB51D2A6,CUST100080980,INVC4DA62BFDC,152.17,0,Current
AR2E3DBF057E,CUST100009489,INVF6938224A4,227.59,0,Current
ARF879ECB8BC,CUST100033621,INV6E48020B21,65.3,0,Current
AR3CC6F2364F,CUST100063752,INV97EBEB8E0E,93.22,0,Current
ARCCB7FD0993,CUST100022404,INVD7D17783DD,115.63,15,1-30 Days
ARFA205E4FC2,CUST100068166,INV83FAC1F546,110.38,0,Current
ARF5A1350740,CUST100051931,INVAFAA48E0B2,165.06,30,1-30 Days
ARA8F2AF4135,CUST100003343,INV6784D51948,174.94,30,1-30 Days
AR3BFFDD05ED,CUST100061593,INV36C2BD60C0,116.89,90,61-90 Days
AR2CFE0A2FD9,CUST100059612,INV149C28F8D2,10.59,0,Current
ARC138161416,CUST100073484,INVF8CEBFB931,160.52,15,1-30 Days
AR14CED88167,CUST100075123,INV0327A2F1BE,285.11,0,Current
ARAC1B70AA24,CUST100016949,INVE5AE9F2205,34.14,0,Current
AR87EA2CC844,CUST100012975,INV6DFCD4E0E0,125.38,0,Current
AR99958C9136,CUST100074439,INV928C5CBA68,232.53,0,Current
ARD6CB3B0058,CUST100039280,INV43C1B37AF4,206.88,30,1-30 Days
ARE2CBB35427,CUST100013448,INV483683FE37,55.08,0,Current
AR193C548312,CUST100004328,INVFFC318AB97,174.74,0,Current
AR25886A0E13,CUST100075835,INV0FA3C5302B,64.16,90,61-90 Days
AR2546BBF255,CUST100043624,INVA3E194332A,369.49,0,Current
ARDB067AEDE4,CUST100038837,INVB4FB9ADAAA,8.12,30,1-30 Days
ARAE30B42DE8,CUST100077981,INVF74B9AF290,88.57,60,31-60 Days
ARF3543D8D30,CUST100051839,INVBE3EFB79D2,199.26,0,Current
AR5EDBB41028,CUST100031630,INVBF71AFB7EF,214.53,0,Current
AR2EE9C19B6D,CUST100015950,INV6C367F6939,214.83,90,61-90 Days
AR481E171C89,CUST100044373,INV71EC118ADB,7.66,60,31-60 Days
ARDA51C52E24,CUST100081475,INVD927D3C77A,148.13,15,1-30 Days
AR2384CD62DB,CUST100025300,INV019E99F93D,1.2,30,1-30 Days
AR826F07EF08,CUST100031708,INV69B7D26D4F,151.16,30,1-30 Days
ARD090ED7E2F,CUST100023474,INV9A8E47C4B8,48.25,15,1-30 Days
ARBBDFA74666,CUST100074195,INVF401BBA8A2,18.48,0,Current
AR0E56AFD8FF,CUST100077969,INVBD8AA96B91,253.37,0,Current
AR270440A1DB,CUST100098098,INV534238EB65,163.17,30,1-30 Days
AR3949BAAEFB,CUST100006298,INV51E527A8DF,24.95,60,31-60 Days
ARCB906999B0,CUST100045739,INV660063B6D3,48.21,0,Current
ARBF210B2E84,CUST100058575,INVE4909F87E8,172.97,15,1-30 Days
AR53A88FE112,CUST100031985,INV9A800715E2,101.34,30,1-30 Days
ARB4B2A18FE1,CUST100048832,INVBA111AA0BD,217.93,30,1-30 Days
AR577EB540CD,CUST100076780,INVCF4642A860,139.35,15,1-30 Days
AR1108B4DA51,CUST100021396,INV83CB0707BB,91.18,0,Current
AR3A420E07C1,CUST100064198,INV4DEF163FF4,230.51,0,Current
AR9BFD5EDD79,CUST100003023,INV6A4C79F060,339.59,15,1-30 Days
ARF8490262D4,CUST100039621,INV13974F9FA2,312.11,15,1-30 Days
ARD836BC30A4,CUST100008634,INV19D0ADD315,277.5,60,31-60 Days
AR8D0E90EF52,CUST100019339,INV991D7ED5D2,53.3,15,1-30 Days
ARA78C14BE61,CUST100078990,INVC43D26E6EA,219.1,90,61-90 Days
AR2B93FEC9FC,CUST100056690,INVF35089FA13,59.95,15,1-30 Days
ARF9514EC8B1,CUST100014856,INV0A331B9157,69.99,30,1-30 Days
AR48635F7EC7,CUST100038206,INVCCD1FF5D7B,52.64,0,Current
ARB5E01F54B5,CUST100057505,INVE89395DAA3,91.39,15,1-30 Days
ARAADB08DD66,CUST100083244,INV12419EC849,81.91,0,Current
AR2373965875,CUST100086542,INV15F7C0822F,108.89,0,Current
AR876F88FF93,CUST100036818,INVD440ED2970,211.0,0,Current
AR74F2F75C34,CUST100073839,INV665F2CAB20,75.28,0,Current
AR5EDFD87F6D,CUST100049807,INV622CE2EF08,5.23,30,1-30 Days
AR3AAF2DFA8D,CUST100007242,INV5E6572BDCC,340.51,30,1-30 Days
ARFFDCD1A6E8,CUST100015684,INV7BE6B73D19,281.74,0,Current
ARAFC0DB757E,CUST100000518,INVB970110B5C,211.59,0,Current
AR1B7194EF05,CUST100033904,INVED97026C0C,67.9,0,Current
ARBD9CE3AC5C,CUST100057888,INV7E456DA59C,246.54,15,1-30 Days
AR774E92BA3C,CUST100017735,INV9ABE4D5758,11.69,30,1-30 Days
AR2FDC3B00B5,CUST100022446,INVCC2D3E3166,181.49,30,1-30 Days
AR180CCE09CA,CUST100046682,INV36D08D6FEA,22.9,0,Current
AR4EF242C97A,CUST100073108,INV1E95052E74,228.08,0,Current
AR5B049CD4A7,CUST100041524,INV45CC49A4D9,17.41,15,1-30 Days
ARFD9A76B7BA,CUST100014310,INV46BFBA0303,73.87,60,31-60 Days
AR9EA5F19E09,CUST100088653,INV529F29ABA2,17.52,15,1-30 Days
AR4C84827AB9,CUST100082113,INVBD5A2F76FE,306.88,30,1-30 Days
ARCBC23208A1,CUST100047387,INV8DB3028211,147.81,0,Current
AR4FF322AD9A,CUST100082570,INVF2E78BBB6A,279.26,60,31-60 Days
AR008658CE1C,CUST100052352,INVDB93374C22,307.58,60,31-60 Days
AR181BB5B44D,CUST100023768,INV19F5F0761A,36.75,30,1-30 Days
AR550A826955,CUST100034842,INVC153897567,124.44,30,1-30 Days
ARA6BA806AFC,CUST100063895,INV8E09509347,39.4,0,Current
ARE6FAABDB0E,CUST100066699,INV3428488EE7,170.16,0,Current
AR9DFBA4EAF4,CUST100033796,INVD85C627215,26.73,30,1-30 Days
AR0F8FF37592,CUST100026157,INV2A95AAD7BD,34.44,0,Current
AR246E8FD303,CUST100093736,INVD7F209FD0E,37.8,0,Current
AR048D7D2903,CUST100053401,INV7CF6EE0363,272.98,30,1-30 Days
ARFE1345C486,CUST100092675,INV5DE8EC4544,134.1,15,1-30 Days
ARFDE9DC2D05,CUST100027497,INV069DEC0255,332.0,15,1-30 Days
ARF4D7038071,CUST100086011,INV632602A4C1,54.07,15,1-30 Days
ARD7BDECEEB4,CUST100015281,INV57934A3ED9,12.45,0,Current
AR882C676EE8,CUST100058960,INV5E1C9C33BF,1.05,30,1-30 Days
ARFC2A666032,CUST100037437,INVC476BD92CB,31.23,30,1-30 Days
AR65827F86FA,CUST100001126,INVD81A5693A3,69.88,0,Current
AR5473BEF8AD,CUST100008905,INVF38728E9F8,15.6,0,Current
AR9CC84D6898,CUST100070989,INVA2FB545982,108.89,15,1-30 Days
AR19C72C2B92,CUST100092127,INVE65A5580D3,67.44,0,Current
AR7251CAB17A,CUST100051802,INV569A16FB70,129.11,30,1-30 Days
ARF1F93E24E4,CUST100040469,INV6B08542693,276.86,30,1-30 Days
ARAC611922DD,CUST100084875,INV5B3802552A,178.93,0,Current
ARB1001C6587,CUST100009703,INV4CDACC1F57,44.62,15,1-30 Days
ARAF4DD8EFDA,CUST100091507,INV2C4F86736F,39.15,30,1-30 Days
AR74FC7B9F1A,CUST100019643,INV307BD5B893,153.81,0,Current
AREA7DEB665F,CUST100090259,INV22D880F5C3,187.2,90,61-90 Days
AR96C4200B45,CUST100008238,INV32D38EFECB,93.58,90,61-90 Days
AR0A77379D05,CUST100021931,INVCC3CEB3A59,335.31,0,Current
ARE7ABAD4492,CUST100070083,INV317BBA9F11,121.75,0,Current
AR9FA09A235D,CUST100093095,INV68DDD320E6,62.26,30,1-30 Days
AR8E1148E8E4,CUST100010358,INVF9389E5E71,78.77,30,1-30 Days
AR151C13BEEB,CUST100025322,INVF45F150E11,147.01,120,90+ Days
AR8E51BC0A3B,CUST100037518,INV772BD8BE98,26.38,30,1-30 Days
AR558F9B6F51,CUST100012050,INV83BF222F0E,96.88,0,Current
AR1CA52CFB6A,CUST100073114,INVC56E22075C,71.27,0,Current
ARDDBA38C1EB,CUST100011055,INV43196CA002,315.43,0,Current
AR07B1375F00,CUST100080360,INV9C634415FF,132.21,0,Current
AR5ED584DEC8,CUST100067798,INV9783175593,124.64,0,Current
AR36B675C0D5,CUST100085708,INV2A3D1996DE,5.94,0,Current
AR886CE31F2F,CUST100071703,INVC4F17AC2FC,334.87,0,Current
AR960C6B8260,CUST100046170,INV5D6A3B819C,29.51,0,Current
AR1A13CA519E,CUST100042305,INVB9A8F0B0B2,48.04,15,1-30 Days
AR04944FF45C,CUST100060087,INV834A41775C,195.42,0,Current
ARFABD07ADBF,CUST100066428,INV49F9C9F200,6.01,0,Current
ARB17E17A975,CUST100040992,INV7E1AA7DD33,135.3,0,Current
AR1B2D858600,CUST100035701,INV6A5EA9374B,46.95,0,Current
AR287C02FB3A,CUST100016724,INV108F5BD648,24.47,0,Current
ARECE1C17C71,CUST100021239,INVE283F50668,351.56,0,Current
AR98AEE358C5,CUST100027426,INV8C78E1871B,242.34,0,Current
AR9299FF9B30,CUST100029290,INVF91C5C45A8,164.4,15,1-30 Days
AR890F2AC0FB,CUST100093525,INV8C182AE577,131.04,0,Current
AREA0281B807,CUST100051935,INV8340223CA8,60.64,90,61-90 Days
AR20959A01DC,CUST100038415,INV584EA247D9,62.45,15,1-30 Days
AR01339A33E8,CUST100003016,INV42C4370D2F,9.17,0,Current
ARF9AF9C69BB,CUST100028763,INV6165E5A765,191.73,0,Current
ARE5342B6ACE,CUST100096513,INV007F804E71,45.87,0,Current
AREB0DE114A3,CUST100053756,INVBA565D7627,66.53,60,31-60 Days
ARC3CFA2BEBF,CUST100084869,INVBCC3226B61,144.42,30,1-30 Days
AR567EDAAB6D,CUST100080448,INV4A9BF07D8E,198.48,0,Current
ARDC5A858D7A,CUST100019054,INVF233BC8416,28.43,15,1-30 Days
ARE8B02CE645,CUST100034176,INV3ADC46FCE7,76.85,30,1-30 Days
ARCE714859DB,CUST100083964,INVB8F59A5A7F,9.8,90,61-90 Days
ARAB8F1E5C1B,CUST100031704,INV2A95EE8074,230.56,30,1-30 Days
AR027AED3B76,CUST100084945,INVCA4A99FEDB,191.68,60,31-60 Days
AR7F2DBC3F25,CUST100055580,INVBA5AFBDBC0,175.85,0,Current
ARDCA0ACE795,CUST100057943,INV6DCEE74D00,121.02,30,1-30 Days
ARB3021D6CEB,CUST100071678,INV2FFFE48E3A,1.82,0,Current
AR52412CD52C,CUST100084034,INV4B3E828C32,155.23,15,1-30 Days
AR3D41F3A98C,CUST100095994,INV93C69DD0EC,119.39,0,Current
AR513AB6D5A7,CUST100095622,INV1008017D59,19.12,0,Current
AR298AC66FB0,CUST100026980,INV09E22CDE2E,19.18,0,Current
ARC4625EB824,CUST100021202,INV2F3A040257,280.35,60,31-60 Days
AR84181F8A23,CUST100016464,INV2D2A72C1FC,203.9,0,Current
AR7DCF59D9C5,CUST100066120,INV67C62F8EA6,15.22,0,Current
AR370BEF9EF7,CUST100083443,INVF6487EC1ED,42.37,0,Current
AR47D9910CD5,CUST100002829,INV8C96139521,419.67,30,1-30 Days
AR29D95361E0,CUST100047362,INVCAC14D979D,52.01,0,Current
ARE44C54577A,CUST100014536,INV285C254EC3,266.8,0,Current
AR86A29FD95B,CUST100002388,INV987508957D,158.59,90,61-90 Days
ARF0248C569B,CUST100012367,INVB53C330926,106.96,0,Current
ARD7F2E84B00,CUST100043881,INVE188CA634F,22.05,0,Current
AR47072E4C88,CUST100036070,INV0B97508527,69.72,30,1-30 Days
AR4DD3D3711E,CUST100085717,INV522394EC3A,42.26,0,Current
AR284CA198EB,CUST100032742,INVF699A65A16,93.94,0,Current
AR55465FD2D0,CUST100076662,INV0F4408D250,174.64,30,1-30 Days
AR9D89DD6833,CUST100049863,INV76E1F14A8D,210.26,0,Current
AR311E0F0347,CUST100010763,INVCE94782ED3,66.05,0,Current
AR831C33B2D0,CUST100005441,INVF75435DE20,43.36,15,1-30 Days
ARE7C8C7065B,CUST100069450,INV6809077334,182.23,30,1-30 Days
AR1D93BA0123,CUST100057793,INV3432941BA9,1.68,15,1-30 Days
AR33C5CD7C57,CUST100050044,INV8752E0E6F2,6.88,90,61-90 Days
AR173DB0AA72,CUST100078984,INVE836A561C6,21.18,0,Current
AR525CF14607,CUST100092950,INV0D1DAC4375,86.27,60,31-60 Days
AR0611B192CA,CUST100037529,INV0D055D1073,166.43,0,Current
AR0B04F0A7D3,CUST100076362,INV117CC17C67,129.07,0,Current
ARF490E83AFA,CUST100001949,INV79336F759B,19.14,15,1-30 Days
ARBC6DA9CCE3,CUST100040806,INV030B493533,215.98,90,61-90 Days
AR798424072E,CUST100010653,INVCC1108A9AC,245.28,0,Current
ARED7F3AE502,CUST100073803,INVB855F9F261,163.91,30,1-30 Days
AR1222EC20E3,CUST100004974,INV932A14D75E,40.76,0,Current
AR573C1D6D25,CUST100013807,INVB8AB56630E,86.67,0,Current
AR72B0838EA8,CUST100088500,INV81AF98893B,187.59,0,Current
AR2A2FCD46DD,CUST100056347,INV826ABF61BB,112.0,15,1-30 Days
ARBC943CD773,CUST100058719,INV3A6203CE9B,222.97,60,31-60 Days
AR0FF1B00748,CUST100039097,INV2AFEE5272B,141.86,0,Current
ARF60C585E81,CUST100043080,INVFC6456E03E,350.19,15,1-30 Days
AR5FE78B9434,CUST100091820,INVA2D97B1BCA,0.13,30,1-30 Days
AR4582B85382,CUST100088644,INV54DDC67E88,254.56,0,Current
AR940B02236B,CUST100091835,INV15012E8BFD,95.23,0,Current
ARC016DA2E11,CUST100017734,INV777F9EFE9A,213.28,30,1-30 Days
ARBFD89BFDF8,CUST100089334,INV8C6A52C7E0,71.05,30,1-30 Days
AR35533A14FA,CUST100084739,INV5CD63D2A3D,227.67,0,Current
ARDF58CC8A38,CUST100097014,INVBA5030E0FC,19.89,15,1-30 Days
AR583B872CEE,CUST100055904,INV282740A691,38.0,0,Current
ARF652F4EF52,CUST100055254,INV7AA6EFE188,110.0,15,1-30 Days
ARFACC49B47B,CUST100062105,INVEEAE518A37,0.67,0,Current
AR95CA52AB59,CUST100033869,INV82B06093F4,84.16,60,31-60 Days
ARAC9BC0D594,CUST100051806,INV93BF4B014E,128.81,0,Current
AR7D30400250,CUST100095986,INVA1E6007C67,114.32,90,61-90 Days
ARE245FF211F,CUST100081541,INV70B909226C,171.69,0,Current
AR61AC863EFB,CUST100016991,INV2EF402B305,46.93,15,1-30 Days
AR428F0E7833,CUST100064636,INVC40F11283D,67.79,0,Current
ARDBD19A86C4,CUST100012518,INV0BD31F006D,239.32,0,Current
ARB045186ACA,CUST100056594,INV605F25C253,238.52,0,Current
AR77423FE653,CUST100031775,INVD63294E57A,60.68,0,Current
AR9169777A83,CUST100044786,INV05710B1871,39.43,90,61-90 Days
AR293145ECDC,CUST100008210,INVC94644A20E,71.76,15,1-30 Days
AR55E10FC040,CUST100074463,INVAFC307D59A,38.99,15,1-30 Days
AR298BB4C5BC,CUST100036988,INV38C2C90B5A,0.13,15,1-30 Days
ARF5A06E5674,CUST100059313,INV490D494B35,142.78,0,Current
ARE95D8FADEF,CUST100098142,INVE32FBCF1E9,149.54,30,1-30 Days
AR038207B4FB,CUST100097182,INV741A9E183F,55.89,0,Current
ARD49363AC56,CUST100099422,INV85B367AB29,127.7,0,Current
