asset_id,customer_id,asset_type,manufacturer,serial_number,install_date,status
AST4D9EDA779A,CUST100096859,Handset,Nokia,9E94A88057B54E0C,2025-04-23,Active
ASTB9859F9353,CUST100067277,Smartwatch,Nokia,B7B174099B6F442E,2020-08-25,Active
AST7E88987F74,CUST100068974,Handset,Samsung,DEAAAB36C8494EE5,2019-02-06,Active
ASTAE559F780D,CUST100086555,Handset,Apple,5A2C6D90753C4EE5,2022-10-27,Active
ASTC64C451898,CUST100086434,Router,Google,F290633B79D5455E,2020-12-07,Active
AST66206D9640,CUST100021026,Set-Top Box,Arris,9902B0FADF3D412A,2019-10-27,Active
ASTE61DF0CAD4,CUST100089663,Handset,Samsung,54BB855DB0744905,2022-07-03,Active
AST447AFAD1B6,CUST100034858,Router,Google,E3E13EAD9FB54DE5,2023-02-20,Active
AST43BC9ED7FB,CUST100072408,Router,Cisco,65DB171369C848A5,2020-06-11,Active
AST1071E072BE,CUST100098120,Router,Apple,736D43D759234D59,2017-06-26,Faulty
ASTD00AD1DF43,CUST100025478,Handset,Google,0B83A65296A34A4A,2018-12-20,Active
AST61E3398F19,CUST100046251,Handset,Google,5231A6ABC35347DB,2023-08-14,Active
AST50E54785C6,CUST100097391,Modem,Samsung,5A050BA970924C23,2020-12-25,Active
ASTA57F393F1C,CUST100053044,Router,Cisco,C3B74AE81EA74BBF,2025-12-19,Active
AST8682085D8F,CUST100006220,Set-Top Box,Nokia,FB6A8C87F54B4E04,2023-08-24,Active
AST484663EAAB,CUST100066089,Modem,Nokia,7B0FE3B118124384,2025-07-11,Returned
ASTB26A2BBA0D,CUST100055485,Home Security Hub,Nokia,CA0882C04A5A403B,2022-11-17,Active
AST5A2AE06EB6,CUST100059601,Set-Top Box,Arris,AA5521BC6D9940AB,2018-02-14,Active
AST9BD90D55CF,CUST100029638,Modem,Samsung,CDA8CE955C504E0F,2022-08-13,Active
AST80CB612325,CUST100013034,Router,Google,795F5AD6149D4F37,2018-08-31,Active
ASTD73AAD60BD,CUST100056618,Router,Cisco,FC2A687018CE4B31,2023-06-23,Active
AST4A361FC149,CUST100045009,Smartwatch,Huawei,EB68DC0EEEB2446A,2020-01-09,Returned
AST9768FD3C40,CUST100093442,Handset,Samsung,9CE935CBE85240D6,2020-01-18,Active
AST443CAB0656,CUST100029473,Handset,Google,6369BB2E72F84996,2024-12-17,Active
AST38F5E630FB,CUST100025691,Home Security Hub,Cisco,A61AAF9C3C3C43F9,2020-06-06,Active
AST38DEDFCC29,CUST100039826,Modem,Arris,460F9A11DEB54EB1,2024-01-17,Returned
AST00A0DDFEC4,CUST100065659,Router,Cisco,588821B2EE424BC4,2023-07-29,Active
AST6250A0D5C6,CUST100053405,Handset,Arris,A88B7C1525D143C6,2025-07-05,Active
ASTE00AF45A70,CUST100005708,Modem,Google,8F0AF650A30B465E,2021-05-24,Active
ASTAD8DC4020D,CUST100051401,Home Security Hub,Apple,27CE27C6DB9E4943,2025-09-13,Active
AST1196FD72AF,CUST100059183,Router,Huawei,ED2A815E5AC64A9E,2020-07-27,Returned
AST6C70F84A1B,CUST100008804,Handset,Huawei,3B64AC6869F3409E,2023-07-15,Active
ASTAA7DCD3974,CUST100012247,Handset,Cisco,72A69BDC3B5945B9,2022-08-09,Active
AST82BE08B2F5,CUST100079570,Set-Top Box,Arris,67D542AA77F24F44,2019-07-11,Active
AST8E9C054563,CUST100029405,Modem,Huawei,C7495CF5C82040A6,2023-08-10,Active
AST5671D1AD20,CUST100077917,Handset,Nokia,03E26F7882A74522,2023-05-20,Active
AST90512B61D3,CUST100041677,Modem,Arris,DB9A9E197A144C6E,2019-02-23,Active
AST8B175898CD,CUST100037686,Handset,Cisco,75479E6D1F24488B,2021-01-22,Active
AST80D6382AC6,CUST100018421,Handset,Nokia,81BE062F1C6B4426,2025-03-01,Active
AST75B80742A8,CUST100079803,Set-Top Box,Samsung,646F0D0D26ED4762,2021-01-15,Active
AST5583C82D01,CUST100010708,Router,Samsung,95B12FE561844790,2026-04-22,Returned
AST33403097F2,CUST100096080,Set-Top Box,Google,B4851F216B2E4E90,2024-01-03,Active
AST10D03D6600,CUST100083455,Modem,Apple,3C1B43164B614A08,2017-07-20,Active
AST670261B25A,CUST100070757,Handset,Cisco,CC143292EF9F477B,2021-07-31,Returned
ASTA19F52FA90,CUST100095401,Handset,Apple,91E99F9AA2CB4CE2,2016-06-23,Active
AST5C13BF6EBE,CUST100032862,Set-Top Box,Apple,3F12171D1F2B4149,2019-10-22,Active
ASTD5DC618475,CUST100069409,Router,Nokia,A6FB9E83AD9B4D7A,2023-02-03,Faulty
ASTAE0C82FBE3,CUST100084824,Handset,Nokia,900484C8A921415C,2022-06-06,Active
AST2D50CDB7F5,CUST100048030,Home Security Hub,Arris,00A9703F4CD5459C,2017-08-09,Active
AST5AC483C742,CUST100041696,Handset,Google,D1630E9B8B9743FD,2018-03-31,Active
AST989B45268A,CUST100039332,Handset,Google,41B38CF758D949C9,2022-07-02,Active
AST1F999644FD,CUST100062010,Router,Nokia,32BCC1CEC8604B85,2023-11-20,Active
ASTBAA38BBF12,CUST100092184,Handset,Apple,5DA67291BAD44EBF,2020-04-12,Active
AST8414523BDA,CUST100090737,Home Security Hub,Arris,979B9FB103884CA7,2016-12-30,Decommissioned
AST752A2493D5,CUST100015472,Handset,Cisco,CC1C8371B9B9447E,2023-05-29,Active
AST936E095D64,CUST100093582,Home Security Hub,Cisco,0918781021C74339,2025-05-10,Active
ASTB9B2CE1832,CUST100068644,Handset,Cisco,9DAE5DBA659849EF,2023-05-21,Returned
AST36EFF5883F,CUST100012260,Handset,Nokia,DD11EB0283EC4784,2024-10-08,Active
AST5BB052A2EC,CUST100038299,Router,Arris,F6F1C454DEAE4277,2025-07-10,Active
AST9769843C79,CUST100083592,Router,Apple,4D82A9165C554A72,2023-12-27,Active
ASTA6A1156FB3,CUST100005947,Handset,Huawei,C6FEEC0BF6774944,2021-09-17,Returned
AST22ADE13796,CUST100093285,Handset,Arris,38F82077C94A4F32,2017-07-17,Active
AST4CDC3BD1CC,CUST100061498,Modem,Samsung,D0A90219CF3F490F,2023-04-30,Active
ASTF2C9233C6F,CUST100067099,Set-Top Box,Apple,AE0232E4789D4F66,2021-11-07,Returned
ASTD10180F4AA,CUST100037734,Router,Apple,339F26BAFE054190,2025-03-21,Active
AST443E8968E9,CUST100035819,Handset,Apple,F1F4F36103AF42F9,2025-07-27,Faulty
AST293A3665D8,CUST100068289,Set-Top Box,Arris,97685FB97FE14CF9,2021-01-29,Active
AST5853A403F6,CUST100078120,Handset,Google,4C957BD41EE14670,2020-03-26,Active
ASTF47C5C990F,CUST100036138,Handset,Arris,D8E90753931545B5,2018-07-15,Active
AST0962765160,CUST100024437,Handset,Samsung,4E614D5169AA4B79,2018-01-28,Active
AST2453F5747A,CUST100037253,Handset,Google,92E03C2D505143C0,2020-03-29,Active
ASTE62C8DC63E,CUST100042245,Handset,Arris,B7653D22358D4CCC,2020-05-08,Active
ASTFFC4FC7522,CUST100046217,Modem,Samsung,83D588CCB7B74374,2020-04-28,Returned
AST0310DCBC71,CUST100027692,Handset,Arris,420BFD3A449B4F8A,2020-01-18,Active
AST2380108C2A,CUST100038303,Handset,Google,32C41269FC714E1A,2018-03-01,Decommissioned
AST6B8FC59186,CUST100018557,Router,Apple,2A31BCA685DA4671,2016-06-30,Active
AST468B152194,CUST100079354,Modem,Nokia,2334D79ADB9A497A,2024-01-03,Active
AST1B3CFF167B,CUST100067487,Modem,Nokia,56D3A52BBB664D59,2017-04-24,Active
ASTB6DEAEE2C5,CUST100084539,Modem,Cisco,3850051F33CB4A86,2026-02-21,Active
AST50AC5E54F0,CUST100009980,Set-Top Box,Apple,11EB3EF1148F4CFF,2025-09-05,Active
ASTE9ED765C2A,CUST100039013,Set-Top Box,Cisco,5DB18871055B41F3,2022-02-05,Active
ASTD9D8A6B8B3,CUST100075835,Modem,Samsung,8318BE5FB33D44F4,2022-09-03,Active
ASTC5AF6785CD,CUST100041014,Modem,Nokia,2C0EED5A8AF34647,2024-08-29,Active
ASTC3A634EB77,CUST100079683,Router,Samsung,9B32B90CC4054451,2023-06-14,Active
ASTF3753BEC9D,CUST100025856,Handset,Cisco,397022B34325489F,2016-07-12,Active
ASTB9CCEF9662,CUST100044604,Handset,Nokia,6D23437B73C14DFF,2023-05-31,Active
AST33242CEC50,CUST100058782,Home Security Hub,Arris,E75494ABDAC74901,2018-12-23,Returned
AST2DF6D8E6AE,CUST100005308,Handset,Cisco,9381697901244217,2020-04-23,Decommissioned
AST97F579CC2C,CUST100007784,Modem,Samsung,1855A353E1C54B6E,2018-11-12,Returned
ASTDD6557C4AA,CUST100038367,Home Security Hub,Apple,36B4BB30CBA54F41,2024-02-15,Active
AST05F2392DB1,CUST100028474,Modem,Google,EE31CF090922446B,2019-01-19,Active
AST0DCDB49F0D,CUST100035068,Set-Top Box,Nokia,175CA594C6374E3E,2018-07-26,Returned
AST25EDF2ACC7,CUST100029008,Modem,Arris,B293DE838DD94352,2016-12-16,Active
ASTB3DBDB7BFF,CUST100064298,Handset,Arris,89919DFD40D34D0B,2017-09-28,Faulty
ASTE75E3EA3EC,CUST100092233,Handset,Cisco,0510BAC1A7584414,2016-07-22,Active
ASTCF828519CB,CUST100029937,Handset,Cisco,687D0B822C42449F,2022-11-03,Active
AST78AE186EC6,CUST100088655,Home Security Hub,Nokia,4DBED3FEA7674338,2021-06-09,Returned
AST7D70D56BE5,CUST100032088,Handset,Huawei,A67DFDE3CF9F4FCE,2026-06-16,Active
ASTCCF1C87260,CUST100026616,Router,Samsung,7499F015F68149C4,2020-08-17,Active
AST2963C59F55,CUST100001602,Router,Nokia,AC24913EF7384A51,2024-12-24,Decommissioned
ASTAD4E5A2BD7,CUST100068431,Router,Google,E00D036D96E24172,2025-12-16,Active
AST1915A768C1,CUST100056187,Handset,Google,77670E28B45E41E9,2016-01-30,Active
AST5EF9839461,CUST100043447,Modem,Cisco,8291E652641F4DE2,2026-01-25,Active
ASTA4B10663C8,CUST100023131,Set-Top Box,Arris,01B27294EA4E4C27,2023-09-18,Active
AST1975E63AD8,CUST100041691,Home Security Hub,Apple,C7539C61DED748DF,2020-02-21,Active
AST484D8E5385,CUST100011294,Router,Samsung,B364DD61EF634E9D,2025-08-26,Active
ASTB8B6E20878,CUST100001342,Handset,Huawei,237967F8D99D4D5F,2017-11-07,Returned
ASTC6F5EE5754,CUST100055084,Handset,Huawei,49F8F875BDED4CC5,2016-06-30,Active
AST194A36698D,CUST100086878,Router,Cisco,587D31722D3D469C,2016-09-22,Active
AST18EB87EDE7,CUST100047613,Handset,Arris,DC02E7AC0C014199,2017-06-17,Active
ASTE5BF2596BB,CUST100002610,Modem,Cisco,F0483D188E1142A5,2025-06-21,Active
ASTC3E5D6CBEF,CUST100030101,Modem,Google,1C602561536348FC,2025-05-08,Returned
ASTDF92F80552,CUST100095447,Handset,Huawei,7444A5564EFE4DA2,2019-11-23,Faulty
AST69A578ACEC,CUST100066072,Set-Top Box,Huawei,B90B921318F644BF,2023-11-07,Active
AST92D795B8D0,CUST100059384,Handset,Google,4BC662587BBB49B8,2025-07-26,Active
ASTD24AA6357E,CUST100084166,Set-Top Box,Nokia,FA5CA814511B4EEF,2016-07-24,Active
ASTD4D41638F6,CUST100030460,Modem,Cisco,ADD7637C45D24AF9,2023-08-18,Active
AST244CA11EC1,CUST100049167,Home Security Hub,Cisco,8152145B44394581,2019-07-06,Active
ASTC2A2B2B00A,CUST100092060,Router,Apple,E64EA2B1636A46E9,2022-08-02,Active
AST5877E95AAE,CUST100050588,Handset,Apple,791F4ED5E442476A,2019-09-07,Active
AST99D78455BF,CUST100021854,Handset,Arris,3DF883FA42A349AA,2022-11-02,Faulty
AST2DE049C532,CUST100019046,Set-Top Box,Huawei,32DE18FBCB044A57,2022-04-13,Active
AST2C58E71409,CUST100036792,Smartwatch,Google,12E5DAABBD8E4F37,2025-03-31,Active
AST85367E4521,CUST100097290,Handset,Samsung,D4CA2BC1E9474A7E,2025-04-13,Active
ASTCC7A3CEFE2,CUST100024618,Router,Huawei,B082E68B6FD949F8,2017-11-22,Returned
ASTC91E520E2A,CUST100008885,Handset,Nokia,EDF9C3313DE24354,2019-09-04,Active
ASTC90F5DFD18,CUST100012939,Handset,Cisco,FEBE381A8C9242DC,2018-04-13,Active
ASTCD6E78C8F5,CUST100090709,Smartwatch,Apple,7640FDFFFD144FCD,2024-06-16,Active
AST9F5D027AC3,CUST100010465,Handset,Arris,456FE3E170344E82,2018-06-22,Active
AST86550A0C6E,CUST100025494,Router,Google,022943DA102D4A8D,2020-03-25,Active
AST0C34D70D43,CUST100071014,Handset,Samsung,9053D1A65DC6417E,2023-04-08,Active
AST58F6237595,CUST100010482,Set-Top Box,Nokia,91510C2454494C19,2024-10-10,Active
AST032AEEB1A6,CUST100066181,Handset,Huawei,B29E6C358F3545A4,2019-08-31,Active
ASTC888F31313,CUST100024089,Home Security Hub,Samsung,7EB56152E5DA4B18,2022-04-20,Faulty
ASTBE468B86FA,CUST100007223,Home Security Hub,Nokia,0F0AA93222984401,2018-01-05,Active
ASTE5903A8B78,CUST100048367,Handset,Samsung,1E7F853AA666461C,2019-08-29,Active
AST273DE9141A,CUST100021532,Router,Samsung,84F3BFCA350E4C13,2019-01-29,Active
AST025B10B9DB,CUST100000413,Modem,Google,B18CC01DCDC84E3C,2023-07-04,Active
AST6EFFDE03D9,CUST100045437,Modem,Cisco,4065B07051B44A66,2023-03-20,Active
AST42DE518D34,CUST100011154,Router,Arris,EE3BC2EC26434C5A,2022-12-22,Active
ASTC7B18F3264,CUST100090886,Handset,Huawei,01E8C63AF0744473,2022-12-28,Active
ASTA4DEE07DB0,CUST100030399,Handset,Nokia,1A80E5CC28C84F29,2016-07-16,Active
AST68F2F28B00,CUST100046083,Handset,Cisco,9953D042BFA34A97,2023-04-15,Active
AST760C4C71AA,CUST100014711,Handset,Arris,F6B120BC492A484A,2023-06-26,Decommissioned
ASTB199C587D0,CUST100052616,Set-Top Box,Samsung,1B9F4E31FB254210,2022-05-19,Decommissioned
AST28520D13E1,CUST100024156,Router,Cisco,4FAAB4BFD9FF4F7C,2026-02-17,Decommissioned
AST9D0A26C1B7,CUST100030627,Home Security Hub,Apple,CC34578FD5BB425E,2023-07-08,Decommissioned
AST9AD2F6EB07,CUST100028252,Set-Top Box,Apple,969CC1265C664ACB,2017-11-28,Active
AST4D85651D30,CUST100029325,Home Security Hub,Cisco,2E044552D88B4430,2020-10-16,Active
ASTDE6A8BC5BF,CUST100001456,Router,Samsung,9BE135BE2A994C13,2022-01-29,Returned
AST7EA27EE928,CUST100097039,Router,Huawei,509F019114764EEB,2017-08-25,Returned
AST68B7F501AD,CUST100094648,Set-Top Box,Cisco,0FFE7AC9A44B477F,2020-08-08,Faulty
ASTF3ECC8B288,CUST100074739,Set-Top Box,Arris,7F081883DC3F46FA,2019-08-24,Active
ASTA175D73E39,CUST100095230,Router,Nokia,0F61C6596F304346,2016-05-28,Active
ASTEA44EF96EF,CUST100055549,Handset,Cisco,4258003611E548FA,2020-04-20,Active
ASTA0123E7D76,CUST100093017,Router,Huawei,6FB732B9DAEE4EE5,2023-03-04,Active
AST4F3AB0BB2C,CUST100097470,Set-Top Box,Nokia,30405FC5DFB34121,2023-11-23,Returned
AST67BA06610E,CUST100049577,Handset,Google,88C61C4EDF9C4FB2,2023-05-23,Returned
ASTD1ED7B1212,CUST100086927,Handset,Apple,F63AE71239FA4DD7,2020-09-04,Active
ASTD5B88976C3,CUST100012566,Router,Samsung,52C08BED95604569,2025-07-12,Active
AST9D91BE41EF,CUST100075311,Router,Huawei,C0CCED228FC0488B,2020-05-10,Active
ASTFF711BB743,CUST100058933,Handset,Huawei,77E3949CA1904C80,2021-09-07,Faulty
AST070E6772F2,CUST100068810,Handset,Samsung,6EC29CE1D33B4E1C,2020-11-03,Returned
AST1DADE4D0DA,CUST100017996,Modem,Samsung,1E5E809A2CEE4664,2025-03-26,Active
AST253C9503B0,CUST100089518,Modem,Huawei,01FB27751D494970,2017-02-04,Active
ASTFF5620DD0B,CUST100099201,Router,Samsung,4E915BC2A7BF4C72,2019-06-12,Active
AST06B63DD6BE,CUST100017803,Home Security Hub,Huawei,1A823CD5CE454DB9,2025-10-21,Active
AST89018BF345,CUST100062597,Smartwatch,Arris,8223F7CC5C814760,2017-09-16,Active
ASTA4155149C0,CUST100014905,Set-Top Box,Arris,1BA36D0F5991428A,2019-10-26,Active
ASTCF6EA38F43,CUST100044948,Handset,Samsung,7B508C24493348D1,2022-11-01,Active
ASTAC58EF144E,CUST100063169,Handset,Huawei,FAAC9D39F53849A7,2023-05-06,Active
AST71809B8BC0,CUST100029918,Modem,Nokia,14C04529E9EE491B,2016-04-24,Active
AST453D8EF18A,CUST100094952,Set-Top Box,Cisco,6B645CE75E8F4C8D,2016-06-20,Active
AST38AF33E342,CUST100094985,Handset,Google,0E2DD77AB3834279,2024-04-28,Active
ASTB4C2CB8258,CUST100014146,Router,Samsung,A79E554F5A304946,2024-04-22,Returned
ASTDBCDB6C67C,CUST100031732,Modem,Apple,C864A4B4E52A4844,2016-05-12,Faulty
ASTA6E15377D0,CUST100082530,Handset,Cisco,60CD869952194EEB,2022-09-02,Decommissioned
AST271E78A678,CUST100090506,Handset,Cisco,E9326B95AA9A48F5,2017-05-27,Active
AST629CAA1EEB,CUST100080511,Set-Top Box,Google,479B281EF9944714,2018-07-03,Active
AST41BC202FDD,CUST100052097,Set-Top Box,Nokia,673B88E9EAA94B90,2023-11-07,Active
ASTAE6A6126F2,CUST100058153,Handset,Nokia,E240DAFBA86E4DC5,2022-03-18,Active
AST7114F1824F,CUST100064746,Handset,Nokia,BA0C6B34271A4105,2023-08-18,Active
AST003FF1B4AB,CUST100067215,Router,Google,441841AFC6BE4C9E,2025-05-21,Active
AST1E95184197,CUST100007823,Home Security Hub,Apple,58B1F804690E4D94,2023-09-16,Active
AST0513218824,CUST100061180,Home Security Hub,Nokia,1D79B0EA21B043B2,2020-12-02,Faulty
AST1DC6ED48A9,CUST100005062,Modem,Huawei,478B90D7C11B490A,2020-07-05,Active
AST9CF7BD81CD,CUST100013187,Handset,Google,5B7BF6BD8DD74955,2017-06-16,Active
ASTDECA509BEE,CUST100088190,Router,Arris,848CC62D96C54D92,2019-01-26,Active
ASTFCA5443133,CUST100047423,Router,Google,CEE679AFD39A4745,2018-01-20,Active
ASTA6391A7C17,CUST100062532,Handset,Samsung,C3039B06B9F24464,2017-01-31,Active
ASTA841A0690D,CUST100050963,Handset,Arris,C53AFBCE0A684F61,2018-07-15,Faulty
ASTBB01DF7298,CUST100015516,Modem,Apple,AD9C535B858549E4,2021-03-06,Returned
AST4C3116617E,CUST100042692,Handset,Google,ED576E5A09A24B8B,2025-07-30,Active
AST55DC82456A,CUST100079924,Set-Top Box,Nokia,D16635A992384B42,2016-10-12,Returned
AST3057848F4E,CUST100047485,Router,Apple,4CF7791BCAA940D5,2025-03-18,Active
AST4CF265B93F,CUST100014469,Handset,Cisco,BA7CB367FEB84DFD,2016-11-07,Returned
ASTB72B5179EA,CUST100081958,Set-Top Box,Google,B8F1F5E771244800,2021-03-19,Active
ASTB53F9C29CE,CUST100004439,Modem,Samsung,E608BA090F8A4F14,2024-02-10,Active
ASTC4E2957FA5,CUST100077681,Handset,Samsung,87044B9D4C6E42B6,2016-10-18,Active
AST64D9656C37,CUST100034114,Handset,Nokia,01DCA8B9BE62413F,2018-08-29,Returned
AST72A1C96881,CUST100019105,Set-Top Box,Nokia,43653FF6FC2D4C7C,2024-11-27,Active
ASTC7E0F1FA1E,CUST100030138,Set-Top Box,Nokia,8FCC8E80379544DA,2018-12-06,Active
ASTFC9050ED43,CUST100044567,Set-Top Box,Cisco,9D3865319A1B463D,2021-11-06,Active
ASTF8288E4AB8,CUST100000778,Modem,Apple,3B51F222FEA7475E,2016-04-21,Active
ASTD9A188CD54,CUST100013901,Router,Huawei,CF4C0A7B64E844DF,2022-04-11,Active
AST1B74444FD5,CUST100077708,Handset,Samsung,26F93D11C88E4018,2021-02-28,Active
AST5AEAAE7C02,CUST100061207,Router,Google,30CB0F1C122847A7,2022-06-14,Active
ASTEF82C254DD,CUST100011711,Handset,Arris,32344D8C6EB34CFD,2019-02-16,Active
AST29868E71EE,CUST100056663,Handset,Nokia,176E28CE845B4FAC,2025-02-09,Active
AST49D2928D3C,CUST100048562,Handset,Huawei,AF8EA9722B8148C3,2016-09-22,Active
ASTE1627AEE98,CUST100023092,Handset,Apple,CB15DE2B082943BB,2020-05-04,Active
AST5AC88A345E,CUST100078309,Handset,Google,305FF53C3C3049CB,2019-03-10,Active
AST9ED150B6B0,CUST100023407,Modem,Google,467DDD9E690843D9,2017-10-18,Active
ASTB3B243E6D0,CUST100082919,Home Security Hub,Arris,83163A321FB04019,2021-01-01,Active
ASTE8ADC4D195,CUST100074027,Handset,Samsung,602841169E664B64,2023-12-13,Active
ASTFEA2C91010,CUST100012875,Router,Cisco,B4491312CDF247A1,2018-05-07,Active
AST58F1CC2992,CUST100091699,Router,Google,1959D40CB27148C3,2024-08-30,Active
ASTB26DF56E9F,CUST100029769,Handset,Apple,39A275F5744A43B9,2021-08-05,Active
AST57094A3846,CUST100065882,Set-Top Box,Nokia,EF31437EDE1943DA,2018-07-01,Faulty
ASTC9D92EE0CE,CUST100012031,Modem,Cisco,2AF1310AAC8542E0,2020-03-13,Decommissioned
ASTC6CBCACA31,CUST100018642,Set-Top Box,Nokia,8ABDD2DDDA4C435D,2024-12-28,Returned
ASTAFE517753F,CUST100012909,Handset,Huawei,BFC4463677A04955,2024-12-03,Active
AST8C5B0D5D10,CUST100013880,Router,Samsung,E8BDA8B376104BFF,2020-01-18,Active
AST76E3537B21,CUST100091495,Router,Arris,43FA6BE723B04556,2025-07-02,Active
ASTFF36B01C10,CUST100022347,Set-Top Box,Google,68B620E872D94628,2025-11-03,Active
ASTE8F6BF37F5,CUST100090616,Handset,Apple,1120DCBF00CF4865,2020-01-05,Active
ASTF08B0190BF,CUST100029659,Set-Top Box,Samsung,1F06A4D83660449B,2025-05-09,Active
ASTA1D75BFD5D,CUST100009281,Handset,Huawei,737B6B5EAF6A45E1,2016-02-20,Decommissioned
AST2330F430E5,CUST100061473,Set-Top Box,Nokia,D4DD98EBD929498E,2017-12-21,Active
AST5B24E42CAB,CUST100050567,Modem,Huawei,93F56732E8FA42CF,2018-05-05,Active
AST81BD314B24,CUST100043585,Modem,Google,F6B6237CC02E4CA9,2019-07-13,Active
ASTA5DF349771,CUST100076149,Home Security Hub,Cisco,8DB55473CB324EAF,2022-09-18,Active
ASTAE19CD4BEE,CUST100090646,Set-Top Box,Google,3CD8F2103CB14A18,2016-05-08,Active
AST73008E76C0,CUST100071781,Home Security Hub,Apple,E57A56FAB2EF4C9E,2020-05-27,Faulty
AST8AA6C4564F,CUST100095647,Handset,Google,5A308DC5C0834D47,2021-10-28,Active
ASTD5C71E87CF,CUST100010543,Handset,Huawei,A66C03D2891E46E3,2023-01-11,Returned
AST050980AB48,CUST100013672,Handset,Arris,8CC246AF68714286,2022-05-09,Active
ASTF53BB3FD8A,CUST100057010,Modem,Cisco,E5E28E9AE39A4B8A,2025-09-14,Active
AST8D18798C4B,CUST100092961,Handset,Arris,0B79286A93D5479A,2024-02-17,Active
AST46D9DA49A8,CUST100085471,Modem,Nokia,1C1B185469C644C7,2024-02-24,Active
AST691949DC69,CUST100045693,Modem,Arris,82A0F70DF7274178,2021-04-09,Active
AST73867423BB,CUST100039557,Set-Top Box,Apple,9D1A30F1FE984727,2020-08-09,Active
AST4D4C450857,CUST100041812,Set-Top Box,Samsung,C3E5CD8AE7514156,2020-07-21,Active
AST0C4AD61B40,CUST100046672,Modem,Arris,722B8B8286DE4FB3,2019-02-07,Active
ASTE90246325C,CUST100008222,Handset,Nokia,47728C813532444A,2024-03-13,Active
AST9244EB8254,CUST100014983,Set-Top Box,Samsung,33FCCE293BF64E2F,2025-08-15,Active
AST475E64BAF5,CUST100089195,Modem,Arris,935FF58C3AC544CB,2021-08-24,Active
AST6019D0A170,CUST100062571,Handset,Apple,08FB90CDDAF343BC,2019-09-14,Returned
AST649ECEF533,CUST100087513,Handset,Samsung,824481C880024E91,2025-07-22,Active
ASTC3F3815FDC,CUST100088926,Handset,Google,C7CC20EC90EF4A84,2025-01-07,Active
AST15DB864009,CUST100002427,Handset,Arris,9E50D06507E2476C,2019-04-24,Active
ASTFCB61A7954,CUST100050879,Modem,Nokia,80D5DC90F1734EC6,2016-05-20,Faulty
AST7E1975849A,CUST100092130,Handset,Google,2B6E56B72BC747E7,2025-05-15,Active
AST2B547A292A,CUST100005406,Handset,Cisco,3060FD58078741B5,2018-08-17,Active
ASTFBE8C7D554,CUST100041389,Handset,Samsung,908CB31E41C2439F,2018-04-09,Active
AST7BF9AA4F43,CUST100084440,Handset,Apple,ACBADE9B8AB748F2,2023-12-18,Active
AST100CBB2487,CUST100087200,Modem,Cisco,427CF62E752247FB,2018-11-14,Active
AST97AF048E8F,CUST100064698,Set-Top Box,Cisco,E4822F95DA7C481E,2023-02-12,Active
AST5406ADBB5A,CUST100043298,Handset,Nokia,217BCF1D7FDE4A4C,2020-08-01,Returned
AST33002785E7,CUST100031922,Set-Top Box,Cisco,1B9610A6F17C447A,2021-06-01,Active
ASTCDB8ABF4D7,CUST100054763,Handset,Google,7D8E05CCB3F44D2B,2019-05-03,Active
AST3FA59D075B,CUST100066129,Set-Top Box,Huawei,F90D5CF0F0F7480C,2024-01-30,Active
ASTB76C5DCAEE,CUST100004586,Router,Cisco,12042E4C492C4A81,2017-11-16,Active
AST4723E65CB8,CUST100063294,Handset,Google,4FD52F7DD74C44D7,2017-12-26,Active
AST4C7C81BE08,CUST100055419,Modem,Arris,BB00FF1EF5FA4DB9,2024-02-07,Faulty
ASTCAF7BF3BC5,CUST100081423,Handset,Arris,7D2BAD1B9C944949,2020-02-05,Active
ASTB650EA5C79,CUST100043010,Modem,Arris,68A91C6D16394FC8,2016-12-05,Decommissioned
AST2B21A07C36,CUST100063313,Handset,Arris,41DBC3C2EB5B4748,2019-11-21,Faulty
ASTE8A994300B,CUST100024919,Router,Samsung,CA27972DF5714B9F,2026-03-22,Faulty
ASTD7975BB0E2,CUST100097746,Set-Top Box,Samsung,80AFC0317BB34EE1,2017-10-25,Faulty
AST327D566F95,CUST100025744,Set-Top Box,Apple,06AAF02F28D04EB2,2023-05-15,Active
AST725436BCDE,CUST100020456,Handset,Arris,47A6C596D26346D5,2016-04-24,Returned
AST93C2446392,CUST100010025,Set-Top Box,Apple,8FED1CC1C24C41B1,2019-01-22,Active
AST85BF8DC5A6,CUST100017564,Router,Nokia,EEF23063B170439A,2020-10-04,Returned
ASTE5BBD1F116,CUST100060546,Modem,Samsung,785352F9D5414A0C,2018-11-28,Active
AST4ABA95A9EB,CUST100081130,Modem,Huawei,7D061FEB1C9A447B,2021-12-12,Active
ASTE8F53EB782,CUST100032141,Router,Huawei,57007170995A4720,2024-11-09,Active
AST6D1D8422F9,CUST100044740,Set-Top Box,Arris,278562948D9B4334,2016-01-15,Faulty
AST338720B970,CUST100048218,Router,Cisco,93C94E62ED7045A7,2024-04-02,Active
AST701C9E679A,CUST100020127,Handset,Samsung,2154EB88CA3F4876,2018-02-02,Active
AST7692CA9A45,CUST100035030,Set-Top Box,Apple,4BC89960FBD742E3,2020-07-22,Active
AST46A54A049A,CUST100017834,Set-Top Box,Arris,9505FA15473C465D,2019-12-16,Active
AST104F5030E8,CUST100099911,Modem,Google,8639BA50F6FA433D,2017-04-25,Active
AST4382FC8920,CUST100068748,Router,Cisco,8851962C76B544C4,2019-03-02,Active
