session_id,customer_id,ip_address,session_start,session_duration_min,bytes_uploaded_mb,bytes_downloaded_mb,apn
SES7C5A4D0C2503,CUST100094611,192.9.65.233,2026-06-25 16:16:39,124,41.95,264.42,broadband.telco.com
SES93FD521957C5,CUST100085680,134.32.77.74,2026-06-14 20:00:02,229,3.37,10.87,iot.telco.com
SES246654FAC486,CUST100095206,221.10.63.85,2026-06-23 18:16:21,378,39.0,455.19,broadband.telco.com
SES5DCE634B1A26,CUST100018439,198.155.35.65,2026-07-17 16:21:40,421,46.61,1145.64,iot.telco.com
SES3F8142794905,CUST100078196,104.186.186.28,2026-06-24 02:54:02,218,23.33,15.21,internet.telco.com
SES7632F8FF8B05,CUST100024803,222.35.133.243,2026-06-27 23:17:43,206,73.82,69.91,broadband.telco.com
SES36FA70CAAB91,CUST100052005,181.218.36.69,2026-07-10 23:59:32,222,4.36,45.89,iot.telco.com
SES841E98508AF7,CUST100028587,128.67.96.35,2026-07-06 06:24:47,37,4.24,32.76,iot.telco.com
SES23CC17A88A11,CUST100000380,22.43.155.254,2026-06-23 01:13:51,77,84.81,654.37,internet.telco.com
SESE87F930D2497,CUST100041855,192.118.7.175,2026-07-13 21:20:31,177,44.81,1.25,broadband.telco.com
SESF604B3F6D97F,CUST100013075,18.53.146.160,2026-06-19 16:32:35,185,104.26,902.19,broadband.telco.com
SES52E1F8D0BE36,CUST100007728,220.104.59.188,2026-07-15 00:28:16,284,1.99,27.57,iot.telco.com
SES960B7D8A1F45,CUST100095637,36.225.182.57,2026-07-03 03:15:41,434,57.77,185.19,internet.telco.com
SES3384758448FB,CUST100008364,141.216.130.65,2026-07-14 01:17:42,460,53.87,177.43,internet.telco.com
SES63129DF45C25,CUST100084806,190.89.37.225,2026-07-05 19:09:59,327,24.32,4.14,iot.telco.com
SESB58831C22A99,CUST100038330,148.239.162.98,2026-06-09 14:59:12,161,9.63,322.57,iot.telco.com
SES248EBDE07A67,CUST100046655,77.243.20.204,2026-06-30 11:28:55,406,29.63,956.69,broadband.telco.com
SES1FC89AE9BC1A,CUST100076247,139.175.88.209,2026-07-04 06:33:54,258,16.28,325.34,iot.telco.com
SES51EF05D345FB,CUST100005296,202.10.104.187,2026-07-21 01:35:12,192,57.56,219.56,iot.telco.com
SESB07A5A6AF905,CUST100047290,221.195.248.94,2026-06-01 01:09:02,461,50.94,52.61,internet.telco.com
SES0BA5AA2582D1,CUST100022766,145.209.74.14,2026-07-11 10:43:19,408,40.28,424.86,broadband.telco.com
SES103EBE6EDCA0,CUST100076751,151.83.157.237,2026-06-25 18:38:23,150,74.42,234.08,internet.telco.com
SES11193C896092,CUST100074435,183.97.21.127,2026-07-11 16:08:01,84,205.23,246.14,broadband.telco.com
SES35B72AF33EE4,CUST100096845,166.243.170.26,2026-07-22 14:47:12,404,111.45,943.97,broadband.telco.com
SES85D0EE70A354,CUST100014869,3.118.29.109,2026-07-14 18:06:02,433,33.6,86.83,internet.telco.com
SESB0CD615C9B2A,CUST100075475,168.8.68.239,2026-06-02 22:04:51,355,6.59,161.62,broadband.telco.com
SES0F8884642084,CUST100019929,211.245.126.65,2026-07-14 12:15:03,51,21.34,308.44,iot.telco.com
SES0690A66BC7EF,CUST100006491,79.41.211.56,2026-07-13 11:41:25,341,66.77,442.58,internet.telco.com
SES3AC297786552,CUST100082720,188.16.162.107,2026-07-01 12:40:58,255,50.08,555.64,iot.telco.com
SES3EB8AFCE786B,CUST100085108,192.218.122.134,2026-07-04 19:48:00,116,10.19,606.53,internet.telco.com
SES10535901A0A5,CUST100086402,103.173.9.148,2026-06-03 23:34:11,149,43.78,208.51,internet.telco.com
SES710C19C569C9,CUST100000478,131.138.139.204,2026-06-18 01:20:25,298,209.1,575.15,iot.telco.com
SESFBA6C36FDE8C,CUST100083488,182.248.121.48,2026-06-07 03:31:16,405,18.4,524.34,internet.telco.com
SESF94E03BB4B19,CUST100066769,151.21.64.195,2026-07-22 03:20:19,6,45.57,791.8,internet.telco.com
SES118C52106CF0,CUST100026970,188.197.155.76,2026-06-03 21:42:26,400,17.57,101.07,iot.telco.com
SESA536770089A1,CUST100051156,214.114.29.110,2026-07-23 18:30:14,49,1.32,173.05,internet.telco.com
SES2015C082E776,CUST100002374,105.20.238.243,2026-06-29 04:00:56,163,46.52,55.86,internet.telco.com
SES069D45C0692F,CUST100019898,173.204.84.2,2026-06-22 18:20:02,126,5.84,151.82,iot.telco.com
SESD3DBB442EA51,CUST100057560,137.151.73.32,2026-07-03 11:18:32,266,201.42,510.04,broadband.telco.com
SES27819F16F669,CUST100074072,222.109.51.104,2026-07-04 21:11:55,240,12.05,315.19,internet.telco.com
SESCCD961F13218,CUST100034590,194.49.246.206,2026-07-12 06:28:21,112,10.85,19.84,internet.telco.com
SESE823A113ADF4,CUST100035412,166.179.74.194,2026-07-12 15:41:33,440,5.15,198.22,broadband.telco.com
SES3F785B11F427,CUST100018802,223.103.69.29,2026-07-16 20:16:13,87,2.03,71.88,broadband.telco.com
SES2EFF386B6FC1,CUST100000930,208.48.230.47,2026-07-17 19:46:56,283,8.11,151.48,broadband.telco.com
SESACAA06C9BF6D,CUST100020124,89.117.61.158,2026-06-09 19:33:32,369,155.49,64.51,internet.telco.com
SES09C518EC1D6B,CUST100059590,101.108.139.217,2026-07-07 00:44:25,453,62.14,72.82,broadband.telco.com
SES05886A0B56F4,CUST100080725,203.28.30.21,2026-07-05 05:46:29,210,45.88,171.0,iot.telco.com
SES6E80D857AB99,CUST100008214,29.107.39.194,2026-06-06 19:12:15,258,62.88,448.94,internet.telco.com
SES68510C9250EE,CUST100026389,107.235.101.233,2026-07-18 04:54:13,35,126.53,594.28,internet.telco.com
SES115610EE22F7,CUST100017267,200.177.185.250,2026-07-23 14:12:01,72,15.08,65.96,internet.telco.com
SES5F86E7D3154C,CUST100057162,207.23.202.101,2026-06-15 23:16:35,7,15.56,330.75,internet.telco.com
SES8D5BBCA0181B,CUST100034395,66.31.202.168,2026-07-14 04:19:12,279,25.94,192.43,iot.telco.com
SESE9684A692C7C,CUST100009079,190.119.197.225,2026-07-09 13:43:12,410,74.49,158.48,broadband.telco.com
SES4F9FE3DCEE90,CUST100034175,44.193.197.97,2026-06-17 19:27:31,239,31.86,635.6,internet.telco.com
SESFE5AC3E084AA,CUST100036817,19.122.238.216,2026-06-08 15:14:20,353,7.53,38.67,internet.telco.com
SES0F846EFECFF5,CUST100016085,144.243.202.227,2026-06-08 06:44:24,397,112.01,10.26,broadband.telco.com
SES95DB4FFA993D,CUST100048018,181.114.236.133,2026-07-05 02:31:47,289,48.42,14.05,iot.telco.com
SES7B6C2188DC84,CUST100003597,19.103.248.202,2026-07-17 10:58:06,17,18.33,66.1,iot.telco.com
SESF1E599779552,CUST100039300,170.178.186.87,2026-07-16 06:33:23,378,2.53,188.11,broadband.telco.com
SESD6395B5232C6,CUST100062719,218.203.137.183,2026-06-08 12:46:10,365,11.31,205.3,broadband.telco.com
SES053AC26AE8BD,CUST100099994,165.206.94.38,2026-06-03 11:42:00,479,32.75,618.93,broadband.telco.com
SESD866BE64D421,CUST100000285,153.5.210.149,2026-06-07 10:45:00,14,300.03,359.6,iot.telco.com
SES32E2BDFD192A,CUST100055111,170.98.102.77,2026-07-22 04:31:25,101,37.63,105.88,iot.telco.com
SES45953C4FA659,CUST100002112,105.197.175.69,2026-06-13 03:27:01,430,88.07,193.21,broadband.telco.com
SESF96DAC20D0BF,CUST100097886,162.204.156.146,2026-07-15 02:01:48,324,43.49,424.18,broadband.telco.com
SES92A427EF43A3,CUST100090985,46.45.214.7,2026-06-14 22:46:19,288,27.28,321.11,broadband.telco.com
SESCC249EDB185C,CUST100026821,55.233.204.8,2026-07-02 09:01:39,369,24.97,69.12,broadband.telco.com
SES9E1CEC6ADBD6,CUST100088506,132.87.105.92,2026-07-18 00:51:06,242,10.67,1.34,broadband.telco.com
SESE65197390348,CUST100048554,219.230.85.196,2026-06-02 21:19:29,386,14.58,314.98,iot.telco.com
SES92BB6D954296,CUST100073021,188.227.187.142,2026-07-16 04:03:27,54,77.26,0.15,broadband.telco.com
SESE6714DF3EA02,CUST100069236,88.164.29.32,2026-06-08 01:55:33,444,198.07,2.46,iot.telco.com
SES2EE2A96925DC,CUST100038340,207.242.81.35,2026-07-01 16:08:20,466,83.94,366.19,iot.telco.com
SES80647996B0EC,CUST100034372,93.62.1.66,2026-06-20 23:00:56,433,19.54,132.27,iot.telco.com
SESFC4111AAB7E3,CUST100027759,36.97.15.216,2026-06-08 02:53:21,126,9.73,364.7,internet.telco.com
SESEB8DD66BBE79,CUST100035526,98.212.169.24,2026-07-13 09:36:27,61,15.98,128.25,broadband.telco.com
SES2B6E0E038E8C,CUST100070672,210.167.70.34,2026-06-30 04:56:02,167,7.37,61.56,internet.telco.com
SESA87F526DAE1B,CUST100078074,136.170.213.236,2026-07-07 03:02:43,106,207.93,86.95,internet.telco.com
SES86F01EBFF24C,CUST100035253,221.137.161.242,2026-07-16 17:34:20,22,4.58,94.36,iot.telco.com
SESB73F4F87AAFA,CUST100020240,121.102.153.115,2026-06-24 23:26:32,375,12.73,348.04,iot.telco.com
SESE4149CB7CD8A,CUST100028207,74.152.233.249,2026-07-08 18:35:51,87,36.87,401.5,iot.telco.com
SESDCD0E7A1DA07,CUST100089235,163.200.166.125,2026-06-25 12:47:33,312,10.03,114.4,iot.telco.com
SESDE75BACA7711,CUST100088893,222.21.114.66,2026-06-03 08:21:22,240,6.27,1306.78,iot.telco.com
SES4BEA6FD5178D,CUST100093889,29.209.136.170,2026-06-26 19:19:25,67,132.73,503.86,internet.telco.com
SES6F0C4AB24475,CUST100077597,50.81.94.208,2026-06-01 16:41:53,174,6.87,76.31,broadband.telco.com
SES9AC4DBDA3A76,CUST100044517,201.128.72.67,2026-06-25 07:41:46,406,41.42,182.1,iot.telco.com
SES93FF7A9DED41,CUST100066323,150.54.145.249,2026-06-12 22:46:19,268,22.03,126.46,broadband.telco.com
SES1D1511E4907C,CUST100041528,144.233.84.212,2026-07-01 00:35:44,184,17.92,87.37,iot.telco.com
SES2E9590FB64BA,CUST100014265,177.206.169.83,2026-06-20 06:31:28,24,9.94,17.17,iot.telco.com
SESCD71C425FF58,CUST100087917,201.161.15.121,2026-07-02 17:21:52,15,20.43,403.72,iot.telco.com
SESCFB69D8F9BBB,CUST100009874,174.97.166.22,2026-06-08 07:55:41,40,52.7,62.34,broadband.telco.com
SES471BBA1F5090,CUST100029798,41.71.182.190,2026-07-11 14:50:44,336,96.65,145.45,broadband.telco.com
SES82A33F43DC1A,CUST100019149,99.169.23.50,2026-06-23 21:32:18,360,43.81,41.6,internet.telco.com
SESCCCE6A8E9798,CUST100015206,55.126.60.111,2026-07-17 09:05:40,348,1.64,391.51,broadband.telco.com
SESE732FE8ACBC0,CUST100057843,210.32.148.45,2026-06-10 00:36:09,153,71.8,546.54,internet.telco.com
SES2688D8854A26,CUST100075037,74.52.100.170,2026-07-22 23:11:38,206,74.92,126.83,broadband.telco.com
SES6BCEC489DEDA,CUST100094708,64.96.141.139,2026-06-25 23:38:12,177,27.07,996.97,broadband.telco.com
SES17A6A2F725BF,CUST100045507,210.180.1.56,2026-06-24 04:34:53,350,89.8,3.17,internet.telco.com
SES8F40CCDFC229,CUST100052638,216.60.193.21,2026-07-23 17:55:49,119,106.12,259.17,broadband.telco.com
SES6C87D9EDB01B,CUST100006318,181.4.82.86,2026-07-14 07:39:56,443,86.42,80.7,internet.telco.com
SES51A2BDD69DA0,CUST100047792,180.219.199.74,2026-07-08 20:50:47,238,108.27,247.86,internet.telco.com
SES13413B3AA507,CUST100056660,200.186.139.224,2026-07-23 05:16:06,195,114.41,157.58,iot.telco.com
SES6FFD28D8EA6C,CUST100099854,188.206.108.150,2026-06-13 20:56:12,120,2.22,177.59,iot.telco.com
SES7EAAD9874B7B,CUST100034667,196.68.204.182,2026-06-11 08:45:10,362,53.78,857.82,broadband.telco.com
SES75E118CDE54D,CUST100010787,50.157.94.225,2026-07-22 02:42:50,36,26.26,734.86,iot.telco.com
SESFD103472D8B6,CUST100004992,39.105.24.75,2026-06-13 09:17:15,206,30.69,161.33,broadband.telco.com
SES1BD937007F28,CUST100066992,216.57.58.239,2026-06-24 20:59:04,460,111.75,175.26,internet.telco.com
SESA433A4F6A391,CUST100031273,112.169.93.249,2026-06-07 05:06:32,312,6.64,8.63,broadband.telco.com
SESCAB85DDF9877,CUST100072471,210.227.244.175,2026-06-04 01:45:44,373,8.02,122.69,iot.telco.com
SES5AA8B38750AE,CUST100047105,219.86.175.82,2026-06-17 12:53:27,87,19.72,517.74,internet.telco.com
SES58EC1387BF1B,CUST100073740,151.221.133.59,2026-06-27 07:02:06,374,252.78,117.37,internet.telco.com
SESDBB292C64AEE,CUST100092742,93.154.90.40,2026-07-18 04:56:06,201,155.01,749.23,broadband.telco.com
SESA0A8BEE3C430,CUST100033841,158.15.176.84,2026-06-29 10:44:33,265,39.45,825.49,iot.telco.com
SES835E45F15ED2,CUST100070192,131.130.83.21,2026-06-24 20:23:56,239,30.43,1242.29,internet.telco.com
SES37165E0CB3DD,CUST100088998,39.136.33.133,2026-06-16 14:38:31,31,16.47,72.49,broadband.telco.com
SES8B32DA2C0888,CUST100023508,76.233.233.171,2026-07-07 02:32:57,224,66.86,17.69,internet.telco.com
SES041393B40D66,CUST100016598,14.235.148.206,2026-07-21 19:17:40,312,62.29,227.17,broadband.telco.com
SES026FA108A628,CUST100066538,141.182.180.108,2026-07-02 08:29:55,429,28.31,1163.18,iot.telco.com
SES7E8C2BF45CAB,CUST100098939,210.73.245.113,2026-07-23 19:25:31,292,88.95,166.33,internet.telco.com
SES716D5FB1FCFE,CUST100078286,130.230.201.89,2026-06-09 00:36:34,479,58.79,329.78,iot.telco.com
SES50A255618185,CUST100042748,219.133.186.145,2026-06-08 07:04:09,36,63.11,876.21,internet.telco.com
SESB76F724B0B7A,CUST100066262,53.131.250.67,2026-07-18 21:59:39,165,43.12,262.62,broadband.telco.com
SES928D1BAD757D,CUST100085617,140.63.143.34,2026-06-07 21:55:00,357,54.85,12.19,internet.telco.com
SES21FDC5A479B1,CUST100051591,215.39.46.91,2026-06-01 10:03:49,206,135.46,133.84,broadband.telco.com
SES43FBBF28AC28,CUST100058841,211.5.192.172,2026-07-07 22:27:59,11,30.3,440.74,internet.telco.com
SESE5FCB602BE04,CUST100029730,7.87.53.75,2026-06-08 02:57:53,10,132.29,211.91,internet.telco.com
SES46623EB5F929,CUST100055501,2.75.251.226,2026-06-30 08:26:48,304,12.38,100.23,iot.telco.com
SESD2077E0E1F47,CUST100056014,20.68.71.132,2026-06-07 17:24:26,3,34.49,51.37,iot.telco.com
SESEB97FE2168D0,CUST100016033,177.170.73.148,2026-06-20 18:48:01,371,31.61,225.63,internet.telco.com
SES3A971D284D9C,CUST100068295,111.59.28.22,2026-06-18 19:35:50,110,43.55,651.7,iot.telco.com
SES7BB1CEC4B4D4,CUST100083697,186.9.73.141,2026-06-04 11:22:08,416,49.71,463.84,iot.telco.com
SES871B7FE1472A,CUST100098834,139.120.68.128,2026-07-03 09:20:44,453,5.61,303.42,broadband.telco.com
SES5F04CF9CDBE3,CUST100012323,169.93.230.246,2026-07-10 00:25:23,25,19.5,594.25,internet.telco.com
SESEAC4277CD6F9,CUST100061355,124.152.25.144,2026-07-18 04:31:36,106,63.9,1101.81,internet.telco.com
SES801DE8AE545B,CUST100058961,20.159.117.181,2026-07-23 00:09:09,65,34.2,303.24,iot.telco.com
SES23BF19855D29,CUST100056203,59.158.21.205,2026-07-13 18:07:40,45,44.88,71.02,iot.telco.com
SESB11734EB151A,CUST100004444,198.28.1.148,2026-07-17 14:32:16,121,26.7,405.61,broadband.telco.com
SES63FED7A8DEAB,CUST100078704,8.148.82.251,2026-06-28 03:17:25,71,31.6,52.06,broadband.telco.com
SES2FFEB3B09E7F,CUST100007272,111.77.117.243,2026-06-13 01:41:45,355,140.41,493.72,iot.telco.com
SESC87666001603,CUST100016204,33.4.63.254,2026-07-23 17:55:49,93,4.1,307.05,broadband.telco.com
SESC5BAE8E22FD7,CUST100008719,152.139.96.128,2026-06-01 07:46:18,92,59.71,55.03,broadband.telco.com
SES6B33D319B9FA,CUST100012085,199.117.199.12,2026-06-24 05:56:27,36,10.88,313.95,broadband.telco.com
SES5BA32EE32D0A,CUST100024652,2.56.15.25,2026-07-12 01:19:19,95,10.08,595.93,broadband.telco.com
SES9B9C0589CE54,CUST100065355,160.170.104.228,2026-06-16 13:59:07,224,49.6,316.37,iot.telco.com
SES1B0143B4AEC0,CUST100094386,4.39.27.82,2026-07-17 07:50:43,121,21.62,325.25,internet.telco.com
SES5E39105C2563,CUST100048720,192.220.127.37,2026-06-07 09:46:15,214,4.32,89.17,iot.telco.com
SES4B454A4EEFCE,CUST100040501,175.0.105.73,2026-06-07 23:57:04,468,62.9,369.9,iot.telco.com
SES631AE0AE97F3,CUST100040395,203.63.127.81,2026-06-07 04:28:49,291,25.05,334.11,iot.telco.com
SES63D727DD9D39,CUST100005722,84.240.46.164,2026-07-19 14:24:15,338,39.94,745.66,broadband.telco.com
SESF32E7D3CD7EB,CUST100053769,213.1.68.159,2026-07-05 17:09:12,310,1.82,477.13,broadband.telco.com
SES84265B4B9E7C,CUST100086741,207.24.163.97,2026-06-17 14:30:57,339,1.03,657.54,broadband.telco.com
SESFE8A8BF09F23,CUST100022209,160.57.70.192,2026-06-18 00:04:17,27,17.38,598.39,iot.telco.com
SESB7B5451E727A,CUST100025463,195.241.229.47,2026-07-12 19:57:10,311,48.49,836.33,broadband.telco.com
SES7D2FE5B40B6F,CUST100064011,210.205.152.181,2026-07-21 10:03:25,284,5.7,102.24,broadband.telco.com
SES2C74E81EB143,CUST100097446,220.150.118.133,2026-07-21 15:18:43,375,16.7,506.27,broadband.telco.com
SESEEDD3FCE03A7,CUST100019167,198.104.204.83,2026-06-02 18:10:52,281,78.06,958.31,broadband.telco.com
SES0353758A8B1E,CUST100076762,97.119.88.61,2026-06-19 21:02:12,111,35.52,387.18,broadband.telco.com
SES3C1176B0FA91,CUST100005035,69.127.252.73,2026-07-22 00:58:58,427,27.59,574.31,iot.telco.com
SESE64B1817F0C4,CUST100008252,33.96.41.245,2026-06-05 22:28:53,100,43.73,735.31,iot.telco.com
SES165F11E45DDE,CUST100080849,212.131.97.119,2026-07-02 03:39:48,35,81.47,16.28,broadband.telco.com
SESCB0079C4CF0E,CUST100074144,80.148.181.124,2026-07-10 20:45:28,378,5.94,6.3,broadband.telco.com
SES98C436DF6BD1,CUST100070894,199.173.167.184,2026-06-08 04:40:28,185,15.96,189.61,iot.telco.com
SES18F6B37B5CBA,CUST100009663,97.13.243.119,2026-07-02 09:44:24,22,123.73,148.5,broadband.telco.com
SES51A7700BAC3A,CUST100035440,136.131.38.167,2026-06-18 05:36:00,323,18.76,105.85,broadband.telco.com
SES28D2EA1715B8,CUST100047451,42.132.200.17,2026-07-22 22:54:18,419,61.2,1547.06,broadband.telco.com
SES316BB8CBC8E2,CUST100088763,25.17.134.226,2026-06-17 09:01:59,147,7.93,453.0,internet.telco.com
SESB737E9D3A185,CUST100015506,223.195.158.189,2026-07-06 01:11:43,126,44.05,290.36,iot.telco.com
SES094056E47415,CUST100057517,132.225.47.96,2026-06-16 11:00:59,174,157.27,249.42,internet.telco.com
SES2A02219BA470,CUST100011033,146.199.128.187,2026-06-06 21:32:38,103,57.74,374.55,internet.telco.com
SES9B28C0ED625B,CUST100072346,98.115.148.246,2026-06-30 03:39:29,38,27.66,169.71,iot.telco.com
SES4790CAB675EC,CUST100045115,187.31.137.211,2026-07-13 09:27:26,401,51.94,23.28,internet.telco.com
SES0AB309471FD8,CUST100076126,122.213.195.92,2026-07-18 23:48:22,351,13.16,643.3,broadband.telco.com
SESF5D1BA8EABEB,CUST100091192,221.148.79.185,2026-06-15 01:32:42,127,6.95,27.38,broadband.telco.com
SES0895F875B2CA,CUST100015539,152.156.70.69,2026-06-09 02:14:30,161,9.04,321.53,internet.telco.com
SESCBF771B48B87,CUST100037727,181.84.64.100,2026-06-09 13:03:44,393,2.41,225.55,iot.telco.com
SES4D80B13E9822,CUST100036327,50.211.152.25,2026-06-19 15:57:43,390,45.55,9.85,internet.telco.com
SESA10B8BBC237E,CUST100017921,154.59.230.202,2026-06-30 00:18:38,29,25.26,510.31,iot.telco.com
SESFC4DEA75AA43,CUST100075427,217.237.187.86,2026-06-17 09:57:50,50,38.26,21.99,broadband.telco.com
SESC278E42D6DDC,CUST100031705,132.178.228.101,2026-07-23 19:49:37,312,99.5,686.77,internet.telco.com
SES4ED6FDDF1432,CUST100038685,194.140.68.130,2026-07-11 19:34:43,7,79.22,636.99,internet.telco.com
SESFA81950EF9BF,CUST100071519,154.112.185.159,2026-06-09 23:21:24,275,2.95,193.73,broadband.telco.com
SES1355C75D89B1,CUST100036382,78.0.135.171,2026-07-20 16:44:53,311,7.52,571.53,internet.telco.com
SES54F1272C0C05,CUST100061441,136.176.203.211,2026-06-14 22:21:04,27,4.84,290.6,iot.telco.com
SESCBE3519AD6FE,CUST100023544,172.227.172.229,2026-06-07 04:47:38,323,20.42,350.48,broadband.telco.com
SES916E4A57A877,CUST100050996,42.133.112.146,2026-06-02 22:55:07,274,24.23,20.26,iot.telco.com
SES8AC0BB206950,CUST100026385,82.82.132.235,2026-07-16 16:02:38,83,76.21,94.02,iot.telco.com
SESB7E810194075,CUST100024162,195.198.52.209,2026-07-13 19:16:48,76,21.06,75.78,internet.telco.com
SESE5FFB6D3E38C,CUST100027898,56.62.179.179,2026-06-23 01:55:31,239,37.37,291.88,iot.telco.com
SES6C6AC44C3378,CUST100079118,170.202.124.43,2026-07-02 02:54:37,32,26.81,8.43,iot.telco.com
SES4737968ACCBA,CUST100078584,207.59.232.239,2026-06-15 10:21:28,117,7.71,368.62,broadband.telco.com
SES541BE82F3587,CUST100055587,210.157.54.97,2026-06-02 17:33:16,42,86.25,0.5,internet.telco.com
SES7F0E4FC080A1,CUST100061750,130.69.96.168,2026-07-06 21:20:21,245,11.51,397.34,broadband.telco.com
SES52A2F36555E8,CUST100001303,221.179.86.138,2026-06-07 14:26:45,228,9.83,392.84,iot.telco.com
SES3144D5C830FB,CUST100044171,21.6.50.104,2026-06-13 03:11:41,15,32.5,112.92,internet.telco.com
SES88BFF7838B98,CUST100061915,135.231.197.248,2026-06-09 19:07:09,120,8.28,605.71,iot.telco.com
SES3D6BFF392028,CUST100046788,216.42.66.207,2026-07-05 10:03:16,274,153.17,1081.87,internet.telco.com
SES678D60C5A21D,CUST100024930,148.149.94.186,2026-06-11 14:19:19,294,102.67,91.71,iot.telco.com
SES9CFBD4F7A6FC,CUST100057469,101.112.96.110,2026-06-25 13:30:27,323,73.82,32.98,broadband.telco.com
SES0B37EDCAC07A,CUST100017619,196.128.146.163,2026-07-08 07:31:34,286,10.74,198.29,iot.telco.com
SESCC8DF170E277,CUST100077985,178.54.57.253,2026-06-19 19:23:02,450,31.8,396.7,internet.telco.com
SES6105678A3423,CUST100089260,198.224.37.62,2026-07-16 12:18:48,147,118.28,16.66,iot.telco.com
SES913B0DCB26FA,CUST100058939,203.241.62.0,2026-06-01 04:48:31,300,33.69,283.45,internet.telco.com
SES9B88AEC9C99C,CUST100018424,79.69.240.106,2026-07-06 15:50:10,117,55.43,63.14,iot.telco.com
SESAF4E5730E63D,CUST100016590,5.37.89.173,2026-07-09 15:27:33,447,19.06,256.17,iot.telco.com
SES28918BB7A3F2,CUST100051125,200.10.143.241,2026-07-18 15:11:38,46,39.45,585.21,iot.telco.com
SES8A3643910789,CUST100005071,212.176.94.184,2026-06-21 03:09:37,107,83.31,404.43,iot.telco.com
SESF013B2FE5E71,CUST100033620,135.164.220.148,2026-06-09 21:47:33,86,38.15,990.25,internet.telco.com
SESC80DEDFA8546,CUST100093004,134.81.140.101,2026-07-04 17:10:02,379,176.49,64.26,iot.telco.com
SESB9B23A177BE0,CUST100005012,163.89.84.221,2026-06-16 04:01:07,150,5.19,234.03,iot.telco.com
SES3D781020716E,CUST100072172,94.146.169.217,2026-07-19 12:44:46,443,4.7,29.03,internet.telco.com
SESCE56E66D5F81,CUST100012402,182.102.102.88,2026-07-14 21:00:44,173,100.91,42.72,broadband.telco.com
SES73FFBFEB75F6,CUST100089323,43.93.189.138,2026-07-21 19:02:23,339,7.43,412.62,internet.telco.com
SESF4BF219EB8D8,CUST100009844,212.26.176.226,2026-06-06 13:20:14,275,46.1,182.82,internet.telco.com
SESF03E1051E7FD,CUST100079048,184.112.250.40,2026-06-01 15:22:26,139,70.49,288.32,broadband.telco.com
SES273803D09409,CUST100021578,22.42.2.66,2026-06-13 14:07:29,270,40.92,324.34,iot.telco.com
SES494A72D4B124,CUST100067965,197.84.134.127,2026-07-22 23:17:37,215,74.02,257.76,internet.telco.com
SESD85C9F81CDBC,CUST100033627,195.36.30.183,2026-06-28 11:34:20,177,18.88,1284.13,broadband.telco.com
SES5A513D007770,CUST100016513,14.242.59.247,2026-06-20 18:27:31,446,57.84,30.88,iot.telco.com
SESA6ACFCB93BAB,CUST100052349,54.132.231.173,2026-07-03 13:00:43,324,70.16,6.28,broadband.telco.com
SES4A249DC95FB2,CUST100017060,196.149.136.155,2026-07-10 14:46:39,194,230.25,13.91,internet.telco.com
SES9BD2F9A7846F,CUST100023572,17.47.230.68,2026-06-24 06:26:51,389,50.4,0.9,iot.telco.com
SES262973A8A45D,CUST100064937,153.161.215.17,2026-07-19 12:36:30,121,40.69,42.43,broadband.telco.com
SESC6481637FDA0,CUST100073830,44.230.91.227,2026-07-18 08:26:02,26,135.44,204.49,iot.telco.com
SES335A5E753037,CUST100070239,100.203.97.45,2026-06-17 22:23:03,199,19.25,76.16,broadband.telco.com
SES3295A0F296EB,CUST100001053,181.81.79.24,2026-06-23 22:03:16,205,174.21,906.45,broadband.telco.com
SESDF628C4CE5C5,CUST100096013,193.192.150.219,2026-07-03 17:04:41,331,14.41,151.82,internet.telco.com
SESB6799E7F3D97,CUST100027418,21.15.80.140,2026-06-21 12:21:15,360,10.2,83.74,internet.telco.com
SESACCEA415DC36,CUST100093981,158.250.70.18,2026-07-05 15:25:07,317,26.95,191.99,internet.telco.com
SESEA5ACFBDAB2B,CUST100093622,213.126.147.239,2026-06-22 14:16:22,141,13.84,29.66,broadband.telco.com
SES900FC78E07FC,CUST100042829,27.236.61.38,2026-06-27 23:51:37,106,13.61,404.77,broadband.telco.com
SES78D5363FB6CE,CUST100074143,218.129.185.184,2026-06-08 02:47:15,18,29.29,140.99,broadband.telco.com
SESF482BD98387C,CUST100056347,156.97.68.109,2026-07-15 22:05:42,342,16.83,68.31,broadband.telco.com
SES650205EF4923,CUST100054945,223.41.191.122,2026-07-13 05:32:01,73,5.76,95.61,broadband.telco.com
SES0A1534F0A3A7,CUST100045689,11.101.156.33,2026-07-14 18:53:42,159,46.35,274.71,iot.telco.com
SESACF1F305ACD8,CUST100086052,189.23.189.93,2026-07-10 14:45:33,100,95.48,98.47,broadband.telco.com
SES44511BF62B47,CUST100014880,220.103.255.136,2026-06-21 04:53:22,83,62.49,394.61,broadband.telco.com
SES4F871F321836,CUST100052546,131.172.171.12,2026-06-21 16:44:05,304,110.82,220.7,broadband.telco.com
SES621BF5B619EF,CUST100006918,175.114.79.212,2026-07-03 14:29:05,9,16.68,76.01,broadband.telco.com
SESD95D094014BE,CUST100016706,195.55.142.207,2026-07-07 21:20:02,57,2.72,326.68,iot.telco.com
SESCF81CCC8ACDC,CUST100087183,108.11.3.8,2026-06-29 11:38:31,99,74.41,198.91,broadband.telco.com
SES83A0FBCE5231,CUST100028445,40.117.76.224,2026-06-17 17:46:49,445,82.45,406.67,internet.telco.com
