party_id,customer_id,party_type,role,relationship_to_account
PTY7B4C1D21F6,CUST100051715,Individual,Authorized User,Spouse
PTYDD3CB38AF4,CUST100006552,Individual,Beneficiary,Spouse
PTY2353BE15EB,CUST100096625,Individual,Primary Account Holder,Spouse
PTY8790C6ED0E,CUST100030111,Individual,Primary Account Holder,Child
PTY6A655F4CF5,CUST100070630,Individual,Authorized User,Dependent
PTYFE47E961E0,CUST100071929,Individual,Primary Account Holder,Business Partner
PTY7C0B55578B,CUST100092753,Individual,Primary Account Holder,Spouse
PTY167B6B0AE4,CUST100021116,Individual,Authorized User,Self
PTYCB5480E3F1,CUST100033852,Organization,Beneficiary,Spouse
PTY5917209F7F,CUST100048410,Organization,Primary Account Holder,Child
PTYD51A47A524,CUST100085189,Individual,Primary Account Holder,Business Partner
PTYF7B8759B42,CUST100052718,Individual,Guarantor,Dependent
PTYCB6BE72716,CUST100017453,Individual,Authorized User,Self
PTYCF1718A962,CUST100098163,Individual,Primary Account Holder,Spouse
PTY2A98A4A9B1,CUST100018576,Individual,Authorized User,Self
PTYB1238EF5C9,CUST100034535,Individual,Primary Account Holder,Business Partner
PTY5AB0A3D62B,CUST100012687,Individual,Primary Account Holder,Dependent
PTY52042F58E8,CUST100055539,Individual,Primary Account Holder,Business Partner
PTY1422AF5B33,CUST100036036,Individual,Primary Account Holder,Spouse
PTY6EBF74A429,CUST100017173,Individual,Primary Account Holder,Self
PTY7B4EA361F3,CUST100036213,Individual,Beneficiary,Business Partner
PTY0E73CB3DF1,CUST100080117,Individual,Authorized User,Child
PTY4239B23122,CUST100093926,Individual,Authorized User,Spouse
PTYC574A22A42,CUST100004434,Individual,Primary Account Holder,Self
PTY4846FEC71A,CUST100016477,Individual,Primary Account Holder,Child
PTY73F1F51A66,CUST100046003,Individual,Primary Account Holder,Business Partner
PTYA28F455F24,CUST100008060,Individual,Authorized User,Business Partner
PTYA7DE3B4B2D,CUST100017969,Individual,Primary Account Holder,Spouse
PTYC2D38AA145,CUST100050109,Individual,Primary Account Holder,Business Partner
PTY1F01495E3C,CUST100025302,Individual,Authorized User,Business Partner
PTY3374EA070E,CUST100006647,Individual,Primary Account Holder,Spouse
PTY900C92840C,CUST100069784,Individual,Authorized User,Self
PTY8B1F9BC9E0,CUST100069740,Individual,Authorized User,Dependent
PTYBC1B86FBD0,CUST100091315,Individual,Authorized User,Spouse
PTY4DAACF246E,CUST100092488,Individual,Primary Account Holder,Dependent
PTYE8BBEE7481,CUST100046446,Individual,Primary Account Holder,Self
PTYA239B9DF68,CUST100038676,Individual,Primary Account Holder,Dependent
PTYBF331AA8CC,CUST100042662,Individual,Authorized User,Spouse
PTYB99E074734,CUST100055040,Individual,Beneficiary,Self
PTYC7F83EB4E0,CUST100065950,Individual,Authorized User,Self
PTYD59470CD01,CUST100063029,Individual,Primary Account Holder,Child
PTY109745C50C,CUST100004896,Organization,Guarantor,Dependent
PTY7DCC95DE84,CUST100090530,Individual,Primary Account Holder,Business Partner
PTY39D470F6E9,CUST100072893,Organization,Authorized User,Business Partner
PTYE82CCC7BA9,CUST100036859,Individual,Primary Account Holder,Spouse
PTY9F8906A93D,CUST100076569,Organization,Primary Account Holder,Business Partner
PTY89C6DF0DEE,CUST100075780,Individual,Authorized User,Business Partner
PTY0097D2CE95,CUST100011654,Individual,Beneficiary,Business Partner
PTY112A718384,CUST100003300,Individual,Authorized User,Child
PTYDEC9B243F7,CUST100070134,Individual,Primary Account Holder,Dependent
PTYE10387148C,CUST100088204,Individual,Primary Account Holder,Child
PTY0D2ADD7215,CUST100017338,Individual,Authorized User,Spouse
PTYE18FAB8DB7,CUST100004685,Individual,Authorized User,Spouse
PTY1271C4BE1D,CUST100058637,Individual,Primary Account Holder,Child
PTY1204E30354,CUST100083910,Organization,Primary Account Holder,Child
PTY1AA9DF2A23,CUST100075446,Individual,Primary Account Holder,Self
PTY00EA08007E,CUST100008422,Individual,Primary Account Holder,Self
PTY66A8ABFD88,CUST100073066,Individual,Primary Account Holder,Dependent
PTY052603D513,CUST100053405,Individual,Primary Account Holder,Child
PTY8C8A2E3838,CUST100099284,Individual,Beneficiary,Business Partner
PTY8FF1007E13,CUST100033064,Individual,Primary Account Holder,Spouse
PTY58D1DFA922,CUST100096733,Individual,Authorized User,Spouse
PTY200F5EB813,CUST100061769,Individual,Primary Account Holder,Child
PTYCC43D8F81D,CUST100009079,Individual,Primary Account Holder,Business Partner
PTY76E8A18AFF,CUST100071909,Individual,Primary Account Holder,Self
PTY6E0E3066F9,CUST100001531,Organization,Beneficiary,Business Partner
PTYD1E80CD3A2,CUST100044476,Individual,Guarantor,Dependent
PTYC585440F73,CUST100008240,Individual,Beneficiary,Self
PTY93A2BB9A23,CUST100001508,Individual,Primary Account Holder,Business Partner
PTY1CB86CCE32,CUST100054532,Individual,Authorized User,Business Partner
PTY2F754C0E0E,CUST100059629,Individual,Primary Account Holder,Self
PTYE515B089DE,CUST100007904,Individual,Beneficiary,Dependent
PTYBAF107019F,CUST100077811,Individual,Primary Account Holder,Business Partner
PTY3AE09E1B11,CUST100083556,Individual,Primary Account Holder,Child
PTY50784E37C1,CUST100039828,Individual,Primary Account Holder,Self
PTYD826CD11B2,CUST100078434,Individual,Primary Account Holder,Self
PTYE8D5A44AE4,CUST100052880,Individual,Beneficiary,Business Partner
PTY4533ADB7A5,CUST100079960,Individual,Beneficiary,Business Partner
PTYC33F35AA96,CUST100066104,Individual,Authorized User,Self
PTY0AEC11E6A5,CUST100022227,Individual,Primary Account Holder,Business Partner
PTY3A309699CE,CUST100011098,Individual,Primary Account Holder,Spouse
PTYB48CF83D08,CUST100033130,Individual,Primary Account Holder,Child
PTYE691740346,CUST100021051,Individual,Authorized User,Self
PTYB7115137D6,CUST100065278,Individual,Primary Account Holder,Self
PTY9A6A320AA7,CUST100021034,Individual,Beneficiary,Spouse
PTY474E2CEA9A,CUST100046212,Individual,Authorized User,Business Partner
PTY090B398AFE,CUST100019919,Individual,Beneficiary,Business Partner
PTY27AAD7608C,CUST100012699,Individual,Primary Account Holder,Dependent
PTY5A93D55C22,CUST100070613,Individual,Authorized User,Spouse
PTY6C6916C34C,CUST100033095,Individual,Guarantor,Child
PTYA0FEE5545C,CUST100038167,Individual,Primary Account Holder,Spouse
PTY75CDD777AA,CUST100091775,Individual,Primary Account Holder,Business Partner
PTYF5E1149DF3,CUST100056043,Organization,Authorized User,Self
PTY318C6CF52B,CUST100029800,Individual,Primary Account Holder,Business Partner
PTY7C93A64E88,CUST100089399,Individual,Primary Account Holder,Business Partner
PTY985EA8FC25,CUST100017105,Organization,Primary Account Holder,Business Partner
PTYD8BBFE5B7C,CUST100027358,Individual,Primary Account Holder,Business Partner
PTYC84A7C84BA,CUST100058988,Individual,Authorized User,Spouse
PTY4997EEFB70,CUST100011752,Individual,Primary Account Holder,Spouse
PTYDDB9108FF0,CUST100037654,Individual,Authorized User,Dependent
PTYB875D91AB2,CUST100034152,Individual,Primary Account Holder,Self
PTY6FD26859DF,CUST100086619,Individual,Authorized User,Dependent
PTY8415312405,CUST100093692,Individual,Primary Account Holder,Child
PTY9D4ADCB086,CUST100024565,Individual,Primary Account Holder,Self
PTYD9AF7EFE2E,CUST100020468,Individual,Beneficiary,Business Partner
PTYBED987E4DC,CUST100003481,Individual,Primary Account Holder,Dependent
PTY3DBFE5C80F,CUST100040798,Individual,Primary Account Holder,Business Partner
PTY0AF81A3143,CUST100004608,Individual,Primary Account Holder,Self
PTY0736D23EB1,CUST100058192,Individual,Primary Account Holder,Self
PTY2D040D4C2C,CUST100001122,Organization,Primary Account Holder,Dependent
PTY4820DAD78B,CUST100043352,Individual,Primary Account Holder,Dependent
PTYB06B1CEFA9,CUST100075935,Organization,Primary Account Holder,Spouse
PTYC0963C1B9C,CUST100088522,Individual,Primary Account Holder,Child
PTYF499DCF782,CUST100067980,Individual,Primary Account Holder,Business Partner
PTY9B95EA0851,CUST100023877,Organization,Primary Account Holder,Business Partner
PTYF7FA8D98E7,CUST100077827,Individual,Primary Account Holder,Dependent
PTY0193B55BEC,CUST100033906,Individual,Primary Account Holder,Self
PTYCD20033B92,CUST100072898,Organization,Beneficiary,Child
PTYD09C431179,CUST100066701,Individual,Primary Account Holder,Spouse
PTY551F1123EF,CUST100062062,Individual,Guarantor,Spouse
PTYE6BC8A73D0,CUST100016253,Individual,Authorized User,Child
PTY9C153816C3,CUST100063060,Individual,Beneficiary,Spouse
PTYFB5A6F55C9,CUST100079233,Individual,Primary Account Holder,Child
PTY46FED5A21D,CUST100023706,Organization,Authorized User,Child
PTYA5D91F66DF,CUST100012208,Individual,Primary Account Holder,Self
PTY5F89AD0F5B,CUST100011037,Individual,Authorized User,Business Partner
PTY32DC0C3ADF,CUST100043750,Individual,Primary Account Holder,Business Partner
PTY4C9F7291B0,CUST100064609,Individual,Guarantor,Self
PTY9B8369D297,CUST100036259,Individual,Primary Account Holder,Business Partner
PTY01DF10A726,CUST100055551,Individual,Primary Account Holder,Spouse
PTYEABD081500,CUST100022867,Individual,Beneficiary,Dependent
PTYEBEDFC90CD,CUST100045570,Individual,Beneficiary,Child
PTY84644C4B32,CUST100070432,Individual,Beneficiary,Spouse
PTYB92BC70B21,CUST100058009,Organization,Primary Account Holder,Child
PTY6205C9757B,CUST100014258,Individual,Authorized User,Business Partner
PTY03898FC5F8,CUST100076805,Individual,Authorized User,Child
PTYB0A8878FF7,CUST100015997,Organization,Authorized User,Child
PTYBB75C0FCB0,CUST100002828,Organization,Primary Account Holder,Dependent
PTY9B7CB81158,CUST100070075,Individual,Primary Account Holder,Spouse
PTY4E4EBBAD55,CUST100001429,Individual,Primary Account Holder,Spouse
PTY455DF474CE,CUST100008639,Individual,Beneficiary,Self
PTY97486B3828,CUST100009071,Individual,Authorized User,Dependent
PTYAF2308C65C,CUST100053742,Individual,Beneficiary,Child
PTY8F546C7919,CUST100012775,Individual,Authorized User,Spouse
PTY4CBAE87C5E,CUST100019811,Individual,Primary Account Holder,Self
PTY24C5C33B6B,CUST100012866,Individual,Authorized User,Spouse
PTYF4EF62632B,CUST100094999,Individual,Primary Account Holder,Spouse
PTYCFB5CD8D23,CUST100037420,Individual,Authorized User,Self
PTY52744F763C,CUST100009604,Individual,Primary Account Holder,Self
PTY10E59A47AA,CUST100052456,Organization,Authorized User,Self
PTY0A7EFCA080,CUST100046102,Individual,Primary Account Holder,Self
PTY01A1514886,CUST100077444,Individual,Primary Account Holder,Dependent
PTY992C9FD3F2,CUST100023065,Individual,Beneficiary,Business Partner
PTY48065C9136,CUST100008881,Individual,Primary Account Holder,Dependent
PTY1D5B872632,CUST100026749,Organization,Primary Account Holder,Self
PTYFBF487BB07,CUST100008097,Individual,Primary Account Holder,Dependent
PTY3F16B4D56B,CUST100035619,Individual,Primary Account Holder,Dependent
PTYB25484AA06,CUST100051025,Individual,Primary Account Holder,Business Partner
PTY58C36E5833,CUST100048261,Individual,Primary Account Holder,Child
PTY3D0732D120,CUST100096976,Individual,Primary Account Holder,Spouse
PTY87AF67DAF1,CUST100072011,Individual,Primary Account Holder,Self
PTYFC3F178F78,CUST100096411,Individual,Primary Account Holder,Child
PTY94A37227F2,CUST100031566,Individual,Primary Account Holder,Dependent
PTY0D3D243F8A,CUST100073609,Individual,Primary Account Holder,Child
PTY3C9FCFC062,CUST100034602,Organization,Guarantor,Business Partner
PTY0A088FD0D3,CUST100058083,Individual,Primary Account Holder,Child
PTYD969599AF3,CUST100009187,Individual,Beneficiary,Business Partner
PTY5EDD68E74B,CUST100027378,Individual,Primary Account Holder,Business Partner
PTY192327B3A1,CUST100040521,Individual,Primary Account Holder,Business Partner
PTY5839347BC0,CUST100079821,Organization,Authorized User,Spouse
PTY1E9C418156,CUST100051037,Individual,Primary Account Holder,Dependent
PTYCAEECDC679,CUST100059113,Individual,Primary Account Holder,Business Partner
PTY361FFA4BDA,CUST100008277,Individual,Beneficiary,Self
PTY1A7E3E765B,CUST100002432,Individual,Primary Account Holder,Child
PTY36DD9ABF5C,CUST100073456,Individual,Primary Account Holder,Self
PTY8D38829CA3,CUST100024537,Individual,Primary Account Holder,Business Partner
PTY11491DB2A6,CUST100070995,Individual,Primary Account Holder,Dependent
PTYF575B6552B,CUST100096911,Individual,Primary Account Holder,Dependent
PTY2E20C9DA4D,CUST100022975,Individual,Primary Account Holder,Child
PTY089EE2D2B8,CUST100087526,Organization,Guarantor,Dependent
PTY0D531ED577,CUST100058425,Individual,Primary Account Holder,Dependent
PTYE23A5917B1,CUST100042214,Individual,Primary Account Holder,Spouse
PTYBD85211673,CUST100090015,Individual,Primary Account Holder,Child
PTY2223CE8A60,CUST100032771,Individual,Primary Account Holder,Dependent
PTY441F416EEE,CUST100005396,Individual,Authorized User,Spouse
PTYC69576BC0B,CUST100034285,Individual,Primary Account Holder,Self
PTYDA4458CD4B,CUST100072728,Individual,Primary Account Holder,Self
PTYD3FC546D69,CUST100016159,Individual,Primary Account Holder,Self
PTY940B5A8895,CUST100007616,Individual,Primary Account Holder,Child
PTY72A144596D,CUST100047493,Individual,Authorized User,Business Partner
PTY6C0604CBDA,CUST100041824,Individual,Authorized User,Business Partner
PTY6B69162335,CUST100061263,Individual,Authorized User,Spouse
PTYC468869A15,CUST100098498,Individual,Primary Account Holder,Self
PTYD8C2FB2241,CUST100005959,Individual,Primary Account Holder,Dependent
PTYAC1F35584F,CUST100013868,Individual,Primary Account Holder,Child
PTY0F81689FA6,CUST100022410,Individual,Primary Account Holder,Self
PTY204221B0EF,CUST100048105,Individual,Authorized User,Child
PTYC6EA666F51,CUST100040510,Individual,Primary Account Holder,Dependent
PTYC925E2CB14,CUST100008672,Individual,Beneficiary,Business Partner
PTY3411E7BCD1,CUST100088563,Organization,Primary Account Holder,Child
PTYAF5D76EABF,CUST100056068,Organization,Primary Account Holder,Spouse
PTYE0AB89B2B7,CUST100019313,Individual,Guarantor,Business Partner
PTY0DFA4A6BEA,CUST100091356,Individual,Primary Account Holder,Child
PTY0DD6E077D8,CUST100041494,Individual,Primary Account Holder,Child
PTY264252F151,CUST100077152,Individual,Primary Account Holder,Child
PTY77724DC2E7,CUST100081650,Individual,Beneficiary,Child
PTY55D1ABF97F,CUST100012624,Individual,Authorized User,Dependent
PTY7B6190508D,CUST100095817,Individual,Authorized User,Self
PTYAF5EC81886,CUST100011701,Individual,Authorized User,Self
PTY5C3718ED62,CUST100051669,Individual,Primary Account Holder,Child
PTY362151A957,CUST100052503,Individual,Authorized User,Business Partner
PTY4D5A1BE077,CUST100092997,Individual,Authorized User,Business Partner
PTY3B9A2B26F7,CUST100017277,Individual,Primary Account Holder,Self
PTY20791E6A85,CUST100066353,Organization,Primary Account Holder,Dependent
PTY0911F88F50,CUST100009181,Individual,Primary Account Holder,Dependent
PTYE394673EEC,CUST100007504,Individual,Primary Account Holder,Business Partner
PTY6140355C77,CUST100012996,Organization,Primary Account Holder,Spouse
PTY7A23F342B8,CUST100044035,Individual,Primary Account Holder,Spouse
PTY644428D3B0,CUST100000326,Individual,Primary Account Holder,Business Partner
PTY92E3740461,CUST100084124,Individual,Primary Account Holder,Child
PTY650C08C98D,CUST100001507,Individual,Primary Account Holder,Self
PTY981951B4A5,CUST100076840,Individual,Primary Account Holder,Dependent
PTY42A66E0774,CUST100060722,Individual,Primary Account Holder,Spouse
PTYB116A45BFE,CUST100043330,Individual,Primary Account Holder,Self
PTY8B9477D853,CUST100078172,Individual,Primary Account Holder,Child
PTY31BE5D9C87,CUST100096013,Individual,Primary Account Holder,Dependent
PTYE690CE6360,CUST100071039,Individual,Primary Account Holder,Child
PTY29B1AA958D,CUST100081939,Individual,Primary Account Holder,Child
PTY7D853E3421,CUST100020593,Individual,Primary Account Holder,Spouse
PTYF9EBEDB0C8,CUST100098231,Individual,Authorized User,Child
PTYE4A67FFBD7,CUST100041603,Individual,Authorized User,Business Partner
PTYA4071D0E0F,CUST100043001,Individual,Beneficiary,Business Partner
PTY4844FC111A,CUST100027373,Individual,Primary Account Holder,Child
PTY21517442D9,CUST100012453,Individual,Authorized User,Child
PTY1606BBA043,CUST100087090,Individual,Primary Account Holder,Business Partner
PTY89666EB40F,CUST100002048,Individual,Primary Account Holder,Self
PTY0F2088D6A8,CUST100044515,Individual,Primary Account Holder,Child
PTYF6E311BF2B,CUST100078164,Individual,Primary Account Holder,Self
PTY23407B082C,CUST100060935,Individual,Primary Account Holder,Spouse
PTYC4A19F7B31,CUST100089449,Individual,Beneficiary,Spouse
PTY5BB18E1EA4,CUST100025743,Individual,Primary Account Holder,Spouse
PTYF8B4C3A3F9,CUST100078180,Individual,Beneficiary,Spouse
PTYEFEC2696F3,CUST100005048,Individual,Primary Account Holder,Business Partner
PTYAECF9FD129,CUST100008777,Individual,Primary Account Holder,Business Partner
PTY3729AA4052,CUST100033915,Individual,Guarantor,Child
PTY86602FC8BE,CUST100037166,Individual,Authorized User,Dependent
PTYFB8975D635,CUST100005835,Individual,Primary Account Holder,Self
PTY74B936839E,CUST100047397,Individual,Primary Account Holder,Child
PTY187A95F80F,CUST100039742,Individual,Primary Account Holder,Dependent
PTY5705482140,CUST100027441,Individual,Authorized User,Self
PTYDAF6592FD3,CUST100039921,Individual,Beneficiary,Dependent
PTY53FDC9022A,CUST100016779,Individual,Primary Account Holder,Spouse
PTY32918B70E4,CUST100000373,Individual,Primary Account Holder,Business Partner
PTY61532561F5,CUST100070156,Organization,Authorized User,Spouse
PTY81D104274D,CUST100053870,Individual,Primary Account Holder,Child
PTY121310E2C1,CUST100048453,Individual,Primary Account Holder,Self
PTYCEBC1E333F,CUST100078775,Individual,Primary Account Holder,Child
PTYFF8230D3EC,CUST100014761,Individual,Primary Account Holder,Business Partner
PTYC75153F3C4,CUST100026537,Individual,Authorized User,Spouse
PTY5F96746FE7,CUST100007481,Individual,Authorized User,Dependent
PTYF7904F0BD9,CUST100082182,Organization,Beneficiary,Child
PTYFCE15714A6,CUST100026224,Individual,Primary Account Holder,Business Partner
PTYDEE5C4A6F4,CUST100096311,Individual,Primary Account Holder,Self
PTY610860B333,CUST100092358,Individual,Beneficiary,Dependent
PTY231338AE38,CUST100095997,Individual,Primary Account Holder,Child
PTYF8D9A098EE,CUST100069019,Individual,Authorized User,Spouse
PTYCA0733325E,CUST100094059,Individual,Authorized User,Dependent
PTY79774131A9,CUST100093567,Individual,Beneficiary,Spouse
PTY67D382F329,CUST100065040,Individual,Primary Account Holder,Business Partner
PTY51CE6EEC22,CUST100000158,Individual,Primary Account Holder,Spouse
PTYB4F93101B9,CUST100042145,Individual,Authorized User,Business Partner
PTYF388BA89B1,CUST100043193,Individual,Beneficiary,Business Partner
PTY36A152C6F9,CUST100078938,Individual,Authorized User,Self
PTY79F9CD0AD6,CUST100076129,Individual,Primary Account Holder,Business Partner
PTY20B9D07B2D,CUST100065704,Individual,Authorized User,Self
PTY986A12B4F8,CUST100009656,Individual,Primary Account Holder,Self
PTYC06DE73986,CUST100092926,Organization,Primary Account Holder,Spouse
PTYF3137C68EA,CUST100089222,Individual,Primary Account Holder,Business Partner
PTY2D555E2BE4,CUST100028198,Individual,Primary Account Holder,Child
PTY8536A7A82A,CUST100054222,Individual,Authorized User,Spouse
PTY0131223273,CUST100075657,Individual,Beneficiary,Business Partner
PTY030A3A084A,CUST100062094,Individual,Primary Account Holder,Spouse
PTY1A6F4755DC,CUST100086733,Individual,Primary Account Holder,Self
PTY307E67ED60,CUST100044279,Individual,Guarantor,Spouse
PTY4CF975CB25,CUST100036544,Individual,Primary Account Holder,Business Partner
PTY1152F4580D,CUST100065669,Individual,Primary Account Holder,Business Partner
PTYA973EE04C2,CUST100030036,Individual,Primary Account Holder,Self
PTYC3076EEC41,CUST100041367,Individual,Authorized User,Business Partner
PTY5C405CC9F8,CUST100007412,Individual,Primary Account Holder,Business Partner
PTYAA0E6A11C8,CUST100087873,Individual,Beneficiary,Business Partner
PTY2CC3D88A17,CUST100045818,Individual,Primary Account Holder,Self
PTYE822AFCA51,CUST100009172,Individual,Primary Account Holder,Child
PTY17D35A8011,CUST100047466,Individual,Primary Account Holder,Spouse
PTY8E6C6F2286,CUST100002958,Individual,Primary Account Holder,Spouse
PTY6407AED191,CUST100078835,Individual,Primary Account Holder,Business Partner
PTY8E16433A64,CUST100075792,Individual,Authorized User,Business Partner
PTY2D18567E25,CUST100097749,Individual,Primary Account Holder,Spouse
PTY3077FE236D,CUST100030876,Individual,Beneficiary,Dependent
PTY3725B3D7EC,CUST100042924,Individual,Primary Account Holder,Child
PTY637A58AB0A,CUST100067921,Individual,Primary Account Holder,Spouse
PTYFD77214419,CUST100013899,Individual,Authorized User,Child
PTYE3BB4BFEFB,CUST100029643,Individual,Authorized User,Dependent
PTYE7EFD349F4,CUST100064333,Individual,Authorized User,Self
PTY0319FEB761,CUST100026185,Individual,Authorized User,Dependent
PTY7E3383EC4C,CUST100089059,Individual,Primary Account Holder,Self
PTY194AAF7F06,CUST100015735,Individual,Primary Account Holder,Self
PTY33C523DAAB,CUST100062517,Individual,Authorized User,Spouse
PTY6677B9F346,CUST100065095,Individual,Primary Account Holder,Business Partner
PTY9B1B1BBD23,CUST100023979,Individual,Authorized User,Business Partner
PTYF8FE0A79FB,CUST100034464,Individual,Primary Account Holder,Self
PTYB74B6F63BE,CUST100018341,Individual,Primary Account Holder,Business Partner
PTY2E9B0AF261,CUST100067114,Individual,Primary Account Holder,Dependent
PTYD0E91D416E,CUST100073295,Individual,Beneficiary,Business Partner
PTYF1F1C96BF7,CUST100047762,Individual,Authorized User,Spouse
PTY503FCD12D4,CUST100028732,Individual,Authorized User,Self
PTY75845D776A,CUST100073079,Individual,Authorized User,Self
PTY0DC58B7257,CUST100073796,Individual,Primary Account Holder,Business Partner
PTY2AEB16BC2A,CUST100070849,Organization,Primary Account Holder,Business Partner
PTY56154B2F5E,CUST100096997,Individual,Authorized User,Business Partner
PTYCDB4355226,CUST100027248,Individual,Authorized User,Self
PTY1015E5C894,CUST100060169,Individual,Primary Account Holder,Business Partner
PTYDEB5EC03AE,CUST100030674,Individual,Primary Account Holder,Business Partner
PTY62CE613EDA,CUST100032554,Individual,Primary Account Holder,Child
PTY1794DAD366,CUST100018058,Individual,Primary Account Holder,Child
PTYCE23FA4F09,CUST100007499,Individual,Primary Account Holder,Dependent
PTY9FBEF084C2,CUST100092026,Individual,Beneficiary,Business Partner
PTY2D47928ADB,CUST100003142,Individual,Authorized User,Self
PTY3BFB4D2FC0,CUST100056314,Individual,Primary Account Holder,Business Partner
PTY763617F44D,CUST100019706,Individual,Primary Account Holder,Self
PTYE69BBFEF52,CUST100007089,Individual,Primary Account Holder,Self
PTYBBB8B0D3CA,CUST100048173,Individual,Primary Account Holder,Dependent
PTY9B2C7247A6,CUST100099142,Individual,Primary Account Holder,Spouse
PTY4434C2EA2E,CUST100039288,Individual,Beneficiary,Self
PTY4569B01F86,CUST100070285,Individual,Primary Account Holder,Business Partner
PTYB473A95DA4,CUST100095434,Individual,Beneficiary,Self
PTY2CBAA19AB4,CUST100072984,Individual,Primary Account Holder,Child
PTY1F0154BF88,CUST100091050,Individual,Primary Account Holder,Self
PTYB25DDE1EA2,CUST100092692,Individual,Authorized User,Dependent
PTY20BDE287FA,CUST100088492,Individual,Beneficiary,Spouse
PTY732ED4B953,CUST100005777,Individual,Primary Account Holder,Spouse
PTY96E0013642,CUST100084549,Individual,Primary Account Holder,Spouse
PTY6323E4F8C6,CUST100088330,Organization,Authorized User,Child
PTYB0621A5854,CUST100045198,Individual,Primary Account Holder,Dependent
PTY2F3AED5E18,CUST100012551,Individual,Authorized User,Child
PTY54ED7190C5,CUST100056257,Individual,Primary Account Holder,Dependent
PTY15ADD0A8DB,CUST100006490,Individual,Beneficiary,Child
PTY9E1B0832CF,CUST100055184,Individual,Beneficiary,Business Partner
PTYF515FEB555,CUST100054830,Individual,Primary Account Holder,Dependent
PTYAC726DB2C1,CUST100030180,Individual,Primary Account Holder,Dependent
PTYB9FB078370,CUST100031942,Individual,Primary Account Holder,Child
PTY8EAC0AD4A5,CUST100074130,Individual,Primary Account Holder,Spouse
PTY88A7E86F8E,CUST100088253,Individual,Primary Account Holder,Child
PTY9E4BD72AF3,CUST100029992,Individual,Primary Account Holder,Self
PTY53BE37702D,CUST100071702,Individual,Authorized User,Business Partner
PTY9AD0FA738F,CUST100096171,Individual,Primary Account Holder,Dependent
PTY2005FAFF74,CUST100073145,Individual,Primary Account Holder,Self
PTY2C967F5083,CUST100023024,Individual,Authorized User,Business Partner
PTY304373A512,CUST100028670,Individual,Authorized User,Business Partner
PTYE4AF220421,CUST100052411,Organization,Primary Account Holder,Business Partner
PTYBCBBF27F68,CUST100073490,Individual,Authorized User,Self
PTY4B3E8F224F,CUST100034293,Individual,Beneficiary,Business Partner
PTYC79DB8CEAE,CUST100023016,Individual,Primary Account Holder,Child
PTYDA967E3B9D,CUST100039846,Individual,Primary Account Holder,Spouse
PTY45E32464A9,CUST100005876,Individual,Primary Account Holder,Child
PTY36DCE57D04,CUST100019805,Individual,Primary Account Holder,Dependent
PTY7D2CF63090,CUST100010861,Individual,Primary Account Holder,Child
PTYDAD4DDAE8C,CUST100092780,Individual,Primary Account Holder,Business Partner
PTY37E13A1AA8,CUST100047244,Individual,Authorized User,Spouse
PTYA79223A0FC,CUST100043145,Individual,Authorized User,Child
PTY3A3FE3338E,CUST100004898,Individual,Primary Account Holder,Self
PTYCD465191EB,CUST100041617,Individual,Authorized User,Spouse
PTY57B6435080,CUST100086709,Individual,Primary Account Holder,Spouse
PTYACC708B53B,CUST100004342,Individual,Beneficiary,Self
PTY7ABA8D5A21,CUST100090652,Individual,Authorized User,Self
PTY29BDD8B44E,CUST100063521,Organization,Beneficiary,Dependent
PTY9DD530A8A8,CUST100022469,Individual,Authorized User,Business Partner
PTY14FC2A7F4E,CUST100076219,Individual,Authorized User,Child
PTY56DD4AE8D2,CUST100091400,Individual,Primary Account Holder,Child
PTY0D752865E4,CUST100004356,Organization,Beneficiary,Self
PTY6F0EFB4EFC,CUST100005689,Individual,Primary Account Holder,Child
PTY6F8ED5BB0F,CUST100043736,Organization,Primary Account Holder,Dependent
PTYE7C7C56947,CUST100050590,Individual,Primary Account Holder,Spouse
PTY7EA175923E,CUST100030244,Individual,Beneficiary,Child
PTYA089D7C71E,CUST100008979,Individual,Primary Account Holder,Child
PTYC9CD7341B9,CUST100082126,Individual,Primary Account Holder,Self
PTY6513E888DC,CUST100006388,Individual,Authorized User,Business Partner
PTY5448D6DC92,CUST100003351,Individual,Authorized User,Business Partner
PTYF9CDB399E9,CUST100042253,Individual,Authorized User,Spouse
PTYCC0BDCC9FB,CUST100071673,Organization,Primary Account Holder,Spouse
PTY9C1E6C0BC6,CUST100056598,Individual,Authorized User,Self
PTYEE7567CA7E,CUST100007298,Individual,Authorized User,Self
PTY116B6A6FC7,CUST100042981,Organization,Primary Account Holder,Self
PTYCFFCF53DDF,CUST100089131,Individual,Primary Account Holder,Child
PTYB26B2AC45E,CUST100048190,Individual,Primary Account Holder,Dependent
PTY25ED95F411,CUST100045713,Individual,Primary Account Holder,Spouse
PTYFA3A3CE2C2,CUST100007671,Individual,Primary Account Holder,Child
PTYF874D3D0FB,CUST100032476,Organization,Beneficiary,Spouse
PTY4E3BF20EA4,CUST100029068,Individual,Authorized User,Child
PTY8E44629998,CUST100092013,Individual,Authorized User,Spouse
PTYA91923370D,CUST100036588,Individual,Authorized User,Child
PTYF010330847,CUST100018583,Individual,Guarantor,Child
PTYDB61137486,CUST100070734,Individual,Authorized User,Dependent
PTY0EDF16DAEA,CUST100097606,Individual,Authorized User,Dependent
PTY7F5F74FC0F,CUST100033010,Individual,Authorized User,Child
PTY01409441F0,CUST100095522,Individual,Primary Account Holder,Self
