tower_id,tower_name,latitude,longitude,region,tower_type,capacity_status
TWR102479,Site-SouthBarry-2479,40.712057,-123.158694,Southwest,Small Cell,Normal
TWR102480,Site-EastKevin-2480,47.529981,-111.549785,Southeast,Small Cell,Normal
TWR102481,Site-Johnsontown-2481,29.496313,-109.402822,Southeast,Macro Cell,Normal
TWR102482,Site-NorthRobert-2482,35.505322,-104.731026,Southeast,Macro Cell,Normal
TWR102483,Site-PortAnitamouth-2483,28.643068,-90.632806,Pacific Northwest,Small Cell,Normal
TWR102484,Site-Kelseyside-2484,25.049045,-99.679196,West,Small Cell,Near Capacity
TWR102485,Site-NorthCarlfurt-2485,31.642512,-93.210112,Midwest,Macro Cell,Near Capacity
TWR102486,Site-NewJennifer-2486,34.2641,-106.886573,Pacific Northwest,Macro Cell,Normal
TWR102487,Site-NewKaraland-2487,45.808098,-96.197815,West,Small Cell,Normal
TWR102488,Site-Garciachester-2488,33.810028,-107.818351,Pacific Northwest,Macro Cell,Near Capacity
TWR102489,Site-SouthJamesberg-2489,24.944007,-111.504976,Southwest,Macro Cell,Normal
TWR102490,Site-SouthDanielburgh-2490,31.028569,-124.218516,Southwest,Macro Cell,Near Capacity
TWR102491,Site-Howardland-2491,39.10736,-99.272037,Southeast,Macro Cell,Normal
TWR102492,Site-EastJeffrey-2492,38.259893,-99.602186,Northeast,Small Cell,Normal
TWR102493,Site-WestPatrick-2493,47.74684,-79.227633,Southeast,Macro Cell,Normal
TWR102494,Site-Salazarview-2494,37.672862,-81.836881,Southwest,Small Cell,Normal
TWR102495,Site-EastKatelynside-2495,33.401812,-89.244273,Northeast,Macro Cell,Normal
TWR102496,Site-Angelashire-2496,38.664435,-88.262698,Southeast,Small Cell,Normal
TWR102497,Site-Nelsonland-2497,37.528059,-95.731461,West,Macro Cell,Normal
TWR102498,Site-PortKatiechester-2498,40.536173,-77.969359,Southwest,Macro Cell,Normal
TWR102499,Site-Jensenborough-2499,47.5102,-78.239339,Northeast,Macro Cell,Near Capacity
TWR102500,Site-Jenningsview-2500,41.811124,-107.261665,Southeast,Macro Cell,Normal
TWR102501,Site-WestKenneth-2501,44.408451,-118.662662,Northeast,Small Cell,Normal
TWR102502,Site-EastLee-2502,26.433695,-116.687175,Midwest,Macro Cell,Normal
TWR102503,Site-PortDianemouth-2503,38.846535,-92.690251,Southwest,Macro Cell,Normal
TWR102504,Site-WestJanetport-2504,47.237399,-78.174301,Southwest,Macro Cell,Near Capacity
TWR102505,Site-Tammyfort-2505,38.771243,-89.865153,Northeast,Small Cell,Near Capacity
TWR102506,Site-WestSamuel-2506,30.810038,-118.515096,West,Macro Cell,Normal
TWR102507,Site-SouthLarry-2507,47.652299,-95.378015,Southwest,Macro Cell,Normal
TWR102508,Site-Debbieborough-2508,40.926155,-110.936032,Southwest,Small Cell,Normal
TWR102509,Site-Odomshire-2509,42.334394,-68.11176,Southeast,Macro Cell,Normal
TWR102510,Site-Lorihaven-2510,26.484262,-92.146558,Southwest,Macro Cell,Normal
TWR102511,Site-SouthMarissahaven-2511,41.056134,-96.259247,Midwest,Macro Cell,Normal
TWR102512,Site-Schwartzbury-2512,39.532579,-108.07503,Midwest,Macro Cell,Normal
TWR102513,Site-NewDaniel-2513,45.344083,-106.134848,Pacific Northwest,Macro Cell,Normal
TWR102514,Site-Bauerbury-2514,40.809187,-73.812894,Midwest,Macro Cell,Normal
TWR102515,Site-Gillchester-2515,38.383585,-95.388846,Southwest,Small Cell,Normal
TWR102516,Site-PortAmyside-2516,43.700089,-121.452174,Midwest,Macro Cell,Normal
TWR102517,Site-Williamsborough-2517,49.409097,-75.458865,Northeast,Macro Cell,Normal
TWR102518,Site-Joshuaberg-2518,26.026379,-78.049164,Southeast,Small Cell,Normal
TWR102519,Site-Katherinestad-2519,35.342335,-89.614702,Southwest,Small Cell,Normal
TWR102520,Site-Rodneyport-2520,30.221257,-102.053116,Southwest,Small Cell,Normal
TWR102521,Site-LakeDebra-2521,37.289522,-73.237397,West,Rooftop,Normal
TWR102522,Site-Morganburgh-2522,48.775048,-82.830624,Midwest,Macro Cell,Near Capacity
TWR102523,Site-Joshuatown-2523,41.29718,-91.95953,Midwest,Macro Cell,Normal
TWR102524,Site-PortJodiside-2524,34.773764,-94.282577,Southeast,Macro Cell,Normal
TWR102525,Site-SouthDiana-2525,33.76813,-124.442333,West,Macro Cell,Normal
TWR102526,Site-Taylormouth-2526,44.898987,-103.112951,Pacific Northwest,DAS,Normal
TWR102527,Site-Leachberg-2527,44.015285,-113.408635,Southwest,Macro Cell,Normal
TWR102528,Site-Jacksonhaven-2528,36.479872,-78.554933,Southeast,Macro Cell,Normal
TWR102529,Site-SouthKendramouth-2529,41.496456,-68.674174,Southwest,Macro Cell,Normal
TWR102530,Site-WestStephenburgh-2530,42.298836,-81.349043,Northeast,DAS,Normal
TWR102531,Site-Courtneychester-2531,48.678116,-87.343119,Southwest,Macro Cell,Normal
TWR102532,Site-WestTyler-2532,30.755203,-83.377184,Northeast,Macro Cell,Normal
TWR102533,Site-Hoffmanberg-2533,46.898448,-111.001125,Southeast,DAS,Normal
TWR102534,Site-Mcguireberg-2534,31.163677,-74.972625,Pacific Northwest,Macro Cell,Normal
TWR102535,Site-Wilcoxtown-2535,42.217712,-82.270352,Midwest,Small Cell,Normal
TWR102536,Site-Isaiahfort-2536,43.583553,-101.935389,West,Small Cell,Normal
TWR102537,Site-NorthMicheleshire-2537,45.381408,-109.375234,Southwest,Small Cell,Normal
TWR102538,Site-PortCodyberg-2538,37.494529,-89.201912,Southwest,Macro Cell,Normal
TWR102539,Site-Danielleland-2539,31.759766,-85.657863,West,Macro Cell,Normal
TWR102540,Site-EastJerrybury-2540,46.148749,-71.366233,Midwest,Macro Cell,Congested
TWR102541,Site-LakeKelsey-2541,33.490634,-83.246877,Northeast,Macro Cell,Normal
TWR102542,Site-NewChad-2542,37.935786,-69.641032,Midwest,Small Cell,Normal
TWR102543,Site-Wolfeberg-2543,27.782463,-105.051836,Midwest,Macro Cell,Normal
TWR102544,Site-Alexandrastad-2544,45.969436,-121.748383,Southeast,Small Cell,Normal
TWR102545,Site-NewZacharychester-2545,33.888822,-87.935451,Northeast,Macro Cell,Near Capacity
TWR102546,Site-SouthNancyview-2546,48.860563,-88.680343,West,Macro Cell,Normal
TWR102547,Site-Christinaside-2547,32.139816,-77.330414,Pacific Northwest,Macro Cell,Normal
TWR102548,Site-EastDeanland-2548,49.029675,-112.220531,Southeast,Macro Cell,Normal
TWR102549,Site-NorthZachary-2549,25.038607,-109.456779,Midwest,Macro Cell,Near Capacity
TWR102550,Site-WestAmberport-2550,30.327844,-75.484315,Southeast,Macro Cell,Normal
TWR102551,Site-NewShannon-2551,41.500359,-85.880926,Southeast,Macro Cell,Congested
TWR102552,Site-Patelmouth-2552,33.527249,-105.656315,Pacific Northwest,Small Cell,Near Capacity
TWR102553,Site-NorthBrittanymouth-2553,28.326698,-79.997482,Southeast,Rooftop,Normal
TWR102554,Site-WestRobert-2554,44.095808,-74.997899,West,Small Cell,Normal
TWR102555,Site-NorthPeter-2555,42.838909,-87.035866,Midwest,Macro Cell,Normal
TWR102556,Site-Mitchellton-2556,47.315292,-101.495706,Southwest,Macro Cell,Normal
TWR102557,Site-EastRichard-2557,32.427996,-103.616987,Southeast,Macro Cell,Normal
TWR102558,Site-Andersonfurt-2558,41.567312,-101.605956,West,Macro Cell,Normal
TWR102559,Site-NewJulia-2559,48.410077,-122.226252,West,Macro Cell,Near Capacity
TWR102560,Site-Brandonville-2560,45.104742,-67.953704,Pacific Northwest,Macro Cell,Normal
TWR102561,Site-NorthFelicialand-2561,39.46701,-87.303892,Southwest,Small Cell,Normal
TWR102562,Site-SouthJuan-2562,29.305949,-69.323786,Southeast,Macro Cell,Normal
TWR102563,Site-SouthAnneberg-2563,43.314339,-108.730775,Midwest,Macro Cell,Normal
TWR102564,Site-LakeChristine-2564,33.614103,-105.8845,Northeast,Macro Cell,Near Capacity
TWR102565,Site-Ellisshire-2565,47.871911,-87.098578,Midwest,Macro Cell,Normal
TWR102566,Site-Mooremouth-2566,28.563467,-109.571201,Midwest,DAS,Normal
TWR102567,Site-PortCody-2567,36.170844,-80.155813,Southwest,Macro Cell,Near Capacity
TWR102568,Site-LakeShanetown-2568,26.55516,-73.991805,Midwest,Macro Cell,Normal
TWR102569,Site-SouthLoriside-2569,44.426314,-81.098724,Southwest,Macro Cell,Normal
TWR102570,Site-PortElizabethmouth-2570,29.114046,-85.679392,West,Macro Cell,Normal
TWR102571,Site-Harrisfurt-2571,38.937537,-108.041217,Southeast,Small Cell,Normal
TWR102572,Site-SouthTodd-2572,29.19195,-117.152124,Northeast,Small Cell,Near Capacity
TWR102573,Site-Davishaven-2573,49.344204,-101.82551,Midwest,Macro Cell,Near Capacity
TWR102574,Site-Lamborough-2574,45.507875,-88.882033,Midwest,DAS,Normal
TWR102575,Site-Christophershire-2575,48.710413,-74.590376,Pacific Northwest,Macro Cell,Normal
TWR102576,Site-Allisonville-2576,33.476843,-106.434756,West,Macro Cell,Congested
TWR102577,Site-Walkerland-2577,38.961829,-68.668071,West,Small Cell,Normal
TWR102578,Site-Bakerhaven-2578,32.285047,-103.858893,Pacific Northwest,Macro Cell,Normal
TWR102579,Site-Mariamouth-2579,29.96821,-99.145086,Southeast,Small Cell,Normal
TWR102580,Site-NewBeth-2580,32.524002,-103.244743,Pacific Northwest,Small Cell,Normal
TWR102581,Site-SouthCassandraborough-2581,48.421487,-93.028523,Midwest,Macro Cell,Near Capacity
TWR102582,Site-Christopherfort-2582,32.752344,-80.277921,Pacific Northwest,Macro Cell,Normal
TWR102583,Site-Joshuafort-2583,44.431926,-71.151813,Southeast,Rooftop,Normal
TWR102584,Site-NorthHayleystad-2584,49.318617,-117.096977,Southeast,Macro Cell,Normal
TWR102585,Site-Jordanside-2585,49.16032,-110.82997,Southwest,Macro Cell,Normal
TWR102586,Site-NorthAndrea-2586,35.359322,-111.589604,Pacific Northwest,DAS,Near Capacity
TWR102587,Site-Nicholsonton-2587,29.103687,-116.878438,Southeast,Small Cell,Normal
TWR102588,Site-PortWilliam-2588,25.709645,-71.066638,Midwest,Macro Cell,Normal
TWR102589,Site-EastPatrickfurt-2589,33.580428,-103.84012,Northeast,Macro Cell,Near Capacity
TWR102590,Site-Dawnside-2590,49.220124,-88.757592,Midwest,Macro Cell,Normal
TWR102591,Site-Mollyburgh-2591,25.626177,-116.644677,Southeast,Small Cell,Normal
TWR102592,Site-Williamsland-2592,26.239617,-108.038308,Southeast,Macro Cell,Normal
TWR102593,Site-NorthRebecca-2593,35.075978,-103.152688,Pacific Northwest,Macro Cell,Normal
TWR102594,Site-Oliviaside-2594,41.18037,-105.072222,Midwest,Macro Cell,Normal
TWR102595,Site-PortJoshua-2595,46.641484,-104.208618,Midwest,Small Cell,Normal
TWR102596,Site-NewJustinberg-2596,36.880194,-92.757439,Pacific Northwest,Macro Cell,Normal
TWR102597,Site-PortDustinmouth-2597,37.7447,-90.476831,Pacific Northwest,DAS,Normal
TWR102598,Site-Stewartberg-2598,38.16263,-123.981966,Midwest,Macro Cell,Normal
TWR102599,Site-Alvaradomouth-2599,39.247442,-109.967087,Midwest,Macro Cell,Near Capacity
TWR102600,Site-WestDanielle-2600,28.099936,-83.215903,Southwest,Small Cell,Normal
TWR102601,Site-Karenfurt-2601,38.256751,-97.803917,Southeast,Small Cell,Near Capacity
TWR102602,Site-EastSteven-2602,40.466275,-98.206359,Midwest,Macro Cell,Normal
TWR102603,Site-Susanfurt-2603,33.770753,-79.768754,Southeast,Macro Cell,Near Capacity
TWR102604,Site-Juantown-2604,27.787159,-97.744142,Southeast,Macro Cell,Normal
TWR102605,Site-PortStephanie-2605,44.152042,-82.273216,Southwest,Small Cell,Normal
TWR102606,Site-PortPatrickburgh-2606,24.540514,-106.614611,Northeast,Small Cell,Congested
TWR102607,Site-Darylhaven-2607,28.79285,-107.243589,Pacific Northwest,Macro Cell,Normal
TWR102608,Site-Biancabury-2608,47.455564,-68.118901,Southeast,Macro Cell,Congested
TWR102609,Site-WestThomasborough-2609,44.266016,-109.373665,Southeast,Macro Cell,Normal
TWR102610,Site-Jacobtown-2610,29.251896,-107.694047,West,Macro Cell,Normal
TWR102611,Site-WestTheresa-2611,45.190301,-86.045064,Pacific Northwest,Macro Cell,Normal
TWR102612,Site-Thorntonburgh-2612,39.827557,-112.542977,Southwest,Small Cell,Normal
TWR102613,Site-NewEdward-2613,49.291294,-113.759759,Southwest,Small Cell,Normal
TWR102614,Site-Jennyborough-2614,44.57752,-89.122233,West,Rooftop,Normal
TWR102615,Site-NewManuelstad-2615,41.221097,-117.533195,Midwest,Macro Cell,Congested
TWR102616,Site-Schwartztown-2616,40.487341,-72.774302,Pacific Northwest,Small Cell,Near Capacity
TWR102617,Site-WestJohnburgh-2617,25.61494,-88.23356,Pacific Northwest,Small Cell,Normal
TWR102618,Site-EastEric-2618,26.722663,-122.434386,West,Macro Cell,Normal
TWR102619,Site-Patriciaville-2619,25.67155,-87.570932,West,DAS,Normal
TWR102620,Site-Powerstown-2620,35.709452,-122.825572,Southeast,Macro Cell,Normal
TWR102621,Site-Molinaside-2621,46.322518,-122.230309,Pacific Northwest,Macro Cell,Near Capacity
TWR102622,Site-PortJose-2622,41.081766,-110.409929,West,Macro Cell,Normal
TWR102623,Site-SouthTimothy-2623,48.201429,-123.189805,West,Macro Cell,Normal
TWR102624,Site-NorthJamesfort-2624,28.108661,-82.708728,Northeast,Macro Cell,Normal
TWR102625,Site-Jacksonside-2625,45.351875,-101.310286,Northeast,Macro Cell,Normal
TWR102626,Site-PortSheila-2626,42.770182,-114.308826,Midwest,Macro Cell,Near Capacity
TWR102627,Site-EastMichelleland-2627,34.886859,-71.012818,Southeast,DAS,Normal
TWR102628,Site-WestCasey-2628,45.977949,-86.495133,Southeast,Macro Cell,Normal
TWR102629,Site-Landryland-2629,38.28174,-120.147926,West,Macro Cell,Normal
TWR102630,Site-Boylehaven-2630,43.35042,-84.452819,Pacific Northwest,Rooftop,Congested
TWR102631,Site-Saraberg-2631,28.280452,-117.071407,Southwest,Macro Cell,Near Capacity
TWR102632,Site-Sawyerborough-2632,34.166144,-74.375424,Midwest,Macro Cell,Normal
TWR102633,Site-Chadshire-2633,24.833471,-119.629088,Southeast,Rooftop,Normal
TWR102634,Site-LakeCoryland-2634,35.888274,-122.363367,Pacific Northwest,DAS,Near Capacity
TWR102635,Site-Cannonshire-2635,28.649112,-103.10587,Midwest,Small Cell,Near Capacity
TWR102636,Site-Deanfort-2636,39.292532,-94.917847,Southwest,Rooftop,Normal
TWR102637,Site-PortWilliamshire-2637,46.561338,-69.274664,Pacific Northwest,Macro Cell,Normal
TWR102638,Site-Andrewsburgh-2638,44.849971,-90.716503,Pacific Northwest,Macro Cell,Normal
TWR102639,Site-NorthStevenbury-2639,48.553373,-108.065835,West,Small Cell,Normal
TWR102640,Site-EastJay-2640,44.872744,-82.04813,Pacific Northwest,Macro Cell,Normal
TWR102641,Site-SouthJose-2641,39.432023,-84.670084,West,Macro Cell,Congested
TWR102642,Site-Milesbury-2642,28.609063,-98.653504,West,Macro Cell,Normal
TWR102643,Site-Dustinport-2643,46.174384,-115.117943,Northeast,Macro Cell,Normal
TWR102644,Site-PortKevinfurt-2644,32.529083,-72.686145,Southeast,Macro Cell,Normal
TWR102645,Site-NorthRichardborough-2645,26.84149,-105.782699,West,Small Cell,Normal
TWR102646,Site-PortDouglas-2646,42.02655,-108.319384,West,Small Cell,Near Capacity
TWR102647,Site-NorthCherylborough-2647,27.704764,-113.281979,Pacific Northwest,Macro Cell,Normal
TWR102648,Site-NewJasmineberg-2648,26.204571,-110.003779,Southeast,Small Cell,Normal
TWR102649,Site-Andrewstown-2649,46.118516,-81.527535,Midwest,Small Cell,Normal
TWR102650,Site-Ericshire-2650,27.03628,-113.250097,Southeast,Macro Cell,Congested
TWR102651,Site-LakeKimberly-2651,48.560988,-75.612201,Southeast,Small Cell,Near Capacity
TWR102652,Site-Hollandfort-2652,31.951692,-112.488951,Midwest,DAS,Normal
TWR102653,Site-LakeSteven-2653,45.879202,-120.105575,West,Small Cell,Normal
TWR102654,Site-LakeTracybury-2654,35.938949,-76.127989,Pacific Northwest,Macro Cell,Normal
TWR102655,Site-NorthJoseland-2655,38.340571,-75.72374,Pacific Northwest,DAS,Congested
TWR102656,Site-NewWilliamhaven-2656,45.650513,-72.86175,Southwest,Macro Cell,Near Capacity
TWR102657,Site-LakeNoah-2657,36.625535,-77.294361,Southeast,Macro Cell,Normal
TWR102658,Site-Mezafurt-2658,28.721947,-93.037277,Pacific Northwest,Macro Cell,Near Capacity
TWR102659,Site-SouthReginaview-2659,37.927361,-101.060205,Northeast,Macro Cell,Normal
TWR102660,Site-NewJesseton-2660,36.70995,-121.917982,Midwest,Small Cell,Normal
TWR102661,Site-Floresside-2661,35.14834,-70.714681,Midwest,Macro Cell,Normal
TWR102662,Site-Reevesfort-2662,48.481309,-97.518157,West,Macro Cell,Normal
TWR102663,Site-Jonesmouth-2663,47.973919,-120.894953,Northeast,Macro Cell,Normal
TWR102664,Site-WestDanielmouth-2664,42.876434,-82.568792,West,Macro Cell,Normal
TWR102665,Site-Williamsonton-2665,27.25961,-108.130513,Southeast,Macro Cell,Normal
TWR102666,Site-Kelliland-2666,38.772294,-83.33782,Northeast,Small Cell,Normal
TWR102667,Site-Scottchester-2667,30.933644,-95.304076,Pacific Northwest,Macro Cell,Congested
TWR102668,Site-SouthKelliland-2668,36.519822,-119.379759,Southeast,Macro Cell,Normal
TWR102669,Site-EastShirley-2669,29.760092,-99.269599,Southwest,Macro Cell,Normal
TWR102670,Site-Douglasburgh-2670,25.590269,-119.752525,Northeast,Macro Cell,Near Capacity
TWR102671,Site-PortAmandaville-2671,37.08742,-89.880826,Southeast,DAS,Normal
TWR102672,Site-Francoland-2672,32.40955,-107.522052,Midwest,DAS,Normal
TWR102673,Site-Wrighthaven-2673,38.816548,-96.496454,West,Small Cell,Normal
TWR102674,Site-Kimstad-2674,43.349782,-109.809591,Southwest,Macro Cell,Normal
TWR102675,Site-NorthChristopher-2675,36.855403,-74.002321,Midwest,Macro Cell,Normal
TWR102676,Site-SouthJennifer-2676,36.136624,-94.354167,Midwest,Rooftop,Normal
TWR102677,Site-Frankview-2677,46.338565,-81.213075,Pacific Northwest,Macro Cell,Normal
TWR102678,Site-Luketown-2678,24.726607,-88.234653,Pacific Northwest,Macro Cell,Congested
TWR102679,Site-Bobbybury-2679,38.566426,-97.68718,Southeast,Macro Cell,Near Capacity
TWR102680,Site-WestVeronicamouth-2680,34.767069,-98.813979,Midwest,Macro Cell,Normal
TWR102681,Site-LakeJudithbury-2681,35.801465,-74.994852,Pacific Northwest,Macro Cell,Near Capacity
TWR102682,Site-NewAmyton-2682,29.208909,-92.591694,Pacific Northwest,Macro Cell,Normal
TWR102683,Site-SouthAngelatown-2683,25.271503,-118.54292,Pacific Northwest,Small Cell,Near Capacity
TWR102684,Site-LakeDaniellebury-2684,31.237617,-104.663749,Southwest,Small Cell,Normal
TWR102685,Site-NewSusanton-2685,43.388223,-122.291906,Pacific Northwest,Small Cell,Near Capacity
TWR102686,Site-Heatherfort-2686,35.930137,-107.841573,Midwest,Macro Cell,Congested
TWR102687,Site-NorthLindseyside-2687,45.922997,-75.725967,West,Macro Cell,Normal
TWR102688,Site-Lynchtown-2688,27.93044,-80.814863,West,Rooftop,Near Capacity
TWR102689,Site-Sarahland-2689,43.957665,-73.772299,Midwest,Macro Cell,Normal
TWR102690,Site-Mitchellfurt-2690,48.088273,-121.154046,Pacific Northwest,DAS,Normal
TWR102691,Site-PortChristopher-2691,33.337301,-99.418759,Northeast,DAS,Normal
TWR102692,Site-Toddburgh-2692,44.988436,-95.825084,Pacific Northwest,Rooftop,Normal
TWR102693,Site-Amybury-2693,33.637603,-72.364841,Midwest,Macro Cell,Congested
TWR102694,Site-NewKristinport-2694,43.38256,-74.170007,Midwest,Macro Cell,Normal
TWR102695,Site-Reyesport-2695,47.484738,-106.782703,Pacific Northwest,Macro Cell,Near Capacity
TWR102696,Site-Calvintown-2696,30.612765,-73.850125,Northeast,Small Cell,Near Capacity
TWR102697,Site-LakeDanaview-2697,37.34656,-116.283249,Northeast,Small Cell,Near Capacity
TWR102698,Site-Michelleburgh-2698,45.846382,-99.949102,Northeast,Small Cell,Normal
TWR102699,Site-EastDianaport-2699,44.543762,-82.097176,West,Macro Cell,Near Capacity
TWR102700,Site-Englishland-2700,28.495478,-97.56985,Southwest,Macro Cell,Normal
TWR102701,Site-SouthScott-2701,38.22115,-79.769032,Midwest,Macro Cell,Normal
TWR102702,Site-PortDebbieborough-2702,43.835328,-104.470266,Southwest,Small Cell,Normal
TWR102703,Site-SouthSamanthamouth-2703,28.425007,-98.992073,West,Macro Cell,Normal
TWR102704,Site-LakeBrettborough-2704,45.418411,-109.724601,Northeast,Macro Cell,Normal
TWR102705,Site-Lamstad-2705,31.292811,-113.691103,Southwest,Small Cell,Normal
TWR102706,Site-EastTaraview-2706,45.13604,-108.129684,Southeast,Small Cell,Normal
TWR102707,Site-LakeMarystad-2707,30.49916,-102.713217,Midwest,DAS,Normal
TWR102708,Site-Wongfort-2708,47.759764,-76.323724,Southwest,DAS,Normal
TWR102709,Site-Alyssafurt-2709,44.385768,-108.081814,Southeast,Macro Cell,Near Capacity
TWR102710,Site-NorthGabrielaburgh-2710,31.200394,-110.560701,Southwest,Small Cell,Normal
TWR102711,Site-PortAmandabury-2711,24.61573,-80.206695,West,Small Cell,Normal
TWR102712,Site-Jonesview-2712,24.549266,-99.886951,West,Macro Cell,Normal
TWR102713,Site-Burnsberg-2713,26.806549,-100.367893,Southeast,Small Cell,Near Capacity
TWR102714,Site-Jacksonmouth-2714,41.412214,-117.520866,Southwest,Macro Cell,Normal
TWR102715,Site-Angelaberg-2715,30.533332,-81.023059,Southeast,Macro Cell,Normal
TWR102716,Site-Henrychester-2716,35.103801,-83.857643,West,Macro Cell,Normal
TWR102717,Site-NewShawnton-2717,33.897141,-115.133335,Pacific Northwest,Macro Cell,Near Capacity
TWR102718,Site-LakeJoshuastad-2718,44.488576,-97.509361,West,DAS,Near Capacity
TWR102719,Site-WestCatherine-2719,34.376701,-100.719248,Southwest,Macro Cell,Near Capacity
TWR102720,Site-Byrdton-2720,34.368784,-107.836332,Pacific Northwest,Macro Cell,Normal
TWR102721,Site-SouthBrianland-2721,47.254963,-118.252774,Southeast,Macro Cell,Normal
TWR102722,Site-PortMelissaborough-2722,30.039271,-79.409304,Southeast,Macro Cell,Normal
TWR102723,Site-PortCarolynberg-2723,38.062971,-86.398286,Northeast,Macro Cell,Near Capacity
TWR102724,Site-Jeffreyshire-2724,25.491499,-108.729679,West,DAS,Normal
TWR102725,Site-LakeJohn-2725,39.947595,-117.441568,West,Macro Cell,Normal
TWR102726,Site-Donnaton-2726,47.309868,-75.983775,Southwest,Small Cell,Normal
TWR102727,Site-Cassandramouth-2727,33.487407,-84.451771,Pacific Northwest,Small Cell,Normal
TWR102728,Site-Christinabury-2728,32.798137,-99.447288,Pacific Northwest,Rooftop,Normal
TWR102729,Site-EastZacharybury-2729,32.727955,-84.138229,Southeast,Macro Cell,Normal
TWR102730,Site-WestJosephbury-2730,30.508938,-92.855567,Northeast,Macro Cell,Normal
TWR102731,Site-LakeNicholas-2731,37.275198,-79.363995,West,Small Cell,Near Capacity
TWR102732,Site-Jessicaland-2732,26.331188,-104.501788,Pacific Northwest,DAS,Congested
TWR102733,Site-Janetmouth-2733,40.474737,-95.804266,Southwest,Small Cell,Normal
TWR102734,Site-Melissatown-2734,39.067488,-110.296233,West,DAS,Near Capacity
TWR102735,Site-EastMichelemouth-2735,35.33644,-102.801739,Midwest,Macro Cell,Normal
TWR102736,Site-Debrastad-2736,31.648091,-119.451946,Southeast,Macro Cell,Normal
TWR102737,Site-NewRobertton-2737,28.548155,-123.124835,Southeast,Macro Cell,Normal
TWR102738,Site-LakePaul-2738,34.879941,-84.764517,Southeast,Macro Cell,Normal
TWR102739,Site-NewTroy-2739,30.21879,-108.689972,Southeast,Macro Cell,Normal
TWR102740,Site-EastKimberlyberg-2740,26.676808,-110.421727,Midwest,Macro Cell,Normal
TWR102741,Site-Adamfurt-2741,38.123681,-106.478125,Midwest,Macro Cell,Congested
TWR102742,Site-Michaelmouth-2742,37.218924,-113.648789,Northeast,DAS,Normal
TWR102743,Site-Gregorytown-2743,37.067989,-107.656082,Midwest,Macro Cell,Near Capacity
TWR102744,Site-Kirbychester-2744,41.792154,-68.410175,Southwest,Small Cell,Normal
TWR102745,Site-Garciaton-2745,38.615053,-72.190906,West,Macro Cell,Congested
TWR102746,Site-NorthChristopher-2746,37.378195,-90.908197,Southeast,Macro Cell,Normal
TWR102747,Site-EastJenniferville-2747,28.831442,-72.309446,Southwest,Small Cell,Near Capacity
TWR102748,Site-Angelaside-2748,44.592681,-104.361944,Pacific Northwest,Rooftop,Normal
TWR102749,Site-WestTrevorville-2749,43.044831,-108.914767,Southwest,Macro Cell,Congested
TWR102750,Site-Alvarezshire-2750,41.329576,-79.864302,Southeast,Macro Cell,Near Capacity
TWR102751,Site-Jonesborough-2751,25.108742,-80.207916,Pacific Northwest,Macro Cell,Normal
TWR102752,Site-PortDana-2752,31.440153,-108.459706,West,Macro Cell,Normal
TWR102753,Site-LakeTravis-2753,38.778522,-113.852528,West,Macro Cell,Normal
TWR102754,Site-LakeCharlotte-2754,48.754812,-75.055415,Northeast,Small Cell,Normal
TWR102755,Site-Mariaport-2755,35.835508,-93.74598,West,Macro Cell,Normal
TWR102756,Site-SouthCharles-2756,30.293212,-118.4523,Southeast,Small Cell,Normal
TWR102757,Site-Alexisport-2757,37.041539,-80.599666,Southwest,DAS,Normal
TWR102758,Site-PortLauren-2758,48.563179,-87.509616,West,Macro Cell,Near Capacity
TWR102759,Site-EastWalter-2759,30.175242,-78.484306,Southwest,Macro Cell,Near Capacity
TWR102760,Site-LakeSamantha-2760,30.234191,-94.698107,Pacific Northwest,Macro Cell,Normal
TWR102761,Site-SouthDonna-2761,27.93422,-87.801803,West,Macro Cell,Normal
TWR102762,Site-LakeLisaland-2762,25.349167,-95.615487,Pacific Northwest,Small Cell,Normal
TWR102763,Site-LakeDeborah-2763,42.088868,-122.447981,Pacific Northwest,Small Cell,Normal
TWR102764,Site-PortEmily-2764,29.086544,-121.35276,Southwest,Small Cell,Normal
TWR102765,Site-PortNicole-2765,37.183341,-113.863025,Southwest,Rooftop,Normal
TWR102766,Site-Aguilarfurt-2766,44.689195,-97.555271,Pacific Northwest,Macro Cell,Normal
TWR102767,Site-NewJeffreyville-2767,34.07885,-78.789651,Northeast,Small Cell,Near Capacity
TWR102768,Site-EastGeorge-2768,37.903784,-106.564167,West,Macro Cell,Normal
TWR102769,Site-EastEricmouth-2769,40.43215,-68.806437,Southeast,Macro Cell,Near Capacity
TWR102770,Site-Stevenstad-2770,34.985802,-77.765106,Midwest,Small Cell,Near Capacity
TWR102771,Site-Priscillatown-2771,31.497859,-79.138545,Midwest,Small Cell,Normal
TWR102772,Site-Castroview-2772,42.701741,-103.280066,West,DAS,Normal
TWR102773,Site-NorthTricia-2773,29.332531,-104.856201,Pacific Northwest,Macro Cell,Normal
TWR102774,Site-EastKellyborough-2774,36.273745,-89.647044,West,Small Cell,Normal
TWR102775,Site-Andrewview-2775,31.006198,-87.699539,Southwest,Macro Cell,Congested
TWR102776,Site-LakeJason-2776,33.631283,-111.123118,Pacific Northwest,Small Cell,Normal
TWR102777,Site-EastCory-2777,27.765773,-76.847381,Midwest,Small Cell,Congested
TWR102778,Site-LakeLaurahaven-2778,38.67248,-79.69426,West,Macro Cell,Normal
