customer_id,recommended_action,action_type,priority_rank,generated_date
CUST100098442,Schedule Win-back Call,Upsell,5,2026-07-03
CUST100026433,Invite to Loyalty Program,Retention,3,2026-07-20
CUST100052228,Schedule Win-back Call,Service,2,2026-07-02
CUST100086450,Recommend Plan Upgrade,Loyalty,2,2026-07-22
CUST100061793,Schedule Win-back Call,Upsell,2,2026-07-23
CUST100074137,Offer Retention Discount,Service,1,2026-07-13
CUST100087016,Send Proactive Outage Alert,Service,5,2026-07-13
CUST100073076,Invite to Loyalty Program,Upsell,3,2026-07-02
CUST100010700,Recommend Plan Upgrade,Upsell,4,2026-07-14
CUST100045006,Invite to Loyalty Program,Service,5,2026-07-21
CUST100087781,Recommend Plan Upgrade,Retention,3,2026-07-20
CUST100084994,Offer Retention Discount,Loyalty,2,2026-07-22
CUST100075730,Offer Retention Discount,Retention,3,2026-07-08
CUST100063923,Recommend Plan Upgrade,Upsell,5,2026-07-17
CUST100031380,Offer Device Trade-In,Upsell,1,2026-07-18
CUST100015289,Invite to Loyalty Program,Loyalty,4,2026-07-19
CUST100073504,Recommend Plan Upgrade,Service,2,2026-07-02
CUST100084547,Schedule Win-back Call,Upsell,3,2026-07-21
CUST100070663,Recommend Plan Upgrade,Service,1,2026-07-02
CUST100059674,Schedule Win-back Call,Upsell,4,2026-07-18
CUST100063054,Offer Retention Discount,Upsell,1,2026-07-03
CUST100049025,Recommend Plan Upgrade,Loyalty,3,2026-07-18
CUST100034751,Send Proactive Outage Alert,Retention,1,2026-07-05
CUST100037693,Offer Device Trade-In,Service,4,2026-07-10
CUST100050695,Send Proactive Outage Alert,Service,1,2026-07-23
CUST100099370,Send Proactive Outage Alert,Retention,4,2026-07-23
CUST100018286,Offer Device Trade-In,Service,3,2026-07-10
CUST100072821,Send Proactive Outage Alert,Retention,4,2026-07-03
CUST100056622,Offer Device Trade-In,Service,4,2026-07-18
CUST100075407,Recommend Plan Upgrade,Upsell,3,2026-07-22
CUST100019817,Send Proactive Outage Alert,Loyalty,1,2026-07-22
CUST100057354,Invite to Loyalty Program,Service,2,2026-07-04
CUST100007322,Offer Device Trade-In,Service,1,2026-07-17
CUST100028393,Offer Retention Discount,Service,1,2026-07-12
CUST100039959,Offer Device Trade-In,Service,1,2026-07-20
CUST100087941,Send Proactive Outage Alert,Loyalty,3,2026-07-06
CUST100033546,Send Proactive Outage Alert,Loyalty,2,2026-07-11
CUST100035760,Send Proactive Outage Alert,Loyalty,5,2026-07-18
CUST100094944,Offer Retention Discount,Loyalty,4,2026-07-17
CUST100019687,Offer Retention Discount,Upsell,2,2026-07-06
CUST100034110,Invite to Loyalty Program,Retention,3,2026-07-15
CUST100076158,Send Proactive Outage Alert,Retention,5,2026-07-15
CUST100071793,Offer Retention Discount,Retention,5,2026-07-10
CUST100012968,Recommend Plan Upgrade,Loyalty,1,2026-07-16
CUST100073647,Offer Device Trade-In,Retention,2,2026-07-14
CUST100007470,Offer Device Trade-In,Retention,1,2026-07-03
CUST100060685,Send Proactive Outage Alert,Loyalty,3,2026-07-12
CUST100015551,Send Proactive Outage Alert,Loyalty,1,2026-07-17
CUST100007795,Offer Retention Discount,Service,3,2026-07-23
CUST100087313,Offer Device Trade-In,Service,5,2026-07-09
CUST100059749,Recommend Plan Upgrade,Loyalty,1,2026-07-22
CUST100099612,Send Proactive Outage Alert,Service,5,2026-07-16
CUST100035767,Invite to Loyalty Program,Service,1,2026-07-21
CUST100062704,Invite to Loyalty Program,Service,4,2026-07-09
CUST100032543,Send Proactive Outage Alert,Loyalty,4,2026-07-18
CUST100085075,Recommend Plan Upgrade,Loyalty,3,2026-07-05
CUST100009984,Invite to Loyalty Program,Loyalty,4,2026-07-21
CUST100077520,Recommend Plan Upgrade,Loyalty,4,2026-07-23
CUST100050524,Invite to Loyalty Program,Upsell,1,2026-07-18
CUST100016868,Send Proactive Outage Alert,Upsell,4,2026-07-21
CUST100035166,Offer Device Trade-In,Upsell,1,2026-07-07
CUST100041343,Offer Retention Discount,Upsell,1,2026-07-04
CUST100053625,Offer Retention Discount,Service,3,2026-07-03
CUST100074331,Offer Retention Discount,Upsell,2,2026-07-17
CUST100002273,Recommend Plan Upgrade,Retention,1,2026-07-02
CUST100096888,Offer Device Trade-In,Retention,1,2026-07-09
CUST100070757,Schedule Win-back Call,Loyalty,5,2026-07-16
CUST100049789,Send Proactive Outage Alert,Retention,5,2026-07-22
CUST100007970,Send Proactive Outage Alert,Retention,2,2026-07-13
CUST100032708,Schedule Win-back Call,Service,1,2026-07-03
CUST100093719,Offer Device Trade-In,Loyalty,2,2026-07-19
CUST100096664,Send Proactive Outage Alert,Upsell,2,2026-07-20
CUST100026706,Offer Retention Discount,Retention,2,2026-07-11
CUST100022761,Schedule Win-back Call,Loyalty,5,2026-07-17
CUST100045608,Offer Device Trade-In,Loyalty,5,2026-07-01
CUST100020778,Invite to Loyalty Program,Service,1,2026-07-11
CUST100026104,Offer Retention Discount,Loyalty,4,2026-07-06
CUST100073925,Schedule Win-back Call,Retention,1,2026-07-13
CUST100090705,Schedule Win-back Call,Service,5,2026-07-23
CUST100075509,Offer Device Trade-In,Upsell,3,2026-07-12
CUST100022477,Send Proactive Outage Alert,Service,1,2026-07-02
CUST100014526,Send Proactive Outage Alert,Upsell,4,2026-07-23
CUST100028414,Schedule Win-back Call,Retention,5,2026-07-08
CUST100031519,Offer Retention Discount,Service,4,2026-07-15
CUST100027799,Recommend Plan Upgrade,Upsell,5,2026-07-03
CUST100067061,Recommend Plan Upgrade,Upsell,2,2026-07-11
CUST100016705,Schedule Win-back Call,Service,3,2026-07-08
CUST100029751,Offer Device Trade-In,Retention,1,2026-07-17
CUST100018633,Invite to Loyalty Program,Retention,5,2026-07-13
CUST100020902,Recommend Plan Upgrade,Upsell,3,2026-07-13
CUST100038613,Offer Retention Discount,Loyalty,1,2026-07-22
CUST100031453,Invite to Loyalty Program,Upsell,5,2026-07-09
CUST100053440,Schedule Win-back Call,Loyalty,1,2026-07-14
CUST100069109,Send Proactive Outage Alert,Service,3,2026-07-02
CUST100018883,Recommend Plan Upgrade,Upsell,3,2026-07-03
CUST100009192,Invite to Loyalty Program,Upsell,4,2026-07-04
CUST100013895,Offer Device Trade-In,Upsell,4,2026-07-03
CUST100019966,Offer Device Trade-In,Retention,4,2026-07-16
CUST100051484,Schedule Win-back Call,Retention,5,2026-07-22
CUST100063093,Invite to Loyalty Program,Retention,3,2026-07-20
CUST100013588,Offer Retention Discount,Service,1,2026-07-18
CUST100095835,Offer Device Trade-In,Service,2,2026-07-18
CUST100019265,Invite to Loyalty Program,Upsell,3,2026-07-22
CUST100038188,Recommend Plan Upgrade,Upsell,3,2026-07-03
CUST100021367,Invite to Loyalty Program,Retention,5,2026-07-13
CUST100021843,Invite to Loyalty Program,Service,1,2026-07-12
CUST100006805,Offer Device Trade-In,Upsell,4,2026-07-03
CUST100088779,Offer Retention Discount,Retention,2,2026-07-16
CUST100020003,Offer Device Trade-In,Loyalty,5,2026-07-06
CUST100092126,Offer Retention Discount,Upsell,5,2026-07-18
CUST100006204,Offer Device Trade-In,Upsell,5,2026-07-07
CUST100016335,Invite to Loyalty Program,Service,4,2026-07-05
CUST100035526,Schedule Win-back Call,Upsell,5,2026-07-11
CUST100081000,Invite to Loyalty Program,Retention,1,2026-07-05
CUST100063662,Recommend Plan Upgrade,Upsell,1,2026-07-14
CUST100076649,Send Proactive Outage Alert,Upsell,2,2026-07-17
CUST100060805,Send Proactive Outage Alert,Upsell,2,2026-07-20
CUST100022780,Offer Device Trade-In,Upsell,4,2026-07-17
CUST100062242,Invite to Loyalty Program,Upsell,3,2026-07-06
CUST100060118,Recommend Plan Upgrade,Loyalty,2,2026-07-05
CUST100057170,Offer Retention Discount,Upsell,4,2026-07-17
CUST100069069,Invite to Loyalty Program,Loyalty,1,2026-07-12
CUST100015176,Invite to Loyalty Program,Retention,1,2026-07-18
CUST100084120,Send Proactive Outage Alert,Service,5,2026-07-21
CUST100088003,Offer Retention Discount,Retention,2,2026-07-22
CUST100048980,Schedule Win-back Call,Service,5,2026-07-13
CUST100046958,Send Proactive Outage Alert,Retention,3,2026-07-20
CUST100080224,Recommend Plan Upgrade,Upsell,1,2026-07-03
CUST100000638,Send Proactive Outage Alert,Service,3,2026-07-10
CUST100063407,Send Proactive Outage Alert,Service,4,2026-07-10
CUST100026613,Offer Device Trade-In,Upsell,3,2026-07-21
CUST100014987,Offer Retention Discount,Service,2,2026-07-08
CUST100039065,Schedule Win-back Call,Service,2,2026-07-12
CUST100086416,Recommend Plan Upgrade,Service,5,2026-07-05
CUST100022453,Offer Retention Discount,Loyalty,5,2026-07-18
CUST100009056,Invite to Loyalty Program,Loyalty,3,2026-07-05
CUST100096513,Offer Retention Discount,Loyalty,2,2026-07-08
CUST100069726,Send Proactive Outage Alert,Loyalty,4,2026-07-23
CUST100038046,Offer Device Trade-In,Upsell,2,2026-07-14
CUST100047354,Recommend Plan Upgrade,Service,3,2026-07-09
CUST100021199,Recommend Plan Upgrade,Upsell,2,2026-07-18
CUST100079873,Recommend Plan Upgrade,Loyalty,4,2026-07-10
CUST100074818,Offer Device Trade-In,Loyalty,3,2026-07-08
CUST100083290,Invite to Loyalty Program,Loyalty,1,2026-07-04
CUST100048851,Recommend Plan Upgrade,Loyalty,1,2026-07-22
CUST100088243,Send Proactive Outage Alert,Service,1,2026-07-16
CUST100032575,Offer Device Trade-In,Retention,5,2026-07-05
CUST100034976,Send Proactive Outage Alert,Retention,5,2026-07-16
CUST100012279,Offer Device Trade-In,Loyalty,5,2026-07-22
CUST100008437,Offer Device Trade-In,Upsell,3,2026-07-19
CUST100023766,Offer Device Trade-In,Upsell,5,2026-07-19
CUST100047901,Offer Retention Discount,Loyalty,4,2026-07-15
CUST100078111,Invite to Loyalty Program,Retention,5,2026-07-01
CUST100089549,Recommend Plan Upgrade,Upsell,4,2026-07-04
CUST100079567,Send Proactive Outage Alert,Loyalty,5,2026-07-02
CUST100040452,Schedule Win-back Call,Upsell,5,2026-07-03
CUST100022072,Schedule Win-back Call,Retention,3,2026-07-07
CUST100022389,Offer Retention Discount,Loyalty,3,2026-07-05
CUST100007314,Send Proactive Outage Alert,Loyalty,5,2026-07-04
CUST100072739,Recommend Plan Upgrade,Service,5,2026-07-02
CUST100003228,Offer Device Trade-In,Service,1,2026-07-01
CUST100056303,Offer Retention Discount,Upsell,1,2026-07-23
CUST100027393,Offer Retention Discount,Upsell,5,2026-07-11
CUST100045118,Invite to Loyalty Program,Retention,5,2026-07-20
CUST100016749,Offer Device Trade-In,Service,4,2026-07-21
CUST100025248,Invite to Loyalty Program,Service,1,2026-07-20
CUST100014270,Recommend Plan Upgrade,Service,2,2026-07-07
CUST100024995,Invite to Loyalty Program,Service,1,2026-07-15
CUST100078829,Recommend Plan Upgrade,Upsell,4,2026-07-02
CUST100043509,Invite to Loyalty Program,Service,1,2026-07-12
CUST100015432,Invite to Loyalty Program,Retention,5,2026-07-16
CUST100091460,Schedule Win-back Call,Service,3,2026-07-01
CUST100077626,Recommend Plan Upgrade,Loyalty,5,2026-07-07
CUST100072329,Send Proactive Outage Alert,Loyalty,2,2026-07-01
CUST100097921,Offer Device Trade-In,Retention,4,2026-07-21
CUST100077839,Send Proactive Outage Alert,Retention,1,2026-07-14
CUST100082897,Offer Retention Discount,Upsell,5,2026-07-11
CUST100070293,Recommend Plan Upgrade,Retention,5,2026-07-16
CUST100016216,Offer Device Trade-In,Upsell,5,2026-07-12
CUST100068590,Offer Device Trade-In,Upsell,5,2026-07-23
CUST100048563,Offer Retention Discount,Retention,2,2026-07-05
CUST100022252,Offer Device Trade-In,Loyalty,4,2026-07-06
CUST100054203,Offer Retention Discount,Loyalty,1,2026-07-10
CUST100074995,Send Proactive Outage Alert,Upsell,1,2026-07-17
CUST100028118,Schedule Win-back Call,Upsell,4,2026-07-17
CUST100045194,Offer Device Trade-In,Retention,3,2026-07-21
CUST100025691,Schedule Win-back Call,Loyalty,2,2026-07-23
CUST100056241,Offer Device Trade-In,Upsell,1,2026-07-15
CUST100012439,Schedule Win-back Call,Retention,3,2026-07-19
CUST100030431,Offer Retention Discount,Retention,3,2026-07-07
CUST100096151,Send Proactive Outage Alert,Upsell,5,2026-07-22
CUST100056665,Offer Retention Discount,Upsell,2,2026-07-12
CUST100097222,Invite to Loyalty Program,Loyalty,3,2026-07-20
CUST100017136,Send Proactive Outage Alert,Upsell,3,2026-07-16
CUST100031774,Invite to Loyalty Program,Service,4,2026-07-14
CUST100056704,Recommend Plan Upgrade,Service,3,2026-07-13
CUST100011904,Offer Device Trade-In,Service,5,2026-07-14
CUST100043753,Recommend Plan Upgrade,Loyalty,4,2026-07-07
CUST100070278,Offer Retention Discount,Retention,1,2026-07-19
CUST100064353,Schedule Win-back Call,Upsell,1,2026-07-22
CUST100091473,Recommend Plan Upgrade,Service,5,2026-07-20
CUST100050186,Offer Retention Discount,Retention,5,2026-07-02
CUST100073454,Recommend Plan Upgrade,Loyalty,4,2026-07-12
CUST100069088,Recommend Plan Upgrade,Upsell,5,2026-07-04
CUST100053787,Recommend Plan Upgrade,Retention,5,2026-07-05
CUST100072394,Send Proactive Outage Alert,Retention,2,2026-07-08
CUST100093517,Recommend Plan Upgrade,Loyalty,2,2026-07-19
CUST100033296,Offer Device Trade-In,Retention,1,2026-07-16
CUST100036120,Schedule Win-back Call,Upsell,2,2026-07-15
CUST100037816,Offer Retention Discount,Upsell,5,2026-07-12
CUST100039139,Offer Device Trade-In,Retention,4,2026-07-13
CUST100049609,Offer Device Trade-In,Loyalty,1,2026-07-13
CUST100069869,Recommend Plan Upgrade,Retention,2,2026-07-15
CUST100031918,Send Proactive Outage Alert,Retention,2,2026-07-06
CUST100075342,Recommend Plan Upgrade,Retention,5,2026-07-02
CUST100069694,Recommend Plan Upgrade,Service,1,2026-07-13
CUST100069997,Invite to Loyalty Program,Upsell,5,2026-07-21
CUST100089201,Send Proactive Outage Alert,Retention,2,2026-07-03
CUST100076349,Offer Retention Discount,Retention,3,2026-07-19
CUST100018293,Recommend Plan Upgrade,Loyalty,2,2026-07-06
CUST100026896,Send Proactive Outage Alert,Upsell,2,2026-07-15
CUST100068416,Recommend Plan Upgrade,Upsell,2,2026-07-06
CUST100038154,Recommend Plan Upgrade,Retention,2,2026-07-07
CUST100073709,Offer Retention Discount,Upsell,1,2026-07-06
CUST100063076,Recommend Plan Upgrade,Loyalty,3,2026-07-15
CUST100025091,Invite to Loyalty Program,Service,5,2026-07-23
CUST100059486,Invite to Loyalty Program,Retention,4,2026-07-16
CUST100036195,Send Proactive Outage Alert,Upsell,4,2026-07-22
CUST100000632,Send Proactive Outage Alert,Upsell,4,2026-07-13
CUST100063915,Invite to Loyalty Program,Retention,2,2026-07-02
CUST100071585,Offer Retention Discount,Service,4,2026-07-18
CUST100038765,Schedule Win-back Call,Retention,5,2026-07-07
CUST100084504,Send Proactive Outage Alert,Retention,1,2026-07-03
CUST100012890,Offer Device Trade-In,Retention,5,2026-07-15
CUST100045865,Recommend Plan Upgrade,Loyalty,2,2026-07-08
CUST100047377,Schedule Win-back Call,Retention,5,2026-07-01
CUST100002389,Invite to Loyalty Program,Loyalty,2,2026-07-05
CUST100010201,Offer Retention Discount,Retention,3,2026-07-05
CUST100097857,Offer Device Trade-In,Upsell,3,2026-07-03
CUST100001279,Offer Retention Discount,Retention,5,2026-07-13
CUST100096823,Offer Retention Discount,Service,4,2026-07-19
CUST100063675,Recommend Plan Upgrade,Service,2,2026-07-02
CUST100098692,Recommend Plan Upgrade,Retention,1,2026-07-16
CUST100002816,Send Proactive Outage Alert,Service,4,2026-07-01
CUST100018964,Offer Retention Discount,Service,2,2026-07-18
CUST100048199,Schedule Win-back Call,Upsell,3,2026-07-13
CUST100097080,Offer Device Trade-In,Service,5,2026-07-16
CUST100080455,Invite to Loyalty Program,Service,2,2026-07-22
CUST100093926,Invite to Loyalty Program,Loyalty,4,2026-07-09
CUST100010850,Offer Device Trade-In,Service,4,2026-07-21
CUST100007985,Invite to Loyalty Program,Retention,4,2026-07-07
CUST100092768,Schedule Win-back Call,Loyalty,2,2026-07-02
CUST100064454,Recommend Plan Upgrade,Service,5,2026-07-19
CUST100005282,Send Proactive Outage Alert,Upsell,4,2026-07-07
CUST100073195,Recommend Plan Upgrade,Service,4,2026-07-15
CUST100072193,Invite to Loyalty Program,Service,4,2026-07-22
CUST100003811,Schedule Win-back Call,Loyalty,1,2026-07-05
CUST100083733,Offer Device Trade-In,Loyalty,5,2026-07-16
CUST100033088,Schedule Win-back Call,Upsell,1,2026-07-14
CUST100007195,Send Proactive Outage Alert,Loyalty,2,2026-07-21
CUST100087818,Send Proactive Outage Alert,Retention,4,2026-07-08
CUST100053792,Send Proactive Outage Alert,Loyalty,4,2026-07-13
CUST100029647,Schedule Win-back Call,Upsell,4,2026-07-18
CUST100064490,Offer Retention Discount,Retention,2,2026-07-17
CUST100063425,Schedule Win-back Call,Upsell,5,2026-07-12
CUST100020792,Offer Retention Discount,Loyalty,1,2026-07-06
CUST100052649,Offer Retention Discount,Retention,2,2026-07-09
CUST100009625,Offer Retention Discount,Loyalty,2,2026-07-03
CUST100042111,Offer Retention Discount,Service,5,2026-07-12
CUST100045996,Recommend Plan Upgrade,Upsell,2,2026-07-02
CUST100038695,Invite to Loyalty Program,Retention,5,2026-07-13
CUST100015929,Offer Device Trade-In,Upsell,1,2026-07-19
CUST100007546,Recommend Plan Upgrade,Loyalty,4,2026-07-03
CUST100061984,Send Proactive Outage Alert,Retention,5,2026-07-17
CUST100037571,Recommend Plan Upgrade,Loyalty,5,2026-07-07
CUST100002884,Recommend Plan Upgrade,Service,4,2026-07-18
CUST100080034,Offer Device Trade-In,Loyalty,3,2026-07-10
CUST100065515,Offer Retention Discount,Service,3,2026-07-20
CUST100054044,Schedule Win-back Call,Retention,1,2026-07-16
CUST100064082,Recommend Plan Upgrade,Retention,5,2026-07-15
CUST100010407,Send Proactive Outage Alert,Upsell,1,2026-07-01
CUST100062020,Schedule Win-back Call,Loyalty,1,2026-07-16
CUST100019674,Offer Retention Discount,Upsell,1,2026-07-10
CUST100060970,Send Proactive Outage Alert,Upsell,1,2026-07-20
CUST100053863,Offer Retention Discount,Loyalty,3,2026-07-06
CUST100073814,Recommend Plan Upgrade,Retention,2,2026-07-12
CUST100024722,Recommend Plan Upgrade,Service,4,2026-07-03
CUST100021752,Invite to Loyalty Program,Retention,3,2026-07-14
CUST100046716,Offer Retention Discount,Retention,2,2026-07-11
CUST100075239,Invite to Loyalty Program,Service,4,2026-07-22
CUST100016800,Send Proactive Outage Alert,Service,1,2026-07-14
CUST100012787,Offer Retention Discount,Retention,2,2026-07-04
CUST100031905,Offer Device Trade-In,Upsell,5,2026-07-14
CUST100029252,Send Proactive Outage Alert,Loyalty,1,2026-07-15
CUST100095238,Offer Retention Discount,Service,2,2026-07-07
CUST100021647,Offer Retention Discount,Service,3,2026-07-09
CUST100006058,Recommend Plan Upgrade,Loyalty,1,2026-07-15
CUST100070770,Invite to Loyalty Program,Service,1,2026-07-14
CUST100014343,Offer Device Trade-In,Upsell,1,2026-07-01
CUST100074942,Offer Retention Discount,Loyalty,5,2026-07-11
CUST100067456,Send Proactive Outage Alert,Upsell,5,2026-07-02
CUST100077474,Offer Retention Discount,Service,4,2026-07-20
CUST100034801,Schedule Win-back Call,Service,5,2026-07-21
CUST100003665,Offer Retention Discount,Service,3,2026-07-18
CUST100097960,Offer Retention Discount,Retention,2,2026-07-19
CUST100046191,Offer Retention Discount,Loyalty,1,2026-07-08
CUST100035056,Invite to Loyalty Program,Service,3,2026-07-02
CUST100095647,Recommend Plan Upgrade,Retention,2,2026-07-17
CUST100021637,Offer Device Trade-In,Loyalty,5,2026-07-23
CUST100010065,Invite to Loyalty Program,Upsell,1,2026-07-05
CUST100087109,Recommend Plan Upgrade,Service,3,2026-07-15
CUST100090841,Offer Retention Discount,Upsell,4,2026-07-06
CUST100000706,Send Proactive Outage Alert,Service,5,2026-07-01
CUST100050233,Schedule Win-back Call,Retention,1,2026-07-11
CUST100067781,Schedule Win-back Call,Service,4,2026-07-22
CUST100063738,Schedule Win-back Call,Upsell,4,2026-07-01
CUST100053620,Schedule Win-back Call,Loyalty,1,2026-07-22
CUST100023059,Invite to Loyalty Program,Service,2,2026-07-01
CUST100036871,Invite to Loyalty Program,Service,4,2026-07-17
CUST100033965,Offer Device Trade-In,Loyalty,4,2026-07-23
CUST100089693,Recommend Plan Upgrade,Upsell,3,2026-07-17
CUST100079266,Offer Retention Discount,Retention,1,2026-07-02
CUST100050246,Offer Device Trade-In,Service,3,2026-07-08
CUST100060535,Recommend Plan Upgrade,Loyalty,5,2026-07-01
CUST100056778,Send Proactive Outage Alert,Upsell,5,2026-07-08
CUST100091004,Schedule Win-back Call,Upsell,4,2026-07-11
CUST100032609,Send Proactive Outage Alert,Retention,3,2026-07-08
CUST100054938,Offer Retention Discount,Retention,5,2026-07-07
CUST100027485,Recommend Plan Upgrade,Upsell,4,2026-07-01
CUST100036830,Offer Device Trade-In,Loyalty,5,2026-07-18
CUST100034507,Offer Device Trade-In,Service,5,2026-07-12
CUST100059753,Send Proactive Outage Alert,Service,4,2026-07-23
CUST100045151,Schedule Win-back Call,Retention,5,2026-07-20
CUST100067007,Send Proactive Outage Alert,Upsell,2,2026-07-09
CUST100024810,Send Proactive Outage Alert,Loyalty,5,2026-07-12
CUST100075857,Recommend Plan Upgrade,Service,5,2026-07-09
CUST100010216,Offer Device Trade-In,Retention,3,2026-07-23
CUST100023310,Recommend Plan Upgrade,Loyalty,4,2026-07-08
CUST100011629,Invite to Loyalty Program,Retention,2,2026-07-19
CUST100083836,Offer Device Trade-In,Service,5,2026-07-11
CUST100056775,Invite to Loyalty Program,Service,4,2026-07-21
CUST100073616,Offer Retention Discount,Retention,5,2026-07-04
CUST100065031,Send Proactive Outage Alert,Loyalty,2,2026-07-23
CUST100077408,Offer Retention Discount,Retention,3,2026-07-05
CUST100032805,Invite to Loyalty Program,Service,4,2026-07-16
CUST100020213,Schedule Win-back Call,Service,2,2026-07-14
CUST100095512,Schedule Win-back Call,Retention,3,2026-07-20
CUST100027405,Invite to Loyalty Program,Loyalty,4,2026-07-14
CUST100059025,Offer Device Trade-In,Loyalty,5,2026-07-09
CUST100056456,Schedule Win-back Call,Upsell,3,2026-07-11
CUST100000324,Invite to Loyalty Program,Service,1,2026-07-18
CUST100094434,Offer Device Trade-In,Retention,3,2026-07-17
CUST100056544,Offer Retention Discount,Upsell,1,2026-07-16
CUST100085254,Offer Device Trade-In,Service,2,2026-07-04
CUST100016960,Recommend Plan Upgrade,Upsell,2,2026-07-06
CUST100063781,Invite to Loyalty Program,Upsell,3,2026-07-11
CUST100078972,Offer Retention Discount,Retention,1,2026-07-10
CUST100073863,Offer Retention Discount,Upsell,3,2026-07-02
CUST100028265,Offer Device Trade-In,Retention,4,2026-07-05
CUST100066540,Schedule Win-back Call,Upsell,3,2026-07-05
CUST100080342,Send Proactive Outage Alert,Service,1,2026-07-05
CUST100048075,Offer Retention Discount,Service,3,2026-07-07
CUST100079210,Offer Retention Discount,Loyalty,4,2026-07-11
CUST100059713,Invite to Loyalty Program,Upsell,3,2026-07-15
CUST100036850,Schedule Win-back Call,Service,3,2026-07-12
CUST100094931,Offer Device Trade-In,Upsell,3,2026-07-01
CUST100037704,Offer Retention Discount,Loyalty,4,2026-07-01
CUST100025825,Schedule Win-back Call,Upsell,5,2026-07-11
CUST100026226,Recommend Plan Upgrade,Loyalty,5,2026-07-08
CUST100095586,Offer Device Trade-In,Service,5,2026-07-13
CUST100053506,Send Proactive Outage Alert,Service,2,2026-07-13
CUST100026797,Schedule Win-back Call,Upsell,3,2026-07-08
CUST100066889,Offer Device Trade-In,Retention,3,2026-07-10
CUST100089945,Schedule Win-back Call,Upsell,2,2026-07-11
CUST100022862,Invite to Loyalty Program,Service,1,2026-07-04
CUST100002281,Send Proactive Outage Alert,Retention,3,2026-07-06
CUST100010463,Invite to Loyalty Program,Retention,1,2026-07-11
CUST100054360,Invite to Loyalty Program,Upsell,5,2026-07-01
CUST100083790,Offer Device Trade-In,Upsell,3,2026-07-02
CUST100012755,Recommend Plan Upgrade,Service,5,2026-07-19
CUST100036044,Recommend Plan Upgrade,Loyalty,2,2026-07-13
CUST100005037,Schedule Win-back Call,Retention,5,2026-07-19
CUST100023093,Invite to Loyalty Program,Service,2,2026-07-09
CUST100073193,Recommend Plan Upgrade,Retention,5,2026-07-23
CUST100057808,Offer Retention Discount,Service,2,2026-07-08
CUST100033658,Send Proactive Outage Alert,Service,4,2026-07-01
CUST100010267,Recommend Plan Upgrade,Retention,5,2026-07-07
CUST100092224,Recommend Plan Upgrade,Retention,3,2026-07-05
CUST100050307,Schedule Win-back Call,Loyalty,5,2026-07-13
CUST100033693,Schedule Win-back Call,Loyalty,2,2026-07-07
CUST100047520,Offer Retention Discount,Loyalty,3,2026-07-23
CUST100022620,Invite to Loyalty Program,Upsell,2,2026-07-16
CUST100090492,Send Proactive Outage Alert,Upsell,4,2026-07-11
CUST100096703,Schedule Win-back Call,Service,2,2026-07-13
CUST100068396,Offer Retention Discount,Retention,2,2026-07-13
CUST100006682,Invite to Loyalty Program,Upsell,3,2026-07-16
CUST100055781,Send Proactive Outage Alert,Upsell,3,2026-07-16
CUST100072401,Offer Retention Discount,Upsell,2,2026-07-22
CUST100058472,Offer Retention Discount,Retention,5,2026-07-05
CUST100053218,Offer Retention Discount,Retention,1,2026-07-03
CUST100093233,Schedule Win-back Call,Service,1,2026-07-06
CUST100070398,Recommend Plan Upgrade,Retention,5,2026-07-04
CUST100067881,Send Proactive Outage Alert,Retention,2,2026-07-23
CUST100007498,Offer Device Trade-In,Upsell,3,2026-07-19
CUST100045252,Send Proactive Outage Alert,Loyalty,2,2026-07-22
CUST100045543,Recommend Plan Upgrade,Loyalty,1,2026-07-20
CUST100032013,Offer Device Trade-In,Upsell,3,2026-07-18
CUST100048529,Offer Device Trade-In,Service,4,2026-07-19
CUST100037370,Schedule Win-back Call,Upsell,5,2026-07-11
CUST100057933,Offer Retention Discount,Service,5,2026-07-07
CUST100023228,Invite to Loyalty Program,Loyalty,2,2026-07-03
CUST100028318,Send Proactive Outage Alert,Service,3,2026-07-06
CUST100024890,Invite to Loyalty Program,Upsell,5,2026-07-22
CUST100031745,Send Proactive Outage Alert,Upsell,1,2026-07-16
CUST100043503,Invite to Loyalty Program,Retention,1,2026-07-23
CUST100030571,Offer Retention Discount,Upsell,2,2026-07-08
CUST100098359,Offer Device Trade-In,Service,2,2026-07-19
CUST100005386,Schedule Win-back Call,Retention,5,2026-07-03
CUST100066782,Schedule Win-back Call,Service,1,2026-07-21
CUST100042031,Offer Retention Discount,Service,2,2026-07-04
CUST100094175,Schedule Win-back Call,Retention,5,2026-07-11
CUST100033289,Invite to Loyalty Program,Loyalty,1,2026-07-21
CUST100039188,Recommend Plan Upgrade,Loyalty,4,2026-07-06
CUST100049371,Schedule Win-back Call,Upsell,3,2026-07-09
CUST100072123,Schedule Win-back Call,Service,5,2026-07-19
CUST100027157,Schedule Win-back Call,Service,4,2026-07-23
CUST100087872,Recommend Plan Upgrade,Loyalty,1,2026-07-17
CUST100021026,Invite to Loyalty Program,Retention,2,2026-07-07
CUST100017184,Recommend Plan Upgrade,Loyalty,3,2026-07-15
CUST100054796,Recommend Plan Upgrade,Upsell,2,2026-07-12
CUST100040924,Offer Retention Discount,Loyalty,1,2026-07-23
CUST100039490,Send Proactive Outage Alert,Service,2,2026-07-04
CUST100054158,Offer Device Trade-In,Retention,5,2026-07-13
CUST100052320,Offer Device Trade-In,Upsell,3,2026-07-14
CUST100048224,Invite to Loyalty Program,Upsell,5,2026-07-09
