package_id,customer_id,package_name,bundled_services,discount_pct,start_date,end_date
PKGB1B212A032,CUST100047692,Device Protection Plan,Mobile Only Add-on,26.8,2018-02-07,2019-02-07 06:30:49
PKGF94FF44929,CUST100059879,Device Protection Plan,Mobile+Streaming,23.5,2019-09-04,2020-08-18 09:38:55
PKG7974DA13D0,CUST100015900,Triple Play Bundle,Internet+Security,14.0,2022-11-16,2023-08-16 00:19:57
PKG864919B3FE,CUST100003136,Device Protection Plan,Mobile+Streaming,18.5,2021-10-18,2023-02-26 13:42:10
PKGF5CAF6C07C,CUST100032978,Home Security Add-on,Mobile+Streaming,0.1,2022-10-12,2024-07-18 01:29:51
PKGEACF5C57B6,CUST100065490,Home Security Add-on,Mobile+Streaming,4.0,2019-02-21,2020-08-14 18:30:26
PKG6C6328F8BC,CUST100079715,Mobile + Streaming,Mobile+Streaming,0.4,2021-12-03,2022-10-21 08:49:15
PKG914EB0B6BE,CUST100055594,Device Protection Plan,Mobile+Streaming,19.9,2019-11-11,2020-10-14 12:44:02
PKG7B7097A171,CUST100081406,Home Security Add-on,Mobile+Streaming,16.8,2018-04-04,2019-12-05 04:13:32
PKG426930B1AB,CUST100093504,International Calling Pack,Mobile+Streaming,14.2,2020-07-02,2021-07-14 07:43:39
PKG5B55718AC6,CUST100050044,International Calling Pack,Mobile+Streaming,11.5,2019-09-23,2021-03-17 02:10:14
PKG8AC290D8FC,CUST100086459,International Calling Pack,Mobile+TV+Internet,24.0,2023-08-03,2025-05-30 10:53:11
PKGF366ACFB6E,CUST100044563,Mobile + Streaming,Mobile+TV+Internet,12.6,2021-02-28,2022-10-22 23:53:36
PKG668AA1DFBE,CUST100082117,Mobile + Streaming,Internet+Security,18.2,2019-07-06,2020-04-14 19:20:47
PKG57C9706653,CUST100084906,Triple Play Bundle,Internet+Security,5.9,2021-03-21,2023-01-13 06:26:15
PKGF907F1D826,CUST100093622,Triple Play Bundle,Internet+Security,22.4,2023-04-03,2024-07-08 14:42:48
PKGFB246D3072,CUST100021758,Device Protection Plan,Internet+Security,30.0,2021-04-24,2021-12-31 11:49:41
PKG9E54B17FD8,CUST100048082,Mobile + Streaming,Internet+Security,15.9,2018-02-11,2018-10-27 19:49:54
PKG6C02C90AC6,CUST100078336,Device Protection Plan,Internet+Security,6.7,2021-11-30,2023-10-30 08:15:05
PKG38F4ADEC62,CUST100036532,Mobile + Streaming,Internet+Security,11.3,2022-09-09,2024-01-03 13:24:48
PKG94221A4D79,CUST100045069,Device Protection Plan,Internet+Security,3.2,2020-11-18,2021-06-15 16:52:48
PKG0B80D6DF2F,CUST100011784,Device Protection Plan,Mobile+TV+Internet,27.1,2018-03-12,2019-07-15 15:44:38
PKGE4609D72D3,CUST100063045,Triple Play Bundle,Mobile+TV+Internet,15.2,2019-10-29,2021-04-12 05:27:22
PKG07403A8A55,CUST100016877,Mobile + Streaming,Mobile+TV+Internet,9.2,2020-02-13,2020-11-20 10:02:00
PKGF6423DBB6C,CUST100089817,Triple Play Bundle,Internet+Security,20.5,2025-09-03,2026-08-31 00:03:21
PKGC3E86866C8,CUST100069269,Device Protection Plan,Mobile Only Add-on,24.0,2020-04-09,2022-01-15 23:27:41
PKG4FD22EBBC6,CUST100021296,Device Protection Plan,Internet+Security,11.0,2020-03-21,2021-04-19 00:53:44
PKG3718EE9954,CUST100080296,Home Security Add-on,Mobile+TV+Internet,4.7,2021-09-11,2023-06-26 11:58:54
PKGC5913592AA,CUST100066524,Device Protection Plan,Internet+Security,4.0,2018-01-29,2019-08-18 08:39:32
PKGEE523B139B,CUST100050206,Home Security Add-on,Mobile Only Add-on,23.9,2022-07-04,2023-07-24 10:26:14
PKG74200739DA,CUST100096021,Home Security Add-on,Mobile Only Add-on,5.8,2025-08-25,2027-06-13 18:36:24
PKG9F2F83AC91,CUST100001360,Device Protection Plan,Mobile+Streaming,1.0,2025-07-01,2026-06-06 10:41:58
PKG19E08ACB40,CUST100063007,Triple Play Bundle,Mobile+TV+Internet,13.0,2024-10-07,2026-05-16 18:09:44
PKGC6B79BF801,CUST100080870,Device Protection Plan,Internet+Security,3.7,2023-04-27,2024-03-24 03:19:21
PKG0FE2E08931,CUST100099324,Device Protection Plan,Mobile Only Add-on,25.0,2020-01-30,2021-08-02 17:08:13
PKG95D6959BC1,CUST100076328,Mobile + Streaming,Mobile+TV+Internet,0.9,2018-01-17,2019-05-08 07:25:36
PKGEEB0FCF4E1,CUST100082443,Device Protection Plan,Mobile+TV+Internet,27.5,2019-02-04,2020-01-14 16:12:02
PKGC5F20FE132,CUST100031310,Triple Play Bundle,Mobile+Streaming,6.2,2025-11-02,2026-09-06 03:28:16
PKG3A5F278578,CUST100034421,Home Security Add-on,Mobile+Streaming,17.7,2023-04-17,2024-11-26 18:04:13
PKGDA15376804,CUST100050191,International Calling Pack,Mobile+TV+Internet,12.2,2018-12-17,2019-11-14 15:03:41
PKG3CC1A94A30,CUST100059613,Mobile + Streaming,Mobile+TV+Internet,21.2,2025-05-14,2027-01-05 10:41:43
PKG70C19049F6,CUST100083232,Home Security Add-on,Mobile+Streaming,16.7,2022-03-11,2022-12-02 23:07:05
PKG0A142B2692,CUST100085122,Device Protection Plan,Mobile+Streaming,29.1,2025-05-20,2026-02-05 13:58:29
PKG735C10C468,CUST100096102,Home Security Add-on,Internet+Security,17.0,2021-03-08,2022-06-04 01:41:43
PKGF3A25232B5,CUST100079132,Mobile + Streaming,Mobile+Streaming,6.7,2021-08-27,2022-10-27 09:59:34
PKG114CB0AD28,CUST100088624,Device Protection Plan,Internet+Security,10.4,2025-06-14,2026-12-27 15:53:30
PKGBB0F141BD9,CUST100010676,Mobile + Streaming,Mobile Only Add-on,6.9,2019-05-27,2020-08-12 07:40:45
PKG206E951BBC,CUST100082391,Device Protection Plan,Mobile Only Add-on,26.4,2021-12-13,2023-11-10 03:17:19
PKG2B48452815,CUST100012693,Triple Play Bundle,Internet+Security,15.1,2019-03-31,2019-10-03 06:00:56
PKG7226910272,CUST100020468,Mobile + Streaming,Internet+Security,0.2,2022-02-20,2023-05-08 15:23:52
PKGA7AAC1DF80,CUST100063869,Device Protection Plan,Internet+Security,26.9,2018-01-15,2018-08-13 10:11:04
PKG68E64D035E,CUST100061180,Home Security Add-on,Mobile Only Add-on,16.0,2022-09-11,2023-11-04 08:09:18
PKGAABD01EFFF,CUST100056601,Home Security Add-on,Mobile Only Add-on,0.9,2025-08-17,2027-07-29 02:59:25
PKGEED0355057,CUST100047087,Home Security Add-on,Mobile Only Add-on,24.1,2022-10-04,2023-07-23 01:25:02
PKG6BB5E03E07,CUST100093311,Mobile + Streaming,Mobile+Streaming,0.5,2025-02-14,2026-01-02 23:20:30
PKGDB62DE2A3E,CUST100043388,Triple Play Bundle,Mobile+Streaming,12.9,2022-08-16,2023-05-24 16:07:31
PKGB152D75D7D,CUST100082300,Device Protection Plan,Internet+Security,22.9,2020-04-03,2021-02-28 07:53:39
PKGF4D40DCCD7,CUST100089223,Triple Play Bundle,Mobile+TV+Internet,7.8,2019-04-15,2020-11-28 16:53:28
PKG1F4A81CA3A,CUST100046593,Home Security Add-on,Mobile Only Add-on,2.4,2021-01-30,2022-02-02 12:27:57
PKG85AB3C8529,CUST100016911,International Calling Pack,Mobile+TV+Internet,24.1,2020-04-14,2021-05-20 03:19:08
PKG44DDC6EC9D,CUST100002208,Mobile + Streaming,Mobile+Streaming,1.0,2019-07-09,2020-07-12 10:36:27
PKG32000BDDF5,CUST100089511,Device Protection Plan,Mobile Only Add-on,0.5,2022-12-25,2023-10-08 21:49:14
PKGAB39887426,CUST100005889,Mobile + Streaming,Mobile+Streaming,13.1,2020-05-12,2022-03-18 22:10:36
PKG0E5B690ACF,CUST100092820,Device Protection Plan,Mobile Only Add-on,16.3,2025-06-13,2026-02-09 06:01:59
PKG0DA2A1172C,CUST100020412,International Calling Pack,Mobile+TV+Internet,29.8,2019-12-22,2020-10-09 00:29:46
PKGE218D2771A,CUST100026429,Device Protection Plan,Mobile+TV+Internet,21.6,2019-01-20,2020-07-08 20:36:42
PKG7FBA22FFD4,CUST100011423,Mobile + Streaming,Internet+Security,7.5,2019-08-14,2020-06-15 14:06:27
PKGCBAA65A1A5,CUST100009863,Home Security Add-on,Mobile+Streaming,26.6,2019-07-24,2021-06-19 14:34:20
PKGFEFE50E8B3,CUST100001541,Device Protection Plan,Mobile+TV+Internet,19.0,2023-04-25,2024-04-12 04:49:59
PKGD94FF22A04,CUST100038319,Mobile + Streaming,Mobile+Streaming,22.2,2020-09-18,2022-07-19 21:32:04
PKGE9F196D95E,CUST100048713,Home Security Add-on,Mobile Only Add-on,18.5,2024-12-27,2026-05-23 18:48:44
PKGBB3AE934CC,CUST100082085,Device Protection Plan,Mobile+Streaming,11.8,2024-05-10,2026-05-01 02:50:17
PKGC0EC5D987F,CUST100075571,Device Protection Plan,Internet+Security,30.0,2021-09-28,2022-11-05 08:57:03
PKGDA71C2205A,CUST100023726,Home Security Add-on,Mobile Only Add-on,16.3,2023-06-26,2025-05-13 04:41:51
PKGCF86C076F2,CUST100080960,International Calling Pack,Mobile Only Add-on,3.0,2025-09-04,2026-03-07 03:33:10
PKG2A366284DA,CUST100012275,International Calling Pack,Internet+Security,17.9,2021-08-15,2022-07-16 19:55:55
PKG396B709621,CUST100041510,Home Security Add-on,Mobile+TV+Internet,4.1,2025-04-23,2026-06-06 07:33:41
PKG605EEF4680,CUST100028340,Triple Play Bundle,Mobile Only Add-on,13.6,2019-05-04,2021-03-24 13:12:17
PKG76FAC21C1F,CUST100055776,International Calling Pack,Internet+Security,9.9,2021-05-10,2023-03-26 09:20:33
PKGBEEBF2560D,CUST100094898,Device Protection Plan,Internet+Security,4.9,2025-11-22,2027-05-23 07:23:02
PKG98CBF35908,CUST100021505,Device Protection Plan,Internet+Security,6.0,2025-06-25,2026-06-26 14:08:31
PKG502F7D6756,CUST100075218,Triple Play Bundle,Mobile+TV+Internet,18.9,2022-07-09,2023-10-20 01:53:12
PKGD41ED4AB53,CUST100062761,Mobile + Streaming,Internet+Security,24.8,2023-01-19,2024-05-14 09:49:46
PKG8DA4507CC3,CUST100090953,International Calling Pack,Internet+Security,21.1,2019-05-23,2020-01-06 02:22:21
PKG34A0AD9A56,CUST100054051,International Calling Pack,Mobile+TV+Internet,9.1,2022-08-08,2023-08-18 23:15:16
PKG34147B8968,CUST100016303,Triple Play Bundle,Mobile+Streaming,13.3,2024-10-24,2026-03-28 18:26:48
PKGB0110ED71B,CUST100087607,Mobile + Streaming,Mobile+TV+Internet,16.2,2018-08-13,2019-08-25 13:40:35
PKG520E83B694,CUST100033678,Home Security Add-on,Mobile+TV+Internet,12.4,2025-09-27,2026-08-21 06:58:53
PKG04C2362159,CUST100030440,Device Protection Plan,Mobile+Streaming,7.8,2021-01-30,2022-08-31 07:43:15
PKGD6E20BDF55,CUST100093955,Device Protection Plan,Mobile Only Add-on,19.8,2018-01-15,2019-02-26 08:28:43
PKGA06C804034,CUST100018653,Triple Play Bundle,Mobile Only Add-on,24.9,2018-08-06,2019-08-18 12:58:32
PKG4F85598ECF,CUST100015388,Mobile + Streaming,Mobile Only Add-on,17.5,2021-12-07,2022-08-03 01:26:51
PKG737B6F0E59,CUST100038125,Triple Play Bundle,Mobile+Streaming,29.6,2022-09-25,2024-08-05 16:04:29
PKG1254DEF881,CUST100091634,Mobile + Streaming,Internet+Security,0.0,2020-07-20,2021-10-15 11:00:21
PKG86A001B740,CUST100096206,Mobile + Streaming,Internet+Security,2.6,2025-08-20,2027-03-15 13:08:11
PKGE1EDEF6257,CUST100067109,Mobile + Streaming,Mobile Only Add-on,16.7,2018-01-03,2019-11-14 19:24:40
PKG33F22FFE92,CUST100010744,Triple Play Bundle,Mobile+TV+Internet,25.8,2024-11-26,2025-05-27 12:57:18
PKGA3B368F98A,CUST100046653,International Calling Pack,Mobile Only Add-on,21.0,2020-11-24,2022-07-18 12:16:56
PKG9EC83DBEF4,CUST100017491,Mobile + Streaming,Mobile Only Add-on,24.5,2024-01-02,2025-08-25 06:15:03
PKG85142DBD07,CUST100053937,Home Security Add-on,Internet+Security,10.4,2025-03-10,2026-03-14 02:53:33
PKGE98151F0AE,CUST100087232,International Calling Pack,Mobile+Streaming,19.9,2023-06-26,2024-03-13 17:19:30
PKGBD63CD2CEF,CUST100078207,Device Protection Plan,Internet+Security,2.9,2018-11-15,2019-09-12 12:37:57
PKG0ACE222F0D,CUST100031148,Triple Play Bundle,Mobile Only Add-on,5.5,2023-06-12,2024-03-02 01:27:58
PKG48B98DBC1D,CUST100023457,Device Protection Plan,Mobile+TV+Internet,24.6,2019-05-30,2021-03-20 11:04:16
PKG702DA39C5E,CUST100018987,Home Security Add-on,Mobile+TV+Internet,4.2,2022-07-16,2023-10-23 16:08:03
PKG69CA88611E,CUST100071159,Triple Play Bundle,Internet+Security,2.3,2023-02-16,2023-10-30 23:02:07
PKGCB277530F9,CUST100012855,Mobile + Streaming,Mobile+Streaming,5.2,2025-04-14,2026-09-23 02:44:16
PKG3F434B5756,CUST100084055,Triple Play Bundle,Mobile+TV+Internet,25.2,2023-02-14,2024-11-24 00:04:27
PKG3B56C165FA,CUST100021960,Home Security Add-on,Internet+Security,3.6,2019-09-19,2020-10-29 14:02:04
PKGDE9C642D73,CUST100076004,Triple Play Bundle,Internet+Security,1.6,2022-01-13,2022-12-26 18:21:03
PKG8E4161FB83,CUST100075261,International Calling Pack,Mobile+Streaming,0.5,2021-04-25,2021-11-12 04:47:03
PKG25BB2461AD,CUST100016377,International Calling Pack,Internet+Security,21.1,2019-06-22,2020-12-14 05:59:09
PKG6A0BF6B91C,CUST100049637,Triple Play Bundle,Mobile+Streaming,19.3,2018-09-20,2020-03-26 04:50:01
PKG719E438F60,CUST100080365,Mobile + Streaming,Mobile Only Add-on,3.5,2025-11-11,2027-09-18 00:05:12
PKGA3D9E87A32,CUST100087572,Triple Play Bundle,Mobile+TV+Internet,28.0,2024-08-07,2025-09-09 05:14:58
PKG3E3421E847,CUST100027213,Device Protection Plan,Mobile+TV+Internet,8.0,2024-01-16,2025-11-24 03:19:35
PKG573991E8B6,CUST100028246,Mobile + Streaming,Mobile Only Add-on,8.0,2020-02-09,2020-11-15 18:40:58
PKGA128DBA00C,CUST100014941,Device Protection Plan,Mobile+Streaming,14.1,2023-04-23,2025-03-23 07:40:26
PKG3C8B0974A6,CUST100039644,Mobile + Streaming,Internet+Security,23.2,2019-11-25,2021-11-23 13:34:14
PKG810F8351AA,CUST100066011,Mobile + Streaming,Mobile+Streaming,15.4,2021-02-21,2022-07-09 08:00:42
PKG1208BA1BCB,CUST100053867,Home Security Add-on,Mobile+TV+Internet,8.3,2018-01-13,2019-04-20 07:30:15
PKG035526861D,CUST100069157,Home Security Add-on,Mobile Only Add-on,9.1,2018-07-04,2019-09-20 19:13:05
PKG9D7BC143D6,CUST100080632,Triple Play Bundle,Internet+Security,18.2,2020-05-23,2021-02-23 12:04:22
PKGD2025D45C4,CUST100088242,Device Protection Plan,Internet+Security,14.1,2023-06-06,2024-04-24 22:25:45
PKG4F3F1F6D55,CUST100011275,Device Protection Plan,Mobile+TV+Internet,14.0,2021-04-16,2022-10-08 02:37:06
PKG02E186647C,CUST100081106,Triple Play Bundle,Mobile Only Add-on,2.3,2018-08-09,2019-11-08 10:57:19
PKGEBF4D7CF30,CUST100014885,Triple Play Bundle,Mobile+Streaming,19.5,2018-11-06,2020-09-26 23:42:04
PKGC34FC39E28,CUST100006088,International Calling Pack,Internet+Security,22.9,2022-04-14,2022-10-25 11:57:28
PKG2BA5A3BD77,CUST100017642,Home Security Add-on,Mobile+Streaming,2.6,2025-09-18,2026-06-14 02:46:04
PKG0F036FBE7E,CUST100085935,Home Security Add-on,Mobile+TV+Internet,18.0,2021-12-05,2023-10-20 04:02:55
PKG5A3F8521BE,CUST100061998,Device Protection Plan,Internet+Security,13.9,2020-08-02,2022-02-21 10:17:32
PKG7228600394,CUST100049646,Device Protection Plan,Internet+Security,1.9,2020-06-10,2022-02-19 18:12:04
PKG54A88F3491,CUST100065118,Mobile + Streaming,Mobile Only Add-on,18.0,2023-04-27,2024-01-27 09:41:00
PKG787C4934C0,CUST100014255,Triple Play Bundle,Mobile+TV+Internet,25.4,2019-03-25,2020-06-02 06:47:45
PKG184C1A3644,CUST100041061,Triple Play Bundle,Mobile+Streaming,24.8,2021-01-13,2021-08-31 12:50:31
PKG6E601301F2,CUST100087416,International Calling Pack,Mobile+TV+Internet,11.3,2022-09-05,2023-08-03 09:10:57
PKG3E46500015,CUST100008235,Mobile + Streaming,Mobile Only Add-on,3.1,2023-04-21,2024-02-18 02:47:54
PKGA957B2A5AF,CUST100003152,Device Protection Plan,Mobile Only Add-on,28.4,2019-04-02,2021-03-27 14:19:37
PKG5B72CD47AA,CUST100027221,International Calling Pack,Mobile Only Add-on,16.5,2025-12-11,2026-12-10 18:03:40
PKG9BF81A0613,CUST100075310,Mobile + Streaming,Mobile+TV+Internet,22.2,2024-08-22,2025-10-15 22:43:56
PKGF302524ABE,CUST100081864,Device Protection Plan,Mobile+TV+Internet,12.0,2025-01-24,2026-01-27 10:26:24
PKG7EE8A2A617,CUST100055880,Home Security Add-on,Mobile Only Add-on,4.4,2023-11-20,2024-06-01 12:57:37
PKG8BDDCDDFB3,CUST100048534,Mobile + Streaming,Mobile+Streaming,1.3,2021-02-21,2022-08-03 06:17:46
PKGFF04908A68,CUST100051261,Device Protection Plan,Mobile Only Add-on,4.1,2018-09-08,2020-02-16 22:22:58
PKGC75EE28ACD,CUST100051781,Mobile + Streaming,Mobile+Streaming,23.1,2020-09-16,2022-04-25 09:32:21
PKG6F80A5382D,CUST100064228,Home Security Add-on,Mobile Only Add-on,28.7,2023-01-16,2024-11-10 15:26:13
PKG3898F3568A,CUST100054393,Home Security Add-on,Mobile Only Add-on,5.7,2020-04-01,2021-08-25 16:01:14
PKG6549319B05,CUST100072151,Home Security Add-on,Mobile+TV+Internet,22.3,2020-09-29,2021-07-13 04:26:25
PKG5B8DF9CAB0,CUST100047358,Triple Play Bundle,Mobile Only Add-on,14.4,2022-10-15,2024-07-02 14:25:52
PKGE619EBA10E,CUST100035901,International Calling Pack,Mobile+TV+Internet,8.7,2025-10-03,2027-01-25 22:34:25
PKG85279DECE4,CUST100048420,Home Security Add-on,Mobile+Streaming,11.7,2023-01-16,2023-09-13 11:32:07
PKGA38E141793,CUST100067376,Triple Play Bundle,Mobile+TV+Internet,3.0,2025-07-08,2026-09-26 00:59:10
PKGE7C9E0417E,CUST100024895,Home Security Add-on,Mobile+Streaming,13.3,2023-11-15,2025-01-30 17:32:58
PKG72F545AFA4,CUST100036721,Device Protection Plan,Mobile Only Add-on,19.4,2020-05-26,2021-04-28 22:48:12
PKG22FC0CCFC8,CUST100056478,Mobile + Streaming,Internet+Security,29.8,2025-08-18,2026-07-26 19:57:02
PKG2D3E3406E6,CUST100085746,Device Protection Plan,Mobile Only Add-on,2.4,2020-09-04,2022-04-27 02:50:48
PKGE3DD89E30F,CUST100002615,Device Protection Plan,Internet+Security,1.3,2020-08-09,2021-06-15 03:49:04
PKG9249EB6FB9,CUST100035044,Triple Play Bundle,Mobile+Streaming,0.6,2024-09-01,2026-08-04 09:54:50
PKG3F87873742,CUST100026705,Mobile + Streaming,Mobile+TV+Internet,1.7,2019-01-01,2020-01-04 04:15:24
PKGA859BAE7C7,CUST100004129,Triple Play Bundle,Mobile Only Add-on,9.6,2020-02-06,2021-03-24 06:50:35
PKG65B536F97F,CUST100089921,Home Security Add-on,Mobile Only Add-on,8.5,2021-03-18,2023-02-26 06:24:46
PKG280DF564A3,CUST100057226,Device Protection Plan,Mobile+Streaming,25.1,2018-05-30,2019-11-02 07:48:45
PKGB0811BB4CA,CUST100066748,Mobile + Streaming,Internet+Security,9.6,2022-04-20,2022-11-08 01:57:59
PKG5CB602705D,CUST100013751,Device Protection Plan,Internet+Security,9.0,2018-01-18,2018-10-09 00:17:25
PKG900498178F,CUST100050037,Mobile + Streaming,Mobile+Streaming,3.9,2023-11-07,2025-05-07 01:54:01
PKGB38099C4AE,CUST100011726,Mobile + Streaming,Mobile Only Add-on,11.4,2022-09-28,2023-03-29 06:41:59
PKG13C4C33C02,CUST100077291,Device Protection Plan,Mobile+Streaming,6.8,2019-09-27,2020-11-04 13:48:16
PKG713A49899C,CUST100075776,Triple Play Bundle,Mobile+Streaming,18.0,2018-12-07,2020-09-29 04:42:56
PKG38D8BAA429,CUST100089381,Device Protection Plan,Mobile+Streaming,8.5,2018-12-21,2020-10-20 03:46:32
PKG1A2C6D3FD3,CUST100013682,International Calling Pack,Internet+Security,12.4,2020-06-22,2021-04-22 16:34:56
PKG4760156CE9,CUST100079187,Home Security Add-on,Mobile Only Add-on,19.9,2018-10-18,2020-07-11 18:23:00
PKGD041D2EE9F,CUST100096043,Triple Play Bundle,Mobile Only Add-on,25.0,2018-11-17,2019-10-17 18:13:55
PKGF88873969E,CUST100043538,Triple Play Bundle,Mobile Only Add-on,3.8,2024-01-15,2026-01-08 10:59:08
PKG5DCB422A5A,CUST100061951,Device Protection Plan,Mobile+Streaming,9.7,2023-03-09,2024-10-30 23:11:04
PKG0C63B2E5D0,CUST100067206,Home Security Add-on,Mobile+TV+Internet,4.5,2023-11-24,2025-08-23 14:11:11
PKG1362A12DF7,CUST100090032,Device Protection Plan,Mobile Only Add-on,14.8,2019-11-13,2020-05-20 09:02:00
PKGBC617DF304,CUST100068388,International Calling Pack,Internet+Security,11.4,2018-02-14,2018-12-14 13:56:59
PKGD788723790,CUST100061756,Device Protection Plan,Internet+Security,8.8,2024-04-11,2024-11-11 01:19:34
PKG71B0A738B7,CUST100033623,Device Protection Plan,Mobile+TV+Internet,20.1,2021-02-08,2022-04-10 07:34:12
PKG5D22570CC6,CUST100002360,International Calling Pack,Mobile Only Add-on,23.8,2021-11-22,2022-10-26 01:08:20
PKG821186CD79,CUST100068554,Device Protection Plan,Mobile+Streaming,1.3,2021-10-25,2023-05-11 19:35:11
PKGCB59A59ECA,CUST100001773,Mobile + Streaming,Mobile Only Add-on,8.5,2025-03-21,2025-10-12 10:34:51
PKG3AD9AF8958,CUST100015277,Triple Play Bundle,Internet+Security,29.9,2019-10-16,2020-08-06 22:42:56
PKG1FA192B192,CUST100028592,International Calling Pack,Mobile+TV+Internet,9.9,2018-05-18,2020-01-03 03:15:10
PKGEF6087D283,CUST100013035,Mobile + Streaming,Mobile+Streaming,8.1,2020-09-21,2022-07-30 01:33:10
PKG31F12A36D8,CUST100033265,Triple Play Bundle,Mobile+TV+Internet,4.1,2020-02-20,2021-07-13 03:26:18
PKG7812C70DFD,CUST100062480,Home Security Add-on,Internet+Security,26.3,2022-04-16,2022-10-14 01:53:32
PKG77B0CA2F46,CUST100042252,Triple Play Bundle,Mobile+TV+Internet,22.7,2024-06-28,2025-12-22 02:55:11
PKGDE5FAB31F5,CUST100059596,Triple Play Bundle,Mobile+Streaming,28.3,2024-08-03,2025-02-17 23:30:36
PKGDC258DCFAC,CUST100093980,International Calling Pack,Mobile Only Add-on,25.9,2021-02-13,2023-02-05 17:46:26
PKGB5451C6D2E,CUST100088375,Triple Play Bundle,Mobile+Streaming,8.8,2019-11-18,2021-11-02 06:34:26
PKGDF4C98B002,CUST100036075,International Calling Pack,Mobile Only Add-on,0.1,2021-11-03,2022-12-26 02:28:59
PKGC168643059,CUST100097364,Home Security Add-on,Mobile+Streaming,11.8,2019-04-10,2021-03-03 09:05:22
PKGD6D0C5C939,CUST100067369,Triple Play Bundle,Mobile+TV+Internet,20.3,2019-04-11,2019-10-23 09:12:45
PKG711D61CE4B,CUST100027008,International Calling Pack,Internet+Security,3.8,2024-11-09,2025-08-31 07:28:13
PKG42C6549229,CUST100086518,International Calling Pack,Mobile+TV+Internet,20.1,2023-11-11,2024-11-04 16:35:05
PKGA390649B0E,CUST100065620,Home Security Add-on,Mobile Only Add-on,15.2,2025-01-13,2026-06-04 08:20:57
PKGAD2D82D3B8,CUST100034715,Device Protection Plan,Mobile+TV+Internet,2.8,2020-03-19,2021-05-11 10:04:28
PKG5C23F2360E,CUST100077282,Device Protection Plan,Mobile Only Add-on,14.6,2022-06-27,2023-10-07 23:52:07
PKG41A4F995F7,CUST100080323,Device Protection Plan,Mobile Only Add-on,4.9,2025-02-17,2025-11-11 13:39:05
PKGB37DAD9DE9,CUST100049639,Device Protection Plan,Mobile+TV+Internet,13.4,2019-06-07,2021-01-01 02:17:31
PKG62491FC446,CUST100018038,Device Protection Plan,Mobile+Streaming,27.0,2022-07-04,2023-01-08 22:05:46
PKG368AD32D13,CUST100066905,Home Security Add-on,Mobile+TV+Internet,1.2,2022-01-02,2023-01-23 18:59:28
PKG403679CA48,CUST100041753,Mobile + Streaming,Mobile+Streaming,16.9,2019-08-30,2020-11-07 20:09:36
PKG940CCE6C84,CUST100070744,Triple Play Bundle,Internet+Security,12.6,2024-07-23,2025-09-08 00:46:58
PKGF91FC6FAAE,CUST100002021,Mobile + Streaming,Mobile+Streaming,10.2,2023-06-17,2024-07-22 03:21:56
PKG2D95738827,CUST100059090,Mobile + Streaming,Mobile+Streaming,2.3,2022-01-17,2023-10-25 21:36:41
PKG47228F895E,CUST100042220,Home Security Add-on,Mobile Only Add-on,24.2,2019-01-20,2020-06-16 07:25:42
PKGAE15A563EA,CUST100065761,Triple Play Bundle,Mobile+TV+Internet,15.4,2020-10-18,2021-11-15 21:09:40
PKG7BCEE5CEBA,CUST100051192,International Calling Pack,Mobile+Streaming,21.7,2023-12-03,2025-01-02 08:00:43
PKGA898295BE9,CUST100066888,Device Protection Plan,Mobile Only Add-on,14.0,2020-02-05,2020-12-01 14:46:09
PKGF55F5AB141,CUST100095114,Triple Play Bundle,Mobile+TV+Internet,24.3,2024-10-27,2026-02-06 23:44:49
PKG026C681EC6,CUST100036360,Device Protection Plan,Internet+Security,3.9,2024-02-26,2025-05-10 18:35:08
PKGA355123515,CUST100059075,Home Security Add-on,Mobile Only Add-on,6.9,2020-07-12,2021-01-26 15:08:07
PKG771D5ECDE6,CUST100050451,Mobile + Streaming,Mobile+Streaming,6.3,2023-03-16,2024-01-25 20:28:11
PKG86D507C8A8,CUST100077041,Home Security Add-on,Mobile+Streaming,5.7,2021-04-07,2022-08-24 02:21:59
PKG6D5E823D4B,CUST100015201,Mobile + Streaming,Mobile+TV+Internet,6.5,2024-08-03,2025-03-04 11:15:04
PKG4C1D4B347A,CUST100032753,International Calling Pack,Internet+Security,18.8,2018-05-01,2019-06-19 03:32:15
PKG9F8A1132A7,CUST100071967,Mobile + Streaming,Mobile Only Add-on,24.8,2019-07-31,2020-06-23 01:40:53
PKG78DF0B5312,CUST100068947,Triple Play Bundle,Mobile+Streaming,13.1,2025-04-09,2026-10-09 15:47:04
PKG961321D404,CUST100076989,Home Security Add-on,Mobile+Streaming,18.0,2020-01-01,2021-09-06 20:45:19
PKG27A7AF8CD3,CUST100023428,International Calling Pack,Mobile Only Add-on,17.7,2018-01-11,2019-03-05 13:52:12
PKG6AB620E016,CUST100040127,International Calling Pack,Mobile+Streaming,22.4,2025-07-23,2026-10-17 23:14:38
PKG20365F4137,CUST100021785,Home Security Add-on,Mobile Only Add-on,30.0,2024-05-28,2026-03-28 09:15:47
PKG5E9A5D8373,CUST100084125,Mobile + Streaming,Internet+Security,29.6,2023-05-27,2024-06-25 04:59:37
PKG2BA154EAEC,CUST100002821,International Calling Pack,Mobile+TV+Internet,3.4,2019-07-09,2021-05-03 00:49:12
PKG849D0E9976,CUST100027376,Mobile + Streaming,Mobile+TV+Internet,24.2,2018-12-15,2020-02-04 23:02:23
PKGD349B061F1,CUST100025534,International Calling Pack,Internet+Security,22.3,2018-07-29,2020-05-23 08:42:02
