dunning_id,customer_id,invoice_id,dunning_stage,notice_date,action_taken,resolved_flag
DUNC5165BDF16,CUST100035279,INV749B2884FE,First Notice,2026-05-07,SMS Sent,True
DUND68B95E7B4,CUST100031643,INVBFF86DC505,Reminder,2026-06-08,Service Restricted,True
DUN7A7A32BC1D,CUST100072355,INV44A322272D,Reminder,2026-02-25,Service Restricted,True
DUNAE7E51290B,CUST100063365,INVA5A89F0720,Final Notice,2026-03-09,Email Sent,False
DUNB54EA1A645,CUST100040576,INV4EF678ABF5,Final Notice,2026-03-27,Service Restricted,True
DUN94963D12B3,CUST100056151,INV27EB12EC9E,Final Notice,2026-06-06,Email Sent,False
DUN719D0D5CF8,CUST100078002,INV9A663041D9,First Notice,2026-06-02,Call Placed,True
DUN1C1F47094C,CUST100002899,INV5EAFA3D460,First Notice,2026-06-30,Call Placed,False
DUN83F2675D38,CUST100067561,INV2E602398AD,Reminder,2026-05-12,Call Placed,True
DUNE640C4FF04,CUST100032527,INV9F982E5415,Service Suspension,2026-07-06,Call Placed,False
DUN87076C79C9,CUST100046817,INVE12343246E,Reminder,2026-05-23,None,False
DUN2B4D807BC0,CUST100014539,INVBFF6004F97,Reminder,2026-05-06,Service Restricted,False
DUN0FCB4C8845,CUST100026619,INV572C3EDBB2,Service Suspension,2026-04-15,Call Placed,True
DUN8240DD90EC,CUST100060555,INVBE4B7D4699,Reminder,2026-02-27,None,True
DUN8FAFD34B15,CUST100056000,INV5F1866E12A,First Notice,2026-02-21,Email Sent,True
DUN1B6994C53D,CUST100013717,INV26328D0673,Reminder,2026-05-02,None,True
DUN7EDAE8ABEB,CUST100080819,INVF6A07527C5,Reminder,2026-03-18,Service Restricted,True
DUN74F4ADFBA1,CUST100028854,INV73B71D0498,First Notice,2026-04-27,None,False
DUND01B532949,CUST100006684,INVE215E72EC5,First Notice,2026-05-11,Call Placed,True
DUN1BBB9A9318,CUST100001605,INV41C6722687,First Notice,2026-03-07,SMS Sent,False
DUN3512DFC74E,CUST100088319,INV402B39DB3F,Final Notice,2026-01-28,Email Sent,True
DUN2B69F070DD,CUST100026267,INVFA03B4F2A7,Final Notice,2026-03-03,Email Sent,True
DUNAF15A3188F,CUST100051939,INVAE2F310255,Reminder,2026-04-11,Service Restricted,True
DUNACF0C7AB0E,CUST100073304,INV630CA595CB,Collections Referral,2026-04-11,Call Placed,True
DUN3C4F9895F9,CUST100042672,INVF32D00CEF7,First Notice,2026-04-27,None,True
DUN1315DD9AA8,CUST100069024,INV1DBF81FC30,Reminder,2026-03-09,None,False
DUN38C1F521F2,CUST100040197,INV79CC9836C9,Final Notice,2026-04-12,Service Restricted,True
DUN594915DA1B,CUST100062836,INVC79FD99B7A,Final Notice,2026-01-25,None,True
DUNF96CB48922,CUST100087009,INV0E3D05E801,Collections Referral,2026-03-21,Email Sent,True
DUNA044F2C489,CUST100003567,INV6FB03740C7,Reminder,2026-06-09,Email Sent,True
DUND9E176E80A,CUST100078100,INVEEBE6C73F9,Reminder,2026-01-01,Service Restricted,False
DUNCC9B2920C2,CUST100016450,INV495EEFCF03,First Notice,2026-06-17,Service Restricted,True
DUNDBE268FD42,CUST100018397,INV53F664B609,Final Notice,2026-06-03,Call Placed,True
DUN0491E6606D,CUST100076570,INV23615B4DD6,Final Notice,2026-01-14,Email Sent,False
DUNDAC25B5419,CUST100019594,INV42DD190812,Reminder,2026-04-10,Service Restricted,False
DUN0FAF93947F,CUST100048983,INVAB5EECCDA5,First Notice,2026-03-27,SMS Sent,True
DUN8F7CFC9EBD,CUST100068109,INV2624CB80BC,Reminder,2026-03-27,None,False
DUN97AB2D2D03,CUST100088223,INV11EB815BBF,Reminder,2026-02-15,SMS Sent,True
DUN08F6434618,CUST100026086,INV993CF6F651,Reminder,2026-07-19,Service Restricted,False
DUN34639A9992,CUST100087648,INVC70E784090,Final Notice,2026-07-21,Service Restricted,True
DUNBAF455A528,CUST100059319,INV62619242D0,Reminder,2026-07-04,SMS Sent,False
DUN287E6FCA78,CUST100060330,INVA574A1736D,First Notice,2026-04-15,None,True
DUN21AFFF16BC,CUST100043086,INV020606C7C9,Collections Referral,2026-03-19,SMS Sent,True
DUN914A35832C,CUST100019139,INVB8822B770F,Final Notice,2026-06-19,SMS Sent,False
DUN7EF3E266B1,CUST100004044,INV70564BD822,First Notice,2026-06-20,Call Placed,False
DUN2487BCCEC9,CUST100011785,INV8915A4328E,First Notice,2026-07-02,None,False
DUN38E3035304,CUST100082374,INVE3095F9A7A,Final Notice,2026-07-11,SMS Sent,True
DUNCC8FE34234,CUST100072905,INVA98A5BF68A,First Notice,2026-06-08,SMS Sent,True
DUN893EDA45D5,CUST100034496,INV66CB995797,Reminder,2026-05-09,None,False
DUN12DCBB9AC1,CUST100030012,INVE22AB76D64,Reminder,2026-05-05,Email Sent,False
DUNA0C43B1AF2,CUST100064370,INV196E7534BD,Service Suspension,2026-06-18,Call Placed,True
DUN94FEE2A99B,CUST100096214,INV18677E3709,First Notice,2026-05-18,Service Restricted,True
DUNE88734E280,CUST100088207,INV740B3E1292,First Notice,2026-05-28,Call Placed,True
DUNC21F42FA82,CUST100015002,INVC2B9C818BC,Reminder,2026-01-13,Email Sent,True
DUN8BE9F07A3E,CUST100045561,INV552B63148C,Final Notice,2026-06-15,None,True
DUND4D05CA4C6,CUST100092951,INVA421BF7915,First Notice,2026-04-30,None,True
DUN9D40DADE82,CUST100016161,INV793DDD8309,Reminder,2026-06-29,Service Restricted,False
DUN17D3D19004,CUST100067244,INVA5CA827726,Final Notice,2026-06-16,Email Sent,True
DUN7B999ED526,CUST100056393,INVAC684DA908,Reminder,2026-05-27,Email Sent,True
DUNF732D483B4,CUST100040511,INV762035F45A,Reminder,2026-03-14,Call Placed,False
DUN53AC72063B,CUST100038495,INV4A22D23E22,Final Notice,2026-05-10,Email Sent,True
DUNAD9C1A3A2C,CUST100092136,INV6099106624,Reminder,2026-01-15,Service Restricted,False
DUNF60671AEC6,CUST100042423,INV7BF45AC701,Final Notice,2026-04-03,None,False
DUN5C87C99E6C,CUST100074614,INVFD5D0D2F7F,Reminder,2026-05-04,Service Restricted,False
DUN2301F89F46,CUST100003734,INV7A13FDA4A8,Reminder,2026-06-02,SMS Sent,False
DUN83DA9D8A76,CUST100063987,INV3640C000C5,First Notice,2026-07-23,SMS Sent,True
DUNC1278A72F7,CUST100080988,INV293B5294F7,Final Notice,2026-04-17,SMS Sent,False
DUN085AA1CE8F,CUST100058672,INV9AE90A055D,Reminder,2026-06-13,Service Restricted,True
DUN695257E861,CUST100040127,INV003E9D5EF4,Reminder,2026-07-01,Call Placed,False
DUN2B6B15DB60,CUST100051400,INV14298997E3,First Notice,2026-01-09,SMS Sent,False
DUNE6CBEBFF16,CUST100027782,INVADCFD84707,Service Suspension,2026-04-30,Service Restricted,False
DUN721940AC39,CUST100051928,INV9CAF6EA97C,Reminder,2026-02-07,Service Restricted,True
DUN92FFD85BE1,CUST100023974,INVD7D976C926,Reminder,2026-04-08,Service Restricted,False
DUNB3958EA298,CUST100041697,INV75BF4FDAC0,Reminder,2026-01-10,SMS Sent,True
DUN065C81B918,CUST100034191,INV2FC87C6D35,Final Notice,2026-03-27,Service Restricted,False
DUN7E62CEDB31,CUST100065042,INVEB85EC836A,First Notice,2026-05-08,Email Sent,True
DUN67AA537C2E,CUST100074566,INVE1DA38B168,Collections Referral,2026-02-15,Email Sent,True
DUN1AD75FA3FE,CUST100002900,INVE00C8F9CE6,Final Notice,2026-03-22,None,True
DUN702C8D6CFD,CUST100054677,INV4BCBB49EFA,Service Suspension,2026-03-03,SMS Sent,True
DUNC8BE48C62F,CUST100046077,INV97D78A4CAA,First Notice,2026-05-07,Call Placed,True
DUNE8A945D077,CUST100027159,INV6F7C74249F,Reminder,2026-04-18,Call Placed,False
DUN174B4060E3,CUST100031722,INVF92F97EE5C,Reminder,2026-07-05,Email Sent,True
DUNEFB1DD9E72,CUST100080135,INVF82649CB59,Reminder,2026-01-17,SMS Sent,True
DUN09C668E462,CUST100037750,INVAFFB41B6BF,Reminder,2026-05-24,Email Sent,True
DUNC4483E5AC8,CUST100048968,INVBEF031EF4F,Final Notice,2026-03-24,Email Sent,True
DUN6D3A432387,CUST100037168,INV4409D5AADF,First Notice,2026-03-21,Service Restricted,False
DUN5BDBFC44E6,CUST100008734,INVC4DF928C81,Final Notice,2026-02-09,Service Restricted,True
DUN64BDC11E7F,CUST100089178,INVE330E209CE,Final Notice,2026-05-25,Email Sent,False
DUNCEED3363CC,CUST100025653,INV4B4D6BCCAC,Final Notice,2026-05-26,None,True
DUN7F306E06B2,CUST100019447,INV554EA4D8BD,Service Suspension,2026-01-19,Call Placed,True
DUNEABB9245BD,CUST100059606,INV01AAC76683,First Notice,2026-06-18,None,True
DUNE086DF3C97,CUST100024658,INV7CCFB07F49,Final Notice,2026-07-13,Email Sent,False
DUN3EDD7BC2AC,CUST100006562,INVA27ABB1019,Final Notice,2026-01-12,Service Restricted,False
DUNB96D81ACD3,CUST100056346,INV2DE71A563A,Reminder,2026-05-15,Email Sent,True
DUN0C9403139A,CUST100055160,INV246C41FE71,Final Notice,2026-05-12,Call Placed,True
DUNC2526C425E,CUST100071632,INV753FB4E719,Service Suspension,2026-07-01,Email Sent,True
DUN2A5793DA64,CUST100077751,INV4DF0C437BD,Reminder,2026-01-04,None,False
DUNB889884F4A,CUST100053783,INVD3ADF1B757,First Notice,2026-05-10,Email Sent,False
DUNCBF492AE8E,CUST100046927,INVC5980255F0,Reminder,2026-03-15,None,False
DUN7242B95079,CUST100044279,INVD55DE26D88,Collections Referral,2026-01-11,Service Restricted,False
DUNACE1807FDD,CUST100047076,INV6C61DAE429,Reminder,2026-02-15,Email Sent,False
DUN30EFA504C8,CUST100010010,INV247663D3A6,First Notice,2026-01-27,Email Sent,True
DUNFD2B7E9212,CUST100077344,INVEE79442754,First Notice,2026-06-29,Call Placed,False
DUNED40C856A7,CUST100025116,INVD536970108,Final Notice,2026-01-17,None,True
DUNDB2EA1F4B3,CUST100075091,INVBF7877461D,Reminder,2026-06-22,SMS Sent,False
DUN0E07C12B21,CUST100093815,INV59658C7FF5,Collections Referral,2026-05-24,None,False
DUNC91F860E6F,CUST100040908,INVE54247E0E0,Service Suspension,2026-07-03,None,True
DUN730485D8DF,CUST100035857,INVF606B31B13,First Notice,2026-04-04,Service Restricted,False
DUN87E9384617,CUST100085571,INVA46DCF04D3,Final Notice,2026-03-01,None,True
DUND4C1514974,CUST100015773,INVD28EA0D76C,Reminder,2026-01-17,Call Placed,True
DUN7C9D1E4382,CUST100050179,INV60CADB3AE3,First Notice,2026-07-11,Email Sent,True
DUN0781383D24,CUST100031067,INV9B1814704F,First Notice,2026-04-25,Service Restricted,False
DUN15C425BC50,CUST100096955,INVAFEC9A8AC1,Collections Referral,2026-06-18,Email Sent,True
DUNCAE01C0524,CUST100018502,INVB43CC93C56,Collections Referral,2026-07-03,Email Sent,False
DUNF27705E5E8,CUST100031770,INVAC45731338,First Notice,2026-07-04,Call Placed,True
DUN04842136B1,CUST100018961,INVBD21243718,Service Suspension,2026-01-08,None,True
DUNF464BD87F5,CUST100001469,INV5187C9439F,First Notice,2026-07-09,Call Placed,True
DUN2D4166E0AA,CUST100014747,INVD2636A236F,First Notice,2026-03-01,SMS Sent,False
DUNE8DAF65D8B,CUST100098046,INV43F6789D9F,Final Notice,2026-03-29,None,True
DUN46D833A177,CUST100094373,INVCA8EC99F46,Reminder,2026-05-02,Call Placed,True
DUN76A488E208,CUST100076813,INV35B8019EEB,Reminder,2026-06-27,Service Restricted,False
DUNC7A299A33B,CUST100018464,INVC54549030A,Reminder,2026-06-21,Service Restricted,False
DUNB30B5C7F9C,CUST100017160,INVE23304665E,First Notice,2026-02-17,None,True
DUN7B30C20C26,CUST100022103,INV966A2E6154,Reminder,2026-07-08,None,False
DUN1F790B3828,CUST100005290,INVEC9B0D2862,First Notice,2026-07-19,Call Placed,False
DUND89C0406A1,CUST100098192,INVA2212510B8,First Notice,2026-03-25,SMS Sent,False
DUNE57C2E38D8,CUST100085802,INVE18AD081D8,Reminder,2026-05-15,SMS Sent,False
DUN904761C156,CUST100024494,INVAE12696F31,Collections Referral,2026-07-17,Call Placed,True
DUNC03D44D17C,CUST100050783,INVB942E66665,First Notice,2026-07-22,Email Sent,False
DUND089F5BC46,CUST100096977,INV49A852FC40,Service Suspension,2026-04-13,None,False
DUN79F319695B,CUST100008553,INVEA0FC53C89,Reminder,2026-02-03,None,True
DUN5979FA8BB1,CUST100023570,INVAF092CAA65,Final Notice,2026-06-04,Call Placed,False
DUN684F80C3D7,CUST100035291,INVEFD8023FE2,Collections Referral,2026-06-09,None,False
DUNBBEEA8ABCF,CUST100097891,INVC181524A5E,Final Notice,2026-04-13,None,False
DUN6FF82AD104,CUST100072620,INVEF89386EA0,Reminder,2026-05-23,Email Sent,False
DUNCBD35CFCB3,CUST100009700,INVB42BC57A61,Service Suspension,2026-04-08,SMS Sent,True
DUNACDBBCB692,CUST100059482,INVE34D0AB268,Reminder,2026-01-23,Service Restricted,False
DUNDB22BDE17A,CUST100018603,INV9663033CE4,Reminder,2026-04-23,None,True
DUNA1329ADD00,CUST100081388,INV6BB8359E62,Reminder,2026-06-07,Service Restricted,True
DUNF662A6D1C6,CUST100051709,INV49E4A4571B,Reminder,2026-01-11,Call Placed,True
DUND5285A93B5,CUST100065509,INV98E765D34C,Reminder,2026-06-06,Email Sent,True
DUN4688C2AE77,CUST100014337,INV16B48332E3,Reminder,2026-06-09,Email Sent,True
DUN408C325E52,CUST100052870,INV7BE4020132,Reminder,2026-01-25,Service Restricted,True
DUN6D4F058640,CUST100087774,INVC039632F19,First Notice,2026-04-12,Email Sent,True
DUNA81A8E547D,CUST100017210,INV5D9F32E0CD,Reminder,2026-02-04,None,True
DUN992B47C091,CUST100092871,INV872D8A08F3,Final Notice,2026-02-27,Call Placed,False
DUN60B847CC41,CUST100098335,INV53BF618C79,Reminder,2026-04-24,SMS Sent,False
DUNA8D808F09C,CUST100060444,INV395E6F111A,Reminder,2026-05-25,Call Placed,True
DUN16F3D32963,CUST100029935,INVD80A19AD5C,First Notice,2026-03-06,Email Sent,True
DUN73C9A43B5A,CUST100098388,INVBD79CC885C,Reminder,2026-05-19,None,True
DUN0C111E9124,CUST100070519,INV4CF54C328C,Service Suspension,2026-06-25,Call Placed,False
DUN182AE595FB,CUST100000011,INV70C6DA797E,Reminder,2026-02-21,Email Sent,True
DUN052DE8C43F,CUST100033377,INV7B151D26BB,Final Notice,2026-05-04,SMS Sent,True
DUND251B38B45,CUST100060480,INVF66D49DCE9,Final Notice,2026-02-14,Call Placed,False
DUN16C21D3AF4,CUST100049352,INV3F65AAE45A,Reminder,2026-03-04,SMS Sent,False
DUN173574082B,CUST100035420,INV579554EFE0,Reminder,2026-04-02,Call Placed,True
DUN7F4E001AEB,CUST100012920,INV2A5E224CCD,Reminder,2026-03-21,Call Placed,True
DUN3BD48CC99C,CUST100066939,INV59EC6CCE50,Reminder,2026-07-08,Call Placed,False
DUN9383E765AD,CUST100021857,INV788BA49B23,Service Suspension,2026-02-02,SMS Sent,False
DUN8DB6B61655,CUST100044936,INV8C66AC5FCC,First Notice,2026-06-19,None,True
DUN579AE120E4,CUST100022858,INVBF281B9B06,Reminder,2026-01-12,None,True
DUN496B7FA505,CUST100097842,INV3390765FE4,Reminder,2026-05-17,SMS Sent,True
DUN71F3BAAC2F,CUST100028782,INV381A3F70DF,First Notice,2026-01-16,Call Placed,False
DUN71D3C843D8,CUST100068872,INVED0C1FD631,Final Notice,2026-07-21,Email Sent,True
DUNEA4FEAB7C3,CUST100064380,INVCA218F8DC4,Reminder,2026-01-19,SMS Sent,False
DUND540CFAA22,CUST100097390,INV1363B4B441,Reminder,2026-04-25,Service Restricted,True
DUN4A2D833576,CUST100019859,INV17F490A387,Collections Referral,2026-04-12,None,True
DUN1F2E1CB42A,CUST100091410,INVF533231373,Reminder,2026-06-14,Email Sent,False
DUND33BA9102B,CUST100048100,INVD0B013A05D,Reminder,2026-03-04,Service Restricted,True
DUNA288AF4BE1,CUST100070993,INVF68316D099,First Notice,2026-03-06,Email Sent,True
DUN53BE220552,CUST100010133,INVEAEDDEAE0A,First Notice,2026-07-12,Call Placed,True
DUN70C8D0C0C8,CUST100035483,INV044E096E4F,Reminder,2026-06-18,None,True
DUN31F868B0E0,CUST100044093,INV6DE583D304,Final Notice,2026-04-24,Email Sent,False
DUN5852F82B55,CUST100024376,INV291D76C945,Final Notice,2026-07-04,Service Restricted,True
DUNE17A22675E,CUST100048807,INV99743D1627,Final Notice,2026-07-21,None,True
DUN3AEFC2CE01,CUST100039134,INVAE99152442,Reminder,2026-07-16,None,True
DUNF55D730BD9,CUST100098072,INV9E2A38E465,Collections Referral,2026-07-16,None,False
DUNB56CAA1C64,CUST100050875,INVDC8AE31DCD,Collections Referral,2026-07-11,Service Restricted,False
DUN7BC863944F,CUST100070419,INV9ADF8B83F2,Reminder,2026-04-29,SMS Sent,False
DUN28ACE88693,CUST100005072,INVE5E79C3358,Final Notice,2026-04-13,None,True
DUNE36CDFE064,CUST100028440,INV59CE25163A,Final Notice,2026-07-21,None,False
DUNC19A8F9035,CUST100043706,INV3403811E45,Collections Referral,2026-02-28,Service Restricted,True
DUN07649D3823,CUST100077107,INV7E8BEF693A,First Notice,2026-04-06,Email Sent,True
DUN75FA8D085D,CUST100047033,INVB2167CDFF8,First Notice,2026-06-23,Email Sent,True
DUN9B423B9568,CUST100087757,INV70BA114927,Reminder,2026-04-01,None,True
DUN455D660E44,CUST100039563,INV47D7E5A2AA,Reminder,2026-01-15,Email Sent,True
DUN49E707ED8C,CUST100043140,INV4C36144692,Reminder,2026-01-29,SMS Sent,True
DUN405A7693B1,CUST100080868,INV5C624A8970,Reminder,2026-04-12,SMS Sent,False
DUNB0C390238E,CUST100074812,INVFB850EE345,Reminder,2026-01-24,Call Placed,True
DUNC0D7B41FA9,CUST100081674,INV2449E6F295,Collections Referral,2026-02-13,Email Sent,False
DUN9BBE856F59,CUST100083341,INV7E63181A92,Reminder,2026-06-05,Call Placed,True
DUN43F309D854,CUST100042469,INV3C676B9D8C,Reminder,2026-05-21,Call Placed,False
DUN1629DAE427,CUST100085208,INVE34F7B7C66,Reminder,2026-03-17,Call Placed,False
DUN4DA64BF5F1,CUST100007305,INV6ED0A75801,Reminder,2026-05-03,SMS Sent,False
DUNFD189E281B,CUST100008074,INVC46F5A8C0F,Reminder,2026-03-08,Call Placed,False
DUND35491A961,CUST100003174,INVE1CB200C79,Service Suspension,2026-02-04,Call Placed,False
DUN7D0CBDAC2A,CUST100025481,INV4E2AFB665C,Final Notice,2026-06-03,SMS Sent,True
DUN353E954C94,CUST100010542,INVF1EC41BE10,Collections Referral,2026-07-17,Email Sent,True
DUNB903A9F9B4,CUST100062093,INV9C0CB322D8,Final Notice,2026-02-28,Call Placed,False
DUN29C77A675F,CUST100010464,INV5CF3E06352,Final Notice,2026-01-29,None,True
DUNA6A9E28984,CUST100004131,INV6BB5F8C82E,First Notice,2026-02-01,Service Restricted,True
DUND69AFBBE14,CUST100006975,INV93229A4748,Collections Referral,2026-03-25,Service Restricted,False
DUN43A868B84D,CUST100064316,INV70639A701E,Service Suspension,2026-07-16,Service Restricted,True
DUN419D66D055,CUST100027204,INV99E7BF5BDA,Reminder,2026-06-18,Email Sent,False
DUN1DF56723AE,CUST100041011,INVB3704E77D5,Reminder,2026-05-15,Email Sent,False
DUN0E65D8C237,CUST100011763,INVCC1440E6D5,Final Notice,2026-03-29,SMS Sent,False
DUNCD3ADAF9C1,CUST100025209,INV6156F594B7,First Notice,2026-05-27,Email Sent,False
DUNC3E83F3691,CUST100029444,INV1FD138C77F,Collections Referral,2026-07-21,SMS Sent,False
DUN9B07F650C1,CUST100015159,INVF2041F41AF,Collections Referral,2026-01-26,Service Restricted,True
DUN8EEC386ECA,CUST100042557,INVDCBB8D060A,Collections Referral,2026-05-08,SMS Sent,True
DUND4633A1DD4,CUST100047922,INV0A14EF27CD,Reminder,2026-01-09,SMS Sent,False
DUN6CDC4723FC,CUST100048834,INVE630FEDD8B,Reminder,2026-02-11,Call Placed,False
DUNEFA62ED9D2,CUST100002557,INV129D01DFF1,Service Suspension,2026-06-01,None,True
DUN56120541F4,CUST100013998,INVD606CB96EC,Service Suspension,2026-04-05,Call Placed,True
DUN546BF73DA9,CUST100095575,INVBE8D032D5B,Service Suspension,2026-04-21,None,True
DUNAF96A5D926,CUST100072946,INV662AFC7439,Service Suspension,2026-01-27,Service Restricted,False
DUNCB2266B0F2,CUST100012550,INV7F0179256D,Final Notice,2026-01-15,SMS Sent,True
DUN614555E054,CUST100059205,INV571FC801FB,Final Notice,2026-01-05,None,True
DUN6D0C9CB3DE,CUST100066872,INVEC78791C6C,Reminder,2026-05-24,SMS Sent,False
DUND658AACE37,CUST100034854,INV9921AE8123,Final Notice,2026-03-13,Call Placed,False
DUN9BCF8B1C0D,CUST100017946,INVD851EF5B79,First Notice,2026-01-23,Call Placed,False
DUN6C74D30073,CUST100011286,INVF86EF4B589,First Notice,2026-06-15,Service Restricted,False
DUN29290D347F,CUST100093814,INVE5260B5D3C,Final Notice,2026-07-01,SMS Sent,True
DUN15FA6FE210,CUST100017236,INVE1E143C998,Reminder,2026-07-06,SMS Sent,False
DUNA7B93F67A8,CUST100089281,INV947AFFF61C,Reminder,2026-02-22,Call Placed,True
DUNBF7E1C79EB,CUST100087607,INV30C9A4D91C,Reminder,2026-03-07,None,True
DUN6265466ADA,CUST100004287,INV7E98112680,Service Suspension,2026-03-05,SMS Sent,False
DUN9B0311EFD9,CUST100037943,INV88D9BCE12A,Collections Referral,2026-01-03,Call Placed,True
DUN05500CE11B,CUST100089184,INVE00D3FDDFA,First Notice,2026-03-05,SMS Sent,False
DUN71D7A6553D,CUST100015414,INV15B003FBF8,Service Suspension,2026-01-07,Email Sent,False
DUN22B55F1F4E,CUST100037085,INVD33AAE3C36,Final Notice,2026-06-04,None,True
DUN9242766366,CUST100070095,INVC715649794,Reminder,2026-05-01,None,False
DUN514989FDE5,CUST100045731,INVDF6B629D00,Reminder,2026-02-27,None,True
DUNAE7C43F399,CUST100007965,INV1F852C1F6F,Reminder,2026-06-01,Call Placed,False
DUNAE49F3D64B,CUST100057250,INVDAE52F0607,Collections Referral,2026-01-04,Call Placed,True
DUNEEDFA1CB67,CUST100096749,INV50FB3CFBAA,Collections Referral,2026-03-25,Service Restricted,True
DUNB401BB7AE3,CUST100038740,INV6118398382,Reminder,2026-01-24,Service Restricted,True
DUN0B3CB08B74,CUST100071255,INV7E1A292695,Reminder,2026-03-16,None,False
DUN7708355AAF,CUST100098418,INV75F33E6374,Reminder,2026-04-10,Service Restricted,True
DUN8A0F8346B3,CUST100036532,INV6BF5943E9B,Reminder,2026-02-04,Service Restricted,True
DUNED7A2201FD,CUST100031446,INV7D929C12A1,Reminder,2026-04-29,SMS Sent,False
DUNE738EA7C7A,CUST100036756,INV5A63122EDC,Reminder,2026-07-20,None,True
DUN03F3C2100B,CUST100009075,INV50B4180AF8,Reminder,2026-01-25,Call Placed,True
DUN09009EB7EE,CUST100082822,INV25F6B1DDB7,Service Suspension,2026-03-10,Email Sent,True
DUNFFB46FE1E1,CUST100044605,INV6C2B26A259,Reminder,2026-06-26,Service Restricted,True
DUN54224D66A2,CUST100059324,INV98CB58DF17,Collections Referral,2026-06-05,None,False
DUNABC59A1338,CUST100067903,INVD8AE5CFD5B,Reminder,2026-07-13,Service Restricted,False
DUN3763115BA7,CUST100092311,INVB1D6F74B33,Reminder,2026-07-19,Call Placed,True
DUN27C122F7D0,CUST100054143,INV86C71D7E01,Reminder,2026-01-18,Service Restricted,False
DUN3FAE1FF448,CUST100053631,INVBB4472B368,Final Notice,2026-04-03,None,False
DUN7EDA685014,CUST100051017,INV1B99B1FDD8,Final Notice,2026-04-15,Email Sent,True
DUNBAAB27B712,CUST100067803,INV9E39B7FB38,First Notice,2026-06-21,None,True
DUNCEF6EDAB74,CUST100074299,INV579BD74AB7,Reminder,2026-05-07,Email Sent,True
DUND390A8902A,CUST100084854,INV0225D45A62,Reminder,2026-02-08,None,True
DUN670962D927,CUST100009173,INV08AC1962AB,First Notice,2026-07-22,Service Restricted,True
DUNF842ACDF56,CUST100070031,INV0E180C5079,Service Suspension,2026-02-13,Email Sent,True
DUN99C26CDE7E,CUST100001934,INV40BDEBEB45,Reminder,2026-07-08,Email Sent,False
DUN3A29E9E88E,CUST100042590,INVABB6EE787F,Final Notice,2026-06-25,Service Restricted,False
DUNEE7C0A04F5,CUST100042605,INV2ACF5F6697,First Notice,2026-01-21,Service Restricted,True
DUN1F44DBBD4B,CUST100033046,INV204D3A0111,Service Suspension,2026-06-03,Service Restricted,True
DUN533C3FC0DA,CUST100097214,INV98D5602DB1,First Notice,2026-06-05,Email Sent,True
DUN8CF0AA2A5A,CUST100056517,INV638BDE98B6,Final Notice,2026-05-22,Call Placed,True
DUN00C8BA9CB8,CUST100055096,INV681F845839,Final Notice,2026-02-17,Email Sent,True
DUNB5C6F69341,CUST100045004,INVCB908EDD29,Reminder,2026-06-07,Service Restricted,False
DUNDD0C0B362C,CUST100028205,INV79B4106A74,First Notice,2026-05-11,Call Placed,False
DUN65E598171D,CUST100027442,INV307C2F9F89,Reminder,2026-06-08,Service Restricted,False
DUN8BD3350730,CUST100097974,INV2DE9E7F6C7,Reminder,2026-05-23,Call Placed,False
DUN410D8CECE2,CUST100072807,INV31249F63AE,First Notice,2026-03-12,Call Placed,False
DUN15A9972754,CUST100015864,INV8CEC486F55,Reminder,2026-03-16,None,True
DUNF05855C405,CUST100071686,INV5C93F2EE80,First Notice,2026-06-01,Email Sent,False
DUN73001E805E,CUST100022594,INV2975808C9C,First Notice,2026-07-08,Call Placed,False
DUNEFEE31D23D,CUST100069718,INV6D1431A753,Final Notice,2026-07-18,SMS Sent,True
DUNDCDBD3518F,CUST100045092,INVCA61EB63B8,Reminder,2026-04-01,Call Placed,True
DUNE66E1CBDC7,CUST100085513,INV225B9192D3,First Notice,2026-05-22,None,False
DUNB29E69E0DD,CUST100038363,INVE90A1DA967,Service Suspension,2026-05-27,Call Placed,True
DUN8106BC5417,CUST100069709,INV4150F52A82,Reminder,2026-05-21,None,True
DUN5479E49905,CUST100048499,INV6859CD4ACE,First Notice,2026-01-10,Email Sent,True
DUN606502FD2C,CUST100080932,INV039AF55A7D,Service Suspension,2026-06-13,None,True
DUN6D73C15453,CUST100013025,INVE74EEC422A,First Notice,2026-02-08,Email Sent,False
DUN38D782AFAD,CUST100020288,INV66E5538821,Reminder,2026-05-04,Call Placed,False
DUNCAAE0DB738,CUST100024167,INV2841C539E6,Final Notice,2026-05-10,Email Sent,False
DUN37F044E3CF,CUST100093933,INVAFF749BC02,Reminder,2026-05-03,Call Placed,False
DUN6B63AA84A3,CUST100079992,INV9AB834E153,Reminder,2026-07-05,Call Placed,True
DUN021F20D669,CUST100067706,INV71CAC00F15,Reminder,2026-02-13,Call Placed,False
DUN21BDF52F45,CUST100072783,INV1297A2C3FF,First Notice,2026-07-09,Service Restricted,True
DUNB33DBBC0F2,CUST100004204,INVD25172A31A,Final Notice,2026-01-09,None,True
DUN5E05F677A6,CUST100080309,INVE7489EA7B4,Reminder,2026-01-23,SMS Sent,False
DUNFEC6E83D39,CUST100047244,INVB291D1C0ED,Reminder,2026-06-28,SMS Sent,False
DUN248B315732,CUST100068167,INV18DC855DA8,First Notice,2026-02-19,SMS Sent,True
DUNC04AB646F3,CUST100028374,INV63765B8B69,Reminder,2026-05-07,Call Placed,True
DUN4DEA66AF19,CUST100038563,INVD5A1EBCEE8,Reminder,2026-07-23,None,True
