plan_id,customer_id,plan_name,plan_type,monthly_fee_usd,data_allowance_gb,voice_minutes,sms_allowance,start_date
PLND56EAAA713,CUST100089344,Prepaid 5GB,Broadband,87.81,2,500,-1,2025-05-27
PLN3F1F63A8E8,CUST100052304,Unlimited Premium,Postpaid Mobile,62.54,2,-1,-1,2023-06-30
PLN574596E1F2,CUST100020853,Fiber 1Gbps,Postpaid Mobile,57.52,10,-1,100,2022-12-23
PLN455602A32D,CUST100018853,IoT Data Plan,Postpaid Mobile,21.65,-1,500,500,2023-07-31
PLN3516872CED,CUST100031131,Fiber 1Gbps,IoT,34.5,10,500,100,2017-02-16
PLN9F994A3531,CUST100003125,Fiber 1Gbps,Postpaid Mobile,100.83,5,-1,500,2018-04-04
PLN33E2F6C855,CUST100096476,Unlimited Basic,Postpaid Mobile,102.66,2,1000,100,2020-01-17
PLNC41F73D593,CUST100036362,Prepaid 5GB,Postpaid Mobile,36.99,5,-1,100,2026-04-03
PLN872534358B,CUST100039418,Unlimited Premium,Postpaid Mobile,81.51,20,500,-1,2026-06-04
PLN97B03A7121,CUST100054524,Unlimited Basic,Prepaid Mobile,116.97,10,500,100,2024-10-21
PLN73B6132F6E,CUST100073542,Family Share 10GB,Broadband,20.13,20,1000,500,2017-04-13
PLNE757A0092A,CUST100052982,Unlimited Premium,Postpaid Mobile,129.49,20,500,-1,2017-09-19
PLNB9A37D8D06,CUST100082569,Family Share 10GB,Postpaid Mobile,70.52,20,500,500,2018-03-25
PLN060BA99475,CUST100092183,Fiber 500Mbps,Postpaid Mobile,141.85,50,1000,-1,2021-08-27
PLNB1624F1A03,CUST100050023,Unlimited Basic,Prepaid Mobile,108.17,20,500,100,2025-07-18
PLN2C3F36E76B,CUST100071000,Fiber 1Gbps,Broadband,86.47,2,-1,-1,2016-09-15
PLN95270687CF,CUST100098637,Fiber 500Mbps,IoT,49.86,10,500,100,2020-07-13
PLNBAF4223850,CUST100092465,Prepaid 5GB,Postpaid Mobile,132.25,20,500,100,2018-05-13
PLNB7C73845F5,CUST100028301,Unlimited Premium,Postpaid Mobile,113.55,2,1000,-1,2018-07-09
PLN802461F3E1,CUST100091881,Prepaid 5GB,Postpaid Mobile,126.88,5,500,-1,2018-09-10
PLND27C02DF07,CUST100010540,IoT Data Plan,Postpaid Mobile,64.95,2,1000,100,2017-04-23
PLN0EA646BF83,CUST100085745,Fiber 500Mbps,Prepaid Mobile,136.15,10,1000,-1,2025-11-22
PLN549F2E02CB,CUST100032743,Unlimited Premium,IoT,71.36,10,1000,-1,2021-10-13
PLNF65300F1E2,CUST100050142,IoT Data Plan,Postpaid Mobile,36.14,10,1000,500,2015-08-20
PLNABCAD7CE70,CUST100068353,Fiber 500Mbps,Postpaid Mobile,80.92,20,1000,100,2022-10-01
PLN6EFAD069B1,CUST100091623,Unlimited Basic,Broadband,31.85,50,500,100,2018-08-08
PLN7BBC2F045C,CUST100036964,Prepaid 5GB,Postpaid Mobile,138.19,10,500,100,2024-03-04
PLNE4614B250C,CUST100077713,Fiber 1Gbps,Broadband,68.63,20,-1,-1,2026-04-27
PLN89DB920C8B,CUST100060470,Unlimited Premium,Postpaid Mobile,60.19,10,500,100,2017-07-27
PLN5652A4E3F5,CUST100002167,Fiber 500Mbps,Postpaid Mobile,116.11,2,-1,-1,2015-01-30
PLNB18D034A47,CUST100077263,Prepaid 5GB,Prepaid Mobile,66.91,20,1000,-1,2026-03-17
PLND042C6484F,CUST100077964,IoT Data Plan,Broadband,23.84,20,1000,500,2019-05-08
PLNE8BA5BC038,CUST100082840,Fiber 500Mbps,Broadband,147.67,10,1000,-1,2024-07-10
PLN6A98372C9A,CUST100016167,IoT Data Plan,Postpaid Mobile,48.55,20,1000,-1,2025-12-25
PLNBEB9FE4A91,CUST100075355,Unlimited Basic,Postpaid Mobile,60.53,2,500,500,2016-04-07
PLN0E728BEFF5,CUST100064737,Fiber 1Gbps,Broadband,56.46,50,1000,100,2017-04-22
PLNA46B0AFF04,CUST100078658,Unlimited Basic,Postpaid Mobile,144.51,-1,500,-1,2019-01-18
PLN62C6D56060,CUST100072017,Unlimited Basic,Postpaid Mobile,67.91,50,1000,500,2025-05-13
PLN9E86D646E3,CUST100090278,Fiber 500Mbps,Postpaid Mobile,27.52,10,500,100,2022-08-08
PLN380B13DB4C,CUST100029903,Unlimited Plus,Postpaid Mobile,97.44,5,1000,-1,2020-03-31
PLNDF12EE90DB,CUST100083559,Fiber 1Gbps,Postpaid Mobile,112.49,10,-1,500,2025-08-03
PLN83F9E81BDB,CUST100042327,Fiber 500Mbps,Prepaid Mobile,66.96,10,1000,-1,2021-09-23
PLND4D9CA2B09,CUST100083951,Unlimited Basic,Postpaid Mobile,111.59,5,-1,-1,2022-10-03
PLN436653E6FE,CUST100027533,Prepaid 5GB,Postpaid Mobile,47.36,50,1000,-1,2016-03-23
PLN67E8352D47,CUST100053267,Family Share 10GB,Prepaid Mobile,94.49,10,-1,-1,2020-07-27
PLN78A186B05E,CUST100003919,Family Share 10GB,Broadband,136.69,50,-1,-1,2017-06-28
PLNA209522609,CUST100014190,Fiber 1Gbps,IoT,109.63,2,1000,100,2016-10-08
PLNAA6C528240,CUST100037665,Unlimited Premium,Postpaid Mobile,47.62,5,500,100,2021-11-02
PLN8C4F0EA4F6,CUST100048805,Unlimited Premium,Postpaid Mobile,62.64,-1,-1,-1,2025-07-31
PLN944A7BB63C,CUST100057939,Prepaid 5GB,Postpaid Mobile,51.06,10,1000,500,2016-06-02
PLN82491FC77E,CUST100076916,Unlimited Plus,Prepaid Mobile,121.67,10,500,-1,2017-04-04
PLN23D31013B8,CUST100003151,Family Share 10GB,Postpaid Mobile,51.16,50,1000,500,2019-04-12
PLNF270490CF8,CUST100042519,Unlimited Premium,Postpaid Mobile,74.84,50,1000,-1,2022-03-07
PLNB1066715EB,CUST100022647,Unlimited Plus,Postpaid Mobile,87.76,2,500,500,2026-04-08
PLNA7DED828BB,CUST100004097,Fiber 1Gbps,Postpaid Mobile,78.94,20,-1,-1,2018-04-07
PLN35A9341683,CUST100070883,Unlimited Basic,Prepaid Mobile,130.17,20,-1,500,2025-05-03
PLND978CC46ED,CUST100062952,Fiber 500Mbps,Postpaid Mobile,45.39,-1,-1,100,2021-04-04
PLN2229C0DCF3,CUST100016105,IoT Data Plan,Postpaid Mobile,59.43,50,500,500,2023-06-22
PLNDDF7B1A079,CUST100058586,Fiber 1Gbps,Postpaid Mobile,98.34,2,-1,500,2019-08-15
PLN82C47866A0,CUST100018061,Fiber 1Gbps,Prepaid Mobile,118.18,-1,1000,100,2017-02-20
PLN3FE04F1CA7,CUST100049471,Fiber 1Gbps,Prepaid Mobile,57.04,10,500,-1,2021-06-18
PLN8FD16BBEB3,CUST100031824,Family Share 10GB,Postpaid Mobile,21.01,2,-1,100,2020-03-07
PLN07FCD2F63C,CUST100080668,Family Share 10GB,Postpaid Mobile,34.78,10,-1,-1,2017-08-17
PLN6D4179AB29,CUST100040528,Unlimited Premium,Postpaid Mobile,134.22,20,500,-1,2017-09-27
PLNF639DD04CB,CUST100009617,Prepaid 5GB,Prepaid Mobile,42.82,5,500,-1,2023-01-04
PLN10438DF804,CUST100085528,Unlimited Basic,Prepaid Mobile,105.16,20,-1,500,2023-07-29
PLND992944BEA,CUST100027725,Fiber 1Gbps,Broadband,108.3,2,500,100,2020-06-02
PLN598CA6BE24,CUST100018567,Fiber 500Mbps,Postpaid Mobile,141.41,-1,1000,100,2018-02-02
PLN73FE1064FB,CUST100086163,IoT Data Plan,Broadband,103.69,10,-1,500,2024-12-13
PLND039802BDB,CUST100041857,Family Share 10GB,Broadband,109.43,5,500,-1,2023-10-13
PLN11D969ED7B,CUST100035325,Unlimited Premium,Postpaid Mobile,47.5,5,500,100,2024-03-17
PLN6C25AE39F0,CUST100025278,Fiber 500Mbps,Postpaid Mobile,44.35,5,1000,-1,2022-03-16
PLN5B43C5784D,CUST100004708,Prepaid 5GB,Prepaid Mobile,119.76,-1,500,100,2023-04-22
PLNB81D4A7961,CUST100051864,Unlimited Plus,Broadband,122.69,2,1000,500,2021-09-09
PLN3241C911E7,CUST100036689,Unlimited Plus,Broadband,117.78,20,-1,-1,2015-12-21
PLN4A98BB9FB1,CUST100069142,Prepaid 5GB,Broadband,92.53,2,1000,-1,2018-05-26
PLND09840316E,CUST100063747,Unlimited Basic,Postpaid Mobile,147.21,20,1000,100,2015-01-14
PLNE768378F25,CUST100049454,Fiber 500Mbps,Postpaid Mobile,82.01,2,500,500,2025-03-02
PLN40C56AC87E,CUST100015955,Unlimited Plus,Broadband,68.13,-1,500,100,2022-05-13
PLNBE050A811E,CUST100013022,Family Share 10GB,Postpaid Mobile,27.9,2,1000,500,2022-08-29
PLNDCF42B96E8,CUST100021333,Fiber 1Gbps,Postpaid Mobile,93.75,20,1000,500,2016-04-02
PLNF263A3C940,CUST100057240,Prepaid 5GB,Postpaid Mobile,135.85,2,-1,500,2015-05-20
PLN1C58BC5B71,CUST100081885,Unlimited Plus,Broadband,72.61,20,1000,500,2015-01-03
PLN100C2F2ABB,CUST100064110,Unlimited Basic,Postpaid Mobile,21.98,-1,1000,-1,2020-03-12
PLN2477D443D6,CUST100077336,Unlimited Premium,IoT,41.87,20,-1,100,2023-04-16
PLN1A4AA57151,CUST100083937,Unlimited Plus,Broadband,61.08,5,1000,-1,2024-08-20
PLNC72FE1EAFC,CUST100041179,IoT Data Plan,Postpaid Mobile,30.07,20,1000,500,2015-01-28
PLNEA284FB3BC,CUST100011055,Unlimited Premium,Prepaid Mobile,28.59,20,1000,-1,2015-11-12
PLN062EFC2FF1,CUST100076422,Prepaid 5GB,Postpaid Mobile,51.33,2,-1,100,2025-05-20
PLN20098A0538,CUST100016495,Fiber 1Gbps,Postpaid Mobile,26.2,2,500,500,2016-11-24
PLND6B205846B,CUST100077007,IoT Data Plan,Broadband,26.77,20,1000,-1,2015-09-12
PLN112A91B85D,CUST100042890,IoT Data Plan,Postpaid Mobile,147.3,10,1000,100,2024-12-14
PLN00A2BEF525,CUST100064422,IoT Data Plan,Broadband,143.94,5,1000,100,2017-05-05
PLN9EF8CF3131,CUST100073807,Unlimited Basic,Postpaid Mobile,86.68,2,1000,100,2017-01-13
PLN884C3D1B93,CUST100061223,Prepaid 5GB,Postpaid Mobile,51.73,20,-1,500,2016-03-19
PLN70A84B8899,CUST100070427,Fiber 1Gbps,Prepaid Mobile,38.05,20,-1,500,2024-12-29
PLN7D7F1AAA22,CUST100034837,IoT Data Plan,Postpaid Mobile,119.17,-1,1000,500,2023-02-14
PLNE14C954555,CUST100015563,Unlimited Plus,Prepaid Mobile,113.43,10,1000,100,2021-07-26
PLN2594436A12,CUST100013147,Unlimited Plus,Prepaid Mobile,43.91,5,-1,100,2018-08-08
PLN29612F1105,CUST100059539,Family Share 10GB,Postpaid Mobile,125.85,5,-1,100,2020-09-15
PLNC131ECF3CA,CUST100083282,IoT Data Plan,Prepaid Mobile,64.03,5,500,-1,2024-04-11
PLND074D3A598,CUST100059761,Unlimited Plus,Broadband,116.77,5,-1,500,2018-10-02
PLN449CE7A7F4,CUST100011647,IoT Data Plan,Broadband,49.1,5,500,-1,2019-05-09
PLN8F600AED58,CUST100088743,Family Share 10GB,Postpaid Mobile,86.81,-1,500,100,2021-04-21
PLN670D25C2B3,CUST100065695,IoT Data Plan,Broadband,148.59,2,1000,-1,2015-12-25
PLN95A0174061,CUST100045007,IoT Data Plan,Postpaid Mobile,107.94,-1,500,500,2022-12-07
PLN31D382A8CB,CUST100020964,Fiber 1Gbps,Prepaid Mobile,32.71,5,-1,-1,2021-10-30
PLN3C27E0CEBE,CUST100029244,Unlimited Premium,IoT,29.62,50,1000,100,2016-01-27
PLN5A95FDC984,CUST100071241,Fiber 1Gbps,IoT,41.65,20,-1,500,2023-05-11
PLN71BEF5728B,CUST100058029,Prepaid 5GB,Broadband,102.4,20,-1,500,2025-08-23
PLN8D59E156C7,CUST100027244,Fiber 500Mbps,Postpaid Mobile,23.72,5,1000,100,2019-06-01
PLNC7C839319E,CUST100092959,Fiber 1Gbps,IoT,149.12,2,500,500,2023-11-19
PLNCB64D6494D,CUST100055381,Fiber 500Mbps,Postpaid Mobile,139.59,10,1000,500,2017-04-28
PLN95AA948223,CUST100040869,Fiber 500Mbps,Postpaid Mobile,95.7,10,500,500,2025-06-07
PLNBE86BDFBCA,CUST100080750,Unlimited Premium,Postpaid Mobile,68.98,50,500,100,2025-08-19
PLN77E8EB568F,CUST100085031,Unlimited Premium,Postpaid Mobile,122.33,5,-1,500,2016-08-26
PLN60D6F14208,CUST100024295,Unlimited Plus,Postpaid Mobile,71.03,50,500,-1,2017-04-20
PLNEE6129F512,CUST100090155,Unlimited Premium,Prepaid Mobile,69.7,-1,-1,100,2017-10-08
PLNB42DFC2462,CUST100088715,Unlimited Plus,Postpaid Mobile,53.32,10,500,500,2024-04-12
PLNEF3E2ECFA6,CUST100093271,Unlimited Premium,Broadband,110.67,10,500,100,2025-02-25
PLN58BED9AD0A,CUST100014616,Family Share 10GB,Postpaid Mobile,139.64,10,1000,500,2024-02-16
PLN148D2326D0,CUST100036062,Prepaid 5GB,Broadband,112.86,20,1000,500,2015-04-25
PLNC878116DEE,CUST100072980,Unlimited Basic,Postpaid Mobile,145.46,2,-1,100,2018-08-21
PLN7661D05D44,CUST100038021,Prepaid 5GB,IoT,133.53,10,500,-1,2023-08-12
PLN482F08E409,CUST100038116,Fiber 500Mbps,Postpaid Mobile,95.52,2,-1,500,2026-02-02
PLNC551243E40,CUST100090569,Unlimited Basic,Broadband,83.07,-1,500,500,2024-09-27
PLND3B6BF2810,CUST100061377,Unlimited Basic,Prepaid Mobile,103.89,50,500,-1,2019-08-17
PLN1C67D9AF44,CUST100052079,Family Share 10GB,Prepaid Mobile,134.88,10,1000,500,2018-06-11
PLNF536F75105,CUST100001820,Unlimited Premium,Postpaid Mobile,19.39,5,-1,100,2021-12-20
PLN65FEBF6F67,CUST100036540,Family Share 10GB,Postpaid Mobile,99.32,20,-1,100,2024-11-22
PLN6FACF43BC9,CUST100011486,Family Share 10GB,Postpaid Mobile,21.03,-1,-1,100,2023-09-28
PLN6DB48CE568,CUST100073689,Unlimited Basic,Postpaid Mobile,41.41,20,-1,100,2021-03-23
PLNACE7445AE1,CUST100068768,IoT Data Plan,Postpaid Mobile,55.21,-1,500,-1,2015-03-06
PLN9143A8A62D,CUST100086083,Unlimited Basic,Broadband,78.38,10,-1,100,2024-05-03
PLNC018819ED5,CUST100003003,Fiber 1Gbps,Prepaid Mobile,77.05,2,-1,500,2016-12-26
PLN452A4ED6EF,CUST100049386,Prepaid 5GB,Broadband,47.55,5,1000,-1,2017-07-20
PLN79CCB2E12B,CUST100037721,Unlimited Plus,Postpaid Mobile,122.62,-1,-1,100,2016-03-12
PLN1A3535F3AA,CUST100079991,Unlimited Plus,IoT,72.58,20,500,-1,2025-10-28
PLNBCA8D9B5A6,CUST100062073,Fiber 1Gbps,Postpaid Mobile,145.33,-1,500,100,2023-05-14
PLN43E6506AA9,CUST100066665,Fiber 500Mbps,Postpaid Mobile,101.8,-1,-1,500,2024-08-11
PLN538B4D7123,CUST100025032,Prepaid 5GB,Postpaid Mobile,35.21,-1,-1,500,2017-11-04
PLN50E344F680,CUST100016778,Prepaid 5GB,Broadband,44.43,5,500,-1,2016-03-22
PLN0793FE424D,CUST100048695,Unlimited Plus,Postpaid Mobile,120.95,2,500,500,2021-10-28
PLN32DCF6BFAF,CUST100010066,Fiber 1Gbps,Prepaid Mobile,74.12,10,500,-1,2021-07-01
PLN90D46C9682,CUST100007474,Fiber 1Gbps,Postpaid Mobile,97.93,50,1000,100,2017-03-07
PLN7B9ED13CB0,CUST100083950,Prepaid 5GB,Broadband,27.96,20,-1,-1,2016-07-30
PLND769DEDA70,CUST100064275,Unlimited Premium,Postpaid Mobile,146.01,10,500,500,2019-12-21
PLNEB399C0539,CUST100064395,Unlimited Basic,Postpaid Mobile,96.46,50,1000,500,2024-01-02
PLN1FD87DA60F,CUST100070002,Unlimited Basic,Postpaid Mobile,58.96,-1,1000,100,2016-02-25
PLN75D920469B,CUST100075332,Unlimited Premium,Broadband,44.98,50,1000,100,2024-05-04
PLN4F8BD4AA0C,CUST100047721,Unlimited Premium,Postpaid Mobile,80.26,-1,1000,-1,2021-08-13
PLNA441052157,CUST100079397,Unlimited Plus,Broadband,118.53,50,1000,500,2022-08-08
PLNF75B7473AC,CUST100048986,Fiber 1Gbps,Postpaid Mobile,101.07,2,-1,100,2023-05-23
PLNEC80AB7349,CUST100033910,Fiber 1Gbps,Prepaid Mobile,98.1,20,500,-1,2021-09-13
PLN31EDCBF00A,CUST100027723,Unlimited Basic,Postpaid Mobile,53.68,50,-1,100,2019-07-01
PLN097FC7DE89,CUST100020948,Unlimited Basic,Postpaid Mobile,52.14,-1,500,100,2025-09-16
PLN3EDB71658D,CUST100040125,IoT Data Plan,Prepaid Mobile,54.24,20,-1,500,2025-01-06
PLNE6267645B5,CUST100006626,Unlimited Basic,Prepaid Mobile,64.63,20,500,100,2024-05-27
PLNF1C32B5699,CUST100078378,Family Share 10GB,Prepaid Mobile,83.97,5,1000,500,2019-09-05
PLNB5D026B65A,CUST100071502,Unlimited Basic,Postpaid Mobile,120.15,-1,1000,500,2020-08-28
PLN3CBDBEFCCB,CUST100016654,Family Share 10GB,Postpaid Mobile,124.38,2,-1,500,2017-09-30
PLN16205D2BA1,CUST100081441,Unlimited Premium,Prepaid Mobile,68.41,5,-1,-1,2018-04-18
PLNE9EC3A5FBB,CUST100089122,Family Share 10GB,Postpaid Mobile,111.8,5,-1,500,2019-05-16
PLN7E81385AEC,CUST100098392,Prepaid 5GB,Postpaid Mobile,100.78,-1,500,-1,2016-11-10
PLN6CFE4E7497,CUST100056132,Unlimited Premium,Postpaid Mobile,78.9,10,-1,500,2020-02-09
PLNAF41B90D8B,CUST100021269,Unlimited Plus,Postpaid Mobile,56.92,5,500,500,2025-04-15
PLN0F152F7038,CUST100004589,Fiber 1Gbps,Prepaid Mobile,25.16,20,-1,100,2024-10-05
PLN0F09D24BBD,CUST100035337,Family Share 10GB,Broadband,30.01,-1,-1,-1,2019-02-12
PLNAAFF09387B,CUST100037095,Fiber 1Gbps,Postpaid Mobile,54.79,2,-1,-1,2020-05-10
PLND556FE0EA9,CUST100028135,Fiber 1Gbps,Broadband,141.4,2,-1,100,2023-05-29
PLN6977790E7E,CUST100072339,Family Share 10GB,Broadband,126.11,5,1000,500,2024-04-25
PLNE7F0EF7F35,CUST100059172,Unlimited Premium,Broadband,70.08,-1,500,500,2017-07-08
PLN91B9D58BC6,CUST100035057,Unlimited Basic,Broadband,33.82,5,500,100,2019-11-18
PLN1B648C0AC4,CUST100084334,Unlimited Plus,Prepaid Mobile,71.85,2,1000,100,2025-11-01
PLNF8DB6726AA,CUST100078371,Unlimited Basic,Postpaid Mobile,130.95,20,500,500,2023-01-06
PLN26E47B2576,CUST100051665,Prepaid 5GB,Postpaid Mobile,122.87,2,-1,100,2022-08-06
PLN7E621A4BAB,CUST100071367,IoT Data Plan,Prepaid Mobile,130.05,10,500,500,2020-08-24
PLN753F33B631,CUST100073863,IoT Data Plan,Postpaid Mobile,95.88,20,1000,500,2025-11-27
PLN922E14EA93,CUST100047978,Unlimited Premium,Broadband,56.14,10,1000,100,2021-03-03
PLNA0EA7EB9D8,CUST100085163,Unlimited Premium,Broadband,132.09,-1,500,500,2025-08-23
PLN9D9B4DE2B3,CUST100091942,IoT Data Plan,Postpaid Mobile,32.82,50,-1,500,2019-01-31
PLN07007D0713,CUST100009906,Family Share 10GB,Postpaid Mobile,66.11,5,1000,500,2024-01-31
PLN4848522B70,CUST100036265,Unlimited Premium,Broadband,111.44,20,-1,500,2016-01-03
PLN5A2BBA43DE,CUST100065006,Fiber 1Gbps,Postpaid Mobile,77.03,-1,1000,500,2015-11-18
PLN3ADE845374,CUST100073420,Unlimited Basic,Postpaid Mobile,72.63,20,1000,-1,2019-11-01
PLNF2E365632F,CUST100049045,Unlimited Premium,Postpaid Mobile,103.22,50,500,100,2020-05-10
PLNA7D7EFBFEE,CUST100028064,Family Share 10GB,Broadband,69.68,2,1000,500,2019-08-18
PLN7843BAE4D3,CUST100000382,IoT Data Plan,Broadband,91.12,-1,500,-1,2019-08-17
PLN38B8CF5D62,CUST100003070,Fiber 1Gbps,Broadband,57.59,10,500,-1,2017-08-16
PLN763983C660,CUST100000516,IoT Data Plan,Postpaid Mobile,69.93,10,500,100,2017-12-20
PLN69CB428971,CUST100000242,Prepaid 5GB,Postpaid Mobile,90.02,20,-1,100,2019-01-22
PLN54D6D3B966,CUST100064994,Unlimited Premium,Postpaid Mobile,20.95,10,-1,-1,2016-09-14
PLNC1B7A2BA3F,CUST100032499,Unlimited Plus,IoT,73.38,50,1000,-1,2022-12-17
PLN6C5BC88587,CUST100099382,Fiber 500Mbps,Postpaid Mobile,57.41,2,500,-1,2021-05-10
PLNA68A97488A,CUST100018069,Unlimited Plus,Postpaid Mobile,146.09,2,1000,-1,2022-10-23
PLNAC2C714C91,CUST100011585,Fiber 500Mbps,Postpaid Mobile,32.17,5,500,100,2016-10-19
PLN472BFA3B05,CUST100043114,IoT Data Plan,Broadband,140.43,-1,1000,100,2018-09-25
PLN633645147D,CUST100022156,Unlimited Basic,Postpaid Mobile,124.06,-1,500,500,2018-05-17
PLN33EBFA6290,CUST100072889,Unlimited Basic,Postpaid Mobile,56.24,2,-1,-1,2019-05-24
PLND62B5A32F3,CUST100061961,Fiber 500Mbps,Broadband,131.05,-1,1000,-1,2015-03-14
PLNAA47D5947F,CUST100041417,Prepaid 5GB,Prepaid Mobile,78.21,2,1000,100,2020-10-18
PLN780E3AA7D7,CUST100032202,Fiber 1Gbps,Postpaid Mobile,63.75,50,-1,500,2021-07-09
PLN4FC75E4B5F,CUST100074237,Unlimited Plus,Broadband,32.92,5,500,100,2017-09-11
PLNC981C8EB75,CUST100010868,Prepaid 5GB,Broadband,133.38,20,1000,100,2025-03-26
PLN83F42D291E,CUST100072682,Prepaid 5GB,Broadband,19.48,50,1000,100,2018-02-23
PLN5618205805,CUST100022004,Unlimited Plus,Postpaid Mobile,129.38,5,-1,500,2019-07-17
PLN2748CE972E,CUST100025064,IoT Data Plan,Postpaid Mobile,68.66,5,1000,-1,2020-07-11
PLN8A723EDFA8,CUST100074614,Prepaid 5GB,Prepaid Mobile,29.51,-1,1000,100,2022-09-07
PLN8C5C620E76,CUST100018234,Unlimited Basic,Postpaid Mobile,122.2,-1,500,500,2022-12-14
PLN4030AF1FAA,CUST100082357,Prepaid 5GB,Postpaid Mobile,22.01,-1,1000,500,2024-11-23
PLN88614C7CA2,CUST100004147,Fiber 1Gbps,Postpaid Mobile,44.62,10,1000,500,2024-09-20
PLN123C18F475,CUST100080152,Family Share 10GB,Postpaid Mobile,141.63,2,500,100,2021-09-12
PLND0CE418155,CUST100070294,Unlimited Basic,IoT,125.33,20,-1,100,2021-10-01
PLN4E33B65764,CUST100029198,Fiber 1Gbps,Prepaid Mobile,19.85,50,500,500,2015-07-08
PLN799DE7860D,CUST100082946,IoT Data Plan,Postpaid Mobile,48.1,-1,-1,500,2023-11-18
PLN038D4821F6,CUST100015480,Unlimited Plus,Postpaid Mobile,85.05,5,1000,500,2021-05-10
PLN91ED13258A,CUST100072146,Unlimited Premium,Prepaid Mobile,110.79,50,1000,500,2016-02-21
PLN0510EC604B,CUST100058448,Family Share 10GB,Broadband,130.05,5,1000,100,2024-01-17
PLN41F0D02B97,CUST100077902,Fiber 1Gbps,Postpaid Mobile,50.82,10,-1,500,2025-05-18
PLN9192F93D59,CUST100013352,Fiber 500Mbps,Postpaid Mobile,42.78,50,500,100,2023-12-28
PLNE59D788FA3,CUST100007742,Unlimited Premium,Broadband,58.39,-1,500,100,2023-11-03
PLNC2C4FF15C4,CUST100000008,IoT Data Plan,Postpaid Mobile,59.52,50,500,100,2017-10-09
PLN134518037E,CUST100016430,Unlimited Basic,Postpaid Mobile,43.68,5,500,500,2021-09-07
PLNB8E809A38D,CUST100033225,Unlimited Basic,Prepaid Mobile,51.65,20,1000,100,2024-12-17
PLN9AC526CE32,CUST100082727,Unlimited Plus,Postpaid Mobile,146.23,20,1000,-1,2020-07-13
PLNC8B624F239,CUST100010850,Fiber 500Mbps,Prepaid Mobile,119.57,10,500,500,2019-01-30
PLN789BBC27DC,CUST100010305,Family Share 10GB,Postpaid Mobile,103.87,10,-1,100,2024-10-16
PLNEAE2E1BA9D,CUST100056756,IoT Data Plan,Broadband,38.01,10,1000,100,2018-07-31
PLN6BC83ECBEE,CUST100044428,Family Share 10GB,Postpaid Mobile,98.9,5,500,500,2024-08-24
PLN7329F82168,CUST100072515,Fiber 1Gbps,Postpaid Mobile,144.88,20,500,100,2016-06-03
PLNFDCAFBBAC9,CUST100040530,Unlimited Plus,Prepaid Mobile,43.66,10,500,500,2024-09-19
PLNFDC2589641,CUST100088765,IoT Data Plan,Postpaid Mobile,31.11,10,500,-1,2023-03-18
PLN36971A587B,CUST100063638,IoT Data Plan,Prepaid Mobile,43.24,2,500,-1,2022-05-21
PLN759C02B96F,CUST100014757,Unlimited Basic,Postpaid Mobile,52.2,10,500,-1,2015-05-20
PLN8C11629A8B,CUST100039007,Fiber 500Mbps,Postpaid Mobile,139.25,2,500,-1,2023-02-21
PLN335B90B5AA,CUST100068374,Unlimited Premium,IoT,85.81,5,-1,-1,2022-01-30
PLN7C0ADC1BE5,CUST100082441,Fiber 1Gbps,Prepaid Mobile,134.77,-1,-1,500,2017-06-10
PLN8D6C6CA518,CUST100041617,Fiber 500Mbps,Prepaid Mobile,31.61,2,500,500,2020-08-22
PLN42508D6E1B,CUST100054645,Prepaid 5GB,IoT,48.93,10,-1,500,2022-11-13
PLNCD53CDF494,CUST100052314,Prepaid 5GB,Postpaid Mobile,28.61,-1,500,100,2016-09-19
PLND96A00C868,CUST100032271,Unlimited Plus,Prepaid Mobile,21.04,2,-1,-1,2016-07-06
PLN59A7038EB5,CUST100058107,Fiber 500Mbps,Postpaid Mobile,52.72,2,1000,-1,2024-08-16
PLNAF0D8DDDEB,CUST100094046,IoT Data Plan,Postpaid Mobile,132.65,20,-1,100,2023-01-28
PLN594A217CA4,CUST100097414,Unlimited Premium,Postpaid Mobile,69.97,2,500,100,2016-02-28
PLN2F033F2EC1,CUST100046950,Prepaid 5GB,Postpaid Mobile,54.8,10,500,500,2019-06-27
PLNA00B1EF4AE,CUST100060589,Unlimited Plus,Postpaid Mobile,112.21,10,-1,-1,2022-01-10
PLN742BE870C4,CUST100021355,Unlimited Premium,Postpaid Mobile,66.18,-1,500,-1,2023-02-25
PLNFC6064377A,CUST100075813,Unlimited Premium,Prepaid Mobile,136.61,50,500,-1,2021-04-04
PLN33B511E6B8,CUST100036286,Unlimited Premium,Prepaid Mobile,66.77,-1,1000,500,2022-01-07
PLNF71B5DD9BC,CUST100074424,Unlimited Premium,Postpaid Mobile,85.88,50,-1,500,2015-05-25
PLN728CD4CB15,CUST100001853,Unlimited Plus,Postpaid Mobile,98.47,50,-1,-1,2020-08-07
PLN1B61A94218,CUST100045372,IoT Data Plan,Postpaid Mobile,62.06,2,-1,-1,2021-02-17
PLNDE7934B38A,CUST100081386,Unlimited Premium,Broadband,39.81,-1,500,100,2022-05-19
PLN07DBDC4EE0,CUST100098715,IoT Data Plan,Postpaid Mobile,88.66,2,500,100,2018-06-04
PLN446C5F1D06,CUST100067816,Unlimited Premium,Postpaid Mobile,133.98,5,1000,100,2025-01-02
PLNDB926EB3CF,CUST100007189,Prepaid 5GB,Postpaid Mobile,37.9,50,500,500,2016-01-31
