contract_id,customer_id,contract_type,start_date,term_months,end_date,auto_renew,status
CTRA39AFBA2E4,CUST100097048,Fixed Term,2022-03-04,24,2024-03-04,False,Expired
CTR1ED052ED48,CUST100012041,Month-to-Month,2019-12-30,24,2021-12-30,True,Expired
CTRF6B60E5F89,CUST100001499,Fixed Term,2018-12-31,24,2020-12-31,False,Active
CTR9C8E102CD0,CUST100049420,Month-to-Month,2024-07-07,24,2026-07-07,True,Active
CTR0925C1A65E,CUST100046550,Month-to-Month,2017-03-25,0,,True,Terminated Early
CTRDDAC75DD95,CUST100023878,Fixed Term,2024-12-30,0,,False,Terminated Early
CTR6361648859,CUST100017457,Fixed Term,2019-01-24,24,2021-01-24,True,Expired
CTR41AF4A581A,CUST100073599,Enterprise SLA,2017-07-18,24,2019-07-18,True,Expired
CTR9C2D9F141A,CUST100027214,Fixed Term,2017-11-04,24,2019-11-04,True,Active
CTRB014876594,CUST100098029,Enterprise SLA,2022-05-08,12,2023-05-08,False,Expired
CTR8F17D4FDC9,CUST100053036,Fixed Term,2016-07-20,0,,False,Active
CTR1429BBA243,CUST100043192,Fixed Term,2019-09-19,12,2020-09-19,True,Active
CTR15106235CF,CUST100070693,Fixed Term,2025-07-08,0,,True,Terminated Early
CTR9D1E0FF192,CUST100097623,Fixed Term,2015-08-26,12,2016-08-26,True,Active
CTRED6F27430F,CUST100043671,Fixed Term,2019-04-04,0,,True,Active
CTR9C8432DCE5,CUST100068743,Fixed Term,2024-03-15,24,2026-03-15,True,Active
CTR21FAB0069D,CUST100054467,Fixed Term,2019-05-17,12,2020-05-17,False,Pending Renewal
CTR153771CE39,CUST100072362,Fixed Term,2018-08-08,12,2019-08-08,True,Expired
CTRBA227C13E2,CUST100044474,Fixed Term,2022-08-10,0,,False,Active
CTRF1CBD3529F,CUST100027735,Fixed Term,2017-07-16,12,2018-07-16,True,Expired
CTRCEDF54B9A1,CUST100025185,Month-to-Month,2024-08-26,0,,False,Expired
CTR9F97535231,CUST100054484,Fixed Term,2015-06-11,12,2016-06-11,True,Active
CTR5AEB12934D,CUST100006912,Fixed Term,2021-05-15,24,2023-05-15,False,Active
CTR918DEA4229,CUST100065558,Fixed Term,2023-12-03,12,2024-12-03,False,Expired
CTR60AC3CBBED,CUST100099542,Month-to-Month,2020-02-01,0,,True,Pending Renewal
CTR8263BDCD1C,CUST100069478,Month-to-Month,2016-08-14,0,,True,Expired
CTR70F6247E6C,CUST100080273,Fixed Term,2022-05-20,24,2024-05-20,True,Expired
CTRA12BB58265,CUST100064454,Fixed Term,2015-06-07,24,2017-06-07,True,Active
CTRF7B2807259,CUST100027581,Fixed Term,2025-03-14,12,2026-03-14,False,Active
CTR0242AD8981,CUST100015525,Enterprise SLA,2022-03-07,12,2023-03-07,False,Active
CTR6C64F9576F,CUST100097776,Month-to-Month,2015-02-10,0,,True,Expired
CTRCF5C4B8EB2,CUST100035016,Month-to-Month,2018-11-25,12,2019-11-25,True,Active
CTR41A97EE1E2,CUST100061672,Month-to-Month,2018-10-14,12,2019-10-14,True,Active
CTRE05322B186,CUST100097150,Fixed Term,2015-07-15,0,,False,Active
CTRCC01D57A47,CUST100001453,Fixed Term,2025-11-08,0,,False,Active
CTR998969BDC1,CUST100085243,Month-to-Month,2022-12-08,12,2023-12-08,True,Active
CTRDF04F73205,CUST100052351,Month-to-Month,2018-10-25,0,,True,Active
CTR5276B89F54,CUST100020982,Month-to-Month,2021-05-02,24,2023-05-02,True,Pending Renewal
CTR9350E230F6,CUST100091430,Enterprise SLA,2019-12-20,36,2022-12-20,True,Active
CTR0931C524B8,CUST100076585,Fixed Term,2022-05-01,0,,True,Pending Renewal
CTRAC4B802439,CUST100037369,Fixed Term,2022-03-10,0,,True,Active
CTRB47D2F09D7,CUST100062000,Month-to-Month,2022-06-23,12,2023-06-23,True,Active
CTR6FE8859C90,CUST100038554,Enterprise SLA,2019-08-29,0,,False,Active
CTR629C85BFD6,CUST100079557,Fixed Term,2016-10-18,0,,True,Active
CTRE8FE02ACD3,CUST100091530,Month-to-Month,2018-08-07,24,2020-08-07,False,Active
CTRBEC74F2232,CUST100069458,Fixed Term,2020-04-09,12,2021-04-09,False,Active
CTR1E261A03C0,CUST100037407,Month-to-Month,2020-01-14,24,2022-01-14,True,Active
CTR516B345942,CUST100090474,Fixed Term,2022-03-26,12,2023-03-26,False,Active
CTRCD37F4C32F,CUST100026220,Fixed Term,2019-02-10,12,2020-02-10,False,Active
CTREECEB0FC69,CUST100031910,Fixed Term,2017-11-03,0,,True,Active
CTR7A99D6EF92,CUST100098869,Fixed Term,2025-01-25,0,,True,Active
CTRBA287461F8,CUST100011480,Fixed Term,2018-06-05,24,2020-06-05,False,Active
CTR5CD0ABFFD6,CUST100005577,Fixed Term,2022-06-22,0,,True,Active
CTR920B999FAF,CUST100076399,Month-to-Month,2021-07-12,0,,True,Active
CTR175B0F272B,CUST100017655,Month-to-Month,2016-03-20,12,2017-03-20,True,Active
CTR7AD662B178,CUST100094858,Month-to-Month,2025-06-17,0,,False,Expired
CTR5DE0C59AE9,CUST100002387,Month-to-Month,2020-08-15,0,,True,Expired
CTRC5F091376A,CUST100002643,Fixed Term,2022-02-24,12,2023-02-24,False,Active
CTR37F540A4D2,CUST100080134,Month-to-Month,2025-02-24,12,2026-02-24,False,Active
CTR3E7A314844,CUST100085540,Fixed Term,2018-05-03,0,,True,Active
CTR45136CA4D5,CUST100005322,Month-to-Month,2016-10-19,36,2019-10-19,True,Active
CTR0865F31644,CUST100034295,Fixed Term,2020-02-27,12,2021-02-27,True,Expired
CTRD2A67A2EF1,CUST100029967,Fixed Term,2021-03-19,24,2023-03-19,True,Active
CTR7DC9852CFA,CUST100037374,Month-to-Month,2015-06-07,0,,False,Active
CTRD77B8EDD89,CUST100055767,Fixed Term,2020-12-05,24,2022-12-05,False,Active
CTRA6C5CD2D4E,CUST100001344,Month-to-Month,2020-05-29,24,2022-05-29,False,Active
CTR9DA2AE9408,CUST100065461,Month-to-Month,2022-04-18,24,2024-04-18,True,Active
CTR521C39FF69,CUST100037004,Month-to-Month,2019-12-20,0,,True,Active
CTR83A339176D,CUST100038078,Month-to-Month,2024-10-21,0,,True,Active
CTRB3243B25C8,CUST100001760,Fixed Term,2023-03-22,24,2025-03-22,True,Active
CTR1E34D572D0,CUST100079931,Month-to-Month,2021-06-07,24,2023-06-07,True,Active
CTR0E4616B400,CUST100018593,Fixed Term,2020-12-05,12,2021-12-05,True,Active
CTR9AFBFE4F6E,CUST100006020,Month-to-Month,2020-07-29,24,2022-07-29,True,Active
CTR13806FECAF,CUST100069496,Fixed Term,2022-08-28,36,2025-08-28,False,Terminated Early
CTR8920D4265C,CUST100055563,Month-to-Month,2024-06-15,12,2025-06-15,True,Expired
CTRCE070DB880,CUST100048146,Month-to-Month,2021-11-23,0,,True,Terminated Early
CTR32620931C8,CUST100021815,Fixed Term,2015-01-30,24,2017-01-30,True,Active
CTR29BF11C240,CUST100008484,Fixed Term,2024-05-04,24,2026-05-04,False,Active
CTREE2C177748,CUST100035005,Fixed Term,2020-04-11,24,2022-04-11,False,Active
CTRB3C319BFFB,CUST100043142,Fixed Term,2024-07-20,12,2025-07-20,True,Active
CTR588BAC595F,CUST100005398,Fixed Term,2016-03-11,12,2017-03-11,True,Active
CTRAC6059B7BF,CUST100061819,Fixed Term,2025-02-12,24,2027-02-12,False,Active
CTR4459C7AD41,CUST100042755,Fixed Term,2023-06-27,0,,True,Active
CTRE4E5FA74D3,CUST100090429,Month-to-Month,2016-04-23,24,2018-04-23,False,Active
CTREEBBFA8058,CUST100015847,Fixed Term,2018-09-19,0,,True,Active
CTRE6EC456E24,CUST100017735,Month-to-Month,2024-09-18,12,2025-09-18,True,Active
CTR2BDC3F7E83,CUST100090911,Fixed Term,2024-10-02,36,2027-10-02,False,Expired
CTRFC70F50E5E,CUST100092516,Month-to-Month,2025-02-16,24,2027-02-16,True,Expired
CTR226655C119,CUST100050390,Fixed Term,2022-11-28,0,,True,Active
CTRD7F7C55E5E,CUST100087500,Fixed Term,2020-02-04,0,,False,Active
CTRFE97190535,CUST100028791,Fixed Term,2024-01-11,36,2027-01-11,True,Active
CTRB132C22019,CUST100016050,Fixed Term,2016-08-16,0,,True,Active
CTR809D13130E,CUST100028364,Month-to-Month,2015-07-09,24,2017-07-09,True,Active
CTR027234013B,CUST100044420,Month-to-Month,2019-08-06,24,2021-08-06,True,Pending Renewal
CTR96AA8C0D10,CUST100025221,Fixed Term,2018-07-24,12,2019-07-24,True,Active
CTR6B0321A932,CUST100008932,Month-to-Month,2018-10-23,24,2020-10-23,True,Active
CTR5E125AA880,CUST100030843,Fixed Term,2021-06-30,12,2022-06-30,False,Terminated Early
CTR7BCF3E4C51,CUST100085554,Fixed Term,2017-03-21,24,2019-03-21,True,Active
CTRB2CA3ED142,CUST100076012,Fixed Term,2015-08-22,12,2016-08-22,True,Active
CTRA96DCDBA65,CUST100001693,Fixed Term,2022-05-10,0,,False,Active
CTR74511FC2A5,CUST100015341,Month-to-Month,2017-06-21,0,,True,Active
CTR11DD3A197A,CUST100054509,Fixed Term,2017-06-03,24,2019-06-03,True,Active
CTRF2EA10EF6B,CUST100079587,Fixed Term,2023-01-20,24,2025-01-20,False,Pending Renewal
CTRD4DA86653A,CUST100018948,Month-to-Month,2018-07-05,36,2021-07-05,True,Active
CTR20F5C6C394,CUST100026762,Fixed Term,2025-02-08,24,2027-02-08,True,Active
CTRF02F21C390,CUST100086788,Month-to-Month,2019-04-02,12,2020-04-02,True,Expired
CTR4B90157F26,CUST100036455,Fixed Term,2021-09-21,0,,False,Expired
CTRC1C5F03D1E,CUST100081826,Month-to-Month,2023-03-22,24,2025-03-22,False,Active
CTR9215AE812B,CUST100025093,Month-to-Month,2018-08-20,24,2020-08-20,False,Active
CTR44216B6610,CUST100093082,Fixed Term,2017-08-24,12,2018-08-24,True,Active
CTREAE0A4798A,CUST100018765,Fixed Term,2020-11-27,12,2021-11-27,True,Active
CTR18B8736952,CUST100035554,Month-to-Month,2020-11-16,24,2022-11-16,True,Active
CTRC058EBBF68,CUST100085164,Month-to-Month,2019-12-28,0,,True,Active
CTR37ED3D203E,CUST100077869,Fixed Term,2025-06-10,24,2027-06-10,True,Terminated Early
CTRBB93406ED9,CUST100038710,Month-to-Month,2019-07-14,12,2020-07-14,True,Terminated Early
CTR473305186F,CUST100040124,Month-to-Month,2020-12-12,24,2022-12-12,False,Active
CTR3566950E05,CUST100046748,Month-to-Month,2016-07-16,24,2018-07-16,False,Active
CTRE8AB2EDBB3,CUST100073691,Fixed Term,2021-12-19,0,,False,Active
CTRAEA4931965,CUST100079269,Month-to-Month,2024-11-10,0,,False,Expired
CTR58D352AA2D,CUST100014195,Month-to-Month,2017-10-07,0,,True,Active
CTR0F3C8174E9,CUST100010686,Fixed Term,2018-08-10,24,2020-08-10,True,Active
CTR2570621F77,CUST100058094,Fixed Term,2018-07-08,24,2020-07-08,True,Expired
CTR3C2868E217,CUST100068533,Fixed Term,2022-03-15,12,2023-03-15,False,Active
CTR8200E6CE06,CUST100053118,Fixed Term,2025-10-18,0,,False,Active
CTR804F93E199,CUST100089223,Fixed Term,2020-02-07,24,2022-02-07,False,Active
CTRB10F477E3E,CUST100018845,Fixed Term,2017-06-18,24,2019-06-18,True,Active
CTR5FB50AAC24,CUST100002207,Fixed Term,2020-10-29,12,2021-10-29,True,Active
CTR2618FA8BFE,CUST100001858,Fixed Term,2025-11-15,12,2026-11-15,False,Terminated Early
CTRA0441CA396,CUST100072742,Fixed Term,2025-11-14,0,,False,Active
CTR8097946A47,CUST100098009,Enterprise SLA,2023-12-16,24,2025-12-16,False,Active
CTR4E490AFCB0,CUST100003548,Fixed Term,2018-10-10,0,,False,Active
CTR32C6231387,CUST100027468,Month-to-Month,2015-06-26,24,2017-06-26,False,Active
CTR8AFF69C4E6,CUST100010099,Fixed Term,2015-06-05,0,,True,Expired
CTRDF03D6307A,CUST100051251,Enterprise SLA,2025-09-22,0,,False,Active
CTR1A9267543E,CUST100079074,Month-to-Month,2019-01-25,12,2020-01-25,False,Active
CTR468A1B924C,CUST100017747,Fixed Term,2020-09-29,12,2021-09-29,False,Active
CTR1BDE6B6814,CUST100068400,Month-to-Month,2022-10-15,0,,False,Expired
CTRF6185BE57A,CUST100003339,Month-to-Month,2022-09-04,36,2025-09-04,True,Terminated Early
CTRB8163B3406,CUST100088248,Month-to-Month,2020-02-04,0,,False,Active
CTRE5779D1537,CUST100032261,Month-to-Month,2018-08-07,0,,False,Active
CTRCF1DD069CF,CUST100070596,Fixed Term,2018-11-23,12,2019-11-23,False,Active
CTRF73C85EBEA,CUST100081578,Month-to-Month,2024-11-11,24,2026-11-11,False,Terminated Early
CTRA9083648E4,CUST100060175,Fixed Term,2021-10-24,12,2022-10-24,True,Active
CTRF7B7F60BF0,CUST100043905,Fixed Term,2025-09-05,12,2026-09-05,False,Active
CTR242360A18E,CUST100090367,Enterprise SLA,2025-09-15,0,,True,Active
CTR71557182A5,CUST100072544,Fixed Term,2021-09-22,24,2023-09-22,True,Active
CTRE498AB3590,CUST100087609,Enterprise SLA,2019-03-08,0,,False,Active
CTR5BD0A927E5,CUST100065913,Fixed Term,2020-05-30,0,,False,Active
CTR63ABC96D18,CUST100068131,Fixed Term,2021-05-30,24,2023-05-30,False,Active
CTR34BF23F417,CUST100014338,Fixed Term,2019-10-01,12,2020-10-01,False,Active
CTR07C80A97E5,CUST100035074,Fixed Term,2015-02-13,36,2018-02-13,False,Active
CTR24DEFB36FA,CUST100091658,Fixed Term,2017-09-11,12,2018-09-11,False,Active
CTR651D927C5D,CUST100049327,Month-to-Month,2025-12-05,24,2027-12-05,True,Expired
CTR50304FC14C,CUST100060573,Fixed Term,2024-08-24,24,2026-08-24,True,Active
CTR694DB3FB0B,CUST100095719,Fixed Term,2021-08-28,24,2023-08-28,False,Active
CTR3D5CF5F462,CUST100030411,Month-to-Month,2020-04-05,36,2023-04-05,False,Active
CTR1342E191E9,CUST100071969,Fixed Term,2025-03-26,0,,True,Terminated Early
CTR713E5728C4,CUST100028176,Month-to-Month,2021-09-15,24,2023-09-15,False,Active
CTR48B0A517D2,CUST100066429,Fixed Term,2023-01-14,0,,True,Active
CTRE0706CD521,CUST100035646,Month-to-Month,2022-11-04,12,2023-11-04,True,Expired
CTR57A7301809,CUST100019064,Month-to-Month,2023-10-11,0,,True,Active
CTR52FB0274E5,CUST100076496,Fixed Term,2019-09-14,0,,False,Active
CTR6E368DFAEA,CUST100035781,Fixed Term,2022-10-09,0,,True,Terminated Early
CTRB1E1C57C5B,CUST100064069,Fixed Term,2016-01-02,24,2018-01-02,True,Terminated Early
CTR994F529C9D,CUST100062011,Fixed Term,2023-02-09,24,2025-02-09,True,Active
CTR74C5917BC3,CUST100088650,Fixed Term,2016-01-15,0,,True,Terminated Early
CTR706E19889F,CUST100014002,Fixed Term,2018-03-21,12,2019-03-21,True,Active
CTR3B94CC51A8,CUST100010672,Fixed Term,2019-02-14,0,,True,Active
CTR5C6515D8E4,CUST100073436,Month-to-Month,2024-03-02,36,2027-03-02,True,Active
CTRE5D046FA56,CUST100068917,Fixed Term,2016-01-30,12,2017-01-30,False,Active
CTRD8624BC0B2,CUST100086697,Fixed Term,2024-10-06,0,,False,Active
CTR35312A088A,CUST100083534,Fixed Term,2021-01-31,24,2023-01-31,True,Active
CTR191F382BED,CUST100016525,Month-to-Month,2021-01-16,0,,True,Active
CTRAAC8CCF6DF,CUST100045073,Month-to-Month,2018-02-04,0,,True,Active
CTR52A71896FB,CUST100003568,Fixed Term,2022-09-26,12,2023-09-26,True,Active
CTR114640CBB8,CUST100039437,Fixed Term,2017-07-28,0,,True,Active
CTR87981749B0,CUST100038719,Month-to-Month,2023-11-05,0,,True,Active
CTR827AE4DD0A,CUST100049127,Month-to-Month,2018-03-20,12,2019-03-20,False,Expired
CTRE106C4AEC6,CUST100046730,Month-to-Month,2019-01-11,12,2020-01-11,True,Pending Renewal
CTR75D5192E59,CUST100033789,Fixed Term,2024-05-19,24,2026-05-19,False,Active
CTR20BF49E941,CUST100019893,Month-to-Month,2018-03-05,24,2020-03-05,True,Active
CTRDA800ED4E3,CUST100078247,Fixed Term,2019-08-15,24,2021-08-15,False,Active
CTR85DE484A26,CUST100037625,Fixed Term,2017-12-28,12,2018-12-28,False,Active
CTR8ECCB5DEC6,CUST100081317,Fixed Term,2019-02-02,12,2020-02-02,False,Pending Renewal
CTR4655A4A721,CUST100035318,Fixed Term,2020-07-18,12,2021-07-18,False,Active
CTRDB13D8C6EB,CUST100018751,Month-to-Month,2024-12-24,0,,True,Active
CTRAC2FEE9971,CUST100070059,Fixed Term,2019-03-26,24,2021-03-26,False,Active
CTR50BAEA40F1,CUST100029147,Month-to-Month,2022-01-20,24,2024-01-20,False,Active
CTRB66E218309,CUST100086694,Month-to-Month,2021-02-15,0,,True,Active
CTR771B88736C,CUST100087610,Fixed Term,2017-06-07,0,,False,Active
CTR0161A119F1,CUST100016154,Enterprise SLA,2024-11-21,24,2026-11-21,True,Active
CTRF726A7DD01,CUST100017879,Fixed Term,2025-05-18,12,2026-05-18,True,Active
CTR2BF148BEA7,CUST100001960,Fixed Term,2025-03-29,0,,True,Active
CTR2F99A8A2F6,CUST100052238,Fixed Term,2016-12-04,0,,True,Active
CTR4C432FFDB1,CUST100097165,Fixed Term,2022-03-17,12,2023-03-17,True,Active
CTR134372FAE9,CUST100094363,Month-to-Month,2025-03-13,0,,True,Expired
CTRCC28813218,CUST100037419,Month-to-Month,2025-07-24,24,2027-07-24,False,Terminated Early
CTR1FACA9248F,CUST100011090,Fixed Term,2015-05-01,12,2016-05-01,True,Active
CTRA32709C54D,CUST100002613,Month-to-Month,2025-03-06,36,2028-03-06,False,Terminated Early
CTR6AA7538105,CUST100097858,Month-to-Month,2021-02-11,12,2022-02-11,True,Active
CTR6ECA91E76F,CUST100053243,Fixed Term,2018-03-04,12,2019-03-04,True,Pending Renewal
CTRC3E3C4E579,CUST100079244,Enterprise SLA,2016-08-12,0,,False,Active
CTREF06CC7D2A,CUST100095487,Fixed Term,2021-07-07,0,,True,Pending Renewal
CTR959BCD0C12,CUST100034671,Month-to-Month,2024-04-22,12,2025-04-22,True,Expired
CTR3B26538E2E,CUST100058320,Fixed Term,2021-04-27,0,,True,Active
CTRFD3618C6AC,CUST100022163,Fixed Term,2022-07-21,12,2023-07-21,True,Active
CTRB3AE4ECF28,CUST100083031,Month-to-Month,2017-11-02,12,2018-11-02,True,Active
CTR43717467E4,CUST100021185,Fixed Term,2019-07-01,24,2021-07-01,True,Active
CTR85D03B2900,CUST100091403,Month-to-Month,2021-04-19,12,2022-04-19,True,Active
CTRB707FC83A8,CUST100098003,Fixed Term,2017-10-05,12,2018-10-05,False,Active
CTR7E18A5E371,CUST100000392,Fixed Term,2024-05-22,12,2025-05-22,True,Expired
CTRCAD907E187,CUST100002187,Month-to-Month,2018-05-23,24,2020-05-23,False,Active
CTRF1E2A4FFC9,CUST100030692,Fixed Term,2025-09-19,0,,False,Active
CTRCE79663C67,CUST100053311,Fixed Term,2015-10-28,24,2017-10-28,True,Active
CTR8091F95D1C,CUST100075196,Month-to-Month,2017-02-11,24,2019-02-11,True,Pending Renewal
CTR6FF4A7FD05,CUST100004894,Fixed Term,2023-01-16,24,2025-01-16,True,Active
CTR130078691F,CUST100020274,Month-to-Month,2015-12-23,0,,False,Active
CTR494B7BEBED,CUST100078381,Fixed Term,2015-05-06,24,2017-05-06,False,Expired
CTR1380FEBFEE,CUST100022034,Enterprise SLA,2016-04-13,24,2018-04-13,False,Active
CTR76F224BA04,CUST100067470,Fixed Term,2021-12-19,12,2022-12-19,False,Expired
CTR56BA2FEE03,CUST100042786,Month-to-Month,2021-12-26,24,2023-12-26,True,Active
CTRAA9ADC56CC,CUST100018969,Month-to-Month,2018-01-13,12,2019-01-13,True,Active
CTR1F44B418B8,CUST100027473,Fixed Term,2017-05-04,24,2019-05-04,False,Active
CTR328B71912A,CUST100032795,Fixed Term,2015-01-12,0,,True,Active
CTREB03ACFCAD,CUST100031943,Fixed Term,2018-09-01,12,2019-09-01,True,Active
CTR0498B59984,CUST100039621,Fixed Term,2018-08-16,24,2020-08-16,False,Active
CTR95D368E178,CUST100058243,Month-to-Month,2017-06-22,12,2018-06-22,True,Active
CTRDB5C89C2EE,CUST100004139,Fixed Term,2020-09-30,36,2023-09-30,True,Active
CTR71CBCE2AD2,CUST100022181,Month-to-Month,2020-03-25,12,2021-03-25,True,Active
CTR01B5E06CA4,CUST100016186,Enterprise SLA,2018-05-19,24,2020-05-19,True,Active
CTR055069DDBE,CUST100008741,Fixed Term,2025-05-15,0,,True,Active
CTRF207CF301D,CUST100060384,Month-to-Month,2022-12-10,24,2024-12-10,False,Terminated Early
CTRD2915DE5E8,CUST100079422,Fixed Term,2023-12-22,24,2025-12-22,False,Active
CTR11557204D6,CUST100056829,Fixed Term,2023-10-01,0,,True,Active
CTR1EF93173ED,CUST100082882,Month-to-Month,2017-12-13,24,2019-12-13,True,Active
CTR796A7DA364,CUST100027145,Fixed Term,2022-07-22,12,2023-07-22,False,Active
CTR6BE58EA4D7,CUST100086248,Fixed Term,2016-01-19,0,,True,Active
CTR6378BC603F,CUST100008024,Fixed Term,2016-03-25,12,2017-03-25,False,Active
CTRE0FF7257A3,CUST100050195,Fixed Term,2016-07-12,24,2018-07-12,False,Active
CTREE8208E974,CUST100077336,Month-to-Month,2018-09-26,24,2020-09-26,True,Terminated Early
CTR5264A88E5B,CUST100033337,Fixed Term,2020-08-01,36,2023-08-01,True,Active
CTR57DD582051,CUST100057471,Fixed Term,2025-04-02,0,,True,Active
CTR2D12EACE89,CUST100025961,Fixed Term,2017-05-22,0,,False,Active
CTR0DB0FE7181,CUST100013944,Fixed Term,2025-02-26,12,2026-02-26,True,Active
CTRFE4EAE541B,CUST100044537,Fixed Term,2019-03-17,24,2021-03-17,False,Active
CTR18E8A3A1EF,CUST100047265,Enterprise SLA,2015-08-02,0,,True,Terminated Early
CTR79454CC2A4,CUST100003583,Month-to-Month,2023-01-07,12,2024-01-07,False,Active
CTRAA5FF6007E,CUST100066703,Fixed Term,2020-02-17,24,2022-02-17,False,Active
CTR065539D639,CUST100047258,Fixed Term,2019-09-20,12,2020-09-20,False,Terminated Early
CTR5220D56206,CUST100066402,Fixed Term,2025-11-07,0,,True,Active
CTRED668CB68B,CUST100068711,Fixed Term,2022-11-22,12,2023-11-22,True,Active
CTR60D1218A7A,CUST100061828,Enterprise SLA,2015-01-09,0,,True,Active
CTRA43D5854C4,CUST100038162,Fixed Term,2019-05-19,24,2021-05-19,False,Active
CTR2F54F7D57D,CUST100007026,Month-to-Month,2017-04-07,36,2020-04-07,True,Active
CTR807A0CAE03,CUST100068799,Month-to-Month,2023-04-17,12,2024-04-17,True,Active
CTR8C1FC809B5,CUST100082660,Fixed Term,2018-05-28,12,2019-05-28,True,Active
CTR9B0B55B108,CUST100020473,Month-to-Month,2024-07-02,0,,True,Active
CTR04C060754A,CUST100011341,Month-to-Month,2021-01-29,24,2023-01-29,False,Terminated Early
CTR018428AFEB,CUST100030897,Fixed Term,2018-01-03,24,2020-01-03,True,Active
CTRC2D77D490D,CUST100085181,Fixed Term,2018-11-08,24,2020-11-08,True,Active
CTR25667EC6C2,CUST100092866,Enterprise SLA,2015-12-30,24,2017-12-30,False,Terminated Early
CTR707D6DB10E,CUST100058614,Month-to-Month,2019-03-22,12,2020-03-22,True,Active
CTR4E5AEF6DD3,CUST100089256,Fixed Term,2018-04-08,0,,True,Active
CTRFC1CDECB08,CUST100072096,Fixed Term,2020-06-28,24,2022-06-28,False,Active
CTR8C3A694473,CUST100020098,Fixed Term,2023-01-03,24,2025-01-03,True,Pending Renewal
CTR1B77EA4DA1,CUST100043623,Enterprise SLA,2016-05-05,12,2017-05-05,True,Expired
CTR3A51757624,CUST100097552,Month-to-Month,2017-07-05,12,2018-07-05,True,Active
CTR7FC7C2C455,CUST100000931,Month-to-Month,2024-02-28,12,2025-02-28,True,Expired
CTR1228A10010,CUST100020790,Enterprise SLA,2021-09-24,0,,False,Active
CTRB3D06718F0,CUST100036821,Month-to-Month,2023-03-22,0,,True,Active
CTR896AF9E02C,CUST100060372,Fixed Term,2016-10-06,0,,True,Active
CTRAD3630736C,CUST100056658,Fixed Term,2022-12-21,24,2024-12-21,True,Active
CTRE7BE1DB636,CUST100048431,Fixed Term,2025-05-12,12,2026-05-12,False,Terminated Early
CTR306D86DACD,CUST100048093,Month-to-Month,2018-10-06,12,2019-10-06,True,Active
CTR8F196DF097,CUST100000546,Month-to-Month,2016-04-01,0,,False,Active
CTRC0A765FA79,CUST100091039,Fixed Term,2017-10-17,12,2018-10-17,True,Active
CTR1277A1BDDB,CUST100028768,Fixed Term,2019-07-27,12,2020-07-27,True,Active
CTR23428408A5,CUST100062021,Fixed Term,2020-09-09,0,,True,Active
CTR525BE656BA,CUST100048188,Fixed Term,2017-01-10,12,2018-01-10,False,Active
CTR814020F7A2,CUST100016192,Fixed Term,2019-04-14,0,,False,Terminated Early
CTR5A5933B23D,CUST100037149,Month-to-Month,2016-03-18,24,2018-03-18,True,Active
CTR86B7E138ED,CUST100007684,Fixed Term,2020-05-25,12,2021-05-25,True,Active
CTR430E32B4DD,CUST100071597,Fixed Term,2017-08-18,36,2020-08-18,False,Active
CTR1A1279B9C9,CUST100094002,Fixed Term,2025-03-11,0,,True,Active
CTR6C8EDBB081,CUST100089112,Fixed Term,2020-12-17,12,2021-12-17,True,Active
CTR9CB506FE6D,CUST100035648,Month-to-Month,2025-07-26,0,,True,Active
CTRA5B6BD4518,CUST100003813,Fixed Term,2018-04-27,0,,True,Active
CTRED56F3A698,CUST100018607,Fixed Term,2016-08-07,0,,False,Terminated Early
CTRF5FE23BE40,CUST100023795,Fixed Term,2019-01-21,12,2020-01-21,True,Active
CTR1A7231EF98,CUST100003646,Fixed Term,2022-05-17,24,2024-05-17,False,Active
CTR97C9512048,CUST100013029,Fixed Term,2017-01-02,12,2018-01-02,False,Active
CTR1B28DE3300,CUST100053253,Month-to-Month,2016-08-05,24,2018-08-05,True,Active
CTR08329938A2,CUST100069362,Fixed Term,2025-11-24,12,2026-11-24,True,Active
CTR38A790ABCE,CUST100076187,Fixed Term,2020-08-16,12,2021-08-16,False,Pending Renewal
CTR102C1CA237,CUST100043970,Month-to-Month,2024-01-06,0,,False,Active
CTR14033916AB,CUST100044507,Month-to-Month,2018-08-28,36,2021-08-28,True,Terminated Early
CTR0C82ABC384,CUST100028781,Month-to-Month,2017-10-04,12,2018-10-04,True,Active
CTR75C13CB3AD,CUST100023621,Month-to-Month,2018-07-21,24,2020-07-21,False,Active
CTR11867B3C95,CUST100050436,Fixed Term,2021-10-26,0,,False,Expired
CTR368001B7D1,CUST100010151,Month-to-Month,2025-06-28,24,2027-06-28,True,Active
CTR64443564D4,CUST100017255,Fixed Term,2023-09-14,0,,True,Active
CTRD0A6E88F6D,CUST100021504,Fixed Term,2016-09-22,24,2018-09-22,True,Expired
CTR4B31FD6000,CUST100000498,Month-to-Month,2025-10-19,0,,False,Pending Renewal
CTRD16B0BCC14,CUST100065819,Enterprise SLA,2022-11-28,0,,True,Active
CTR73558F3E4B,CUST100023128,Fixed Term,2018-09-09,0,,False,Active
CTR9980D63173,CUST100080840,Month-to-Month,2018-08-22,24,2020-08-22,False,Expired
CTR4ED0E6FBB2,CUST100042835,Fixed Term,2024-08-18,0,,True,Pending Renewal
CTR06FD0BB5CD,CUST100013802,Month-to-Month,2020-09-19,0,,True,Terminated Early
CTRD9ACE2426A,CUST100032107,Fixed Term,2015-09-29,24,2017-09-29,True,Active
