usage_id,customer_id,usage_date,data_used_gb,peak_hour_usage_gb,throttled_flag
BWUAB31D58C28AB,CUST100029992,2026-06-22,4.216,5.56,False
BWU3E480935078B,CUST100033121,2026-06-19,0.517,0.039,False
BWU765FEC2DE13B,CUST100025746,2026-07-09,2.221,2.059,False
BWUA587414B9F74,CUST100073602,2026-07-11,1.45,1.221,False
BWU06DD65532BBD,CUST100059332,2026-07-07,7.795,0.763,False
BWUF33A0744884E,CUST100036028,2026-06-07,0.965,1.097,False
BWU41452FDFE640,CUST100011392,2026-07-13,1.752,1.577,False
BWU70007C74F582,CUST100025398,2026-06-22,0.61,2.214,False
BWU78D96B9A9E3A,CUST100022909,2026-06-27,8.138,1.609,False
BWU111E6BA8F2B9,CUST100029098,2026-07-07,1.117,0.572,False
BWU84D86910F086,CUST100060367,2026-07-19,0.169,0.168,False
BWU0EB71FAD79FC,CUST100048461,2026-06-25,1.394,0.235,False
BWUD7B8E4E06B9C,CUST100054429,2026-06-18,1.906,1.691,False
BWUB845E1DFDC97,CUST100044633,2026-06-19,1.236,0.071,False
BWU96F2E3F62C1D,CUST100081777,2026-06-01,0.228,2.287,False
BWU79A93BBCB8A6,CUST100082857,2026-06-28,4.473,1.171,False
BWU4567CFD46FA0,CUST100005478,2026-06-05,12.66,1.65,False
BWU0D42FF729B18,CUST100053660,2026-07-16,9.118,0.883,False
BWU1BBD6FA403DA,CUST100077842,2026-06-11,1.648,1.13,False
BWU7E213C1522DE,CUST100007287,2026-07-23,0.1,0.237,False
BWUA21548F18647,CUST100028093,2026-07-04,7.453,2.067,False
BWUEF04916A4644,CUST100093213,2026-07-21,1.332,1.695,True
BWUC2B3A15321A3,CUST100013317,2026-06-29,7.574,5.314,False
BWU569CC4CB31E1,CUST100034492,2026-07-05,0.384,4.863,False
BWU499D48A1501F,CUST100016496,2026-06-29,2.384,0.069,False
BWUAFCC0408472D,CUST100076322,2026-07-21,0.86,4.466,False
BWU2296D7AB6C39,CUST100064203,2026-07-23,7.001,4.886,False
BWUD71A85C2EA71,CUST100097118,2026-06-26,3.006,0.621,False
BWUAAE7AC22326E,CUST100087290,2026-06-27,11.202,0.7,False
BWU2366A3E4507E,CUST100017496,2026-06-18,2.623,0.204,False
BWUF89044D98DD5,CUST100079554,2026-06-25,13.697,0.277,False
BWUE441870C7274,CUST100051571,2026-06-07,1.863,6.588,False
BWU9E5E3EA70D44,CUST100083417,2026-06-28,0.133,0.55,False
BWU758CC7CEB479,CUST100007424,2026-07-21,7.587,0.422,False
BWU10AE7A2C2C20,CUST100018543,2026-07-17,1.145,0.644,False
BWUF8B84D1C1356,CUST100014717,2026-07-12,0.502,0.227,False
BWU1BD65267AAD9,CUST100096868,2026-06-07,10.125,1.736,False
BWU77925803B6E5,CUST100074950,2026-07-17,1.921,0.787,False
BWU8819768AD382,CUST100033891,2026-07-08,4.005,1.854,True
BWU84CB6A2D24C7,CUST100076713,2026-06-23,11.079,1.292,False
BWU4C0F540E31D7,CUST100076239,2026-07-14,0.421,0.549,False
BWUE86FD7F796CA,CUST100038800,2026-06-08,3.899,1.565,False
BWU2D51E417D027,CUST100095488,2026-07-13,1.399,0.722,False
BWU161A7D3ED213,CUST100042860,2026-06-04,7.359,0.47,False
BWU4362F9F07808,CUST100001649,2026-07-14,0.949,0.531,False
BWUE1EE50529C0B,CUST100022789,2026-07-13,9.115,2.307,False
BWU2EB31C1847A8,CUST100060111,2026-07-13,4.52,1.018,True
BWUEE20C6E3A651,CUST100082490,2026-07-10,0.489,0.123,False
BWUF99ADB945CEE,CUST100095672,2026-07-16,3.568,0.469,False
BWU1F3021FDE1C6,CUST100039329,2026-06-13,9.636,0.203,False
BWU327DB4A0C047,CUST100082373,2026-06-14,0.071,0.167,False
BWUD1F5E914A9A1,CUST100057107,2026-07-07,0.53,2.561,False
BWU98054EC152F6,CUST100050018,2026-07-08,0.177,0.657,False
BWUCF8A7341E0DE,CUST100016882,2026-06-03,3.356,0.303,False
BWU24E1A8D1E750,CUST100047665,2026-06-26,1.896,1.545,False
BWU32489BCC42BB,CUST100066481,2026-07-21,1.515,0.513,False
BWUC083137E499B,CUST100019636,2026-06-05,0.861,0.134,False
BWU8B3793711E64,CUST100018172,2026-06-05,1.265,2.071,False
BWUC9637DB36DFB,CUST100005946,2026-07-21,0.861,1.418,False
BWU058C77EC373C,CUST100069635,2026-06-30,1.468,4.783,False
BWU976F661A0BC5,CUST100007604,2026-07-11,6.687,0.329,False
BWU656A429B5352,CUST100001071,2026-07-03,1.123,0.761,False
BWU91C97C88CFDB,CUST100006163,2026-06-21,2.326,2.033,False
BWU5B18AF08C6E8,CUST100037102,2026-07-15,9.992,0.738,False
BWUAD4C1E0E1067,CUST100070399,2026-06-11,3.878,0.91,True
BWU81D98277B47C,CUST100080728,2026-07-20,1.761,2.345,False
BWUAA78AA6A4B20,CUST100099193,2026-06-30,2.109,2.789,False
BWU32FA34D263A7,CUST100077329,2026-07-17,1.127,0.507,False
BWU5775AC6D90CA,CUST100008238,2026-06-28,2.817,0.183,False
BWUD031C0202E91,CUST100025141,2026-06-27,2.192,6.438,False
BWUD15229CD3E63,CUST100084270,2026-07-09,3.144,0.512,False
BWU788E371BA03A,CUST100027183,2026-07-12,1.146,0.514,False
BWU955E8479BDED,CUST100046847,2026-06-27,4.221,1.374,False
BWU0418208A4191,CUST100043053,2026-07-13,0.178,0.836,False
BWU9D9508585187,CUST100000318,2026-06-05,2.364,4.927,False
BWU2CEF07E9F25A,CUST100086341,2026-06-01,5.136,1.511,False
BWUC2D4E8ABFD51,CUST100018459,2026-06-26,5.972,0.468,False
BWUCEAAE7E5BD28,CUST100070874,2026-06-13,2.515,1.545,False
BWU5C7DBF334205,CUST100088810,2026-07-21,1.201,0.033,False
BWU9D25FD07EE3B,CUST100004148,2026-06-30,14.524,1.749,False
BWU76DF1DB8763B,CUST100034113,2026-07-13,8.661,0.624,False
BWUAAEF46BE0C00,CUST100006879,2026-07-19,0.45,0.831,False
BWUB666D8CCFDB5,CUST100009548,2026-07-05,0.182,0.761,False
BWU9FD3BAC41E4A,CUST100002914,2026-07-13,0.745,1.217,False
BWU05A5D8DA3FB0,CUST100002978,2026-06-15,1.048,0.949,False
BWUD3F6068E8616,CUST100024816,2026-06-19,0.222,1.016,False
BWUDF948600FB58,CUST100042212,2026-07-04,3.586,1.42,False
BWU74BD74657481,CUST100002180,2026-07-22,13.1,1.469,False
BWUE78FC6908F7E,CUST100092168,2026-06-11,4.306,1.593,False
BWUD8F49BF626C7,CUST100082445,2026-06-14,19.577,1.22,False
BWU3E97DFF8A68B,CUST100098357,2026-06-23,1.29,0.374,False
BWU3C07C8209927,CUST100070870,2026-06-23,0.461,0.257,False
BWU502A2E89B25A,CUST100093282,2026-07-17,4.592,2.165,False
BWU8F791D198D44,CUST100082952,2026-06-12,5.53,0.084,False
BWUDF4EDFB4123A,CUST100012031,2026-06-18,0.796,1.304,False
BWU35B25640C20F,CUST100063749,2026-07-20,1.161,1.741,False
BWU69171DAA76A1,CUST100006941,2026-06-16,2.559,0.748,False
BWU099CF9598029,CUST100090935,2026-07-01,8.95,0.375,False
BWU7B5E425A44AC,CUST100055554,2026-06-04,6.641,2.29,False
BWUD2F91D2970CD,CUST100097162,2026-07-01,3.882,0.063,True
BWU4415A22870F7,CUST100058082,2026-07-13,1.758,0.029,False
BWU4E9BA0EB3386,CUST100032790,2026-07-01,18.295,3.581,False
BWU13B7DE8AD675,CUST100078021,2026-06-10,2.364,1.539,False
BWU2802A2E02315,CUST100084123,2026-06-21,1.909,3.341,False
BWUA623BA0FDBC3,CUST100061598,2026-07-18,5.951,5.17,False
BWUB6422406F991,CUST100085265,2026-06-18,2.742,1.401,False
BWUE0A1FD96F586,CUST100079325,2026-06-30,0.651,0.65,False
BWU692D8F7667AE,CUST100049844,2026-07-21,4.026,1.405,False
BWU9E0F49D8C3C6,CUST100055335,2026-07-08,9.398,0.357,False
BWU9D99248363E2,CUST100089960,2026-06-25,9.741,1.198,False
BWU4033397D58C4,CUST100063924,2026-07-18,16.851,0.367,False
BWU27BBCFE78A3F,CUST100042394,2026-07-03,2.061,1.604,False
BWUB5688AC0065A,CUST100059254,2026-06-20,4.605,0.159,False
BWU1382EEF9EF8A,CUST100029616,2026-06-05,0.986,1.241,False
BWUDF49E7DDD7B3,CUST100078584,2026-07-12,0.383,4.324,False
BWUD9F83CDCBC2A,CUST100012300,2026-06-15,0.973,0.545,False
BWUCBE0CB417279,CUST100004752,2026-07-07,0.875,0.649,False
BWU4596E112E293,CUST100005517,2026-06-23,1.515,0.865,False
BWU707513434EDD,CUST100084228,2026-07-03,2.293,3.747,False
BWUBEBCE59A94EB,CUST100048146,2026-06-03,13.583,1.747,True
BWUE6C74E796566,CUST100032557,2026-06-14,1.941,1.453,False
BWU706E50B74906,CUST100073341,2026-06-18,1.902,1.564,True
BWU68902D2DC1FC,CUST100040134,2026-07-07,0.76,0.322,False
BWU442A74B40E7E,CUST100044622,2026-06-30,3.418,1.856,False
BWU869A83AA865E,CUST100013660,2026-07-14,1.53,3.25,False
BWU17D7CF8FEDFB,CUST100073407,2026-07-12,4.556,2.927,False
BWU3FCFC83F4F9F,CUST100026433,2026-06-04,1.11,2.779,False
BWUA91B3FECF85C,CUST100039605,2026-07-07,0.483,2.832,False
BWUCA797BA0D90E,CUST100000967,2026-07-19,1.633,0.32,False
BWU9379BB0A109C,CUST100035925,2026-06-28,1.882,0.002,False
BWUE2E617D57DD7,CUST100065911,2026-06-08,0.596,0.791,False
BWUE19A2B2D3B76,CUST100094370,2026-07-22,5.724,1.838,False
BWUA085E27B85EA,CUST100045780,2026-07-08,5.13,0.623,False
BWUE1FF0F65BACD,CUST100036198,2026-06-15,3.552,1.874,False
BWUEF467E7A0EC6,CUST100065032,2026-06-11,2.11,4.282,False
BWU95EECFDF18A2,CUST100050023,2026-06-30,1.207,0.168,False
BWU47F487422B95,CUST100055869,2026-06-26,1.331,2.382,False
BWUEED2B1365D79,CUST100008816,2026-06-09,2.212,0.561,False
BWUF91C95B02BF9,CUST100068057,2026-06-11,6.998,0.343,True
BWUB9784B5856B0,CUST100079544,2026-06-05,13.857,3.347,False
BWU14FA7F7649E5,CUST100084686,2026-07-15,8.21,0.783,False
BWUFE4B82447D3A,CUST100015786,2026-07-13,2.225,0.653,False
BWUFEF9BF83FE5E,CUST100090433,2026-06-24,0.673,0.142,True
BWUC8B833AA2CBB,CUST100011424,2026-06-30,9.959,1.504,True
BWUC4F268E3FF98,CUST100003566,2026-06-18,14.692,7.614,False
BWU11B937713D1B,CUST100029565,2026-06-17,0.007,0.289,False
BWUC49F10439046,CUST100044085,2026-06-19,1.02,1.497,True
BWUD3AB767C49B1,CUST100005119,2026-06-09,1.303,1.903,False
BWUB4474C599933,CUST100034044,2026-06-21,2.783,3.364,False
BWU499830F30048,CUST100001238,2026-06-05,3.542,1.527,True
BWU2637984E609A,CUST100055386,2026-07-23,18.185,1.143,False
BWU83A3539813A9,CUST100087276,2026-06-11,0.187,1.273,False
BWU7A7BF1BAAC42,CUST100021431,2026-07-02,3.189,0.384,False
BWU471C3A90B52A,CUST100050732,2026-06-26,3.729,0.164,False
BWUE419D13C4ED4,CUST100051909,2026-06-13,0.799,3.221,False
BWU2030C32F4BF2,CUST100057480,2026-07-04,2.094,0.005,True
BWU650179F48337,CUST100039868,2026-07-20,2.116,0.666,False
BWU8311EC0C09DE,CUST100013252,2026-06-01,1.126,0.573,False
BWU774DA2750692,CUST100042705,2026-07-11,0.476,0.621,False
BWUD12793EAB152,CUST100010809,2026-07-17,10.638,3.88,False
BWUF2E1D4FCE7E6,CUST100035379,2026-06-12,2.842,2.002,False
BWUE3B5816280E4,CUST100001098,2026-06-15,2.919,0.874,False
BWUC00AFD4DB3AD,CUST100058027,2026-07-02,1.391,0.058,False
BWU0F540CE1E075,CUST100065298,2026-07-20,1.293,1.393,False
BWU15708272529F,CUST100070847,2026-07-13,0.041,2.09,False
BWU1E1FA3E4DA1A,CUST100001661,2026-06-07,2.362,0.27,False
BWUE5F201B094C5,CUST100060584,2026-06-21,2.253,0.971,False
BWU2C5DEE04ADFA,CUST100075624,2026-06-22,4.867,1.639,False
BWU995A7CA83998,CUST100076098,2026-06-20,5.394,1.791,False
BWU263B8C80CAC5,CUST100020708,2026-07-04,2.16,0.986,False
BWU648639C543C5,CUST100072635,2026-06-22,1.687,0.191,False
BWUF9571B45DEDA,CUST100085858,2026-07-11,0.006,0.016,False
BWU5FBCD095F83A,CUST100027645,2026-07-16,1.144,0.935,True
BWUE76E4F3093CE,CUST100057661,2026-06-18,0.781,0.358,False
BWU2BC3135A717A,CUST100075919,2026-06-18,9.821,1.185,False
BWU4B954BBC0796,CUST100053700,2026-06-08,8.283,0.926,False
BWUD8833ED007BF,CUST100013070,2026-06-27,6.515,0.632,True
BWU1613A8D119EF,CUST100050907,2026-06-09,1.718,0.023,False
BWU1D1ACD876E9C,CUST100074207,2026-07-23,13.144,1.294,False
BWU97960F451C3C,CUST100036514,2026-07-19,3.537,0.498,False
BWU2144D5CF1A91,CUST100038542,2026-06-23,2.952,1.722,False
BWU6870DF2DE65B,CUST100069481,2026-07-18,2.461,2.699,False
BWU2F792E85BEB1,CUST100088298,2026-07-11,0.223,1.746,False
BWU789A1FE9DF17,CUST100093365,2026-06-23,0.863,0.595,False
BWU94A696BE8410,CUST100085673,2026-06-01,3.293,0.177,True
BWU067B2E1760C7,CUST100048613,2026-07-21,1.002,6.055,False
BWU1D1A262E73FD,CUST100047789,2026-07-06,7.168,2.732,False
BWUD11C8643478E,CUST100059961,2026-07-22,15.219,1.863,True
BWU83272724E902,CUST100027955,2026-07-16,3.94,1.217,False
BWU7A379966377D,CUST100018652,2026-06-10,1.772,3.467,False
BWU61A1A462331B,CUST100060043,2026-07-07,2.513,1.685,False
BWUDFF63574C8B9,CUST100016572,2026-07-21,1.707,2.911,False
BWUED689F61A33B,CUST100012944,2026-06-21,0.079,0.56,False
BWU90BF30FE7901,CUST100027274,2026-07-03,1.22,4.031,False
BWU7F6FC22CFD6F,CUST100091322,2026-07-14,0.599,0.488,False
BWU8E0C34A060FE,CUST100091401,2026-07-09,3.283,2.52,False
BWUB4D515D4B5CA,CUST100081533,2026-07-04,3.55,0.002,False
BWU09C176F55790,CUST100025767,2026-06-24,11.808,0.625,False
BWU26A67F353723,CUST100073967,2026-06-05,0.704,1.129,False
BWU070A78CAE7F4,CUST100052581,2026-06-20,0.268,8.843,False
BWUB400555D9050,CUST100040052,2026-06-13,6.135,0.005,True
BWUA1307A4E8FB7,CUST100056621,2026-07-02,4.257,2.497,False
BWU4D55E84B6924,CUST100053214,2026-07-02,2.465,0.902,False
BWUFFEC58B57494,CUST100091900,2026-07-14,3.87,0.768,False
BWU1921BEBCE67E,CUST100044749,2026-06-08,4.184,0.229,False
BWUCC04F4B2EE16,CUST100093128,2026-06-19,10.467,1.905,False
BWU196050A90C12,CUST100053076,2026-06-28,0.384,0.332,False
BWU8C1130A20DC1,CUST100044630,2026-07-11,2.616,1.376,False
BWUEC7E6321C2F7,CUST100038872,2026-06-28,9.489,1.456,False
BWUCC289C49D37D,CUST100034366,2026-07-07,7.475,0.127,False
BWUDF4543DCC77D,CUST100063058,2026-06-27,7.974,2.48,False
BWU6C6DCB30B376,CUST100098131,2026-06-16,10.422,0.58,True
BWU6838816BFC27,CUST100060134,2026-06-15,1.099,2.146,False
BWUB36CA279CC5F,CUST100002740,2026-06-30,3.885,0.121,False
BWU6FAF499BA858,CUST100028783,2026-06-01,0.923,2.509,False
BWUA29965A745CF,CUST100089066,2026-06-08,11.249,1.991,False
BWUD30E34795D19,CUST100035073,2026-07-09,5.682,3.877,False
BWU82D226C32A33,CUST100046716,2026-06-01,1.19,2.052,False
BWU8BBDFE1BDCC9,CUST100012764,2026-07-10,4.495,0.161,True
BWU14BDCF7028D3,CUST100031481,2026-06-03,4.922,1.816,False
BWU5087B49A2E9C,CUST100050447,2026-06-29,3.14,0.415,False
BWU22B0A9BFE654,CUST100021908,2026-07-22,1.276,1.575,False
BWU45ED68C2DF78,CUST100016443,2026-06-25,1.212,0.269,False
BWUB7C67BA30D88,CUST100068363,2026-06-28,4.995,1.267,False
BWUCEF7D3A09154,CUST100053611,2026-07-07,1.79,5.246,True
BWU167F0A60166F,CUST100045313,2026-06-26,3.868,0.45,False
BWUC388B7011BB0,CUST100073225,2026-06-30,2.214,2.15,False
BWU3B0254A9B1FE,CUST100016693,2026-06-17,0.936,0.351,False
BWU5273CF7F2465,CUST100089720,2026-07-09,5.073,2.596,False
BWUEEC15F9E6C1A,CUST100077713,2026-06-24,3.02,1.415,True
BWU937F27049AF5,CUST100061654,2026-07-03,4.308,0.73,False
BWU8F2D464D306A,CUST100057385,2026-07-05,4.753,3.9,False
BWU14C828F81D54,CUST100086159,2026-07-14,3.606,2.488,True
BWU028DDAC19F5F,CUST100013289,2026-06-04,0.666,1.919,False
BWUF474BB90CCD5,CUST100090749,2026-06-14,4.791,1.527,False
BWUBAD3A4613BBA,CUST100002814,2026-06-06,0.081,1.174,False
BWUD80168BC8E51,CUST100022762,2026-06-02,1.852,5.741,False
BWUAAF9CB16AECD,CUST100040487,2026-06-25,3.99,1.827,True
BWU13E9F6ECFCF6,CUST100065973,2026-06-28,2.041,0.339,False
BWUD1B1CAFFB2B7,CUST100006774,2026-07-17,3.47,4.321,False
BWUB984ED059BA2,CUST100038671,2026-06-16,0.554,0.168,False
BWU6C123504DA45,CUST100084523,2026-07-21,4.521,0.993,False
BWUF199BD0080DC,CUST100024425,2026-07-11,0.328,2.255,False
BWU7F91BA06A340,CUST100004851,2026-07-13,2.51,0.438,False
BWU3B7F0E6383FA,CUST100016928,2026-07-01,6.75,2.308,False
BWU3EE56CCF8A40,CUST100064443,2026-06-15,8.528,0.591,False
BWUA3BE01215037,CUST100030486,2026-06-17,1.515,1.218,False
BWUEFE8690373CF,CUST100018682,2026-06-22,9.203,0.554,False
BWUADAFDF526B6A,CUST100035090,2026-06-21,10.662,5.788,True
BWUFB3DB7EDD5CE,CUST100023042,2026-06-08,2.941,2.115,False
BWUD7F30687F20C,CUST100029667,2026-07-18,1.79,0.705,False
BWU3CF700C0B8DF,CUST100085854,2026-06-19,2.745,0.84,False
BWUA38EE8CFEEC0,CUST100011814,2026-06-22,0.322,0.108,False
BWUB0293E181040,CUST100053780,2026-07-02,0.51,3.838,False
BWU2738FA0C43B6,CUST100071354,2026-07-20,1.287,0.175,False
BWUE901149EE29F,CUST100042430,2026-07-15,6.072,4.555,False
BWU92884241DBFB,CUST100062814,2026-07-20,1.483,1.165,False
BWU65989BFD246E,CUST100053111,2026-06-17,0.107,2.309,False
BWU0CA52ACD39C8,CUST100052068,2026-06-16,0.123,4.125,False
BWU150D35627F58,CUST100026399,2026-06-08,1.464,0.393,False
BWU5B914FD336E9,CUST100057012,2026-07-01,1.473,0.391,False
BWU8603625FCEFE,CUST100062947,2026-06-05,3.401,0.644,False
BWU6BCA0F181CF8,CUST100075930,2026-06-01,3.921,0.693,False
BWU661AE53D9DE3,CUST100023571,2026-06-19,2.691,0.128,False
BWU97AD19FC2318,CUST100032194,2026-07-13,17.53,4.007,False
BWU5F409F39D9CA,CUST100078813,2026-07-12,1.702,1.422,False
BWU0D0DCC8F3E9E,CUST100082612,2026-06-01,0.315,0.322,False
BWU4C8FC68E88F8,CUST100016937,2026-07-20,2.959,3.721,False
BWU0F01CC0738ED,CUST100077669,2026-07-13,8.556,2.107,False
BWU0016469E3F73,CUST100089963,2026-07-20,1.736,0.071,False
BWUCDEDDC78C59E,CUST100053761,2026-06-01,0.291,1.064,False
BWUD4190492D394,CUST100094276,2026-07-19,3.123,3.053,False
BWUC7AC315482C2,CUST100081085,2026-07-12,2.029,0.664,False
BWU748B88777FA2,CUST100087574,2026-06-15,2.882,0.073,False
BWU0EC205950680,CUST100051557,2026-07-14,6.334,0.333,False
BWUD68DB986C08B,CUST100021158,2026-07-11,4.06,0.929,False
BWU3CCD600B589E,CUST100055043,2026-06-17,6.389,0.101,False
BWUAB380D47509A,CUST100062657,2026-07-14,1.624,1.104,False
BWU17074E3AA7C9,CUST100033050,2026-06-15,1.529,0.281,False
BWU9315FE4E296A,CUST100059421,2026-06-01,3.432,0.306,False
BWUAD23FE64645D,CUST100023212,2026-06-09,3.164,0.869,False
BWU3190CF27D7A9,CUST100033319,2026-07-07,0.851,2.696,False
BWU12B805E28F56,CUST100021745,2026-07-06,6.415,1.17,False
BWU408E830CDC6E,CUST100086319,2026-07-23,5.217,0.15,False
BWUDB98A13A3674,CUST100054706,2026-07-15,2.435,2.525,True
BWU2B9D45B08C20,CUST100093201,2026-06-27,15.182,1.351,False
BWU4A1BEB491807,CUST100096060,2026-07-23,1.321,0.054,False
BWUD244498E5495,CUST100074635,2026-06-26,1.633,1.031,False
BWUAC82174E2B1F,CUST100070790,2026-07-02,2.087,1.089,False
BWUF2FD1AB7E0CB,CUST100061804,2026-06-01,10.0,0.292,False
BWUAA25494B2E47,CUST100056284,2026-07-03,9.599,0.394,False
BWUE5912B739E79,CUST100039327,2026-06-07,7.532,0.224,False
BWUB74833490EF2,CUST100041303,2026-07-16,6.092,1.3,False
BWU02A6EEE5F19F,CUST100073912,2026-07-07,11.988,2.598,False
BWU2D701F3811E8,CUST100009189,2026-07-01,0.168,1.954,False
BWU8CD3D2DDC3AD,CUST100062054,2026-06-11,3.083,0.277,False
BWUE9668B20378E,CUST100017486,2026-07-15,0.339,1.621,False
BWU84DCA71877FF,CUST100031680,2026-06-21,8.733,2.513,False
BWU74A7787633E1,CUST100043570,2026-06-07,0.753,1.995,False
BWU7D44279C2249,CUST100059554,2026-07-14,1.669,1.737,False
BWU662E47D50FFF,CUST100055684,2026-07-22,1.297,0.129,False
BWU57C9ACB27EE0,CUST100065751,2026-06-23,6.367,0.054,False
BWUA743A081048B,CUST100040993,2026-07-07,0.502,0.763,False
BWUF5ADF85E55BD,CUST100014176,2026-07-18,8.874,1.984,False
BWU82DE07206D1E,CUST100079192,2026-06-18,1.256,1.095,False
BWUE31EAAED4590,CUST100082746,2026-07-14,1.14,0.639,False
BWU7DAA9E5A915B,CUST100048072,2026-07-23,1.763,0.635,False
BWUFB903CC1CA39,CUST100039258,2026-07-13,1.869,0.378,False
BWU2C8E644A8B6E,CUST100053812,2026-06-09,6.69,1.654,False
BWU724C7ACF5B24,CUST100073776,2026-07-17,9.094,5.998,False
BWU33D85A682EB0,CUST100036542,2026-07-02,2.313,2.264,True
BWUCA82ADBA64EC,CUST100096327,2026-06-13,1.224,0.131,False
BWUFB6460FEE85A,CUST100086063,2026-07-21,2.064,5.055,False
BWU0D4AE9442B44,CUST100067268,2026-06-11,14.48,0.474,True
BWU278C630CFDC0,CUST100057193,2026-07-23,9.491,0.019,False
BWUE3B7CFBAB105,CUST100092945,2026-07-10,1.784,0.301,False
BWU753E7D29FB78,CUST100026247,2026-06-04,1.014,0.249,False
BWUE35261F4CC67,CUST100090060,2026-06-02,1.377,1.212,False
BWU1C5B4F19F3C4,CUST100010299,2026-07-09,4.788,0.015,False
BWUEE18296DEB87,CUST100062069,2026-06-29,4.126,5.286,False
BWU8D65F68F2262,CUST100003789,2026-06-03,3.761,0.373,False
BWU6DD2DAB25EB7,CUST100075742,2026-07-08,15.457,0.869,False
BWU89388FF492C7,CUST100016733,2026-07-22,4.321,0.714,False
BWUE79B2E04EF85,CUST100029235,2026-06-10,10.501,0.05,False
BWU41AA353699BC,CUST100071858,2026-07-05,10.303,1.769,False
BWU57505C01114C,CUST100040964,2026-07-20,12.381,0.135,False
BWU7EF01A2E01E1,CUST100036556,2026-06-07,0.357,1.628,False
BWUB3A05175AF40,CUST100013583,2026-07-15,0.273,1.127,False
BWU430254C5C365,CUST100089810,2026-07-09,10.731,0.535,False
BWU0C0984BCA64F,CUST100010670,2026-07-05,0.195,0.573,False
BWU6427035E7763,CUST100025875,2026-07-09,3.96,0.136,False
BWUB9F2559E37D6,CUST100009123,2026-06-30,3.213,1.385,False
BWUEE9310445008,CUST100042828,2026-06-30,1.017,0.113,False
BWU43E2D4FC6451,CUST100066581,2026-06-26,5.556,0.877,False
BWU39EB1BBA31A8,CUST100051390,2026-07-17,1.503,0.468,False
BWU104E22B58BCF,CUST100046503,2026-06-25,1.317,0.11,False
BWU66B22EB6ACD4,CUST100004598,2026-06-05,0.108,4.581,False
BWU3B8143663248,CUST100018501,2026-06-02,9.106,1.519,False
BWU835A19324719,CUST100020768,2026-07-10,1.142,0.956,False
BWUE4CF5ADD447C,CUST100096793,2026-07-01,7.931,2.929,False
BWU89029266B009,CUST100004022,2026-06-08,2.191,1.063,True
BWU1B91853A929D,CUST100001973,2026-06-09,0.427,2.072,False
BWUA149AAFE8D18,CUST100027582,2026-06-10,4.299,4.444,False
BWU8BD21E153C22,CUST100098437,2026-06-21,17.324,1.976,False
BWU2986B03EA7D8,CUST100058817,2026-06-18,3.769,2.85,False
BWU893EF3710D9F,CUST100061461,2026-07-12,10.203,0.112,False
BWUC52BEB711CC4,CUST100043826,2026-06-15,4.293,0.61,False
BWUF20FD6205968,CUST100058342,2026-07-01,1.12,1.159,False
BWU96C2E1295214,CUST100074311,2026-07-21,0.941,1.765,False
BWU0F343FC69F6B,CUST100052538,2026-06-22,0.404,0.475,True
BWUA4D6A5C5B649,CUST100054332,2026-07-01,6.532,2.167,True
BWU3E87A28AF789,CUST100037020,2026-06-23,6.995,0.638,False
BWU6B587A4D0CF7,CUST100094585,2026-06-08,5.153,0.521,False
BWU37FD0F661335,CUST100000815,2026-06-03,0.526,0.005,False
BWUA192DA05366B,CUST100019492,2026-07-16,8.762,4.058,False
BWU0A55A5564948,CUST100066822,2026-06-27,1.316,0.488,False
BWUC3FD880E3047,CUST100030924,2026-06-10,1.293,0.203,False
BWUF28CC7582C1A,CUST100063747,2026-06-09,2.025,0.711,True
BWUECCAD18F61C2,CUST100062580,2026-06-27,6.195,6.52,False
BWU38AB27189805,CUST100054950,2026-06-24,11.655,0.474,False
BWU48041A5CDCBD,CUST100094930,2026-06-11,2.182,0.09,False
BWU0696613937FC,CUST100064540,2026-07-08,5.003,2.217,False
BWUD3CF1DE81C53,CUST100028147,2026-07-18,9.74,0.108,False
BWUD4A416EA2B1E,CUST100043507,2026-06-25,7.789,0.261,True
BWU20736D126360,CUST100098302,2026-06-03,2.258,0.474,False
BWU0B94D90D108B,CUST100005473,2026-07-18,1.756,2.252,False
BWU546961439A36,CUST100016214,2026-06-29,9.294,1.692,True
BWUBF377B784BAB,CUST100043625,2026-06-06,1.013,1.213,False
BWU5322B7A76C43,CUST100085386,2026-06-10,2.429,2.818,False
BWUB99721160819,CUST100041459,2026-07-21,3.018,1.189,False
BWU8352E26D7029,CUST100047287,2026-07-15,3.122,1.608,False
BWU069638CDBB4C,CUST100027516,2026-07-06,6.998,2.545,False
BWU72E347209B62,CUST100017454,2026-06-18,6.515,2.801,False
BWUB2347DDE360C,CUST100008839,2026-07-05,7.462,1.121,False
BWUB48EAD694658,CUST100050734,2026-07-19,1.946,0.306,True
BWU60BDD19240A8,CUST100032711,2026-07-12,1.748,0.57,False
BWU7CB3CADFAD26,CUST100093428,2026-07-10,19.605,0.819,True
BWUC6D1D79C0A3C,CUST100028748,2026-06-25,0.6,1.74,False
BWUC7CD66F17A39,CUST100067262,2026-07-07,22.163,2.937,False
BWUB175D6235D6A,CUST100052989,2026-06-07,4.309,2.335,False
BWUAE194685A4C7,CUST100001754,2026-07-22,0.982,0.24,False
BWUF9460E611CDB,CUST100008036,2026-07-09,0.423,0.077,False
BWU17D6AFC9CDDA,CUST100011555,2026-06-06,6.297,1.816,False
