customer_id,clv_estimate_usd,clv_segment,calculation_date
CUST100095245,965.13,Silver,2026-07-22
CUST100002287,2002.39,Gold,2026-07-21
CUST100081286,1084.12,Silver,2026-07-09
CUST100044312,1202.86,Silver,2026-07-17
CUST100091532,650.76,Silver,2026-07-09
CUST100050420,559.8,Silver,2026-07-19
CUST100055238,803.7,Silver,2026-07-13
CUST100079741,4062.25,Platinum,2026-07-04
CUST100021184,918.51,Silver,2026-07-02
CUST100043501,2262.83,Gold,2026-07-18
CUST100008354,900.54,Silver,2026-07-07
CUST100082767,1405.93,Silver,2026-07-17
CUST100084282,2545.41,Gold,2026-07-03
CUST100012188,1191.69,Silver,2026-07-14
CUST100059489,430.1,Bronze,2026-07-08
CUST100095735,1218.75,Silver,2026-07-19
CUST100043959,755.74,Silver,2026-07-13
CUST100035998,963.19,Silver,2026-07-11
CUST100089532,630.39,Silver,2026-07-22
CUST100001532,441.0,Bronze,2026-07-13
CUST100094797,1857.7,Gold,2026-07-01
CUST100044129,1182.14,Silver,2026-07-16
CUST100000580,1008.15,Silver,2026-07-18
CUST100074624,702.45,Silver,2026-07-05
CUST100028158,1223.42,Silver,2026-07-14
CUST100055455,1595.73,Gold,2026-07-22
CUST100011834,1251.89,Silver,2026-07-20
CUST100081832,494.98,Bronze,2026-07-06
CUST100052565,1848.15,Gold,2026-07-09
CUST100095359,1119.71,Silver,2026-07-13
CUST100096015,2205.28,Gold,2026-07-10
CUST100091802,706.35,Silver,2026-07-23
CUST100075683,904.31,Silver,2026-07-09
CUST100032523,260.74,Bronze,2026-07-02
CUST100009375,1380.57,Silver,2026-07-10
CUST100004160,1106.91,Silver,2026-07-02
CUST100039898,1332.85,Silver,2026-07-07
CUST100052413,1226.69,Silver,2026-07-05
CUST100012805,418.1,Bronze,2026-07-07
CUST100024786,1299.76,Silver,2026-07-02
CUST100058704,200.5,Bronze,2026-07-23
CUST100011657,1353.51,Silver,2026-07-03
CUST100005570,2707.38,Gold,2026-07-21
CUST100070389,567.95,Silver,2026-07-10
CUST100071925,1092.11,Silver,2026-07-07
CUST100039960,1294.38,Silver,2026-07-15
CUST100000353,1783.01,Gold,2026-07-07
CUST100042150,336.06,Bronze,2026-07-18
CUST100046918,920.03,Silver,2026-07-14
CUST100092436,928.89,Silver,2026-07-15
CUST100088874,391.47,Bronze,2026-07-05
CUST100031271,852.81,Silver,2026-07-22
CUST100050853,1349.3,Silver,2026-07-15
CUST100093478,598.6,Silver,2026-07-03
CUST100000746,2153.97,Gold,2026-07-17
CUST100039801,974.64,Silver,2026-07-18
CUST100029975,2451.91,Gold,2026-07-19
CUST100090618,1359.13,Silver,2026-07-22
CUST100013052,929.8,Silver,2026-07-17
CUST100043414,1739.4,Gold,2026-07-15
CUST100030633,1273.45,Silver,2026-07-02
CUST100020940,1553.06,Gold,2026-07-22
CUST100063002,1867.85,Gold,2026-07-09
CUST100063386,307.19,Bronze,2026-07-06
CUST100045297,2269.43,Gold,2026-07-15
CUST100070676,1712.0,Gold,2026-07-07
CUST100063079,790.94,Silver,2026-07-10
CUST100020981,2379.81,Gold,2026-07-12
CUST100019983,4522.12,Platinum,2026-07-21
CUST100032843,258.78,Bronze,2026-07-07
CUST100001932,1461.75,Silver,2026-07-03
CUST100046798,1705.97,Gold,2026-07-06
CUST100084737,2577.05,Gold,2026-07-03
CUST100012924,1237.32,Silver,2026-07-06
CUST100099472,1015.81,Silver,2026-07-03
CUST100099313,2106.47,Gold,2026-07-14
CUST100073743,1854.08,Gold,2026-07-19
CUST100093017,1172.16,Silver,2026-07-06
CUST100066606,930.03,Silver,2026-07-20
CUST100085907,1307.7,Silver,2026-07-07
CUST100049202,1534.54,Gold,2026-07-02
CUST100027868,1263.81,Silver,2026-07-20
CUST100036266,1470.83,Silver,2026-07-08
CUST100010734,3174.07,Platinum,2026-07-11
CUST100093845,1226.67,Silver,2026-07-23
CUST100082856,960.23,Silver,2026-07-23
CUST100005967,999.08,Silver,2026-07-03
CUST100087581,845.35,Silver,2026-07-05
CUST100048023,1327.07,Silver,2026-07-19
CUST100050497,1130.81,Silver,2026-07-18
CUST100032042,1077.92,Silver,2026-07-22
CUST100082129,516.55,Silver,2026-07-08
CUST100020791,2073.03,Gold,2026-07-14
CUST100035533,446.43,Bronze,2026-07-09
CUST100041924,2313.03,Gold,2026-07-08
CUST100078580,2033.17,Gold,2026-07-01
CUST100057738,1094.86,Silver,2026-07-03
CUST100090706,2138.46,Gold,2026-07-17
CUST100013968,1267.76,Silver,2026-07-04
CUST100028341,956.06,Silver,2026-07-19
CUST100066855,1330.23,Silver,2026-07-04
CUST100079849,177.22,Bronze,2026-07-12
CUST100069338,274.76,Bronze,2026-07-11
CUST100012511,924.74,Silver,2026-07-22
CUST100065132,205.96,Bronze,2026-07-06
CUST100029689,977.0,Silver,2026-07-01
CUST100051133,740.06,Silver,2026-07-05
CUST100030017,599.78,Silver,2026-07-08
CUST100075481,1186.98,Silver,2026-07-02
CUST100074112,734.45,Silver,2026-07-17
CUST100023794,410.58,Bronze,2026-07-19
CUST100072197,1217.33,Silver,2026-07-13
CUST100094490,695.49,Silver,2026-07-18
CUST100071928,881.44,Silver,2026-07-02
CUST100021373,1987.73,Gold,2026-07-09
CUST100017894,700.95,Silver,2026-07-12
CUST100033483,179.27,Bronze,2026-07-07
CUST100082922,991.1,Silver,2026-07-01
CUST100086569,578.4,Silver,2026-07-08
CUST100031832,1592.25,Gold,2026-07-08
CUST100090927,876.63,Silver,2026-07-13
CUST100093387,1040.35,Silver,2026-07-15
CUST100021011,885.36,Silver,2026-07-16
CUST100072479,1205.86,Silver,2026-07-08
CUST100077634,784.52,Silver,2026-07-04
CUST100088459,2406.82,Gold,2026-07-14
CUST100066780,1329.58,Silver,2026-07-10
CUST100045346,1503.93,Gold,2026-07-02
CUST100027964,1162.66,Silver,2026-07-21
CUST100037701,389.1,Bronze,2026-07-02
CUST100077697,679.91,Silver,2026-07-15
CUST100074459,755.74,Silver,2026-07-12
CUST100099468,1741.82,Gold,2026-07-23
CUST100098800,1019.19,Silver,2026-07-18
CUST100068809,1055.41,Silver,2026-07-11
CUST100068865,1245.14,Silver,2026-07-04
CUST100055865,1308.23,Silver,2026-07-12
CUST100004748,825.9,Silver,2026-07-14
CUST100004110,1167.17,Silver,2026-07-23
CUST100031535,741.5,Silver,2026-07-12
CUST100027335,1450.42,Silver,2026-07-16
CUST100085237,445.18,Bronze,2026-07-05
CUST100020609,1794.23,Gold,2026-07-05
CUST100034972,303.37,Bronze,2026-07-13
CUST100028204,2373.05,Gold,2026-07-19
CUST100048366,3736.03,Platinum,2026-07-13
CUST100078293,2608.14,Gold,2026-07-07
CUST100026450,1293.88,Silver,2026-07-01
CUST100088927,1734.3,Gold,2026-07-05
CUST100096551,992.68,Silver,2026-07-20
CUST100010706,1033.8,Silver,2026-07-13
CUST100082405,172.05,Bronze,2026-07-07
CUST100068701,2630.75,Gold,2026-07-02
CUST100078498,334.21,Bronze,2026-07-18
CUST100049075,1609.75,Gold,2026-07-09
CUST100089250,692.92,Silver,2026-07-01
CUST100039612,2366.65,Gold,2026-07-06
CUST100007783,1078.35,Silver,2026-07-10
CUST100037666,686.6,Silver,2026-07-02
CUST100081495,1210.33,Silver,2026-07-05
CUST100012460,1035.15,Silver,2026-07-02
CUST100087288,960.64,Silver,2026-07-18
CUST100046190,981.59,Silver,2026-07-23
CUST100030939,555.05,Silver,2026-07-19
CUST100003719,549.64,Silver,2026-07-20
CUST100057693,1295.36,Silver,2026-07-23
CUST100023102,3036.8,Platinum,2026-07-12
CUST100058778,1241.32,Silver,2026-07-23
CUST100098194,2233.45,Gold,2026-07-06
CUST100075491,1961.56,Gold,2026-07-21
CUST100050887,5472.46,Platinum,2026-07-15
CUST100043607,576.57,Silver,2026-07-16
CUST100063822,836.41,Silver,2026-07-20
CUST100093637,621.13,Silver,2026-07-04
CUST100034278,1438.49,Silver,2026-07-03
CUST100035669,173.98,Bronze,2026-07-20
CUST100010506,933.85,Silver,2026-07-05
CUST100023789,1037.38,Silver,2026-07-14
CUST100087034,1392.41,Silver,2026-07-10
CUST100055143,1807.0,Gold,2026-07-09
CUST100088937,1033.61,Silver,2026-07-16
CUST100090557,1159.53,Silver,2026-07-17
CUST100076306,1201.97,Silver,2026-07-08
CUST100053891,1355.79,Silver,2026-07-16
CUST100053593,519.79,Silver,2026-07-18
CUST100036755,2803.0,Gold,2026-07-16
CUST100061898,1364.53,Silver,2026-07-04
CUST100059821,800.59,Silver,2026-07-16
CUST100041217,1108.48,Silver,2026-07-23
CUST100068753,2243.63,Gold,2026-07-16
CUST100071528,1947.97,Gold,2026-07-11
CUST100091355,1163.42,Silver,2026-07-09
CUST100019017,1381.1,Silver,2026-07-19
CUST100063187,915.76,Silver,2026-07-14
CUST100017374,502.36,Silver,2026-07-22
CUST100021624,337.98,Bronze,2026-07-09
CUST100025904,2790.41,Gold,2026-07-07
CUST100010563,1728.34,Gold,2026-07-07
CUST100039065,2650.05,Gold,2026-07-02
CUST100068008,652.39,Silver,2026-07-20
CUST100059032,760.88,Silver,2026-07-06
CUST100068599,943.53,Silver,2026-07-05
CUST100071743,2392.03,Gold,2026-07-18
CUST100084033,795.05,Silver,2026-07-09
CUST100085803,962.11,Silver,2026-07-05
CUST100070414,149.75,Bronze,2026-07-11
CUST100068344,837.5,Silver,2026-07-11
CUST100021976,271.09,Bronze,2026-07-06
CUST100021699,930.31,Silver,2026-07-07
CUST100047235,3079.31,Platinum,2026-07-05
CUST100038443,622.63,Silver,2026-07-14
CUST100081883,1678.76,Gold,2026-07-03
CUST100086421,2212.42,Gold,2026-07-22
CUST100019235,1304.01,Silver,2026-07-23
CUST100068500,1037.48,Silver,2026-07-09
CUST100048703,515.13,Silver,2026-07-10
CUST100076245,1626.71,Gold,2026-07-19
CUST100091417,2134.81,Gold,2026-07-03
CUST100051841,928.24,Silver,2026-07-20
CUST100079906,1682.3,Gold,2026-07-19
CUST100021763,1238.41,Silver,2026-07-10
CUST100090964,588.76,Silver,2026-07-18
CUST100060670,338.56,Bronze,2026-07-03
CUST100005556,847.35,Silver,2026-07-06
CUST100043704,753.96,Silver,2026-07-18
CUST100047071,1960.32,Gold,2026-07-19
CUST100052060,2031.68,Gold,2026-07-01
CUST100058354,590.46,Silver,2026-07-10
CUST100049722,1209.49,Silver,2026-07-13
CUST100032641,778.89,Silver,2026-07-10
CUST100027538,2767.61,Gold,2026-07-01
CUST100055414,685.56,Silver,2026-07-16
CUST100046445,2769.89,Gold,2026-07-12
CUST100002019,1735.62,Gold,2026-07-16
CUST100074874,541.9,Silver,2026-07-07
CUST100066550,710.15,Silver,2026-07-01
CUST100085561,987.81,Silver,2026-07-19
CUST100084304,863.87,Silver,2026-07-18
CUST100015525,2775.55,Gold,2026-07-11
CUST100009086,3572.67,Platinum,2026-07-14
CUST100061377,1888.84,Gold,2026-07-06
CUST100037427,307.6,Bronze,2026-07-02
CUST100029679,700.33,Silver,2026-07-07
CUST100055657,222.65,Bronze,2026-07-09
CUST100070760,2219.25,Gold,2026-07-14
CUST100099450,255.3,Bronze,2026-07-08
CUST100040700,2190.59,Gold,2026-07-23
CUST100095936,2917.51,Gold,2026-07-03
CUST100025284,823.85,Silver,2026-07-01
CUST100095760,776.76,Silver,2026-07-17
CUST100090354,1142.41,Silver,2026-07-23
CUST100075846,799.33,Silver,2026-07-07
CUST100075198,622.19,Silver,2026-07-23
CUST100061672,503.48,Silver,2026-07-04
CUST100036034,2220.37,Gold,2026-07-11
CUST100068490,1020.98,Silver,2026-07-04
CUST100060356,1483.09,Silver,2026-07-15
CUST100017613,982.21,Silver,2026-07-12
CUST100089440,2466.08,Gold,2026-07-12
CUST100075173,1087.67,Silver,2026-07-07
CUST100099281,939.22,Silver,2026-07-13
CUST100050738,710.31,Silver,2026-07-12
CUST100069204,512.11,Silver,2026-07-17
CUST100014073,3389.38,Platinum,2026-07-07
CUST100057012,1182.24,Silver,2026-07-12
CUST100006846,925.6,Silver,2026-07-22
CUST100002024,1131.0,Silver,2026-07-20
CUST100041196,1860.05,Gold,2026-07-05
CUST100010419,548.11,Silver,2026-07-05
CUST100069231,1437.12,Silver,2026-07-19
CUST100081784,844.27,Silver,2026-07-11
CUST100052231,1787.0,Gold,2026-07-16
CUST100073613,2513.93,Gold,2026-07-07
CUST100083778,905.0,Silver,2026-07-07
CUST100016731,2352.0,Gold,2026-07-21
CUST100023019,939.7,Silver,2026-07-16
CUST100033821,1007.77,Silver,2026-07-20
CUST100012670,755.29,Silver,2026-07-02
CUST100058584,862.72,Silver,2026-07-21
CUST100088571,860.22,Silver,2026-07-13
CUST100041248,2146.77,Gold,2026-07-12
CUST100084652,2330.38,Gold,2026-07-09
CUST100008957,1591.74,Gold,2026-07-09
CUST100030670,1876.87,Gold,2026-07-14
CUST100097371,527.4,Silver,2026-07-16
CUST100076273,1131.97,Silver,2026-07-04
CUST100069241,1998.24,Gold,2026-07-18
CUST100062735,986.63,Silver,2026-07-19
CUST100019555,2124.32,Gold,2026-07-01
CUST100010858,1388.59,Silver,2026-07-23
CUST100084935,1363.69,Silver,2026-07-08
CUST100015003,1100.61,Silver,2026-07-12
CUST100064992,2501.19,Gold,2026-07-13
CUST100080227,949.02,Silver,2026-07-11
CUST100017931,2653.01,Gold,2026-07-04
CUST100078058,2581.5,Gold,2026-07-21
CUST100084120,1375.16,Silver,2026-07-23
CUST100048026,2079.72,Gold,2026-07-06
CUST100045388,777.85,Silver,2026-07-15
CUST100039796,1427.38,Silver,2026-07-12
CUST100079206,1275.36,Silver,2026-07-21
CUST100014201,741.27,Silver,2026-07-01
CUST100078688,4047.09,Platinum,2026-07-21
CUST100009526,614.8,Silver,2026-07-06
CUST100048853,919.49,Silver,2026-07-13
CUST100020143,1217.86,Silver,2026-07-21
CUST100038463,620.67,Silver,2026-07-06
CUST100013707,231.45,Bronze,2026-07-09
CUST100024931,2666.39,Gold,2026-07-10
CUST100023810,2240.42,Gold,2026-07-23
CUST100060528,1564.85,Gold,2026-07-22
CUST100092358,1006.82,Silver,2026-07-14
CUST100071331,1497.88,Silver,2026-07-15
CUST100075810,1915.54,Gold,2026-07-17
CUST100037131,1510.83,Gold,2026-07-10
CUST100062085,1324.72,Silver,2026-07-05
CUST100036124,985.76,Silver,2026-07-03
CUST100003674,665.7,Silver,2026-07-22
CUST100078533,487.53,Bronze,2026-07-22
CUST100032514,1515.44,Gold,2026-07-19
CUST100040325,1351.78,Silver,2026-07-14
CUST100088390,1268.16,Silver,2026-07-22
CUST100059793,1000.75,Silver,2026-07-20
CUST100010517,559.56,Silver,2026-07-08
CUST100089776,669.59,Silver,2026-07-20
CUST100019281,3227.09,Platinum,2026-07-09
CUST100078315,367.18,Bronze,2026-07-12
CUST100027901,1775.28,Gold,2026-07-22
CUST100043468,1508.03,Gold,2026-07-03
CUST100049589,1375.09,Silver,2026-07-11
CUST100039482,2724.61,Gold,2026-07-23
CUST100072974,593.29,Silver,2026-07-03
CUST100070130,1448.85,Silver,2026-07-18
CUST100067630,689.43,Silver,2026-07-05
CUST100098456,540.69,Silver,2026-07-19
CUST100075995,2119.1,Gold,2026-07-05
CUST100089876,1548.8,Gold,2026-07-02
CUST100028297,1233.03,Silver,2026-07-22
CUST100091330,2131.07,Gold,2026-07-03
CUST100060644,1866.23,Gold,2026-07-16
CUST100019259,437.56,Bronze,2026-07-02
CUST100026770,1583.31,Gold,2026-07-12
CUST100007108,2391.33,Gold,2026-07-17
CUST100022146,593.55,Silver,2026-07-12
CUST100078131,773.36,Silver,2026-07-01
CUST100090320,754.13,Silver,2026-07-23
CUST100059425,1293.75,Silver,2026-07-22
CUST100050043,1526.16,Gold,2026-07-14
CUST100007653,461.73,Bronze,2026-07-20
CUST100087358,1648.98,Gold,2026-07-23
CUST100045510,466.96,Bronze,2026-07-23
CUST100083352,1057.38,Silver,2026-07-03
CUST100029709,1054.45,Silver,2026-07-05
CUST100010788,603.69,Silver,2026-07-04
CUST100086159,1801.32,Gold,2026-07-07
CUST100029357,1191.92,Silver,2026-07-18
CUST100097867,402.8,Bronze,2026-07-07
CUST100012723,804.59,Silver,2026-07-22
CUST100006191,323.3,Bronze,2026-07-19
CUST100047145,1144.8,Silver,2026-07-22
CUST100084212,2406.2,Gold,2026-07-23
CUST100015477,3119.38,Platinum,2026-07-06
CUST100051978,2000.72,Gold,2026-07-01
CUST100045628,551.52,Silver,2026-07-16
CUST100017205,616.94,Silver,2026-07-11
CUST100022605,533.28,Silver,2026-07-16
CUST100089326,1008.2,Silver,2026-07-03
CUST100026983,980.71,Silver,2026-07-01
CUST100021303,216.58,Bronze,2026-07-23
CUST100026492,1036.0,Silver,2026-07-12
CUST100043257,771.33,Silver,2026-07-05
CUST100016878,633.22,Silver,2026-07-21
CUST100087799,1586.84,Gold,2026-07-05
CUST100030171,476.89,Bronze,2026-07-01
CUST100083379,1074.06,Silver,2026-07-17
CUST100088246,749.81,Silver,2026-07-12
CUST100068451,1538.02,Gold,2026-07-20
CUST100092492,1271.09,Silver,2026-07-07
CUST100082348,701.14,Silver,2026-07-17
CUST100093179,1020.45,Silver,2026-07-16
CUST100034182,840.62,Silver,2026-07-05
CUST100085914,1843.34,Gold,2026-07-16
CUST100046651,2230.58,Gold,2026-07-16
CUST100033627,805.39,Silver,2026-07-18
CUST100032891,873.52,Silver,2026-07-13
CUST100019086,814.69,Silver,2026-07-05
CUST100001289,823.68,Silver,2026-07-04
CUST100010245,699.68,Silver,2026-07-10
CUST100087384,315.19,Bronze,2026-07-02
CUST100056248,1384.69,Silver,2026-07-21
CUST100069650,689.78,Silver,2026-07-13
CUST100085420,780.93,Silver,2026-07-18
CUST100069856,527.71,Silver,2026-07-01
CUST100015862,675.94,Silver,2026-07-23
CUST100082627,493.21,Bronze,2026-07-13
CUST100069333,1398.89,Silver,2026-07-19
CUST100069413,1781.73,Gold,2026-07-09
CUST100045126,1567.76,Gold,2026-07-05
CUST100083254,1240.65,Silver,2026-07-09
CUST100009677,1806.64,Gold,2026-07-09
CUST100030263,1146.67,Silver,2026-07-07
CUST100005626,456.08,Bronze,2026-07-05
CUST100017742,1846.71,Gold,2026-07-16
CUST100088910,806.03,Silver,2026-07-01
CUST100033837,1783.94,Gold,2026-07-02
CUST100097320,1194.94,Silver,2026-07-12
CUST100037154,2184.44,Gold,2026-07-16
CUST100057884,1243.17,Silver,2026-07-22
CUST100010056,637.7,Silver,2026-07-18
CUST100056870,516.79,Silver,2026-07-02
CUST100086184,831.13,Silver,2026-07-21
CUST100038820,1207.35,Silver,2026-07-23
CUST100097406,887.16,Silver,2026-07-11
CUST100092671,831.94,Silver,2026-07-23
CUST100014569,660.02,Silver,2026-07-16
CUST100066495,960.57,Silver,2026-07-10
CUST100072521,2771.66,Gold,2026-07-14
CUST100065271,555.36,Silver,2026-07-08
CUST100099639,474.31,Bronze,2026-07-02
CUST100077768,1274.69,Silver,2026-07-09
CUST100073159,903.31,Silver,2026-07-07
CUST100016066,376.61,Bronze,2026-07-13
CUST100059145,1942.02,Gold,2026-07-13
CUST100091827,998.32,Silver,2026-07-03
CUST100013470,1833.53,Gold,2026-07-06
CUST100068576,1815.05,Gold,2026-07-06
CUST100085950,898.57,Silver,2026-07-16
CUST100029328,1226.13,Silver,2026-07-16
CUST100021640,559.04,Silver,2026-07-12
CUST100013757,1299.36,Silver,2026-07-09
CUST100058708,1049.63,Silver,2026-07-23
CUST100019971,1132.39,Silver,2026-07-07
CUST100074014,1668.92,Gold,2026-07-18
CUST100057084,2762.03,Gold,2026-07-08
CUST100044816,1017.18,Silver,2026-07-21
CUST100084729,1456.39,Silver,2026-07-07
CUST100043269,1694.35,Gold,2026-07-08
CUST100049260,850.18,Silver,2026-07-19
CUST100054528,1310.51,Silver,2026-07-12
CUST100078224,1475.14,Silver,2026-07-10
CUST100072674,1176.27,Silver,2026-07-01
CUST100075589,1251.19,Silver,2026-07-08
CUST100012324,1701.29,Gold,2026-07-17
CUST100051607,199.57,Bronze,2026-07-14
CUST100077597,172.33,Bronze,2026-07-16
CUST100013397,767.81,Silver,2026-07-06
CUST100057681,1194.27,Silver,2026-07-17
CUST100072046,1379.84,Silver,2026-07-09
CUST100047363,2727.5,Gold,2026-07-16
CUST100090897,1909.26,Gold,2026-07-03
CUST100088422,1321.18,Silver,2026-07-04
CUST100060813,270.07,Bronze,2026-07-12
CUST100076958,306.87,Bronze,2026-07-05
CUST100066919,398.22,Bronze,2026-07-20
CUST100064266,445.3,Bronze,2026-07-17
CUST100031856,694.32,Silver,2026-07-11
CUST100057806,1110.7,Silver,2026-07-11
CUST100023012,1370.95,Silver,2026-07-18
CUST100047265,541.39,Silver,2026-07-09
CUST100081593,204.77,Bronze,2026-07-13
CUST100008533,709.98,Silver,2026-07-21
CUST100017128,1287.19,Silver,2026-07-23
CUST100074955,999.11,Silver,2026-07-01
CUST100072056,998.74,Silver,2026-07-08
CUST100020215,1944.08,Gold,2026-07-20
CUST100024141,1243.98,Silver,2026-07-20
CUST100041927,901.05,Silver,2026-07-21
CUST100013353,1971.69,Gold,2026-07-13
CUST100000445,1867.72,Gold,2026-07-02
CUST100086743,1336.26,Silver,2026-07-04
CUST100021384,350.26,Bronze,2026-07-01
CUST100092348,1160.17,Silver,2026-07-01
CUST100005700,2117.07,Gold,2026-07-19
CUST100030611,997.73,Silver,2026-07-06
CUST100052450,384.47,Bronze,2026-07-05
CUST100054240,1657.52,Gold,2026-07-17
CUST100060444,1170.64,Silver,2026-07-18
CUST100000875,364.84,Bronze,2026-07-14
CUST100074029,1135.27,Silver,2026-07-20
CUST100020475,1305.95,Silver,2026-07-19
CUST100056522,1059.94,Silver,2026-07-17
CUST100032386,930.88,Silver,2026-07-18
CUST100057844,1992.63,Gold,2026-07-15
CUST100084723,1341.58,Silver,2026-07-10
CUST100050090,1795.43,Gold,2026-07-20
CUST100059747,669.73,Silver,2026-07-17
CUST100071653,1515.84,Gold,2026-07-13
CUST100090184,1651.21,Gold,2026-07-12
CUST100064654,2310.35,Gold,2026-07-19
CUST100026642,2239.88,Gold,2026-07-17
CUST100023648,1443.92,Silver,2026-07-03
CUST100075108,2056.87,Gold,2026-07-20
CUST100029369,1383.26,Silver,2026-07-09
CUST100047515,1403.13,Silver,2026-07-03
CUST100017951,256.0,Bronze,2026-07-10
CUST100023973,1470.85,Silver,2026-07-22
CUST100070459,1521.97,Gold,2026-07-22
CUST100073589,920.81,Silver,2026-07-03
CUST100056505,902.41,Silver,2026-07-02
CUST100005517,3713.99,Platinum,2026-07-18
CUST100025396,1438.19,Silver,2026-07-08
CUST100000605,728.44,Silver,2026-07-19
CUST100064361,1977.4,Gold,2026-07-02
CUST100064995,1425.88,Silver,2026-07-07
CUST100023208,1110.17,Silver,2026-07-16
CUST100041209,1577.7,Gold,2026-07-12
CUST100025144,287.71,Bronze,2026-07-09
CUST100096999,682.89,Silver,2026-07-15
CUST100065597,547.99,Silver,2026-07-01
CUST100054736,2467.63,Gold,2026-07-05
CUST100063839,117.11,Bronze,2026-07-14
CUST100026031,2347.05,Gold,2026-07-15
CUST100062624,909.17,Silver,2026-07-08
CUST100024181,1460.12,Silver,2026-07-16
CUST100015050,2216.13,Gold,2026-07-05
CUST100058686,1996.7,Gold,2026-07-23
CUST100068923,954.56,Silver,2026-07-15
CUST100016102,1122.27,Silver,2026-07-11
CUST100067708,1151.97,Silver,2026-07-20
CUST100049823,2385.07,Gold,2026-07-12
CUST100076965,800.65,Silver,2026-07-01
CUST100082165,844.27,Silver,2026-07-04
CUST100071336,2513.48,Gold,2026-07-14
CUST100091528,1172.26,Silver,2026-07-21
CUST100078524,2480.06,Gold,2026-07-20
CUST100041413,1189.06,Silver,2026-07-01
CUST100040569,1033.83,Silver,2026-07-16
CUST100017886,985.88,Silver,2026-07-14
CUST100013179,423.17,Bronze,2026-07-08
CUST100082736,382.5,Bronze,2026-07-03
CUST100086706,1148.31,Silver,2026-07-22
CUST100057454,637.78,Silver,2026-07-05
CUST100052759,799.97,Silver,2026-07-21
CUST100058974,1936.63,Gold,2026-07-14
CUST100039872,540.33,Silver,2026-07-07
CUST100036604,2694.02,Gold,2026-07-03
CUST100019003,943.15,Silver,2026-07-13
CUST100012910,662.56,Silver,2026-07-08
CUST100058540,1006.83,Silver,2026-07-07
CUST100021396,1942.75,Gold,2026-07-01
CUST100078738,1244.31,Silver,2026-07-17
CUST100092991,460.98,Bronze,2026-07-05
CUST100083310,1206.97,Silver,2026-07-05
CUST100077261,467.34,Bronze,2026-07-04
CUST100041081,507.43,Silver,2026-07-19
CUST100006151,534.34,Silver,2026-07-19
CUST100078724,509.7,Silver,2026-07-03
CUST100083736,1662.41,Gold,2026-07-17
CUST100043853,809.66,Silver,2026-07-13
CUST100049214,1720.91,Gold,2026-07-13
CUST100069627,897.16,Silver,2026-07-16
CUST100083349,501.82,Silver,2026-07-15
CUST100081180,2514.51,Gold,2026-07-10
CUST100005664,2870.99,Gold,2026-07-07
CUST100023182,2374.51,Gold,2026-07-13
CUST100096384,1015.38,Silver,2026-07-12
CUST100031755,1198.46,Silver,2026-07-10
CUST100069067,393.91,Bronze,2026-07-05
CUST100004449,474.4,Bronze,2026-07-05
CUST100099913,1228.95,Silver,2026-07-02
CUST100048994,2223.98,Gold,2026-07-11
CUST100082107,712.04,Silver,2026-07-16
CUST100098628,329.22,Bronze,2026-07-10
CUST100098768,1067.37,Silver,2026-07-14
CUST100045006,321.76,Bronze,2026-07-06
CUST100058387,1587.12,Gold,2026-07-18
CUST100060210,2343.76,Gold,2026-07-09
CUST100052960,1674.07,Gold,2026-07-18
CUST100005521,808.99,Silver,2026-07-13
CUST100076556,858.08,Silver,2026-07-07
CUST100016340,295.06,Bronze,2026-07-07
CUST100033931,1668.67,Gold,2026-07-08
CUST100090501,853.32,Silver,2026-07-01
CUST100046731,760.91,Silver,2026-07-19
CUST100087986,402.14,Bronze,2026-07-15
CUST100027613,1714.52,Gold,2026-07-10
CUST100000551,2511.4,Gold,2026-07-20
CUST100090365,1994.51,Gold,2026-07-21
CUST100031382,1621.38,Gold,2026-07-15
CUST100059935,780.39,Silver,2026-07-11
CUST100029657,553.26,Silver,2026-07-12
CUST100037855,1186.77,Silver,2026-07-10
CUST100086944,1882.01,Gold,2026-07-04
CUST100054447,1363.89,Silver,2026-07-02
CUST100001919,457.28,Bronze,2026-07-07
CUST100075669,839.97,Silver,2026-07-11
CUST100056824,601.28,Silver,2026-07-20
CUST100026725,1124.11,Silver,2026-07-04
CUST100027009,635.6,Silver,2026-07-03
CUST100051206,905.09,Silver,2026-07-23
CUST100059525,1043.44,Silver,2026-07-21
CUST100039829,1510.23,Gold,2026-07-22
CUST100026110,1174.05,Silver,2026-07-01
CUST100037033,437.16,Bronze,2026-07-21
CUST100089094,2492.91,Gold,2026-07-13
CUST100033577,801.19,Silver,2026-07-04
CUST100070888,352.05,Bronze,2026-07-21
CUST100092520,544.69,Silver,2026-07-18
CUST100069453,1257.18,Silver,2026-07-11
CUST100029733,3848.48,Platinum,2026-07-23
CUST100092627,977.39,Silver,2026-07-13
CUST100009387,151.48,Bronze,2026-07-21
CUST100090542,857.64,Silver,2026-07-10
CUST100015577,413.85,Bronze,2026-07-04
CUST100070234,502.37,Silver,2026-07-03
CUST100004704,1237.38,Silver,2026-07-05
CUST100003410,1116.04,Silver,2026-07-07
CUST100031226,2421.49,Gold,2026-07-21
CUST100013756,1332.18,Silver,2026-07-09
CUST100060723,506.64,Silver,2026-07-22
CUST100045040,2298.07,Gold,2026-07-17
CUST100048389,990.53,Silver,2026-07-12
CUST100009543,327.62,Bronze,2026-07-15
CUST100046489,1683.95,Gold,2026-07-07
CUST100005267,958.05,Silver,2026-07-10
