dispatch_id,customer_id,technician_id,dispatch_date,issue_type,resolution_time_hr,status
DSP50F8C85CB7,CUST100038950,TECH1166,2026-05-25,Equipment Install,9.89,Completed
DSP26F78BAB66,CUST100098248,TECH1135,2026-02-26,Equipment Install,0.43,Completed
DSP11C0E4F40E,CUST100055048,TECH1077,2026-05-12,Line Repair,0.01,Completed
DSP17B44945C2,CUST100016326,TECH1291,2026-03-09,No Service,0.81,Cancelled
DSP7CFF4D44EF,CUST100016219,TECH1065,2026-04-21,Line Repair,0.63,Completed
DSPB5991851BC,CUST100055746,TECH1182,2026-02-16,Router Replacement,5.44,Scheduled
DSPA9332B40D8,CUST100094446,TECH1235,2026-03-30,Equipment Install,2.16,Completed
DSPF54F0344D8,CUST100027690,TECH1392,2026-02-07,Equipment Install,2.85,Completed
DSP8771A258C7,CUST100067290,TECH1459,2026-06-09,Router Replacement,4.35,Completed
DSP97AD71F86F,CUST100051938,TECH1234,2026-06-13,Router Replacement,0.33,Completed
DSPBC663DEB62,CUST100097973,TECH1112,2026-07-16,Slow Internet,3.32,Completed
DSPE00B4A89FC,CUST100002773,TECH1146,2026-06-08,Slow Internet,1.83,Completed
DSP391DE8A2AE,CUST100036397,TECH1047,2026-01-30,Slow Internet,0.95,Completed
DSP1970EE3BAE,CUST100023392,TECH1004,2026-02-27,Equipment Install,0.84,Completed
DSPB92CC199A8,CUST100093711,TECH1306,2026-04-19,Line Repair,2.93,Scheduled
DSP0992FD9DFB,CUST100091144,TECH1139,2026-05-14,Line Repair,1.38,Completed
DSPE447A062DA,CUST100023326,TECH1204,2026-02-17,Slow Internet,0.66,Completed
DSP8FA81675A8,CUST100063646,TECH1189,2026-07-17,Router Replacement,0.99,Completed
DSP74D27FE01C,CUST100005538,TECH1140,2026-06-19,Router Replacement,1.91,Scheduled
DSP28A9ADCA6A,CUST100048706,TECH1448,2026-05-17,Line Repair,0.86,Scheduled
DSPAA2BB2A1F2,CUST100085678,TECH1070,2026-05-24,Equipment Install,1.59,Completed
DSP0BEA19BE7A,CUST100049239,TECH1155,2026-04-06,Slow Internet,0.51,Completed
DSPB9150ACFD4,CUST100059462,TECH1230,2026-05-25,No Service,2.63,Completed
DSPDA50DD6519,CUST100023105,TECH1115,2026-04-11,Slow Internet,3.4,Completed
DSPB1A4A3041B,CUST100079914,TECH1321,2026-05-19,Line Repair,3.73,Completed
DSP705FE25D50,CUST100076726,TECH1027,2026-06-09,No Service,3.93,Completed
DSP4EAAC8CC6F,CUST100024375,TECH1154,2026-01-18,No Service,1.26,Completed
DSP6A5FC6C708,CUST100041338,TECH1056,2026-02-03,Router Replacement,1.76,Completed
DSPA8102E90B2,CUST100082047,TECH1334,2026-02-12,Slow Internet,0.89,Completed
DSP48F3561679,CUST100096297,TECH1465,2026-07-18,Line Repair,0.07,Rescheduled
DSP653A632F1F,CUST100071726,TECH1242,2026-05-25,Router Replacement,3.8,Completed
DSP92D6343884,CUST100066705,TECH1142,2026-04-21,Router Replacement,0.76,Completed
DSP4A0FA518A1,CUST100050685,TECH1291,2026-03-21,Router Replacement,2.61,Rescheduled
DSP88F046B47C,CUST100046496,TECH1243,2026-04-25,Equipment Install,1.24,Completed
DSP57B3F74EFB,CUST100016578,TECH1489,2026-02-21,Router Replacement,0.28,Rescheduled
DSP96A61597A3,CUST100099756,TECH1252,2026-01-03,No Service,1.05,Completed
DSP3875E1DD9E,CUST100094927,TECH1451,2026-05-24,No Service,1.97,Completed
DSPA171C807E8,CUST100014517,TECH1113,2026-04-25,Equipment Install,5.34,Completed
DSPDA36E0B863,CUST100033711,TECH1380,2026-07-17,Slow Internet,1.21,Completed
DSPFAC7EFAFBD,CUST100050923,TECH1176,2026-01-02,Slow Internet,3.5,Completed
DSPE41088EF73,CUST100036855,TECH1209,2026-07-14,Router Replacement,2.7,Completed
DSP5105FD40AA,CUST100010873,TECH1192,2026-05-25,No Service,4.1,Completed
DSPE314F0E23B,CUST100043537,TECH1494,2026-01-14,Slow Internet,2.47,Rescheduled
DSP16BF2E441F,CUST100024856,TECH1284,2026-01-05,Line Repair,0.25,Completed
DSP3E93EF8D4F,CUST100073277,TECH1046,2026-03-22,Slow Internet,0.48,Completed
DSP8DE03746F1,CUST100070030,TECH1241,2026-01-02,No Service,0.87,Completed
DSPC4283C0F62,CUST100048147,TECH1279,2026-07-03,No Service,1.23,Completed
DSP5AD6DAB3CC,CUST100023480,TECH1001,2026-04-23,Router Replacement,0.53,Completed
DSPDC6E5A23EE,CUST100093280,TECH1108,2026-02-28,Slow Internet,4.08,Completed
DSP7E31F65571,CUST100053888,TECH1299,2026-01-25,No Service,0.29,Completed
DSP96068F4336,CUST100024270,TECH1407,2026-05-17,Router Replacement,3.64,Completed
DSPA305966EE8,CUST100068303,TECH1308,2026-06-23,Line Repair,0.82,Completed
DSP6D668DA178,CUST100066377,TECH1346,2026-04-09,Line Repair,2.02,Completed
DSPA9E6724DAB,CUST100004895,TECH1426,2026-03-11,No Service,5.73,Completed
DSP743D017F6A,CUST100060699,TECH1387,2026-04-11,Line Repair,0.28,Completed
DSPC3887B6F8E,CUST100021652,TECH1290,2026-03-02,Line Repair,0.17,Completed
DSP5DAC1D49C2,CUST100094107,TECH1251,2026-05-07,Equipment Install,4.26,Completed
DSPB6B87B1C52,CUST100030607,TECH1268,2026-05-20,Line Repair,0.74,Completed
DSP60979CEAA2,CUST100055913,TECH1246,2026-02-06,Slow Internet,1.01,Completed
DSP97FF82A86A,CUST100046007,TECH1415,2026-03-23,Slow Internet,0.29,Completed
DSPEE17A0B256,CUST100013694,TECH1189,2026-05-26,No Service,0.58,Completed
DSP7F2B762663,CUST100038684,TECH1170,2026-06-16,No Service,4.07,Completed
DSP98FBCAD587,CUST100044310,TECH1193,2026-01-26,Slow Internet,0.58,Scheduled
DSPC30C3CEEA6,CUST100067315,TECH1432,2026-05-09,Slow Internet,10.55,Completed
DSPDC49B75A0A,CUST100076984,TECH1096,2026-04-06,Router Replacement,5.49,Scheduled
DSPB233FF24A6,CUST100062782,TECH1368,2026-03-26,No Service,0.77,Rescheduled
DSP129303DA0B,CUST100034359,TECH1447,2026-04-09,Line Repair,0.22,Completed
DSP79EDCAC8F0,CUST100038261,TECH1285,2026-06-13,Line Repair,1.14,Completed
DSP0143337C03,CUST100049031,TECH1365,2026-05-18,Router Replacement,0.3,Rescheduled
DSP648421DF25,CUST100033968,TECH1001,2026-02-18,Router Replacement,2.27,Completed
DSPBED65582DF,CUST100015595,TECH1155,2026-02-18,No Service,4.11,Completed
DSP3954A41497,CUST100050167,TECH1048,2026-06-22,Slow Internet,0.7,Completed
DSPD55DF38DB5,CUST100053039,TECH1204,2026-04-16,Slow Internet,5.19,Completed
DSP76BF8B8E8C,CUST100000306,TECH1140,2026-02-24,Slow Internet,0.0,Completed
DSP8026FAB9CB,CUST100068163,TECH1378,2026-07-03,No Service,3.19,Completed
DSP5713994D0C,CUST100051755,TECH1034,2026-07-21,No Service,4.06,Completed
DSP2C87DBDC26,CUST100002968,TECH1011,2026-01-23,Router Replacement,2.56,Cancelled
DSP103F60C8D9,CUST100071922,TECH1469,2026-06-15,Line Repair,4.92,Rescheduled
DSP6D4FA52459,CUST100028178,TECH1324,2026-06-24,Equipment Install,2.26,Completed
DSP515767E9F8,CUST100074065,TECH1053,2026-04-27,No Service,1.02,Completed
DSP8A1A06E7B9,CUST100013478,TECH1328,2026-02-04,No Service,2.26,Completed
DSP60B0E351FE,CUST100024597,TECH1144,2026-04-11,Router Replacement,0.4,Rescheduled
DSP0602A515B6,CUST100016835,TECH1273,2026-07-22,Router Replacement,4.49,Completed
DSPF77F5A9B20,CUST100048388,TECH1152,2026-06-25,Router Replacement,1.74,Completed
DSP71A9265DC7,CUST100057683,TECH1389,2026-02-10,Line Repair,1.89,Completed
DSPFEEC695723,CUST100061720,TECH1145,2026-07-12,Line Repair,2.91,Scheduled
DSPB8477871C3,CUST100026766,TECH1131,2026-05-26,No Service,4.24,Completed
DSPA84C3A2E42,CUST100024738,TECH1359,2026-02-17,No Service,0.37,Completed
DSPF7F550F3FD,CUST100090174,TECH1470,2026-04-22,No Service,0.14,Completed
DSP98D691774C,CUST100042044,TECH1290,2026-07-03,Line Repair,7.0,Completed
DSPC1BE959251,CUST100099020,TECH1297,2026-06-02,Line Repair,1.67,Completed
DSPE32420190E,CUST100013067,TECH1125,2026-02-20,Line Repair,0.55,Scheduled
DSPB81C26F489,CUST100060051,TECH1055,2026-05-13,Equipment Install,3.44,Cancelled
DSP7B31F6B8F0,CUST100002678,TECH1272,2026-04-14,Router Replacement,3.02,Completed
DSP5B43E56F2D,CUST100011631,TECH1297,2026-05-12,Router Replacement,6.35,Completed
DSPAB12AFDD65,CUST100000332,TECH1476,2026-04-30,Line Repair,6.94,Completed
DSPAB3427B747,CUST100072873,TECH1350,2026-07-03,Line Repair,0.79,Scheduled
DSP29AA3A29D9,CUST100041061,TECH1209,2026-06-28,No Service,2.13,Rescheduled
DSPF818B7777D,CUST100063795,TECH1449,2026-06-25,Router Replacement,0.67,Completed
DSPF74953AF0A,CUST100056483,TECH1277,2026-05-19,Equipment Install,3.93,Completed
DSPEC6AB2AEC9,CUST100090654,TECH1127,2026-04-13,Router Replacement,1.67,Completed
DSP8497C7A188,CUST100027488,TECH1030,2026-05-09,No Service,0.54,Completed
DSP6048E98855,CUST100030879,TECH1372,2026-01-19,Line Repair,3.45,Completed
DSP196E7CC9D2,CUST100069642,TECH1075,2026-02-04,Router Replacement,3.42,Scheduled
DSP1D95B4394D,CUST100039672,TECH1050,2026-06-05,Equipment Install,6.68,Cancelled
DSP2323C6ECBB,CUST100014802,TECH1316,2026-07-02,Equipment Install,3.07,Completed
DSP3007682500,CUST100068323,TECH1471,2026-03-17,Router Replacement,2.04,Completed
DSP7CB23F8CEE,CUST100019384,TECH1057,2026-04-19,No Service,5.7,Scheduled
DSP6C82D0A656,CUST100045795,TECH1471,2026-02-25,Line Repair,0.4,Completed
DSP51C210A697,CUST100058419,TECH1358,2026-04-19,No Service,1.98,Completed
DSP7253B8A18B,CUST100091491,TECH1139,2026-03-29,No Service,2.79,Completed
DSPDFAE2743F4,CUST100096479,TECH1215,2026-02-11,No Service,8.89,Completed
DSP2D588C2195,CUST100036440,TECH1354,2026-03-05,Router Replacement,1.36,Completed
DSP31CEFB3772,CUST100083408,TECH1172,2026-04-26,Equipment Install,10.87,Rescheduled
DSP35089BBC73,CUST100066706,TECH1215,2026-04-11,Equipment Install,0.48,Completed
DSP6A25E519CC,CUST100043226,TECH1465,2026-01-23,No Service,5.06,Completed
DSPEB2A711A72,CUST100060782,TECH1385,2026-03-28,Equipment Install,2.29,Completed
DSP24A28FF94A,CUST100029655,TECH1410,2026-07-12,Router Replacement,0.24,Scheduled
DSPD141410EFB,CUST100028322,TECH1193,2026-05-20,Line Repair,0.75,Completed
DSPD2784B56A2,CUST100085042,TECH1358,2026-07-03,Line Repair,1.87,Completed
DSPD5A395478C,CUST100013945,TECH1231,2026-07-18,Line Repair,2.42,Completed
DSPFBFEF774FA,CUST100056285,TECH1156,2026-04-17,Equipment Install,6.57,Scheduled
DSP97FB606BA7,CUST100080818,TECH1233,2026-07-04,No Service,1.71,Completed
DSPDCB9BA5CBF,CUST100040071,TECH1059,2026-01-07,Line Repair,1.26,Completed
DSP3BBF54821A,CUST100032321,TECH1386,2026-05-31,Router Replacement,3.89,Scheduled
DSP4BE4FB6AA3,CUST100012715,TECH1229,2026-06-22,Line Repair,2.84,Completed
DSP2F7A85BF1B,CUST100013520,TECH1301,2026-05-19,No Service,3.2,Completed
DSPB37493DE70,CUST100062584,TECH1206,2026-01-04,Router Replacement,6.02,Completed
DSPB2043EB6DC,CUST100053144,TECH1393,2026-02-18,Line Repair,13.77,Completed
DSPA24A2D55B2,CUST100086602,TECH1016,2026-04-15,Router Replacement,1.02,Scheduled
DSP41EBCF8283,CUST100042739,TECH1234,2026-01-15,Router Replacement,0.14,Completed
DSP8C2E0E8AFA,CUST100016305,TECH1014,2026-07-07,Equipment Install,0.76,Completed
DSP8A54B44D4E,CUST100026322,TECH1175,2026-07-16,No Service,0.97,Completed
DSPF61CD5877A,CUST100093802,TECH1424,2026-06-25,Line Repair,0.2,Scheduled
DSP487A5E497A,CUST100087111,TECH1401,2026-06-05,No Service,3.09,Cancelled
DSP7DEED225A6,CUST100054794,TECH1020,2026-07-17,Line Repair,1.92,Completed
DSP5838F1BAE5,CUST100048402,TECH1032,2026-04-12,Line Repair,0.7,Completed
DSP21D85D54CA,CUST100042143,TECH1459,2026-01-04,Line Repair,0.63,Rescheduled
DSPF45FC9CCA3,CUST100011919,TECH1286,2026-02-09,Router Replacement,1.34,Completed
DSPA7E639E90B,CUST100081930,TECH1272,2026-05-06,Equipment Install,0.39,Completed
DSP93BE2D0453,CUST100037905,TECH1029,2026-01-01,No Service,0.66,Completed
DSP1B4288DF0D,CUST100082783,TECH1077,2026-01-23,No Service,0.63,Completed
DSP9BA2C51060,CUST100044307,TECH1106,2026-01-07,Router Replacement,0.62,Scheduled
DSP91C30AA7FF,CUST100013175,TECH1498,2026-07-19,Slow Internet,2.86,Completed
DSPED30ABECE5,CUST100083918,TECH1066,2026-01-02,Line Repair,3.84,Completed
DSPAB5C27EEC9,CUST100002167,TECH1173,2026-06-28,Slow Internet,5.12,Completed
DSPA9BDB0E89F,CUST100092301,TECH1297,2026-03-13,Line Repair,0.51,Completed
DSPE82896D3E0,CUST100017922,TECH1228,2026-01-15,Line Repair,3.3,Scheduled
DSP9A217B02BF,CUST100043506,TECH1107,2026-06-22,Line Repair,5.08,Completed
DSPC086B19C19,CUST100029840,TECH1215,2026-06-06,Router Replacement,2.69,Completed
DSPDC61A53C75,CUST100025099,TECH1221,2026-02-27,No Service,3.22,Completed
DSP43873DF52E,CUST100086338,TECH1268,2026-04-03,Line Repair,1.76,Scheduled
DSP6755C825BB,CUST100052805,TECH1243,2026-04-07,Router Replacement,1.17,Completed
DSPFFAF53D9BE,CUST100003903,TECH1345,2026-05-09,No Service,2.59,Completed
DSP16C286CFCF,CUST100010718,TECH1403,2026-03-15,No Service,3.7,Completed
DSPEA779F8B62,CUST100073496,TECH1176,2026-01-25,No Service,5.43,Completed
DSP6726465E72,CUST100087510,TECH1174,2026-05-25,Slow Internet,7.9,Completed
DSP9228AA5494,CUST100095136,TECH1380,2026-06-16,Line Repair,1.0,Completed
DSP08606BA079,CUST100049541,TECH1182,2026-03-17,Line Repair,3.98,Completed
DSPD0D4030BC8,CUST100029095,TECH1196,2026-02-28,Equipment Install,8.2,Completed
DSP306A2AFE0E,CUST100061084,TECH1242,2026-07-02,No Service,0.29,Cancelled
DSPA0045556C4,CUST100083673,TECH1481,2026-07-03,Equipment Install,2.13,Completed
DSPE41E09C6C1,CUST100069566,TECH1060,2026-02-27,Equipment Install,1.99,Completed
DSP8034AE94C3,CUST100029078,TECH1018,2026-02-05,Line Repair,5.21,Scheduled
DSPE0D22D7D65,CUST100085213,TECH1377,2026-06-28,Slow Internet,2.1,Completed
DSP63DEC3C87D,CUST100067224,TECH1351,2026-06-12,Slow Internet,1.21,Completed
DSP22DB3947F7,CUST100079234,TECH1308,2026-04-10,No Service,2.99,Completed
DSPD26C1D97A7,CUST100066858,TECH1479,2026-06-08,No Service,1.53,Rescheduled
DSP10D397BB26,CUST100030945,TECH1080,2026-03-14,Line Repair,0.48,Completed
DSPBDB800B4AA,CUST100011617,TECH1229,2026-04-22,Slow Internet,0.95,Completed
DSP2E7EA3B771,CUST100067146,TECH1115,2026-05-10,Slow Internet,0.52,Completed
DSP1D0DE4AB71,CUST100026585,TECH1071,2026-06-11,Equipment Install,1.33,Completed
DSP67E0585CAB,CUST100041005,TECH1133,2026-01-08,Slow Internet,0.88,Completed
DSPE93AED78D9,CUST100007427,TECH1258,2026-06-08,Slow Internet,2.66,Completed
DSP23087EAA7B,CUST100070664,TECH1322,2026-06-06,No Service,0.19,Completed
DSPD586FBF9B3,CUST100098107,TECH1426,2026-07-16,Line Repair,2.82,Completed
DSP888951DC21,CUST100018785,TECH1031,2026-01-28,No Service,2.22,Completed
DSP4140349C90,CUST100061599,TECH1485,2026-04-27,No Service,9.16,Completed
DSP19EC34C8B9,CUST100040358,TECH1149,2026-03-06,Router Replacement,5.83,Scheduled
DSP5DF010BC46,CUST100051176,TECH1086,2026-05-22,Slow Internet,2.44,Completed
DSP51DE6087D0,CUST100044658,TECH1440,2026-01-31,Equipment Install,0.69,Completed
DSP28E047DE50,CUST100012009,TECH1369,2026-01-24,Router Replacement,0.94,Scheduled
DSP2EDDC9C2C8,CUST100068438,TECH1132,2026-02-22,Router Replacement,1.63,Completed
DSP5ADF1C9D94,CUST100063667,TECH1060,2026-05-20,Line Repair,1.74,Completed
DSPA9F356AE94,CUST100005581,TECH1427,2026-06-04,Router Replacement,1.26,Completed
DSPDE7FAB0914,CUST100026264,TECH1197,2026-04-21,No Service,0.19,Completed
DSPB3035B5D3E,CUST100036600,TECH1099,2026-05-31,Line Repair,5.27,Scheduled
DSP1605B4ABD6,CUST100087177,TECH1329,2026-01-23,No Service,1.93,Completed
DSPDB82F61837,CUST100011456,TECH1332,2026-01-25,Equipment Install,0.77,Scheduled
DSPF4A8ADD5CF,CUST100037377,TECH1352,2026-01-03,Line Repair,0.23,Completed
DSPDD1CE1D5E0,CUST100093181,TECH1335,2026-02-22,Slow Internet,3.66,Scheduled
DSPB43170280A,CUST100080161,TECH1144,2026-05-20,Line Repair,1.04,Completed
DSPCCB7CADC27,CUST100000194,TECH1326,2026-06-05,Line Repair,3.55,Completed
DSP1A934CF35C,CUST100091596,TECH1113,2026-02-22,No Service,0.13,Cancelled
DSP8ECF00FBBE,CUST100080883,TECH1142,2026-07-19,Router Replacement,11.04,Completed
DSP4905E4F19B,CUST100030249,TECH1188,2026-05-15,Equipment Install,1.69,Completed
DSP6D5739B55E,CUST100023515,TECH1230,2026-01-02,Router Replacement,5.66,Completed
DSPC2236758A1,CUST100085961,TECH1407,2026-02-18,Slow Internet,1.91,Completed
DSP2D64BED76A,CUST100093356,TECH1341,2026-03-17,Router Replacement,1.4,Completed
DSP0EC6022A40,CUST100010946,TECH1384,2026-03-24,Router Replacement,0.0,Rescheduled
DSPBF68F0CCBE,CUST100014819,TECH1416,2026-03-14,No Service,1.04,Completed
DSPBC3F9EBC2D,CUST100095787,TECH1225,2026-05-27,Router Replacement,3.59,Completed
DSPB39F26DD01,CUST100008321,TECH1393,2026-05-13,No Service,3.41,Completed
DSP36AD628C16,CUST100016907,TECH1140,2026-04-19,Slow Internet,0.44,Completed
DSPC994345A48,CUST100064227,TECH1457,2026-03-27,Equipment Install,0.04,Cancelled
DSP8760F601FF,CUST100084160,TECH1205,2026-02-21,Router Replacement,1.33,Completed
DSP69876C9933,CUST100054699,TECH1115,2026-05-14,Equipment Install,1.72,Completed
DSP90FC593A48,CUST100007731,TECH1258,2026-05-18,No Service,0.26,Completed
DSPDF38F1E45F,CUST100003720,TECH1339,2026-03-10,No Service,0.96,Completed
DSP375A1363EA,CUST100028335,TECH1467,2026-02-21,Equipment Install,1.72,Completed
DSP277231ED17,CUST100015625,TECH1450,2026-07-11,Line Repair,0.62,Completed
DSP3FF9AFB585,CUST100068240,TECH1050,2026-04-21,Line Repair,1.0,Completed
DSP6CD0E46748,CUST100004563,TECH1282,2026-03-08,Slow Internet,0.37,Scheduled
DSP8205AEA345,CUST100001219,TECH1329,2026-02-09,No Service,10.71,Completed
DSP2F1EECC702,CUST100034360,TECH1373,2026-06-25,No Service,11.1,Completed
DSP533708E1F8,CUST100049206,TECH1054,2026-03-10,Equipment Install,0.17,Completed
DSP569064726C,CUST100092585,TECH1109,2026-07-01,Equipment Install,0.26,Completed
DSP670E60B2D9,CUST100036841,TECH1328,2026-07-06,Router Replacement,0.42,Completed
DSP11695F1FD6,CUST100014197,TECH1014,2026-07-07,No Service,1.08,Completed
DSP7F014EBF92,CUST100096648,TECH1077,2026-06-28,Equipment Install,2.68,Completed
DSP6A786B702A,CUST100091953,TECH1165,2026-02-27,Equipment Install,1.47,Completed
DSP0E6317E32D,CUST100063708,TECH1417,2026-02-03,Slow Internet,6.86,Completed
DSPA1180A7BAB,CUST100014011,TECH1388,2026-04-22,Slow Internet,5.6,Completed
DSP8F513F5346,CUST100006742,TECH1164,2026-05-27,Equipment Install,0.08,Completed
DSP1DBFB64A9E,CUST100080490,TECH1129,2026-03-09,Equipment Install,8.08,Completed
DSPE80964D441,CUST100089441,TECH1476,2026-03-19,Router Replacement,2.29,Completed
DSPCEFC6FCE8E,CUST100068838,TECH1229,2026-02-05,No Service,3.81,Scheduled
DSP9E847E346E,CUST100087052,TECH1136,2026-05-02,Equipment Install,2.28,Completed
DSP346A21A21E,CUST100075566,TECH1320,2026-01-09,Equipment Install,1.92,Completed
DSPE76A6B85DC,CUST100071005,TECH1194,2026-06-23,Slow Internet,3.98,Scheduled
DSPB4CA2E2986,CUST100095052,TECH1169,2026-05-24,No Service,0.33,Completed
DSP9E13B7315E,CUST100087949,TECH1480,2026-02-26,No Service,0.15,Completed
DSPDD2F9E4CD0,CUST100033333,TECH1019,2026-01-05,Equipment Install,2.19,Completed
DSP3BB6B783CA,CUST100090389,TECH1108,2026-02-14,Line Repair,2.99,Completed
DSPDF652FAF99,CUST100015149,TECH1340,2026-04-08,Equipment Install,2.27,Completed
DSPC509AC9651,CUST100002307,TECH1486,2026-06-20,Equipment Install,0.37,Scheduled
DSP8C42BD365B,CUST100084737,TECH1479,2026-06-12,Router Replacement,1.36,Cancelled
DSPC30675727A,CUST100014060,TECH1081,2026-03-03,No Service,0.23,Completed
DSP23AFD749AE,CUST100098212,TECH1338,2026-05-12,Slow Internet,2.45,Completed
DSPAFC2B9A1D1,CUST100041488,TECH1154,2026-02-20,Router Replacement,0.18,Completed
DSP9F7384D984,CUST100043073,TECH1498,2026-01-22,Equipment Install,2.71,Completed
DSP41CFABCFBD,CUST100062372,TECH1273,2026-07-08,Router Replacement,2.96,Completed
DSPA37F0F07CD,CUST100071324,TECH1498,2026-03-26,Slow Internet,1.61,Completed
DSP2F93F13927,CUST100011097,TECH1056,2026-05-26,No Service,0.25,Completed
DSP189DF77034,CUST100059696,TECH1273,2026-04-06,Line Repair,3.06,Completed
DSP56B3ED8F24,CUST100067171,TECH1452,2026-02-06,Equipment Install,2.11,Completed
DSP33A3471CE7,CUST100045954,TECH1445,2026-03-15,Line Repair,3.57,Scheduled
DSPA9E0533B6D,CUST100076937,TECH1088,2026-02-24,Equipment Install,2.32,Completed
DSP31271DDB60,CUST100022390,TECH1009,2026-03-27,Router Replacement,0.61,Completed
DSP6035CAD1B6,CUST100009110,TECH1350,2026-03-25,Router Replacement,1.66,Completed
DSPD0CE9E1E1A,CUST100072354,TECH1454,2026-01-15,Router Replacement,4.34,Rescheduled
DSPDEB22DCCBB,CUST100007230,TECH1105,2026-07-21,Equipment Install,3.43,Cancelled
DSPC7E6042F86,CUST100021371,TECH1289,2026-07-17,Slow Internet,0.98,Rescheduled
DSPF671282B1B,CUST100078509,TECH1442,2026-01-05,Line Repair,0.71,Completed
DSP054D2AA858,CUST100098147,TECH1234,2026-05-08,Router Replacement,1.14,Scheduled
DSPAA55FAFF6E,CUST100079744,TECH1127,2026-04-02,Equipment Install,1.54,Completed
DSPA0E5212E53,CUST100009173,TECH1439,2026-02-28,No Service,13.5,Scheduled
DSP89A1318CD5,CUST100053509,TECH1160,2026-02-13,Router Replacement,12.18,Completed
DSP579FA14B11,CUST100026910,TECH1442,2026-03-07,No Service,7.13,Completed
DSP90444B52D8,CUST100011304,TECH1135,2026-06-16,Router Replacement,8.35,Completed
DSP0C62204AC1,CUST100057442,TECH1010,2026-03-27,No Service,2.13,Scheduled
DSPACB427D8AC,CUST100012553,TECH1017,2026-02-02,Slow Internet,2.07,Completed
DSPD53434D88B,CUST100053961,TECH1352,2026-05-31,No Service,4.32,Completed
DSPA76AF32741,CUST100099187,TECH1480,2026-06-24,No Service,1.06,Completed
DSPAEC3ED1F79,CUST100079158,TECH1453,2026-03-30,Line Repair,0.47,Completed
DSPAC5729FAAC,CUST100091576,TECH1464,2026-03-23,Equipment Install,0.17,Scheduled
DSP11A6CDA2A6,CUST100094297,TECH1160,2026-01-05,Router Replacement,0.99,Scheduled
DSP3846591E43,CUST100099120,TECH1487,2026-05-06,Slow Internet,0.36,Completed
DSPFC8BBEADC8,CUST100015299,TECH1131,2026-07-07,Equipment Install,2.22,Completed
DSP19ADC18214,CUST100091904,TECH1455,2026-03-09,Line Repair,2.88,Completed
DSP7AC7F8BF49,CUST100090924,TECH1096,2026-06-06,Router Replacement,2.39,Completed
DSP51D0D7B239,CUST100048409,TECH1179,2026-02-07,Slow Internet,4.54,Completed
DSPCFCCCA129D,CUST100003063,TECH1458,2026-01-23,Router Replacement,1.51,Completed
DSPAA311336A6,CUST100057636,TECH1439,2026-06-21,Line Repair,6.81,Completed
DSPF9A68D7A08,CUST100027460,TECH1082,2026-01-24,Router Replacement,0.32,Completed
DSP37223211FC,CUST100014263,TECH1249,2026-02-02,Equipment Install,4.32,Rescheduled
DSP951EDC029C,CUST100052836,TECH1354,2026-06-23,Router Replacement,6.81,Completed
DSPDD1FE9A337,CUST100032802,TECH1476,2026-07-08,No Service,1.43,Scheduled
DSP994E548EBA,CUST100066479,TECH1314,2026-04-15,Router Replacement,1.2,Completed
DSPBFEB1F9108,CUST100002642,TECH1453,2026-04-29,Equipment Install,3.69,Completed
DSP3CAD199D03,CUST100013654,TECH1074,2026-06-25,Router Replacement,0.33,Completed
DSP3B9AFF20E2,CUST100003298,TECH1304,2026-02-08,Line Repair,2.03,Completed
DSP86EB14A1E9,CUST100038949,TECH1420,2026-03-30,Router Replacement,0.87,Completed
DSP62596212A8,CUST100002905,TECH1379,2026-07-21,Slow Internet,1.65,Rescheduled
DSP7C3FBD7397,CUST100096041,TECH1290,2026-04-05,Equipment Install,1.56,Completed
DSP59C05210F4,CUST100076342,TECH1204,2026-06-07,Slow Internet,2.38,Completed
DSPCCABC95071,CUST100086458,TECH1185,2026-03-19,Line Repair,5.02,Completed
DSPA7748DF633,CUST100090496,TECH1019,2026-06-06,Equipment Install,4.18,Scheduled
DSPDF435F9142,CUST100041892,TECH1117,2026-06-16,No Service,1.67,Completed
DSP0D749FED99,CUST100060501,TECH1090,2026-02-17,Line Repair,1.35,Scheduled
DSPC6E7814243,CUST100064268,TECH1141,2026-05-07,Router Replacement,0.26,Completed
DSP8FAB43A938,CUST100018498,TECH1146,2026-02-05,Line Repair,9.75,Completed
DSPD119830DDD,CUST100067765,TECH1375,2026-06-17,Line Repair,2.3,Completed
DSP00F8416E4D,CUST100002235,TECH1251,2026-03-16,Line Repair,0.52,Completed
DSP217973CFC6,CUST100071033,TECH1181,2026-05-28,No Service,8.87,Completed
DSP63AF810775,CUST100007949,TECH1470,2026-04-06,No Service,4.9,Completed
DSPE8022F177A,CUST100008228,TECH1497,2026-03-10,Router Replacement,5.46,Completed
DSPCE609A6A28,CUST100004631,TECH1477,2026-01-17,No Service,0.9,Completed
DSP6B1DC08C64,CUST100061515,TECH1354,2026-05-10,No Service,4.31,Completed
DSP7C875D9AE2,CUST100020630,TECH1489,2026-07-02,Equipment Install,0.09,Completed
DSP743E2E58D0,CUST100076618,TECH1060,2026-05-08,No Service,4.31,Scheduled
DSPDA064608D9,CUST100094270,TECH1221,2026-05-14,No Service,4.51,Cancelled
DSP32D27E8C1D,CUST100012464,TECH1124,2026-05-14,Router Replacement,2.99,Scheduled
DSPADC78D3DB2,CUST100007150,TECH1437,2026-07-19,No Service,1.36,Scheduled
DSPE7D0750882,CUST100066498,TECH1010,2026-01-11,Router Replacement,2.84,Completed
