membership_id,customer_id,tier_code,tier_name,points_balance,lifetime_points,discount_pct,points_multiplier,status,joined_at,renewal_date,referral_code
MEM0215,CUS0215,PLATINUM,Platinum Slice Club,1158,2169,0.15,2.00,active,2026-04-24,2027-04-24,PIZZA0215
MEM0216,CUS0216,GOLD,Gold Slice Club,902,1360,0.10,1.50,active,2025-05-30,2026-05-30,PIZZA0216
MEM0217,CUS0217,SILVER,Silver Slice Club,713,1626,0.05,1.25,expired,2024-04-20,2025-04-20,PIZZA0217
MEM0218,CUS0218,SILVER,Silver Slice Club,731,1167,0.05,1.25,active,2024-04-20,2025-04-20,PIZZA0218
MEM0219,CUS0219,PLATINUM,Platinum Slice Club,792,2593,0.15,2.00,active,2025-05-27,2026-05-27,PIZZA0219
MEM0220,CUS0220,PLATINUM,Platinum Slice Club,875,1652,0.15,2.00,active,2024-05-27,2025-05-27,PIZZA0220
MEM0221,CUS0221,BRONZE,Bronze Slice Club,115,1758,0.00,1.00,active,2024-08-09,2025-08-09,PIZZA0221
MEM0222,CUS0222,BRONZE,Bronze Slice Club,175,1196,0.00,1.00,expired,2024-03-08,2025-03-08,PIZZA0222
MEM0223,CUS0223,PLATINUM,Platinum Slice Club,1078,2328,0.15,2.00,expired,2025-04-23,2026-04-23,PIZZA0223
MEM0224,CUS0224,GOLD,Gold Slice Club,836,2710,0.10,1.50,paused,2026-03-21,2027-03-21,PIZZA0224
MEM0225,CUS0225,BRONZE,Bronze Slice Club,359,606,0.00,1.00,active,2024-01-09,2025-01-08,PIZZA0225
MEM0226,CUS0226,GOLD,Gold Slice Club,675,2513,0.10,1.50,active,2024-12-19,2025-12-19,PIZZA0226
MEM0227,CUS0227,PLATINUM,Platinum Slice Club,497,1754,0.15,2.00,active,2024-10-27,2025-10-27,PIZZA0227
MEM0228,CUS0228,GOLD,Gold Slice Club,657,2366,0.10,1.50,paused,2024-12-01,2025-12-01,PIZZA0228
MEM0229,CUS0229,SILVER,Silver Slice Club,797,1936,0.05,1.25,paused,2024-09-22,2025-09-22,PIZZA0229
MEM0230,CUS0230,SILVER,Silver Slice Club,343,1726,0.05,1.25,paused,2026-02-12,2027-02-12,PIZZA0230
MEM0231,CUS0231,SILVER,Silver Slice Club,454,2319,0.05,1.25,expired,2024-10-05,2025-10-05,PIZZA0231
MEM0232,CUS0232,PLATINUM,Platinum Slice Club,599,780,0.15,2.00,active,2025-05-08,2026-05-08,PIZZA0232
MEM0233,CUS0233,GOLD,Gold Slice Club,834,1366,0.10,1.50,active,2024-09-11,2025-09-11,PIZZA0233
MEM0234,CUS0234,PLATINUM,Platinum Slice Club,1072,1125,0.15,2.00,paused,2024-07-27,2025-07-27,PIZZA0234
MEM0235,CUS0235,GOLD,Gold Slice Club,767,1161,0.10,1.50,active,2025-11-24,2026-11-24,PIZZA0235
MEM0236,CUS0236,GOLD,Gold Slice Club,407,1746,0.10,1.50,expired,2025-04-11,2026-04-11,PIZZA0236
MEM0237,CUS0237,GOLD,Gold Slice Club,757,2203,0.10,1.50,expired,2024-06-28,2025-06-28,PIZZA0237
MEM0238,CUS0238,PLATINUM,Platinum Slice Club,723,2707,0.15,2.00,expired,2025-02-24,2026-02-24,PIZZA0238
MEM0239,CUS0239,PLATINUM,Platinum Slice Club,1048,1586,0.15,2.00,active,2024-09-30,2025-09-30,PIZZA0239
MEM0240,CUS0240,GOLD,Gold Slice Club,738,2679,0.10,1.50,active,2024-01-11,2025-01-10,PIZZA0240
MEM0241,CUS0241,PLATINUM,Platinum Slice Club,1080,1232,0.15,2.00,active,2025-11-25,2026-11-25,PIZZA0241
MEM0242,CUS0242,PLATINUM,Platinum Slice Club,1081,2383,0.15,2.00,paused,2024-12-21,2025-12-21,PIZZA0242
MEM0243,CUS0243,GOLD,Gold Slice Club,812,1722,0.10,1.50,active,2024-01-09,2025-01-08,PIZZA0243
MEM0244,CUS0244,GOLD,Gold Slice Club,704,1023,0.10,1.50,active,2024-06-19,2025-06-19,PIZZA0244
MEM0245,CUS0245,BRONZE,Bronze Slice Club,31,1951,0.00,1.00,active,2024-07-03,2025-07-03,PIZZA0245
MEM0246,CUS0246,BRONZE,Bronze Slice Club,444,1371,0.00,1.00,active,2026-04-05,2027-04-05,PIZZA0246
MEM0247,CUS0247,BRONZE,Bronze Slice Club,363,1548,0.00,1.00,active,2026-01-11,2027-01-11,PIZZA0247
MEM0248,CUS0248,GOLD,Gold Slice Club,909,1673,0.10,1.50,paused,2025-03-07,2026-03-07,PIZZA0248
MEM0249,CUS0249,PLATINUM,Platinum Slice Club,1034,1869,0.15,2.00,paused,2024-04-30,2025-04-30,PIZZA0249
MEM0250,CUS0250,PLATINUM,Platinum Slice Club,409,2392,0.15,2.00,active,2025-08-08,2026-08-08,PIZZA0250
MEM0251,CUS0251,GOLD,Gold Slice Club,883,1436,0.10,1.50,active,2024-03-26,2025-03-26,PIZZA0251
MEM0252,CUS0252,GOLD,Gold Slice Club,937,1103,0.10,1.50,active,2024-01-03,2025-01-02,PIZZA0252
MEM0253,CUS0253,SILVER,Silver Slice Club,719,1480,0.05,1.25,active,2025-09-01,2026-09-01,PIZZA0253
MEM0254,CUS0254,PLATINUM,Platinum Slice Club,1111,1733,0.15,2.00,paused,2025-08-11,2026-08-11,PIZZA0254
MEM0255,CUS0255,GOLD,Gold Slice Club,807,2539,0.10,1.50,paused,2025-10-13,2026-10-13,PIZZA0255
MEM0256,CUS0256,GOLD,Gold Slice Club,347,1832,0.10,1.50,active,2025-12-12,2026-12-12,PIZZA0256
MEM0257,CUS0257,PLATINUM,Platinum Slice Club,708,879,0.15,2.00,active,2026-01-15,2027-01-15,PIZZA0257
MEM0258,CUS0258,GOLD,Gold Slice Club,593,1657,0.10,1.50,active,2024-01-05,2025-01-04,PIZZA0258
MEM0259,CUS0259,BRONZE,Bronze Slice Club,247,746,0.00,1.00,active,2024-08-24,2025-08-24,PIZZA0259
MEM0260,CUS0260,GOLD,Gold Slice Club,929,2368,0.10,1.50,active,2025-10-24,2026-10-24,PIZZA0260
MEM0261,CUS0261,BRONZE,Bronze Slice Club,719,1712,0.00,1.00,active,2025-04-27,2026-04-27,PIZZA0261
MEM0262,CUS0262,PLATINUM,Platinum Slice Club,784,2731,0.15,2.00,active,2024-06-01,2025-06-01,PIZZA0262
MEM0263,CUS0263,SILVER,Silver Slice Club,275,1987,0.05,1.25,active,2025-12-20,2026-12-20,PIZZA0263
MEM0264,CUS0264,GOLD,Gold Slice Club,944,2736,0.10,1.50,active,2024-11-12,2025-11-12,PIZZA0264
MEM0265,CUS0265,SILVER,Silver Slice Club,660,660,0.05,1.25,paused,2026-04-24,2027-04-24,PIZZA0265
MEM0266,CUS0266,BRONZE,Bronze Slice Club,152,1337,0.00,1.00,active,2025-10-11,2026-10-11,PIZZA0266
MEM0267,CUS0267,BRONZE,Bronze Slice Club,664,1437,0.00,1.00,active,2026-06-13,2027-06-13,PIZZA0267
MEM0268,CUS0268,GOLD,Gold Slice Club,640,868,0.10,1.50,active,2024-03-28,2025-03-28,PIZZA0268
MEM0269,CUS0269,PLATINUM,Platinum Slice Club,524,1337,0.15,2.00,expired,2025-09-10,2026-09-10,PIZZA0269
MEM0270,CUS0270,BRONZE,Bronze Slice Club,443,2178,0.00,1.00,paused,2024-12-08,2025-12-08,PIZZA0270
MEM0271,CUS0271,BRONZE,Bronze Slice Club,590,710,0.00,1.00,active,2025-05-30,2026-05-30,PIZZA0271
MEM0272,CUS0272,BRONZE,Bronze Slice Club,471,1816,0.00,1.00,expired,2024-07-05,2025-07-05,PIZZA0272
MEM0273,CUS0273,PLATINUM,Platinum Slice Club,1023,1905,0.15,2.00,active,2025-11-19,2026-11-19,PIZZA0273
MEM0274,CUS0274,BRONZE,Bronze Slice Club,589,1172,0.00,1.00,paused,2026-07-12,2027-07-12,PIZZA0274
MEM0275,CUS0275,PLATINUM,Platinum Slice Club,981,2885,0.15,2.00,expired,2024-02-20,2025-02-19,PIZZA0275
MEM0276,CUS0276,PLATINUM,Platinum Slice Club,962,1906,0.15,2.00,active,2024-03-16,2025-03-16,PIZZA0276
MEM0277,CUS0277,PLATINUM,Platinum Slice Club,552,858,0.15,2.00,expired,2024-04-17,2025-04-17,PIZZA0277
MEM0278,CUS0278,SILVER,Silver Slice Club,575,1946,0.05,1.25,paused,2024-01-29,2025-01-28,PIZZA0278
MEM0279,CUS0279,GOLD,Gold Slice Club,613,2352,0.10,1.50,expired,2025-12-30,2026-12-30,PIZZA0279
MEM0280,CUS0280,SILVER,Silver Slice Club,846,1289,0.05,1.25,paused,2025-02-01,2026-02-01,PIZZA0280
MEM0281,CUS0281,GOLD,Gold Slice Club,693,2210,0.10,1.50,paused,2025-09-18,2026-09-18,PIZZA0281
MEM0282,CUS0282,PLATINUM,Platinum Slice Club,857,1376,0.15,2.00,expired,2024-10-02,2025-10-02,PIZZA0282
MEM0283,CUS0283,SILVER,Silver Slice Club,62,1849,0.05,1.25,active,2024-12-30,2025-12-30,PIZZA0283
MEM0284,CUS0284,PLATINUM,Platinum Slice Club,732,1259,0.15,2.00,paused,2024-04-11,2025-04-11,PIZZA0284
MEM0285,CUS0285,GOLD,Gold Slice Club,513,545,0.10,1.50,active,2026-07-06,2027-07-06,PIZZA0285
MEM0286,CUS0286,SILVER,Silver Slice Club,443,1369,0.05,1.25,active,2024-12-02,2025-12-02,PIZZA0286
MEM0287,CUS0287,BRONZE,Bronze Slice Club,335,1117,0.00,1.00,paused,2024-04-12,2025-04-12,PIZZA0287
MEM0288,CUS0288,BRONZE,Bronze Slice Club,18,1115,0.00,1.00,active,2025-03-06,2026-03-06,PIZZA0288
MEM0289,CUS0289,SILVER,Silver Slice Club,820,2524,0.05,1.25,paused,2025-04-01,2026-04-01,PIZZA0289
MEM0290,CUS0290,GOLD,Gold Slice Club,806,1297,0.10,1.50,paused,2024-07-04,2025-07-04,PIZZA0290
MEM0291,CUS0291,BRONZE,Bronze Slice Club,333,447,0.00,1.00,expired,2025-10-14,2026-10-14,PIZZA0291
MEM0292,CUS0292,GOLD,Gold Slice Club,829,2488,0.10,1.50,active,2024-09-17,2025-09-17,PIZZA0292
MEM0293,CUS0293,BRONZE,Bronze Slice Club,583,1419,0.00,1.00,active,2025-08-03,2026-08-03,PIZZA0293
MEM0294,CUS0294,PLATINUM,Platinum Slice Club,487,2117,0.15,2.00,active,2026-04-17,2027-04-17,PIZZA0294
MEM0295,CUS0295,BRONZE,Bronze Slice Club,373,590,0.00,1.00,expired,2024-04-07,2025-04-07,PIZZA0295
MEM0296,CUS0296,BRONZE,Bronze Slice Club,390,2043,0.00,1.00,expired,2025-01-10,2026-01-10,PIZZA0296
MEM0297,CUS0297,BRONZE,Bronze Slice Club,282,2130,0.00,1.00,paused,2024-02-11,2025-02-10,PIZZA0297
MEM0298,CUS0298,BRONZE,Bronze Slice Club,442,1944,0.00,1.00,active,2025-04-17,2026-04-17,PIZZA0298
MEM0299,CUS0299,GOLD,Gold Slice Club,418,540,0.10,1.50,active,2026-07-18,2027-07-18,PIZZA0299
MEM0300,CUS0300,BRONZE,Bronze Slice Club,100,1338,0.00,1.00,active,2025-05-25,2026-05-25,PIZZA0300
MEM0301,CUS0301,GOLD,Gold Slice Club,656,1802,0.10,1.50,expired,2024-08-30,2025-08-30,PIZZA0301
MEM0302,CUS0302,BRONZE,Bronze Slice Club,637,2041,0.00,1.00,active,2024-04-23,2025-04-23,PIZZA0302
MEM0303,CUS0303,PLATINUM,Platinum Slice Club,1010,1121,0.15,2.00,active,2026-04-11,2027-04-11,PIZZA0303
MEM0304,CUS0304,PLATINUM,Platinum Slice Club,1055,1920,0.15,2.00,expired,2024-03-18,2025-03-18,PIZZA0304
MEM0305,CUS0305,BRONZE,Bronze Slice Club,315,2076,0.00,1.00,active,2025-03-29,2026-03-29,PIZZA0305
MEM0306,CUS0306,PLATINUM,Platinum Slice Club,1139,1935,0.15,2.00,active,2025-10-25,2026-10-25,PIZZA0306
MEM0307,CUS0307,BRONZE,Bronze Slice Club,777,1732,0.00,1.00,active,2026-01-11,2027-01-11,PIZZA0307
MEM0308,CUS0308,GOLD,Gold Slice Club,152,990,0.10,1.50,paused,2024-09-10,2025-09-10,PIZZA0308
MEM0309,CUS0309,BRONZE,Bronze Slice Club,30,731,0.00,1.00,expired,2026-05-15,2027-05-15,PIZZA0309
MEM0310,CUS0310,GOLD,Gold Slice Club,307,880,0.10,1.50,active,2026-05-11,2027-05-11,PIZZA0310
MEM0311,CUS0311,GOLD,Gold Slice Club,646,2103,0.10,1.50,expired,2026-01-15,2027-01-15,PIZZA0311
MEM0312,CUS0312,GOLD,Gold Slice Club,330,913,0.10,1.50,active,2026-01-22,2027-01-22,PIZZA0312
MEM0313,CUS0313,BRONZE,Bronze Slice Club,60,464,0.00,1.00,active,2024-12-24,2025-12-24,PIZZA0313
MEM0314,CUS0314,GOLD,Gold Slice Club,914,2524,0.10,1.50,expired,2024-04-10,2025-04-10,PIZZA0314
MEM0315,CUS0315,PLATINUM,Platinum Slice Club,858,1569,0.15,2.00,expired,2024-05-23,2025-05-23,PIZZA0315
MEM0316,CUS0316,PLATINUM,Platinum Slice Club,1191,1502,0.15,2.00,active,2024-10-03,2025-10-03,PIZZA0316
MEM0317,CUS0317,GOLD,Gold Slice Club,579,1119,0.10,1.50,active,2025-12-28,2026-12-28,PIZZA0317
MEM0318,CUS0318,GOLD,Gold Slice Club,504,2273,0.10,1.50,expired,2026-07-05,2027-07-05,PIZZA0318
MEM0319,CUS0319,SILVER,Silver Slice Club,421,575,0.05,1.25,expired,2024-10-08,2025-10-08,PIZZA0319
MEM0320,CUS0320,BRONZE,Bronze Slice Club,10,289,0.00,1.00,paused,2024-05-08,2025-05-08,PIZZA0320
MEM0321,CUS0321,SILVER,Silver Slice Club,318,2227,0.05,1.25,expired,2024-11-26,2025-11-26,PIZZA0321
MEM0322,CUS0322,SILVER,Silver Slice Club,503,2385,0.05,1.25,paused,2024-08-13,2025-08-13,PIZZA0322
MEM0323,CUS0323,PLATINUM,Platinum Slice Club,944,1614,0.15,2.00,expired,2024-03-26,2025-03-26,PIZZA0323
MEM0324,CUS0324,GOLD,Gold Slice Club,582,1618,0.10,1.50,active,2024-09-14,2025-09-14,PIZZA0324
MEM0325,CUS0325,SILVER,Silver Slice Club,809,1568,0.05,1.25,active,2025-07-14,2026-07-14,PIZZA0325
MEM0326,CUS0326,SILVER,Silver Slice Club,312,1414,0.05,1.25,active,2025-03-08,2026-03-08,PIZZA0326
MEM0327,CUS0327,BRONZE,Bronze Slice Club,535,1832,0.00,1.00,active,2025-01-09,2026-01-09,PIZZA0327
MEM0328,CUS0328,BRONZE,Bronze Slice Club,320,1647,0.00,1.00,active,2024-07-06,2025-07-06,PIZZA0328
MEM0329,CUS0329,PLATINUM,Platinum Slice Club,1016,1582,0.15,2.00,active,2025-09-22,2026-09-22,PIZZA0329
MEM0330,CUS0330,GOLD,Gold Slice Club,365,1640,0.10,1.50,expired,2024-06-08,2025-06-08,PIZZA0330
MEM0331,CUS0331,GOLD,Gold Slice Club,404,725,0.10,1.50,active,2025-07-26,2026-07-26,PIZZA0331
MEM0332,CUS0332,PLATINUM,Platinum Slice Club,414,1446,0.15,2.00,active,2025-07-16,2026-07-16,PIZZA0332
MEM0333,CUS0333,PLATINUM,Platinum Slice Club,520,1467,0.15,2.00,active,2025-01-11,2026-01-11,PIZZA0333
MEM0334,CUS0334,SILVER,Silver Slice Club,203,1598,0.05,1.25,active,2025-05-12,2026-05-12,PIZZA0334
MEM0335,CUS0335,SILVER,Silver Slice Club,290,804,0.05,1.25,active,2025-03-09,2026-03-09,PIZZA0335
MEM0336,CUS0336,BRONZE,Bronze Slice Club,582,1297,0.00,1.00,paused,2024-11-14,2025-11-14,PIZZA0336
MEM0337,CUS0337,PLATINUM,Platinum Slice Club,847,1186,0.15,2.00,expired,2025-05-21,2026-05-21,PIZZA0337
MEM0338,CUS0338,BRONZE,Bronze Slice Club,202,2017,0.00,1.00,active,2026-02-01,2027-02-01,PIZZA0338
MEM0339,CUS0339,GOLD,Gold Slice Club,162,1022,0.10,1.50,active,2024-01-30,2025-01-29,PIZZA0339
MEM0340,CUS0340,GOLD,Gold Slice Club,887,1958,0.10,1.50,active,2025-05-21,2026-05-21,PIZZA0340
MEM0341,CUS0341,GOLD,Gold Slice Club,324,1579,0.10,1.50,active,2026-03-16,2027-03-16,PIZZA0341
MEM0342,CUS0342,BRONZE,Bronze Slice Club,695,1803,0.00,1.00,active,2026-01-09,2027-01-09,PIZZA0342
MEM0343,CUS0343,PLATINUM,Platinum Slice Club,774,2278,0.15,2.00,active,2024-10-18,2025-10-18,PIZZA0343
MEM0344,CUS0344,PLATINUM,Platinum Slice Club,990,1377,0.15,2.00,paused,2024-10-06,2025-10-06,PIZZA0344
MEM0345,CUS0345,BRONZE,Bronze Slice Club,770,1092,0.00,1.00,active,2025-10-26,2026-10-26,PIZZA0345
MEM0346,CUS0346,PLATINUM,Platinum Slice Club,789,828,0.15,2.00,expired,2024-12-04,2025-12-04,PIZZA0346
MEM0347,CUS0347,BRONZE,Bronze Slice Club,360,1462,0.00,1.00,active,2025-07-24,2026-07-24,PIZZA0347
MEM0348,CUS0348,SILVER,Silver Slice Club,197,1744,0.05,1.25,active,2025-10-11,2026-10-11,PIZZA0348
MEM0349,CUS0349,BRONZE,Bronze Slice Club,471,1235,0.00,1.00,active,2025-09-27,2026-09-27,PIZZA0349
MEM0350,CUS0350,BRONZE,Bronze Slice Club,378,783,0.00,1.00,active,2024-05-11,2025-05-11,PIZZA0350
MEM0351,CUS0351,PLATINUM,Platinum Slice Club,1194,1634,0.15,2.00,active,2024-02-08,2025-02-07,PIZZA0351
MEM0352,CUS0352,BRONZE,Bronze Slice Club,454,1430,0.00,1.00,active,2025-03-19,2026-03-19,PIZZA0352
MEM0353,CUS0353,PLATINUM,Platinum Slice Club,921,2347,0.15,2.00,paused,2026-04-26,2027-04-26,PIZZA0353
MEM0354,CUS0354,SILVER,Silver Slice Club,141,625,0.05,1.25,paused,2026-01-27,2027-01-27,PIZZA0354
MEM0355,CUS0355,PLATINUM,Platinum Slice Club,937,1000,0.15,2.00,active,2024-01-13,2025-01-12,PIZZA0355
MEM0356,CUS0356,SILVER,Silver Slice Club,238,1343,0.05,1.25,expired,2026-02-25,2027-02-25,PIZZA0356
MEM0357,CUS0357,BRONZE,Bronze Slice Club,721,1028,0.00,1.00,active,2024-09-30,2025-09-30,PIZZA0357
MEM0358,CUS0358,PLATINUM,Platinum Slice Club,863,2271,0.15,2.00,active,2025-05-28,2026-05-28,PIZZA0358
MEM0359,CUS0359,SILVER,Silver Slice Club,827,1623,0.05,1.25,active,2026-01-26,2027-01-26,PIZZA0359
MEM0360,CUS0360,GOLD,Gold Slice Club,266,590,0.10,1.50,active,2025-05-31,2026-05-31,PIZZA0360
MEM0361,CUS0361,PLATINUM,Platinum Slice Club,573,886,0.15,2.00,active,2024-08-28,2025-08-28,PIZZA0361
MEM0362,CUS0362,SILVER,Silver Slice Club,840,1675,0.05,1.25,active,2025-03-12,2026-03-12,PIZZA0362
MEM0363,CUS0363,GOLD,Gold Slice Club,752,1910,0.10,1.50,paused,2024-07-23,2025-07-23,PIZZA0363
MEM0364,CUS0364,BRONZE,Bronze Slice Club,530,646,0.00,1.00,paused,2024-11-22,2025-11-22,PIZZA0364
MEM0365,CUS0365,BRONZE,Bronze Slice Club,694,2501,0.00,1.00,paused,2026-05-18,2027-05-18,PIZZA0365
MEM0366,CUS0366,BRONZE,Bronze Slice Club,583,1796,0.00,1.00,active,2025-11-03,2026-11-03,PIZZA0366
MEM0367,CUS0367,GOLD,Gold Slice Club,226,301,0.10,1.50,paused,2025-06-12,2026-06-12,PIZZA0367
MEM0368,CUS0368,SILVER,Silver Slice Club,787,1098,0.05,1.25,expired,2026-03-17,2027-03-17,PIZZA0368
MEM0369,CUS0369,SILVER,Silver Slice Club,440,738,0.05,1.25,expired,2024-04-20,2025-04-20,PIZZA0369
MEM0370,CUS0370,PLATINUM,Platinum Slice Club,713,2134,0.15,2.00,active,2024-01-24,2025-01-23,PIZZA0370
MEM0371,CUS0371,PLATINUM,Platinum Slice Club,782,2217,0.15,2.00,paused,2026-02-26,2027-02-26,PIZZA0371
MEM0372,CUS0372,BRONZE,Bronze Slice Club,251,1114,0.00,1.00,active,2024-03-30,2025-03-30,PIZZA0372
MEM0373,CUS0373,BRONZE,Bronze Slice Club,385,1610,0.00,1.00,active,2025-07-14,2026-07-14,PIZZA0373
MEM0374,CUS0374,PLATINUM,Platinum Slice Club,723,2006,0.15,2.00,active,2024-10-01,2025-10-01,PIZZA0374
MEM0375,CUS0375,PLATINUM,Platinum Slice Club,475,762,0.15,2.00,active,2025-04-11,2026-04-11,PIZZA0375
MEM0376,CUS0376,GOLD,Gold Slice Club,710,1792,0.10,1.50,expired,2024-09-18,2025-09-18,PIZZA0376
MEM0377,CUS0377,BRONZE,Bronze Slice Club,526,2081,0.00,1.00,expired,2026-05-02,2027-05-02,PIZZA0377
MEM0378,CUS0378,PLATINUM,Platinum Slice Club,937,1077,0.15,2.00,active,2024-02-18,2025-02-17,PIZZA0378
MEM0379,CUS0379,BRONZE,Bronze Slice Club,101,679,0.00,1.00,expired,2025-12-16,2026-12-16,PIZZA0379
MEM0380,CUS0380,SILVER,Silver Slice Club,770,1589,0.05,1.25,active,2024-11-13,2025-11-13,PIZZA0380
MEM0381,CUS0381,SILVER,Silver Slice Club,573,633,0.05,1.25,expired,2025-10-05,2026-10-05,PIZZA0381
MEM0382,CUS0382,GOLD,Gold Slice Club,828,1863,0.10,1.50,active,2026-05-17,2027-05-17,PIZZA0382
MEM0383,CUS0383,GOLD,Gold Slice Club,364,2006,0.10,1.50,paused,2025-02-26,2026-02-26,PIZZA0383
MEM0384,CUS0384,SILVER,Silver Slice Club,253,608,0.05,1.25,paused,2024-06-24,2025-06-24,PIZZA0384
MEM0385,CUS0385,PLATINUM,Platinum Slice Club,826,1261,0.15,2.00,expired,2026-02-09,2027-02-09,PIZZA0385
MEM0386,CUS0386,SILVER,Silver Slice Club,782,1984,0.05,1.25,active,2024-04-23,2025-04-23,PIZZA0386
MEM0387,CUS0387,BRONZE,Bronze Slice Club,238,1287,0.00,1.00,active,2025-04-18,2026-04-18,PIZZA0387
MEM0388,CUS0388,SILVER,Silver Slice Club,839,2049,0.05,1.25,paused,2024-03-13,2025-03-13,PIZZA0388
MEM0389,CUS0389,PLATINUM,Platinum Slice Club,1189,1958,0.15,2.00,expired,2025-05-27,2026-05-27,PIZZA0389
MEM0390,CUS0390,GOLD,Gold Slice Club,270,1407,0.10,1.50,active,2024-10-01,2025-10-01,PIZZA0390
MEM0391,CUS0391,BRONZE,Bronze Slice Club,538,2275,0.00,1.00,paused,2024-04-12,2025-04-12,PIZZA0391
MEM0392,CUS0392,GOLD,Gold Slice Club,320,1545,0.10,1.50,active,2025-12-20,2026-12-20,PIZZA0392
MEM0393,CUS0393,SILVER,Silver Slice Club,175,501,0.05,1.25,paused,2024-06-12,2025-06-12,PIZZA0393
MEM0394,CUS0394,GOLD,Gold Slice Club,466,1259,0.10,1.50,active,2025-11-16,2026-11-16,PIZZA0394
MEM0395,CUS0395,SILVER,Silver Slice Club,184,1589,0.05,1.25,active,2024-03-30,2025-03-30,PIZZA0395
MEM0396,CUS0396,BRONZE,Bronze Slice Club,73,1075,0.00,1.00,expired,2024-07-25,2025-07-25,PIZZA0396
MEM0397,CUS0397,BRONZE,Bronze Slice Club,769,803,0.00,1.00,active,2025-11-26,2026-11-26,PIZZA0397
MEM0398,CUS0398,SILVER,Silver Slice Club,193,1204,0.05,1.25,active,2025-01-15,2026-01-15,PIZZA0398
MEM0399,CUS0399,BRONZE,Bronze Slice Club,545,1195,0.00,1.00,expired,2024-05-03,2025-05-03,PIZZA0399
MEM0400,CUS0400,SILVER,Silver Slice Club,474,921,0.05,1.25,active,2024-02-07,2025-02-06,PIZZA0400
MEM0401,CUS0401,GOLD,Gold Slice Club,540,1244,0.10,1.50,active,2024-06-30,2025-06-30,PIZZA0401
MEM0402,CUS0402,PLATINUM,Platinum Slice Club,805,988,0.15,2.00,expired,2024-09-17,2025-09-17,PIZZA0402
MEM0403,CUS0403,BRONZE,Bronze Slice Club,588,1292,0.00,1.00,active,2024-01-16,2025-01-15,PIZZA0403
MEM0404,CUS0404,BRONZE,Bronze Slice Club,19,2012,0.00,1.00,active,2024-03-07,2025-03-07,PIZZA0404
MEM0405,CUS0405,PLATINUM,Platinum Slice Club,1074,2792,0.15,2.00,active,2026-07-24,2027-07-24,PIZZA0405
MEM0406,CUS0406,GOLD,Gold Slice Club,380,1192,0.10,1.50,active,2024-04-10,2025-04-10,PIZZA0406
MEM0407,CUS0407,SILVER,Silver Slice Club,606,1941,0.05,1.25,active,2024-10-30,2025-10-30,PIZZA0407
MEM0408,CUS0408,BRONZE,Bronze Slice Club,678,1597,0.00,1.00,active,2024-11-30,2025-11-30,PIZZA0408
MEM0409,CUS0409,SILVER,Silver Slice Club,629,1965,0.05,1.25,expired,2024-02-16,2025-02-15,PIZZA0409
MEM0410,CUS0410,BRONZE,Bronze Slice Club,319,329,0.00,1.00,active,2026-07-16,2027-07-16,PIZZA0410
MEM0411,CUS0411,GOLD,Gold Slice Club,780,1573,0.10,1.50,active,2025-08-26,2026-08-26,PIZZA0411
MEM0412,CUS0412,SILVER,Silver Slice Club,86,2002,0.05,1.25,paused,2025-09-18,2026-09-18,PIZZA0412
MEM0413,CUS0413,PLATINUM,Platinum Slice Club,902,1222,0.15,2.00,active,2024-08-10,2025-08-10,PIZZA0413
MEM0414,CUS0414,GOLD,Gold Slice Club,199,1624,0.10,1.50,expired,2025-07-20,2026-07-20,PIZZA0414
MEM0415,CUS0415,BRONZE,Bronze Slice Club,753,2478,0.00,1.00,active,2025-11-05,2026-11-05,PIZZA0415
MEM0416,CUS0416,GOLD,Gold Slice Club,396,2363,0.10,1.50,active,2024-12-21,2025-12-21,PIZZA0416
MEM0417,CUS0417,GOLD,Gold Slice Club,264,2219,0.10,1.50,paused,2024-02-12,2025-02-11,PIZZA0417
MEM0418,CUS0418,SILVER,Silver Slice Club,185,851,0.05,1.25,active,2025-10-16,2026-10-16,PIZZA0418
MEM0419,CUS0419,BRONZE,Bronze Slice Club,590,1147,0.00,1.00,paused,2025-04-30,2026-04-30,PIZZA0419
MEM0420,CUS0420,BRONZE,Bronze Slice Club,250,322,0.00,1.00,active,2026-01-24,2027-01-24,PIZZA0420
MEM0421,CUS0421,BRONZE,Bronze Slice Club,102,525,0.00,1.00,active,2025-06-09,2026-06-09,PIZZA0421
MEM0422,CUS0422,SILVER,Silver Slice Club,655,1465,0.05,1.25,paused,2024-02-15,2025-02-14,PIZZA0422
MEM0423,CUS0423,SILVER,Silver Slice Club,650,2359,0.05,1.25,active,2024-03-26,2025-03-26,PIZZA0423
MEM0424,CUS0424,GOLD,Gold Slice Club,639,1272,0.10,1.50,active,2024-01-01,2024-12-31,PIZZA0424
MEM0425,CUS0425,SILVER,Silver Slice Club,630,1923,0.05,1.25,paused,2025-06-09,2026-06-09,PIZZA0425
MEM0426,CUS0426,PLATINUM,Platinum Slice Club,644,1128,0.15,2.00,expired,2025-06-08,2026-06-08,PIZZA0426
MEM0427,CUS0427,BRONZE,Bronze Slice Club,393,854,0.00,1.00,expired,2024-12-11,2025-12-11,PIZZA0427
MEM0428,CUS0428,GOLD,Gold Slice Club,434,844,0.10,1.50,active,2026-01-16,2027-01-16,PIZZA0428
MEM0429,CUS0429,BRONZE,Bronze Slice Club,327,2116,0.00,1.00,expired,2026-07-02,2027-07-02,PIZZA0429
