product_id,product_name,category,size,crust,is_vegetarian,unit_cost,unit_price,calories,is_active,supplier_id
PRD0236,"Spicy Diablo (Medium, Hand-Tossed)",pizza,Medium,Hand-Tossed,false,8.90,27.10,977,true,SUP0693
PRD0237,"Hawaiian (Medium, Hand-Tossed)",pizza,Medium,Hand-Tossed,false,4.46,11.05,1207,true,SUP0544
PRD0238,"Pepperoni (Large, Stuffed)",pizza,Large,Stuffed,false,4.91,16.31,717,true,SUP0059
PRD0239,"Veggie Supreme (Large, Stuffed)",pizza,Large,Stuffed,true,8.21,22.01,870,false,SUP0696
PRD0240,"Veggie Supreme (Medium, Hand-Tossed)",pizza,Medium,Hand-Tossed,true,3.25,8.14,1085,true,SUP0380
PRD0241,"Sausage & Peppers (Family, Cauliflower)",pizza,Family,Cauliflower,false,3.79,11.12,345,true,SUP0300
PRD0242,"Margherita (Large, Pan)",pizza,Large,Pan,true,3.86,8.88,535,true,SUP0255
PRD0243,"Pesto Chicken (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,8.91,20.50,198,true,SUP0877
PRD0244,"Meat Lovers (Family, Cauliflower)",pizza,Family,Cauliflower,false,3.33,9.90,776,false,SUP0151
PRD0245,"Hawaiian (Family, Stuffed)",pizza,Family,Stuffed,false,3.39,11.12,815,true,SUP0932
PRD0246,"Sausage & Peppers (Medium, Hand-Tossed)",pizza,Medium,Hand-Tossed,false,6.06,19.47,409,true,SUP0086
PRD0247,"Pepperoni (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,8.24,19.67,320,true,SUP0253
PRD0248,"White Garlic (Personal, Pan)",pizza,Personal,Pan,false,5.60,16.88,1011,true,SUP0117
PRD0249,"Margherita (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,true,6.45,19.48,1118,false,SUP0659
PRD0250,"Spinach Feta (Large, Stuffed)",pizza,Large,Stuffed,false,7.68,24.65,285,true,SUP0202
PRD0251,"Pepperoni (Large, Pan)",pizza,Large,Pan,false,4.72,10.45,483,false,SUP0795
PRD0252,"White Garlic (Medium, Stuffed)",pizza,Medium,Stuffed,false,5.96,17.50,556,true,SUP0318
PRD0253,"Neapolitan (Personal, Hand-Tossed)",pizza,Personal,Hand-Tossed,false,6.66,18.68,1046,true,SUP0049
PRD0254,"Buffalo Chicken (Personal, Pan)",pizza,Personal,Pan,false,2.56,8.03,541,true,SUP0702
PRD0255,"Sausage & Peppers (Large, Pan)",pizza,Large,Pan,false,6.88,19.56,419,true,SUP0435
PRD0256,"Spicy Diablo (Personal, Thin)",pizza,Personal,Thin,false,3.03,7.55,1245,true,SUP0458
PRD0257,"Meat Lovers (Personal, Thin)",pizza,Personal,Thin,false,8.60,22.15,619,true,SUP0385
PRD0258,"Pepperoni (Personal, Stuffed)",pizza,Personal,Stuffed,false,4.67,11.12,321,true,SUP0674
PRD0259,"Spicy Diablo (Medium, Pan)",pizza,Medium,Pan,false,8.07,19.44,1246,true,SUP0702
PRD0260,"BBQ Chicken (Family, Stuffed)",pizza,Family,Stuffed,false,3.35,10.51,961,true,SUP0862
PRD0261,"Margherita (Medium, Stuffed)",pizza,Medium,Stuffed,true,6.46,19.38,296,true,SUP0719
PRD0262,"Supreme (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,6.70,18.49,1165,true,SUP0314
PRD0263,"Supreme (Family, Cauliflower)",pizza,Family,Cauliflower,false,3.79,8.53,844,true,SUP0264
PRD0264,"Hawaiian (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,8.89,24.44,1008,true,SUP0575
PRD0265,"Neapolitan (Personal, Stuffed)",pizza,Personal,Stuffed,false,8.37,21.62,489,true,SUP0007
PRD0266,"Ranch Special (Large, Thin)",pizza,Large,Thin,false,7.85,25.59,1316,true,SUP0638
PRD0267,"Mushroom Truffle (Large, Pan)",pizza,Large,Pan,false,4.32,11.38,1360,true,SUP0632
PRD0268,"White Garlic (Large, Pan)",pizza,Large,Pan,false,5.23,12.22,501,true,SUP0511
PRD0269,"BBQ Chicken (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,5.62,16.99,358,true,SUP0692
PRD0270,"Ranch Special (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,8.43,20.97,845,true,SUP0138
PRD0271,"White Garlic (Family, Cauliflower)",pizza,Family,Cauliflower,false,6.31,20.99,882,true,SUP0213
PRD0272,"Sausage & Peppers (Personal, Hand-Tossed)",pizza,Personal,Hand-Tossed,false,6.31,20.34,1098,true,SUP0843
PRD0273,"Pepperoni (Medium, Hand-Tossed)",pizza,Medium,Hand-Tossed,false,4.02,12.01,711,true,SUP0985
PRD0274,"BBQ Chicken (Large, Pan)",pizza,Large,Pan,false,8.01,26.14,480,true,SUP0210
PRD0275,"Four Cheese (Personal, Pan)",pizza,Personal,Pan,false,9.16,21.37,1056,true,SUP0100
PRD0276,"Spinach Feta (Medium, Thin)",pizza,Medium,Thin,false,5.12,13.09,584,true,SUP0407
PRD0277,"Spicy Diablo (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,8.71,23.51,1101,false,SUP0257
PRD0278,"White Garlic (Large, Cauliflower)",pizza,Large,Cauliflower,false,6.27,18.05,1334,true,SUP0495
PRD0279,"Margherita (Medium, Cauliflower)",pizza,Medium,Cauliflower,true,6.36,19.94,593,false,SUP0285
PRD0280,"Spicy Diablo (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,7.28,24.06,586,true,SUP0233
PRD0281,"BBQ Chicken (Large, Stuffed)",pizza,Large,Stuffed,false,9.33,28.88,416,true,SUP0724
PRD0282,"Hawaiian (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,9.05,24.06,1345,true,SUP0066
PRD0283,"Pepperoni (Large, Thin)",pizza,Large,Thin,false,5.14,17.08,417,true,SUP0084
PRD0284,"Spicy Diablo (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,3.40,8.12,1102,true,SUP0198
PRD0285,"Margherita (Personal, Stuffed)",pizza,Personal,Stuffed,true,3.30,10.02,940,true,SUP0869
PRD0286,"Supreme (Large, Cauliflower)",pizza,Large,Cauliflower,false,6.18,19.01,1186,true,SUP0853
PRD0287,"Supreme (Large, Stuffed)",pizza,Large,Stuffed,false,6.80,20.05,236,true,SUP0953
PRD0288,"Veggie Supreme (Personal, Cauliflower)",pizza,Personal,Cauliflower,true,3.37,8.54,958,true,SUP0428
PRD0289,"Neapolitan (Personal, Stuffed)",pizza,Personal,Stuffed,false,6.84,20.49,139,true,SUP0505
PRD0290,"Four Cheese (Large, Cauliflower)",pizza,Large,Cauliflower,false,8.53,19.74,955,true,SUP0097
PRD0291,"Meat Lovers (Family, Pan)",pizza,Family,Pan,false,8.33,22.81,484,true,SUP0772
PRD0292,"Pesto Chicken (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,6.68,19.57,566,true,SUP0575
PRD0293,"Ranch Special (Personal, Thin)",pizza,Personal,Thin,false,6.52,21.31,1196,true,SUP0728
PRD0294,"Pepperoni (Family, Stuffed)",pizza,Family,Stuffed,false,9.35,22.43,216,true,SUP0213
PRD0295,"Margherita (Family, Thin)",pizza,Family,Thin,true,5.48,15.31,506,true,SUP0713
PRD0296,"Meat Lovers (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,4.05,13.70,518,true,SUP0124
PRD0297,"Buffalo Chicken (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,6.80,19.25,668,true,SUP0773
PRD0298,"Pepperoni (Large, Stuffed)",pizza,Large,Stuffed,false,8.34,20.79,454,true,SUP0768
PRD0299,"Spinach Feta (Large, Stuffed)",pizza,Large,Stuffed,false,7.94,22.25,819,true,SUP0926
PRD0300,"Buffalo Chicken (Personal, Hand-Tossed)",pizza,Personal,Hand-Tossed,false,5.87,14.88,566,true,SUP0158
PRD0301,"Veggie Supreme (Large, Pan)",pizza,Large,Pan,true,3.24,10.28,262,true,SUP0718
PRD0302,"Meat Lovers (Large, Stuffed)",pizza,Large,Stuffed,false,8.66,19.76,640,true,SUP0889
PRD0303,"Pesto Chicken (Medium, Thin)",pizza,Medium,Thin,false,8.23,27.91,504,true,SUP0039
PRD0304,"Hawaiian (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,6.50,16.34,648,true,SUP0213
PRD0305,"Spicy Diablo (Large, Pan)",pizza,Large,Pan,false,4.14,10.66,565,true,SUP0618
PRD0306,"Buffalo Chicken (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,6.68,18.89,811,true,SUP0637
PRD0307,"Pepperoni (Family, Pan)",pizza,Family,Pan,false,5.04,15.84,1222,true,SUP0645
PRD0308,"Mushroom Truffle (Personal, Stuffed)",pizza,Personal,Stuffed,false,9.40,27.57,480,true,SUP0472
PRD0309,"Supreme (Medium, Pan)",pizza,Medium,Pan,false,7.06,21.96,310,true,SUP0521
PRD0310,"BBQ Chicken (Personal, Hand-Tossed)",pizza,Personal,Hand-Tossed,false,4.01,11.82,513,true,SUP0464
PRD0311,"Margherita (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,true,3.35,10.00,721,true,SUP0724
PRD0312,"Meat Lovers (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,7.05,20.99,673,true,SUP0632
PRD0313,"Ranch Special (Medium, Thin)",pizza,Medium,Thin,false,5.38,17.73,498,true,SUP0445
PRD0314,"Sicilian (Large, Thin)",pizza,Large,Thin,false,3.16,9.01,754,true,SUP0173
PRD0315,"Spinach Feta (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,7.19,21.57,442,true,SUP0251
PRD0316,"Neapolitan (Personal, Stuffed)",pizza,Personal,Stuffed,false,4.65,12.53,306,true,SUP0754
PRD0317,"Ranch Special (Family, Thin)",pizza,Family,Thin,false,9.36,25.27,681,false,SUP0822
PRD0318,"Spinach Feta (Personal, Pan)",pizza,Personal,Pan,false,5.96,14.50,1224,true,SUP0067
PRD0319,"Four Cheese (Family, Thin)",pizza,Family,Thin,false,4.74,15.15,394,true,SUP0333
PRD0320,"BBQ Chicken (Personal, Stuffed)",pizza,Personal,Stuffed,false,8.87,21.41,275,true,SUP0842
PRD0321,"BBQ Chicken (Personal, Hand-Tossed)",pizza,Personal,Hand-Tossed,false,4.73,12.21,667,true,SUP0592
PRD0322,"Meat Lovers (Personal, Hand-Tossed)",pizza,Personal,Hand-Tossed,false,4.19,11.15,901,true,SUP0680
PRD0323,"Pesto Chicken (Medium, Hand-Tossed)",pizza,Medium,Hand-Tossed,false,6.49,16.10,1220,true,SUP0583
PRD0324,"Mushroom Truffle (Personal, Thin)",pizza,Personal,Thin,false,6.88,19.60,512,true,SUP0017
PRD0325,"Buffalo Chicken (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,4.46,13.20,424,true,SUP0388
PRD0326,"Pesto Chicken (Medium, Stuffed)",pizza,Medium,Stuffed,false,7.71,19.47,511,true,SUP0308
PRD0327,"Ranch Special (Medium, Hand-Tossed)",pizza,Medium,Hand-Tossed,false,4.30,11.90,329,true,SUP0756
PRD0328,"Ranch Special (Family, Cauliflower)",pizza,Family,Cauliflower,false,8.82,22.09,196,true,SUP0795
PRD0329,"Neapolitan (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,4.49,13.80,481,true,SUP0636
PRD0330,"Veggie Supreme (Large, Pan)",pizza,Large,Pan,true,2.65,6.67,816,true,SUP0023
PRD0331,"Neapolitan (Medium, Stuffed)",pizza,Medium,Stuffed,false,6.94,23.05,1392,true,SUP0624
PRD0332,"Mushroom Truffle (Family, Thin)",pizza,Family,Thin,false,4.24,11.50,1359,true,SUP0433
PRD0333,"Spinach Feta (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,4.76,11.02,1083,true,SUP0046
PRD0334,"Mushroom Truffle (Family, Thin)",pizza,Family,Thin,false,8.12,22.95,129,false,SUP0607
PRD0335,"Sicilian (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,6.35,21.22,554,true,SUP0292
PRD0336,"White Garlic (Family, Stuffed)",pizza,Family,Stuffed,false,9.24,25.09,1326,true,SUP0594
PRD0337,"Mushroom Truffle (Family, Thin)",pizza,Family,Thin,false,5.36,12.48,165,true,SUP0888
PRD0338,"Pesto Chicken (Personal, Thin)",pizza,Personal,Thin,false,8.42,24.81,288,true,SUP0987
PRD0339,"Four Cheese (Large, Cauliflower)",pizza,Large,Cauliflower,false,3.22,8.60,854,true,SUP0746
PRD0340,"Sicilian (Personal, Pan)",pizza,Personal,Pan,false,3.04,9.33,985,true,SUP0703
PRD0341,"Hawaiian (Family, Cauliflower)",pizza,Family,Cauliflower,false,7.14,17.93,490,true,SUP0711
PRD0342,"Four Cheese (Large, Stuffed)",pizza,Large,Stuffed,false,8.71,29.45,1298,true,SUP0020
PRD0343,"Mushroom Truffle (Large, Thin)",pizza,Large,Thin,false,7.02,22.03,956,true,SUP0591
PRD0344,"Buffalo Chicken (Family, Pan)",pizza,Family,Pan,false,4.68,11.05,661,true,SUP0815
PRD0345,"Spicy Diablo (Family, Thin)",pizza,Family,Thin,false,5.80,17.66,1323,true,SUP0340
PRD0346,"Sausage & Peppers (Personal, Pan)",pizza,Personal,Pan,false,9.21,29.60,796,false,SUP0883
PRD0347,"Buffalo Chicken (Large, Cauliflower)",pizza,Large,Cauliflower,false,5.49,13.23,890,true,SUP0309
PRD0348,"Ranch Special (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,7.82,19.55,708,true,SUP0777
PRD0349,"Pesto Chicken (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,3.87,10.90,572,false,SUP0861
PRD0350,"BBQ Chicken (Personal, Thin)",pizza,Personal,Thin,false,8.45,20.03,1244,true,SUP0616
PRD0351,"Sicilian (Personal, Stuffed)",pizza,Personal,Stuffed,false,7.04,15.50,722,true,SUP0516
PRD0352,"Neapolitan (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,5.72,16.18,1092,false,SUP0222
PRD0353,"White Garlic (Large, Cauliflower)",pizza,Large,Cauliflower,false,3.53,11.76,985,true,SUP0312
PRD0354,"Spinach Feta (Medium, Stuffed)",pizza,Medium,Stuffed,false,4.31,12.10,1344,true,SUP0757
PRD0355,"Buffalo Chicken (Medium, Thin)",pizza,Medium,Thin,false,6.26,18.84,428,true,SUP0380
PRD0356,"Sausage & Peppers (Family, Thin)",pizza,Family,Thin,false,5.84,18.74,217,true,SUP0226
PRD0357,"Hawaiian (Family, Pan)",pizza,Family,Pan,false,4.46,11.72,1065,true,SUP0178
PRD0358,"Pesto Chicken (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,4.22,11.26,1222,true,SUP0043
PRD0359,"Ranch Special (Family, Cauliflower)",pizza,Family,Cauliflower,false,4.35,12.17,886,true,SUP0701
PRD0360,"Spinach Feta (Medium, Pan)",pizza,Medium,Pan,false,8.38,25.59,403,true,SUP0869
PRD0361,"Four Cheese (Family, Cauliflower)",pizza,Family,Cauliflower,false,8.01,26.06,176,true,SUP0803
PRD0362,"Buffalo Chicken (Family, Cauliflower)",pizza,Family,Cauliflower,false,5.76,16.53,696,false,SUP0894
PRD0363,"Veggie Supreme (Personal, Cauliflower)",pizza,Personal,Cauliflower,true,5.45,14.31,751,true,SUP0360
PRD0364,"Four Cheese (Large, Thin)",pizza,Large,Thin,false,3.03,9.42,545,true,SUP0213
PRD0365,"Pepperoni (Personal, Thin)",pizza,Personal,Thin,false,7.00,15.80,688,true,SUP0816
PRD0366,"Pesto Chicken (Large, Cauliflower)",pizza,Large,Cauliflower,false,5.00,14.04,615,true,SUP0740
PRD0367,"Mushroom Truffle (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,6.18,20.70,803,true,SUP0433
PRD0368,"Neapolitan (Medium, Pan)",pizza,Medium,Pan,false,9.18,30.25,386,true,SUP0441
PRD0369,"Pepperoni (Personal, Thin)",pizza,Personal,Thin,false,4.32,9.66,1288,true,SUP0072
PRD0370,"Pepperoni (Medium, Pan)",pizza,Medium,Pan,false,6.59,20.47,860,true,SUP0080
PRD0371,"BBQ Chicken (Family, Pan)",pizza,Family,Pan,false,9.46,21.79,328,true,SUP0326
PRD0372,"Ranch Special (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,8.01,20.29,993,false,SUP0748
PRD0373,"Spinach Feta (Family, Cauliflower)",pizza,Family,Cauliflower,false,5.48,12.66,956,true,SUP0685
PRD0374,"Margherita (Large, Cauliflower)",pizza,Large,Cauliflower,true,7.63,20.56,905,true,SUP0151
PRD0375,"Margherita (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,true,5.08,13.27,1349,true,SUP0018
PRD0376,"Ranch Special (Personal, Pan)",pizza,Personal,Pan,false,7.53,22.90,594,false,SUP0185
PRD0377,"Meat Lovers (Family, Cauliflower)",pizza,Family,Cauliflower,false,8.86,28.58,766,true,SUP0493
PRD0378,"Buffalo Chicken (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,8.90,20.30,232,true,SUP0222
PRD0379,"BBQ Chicken (Family, Cauliflower)",pizza,Family,Cauliflower,false,2.73,7.58,1043,true,SUP0219
PRD0380,"Spicy Diablo (Personal, Pan)",pizza,Personal,Pan,false,5.68,17.53,815,true,SUP0467
PRD0381,"Spinach Feta (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,2.52,6.53,657,true,SUP0018
PRD0382,"Meat Lovers (Medium, Stuffed)",pizza,Medium,Stuffed,false,5.87,14.49,851,true,SUP0551
PRD0383,"Pesto Chicken (Family, Pan)",pizza,Family,Pan,false,8.98,29.07,1101,true,SUP0209
PRD0384,"BBQ Chicken (Medium, Pan)",pizza,Medium,Pan,false,3.03,9.13,137,true,SUP0527
PRD0385,"Neapolitan (Medium, Pan)",pizza,Medium,Pan,false,8.80,29.62,771,true,SUP0081
PRD0386,"Neapolitan (Medium, Stuffed)",pizza,Medium,Stuffed,false,9.05,28.33,866,true,SUP0711
PRD0387,"Hawaiian (Family, Stuffed)",pizza,Family,Stuffed,false,6.72,17.55,1395,true,SUP0060
PRD0388,"Ranch Special (Large, Thin)",pizza,Large,Thin,false,8.92,30.01,1254,true,SUP0339
PRD0389,"Neapolitan (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,5.73,17.80,484,true,SUP0211
PRD0390,"Hawaiian (Medium, Pan)",pizza,Medium,Pan,false,6.23,20.83,307,true,SUP0734
PRD0391,"Pepperoni (Personal, Hand-Tossed)",pizza,Personal,Hand-Tossed,false,9.22,21.01,648,true,SUP0194
PRD0392,"Mushroom Truffle (Medium, Stuffed)",pizza,Medium,Stuffed,false,9.37,22.57,441,true,SUP0623
PRD0393,"Neapolitan (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,9.35,30.06,1323,true,SUP0105
PRD0394,"Meat Lovers (Personal, Stuffed)",pizza,Personal,Stuffed,false,4.70,13.01,515,true,SUP0090
PRD0395,"Spinach Feta (Family, Thin)",pizza,Family,Thin,false,3.88,8.92,849,true,SUP0870
PRD0396,"Pepperoni (Personal, Pan)",pizza,Personal,Pan,false,4.06,9.87,749,true,SUP0461
PRD0397,"Sausage & Peppers (Personal, Thin)",pizza,Personal,Thin,false,8.76,25.74,954,true,SUP0563
PRD0398,"Spinach Feta (Large, Pan)",pizza,Large,Pan,false,5.70,17.60,1005,true,SUP0820
PRD0399,"Spinach Feta (Large, Pan)",pizza,Large,Pan,false,3.34,9.58,496,true,SUP0101
PRD0400,"Veggie Supreme (Family, Stuffed)",pizza,Family,Stuffed,true,8.50,24.81,818,true,SUP0427
PRD0401,"Spinach Feta (Personal, Stuffed)",pizza,Personal,Stuffed,false,8.92,28.23,166,true,SUP0108
PRD0402,"White Garlic (Family, Stuffed)",pizza,Family,Stuffed,false,3.15,7.16,1198,true,SUP0164
PRD0403,"Mushroom Truffle (Medium, Thin)",pizza,Medium,Thin,false,5.33,12.63,1151,true,SUP0156
PRD0404,"BBQ Chicken (Family, Pan)",pizza,Family,Pan,false,9.00,24.13,900,true,SUP0583
PRD0405,"White Garlic (Medium, Thin)",pizza,Medium,Thin,false,6.20,18.35,1136,true,SUP0955
PRD0406,"BBQ Chicken (Personal, Thin)",pizza,Personal,Thin,false,4.92,12.18,840,true,SUP0779
PRD0407,"Veggie Supreme (Family, Thin)",pizza,Family,Thin,true,7.42,17.74,182,false,SUP0661
PRD0408,"Sausage & Peppers (Large, Stuffed)",pizza,Large,Stuffed,false,4.88,13.62,383,true,SUP0196
PRD0409,"Spicy Diablo (Family, Thin)",pizza,Family,Thin,false,3.51,9.20,724,true,SUP0923
PRD0410,"Pepperoni (Large, Stuffed)",pizza,Large,Stuffed,false,8.69,27.50,167,true,SUP0151
PRD0411,"Ranch Special (Family, Thin)",pizza,Family,Thin,false,8.14,18.34,1251,false,SUP0811
PRD0412,"Meat Lovers (Large, Thin)",pizza,Large,Thin,false,5.43,14.28,735,true,SUP0270
PRD0413,"Sausage & Peppers (Family, Stuffed)",pizza,Family,Stuffed,false,9.26,20.84,1306,false,SUP0892
PRD0414,"BBQ Chicken (Large, Cauliflower)",pizza,Large,Cauliflower,false,5.24,15.87,538,false,SUP0923
PRD0415,"White Garlic (Large, Pan)",pizza,Large,Pan,false,5.52,13.03,1174,true,SUP0544
PRD0416,"Ranch Special (Family, Cauliflower)",pizza,Family,Cauliflower,false,4.93,14.98,1376,true,SUP0244
PRD0417,"BBQ Chicken (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,7.11,16.10,382,true,SUP0142
PRD0418,"Margherita (Personal, Thin)",pizza,Personal,Thin,true,8.10,26.24,1258,true,SUP0945
PRD0419,"Mushroom Truffle (Family, Stuffed)",pizza,Family,Stuffed,false,4.44,13.78,283,true,SUP0631
PRD0420,"Margherita (Medium, Stuffed)",pizza,Medium,Stuffed,true,2.62,6.79,645,true,SUP0534
PRD0421,"Sicilian (Medium, Stuffed)",pizza,Medium,Stuffed,false,3.68,11.27,713,true,SUP0604
PRD0422,"Hawaiian (Large, Cauliflower)",pizza,Large,Cauliflower,false,8.16,25.12,860,true,SUP0452
PRD0423,"Veggie Supreme (Medium, Stuffed)",pizza,Medium,Stuffed,true,5.01,11.58,957,true,SUP0655
PRD0424,"Pepperoni (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,3.38,10.41,1130,false,SUP0570
PRD0425,"Mushroom Truffle (Family, Stuffed)",pizza,Family,Stuffed,false,7.74,20.87,799,true,SUP0677
PRD0426,"Veggie Supreme (Medium, Pan)",pizza,Medium,Pan,true,7.92,26.35,1215,true,SUP0894
PRD0427,"Meat Lovers (Medium, Stuffed)",pizza,Medium,Stuffed,false,8.81,27.41,346,true,SUP0158
PRD0428,"Buffalo Chicken (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,2.79,9.15,1173,true,SUP0549
PRD0429,"Spinach Feta (Family, Cauliflower)",pizza,Family,Cauliflower,false,8.85,26.25,1148,false,SUP0972
PRD0430,"White Garlic (Large, Pan)",pizza,Large,Pan,false,8.11,19.98,670,true,SUP0589
PRD0431,"Sicilian (Family, Pan)",pizza,Family,Pan,false,3.53,8.73,530,true,SUP0490
PRD0432,"Sicilian (Large, Pan)",pizza,Large,Pan,false,6.70,16.01,1150,true,SUP0501
PRD0433,"Mushroom Truffle (Family, Pan)",pizza,Family,Pan,false,3.11,9.40,716,true,SUP0396
PRD0434,"Meat Lovers (Family, Cauliflower)",pizza,Family,Cauliflower,false,4.76,11.17,361,true,SUP0634
PRD0435,"Supreme (Family, Pan)",pizza,Family,Pan,false,4.84,12.21,952,true,SUP0326
PRD0436,"BBQ Chicken (Large, Cauliflower)",pizza,Large,Cauliflower,false,4.67,10.91,945,true,SUP0614
PRD0437,"Pesto Chicken (Medium, Thin)",pizza,Medium,Thin,false,8.89,20.10,543,true,SUP0517
PRD0438,"Meat Lovers (Personal, Thin)",pizza,Personal,Thin,false,5.27,12.81,197,true,SUP0755
PRD0439,"Sicilian (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,3.71,9.41,378,true,SUP0778
PRD0440,"Spicy Diablo (Medium, Pan)",pizza,Medium,Pan,false,7.91,23.09,1102,true,SUP0567
PRD0441,"Pepperoni (Large, Cauliflower)",pizza,Large,Cauliflower,false,7.08,16.00,289,true,SUP0896
PRD0442,"Ranch Special (Personal, Pan)",pizza,Personal,Pan,false,2.56,6.25,734,true,SUP0074
PRD0443,"Sicilian (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,7.73,20.49,1199,true,SUP0765
PRD0444,"Supreme (Personal, Pan)",pizza,Personal,Pan,false,4.78,12.09,152,true,SUP0600
PRD0445,"Veggie Supreme (Family, Thin)",pizza,Family,Thin,true,6.81,18.54,667,true,SUP0845
PRD0446,"White Garlic (Medium, Cauliflower)",pizza,Medium,Cauliflower,false,3.45,10.20,542,true,SUP0714
PRD0447,"Spinach Feta (Personal, Thin)",pizza,Personal,Thin,false,6.70,15.96,1206,true,SUP0358
PRD0448,"Pesto Chicken (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,8.12,21.42,207,true,SUP0088
PRD0449,"Neapolitan (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,6.40,20.69,1138,true,SUP0896
PRD0450,"Sicilian (Medium, Thin)",pizza,Medium,Thin,false,8.90,23.70,973,true,SUP0966
PRD0451,"Neapolitan (Family, Cauliflower)",pizza,Family,Cauliflower,false,6.99,17.62,929,false,SUP0575
PRD0452,"Margherita (Family, Pan)",pizza,Family,Pan,true,3.08,9.65,1272,true,SUP0961
PRD0453,"Hawaiian (Personal, Cauliflower)",pizza,Personal,Cauliflower,false,5.88,15.56,433,true,SUP0705
PRD0454,"Mushroom Truffle (Large, Thin)",pizza,Large,Thin,false,8.05,23.56,458,true,SUP0689
PRD0455,"Hawaiian (Family, Pan)",pizza,Family,Pan,false,6.84,16.51,620,true,SUP0660
PRD0456,"Sicilian (Family, Pan)",pizza,Family,Pan,false,5.58,15.18,896,true,SUP0597
PRD0457,"Pepperoni (Family, Thin)",pizza,Family,Thin,false,5.03,12.90,1374,true,SUP0813
PRD0458,"Four Cheese (Large, Hand-Tossed)",pizza,Large,Hand-Tossed,false,9.39,25.52,1084,true,SUP0105
PRD0459,"Sicilian (Family, Stuffed)",pizza,Family,Stuffed,false,3.72,8.82,125,true,SUP0273
PRD0460,"Pepperoni (Family, Cauliflower)",pizza,Family,Cauliflower,false,9.13,27.68,731,true,SUP0355
PRD0461,"Four Cheese (Large, Stuffed)",pizza,Large,Stuffed,false,5.75,13.50,224,true,SUP0113
PRD0462,"Hawaiian (Large, Pan)",pizza,Large,Pan,false,5.74,18.53,709,true,SUP0270
PRD0463,"Buffalo Chicken (Personal, Pan)",pizza,Personal,Pan,false,7.36,20.46,474,true,SUP0375
PRD0464,"Sausage & Peppers (Large, Cauliflower)",pizza,Large,Cauliflower,false,4.28,10.57,673,true,SUP0749
PRD0465,"Supreme (Large, Thin)",pizza,Large,Thin,false,5.25,13.63,886,true,SUP0635
PRD0466,"Sicilian (Medium, Hand-Tossed)",pizza,Medium,Hand-Tossed,false,8.52,24.24,883,true,SUP0019
PRD0467,"Neapolitan (Family, Stuffed)",pizza,Family,Stuffed,false,4.61,12.84,1147,true,SUP0419
PRD0468,"White Garlic (Personal, Hand-Tossed)",pizza,Personal,Hand-Tossed,false,8.01,26.37,657,true,SUP0121
PRD0469,"Four Cheese (Family, Hand-Tossed)",pizza,Family,Hand-Tossed,false,4.17,12.88,738,true,SUP0308
PRD0470,"Margherita (Family, Thin)",pizza,Family,Thin,true,4.26,13.50,1030,true,SUP0099
PRD0471,"Mushroom Truffle (Family, Stuffed)",pizza,Family,Stuffed,false,5.92,18.79,622,true,SUP0128
PRD0472,"Spicy Diablo (Large, Pan)",pizza,Large,Pan,false,6.50,22.07,1181,true,SUP0512
