sale_id,order_id,store_id,customer_id,sale_ts,sale_channel,gross_amount,discount_amount,tax_amount,net_amount,items_count,is_member_sale,business_date
SAL0206,ORD0206,STR0720,CUS0402,2024-02-15 04:25:07,mobile_app,24.07,0.00,1.99,30.05,2,true,2024-02-15
SAL0207,ORD0207,STR0623,CUS0532,2024-10-27 14:40:25,phone,27.79,1.39,2.29,28.69,4,true,2024-10-27
SAL0208,ORD0208,STR0504,CUS0431,2026-01-09 13:06:33,web,89.39,8.94,7.37,87.83,1,true,2026-01-09
SAL0209,ORD0209,STR0284,CUS0191,2024-06-30 17:01:03,web,51.97,7.79,4.29,48.46,4,true,2024-06-30
SAL0210,ORD0210,STR0564,CUS0996,2024-02-25 02:41:34,mobile_app,39.23,0.00,3.24,46.46,3,true,2024-02-25
SAL0211,ORD0211,STR0693,CUS0347,2025-11-13 06:40:59,web,42.32,0.00,3.49,45.81,2,true,2025-11-13
SAL0212,ORD0212,STR0284,CUS0184,2024-08-02 00:04:35,delivery_partner,29.06,4.36,2.40,27.10,2,true,2024-08-02
SAL0213,ORD0213,STR0573,CUS0685,2025-07-18 13:20:30,mobile_app,38.09,3.81,3.14,37.42,1,true,2025-07-18
SAL0214,ORD0214,STR0089,CUS0111,2026-05-05 22:06:41,mobile_app,54.14,8.12,4.47,50.48,1,true,2026-05-05
SAL0215,ORD0215,STR0924,CUS0574,2026-01-13 13:43:08,mobile_app,46.39,2.32,3.83,51.89,3,true,2026-01-13
SAL0216,ORD0216,STR0675,CUS0457,2024-04-30 11:45:57,phone,13.86,1.39,1.14,13.61,2,true,2024-04-30
SAL0217,ORD0217,STR0895,CUS0499,2026-06-02 12:06:53,in_store,84.12,12.62,6.94,78.44,2,true,2026-06-02
SAL0218,ORD0218,STR0686,CUS0535,2025-08-16 18:42:01,web,71.55,0.00,5.90,77.45,2,true,2025-08-16
SAL0219,ORD0219,STR0681,CUS0032,2025-05-19 06:45:02,delivery_partner,92.21,0.00,7.61,103.80,4,true,2025-05-19
SAL0220,ORD0220,STR0269,CUS0215,2025-09-24 12:44:13,in_store,54.22,2.71,4.47,55.98,4,true,2025-09-24
SAL0221,ORD0221,STR0355,CUS0117,2024-12-27 20:18:09,phone,13.54,0.00,1.12,14.66,2,true,2024-12-27
SAL0222,ORD0222,STR0129,CUS0534,2026-02-18 20:29:41,mobile_app,62.25,9.34,5.14,62.04,4,true,2026-02-18
SAL0223,ORD0223,STR0323,CUS0438,2024-06-17 04:12:05,web,45.99,0.00,3.79,53.78,1,true,2024-06-17
SAL0224,ORD0224,STR0820,CUS0015,2025-06-27 22:35:22,phone,61.43,3.07,5.07,63.42,4,true,2025-06-27
SAL0225,ORD0225,STR0343,CUS0705,2025-07-28 11:23:13,phone,24.01,0.00,1.98,25.99,4,true,2025-07-28
SAL0226,ORD0226,STR0396,CUS0270,2025-08-04 09:51:36,phone,67.88,10.18,5.60,63.30,4,true,2025-08-04
SAL0227,ORD0227,STR0575,CUS0498,2025-12-04 00:22:04,phone,88.00,0.00,7.26,95.26,3,true,2025-12-04
SAL0228,ORD0228,STR0006,CUS0143,2024-10-06 19:17:34,mobile_app,70.34,10.55,5.80,65.60,3,true,2024-10-06
SAL0229,ORD0229,STR0147,CUS0062,2024-05-08 03:00:47,web,60.27,9.04,4.97,56.20,1,true,2024-05-08
SAL0230,ORD0230,STR0998,CUS0454,2025-05-04 17:42:47,web,39.31,0.00,3.24,46.55,3,true,2025-05-04
SAL0231,ORD0231,STR0154,CUS0222,2026-05-20 21:16:29,phone,84.86,0.00,7.00,91.86,1,true,2026-05-20
SAL0232,ORD0232,STR0068,CUS0724,2026-05-04 09:54:07,phone,44.18,4.42,3.65,43.41,3,true,2026-05-04
SAL0233,ORD0233,STR0530,CUS0639,2025-01-22 02:07:41,delivery_partner,52.63,0.00,4.34,56.97,3,true,2025-01-22
SAL0234,ORD0234,STR0772,CUS0833,2026-02-11 18:50:37,phone,58.25,2.91,4.81,60.15,3,true,2026-02-11
SAL0235,ORD0235,STR0776,CUS0280,2025-06-04 14:05:43,phone,49.25,7.39,4.06,45.93,2,true,2025-06-04
SAL0236,ORD0236,STR0148,CUS0641,2025-02-07 07:54:43,mobile_app,81.89,0.00,6.76,92.64,1,true,2025-02-07
SAL0237,ORD0237,STR0030,CUS0744,2026-07-24 08:22:15,mobile_app,42.73,4.27,3.53,45.98,3,true,2026-07-24
SAL0238,ORD0238,STR0998,CUS0204,2024-03-26 05:45:30,mobile_app,20.79,0.00,1.72,26.50,4,true,2024-03-26
SAL0239,ORD0239,STR0918,CUS0515,2026-04-06 15:19:30,delivery_partner,56.14,0.00,4.63,60.78,1,true,2026-04-06
SAL0240,ORD0240,STR0982,CUS0930,2025-01-12 01:38:21,phone,71.32,10.70,5.88,66.51,2,true,2025-01-12
SAL0241,ORD0241,STR0044,CUS0952,2026-06-19 02:51:09,mobile_app,34.60,3.46,2.85,33.99,4,true,2026-06-19
SAL0242,ORD0242,STR0095,CUS0529,2024-05-04 13:56:03,phone,11.31,0.00,0.93,12.24,2,true,2024-05-04
SAL0243,ORD0243,STR0661,CUS0142,2026-02-28 04:30:39,in_store,26.29,2.63,2.17,25.83,4,true,2026-02-28
SAL0244,ORD0244,STR0861,CUS0298,2024-06-17 09:01:34,mobile_app,66.22,0.00,5.46,71.69,2,true,2024-06-17
SAL0245,ORD0245,STR0551,CUS0785,2025-12-03 12:37:33,mobile_app,40.35,0.00,3.33,47.66,1,true,2025-12-03
SAL0246,ORD0246,STR0743,CUS0988,2025-10-31 17:32:54,mobile_app,29.05,1.45,2.40,33.98,1,true,2025-10-31
SAL0247,ORD0247,STR0165,CUS0246,2025-10-24 08:13:05,web,84.62,0.00,6.98,91.60,4,true,2025-10-24
SAL0248,ORD0248,STR0064,CUS0796,2024-11-20 18:55:33,phone,93.64,9.36,7.73,92.00,2,true,2024-11-20
SAL0249,ORD0249,STR0831,CUS0363,2025-02-04 09:49:30,mobile_app,70.23,3.51,5.79,76.50,3,true,2025-02-04
SAL0250,ORD0250,STR0562,CUS0365,2025-06-16 22:32:01,phone,14.71,0.74,1.21,15.19,3,true,2025-06-16
SAL0251,ORD0251,STR0350,CUS0781,2026-07-25 07:21:37,mobile_app,55.46,0.00,4.58,60.04,1,true,2026-07-25
SAL0252,ORD0252,STR0901,CUS0682,2024-05-04 11:58:56,web,90.88,9.09,7.50,89.29,1,true,2024-05-04
SAL0253,ORD0253,STR0754,CUS0201,2024-09-18 22:27:44,phone,9.82,0.98,0.81,9.65,2,true,2024-09-18
SAL0254,ORD0254,STR0946,CUS0131,2025-05-27 17:37:23,in_store,65.68,3.28,5.42,67.81,4,true,2025-05-27
SAL0255,ORD0255,STR0852,CUS0511,2024-10-16 23:42:45,web,30.07,0.00,2.48,36.54,4,true,2024-10-16
SAL0256,ORD0256,STR0481,CUS0973,2025-05-21 13:40:52,delivery_partner,91.85,0.00,7.58,99.43,3,true,2025-05-21
SAL0257,ORD0257,STR0773,CUS0828,2025-10-07 08:22:06,delivery_partner,80.54,12.08,6.64,75.11,4,true,2025-10-07
SAL0258,ORD0258,STR0397,CUS0162,2025-04-04 15:31:40,delivery_partner,71.09,0.00,5.87,80.95,4,true,2025-04-04
SAL0259,ORD0259,STR0294,CUS0542,2025-07-30 22:39:54,phone,69.66,0.00,5.75,75.41,4,true,2025-07-30
SAL0260,ORD0260,STR0878,CUS0197,2025-06-22 03:06:53,web,51.80,2.59,4.27,57.47,4,true,2025-06-22
SAL0261,ORD0261,STR0823,CUS0712,2026-01-05 23:00:09,in_store,80.94,4.05,6.68,83.58,2,true,2026-01-05
SAL0262,ORD0262,STR0399,CUS0159,2025-04-20 05:09:35,in_store,72.89,0.00,6.01,78.91,2,true,2025-04-20
SAL0263,ORD0263,STR0834,CUS0450,2024-09-09 13:41:38,delivery_partner,91.03,4.55,7.51,97.98,1,true,2024-09-09
SAL0264,ORD0264,STR0756,CUS0957,2025-04-23 02:49:58,mobile_app,11.64,0.00,0.96,16.59,4,true,2025-04-23
SAL0265,ORD0265,STR0746,CUS0003,2024-07-01 02:04:39,mobile_app,65.68,0.00,5.42,75.09,3,true,2024-07-01
SAL0266,ORD0266,STR0354,CUS0246,2025-10-05 12:48:37,phone,58.56,0.00,4.83,63.39,3,true,2025-10-05
SAL0267,ORD0267,STR0124,CUS0883,2026-03-01 16:31:18,in_store,67.72,0.00,5.59,73.31,3,true,2026-03-01
SAL0268,ORD0268,STR0184,CUS0144,2024-07-17 21:47:33,web,28.51,0.00,2.35,34.86,2,true,2024-07-17
SAL0269,ORD0269,STR0736,CUS0590,2025-07-12 13:54:45,in_store,54.03,5.40,4.46,53.09,4,true,2025-07-12
SAL0270,ORD0270,STR0073,CUS0393,2025-11-25 16:47:35,in_store,83.21,0.00,6.86,90.08,1,true,2025-11-25
SAL0271,ORD0271,STR0829,CUS0270,2025-12-24 21:45:35,web,86.03,0.00,7.10,97.12,1,true,2025-12-24
SAL0272,ORD0272,STR0582,CUS0197,2024-03-09 15:42:59,mobile_app,44.43,2.22,3.67,45.87,4,true,2024-03-09
SAL0273,ORD0273,STR0515,CUS0746,2025-07-21 10:39:55,mobile_app,75.76,0.00,6.25,82.01,4,true,2025-07-21
SAL0274,ORD0274,STR0850,CUS0245,2025-06-25 12:44:53,phone,67.92,0.00,5.60,73.52,3,true,2025-06-25
SAL0275,ORD0275,STR0975,CUS0991,2024-11-05 20:20:08,mobile_app,76.26,11.44,6.29,75.10,2,true,2024-11-05
SAL0276,ORD0276,STR0865,CUS0159,2025-03-04 03:04:55,mobile_app,60.93,9.14,5.03,56.82,2,true,2025-03-04
SAL0277,ORD0277,STR0307,CUS0919,2025-08-16 02:46:09,mobile_app,40.96,6.14,3.38,38.20,4,true,2025-08-16
SAL0278,ORD0278,STR0261,CUS0729,2025-10-01 22:35:42,in_store,32.19,4.83,2.66,30.02,3,true,2025-10-01
SAL0279,ORD0279,STR0006,CUS0018,2024-01-22 07:49:16,in_store,26.42,1.32,2.18,27.28,4,true,2024-01-22
SAL0280,ORD0280,STR0278,CUS0523,2026-01-30 03:07:13,in_store,9.50,0.48,0.78,9.81,3,true,2026-01-30
SAL0281,ORD0281,STR0196,CUS0183,2024-10-07 15:24:27,web,81.70,12.25,6.74,80.17,2,true,2024-10-07
SAL0282,ORD0282,STR0493,CUS0229,2025-10-26 10:17:57,phone,63.87,0.00,5.27,69.14,1,true,2025-10-26
SAL0283,ORD0283,STR0276,CUS0241,2025-05-27 04:44:42,in_store,37.78,0.00,3.12,40.90,1,true,2025-05-27
SAL0284,ORD0284,STR0473,CUS0378,2026-04-17 15:26:09,mobile_app,14.83,0.00,1.22,20.04,1,true,2026-04-17
SAL0285,ORD0285,STR0089,CUS0613,2024-07-09 18:09:20,mobile_app,22.15,1.11,1.83,26.86,1,true,2024-07-09
SAL0286,ORD0286,STR0641,CUS0221,2024-11-16 12:28:33,delivery_partner,65.83,0.00,5.43,71.26,3,true,2024-11-16
SAL0287,ORD0287,STR0692,CUS0658,2025-08-27 11:40:42,in_store,91.44,13.72,7.54,85.27,2,true,2025-08-27
SAL0288,ORD0288,STR0539,CUS0693,2024-03-15 15:39:23,in_store,51.79,0.00,4.27,56.07,1,true,2024-03-15
SAL0289,ORD0289,STR0101,CUS0337,2024-11-25 15:33:43,delivery_partner,88.82,13.32,7.33,82.83,1,true,2024-11-25
SAL0290,ORD0290,STR0056,CUS0503,2026-04-15 07:35:25,web,30.28,4.54,2.50,32.23,4,true,2026-04-15
SAL0291,ORD0291,STR0203,CUS0684,2026-04-21 19:03:17,phone,52.07,7.81,4.30,48.56,4,true,2026-04-21
SAL0292,ORD0292,STR0112,CUS0874,2026-05-03 10:10:07,phone,61.60,0.00,5.08,66.69,3,true,2026-05-03
SAL0293,ORD0293,STR0331,CUS0287,2025-12-05 22:19:56,in_store,48.88,2.44,4.03,50.47,3,true,2025-12-05
SAL0294,ORD0294,STR0499,CUS0892,2024-02-29 09:17:36,in_store,44.73,0.00,3.69,48.43,4,true,2024-02-29
SAL0295,ORD0295,STR0809,CUS0302,2026-05-27 23:40:23,in_store,23.99,2.40,1.98,23.57,1,true,2026-05-27
SAL0296,ORD0296,STR0547,CUS0039,2024-08-30 08:25:32,phone,64.31,3.22,5.31,66.40,4,true,2024-08-30
SAL0297,ORD0297,STR0794,CUS0870,2026-07-18 02:05:13,delivery_partner,73.21,0.00,6.04,83.24,2,true,2026-07-18
SAL0298,ORD0298,STR0632,CUS0445,2025-08-26 09:27:13,delivery_partner,92.36,0.00,7.62,99.98,4,true,2025-08-26
SAL0299,ORD0299,STR0192,CUS0570,2026-05-05 17:46:51,phone,83.13,12.47,6.86,77.52,2,true,2026-05-05
SAL0300,ORD0300,STR0442,CUS0515,2025-04-17 22:11:06,web,56.90,5.69,4.69,55.91,2,true,2025-04-17
SAL0301,ORD0301,STR0708,CUS0203,2025-08-09 15:17:41,in_store,91.33,9.13,7.53,89.73,1,true,2025-08-09
SAL0302,ORD0302,STR0606,CUS0645,2025-09-26 05:40:28,in_store,52.89,2.64,4.36,54.61,1,true,2025-09-26
SAL0303,ORD0303,STR0663,CUS0328,2025-09-05 11:13:56,mobile_app,26.96,4.04,2.22,29.13,1,true,2025-09-05
SAL0304,ORD0304,STR0287,CUS0959,2024-09-20 18:25:19,in_store,44.20,4.42,3.65,43.42,1,true,2024-09-20
SAL0305,ORD0305,STR0347,CUS0157,2025-06-17 08:41:10,phone,12.74,0.00,1.05,13.79,1,true,2025-06-17
SAL0306,ORD0306,STR0680,CUS0061,2026-05-07 11:57:35,mobile_app,40.04,0.00,3.30,47.33,4,true,2026-05-07
SAL0307,ORD0307,STR0100,CUS0632,2024-03-02 05:02:06,delivery_partner,38.27,3.83,3.16,37.61,1,true,2024-03-02
SAL0308,ORD0308,STR0088,CUS0944,2024-10-16 22:22:48,phone,89.41,4.47,7.38,92.32,2,true,2024-10-16
SAL0309,ORD0309,STR0509,CUS0049,2026-06-24 21:47:14,phone,19.98,2.00,1.65,19.63,3,true,2026-06-24
SAL0310,ORD0310,STR0679,CUS0396,2026-01-06 09:38:07,mobile_app,47.32,0.00,3.90,51.22,3,true,2026-01-06
SAL0311,ORD0311,STR0055,CUS0179,2026-02-02 18:10:09,phone,46.00,2.30,3.79,47.49,4,true,2026-02-02
SAL0312,ORD0312,STR0268,CUS0776,2024-06-13 04:44:52,delivery_partner,13.77,1.38,1.14,13.53,2,true,2024-06-13
SAL0313,ORD0313,STR0029,CUS0064,2024-01-25 04:43:42,in_store,27.81,0.00,2.29,30.10,2,true,2024-01-25
SAL0314,ORD0314,STR0739,CUS0173,2024-07-01 18:12:12,delivery_partner,59.22,0.00,4.89,64.11,2,true,2024-07-01
SAL0315,ORD0315,STR0919,CUS0841,2025-01-19 09:36:30,delivery_partner,22.06,3.31,1.82,20.58,2,true,2025-01-19
SAL0316,ORD0316,STR0154,CUS0595,2025-12-25 08:23:01,mobile_app,89.70,0.00,7.40,97.10,1,true,2025-12-25
SAL0317,ORD0317,STR0974,CUS0431,2025-03-25 06:32:13,mobile_app,14.57,2.19,1.20,17.58,2,true,2025-03-25
SAL0318,ORD0318,STR0588,CUS0575,2024-06-02 14:13:35,delivery_partner,72.76,3.64,6.00,75.12,2,true,2024-06-02
SAL0319,ORD0319,STR0454,CUS0779,2025-04-26 05:34:21,in_store,88.95,13.34,7.34,82.95,2,true,2025-04-26
SAL0320,ORD0320,STR0528,CUS0299,2025-12-18 01:42:44,in_store,60.48,9.07,4.99,56.40,3,true,2025-12-18
SAL0321,ORD0321,STR0887,CUS0016,2026-03-04 23:49:50,phone,27.38,2.74,2.26,26.90,1,true,2026-03-04
SAL0322,ORD0322,STR0385,CUS0764,2025-06-24 05:20:02,in_store,57.29,5.73,4.73,56.29,1,true,2025-06-24
SAL0323,ORD0323,STR0909,CUS0557,2024-04-19 19:44:04,mobile_app,43.08,4.31,3.55,46.31,4,true,2024-04-19
SAL0324,ORD0324,STR0588,CUS0867,2026-05-30 09:43:36,phone,71.40,3.57,5.89,73.72,3,true,2026-05-30
SAL0325,ORD0325,STR0692,CUS0028,2026-02-19 17:31:32,mobile_app,68.55,3.43,5.66,70.78,4,true,2026-02-19
SAL0326,ORD0326,STR0435,CUS0751,2025-07-30 21:44:25,delivery_partner,47.14,0.00,3.89,55.02,4,true,2025-07-30
SAL0327,ORD0327,STR0494,CUS0445,2024-11-28 16:17:49,delivery_partner,9.36,0.00,0.77,14.13,2,true,2024-11-28
SAL0328,ORD0328,STR0538,CUS0422,2024-07-26 02:36:31,phone,75.89,0.00,6.26,82.15,4,true,2024-07-26
SAL0329,ORD0329,STR0286,CUS0245,2025-12-27 18:22:02,web,68.14,10.22,5.62,67.53,2,true,2025-12-27
SAL0330,ORD0330,STR0513,CUS0576,2025-09-20 10:49:41,web,47.05,7.06,3.88,47.86,3,true,2025-09-20
SAL0331,ORD0331,STR0861,CUS0268,2025-09-17 19:28:11,web,21.52,0.00,1.78,27.29,2,true,2025-09-17
SAL0332,ORD0332,STR0004,CUS0224,2025-05-31 11:55:14,mobile_app,67.20,10.08,5.54,66.65,4,true,2025-05-31
SAL0333,ORD0333,STR0732,CUS0169,2024-08-31 07:59:56,web,37.03,1.85,3.05,42.22,4,true,2024-08-31
SAL0334,ORD0334,STR0057,CUS0224,2026-03-06 19:15:28,delivery_partner,26.73,0.00,2.21,32.93,1,true,2026-03-06
SAL0335,ORD0335,STR0744,CUS0597,2024-04-16 15:27:23,delivery_partner,76.18,0.00,6.29,82.47,2,true,2024-04-16
SAL0336,ORD0336,STR0086,CUS0665,2025-06-21 12:10:27,web,27.56,2.76,2.27,27.08,1,true,2025-06-21
SAL0337,ORD0337,STR0318,CUS0504,2025-12-06 19:10:53,delivery_partner,92.53,13.88,7.63,86.28,3,true,2025-12-06
SAL0338,ORD0338,STR0721,CUS0115,2025-11-14 14:37:54,phone,33.50,3.35,2.76,32.92,4,true,2025-11-14
SAL0339,ORD0339,STR0387,CUS0600,2025-01-07 13:14:29,phone,44.76,6.71,3.69,41.74,3,true,2025-01-07
SAL0340,ORD0340,STR0107,CUS0257,2025-10-10 23:23:55,mobile_app,91.86,0.00,7.58,99.44,3,true,2025-10-10
SAL0341,ORD0341,STR0574,CUS0168,2026-02-04 09:04:53,in_store,85.47,0.00,7.05,92.52,4,true,2026-02-04
SAL0342,ORD0342,STR0874,CUS0896,2025-09-10 19:30:53,mobile_app,13.38,1.34,1.10,17.14,4,true,2025-09-10
SAL0343,ORD0343,STR0476,CUS0122,2024-06-22 01:50:28,web,76.39,7.64,6.30,79.04,1,true,2024-06-22
SAL0344,ORD0344,STR0912,CUS0734,2024-03-11 08:24:16,in_store,87.17,8.72,7.19,85.65,1,true,2024-03-11
SAL0345,ORD0345,STR0177,CUS0154,2024-05-02 16:45:09,in_store,94.34,9.43,7.78,92.69,2,true,2024-05-02
SAL0346,ORD0346,STR0036,CUS0321,2024-10-23 17:36:15,mobile_app,17.48,0.00,1.44,22.91,1,true,2024-10-23
SAL0347,ORD0347,STR0961,CUS0093,2026-01-19 19:58:15,web,87.28,0.00,7.20,94.48,2,true,2026-01-19
SAL0348,ORD0348,STR0826,CUS0088,2024-10-12 01:33:06,phone,89.22,0.00,7.36,96.58,1,true,2024-10-12
SAL0349,ORD0349,STR0813,CUS0425,2025-04-13 23:58:49,delivery_partner,15.58,0.78,1.29,20.08,2,true,2025-04-13
SAL0350,ORD0350,STR0392,CUS0202,2024-11-06 17:25:14,delivery_partner,43.85,2.19,3.62,45.28,3,true,2024-11-06
SAL0351,ORD0351,STR0960,CUS0458,2025-04-02 21:57:20,phone,36.33,0.00,3.00,39.32,1,true,2025-04-02
SAL0352,ORD0352,STR0581,CUS0066,2024-05-16 11:08:54,web,28.10,0.00,2.32,30.42,1,true,2024-05-16
SAL0353,ORD0353,STR0629,CUS0446,2025-10-25 15:49:28,mobile_app,50.23,0.00,4.14,58.37,4,true,2025-10-25
SAL0354,ORD0354,STR0351,CUS0816,2024-08-20 21:21:54,web,55.64,5.56,4.59,58.65,3,true,2024-08-20
SAL0355,ORD0355,STR0222,CUS0324,2025-06-21 23:32:31,delivery_partner,9.51,0.00,0.78,10.29,4,true,2025-06-21
SAL0356,ORD0356,STR0284,CUS0534,2024-03-02 08:20:31,phone,60.08,6.01,4.96,59.02,4,true,2024-03-02
SAL0357,ORD0357,STR0414,CUS0750,2025-07-19 18:32:15,phone,20.60,1.03,1.70,21.27,2,true,2025-07-19
SAL0358,ORD0358,STR0634,CUS0307,2026-06-24 18:10:14,phone,45.35,0.00,3.74,49.09,4,true,2026-06-24
SAL0359,ORD0359,STR0775,CUS0272,2026-01-03 15:14:14,in_store,71.76,7.18,5.92,70.51,3,true,2026-01-03
SAL0360,ORD0360,STR0663,CUS0163,2024-01-28 00:56:59,in_store,88.89,0.00,7.33,96.23,2,true,2024-01-28
SAL0361,ORD0361,STR0693,CUS0581,2024-08-23 12:34:49,phone,79.19,3.96,6.53,81.76,2,true,2024-08-23
SAL0362,ORD0362,STR0138,CUS0226,2026-05-08 11:19:46,web,50.59,0.00,4.17,58.76,3,true,2026-05-08
SAL0363,ORD0363,STR0301,CUS0726,2026-06-10 20:13:37,in_store,20.18,3.03,1.66,18.82,3,true,2026-06-10
SAL0364,ORD0364,STR0028,CUS0906,2025-10-26 14:24:28,phone,73.96,0.00,6.10,80.06,2,true,2025-10-26
SAL0365,ORD0365,STR0175,CUS0638,2025-02-21 01:12:58,in_store,44.06,4.41,3.63,43.28,3,true,2025-02-21
SAL0366,ORD0366,STR0126,CUS0410,2026-06-09 14:15:30,in_store,50.76,0.00,4.19,54.94,4,true,2026-06-09
SAL0367,ORD0367,STR0972,CUS0628,2024-08-20 07:42:25,phone,90.30,13.54,7.45,84.20,3,true,2024-08-20
SAL0368,ORD0368,STR0750,CUS0255,2024-11-21 21:08:29,phone,15.16,0.00,1.25,16.41,2,true,2024-11-21
SAL0369,ORD0369,STR0729,CUS0172,2026-04-24 11:48:30,mobile_app,70.60,0.00,5.82,80.41,4,true,2026-04-24
SAL0370,ORD0370,STR0280,CUS0790,2024-02-13 21:30:17,web,17.01,2.55,1.40,19.85,4,true,2024-02-13
SAL0371,ORD0371,STR0440,CUS0853,2026-05-05 16:16:36,delivery_partner,65.96,0.00,5.44,75.39,1,true,2026-05-05
SAL0372,ORD0372,STR0293,CUS0298,2025-08-23 05:18:00,phone,78.71,0.00,6.49,85.20,1,true,2025-08-23
SAL0373,ORD0373,STR0613,CUS0134,2026-01-28 17:42:14,phone,53.52,8.03,4.42,49.90,4,true,2026-01-28
SAL0374,ORD0374,STR0984,CUS0714,2025-11-13 14:53:49,phone,92.47,0.00,7.63,100.10,3,true,2025-11-13
SAL0375,ORD0375,STR0163,CUS0259,2025-11-03 15:49:22,mobile_app,93.69,0.00,7.73,105.41,3,true,2025-11-03
SAL0376,ORD0376,STR0163,CUS0081,2025-06-13 03:14:21,in_store,33.54,0.00,2.77,36.31,4,true,2025-06-13
SAL0377,ORD0377,STR0964,CUS0497,2026-04-21 12:32:57,mobile_app,38.20,0.00,3.15,41.36,3,true,2026-04-21
SAL0378,ORD0378,STR0454,CUS0093,2025-10-21 09:30:08,phone,31.76,0.00,2.62,34.38,3,true,2025-10-21
SAL0379,ORD0379,STR0307,CUS0601,2024-02-22 13:48:47,web,23.88,0.00,1.97,25.85,2,true,2024-02-22
SAL0380,ORD0380,STR0275,CUS0132,2025-04-09 16:01:55,web,65.66,0.00,5.42,75.07,1,true,2025-04-09
SAL0381,ORD0381,STR0974,CUS0591,2026-07-01 13:26:47,web,87.96,13.19,7.26,86.01,3,true,2026-07-01
SAL0382,ORD0382,STR0326,CUS0495,2025-02-14 04:33:34,phone,70.38,0.00,5.81,76.19,3,true,2025-02-14
SAL0383,ORD0383,STR0029,CUS0462,2025-10-27 02:36:50,phone,38.13,5.72,3.15,35.55,1,true,2025-10-27
SAL0384,ORD0384,STR0962,CUS0440,2024-09-26 12:40:37,in_store,34.17,5.12,2.82,31.86,3,true,2024-09-26
SAL0385,ORD0385,STR0266,CUS0128,2025-03-19 11:12:43,mobile_app,22.36,2.24,1.84,25.96,2,true,2025-03-19
SAL0386,ORD0386,STR0357,CUS0120,2024-09-24 08:47:50,phone,8.51,0.43,0.70,8.78,1,true,2024-09-24
SAL0387,ORD0387,STR0881,CUS0053,2026-05-19 18:09:47,in_store,52.26,0.00,4.31,56.57,1,true,2026-05-19
SAL0388,ORD0388,STR0875,CUS0515,2024-01-08 00:49:17,delivery_partner,52.75,0.00,4.35,57.11,1,true,2024-01-08
SAL0389,ORD0389,STR0642,CUS0182,2024-06-28 00:11:05,delivery_partner,31.82,4.77,2.62,29.67,1,true,2024-06-28
SAL0390,ORD0390,STR0579,CUS0503,2024-05-07 17:10:13,in_store,71.49,3.57,5.90,73.81,3,true,2024-05-07
SAL0391,ORD0391,STR0867,CUS0602,2026-06-20 15:33:42,phone,35.42,0.00,2.92,38.34,4,true,2026-06-20
SAL0392,ORD0392,STR0491,CUS0174,2026-07-17 19:18:41,phone,81.42,4.07,6.72,84.07,2,true,2026-07-17
SAL0393,ORD0393,STR0922,CUS0525,2026-03-27 13:28:25,web,76.63,11.49,6.32,75.45,4,true,2026-03-27
SAL0394,ORD0394,STR0442,CUS0173,2024-02-23 01:40:01,phone,81.14,0.00,6.69,87.84,3,true,2024-02-23
SAL0395,ORD0395,STR0665,CUS0877,2025-12-28 00:15:53,in_store,9.09,0.45,0.75,9.39,1,true,2025-12-28
SAL0396,ORD0396,STR0109,CUS0503,2025-06-23 15:01:50,mobile_app,55.16,2.76,4.55,56.95,3,true,2025-06-23
SAL0397,ORD0397,STR0576,CUS0913,2026-06-28 22:14:49,delivery_partner,22.06,2.21,1.82,25.67,2,true,2026-06-28
SAL0398,ORD0398,STR0800,CUS0087,2024-10-17 11:54:49,delivery_partner,44.25,0.00,3.65,47.90,2,true,2024-10-17
SAL0399,ORD0399,STR0736,CUS0639,2025-12-10 19:37:49,web,58.27,0.00,4.81,67.07,1,true,2025-12-10
SAL0400,ORD0400,STR0597,CUS0383,2024-04-07 08:06:21,mobile_app,33.73,5.06,2.78,35.44,4,true,2024-04-07
SAL0401,ORD0401,STR0714,CUS0129,2025-06-18 14:03:42,in_store,73.67,0.00,6.08,79.75,1,true,2025-06-18
SAL0402,ORD0402,STR0519,CUS0437,2025-03-10 04:28:19,phone,31.41,0.00,2.59,34.00,1,true,2025-03-10
SAL0403,ORD0403,STR0702,CUS0954,2025-11-17 07:33:25,mobile_app,62.70,0.00,5.17,67.87,4,true,2025-11-17
SAL0404,ORD0404,STR0829,CUS0189,2026-05-31 02:43:07,web,66.56,6.66,5.49,69.39,4,true,2026-05-31
SAL0405,ORD0405,STR0084,CUS0497,2026-06-22 16:50:37,mobile_app,66.42,0.00,5.48,75.89,2,true,2026-06-22
SAL0406,ORD0406,STR0832,CUS0615,2024-05-09 23:40:07,in_store,28.20,0.00,2.33,30.53,3,true,2024-05-09
SAL0407,ORD0407,STR0925,CUS0229,2025-06-27 00:00:51,phone,17.95,0.90,1.48,18.54,1,true,2025-06-27
SAL0408,ORD0408,STR0981,CUS0012,2025-06-10 00:48:07,in_store,40.44,4.04,3.34,39.73,3,true,2025-06-10
SAL0409,ORD0409,STR0445,CUS0662,2025-10-15 12:04:03,in_store,93.56,14.03,7.72,87.24,3,true,2025-10-15
SAL0410,ORD0410,STR0478,CUS0555,2024-03-29 01:23:42,in_store,13.59,0.00,1.12,14.72,2,true,2024-03-29
SAL0411,ORD0411,STR0922,CUS0865,2026-03-22 03:04:29,delivery_partner,62.00,0.00,5.11,67.11,2,true,2026-03-22
