promotion_id,promo_code,promo_name,discount_type,discount_value,min_order_amount,start_date,end_date,channel,is_active
PRO0254,SLICE0254,Member Double Points 254,free_delivery,7.42,29.19,2024-08-13,2024-10-10,in_store,true
PRO0255,SLICE0255,Two for Tuesday 255,fixed,24.60,21.80,2024-12-29,2025-02-21,delivery_partner,true
PRO0256,SLICE0256,Student Night 256,fixed,21.22,19.51,2024-09-29,2024-12-18,web,true
PRO0257,SLICE0257,App Exclusive 257,percent,12.16,14.85,2024-11-22,2024-11-30,mobile_app,false
PRO0258,SLICE0258,Free Delivery Weekend 258,free_delivery,15.84,34.64,2025-03-21,2025-05-31,delivery_partner,true
PRO0259,SLICE0259,Lunch Special 259,free_delivery,6.28,34.53,2025-04-30,2025-05-19,web,true
PRO0260,SLICE0260,App Exclusive 260,free_delivery,24.45,24.04,2024-07-06,2024-09-20,in_store,false
PRO0261,SLICE0261,Family Feast 261,free_delivery,13.81,35.55,2024-11-04,2024-12-26,phone,true
PRO0262,SLICE0262,Student Night 262,bogo,7.95,27.08,2025-07-09,2025-07-23,phone,true
PRO0263,SLICE0263,Member Double Points 263,free_delivery,13.25,19.72,2024-11-25,2025-01-30,phone,true
PRO0264,SLICE0264,Two for Tuesday 264,fixed,4.76,34.30,2024-08-04,2024-09-09,mobile_app,true
PRO0265,SLICE0265,Free Delivery Weekend 265,bogo,8.24,35.72,2024-09-08,2024-10-31,all,false
PRO0266,SLICE0266,Free Delivery Weekend 266,bogo,19.67,10.01,2025-12-03,2025-12-22,mobile_app,false
PRO0267,SLICE0267,App Exclusive 267,bogo,16.94,34.60,2025-12-02,2026-01-31,in_store,true
PRO0268,SLICE0268,Lunch Special 268,fixed,12.99,28.61,2026-01-07,2026-03-03,web,true
PRO0269,SLICE0269,Two for Tuesday 269,percent,4.13,36.50,2024-11-23,2024-12-08,all,false
PRO0270,SLICE0270,Family Feast 270,percent,14.53,32.98,2024-11-26,2024-12-29,phone,true
PRO0271,SLICE0271,Student Night 271,percent,19.97,21.74,2024-06-19,2024-07-04,web,false
PRO0272,SLICE0272,Student Night 272,percent,2.91,34.32,2024-11-20,2025-01-22,mobile_app,true
PRO0273,SLICE0273,Free Delivery Weekend 273,free_delivery,14.54,10.63,2025-06-06,2025-07-21,mobile_app,true
PRO0274,SLICE0274,Two for Tuesday 274,free_delivery,5.40,19.67,2024-02-02,2024-02-14,in_store,true
PRO0275,SLICE0275,Family Feast 275,percent,12.16,18.46,2025-05-20,2025-08-04,all,true
PRO0276,SLICE0276,Lunch Special 276,fixed,21.33,33.57,2025-09-06,2025-10-11,mobile_app,true
PRO0277,SLICE0277,Family Feast 277,bogo,12.64,23.92,2025-12-18,2026-03-15,in_store,true
PRO0278,SLICE0278,Free Delivery Weekend 278,bogo,12.83,21.40,2024-02-22,2024-04-10,phone,true
PRO0279,SLICE0279,Student Night 279,fixed,24.24,31.93,2025-08-14,2025-09-10,all,true
PRO0280,SLICE0280,Member Double Points 280,fixed,4.34,34.49,2025-08-29,2025-11-09,all,true
PRO0281,SLICE0281,Student Night 281,percent,3.64,38.59,2025-04-04,2025-05-18,all,false
PRO0282,SLICE0282,Two for Tuesday 282,free_delivery,15.60,22.34,2024-12-18,2025-01-21,mobile_app,false
PRO0283,SLICE0283,Two for Tuesday 283,bogo,15.54,25.63,2024-09-24,2024-10-29,in_store,true
PRO0284,SLICE0284,Student Night 284,fixed,24.40,28.76,2024-02-15,2024-05-13,web,false
PRO0285,SLICE0285,Member Double Points 285,percent,21.57,13.04,2024-09-06,2024-10-31,web,false
PRO0286,SLICE0286,Family Feast 286,percent,10.85,11.64,2025-08-28,2025-10-14,phone,true
PRO0287,SLICE0287,Member Double Points 287,bogo,13.01,29.02,2025-05-21,2025-07-17,in_store,true
PRO0288,SLICE0288,Two for Tuesday 288,fixed,5.56,39.85,2024-12-28,2025-02-01,in_store,false
PRO0289,SLICE0289,Student Night 289,fixed,20.15,10.40,2025-03-03,2025-04-06,delivery_partner,false
PRO0290,SLICE0290,Member Double Points 290,percent,5.96,27.19,2024-06-14,2024-08-25,web,true
PRO0291,SLICE0291,Family Feast 291,fixed,21.16,37.21,2025-04-02,2025-04-27,mobile_app,true
PRO0292,SLICE0292,Lunch Special 292,fixed,3.71,25.73,2024-02-03,2024-03-03,in_store,true
PRO0293,SLICE0293,Two for Tuesday 293,fixed,9.93,35.68,2026-02-13,2026-02-28,phone,false
PRO0294,SLICE0294,Student Night 294,free_delivery,20.70,28.27,2025-07-31,2025-08-30,all,true
PRO0295,SLICE0295,Free Delivery Weekend 295,free_delivery,19.33,10.50,2024-10-24,2024-11-02,phone,false
PRO0296,SLICE0296,Lunch Special 296,percent,9.54,19.92,2025-01-21,2025-03-31,web,false
PRO0297,SLICE0297,App Exclusive 297,percent,15.02,20.70,2024-04-22,2024-06-30,web,true
PRO0298,SLICE0298,Two for Tuesday 298,percent,7.02,17.93,2024-11-07,2025-01-26,in_store,true
PRO0299,SLICE0299,Free Delivery Weekend 299,free_delivery,13.63,34.94,2024-11-04,2025-01-27,phone,true
PRO0300,SLICE0300,Member Double Points 300,free_delivery,20.18,22.10,2025-11-02,2025-11-22,delivery_partner,true
PRO0301,SLICE0301,Student Night 301,percent,21.27,23.15,2025-03-30,2025-06-23,delivery_partner,true
PRO0302,SLICE0302,Two for Tuesday 302,free_delivery,3.19,11.18,2024-01-13,2024-01-24,phone,false
PRO0303,SLICE0303,App Exclusive 303,free_delivery,12.08,34.00,2025-01-13,2025-02-12,in_store,true
PRO0304,SLICE0304,Lunch Special 304,bogo,15.87,37.73,2025-02-24,2025-05-22,web,true
PRO0305,SLICE0305,Student Night 305,bogo,22.67,10.86,2024-11-04,2025-01-05,web,true
PRO0306,SLICE0306,Member Double Points 306,percent,20.14,33.79,2025-06-24,2025-09-18,phone,true
PRO0307,SLICE0307,App Exclusive 307,free_delivery,23.66,38.27,2025-08-21,2025-09-12,web,false
PRO0308,SLICE0308,Member Double Points 308,percent,12.93,18.87,2026-01-04,2026-01-31,in_store,false
PRO0309,SLICE0309,Lunch Special 309,free_delivery,18.84,33.94,2026-03-10,2026-03-18,in_store,false
PRO0310,SLICE0310,Lunch Special 310,fixed,5.25,13.93,2024-11-25,2025-02-19,in_store,true
PRO0311,SLICE0311,Free Delivery Weekend 311,percent,7.34,13.02,2024-05-16,2024-08-06,phone,true
PRO0312,SLICE0312,Lunch Special 312,bogo,5.61,36.32,2024-12-01,2024-12-17,all,true
PRO0313,SLICE0313,App Exclusive 313,percent,15.56,17.31,2025-02-24,2025-04-14,in_store,true
PRO0314,SLICE0314,Two for Tuesday 314,fixed,6.24,16.98,2025-09-03,2025-09-22,phone,true
PRO0315,SLICE0315,Free Delivery Weekend 315,percent,22.78,20.67,2025-01-25,2025-04-02,phone,true
PRO0316,SLICE0316,Free Delivery Weekend 316,free_delivery,5.84,12.13,2024-02-23,2024-04-22,mobile_app,true
PRO0317,SLICE0317,Free Delivery Weekend 317,fixed,23.40,25.08,2025-02-26,2025-04-28,web,true
PRO0318,SLICE0318,Lunch Special 318,percent,19.91,31.23,2025-02-18,2025-03-06,delivery_partner,false
PRO0319,SLICE0319,Student Night 319,fixed,13.57,34.33,2024-02-05,2024-03-18,phone,true
PRO0320,SLICE0320,Family Feast 320,percent,18.57,18.85,2025-11-21,2026-01-30,web,true
PRO0321,SLICE0321,Student Night 321,free_delivery,15.92,16.75,2024-12-06,2025-01-02,phone,true
PRO0322,SLICE0322,Two for Tuesday 322,percent,4.91,36.28,2025-08-15,2025-08-22,delivery_partner,true
PRO0323,SLICE0323,Two for Tuesday 323,free_delivery,12.28,10.86,2025-07-31,2025-10-19,all,true
PRO0324,SLICE0324,App Exclusive 324,percent,11.96,20.08,2025-05-14,2025-07-23,delivery_partner,true
PRO0325,SLICE0325,Member Double Points 325,free_delivery,20.60,23.11,2025-10-10,2025-11-05,in_store,true
PRO0326,SLICE0326,Free Delivery Weekend 326,bogo,24.85,17.75,2025-05-16,2025-06-05,web,true
PRO0327,SLICE0327,App Exclusive 327,bogo,6.14,36.66,2025-01-03,2025-03-12,web,true
PRO0328,SLICE0328,Member Double Points 328,fixed,8.03,25.99,2025-09-06,2025-10-10,phone,true
PRO0329,SLICE0329,Member Double Points 329,percent,19.80,38.82,2024-04-29,2024-07-23,all,true
PRO0330,SLICE0330,Family Feast 330,bogo,8.60,37.85,2025-05-29,2025-07-16,phone,true
PRO0331,SLICE0331,Student Night 331,free_delivery,3.59,31.59,2024-02-05,2024-03-21,all,true
PRO0332,SLICE0332,Lunch Special 332,percent,2.00,22.94,2024-03-26,2024-05-19,phone,true
PRO0333,SLICE0333,Free Delivery Weekend 333,bogo,9.54,17.54,2024-02-26,2024-04-08,phone,false
PRO0334,SLICE0334,Member Double Points 334,percent,6.71,34.41,2024-07-01,2024-08-31,web,false
PRO0335,SLICE0335,Member Double Points 335,bogo,11.82,27.19,2026-02-13,2026-03-08,mobile_app,true
PRO0336,SLICE0336,App Exclusive 336,percent,22.66,38.76,2024-07-18,2024-07-29,delivery_partner,true
PRO0337,SLICE0337,Lunch Special 337,percent,17.30,15.53,2024-03-12,2024-04-06,phone,true
PRO0338,SLICE0338,Two for Tuesday 338,bogo,14.27,33.36,2025-03-19,2025-05-09,all,false
PRO0339,SLICE0339,Student Night 339,free_delivery,17.63,37.89,2025-07-08,2025-08-04,phone,false
PRO0340,SLICE0340,Member Double Points 340,fixed,24.45,38.37,2024-12-02,2025-01-05,phone,true
PRO0341,SLICE0341,App Exclusive 341,percent,5.80,37.63,2024-12-25,2025-01-04,delivery_partner,true
PRO0342,SLICE0342,Free Delivery Weekend 342,percent,7.43,26.04,2024-04-30,2024-06-15,phone,true
PRO0343,SLICE0343,Free Delivery Weekend 343,free_delivery,23.94,18.00,2024-05-28,2024-06-17,delivery_partner,true
PRO0344,SLICE0344,App Exclusive 344,bogo,4.24,24.37,2024-04-28,2024-06-11,phone,true
PRO0345,SLICE0345,Family Feast 345,free_delivery,14.20,13.73,2025-06-04,2025-06-30,mobile_app,false
PRO0346,SLICE0346,Free Delivery Weekend 346,bogo,17.47,34.40,2025-12-07,2026-02-03,delivery_partner,false
PRO0347,SLICE0347,Free Delivery Weekend 347,bogo,4.86,28.36,2025-12-19,2026-03-18,in_store,false
PRO0348,SLICE0348,App Exclusive 348,percent,2.00,25.36,2024-05-02,2024-05-22,in_store,true
PRO0349,SLICE0349,Two for Tuesday 349,bogo,1.49,31.34,2025-05-16,2025-07-25,delivery_partner,true
PRO0350,SLICE0350,Lunch Special 350,free_delivery,8.18,11.48,2025-04-25,2025-05-19,in_store,true
PRO0351,SLICE0351,Free Delivery Weekend 351,percent,4.08,24.99,2025-04-19,2025-05-26,delivery_partner,true
PRO0352,SLICE0352,Two for Tuesday 352,percent,10.99,16.82,2026-02-25,2026-03-19,mobile_app,false
PRO0353,SLICE0353,Member Double Points 353,percent,23.05,34.92,2024-11-19,2025-01-22,mobile_app,false
PRO0354,SLICE0354,Free Delivery Weekend 354,free_delivery,11.42,36.06,2025-02-09,2025-03-20,in_store,true
PRO0355,SLICE0355,Student Night 355,percent,10.72,26.44,2025-01-28,2025-04-15,all,true
PRO0356,SLICE0356,Member Double Points 356,bogo,19.87,34.04,2026-02-19,2026-04-01,all,false
PRO0357,SLICE0357,Two for Tuesday 357,bogo,18.60,32.40,2024-12-15,2025-02-25,mobile_app,false
PRO0358,SLICE0358,Lunch Special 358,free_delivery,14.42,39.68,2024-12-28,2025-02-10,web,false
PRO0359,SLICE0359,Family Feast 359,fixed,12.84,22.47,2025-03-02,2025-05-04,phone,true
PRO0360,SLICE0360,Family Feast 360,fixed,8.58,18.10,2024-12-17,2025-02-21,delivery_partner,true
PRO0361,SLICE0361,Two for Tuesday 361,percent,4.63,38.57,2024-07-05,2024-07-25,delivery_partner,true
PRO0362,SLICE0362,Two for Tuesday 362,free_delivery,6.15,19.77,2025-01-14,2025-03-29,all,true
PRO0363,SLICE0363,Free Delivery Weekend 363,free_delivery,23.05,11.90,2026-02-03,2026-03-18,web,true
PRO0364,SLICE0364,Member Double Points 364,fixed,11.42,30.96,2025-01-20,2025-03-06,phone,true
PRO0365,SLICE0365,Lunch Special 365,bogo,15.79,25.92,2024-07-06,2024-09-17,all,true
PRO0366,SLICE0366,Family Feast 366,fixed,9.38,33.89,2024-01-17,2024-03-14,phone,true
PRO0367,SLICE0367,Family Feast 367,free_delivery,3.82,15.52,2024-06-29,2024-07-14,all,false
PRO0368,SLICE0368,Member Double Points 368,bogo,24.17,31.82,2025-12-27,2026-03-03,web,false
PRO0369,SLICE0369,Family Feast 369,bogo,12.22,34.05,2024-04-26,2024-05-11,all,true
PRO0370,SLICE0370,App Exclusive 370,bogo,11.91,15.75,2024-05-08,2024-06-07,in_store,false
PRO0371,SLICE0371,Two for Tuesday 371,fixed,11.43,28.29,2024-04-07,2024-05-03,delivery_partner,true
PRO0372,SLICE0372,Student Night 372,bogo,24.54,33.37,2025-04-25,2025-05-03,phone,true
PRO0373,SLICE0373,Lunch Special 373,bogo,4.84,19.57,2024-07-17,2024-09-28,all,false
PRO0374,SLICE0374,Member Double Points 374,free_delivery,6.65,26.76,2025-01-17,2025-04-17,delivery_partner,true
PRO0375,SLICE0375,App Exclusive 375,bogo,15.00,12.12,2024-03-04,2024-05-28,delivery_partner,true
PRO0376,SLICE0376,Family Feast 376,bogo,11.46,15.81,2024-11-20,2025-02-12,mobile_app,true
PRO0377,SLICE0377,Student Night 377,bogo,12.34,19.70,2024-02-22,2024-03-14,all,false
PRO0378,SLICE0378,Family Feast 378,fixed,8.69,26.69,2024-07-08,2024-09-03,web,true
PRO0379,SLICE0379,Member Double Points 379,fixed,5.80,33.76,2025-08-29,2025-10-18,mobile_app,false
PRO0380,SLICE0380,Member Double Points 380,bogo,5.61,34.72,2025-03-19,2025-04-29,delivery_partner,true
PRO0381,SLICE0381,Two for Tuesday 381,bogo,18.79,23.94,2024-10-03,2024-10-28,mobile_app,true
PRO0382,SLICE0382,Lunch Special 382,percent,15.90,14.17,2025-04-08,2025-06-12,all,true
PRO0383,SLICE0383,Two for Tuesday 383,percent,23.76,30.51,2024-10-31,2024-12-25,web,false
PRO0384,SLICE0384,Member Double Points 384,percent,23.91,17.08,2025-05-24,2025-06-14,delivery_partner,true
PRO0385,SLICE0385,Family Feast 385,free_delivery,18.95,14.47,2025-06-21,2025-08-13,phone,true
PRO0386,SLICE0386,Family Feast 386,fixed,16.57,30.78,2025-02-03,2025-02-21,in_store,true
PRO0387,SLICE0387,Member Double Points 387,fixed,19.57,34.95,2024-02-21,2024-05-15,web,false
PRO0388,SLICE0388,Free Delivery Weekend 388,bogo,4.21,31.96,2025-07-29,2025-08-15,all,false
PRO0389,SLICE0389,Family Feast 389,bogo,19.88,17.38,2025-12-11,2026-01-18,delivery_partner,false
PRO0390,SLICE0390,App Exclusive 390,bogo,4.54,39.30,2026-02-01,2026-04-24,in_store,false
PRO0391,SLICE0391,Two for Tuesday 391,free_delivery,15.92,11.56,2025-04-23,2025-06-11,phone,true
PRO0392,SLICE0392,Two for Tuesday 392,percent,15.39,17.09,2025-04-23,2025-05-29,delivery_partner,true
PRO0393,SLICE0393,Member Double Points 393,free_delivery,18.63,37.58,2025-09-16,2025-10-26,all,true
PRO0394,SLICE0394,App Exclusive 394,bogo,11.31,27.05,2024-08-09,2024-10-28,in_store,true
PRO0395,SLICE0395,Family Feast 395,fixed,2.79,11.21,2026-01-05,2026-03-27,phone,true
PRO0396,SLICE0396,Lunch Special 396,bogo,13.89,35.12,2024-05-07,2024-06-18,in_store,false
PRO0397,SLICE0397,App Exclusive 397,percent,13.18,29.72,2025-05-21,2025-05-31,mobile_app,false
PRO0398,SLICE0398,App Exclusive 398,percent,1.37,24.63,2024-10-12,2024-12-16,all,false
PRO0399,SLICE0399,Student Night 399,free_delivery,19.93,23.11,2025-10-11,2025-12-01,mobile_app,false
PRO0400,SLICE0400,Member Double Points 400,fixed,8.51,20.19,2026-02-13,2026-05-04,phone,false
PRO0401,SLICE0401,Member Double Points 401,free_delivery,14.63,19.25,2025-06-29,2025-09-13,in_store,false
PRO0402,SLICE0402,Two for Tuesday 402,free_delivery,11.13,21.70,2024-06-30,2024-08-01,in_store,true
PRO0403,SLICE0403,Free Delivery Weekend 403,bogo,17.51,28.49,2025-05-24,2025-08-11,mobile_app,false
PRO0404,SLICE0404,Free Delivery Weekend 404,free_delivery,7.34,34.73,2025-11-18,2025-12-24,web,true
PRO0405,SLICE0405,Student Night 405,fixed,14.10,17.22,2024-05-05,2024-06-11,all,true
PRO0406,SLICE0406,Lunch Special 406,free_delivery,9.18,21.77,2024-01-24,2024-04-18,mobile_app,true
PRO0407,SLICE0407,Family Feast 407,fixed,23.55,11.95,2025-05-04,2025-08-01,delivery_partner,false
PRO0408,SLICE0408,Family Feast 408,free_delivery,14.22,28.28,2025-09-28,2025-11-04,phone,true
PRO0409,SLICE0409,Student Night 409,percent,10.03,16.53,2025-02-10,2025-04-22,web,true
PRO0410,SLICE0410,App Exclusive 410,fixed,19.54,14.46,2024-05-03,2024-05-25,phone,true
PRO0411,SLICE0411,Family Feast 411,percent,21.66,33.50,2025-05-07,2025-06-05,web,true
PRO0412,SLICE0412,Free Delivery Weekend 412,free_delivery,21.54,28.16,2024-02-23,2024-03-14,all,true
PRO0413,SLICE0413,Family Feast 413,bogo,7.52,11.05,2025-06-23,2025-08-19,in_store,true
PRO0414,SLICE0414,Free Delivery Weekend 414,fixed,15.65,28.76,2025-09-12,2025-11-08,in_store,false
PRO0415,SLICE0415,Member Double Points 415,bogo,14.84,32.81,2025-05-12,2025-07-01,in_store,true
PRO0416,SLICE0416,App Exclusive 416,fixed,23.56,36.89,2025-05-13,2025-06-06,in_store,true
PRO0417,SLICE0417,Two for Tuesday 417,fixed,8.20,33.25,2024-03-15,2024-05-04,mobile_app,true
PRO0418,SLICE0418,Member Double Points 418,percent,1.29,15.59,2025-12-24,2026-01-17,phone,false
PRO0419,SLICE0419,App Exclusive 419,fixed,17.29,26.78,2024-04-11,2024-05-28,delivery_partner,true
PRO0420,SLICE0420,Family Feast 420,bogo,6.02,11.94,2025-10-05,2025-11-14,all,true
PRO0421,SLICE0421,Two for Tuesday 421,percent,21.68,18.66,2024-09-13,2024-10-28,phone,true
PRO0422,SLICE0422,Student Night 422,bogo,2.68,27.52,2024-04-13,2024-06-26,mobile_app,true
PRO0423,SLICE0423,App Exclusive 423,percent,22.06,22.37,2024-08-17,2024-09-22,web,false
PRO0424,SLICE0424,Lunch Special 424,percent,2.11,23.89,2024-03-22,2024-04-27,delivery_partner,true
PRO0425,SLICE0425,App Exclusive 425,percent,13.19,16.80,2024-07-10,2024-08-01,mobile_app,true
PRO0426,SLICE0426,Lunch Special 426,free_delivery,24.41,32.04,2025-03-04,2025-05-20,in_store,true
PRO0427,SLICE0427,Family Feast 427,bogo,14.34,12.80,2026-03-04,2026-04-17,phone,true
PRO0428,SLICE0428,Lunch Special 428,bogo,20.53,37.22,2024-09-09,2024-09-28,web,true
PRO0429,SLICE0429,Lunch Special 429,fixed,8.22,34.26,2024-05-24,2024-08-02,web,true
PRO0430,SLICE0430,App Exclusive 430,fixed,23.87,12.57,2025-06-23,2025-08-13,web,true
PRO0431,SLICE0431,App Exclusive 431,percent,6.01,20.54,2024-08-23,2024-11-12,mobile_app,true
PRO0432,SLICE0432,App Exclusive 432,percent,14.41,25.19,2025-09-05,2025-10-19,in_store,true
PRO0433,SLICE0433,App Exclusive 433,fixed,15.78,36.82,2025-03-04,2025-05-05,delivery_partner,false
PRO0434,SLICE0434,Free Delivery Weekend 434,bogo,20.44,15.56,2024-11-04,2024-11-27,in_store,false
PRO0435,SLICE0435,Lunch Special 435,percent,2.48,26.21,2024-11-20,2024-12-09,in_store,true
PRO0436,SLICE0436,App Exclusive 436,percent,6.82,26.02,2024-09-22,2024-12-13,all,true
PRO0437,SLICE0437,Two for Tuesday 437,fixed,13.57,15.97,2024-09-06,2024-10-19,delivery_partner,false
PRO0438,SLICE0438,Free Delivery Weekend 438,fixed,18.86,28.22,2024-11-27,2025-02-04,all,true
PRO0439,SLICE0439,Family Feast 439,percent,12.16,15.59,2024-02-15,2024-05-03,web,true
PRO0440,SLICE0440,Student Night 440,percent,7.00,10.20,2024-04-17,2024-05-03,mobile_app,false
PRO0441,SLICE0441,Free Delivery Weekend 441,bogo,1.61,39.56,2024-02-12,2024-04-18,all,true
PRO0442,SLICE0442,Two for Tuesday 442,percent,11.48,11.11,2024-04-28,2024-06-05,delivery_partner,true
PRO0443,SLICE0443,Family Feast 443,fixed,2.68,37.09,2024-04-20,2024-05-11,phone,false
PRO0444,SLICE0444,Student Night 444,bogo,23.37,11.91,2024-05-30,2024-07-16,in_store,false
PRO0445,SLICE0445,Student Night 445,free_delivery,18.56,39.31,2025-03-02,2025-03-19,web,true
PRO0446,SLICE0446,Member Double Points 446,bogo,23.63,32.26,2024-01-19,2024-03-08,mobile_app,true
PRO0447,SLICE0447,Two for Tuesday 447,fixed,7.06,12.31,2024-03-29,2024-05-03,phone,true
PRO0448,SLICE0448,Family Feast 448,fixed,15.51,36.84,2024-04-06,2024-06-18,all,false
PRO0449,SLICE0449,Lunch Special 449,bogo,17.90,35.50,2024-06-09,2024-07-17,web,true
PRO0450,SLICE0450,Student Night 450,fixed,19.54,22.88,2025-05-04,2025-06-14,mobile_app,false
PRO0451,SLICE0451,Student Night 451,fixed,14.72,22.62,2025-08-31,2025-09-28,mobile_app,true
PRO0452,SLICE0452,Student Night 452,fixed,1.13,24.26,2025-03-28,2025-04-21,all,false
PRO0453,SLICE0453,Lunch Special 453,free_delivery,7.88,32.53,2024-01-11,2024-01-23,in_store,true
PRO0454,SLICE0454,Free Delivery Weekend 454,bogo,20.76,29.85,2024-06-18,2024-06-26,mobile_app,true
PRO0455,SLICE0455,Free Delivery Weekend 455,free_delivery,17.06,23.60,2026-01-30,2026-03-24,in_store,true
PRO0456,SLICE0456,Free Delivery Weekend 456,free_delivery,22.96,19.40,2025-05-10,2025-06-14,phone,true
PRO0457,SLICE0457,Lunch Special 457,free_delivery,8.79,19.96,2024-05-14,2024-06-27,web,false
PRO0458,SLICE0458,Lunch Special 458,percent,1.75,32.09,2025-08-23,2025-10-16,delivery_partner,false
PRO0459,SLICE0459,Lunch Special 459,bogo,23.78,17.14,2025-07-27,2025-10-16,phone,false
PRO0460,SLICE0460,Member Double Points 460,fixed,19.77,16.04,2025-11-20,2025-12-31,web,true
PRO0461,SLICE0461,Lunch Special 461,percent,15.24,35.28,2025-03-10,2025-06-08,in_store,true
PRO0462,SLICE0462,Family Feast 462,percent,23.37,18.61,2025-08-07,2025-10-31,web,false
PRO0463,SLICE0463,App Exclusive 463,bogo,8.47,35.52,2025-02-04,2025-02-19,web,true
PRO0464,SLICE0464,Free Delivery Weekend 464,fixed,17.67,39.47,2025-05-12,2025-05-20,phone,true
PRO0465,SLICE0465,Student Night 465,bogo,14.87,29.74,2024-07-26,2024-10-09,web,true
PRO0466,SLICE0466,Family Feast 466,percent,12.41,35.24,2024-12-05,2025-01-02,delivery_partner,true
PRO0467,SLICE0467,Student Night 467,percent,5.71,24.64,2024-05-25,2024-08-14,all,false
PRO0468,SLICE0468,Two for Tuesday 468,percent,2.56,36.52,2024-01-31,2024-03-20,mobile_app,true
PRO0469,SLICE0469,App Exclusive 469,free_delivery,15.33,16.73,2025-08-13,2025-10-14,web,true
PRO0470,SLICE0470,App Exclusive 470,bogo,8.24,39.22,2025-09-15,2025-10-11,in_store,true
PRO0471,SLICE0471,App Exclusive 471,fixed,17.68,22.97,2025-08-19,2025-10-27,delivery_partner,true
PRO0472,SLICE0472,Lunch Special 472,bogo,13.00,38.11,2025-08-17,2025-11-11,mobile_app,true
PRO0473,SLICE0473,Student Night 473,bogo,12.37,13.86,2024-07-11,2024-08-12,all,false
PRO0474,SLICE0474,Student Night 474,free_delivery,1.80,30.65,2024-05-09,2024-07-13,delivery_partner,false
PRO0475,SLICE0475,Family Feast 475,free_delivery,8.66,13.59,2024-03-11,2024-03-21,in_store,false
PRO0476,SLICE0476,Family Feast 476,bogo,12.03,11.90,2025-01-12,2025-02-21,web,true
PRO0477,SLICE0477,Free Delivery Weekend 477,bogo,13.26,11.14,2025-05-03,2025-05-17,phone,true
PRO0478,SLICE0478,Lunch Special 478,fixed,21.52,25.56,2025-11-30,2026-02-27,in_store,true
PRO0479,SLICE0479,Student Night 479,free_delivery,18.15,24.36,2025-06-18,2025-07-25,phone,true
PRO0480,SLICE0480,Family Feast 480,percent,15.36,13.13,2024-05-16,2024-07-09,all,true
PRO0481,SLICE0481,Lunch Special 481,fixed,5.27,14.36,2025-04-08,2025-05-16,all,false
PRO0482,SLICE0482,Two for Tuesday 482,free_delivery,22.64,18.58,2024-02-07,2024-04-04,delivery_partner,true
PRO0483,SLICE0483,Member Double Points 483,fixed,5.01,37.41,2025-12-27,2026-03-22,delivery_partner,true
PRO0484,SLICE0484,Lunch Special 484,bogo,4.58,19.33,2024-03-22,2024-04-22,all,true
PRO0485,SLICE0485,Student Night 485,percent,18.26,12.36,2026-02-14,2026-04-28,web,true
PRO0486,SLICE0486,Free Delivery Weekend 486,free_delivery,4.45,25.33,2025-02-19,2025-04-28,phone,false
PRO0487,SLICE0487,Free Delivery Weekend 487,fixed,16.87,27.75,2025-12-25,2026-02-07,delivery_partner,false
PRO0488,SLICE0488,App Exclusive 488,percent,7.45,24.12,2025-12-15,2026-01-17,all,true
PRO0489,SLICE0489,Two for Tuesday 489,fixed,3.93,32.43,2026-01-11,2026-01-23,in_store,true
PRO0490,SLICE0490,App Exclusive 490,bogo,1.27,37.93,2024-06-09,2024-07-10,in_store,true
PRO0491,SLICE0491,Free Delivery Weekend 491,free_delivery,20.16,17.25,2024-10-22,2024-11-08,delivery_partner,true
PRO0492,SLICE0492,Student Night 492,bogo,21.84,23.40,2026-02-18,2026-04-20,all,true
PRO0493,SLICE0493,Two for Tuesday 493,bogo,22.67,14.27,2025-01-15,2025-03-28,mobile_app,true
PRO0494,SLICE0494,Member Double Points 494,fixed,3.06,19.09,2024-12-14,2025-02-05,in_store,true
PRO0495,SLICE0495,Lunch Special 495,free_delivery,3.12,29.62,2026-02-16,2026-02-26,delivery_partner,true
PRO0496,SLICE0496,Free Delivery Weekend 496,fixed,22.27,15.84,2024-01-09,2024-03-01,phone,true
PRO0497,SLICE0497,Member Double Points 497,bogo,5.70,23.47,2024-12-03,2024-12-11,all,true
PRO0498,SLICE0498,Student Night 498,free_delivery,1.38,29.08,2024-11-28,2025-01-11,phone,false
PRO0499,SLICE0499,Student Night 499,fixed,21.35,27.04,2024-06-26,2024-08-03,delivery_partner,true
PRO0500,SLICE0500,Student Night 500,percent,11.70,36.82,2025-04-19,2025-05-07,in_store,true
PRO0501,SLICE0501,Two for Tuesday 501,percent,17.88,28.93,2024-01-23,2024-01-30,phone,false
PRO0502,SLICE0502,Free Delivery Weekend 502,fixed,6.99,31.29,2024-08-04,2024-09-08,phone,true
PRO0503,SLICE0503,Family Feast 503,bogo,5.99,22.89,2026-01-08,2026-02-26,mobile_app,false
PRO0504,SLICE0504,App Exclusive 504,free_delivery,17.91,36.47,2024-05-20,2024-06-18,in_store,true
PRO0505,SLICE0505,Member Double Points 505,fixed,7.02,27.51,2024-08-13,2024-10-07,phone,false
PRO0506,SLICE0506,Member Double Points 506,free_delivery,4.43,30.70,2024-08-20,2024-11-03,web,false
PRO0507,SLICE0507,Free Delivery Weekend 507,percent,15.33,27.66,2025-03-13,2025-03-26,mobile_app,true
PRO0508,SLICE0508,Student Night 508,percent,1.10,38.55,2025-08-17,2025-10-08,all,false
