movement_id,store_id,product_id,supplier_id,movement_type,quantity,unit_cost,reference_id,moved_at,notes
MOV0263,STR0112,PRD0225,,transfer_in,31,3.28,DOC0263,2024-11-12 05:20:33,weekly delivery
MOV0264,STR0582,PRD0987,,transfer_out,-10,3.04,DOC0264,2026-05-11 04:14:34,weekly delivery
MOV0265,STR0442,PRD0148,,transfer_in,34,8.05,DOC0265,2025-10-05 16:38:10,promo prep
MOV0266,STR0845,PRD0095,,transfer_in,33,3.59,DOC0266,2025-03-10 21:38:39,
MOV0267,STR0308,PRD0332,,transfer_out,-23,4.24,DOC0267,2024-06-24 18:38:13,
MOV0268,STR0418,PRD0018,SUP0064,receipt,9,2.82,DOC0268,2025-08-09 19:59:34,damaged goods
MOV0269,STR0488,PRD0837,,sale,-31,3.35,ORD0013,2024-06-14 14:28:49,weekly delivery
MOV0270,STR0634,PRD0273,,adjustment,33,4.02,DOC0270,2025-12-10 01:32:38,end of day count
MOV0271,STR0930,PRD0104,,adjustment,24,9.15,DOC0271,2026-03-29 00:12:22,promo prep
MOV0272,STR0984,PRD0879,,transfer_out,-9,2.59,DOC0272,2026-02-04 15:14:20,damaged goods
MOV0273,STR0101,PRD0818,,adjustment,10,2.55,DOC0273,2025-07-09 14:27:20,damaged goods
MOV0274,STR0240,PRD0519,,sale,-37,8.16,ORD0702,2026-05-24 13:55:47,
MOV0275,STR0504,PRD0606,,adjustment,38,6.66,DOC0275,2024-11-28 15:45:21,end of day count
MOV0276,STR0431,PRD0514,,waste,-11,6.32,DOC0276,2024-07-01 23:51:08,weekly delivery
MOV0277,STR0083,PRD0070,,adjustment,9,2.53,DOC0277,2025-08-30 11:26:42,
MOV0278,STR0602,PRD0008,,adjustment,5,3.96,DOC0278,2024-07-29 02:10:37,damaged goods
MOV0279,STR0155,PRD0729,,transfer_in,32,2.67,DOC0279,2025-05-05 01:47:19,end of day count
MOV0280,STR0934,PRD0675,,waste,-13,9.15,DOC0280,2026-05-30 20:03:35,damaged goods
MOV0281,STR0218,PRD0720,,transfer_in,28,2.99,DOC0281,2025-12-27 00:29:08,
MOV0282,STR0821,PRD0961,,sale,-27,2.97,ORD0773,2025-04-22 10:15:24,
MOV0283,STR0677,PRD0447,,transfer_in,29,6.70,DOC0283,2025-11-18 22:17:50,
MOV0284,STR0090,PRD0029,,waste,-9,3.14,DOC0284,2024-11-10 08:20:09,weekly delivery
MOV0285,STR0141,PRD0675,,transfer_in,40,9.15,DOC0285,2025-02-20 04:59:51,
MOV0286,STR0039,PRD0290,,transfer_in,5,8.53,DOC0286,2025-09-23 04:14:59,
MOV0287,STR0744,PRD0786,,transfer_in,26,1.73,DOC0287,2025-11-08 15:03:07,weekly delivery
MOV0288,STR0542,PRD0493,,adjustment,20,3.18,DOC0288,2026-03-21 19:43:13,end of day count
MOV0289,STR0657,PRD0029,,waste,-25,3.14,DOC0289,2025-01-25 03:42:32,
MOV0290,STR0082,PRD0235,,adjustment,2,9.09,DOC0290,2025-09-15 00:18:58,end of day count
MOV0291,STR0934,PRD0403,SUP0156,receipt,10,5.33,DOC0291,2026-02-09 20:37:02,
MOV0292,STR0311,PRD0631,,waste,-8,9.02,DOC0292,2024-11-10 14:16:39,promo prep
MOV0293,STR0892,PRD0364,,transfer_in,1,3.03,DOC0293,2026-07-22 22:40:06,damaged goods
MOV0294,STR0078,PRD0054,,adjustment,17,4.18,DOC0294,2026-03-19 15:22:05,
MOV0295,STR0568,PRD0412,SUP0270,receipt,4,5.43,DOC0295,2025-10-28 22:22:42,promo prep
MOV0296,STR0887,PRD0347,,transfer_out,-24,5.49,DOC0296,2024-01-03 07:18:53,
MOV0297,STR0409,PRD0657,,sale,-10,5.36,ORD0441,2024-09-23 22:46:06,
MOV0298,STR0331,PRD0487,SUP0519,receipt,22,8.17,DOC0298,2025-04-01 21:46:47,
MOV0299,STR0978,PRD0158,,sale,-27,9.39,ORD0011,2024-09-03 07:44:56,end of day count
MOV0300,STR0281,PRD0574,,transfer_in,12,9.46,DOC0300,2025-03-16 07:48:18,
MOV0301,STR0923,PRD0385,,adjustment,34,8.80,DOC0301,2024-11-14 05:40:57,end of day count
MOV0302,STR0344,PRD0834,,transfer_out,-17,0.75,DOC0302,2025-07-08 04:03:23,damaged goods
MOV0303,STR0869,PRD0495,,adjustment,4,3.94,DOC0303,2024-08-12 09:27:19,
MOV0304,STR0019,PRD0770,,transfer_in,5,1.71,DOC0304,2024-03-08 05:59:18,promo prep
MOV0305,STR0386,PRD0337,,waste,-3,5.36,DOC0305,2024-02-05 02:46:28,end of day count
MOV0306,STR0965,PRD0461,,waste,-7,5.75,DOC0306,2025-08-02 09:02:47,damaged goods
MOV0307,STR0508,PRD0395,,transfer_out,-21,3.88,DOC0307,2024-07-22 23:55:34,weekly delivery
MOV0308,STR0024,PRD0743,,adjustment,35,0.98,DOC0308,2026-02-08 23:02:18,promo prep
MOV0309,STR0857,PRD0280,SUP0233,receipt,21,7.28,DOC0309,2025-07-28 18:27:27,
MOV0310,STR0340,PRD0465,,transfer_in,27,5.25,DOC0310,2025-02-06 05:07:02,weekly delivery
MOV0311,STR0386,PRD0592,,adjustment,16,5.32,DOC0311,2026-06-08 08:14:36,
MOV0312,STR0312,PRD0099,,transfer_out,-8,6.79,DOC0312,2026-06-04 23:00:20,end of day count
MOV0313,STR0171,PRD0319,,waste,-4,4.74,DOC0313,2025-03-15 11:11:18,
MOV0314,STR0375,PRD0411,,waste,-21,8.14,DOC0314,2024-05-03 10:15:30,damaged goods
MOV0315,STR0730,PRD0077,,transfer_in,4,3.61,DOC0315,2024-03-19 16:38:41,promo prep
MOV0316,STR0726,PRD0182,,sale,-10,6.73,ORD0438,2025-05-29 09:15:16,promo prep
MOV0317,STR0505,PRD0433,,transfer_out,-40,3.11,DOC0317,2024-08-31 23:56:47,end of day count
MOV0318,STR0138,PRD0385,,waste,-15,8.80,DOC0318,2025-03-08 05:38:58,promo prep
MOV0319,STR0765,PRD0747,SUP0227,receipt,30,2.07,DOC0319,2026-04-24 02:15:31,promo prep
MOV0320,STR0870,PRD0067,,waste,-34,4.46,DOC0320,2024-03-07 07:44:21,damaged goods
MOV0321,STR0722,PRD0625,,transfer_in,24,5.60,DOC0321,2026-05-17 20:44:31,end of day count
MOV0322,STR0306,PRD0106,,transfer_in,40,4.52,DOC0322,2024-08-24 12:01:05,promo prep
MOV0323,STR0991,PRD0985,SUP0976,receipt,5,0.85,DOC0323,2026-06-24 09:30:27,
MOV0324,STR0697,PRD0838,,transfer_in,35,3.56,DOC0324,2025-12-22 15:28:58,weekly delivery
MOV0325,STR0282,PRD0491,SUP0645,receipt,11,9.34,DOC0325,2024-09-27 03:33:01,promo prep
MOV0326,STR0485,PRD0521,,transfer_in,32,3.41,DOC0326,2024-01-19 17:19:46,promo prep
MOV0327,STR0274,PRD0257,,waste,-31,8.60,DOC0327,2024-04-20 16:21:50,damaged goods
MOV0328,STR0579,PRD0397,,waste,-5,8.76,DOC0328,2024-12-19 16:38:54,damaged goods
MOV0329,STR0261,PRD0054,SUP0075,receipt,35,4.18,DOC0329,2024-03-22 13:13:51,damaged goods
MOV0330,STR0418,PRD0938,,sale,-34,1.89,ORD0779,2024-12-25 22:55:21,weekly delivery
MOV0331,STR0718,PRD0746,,waste,-31,0.82,DOC0331,2024-06-06 05:26:03,weekly delivery
MOV0332,STR0479,PRD0189,SUP0564,receipt,38,9.15,DOC0332,2024-12-04 19:45:03,
MOV0333,STR0086,PRD0610,,adjustment,12,9.15,DOC0333,2024-04-09 12:55:12,
MOV0334,STR0805,PRD0344,,adjustment,38,4.68,DOC0334,2025-06-04 17:17:42,
MOV0335,STR0344,PRD0973,,sale,-9,1.86,ORD0737,2025-03-24 00:19:44,
MOV0336,STR0884,PRD0169,,transfer_in,27,7.17,DOC0336,2025-09-18 14:34:03,promo prep
MOV0337,STR0979,PRD0183,,adjustment,3,3.48,DOC0337,2025-10-23 16:16:05,damaged goods
MOV0338,STR0335,PRD0915,,transfer_in,27,1.26,DOC0338,2024-03-08 20:06:08,damaged goods
MOV0339,STR0726,PRD0004,,sale,-33,3.17,ORD0562,2025-05-29 21:03:14,weekly delivery
MOV0340,STR0072,PRD0071,SUP0336,receipt,8,4.89,DOC0340,2024-07-23 19:16:03,
MOV0341,STR0368,PRD0093,SUP0645,receipt,10,5.24,DOC0341,2025-08-07 03:56:07,
MOV0342,STR0874,PRD0883,,waste,-24,1.92,DOC0342,2025-01-30 08:35:36,promo prep
MOV0343,STR0475,PRD0155,,adjustment,29,4.51,DOC0343,2024-05-21 21:29:13,promo prep
MOV0344,STR0067,PRD0280,SUP0233,receipt,20,7.28,DOC0344,2025-07-10 05:26:08,
MOV0345,STR0534,PRD0895,,transfer_out,-31,2.74,DOC0345,2025-09-23 11:16:53,weekly delivery
MOV0346,STR0443,PRD0749,,transfer_out,-33,2.94,DOC0346,2024-02-03 13:30:38,damaged goods
MOV0347,STR0725,PRD0026,,adjustment,17,5.18,DOC0347,2025-05-12 22:14:17,
MOV0348,STR0029,PRD0390,,waste,-7,6.23,DOC0348,2026-02-19 00:42:42,weekly delivery
MOV0349,STR0301,PRD0852,,adjustment,25,2.40,DOC0349,2025-03-05 22:03:52,
MOV0350,STR0207,PRD0888,,transfer_in,10,1.85,DOC0350,2026-05-19 04:23:54,
MOV0351,STR0131,PRD0109,,sale,-14,3.76,ORD0080,2025-04-15 22:31:09,weekly delivery
MOV0352,STR0547,PRD0572,,transfer_in,15,8.17,DOC0352,2025-10-07 12:22:23,end of day count
MOV0353,STR0034,PRD0517,,sale,-39,2.83,ORD0326,2025-07-25 08:20:58,weekly delivery
MOV0354,STR0558,PRD0943,,waste,-37,2.83,DOC0354,2026-07-15 18:54:24,end of day count
MOV0355,STR0842,PRD0338,,sale,-27,8.42,ORD0355,2026-01-30 00:09:12,
MOV0356,STR0059,PRD0844,,waste,-27,2.33,DOC0356,2024-08-05 01:24:12,damaged goods
MOV0357,STR0297,PRD0717,,waste,-13,1.08,DOC0357,2024-08-15 04:03:18,damaged goods
MOV0358,STR0034,PRD0657,,adjustment,35,5.36,DOC0358,2024-05-17 03:52:00,promo prep
MOV0359,STR0437,PRD0096,SUP0156,receipt,39,4.04,DOC0359,2025-09-30 19:08:20,
MOV0360,STR0703,PRD0630,,sale,-37,4.24,ORD0742,2025-05-22 13:51:05,promo prep
MOV0361,STR0906,PRD0803,,adjustment,28,0.45,DOC0361,2024-05-22 09:36:39,
MOV0362,STR0096,PRD0392,,waste,-7,9.37,DOC0362,2024-01-14 10:30:41,
MOV0363,STR0508,PRD0209,,waste,-37,6.05,DOC0363,2024-08-18 17:50:04,
MOV0364,STR0154,PRD0818,SUP0686,receipt,40,2.55,DOC0364,2025-10-13 20:36:06,damaged goods
MOV0365,STR0525,PRD0948,,transfer_in,3,2.36,DOC0365,2024-03-17 17:07:59,promo prep
MOV0366,STR0509,PRD0734,,transfer_in,21,3.98,DOC0366,2025-11-26 02:34:46,
MOV0367,STR0371,PRD0371,,waste,-25,9.46,DOC0367,2024-08-03 02:25:19,promo prep
MOV0368,STR0590,PRD0193,,adjustment,19,2.71,DOC0368,2026-02-10 23:24:36,end of day count
MOV0369,STR0916,PRD0317,,transfer_in,40,9.36,DOC0369,2024-04-08 02:58:56,promo prep
MOV0370,STR0855,PRD0289,,waste,-30,6.84,DOC0370,2026-03-03 22:43:23,weekly delivery
MOV0371,STR0850,PRD0635,,adjustment,1,3.47,DOC0371,2026-06-19 15:23:20,weekly delivery
MOV0372,STR0617,PRD0123,,adjustment,36,8.92,DOC0372,2024-02-15 07:08:18,damaged goods
MOV0373,STR0611,PRD0321,,transfer_out,-4,4.73,DOC0373,2025-07-10 21:01:09,end of day count
MOV0374,STR0874,PRD0019,,sale,-9,6.70,ORD0400,2025-09-22 17:43:22,
MOV0375,STR0712,PRD0746,,waste,-7,0.82,DOC0375,2024-03-26 09:04:23,
MOV0376,STR0373,PRD0100,,sale,-2,7.11,ORD0522,2025-12-28 13:13:49,
MOV0377,STR0233,PRD0245,SUP0932,receipt,11,3.39,DOC0377,2025-03-05 15:04:18,end of day count
MOV0378,STR0948,PRD0496,,transfer_in,27,6.09,DOC0378,2025-10-14 17:42:52,damaged goods
MOV0379,STR0569,PRD0669,,transfer_in,1,5.92,DOC0379,2025-10-22 09:44:14,weekly delivery
MOV0380,STR0058,PRD0092,,transfer_out,-4,2.88,DOC0380,2024-04-13 11:11:39,
MOV0381,STR0672,PRD0482,,sale,-37,6.95,ORD0629,2025-11-05 08:28:43,end of day count
MOV0382,STR0181,PRD0176,,waste,-34,8.67,DOC0382,2025-06-10 13:14:50,weekly delivery
MOV0383,STR0350,PRD0119,,adjustment,29,8.74,DOC0383,2024-02-26 02:10:39,
MOV0384,STR0208,PRD0265,,waste,-37,8.37,DOC0384,2024-05-24 10:34:37,end of day count
MOV0385,STR0903,PRD0827,SUP0890,receipt,4,3.64,DOC0385,2024-03-23 10:29:12,
MOV0386,STR0642,PRD0669,,waste,-32,5.92,DOC0386,2024-03-04 16:34:49,weekly delivery
MOV0387,STR0547,PRD0904,,sale,-15,1.13,ORD0988,2025-04-23 21:16:26,damaged goods
MOV0388,STR0251,PRD0288,,adjustment,32,3.37,DOC0388,2025-03-18 02:14:19,end of day count
MOV0389,STR0061,PRD0384,,transfer_in,14,3.03,DOC0389,2025-09-17 04:33:24,damaged goods
MOV0390,STR0346,PRD0981,,sale,-37,2.82,ORD0639,2024-10-13 06:49:15,damaged goods
MOV0391,STR0739,PRD0409,,sale,-25,3.51,ORD0958,2026-06-23 23:14:03,promo prep
MOV0392,STR0938,PRD0702,,sale,-17,3.56,ORD0691,2024-05-04 14:15:47,
MOV0393,STR0373,PRD0827,,sale,-23,3.64,ORD0429,2025-02-22 05:45:36,
MOV0394,STR0409,PRD0666,,waste,-4,6.73,DOC0394,2025-11-01 14:42:17,weekly delivery
MOV0395,STR0723,PRD0217,,sale,-2,4.09,ORD0354,2025-04-03 12:45:14,
MOV0396,STR0742,PRD0770,,transfer_in,37,1.71,DOC0396,2025-10-23 16:31:21,weekly delivery
MOV0397,STR0283,PRD0103,,transfer_out,-10,8.14,DOC0397,2025-08-21 16:41:28,damaged goods
MOV0398,STR0468,PRD0181,,sale,-22,7.27,ORD0417,2025-01-18 05:08:42,damaged goods
MOV0399,STR0038,PRD0254,SUP0702,receipt,38,2.56,DOC0399,2024-08-18 01:51:12,promo prep
MOV0400,STR0286,PRD0159,SUP0656,receipt,6,5.45,DOC0400,2026-01-06 21:37:07,end of day count
MOV0401,STR0377,PRD0122,,waste,-13,7.57,DOC0401,2025-10-28 19:32:06,end of day count
MOV0402,STR0116,PRD0248,,adjustment,31,5.60,DOC0402,2025-03-28 09:33:35,
MOV0403,STR0068,PRD0805,SUP0268,receipt,22,2.38,DOC0403,2024-07-24 16:51:32,
MOV0404,STR0712,PRD0785,,transfer_out,-11,1.71,DOC0404,2025-11-04 13:27:53,promo prep
MOV0405,STR0907,PRD0616,,sale,-27,2.77,ORD0008,2026-06-16 21:18:57,damaged goods
MOV0406,STR0041,PRD0508,,transfer_in,13,4.59,DOC0406,2025-07-30 10:45:22,weekly delivery
MOV0407,STR0239,PRD0103,SUP0354,receipt,2,8.14,DOC0407,2025-01-09 01:22:41,promo prep
MOV0408,STR0583,PRD0870,,transfer_out,-28,2.80,DOC0408,2026-04-21 01:36:40,damaged goods
MOV0409,STR0789,PRD0961,,transfer_in,13,2.97,DOC0409,2025-06-01 11:50:16,damaged goods
MOV0410,STR0103,PRD0303,,sale,-15,8.23,ORD0010,2026-01-04 02:42:41,weekly delivery
MOV0411,STR0777,PRD0388,,transfer_in,20,8.92,DOC0411,2025-05-01 02:09:53,
MOV0412,STR0972,PRD0477,,adjustment,32,6.55,DOC0412,2024-02-26 08:04:53,damaged goods
MOV0413,STR0260,PRD0405,,sale,-9,6.20,ORD0376,2025-10-04 19:22:29,
MOV0414,STR0795,PRD0521,,waste,-5,3.41,DOC0414,2025-11-06 14:12:50,
MOV0415,STR0204,PRD0977,SUP0770,receipt,10,3.32,DOC0415,2024-04-09 04:10:22,damaged goods
MOV0416,STR0308,PRD0084,,waste,-9,3.79,DOC0416,2024-10-25 08:08:38,damaged goods
MOV0417,STR0081,PRD0946,,waste,-22,1.81,DOC0417,2025-03-04 20:56:35,
MOV0418,STR0142,PRD0251,,transfer_in,18,4.72,DOC0418,2024-06-08 18:45:56,weekly delivery
MOV0419,STR0444,PRD0261,,waste,-12,6.46,DOC0419,2024-08-29 11:01:53,weekly delivery
MOV0420,STR0582,PRD0379,,sale,-9,2.73,ORD0512,2024-04-25 06:58:07,damaged goods
MOV0421,STR0999,PRD0188,,adjustment,1,8.32,DOC0421,2025-12-31 22:21:03,weekly delivery
MOV0422,STR0081,PRD0282,,adjustment,7,9.05,DOC0422,2025-04-01 10:01:41,promo prep
MOV0423,STR0395,PRD0531,,sale,-39,8.32,ORD0845,2026-01-26 16:08:48,damaged goods
MOV0424,STR0194,PRD0857,,sale,-33,2.65,ORD0908,2025-03-20 03:31:55,weekly delivery
MOV0425,STR0534,PRD0198,SUP0604,receipt,11,9.45,DOC0425,2026-06-08 04:08:03,promo prep
MOV0426,STR0928,PRD0128,,adjustment,28,6.97,DOC0426,2025-11-05 08:52:35,
MOV0427,STR0276,PRD0879,,adjustment,1,2.59,DOC0427,2024-02-12 21:00:47,promo prep
MOV0428,STR0571,PRD0594,,transfer_out,-15,5.66,DOC0428,2025-10-19 09:00:20,damaged goods
MOV0429,STR0460,PRD0752,SUP0805,receipt,5,2.19,DOC0429,2025-12-31 13:29:24,
MOV0430,STR0974,PRD0078,,waste,-6,3.11,DOC0430,2026-04-08 13:12:50,weekly delivery
MOV0431,STR0815,PRD0662,,transfer_in,19,4.57,DOC0431,2025-02-06 15:48:31,
MOV0432,STR0062,PRD0064,,waste,-17,4.82,DOC0432,2025-01-23 11:47:53,promo prep
MOV0433,STR0998,PRD0093,,adjustment,11,5.24,DOC0433,2024-07-16 16:34:46,
MOV0434,STR0846,PRD0730,,transfer_in,20,3.85,DOC0434,2026-06-25 03:52:42,
MOV0435,STR0160,PRD0227,,transfer_in,11,4.13,DOC0435,2025-04-06 19:31:36,promo prep
MOV0436,STR0798,PRD0316,,adjustment,23,4.65,DOC0436,2024-02-23 10:34:58,
MOV0437,STR0592,PRD0516,,sale,-20,5.14,ORD0493,2025-10-21 15:17:22,promo prep
MOV0438,STR0982,PRD0287,,transfer_out,-38,6.80,DOC0438,2025-05-13 09:55:50,
MOV0439,STR0921,PRD0728,,sale,-10,1.31,ORD0869,2025-05-11 02:43:15,
MOV0440,STR0485,PRD0746,,transfer_in,19,0.82,DOC0440,2024-10-07 22:22:47,
MOV0441,STR0422,PRD0656,,transfer_in,5,8.13,DOC0441,2025-08-14 04:22:44,weekly delivery
MOV0442,STR0262,PRD0562,,sale,-23,5.63,ORD0125,2025-03-21 15:52:14,weekly delivery
MOV0443,STR0294,PRD0933,,adjustment,26,1.71,DOC0443,2024-07-28 01:08:56,end of day count
MOV0444,STR0331,PRD0041,,waste,-15,3.59,DOC0444,2026-02-21 02:03:30,weekly delivery
MOV0445,STR0364,PRD0915,,waste,-35,1.26,DOC0445,2026-02-16 07:39:07,weekly delivery
MOV0446,STR0604,PRD0586,SUP0189,receipt,34,3.54,DOC0446,2026-05-29 21:09:03,
MOV0447,STR0954,PRD0226,,waste,-31,4.55,DOC0447,2025-12-14 17:01:38,promo prep
MOV0448,STR0259,PRD0956,,waste,-40,3.34,DOC0448,2026-06-16 01:16:28,weekly delivery
MOV0449,STR0887,PRD0805,,transfer_out,-22,2.38,DOC0449,2024-11-25 00:09:47,promo prep
MOV0450,STR0778,PRD0623,SUP0431,receipt,8,5.63,DOC0450,2024-04-19 12:01:16,
MOV0451,STR0056,PRD0898,,transfer_out,-14,1.48,DOC0451,2024-08-13 09:52:06,promo prep
MOV0452,STR0942,PRD0857,SUP0191,receipt,12,2.65,DOC0452,2024-06-11 23:08:41,end of day count
MOV0453,STR0915,PRD0104,,adjustment,29,9.15,DOC0453,2025-10-14 03:02:54,
MOV0454,STR0969,PRD0366,SUP0740,receipt,37,5.00,DOC0454,2025-12-09 01:36:35,
MOV0455,STR0696,PRD0861,SUP0599,receipt,2,0.67,DOC0455,2024-08-18 06:00:21,promo prep
MOV0456,STR0616,PRD0679,,transfer_out,-16,4.09,DOC0456,2024-12-05 17:50:55,
MOV0457,STR0448,PRD0147,,waste,-10,8.70,DOC0457,2026-02-16 23:46:39,
MOV0458,STR0057,PRD0002,,transfer_in,19,7.18,DOC0458,2026-04-29 06:58:49,damaged goods
MOV0459,STR0670,PRD0677,,transfer_out,-31,6.52,DOC0459,2024-04-27 15:47:08,
MOV0460,STR0262,PRD0365,,transfer_out,-19,7.00,DOC0460,2024-02-27 23:15:03,weekly delivery
MOV0461,STR0252,PRD0803,,transfer_out,-4,0.45,DOC0461,2024-03-30 06:48:10,damaged goods
MOV0462,STR0390,PRD0955,,transfer_in,27,1.50,DOC0462,2025-05-29 03:16:01,damaged goods
MOV0463,STR0672,PRD0978,SUP0861,receipt,21,3.11,DOC0463,2024-11-20 18:29:51,damaged goods
MOV0464,STR0975,PRD0255,,transfer_in,10,6.88,DOC0464,2024-08-15 03:22:48,
MOV0465,STR0247,PRD0790,,transfer_out,-14,2.44,DOC0465,2025-08-21 08:51:51,weekly delivery
MOV0466,STR0440,PRD0793,,transfer_out,-23,3.70,DOC0466,2025-02-19 21:25:26,damaged goods
MOV0467,STR0319,PRD0697,,transfer_in,24,6.89,DOC0467,2026-05-25 01:25:26,
MOV0468,STR0372,PRD0016,,waste,-34,2.74,DOC0468,2026-05-16 10:20:04,damaged goods
MOV0469,STR0053,PRD0371,,transfer_in,14,9.46,DOC0469,2024-08-21 18:38:23,weekly delivery
MOV0470,STR0616,PRD0475,SUP0501,receipt,27,9.08,DOC0470,2024-10-14 07:13:52,promo prep
MOV0471,STR0635,PRD0659,,adjustment,4,2.57,DOC0471,2026-01-17 09:22:10,end of day count
MOV0472,STR0426,PRD0170,,transfer_out,-9,3.96,DOC0472,2025-07-20 11:42:07,
MOV0473,STR0945,PRD0216,,sale,-3,3.88,ORD0617,2025-09-21 03:49:50,end of day count
MOV0474,STR0463,PRD0150,,sale,-22,7.96,ORD0809,2024-02-22 09:32:39,end of day count
MOV0475,STR0072,PRD0012,,sale,-3,6.99,ORD0013,2026-05-04 10:31:09,weekly delivery
MOV0476,STR0488,PRD0047,,waste,-34,8.59,DOC0476,2026-03-06 08:46:15,
MOV0477,STR0150,PRD0134,,transfer_in,9,7.41,DOC0477,2025-04-30 14:40:27,damaged goods
MOV0478,STR0607,PRD0329,,transfer_out,-15,4.49,DOC0478,2024-04-08 16:30:43,end of day count
MOV0479,STR0899,PRD0527,,waste,-33,8.89,DOC0479,2026-01-01 13:30:59,damaged goods
MOV0480,STR0678,PRD0843,,transfer_in,14,3.95,DOC0480,2025-02-28 14:19:19,
MOV0481,STR0239,PRD0360,,transfer_out,-26,8.38,DOC0481,2026-01-15 00:13:20,promo prep
MOV0482,STR0450,PRD0414,,transfer_in,1,5.24,DOC0482,2024-10-20 02:51:33,end of day count
MOV0483,STR0645,PRD0911,,sale,-29,0.65,ORD0580,2025-09-21 07:11:52,end of day count
MOV0484,STR0145,PRD0843,,transfer_out,-3,3.95,DOC0484,2024-11-11 12:32:40,end of day count
MOV0485,STR0903,PRD0454,SUP0689,receipt,37,8.05,DOC0485,2026-06-15 05:50:30,damaged goods
MOV0486,STR0701,PRD0257,,transfer_in,24,8.60,DOC0486,2024-02-21 15:10:32,
MOV0487,STR0198,PRD0191,,waste,-31,6.86,DOC0487,2026-03-28 21:34:26,
MOV0488,STR0179,PRD0981,,sale,-40,2.82,ORD0279,2025-12-17 10:07:00,
MOV0489,STR0556,PRD0947,,sale,-20,3.93,ORD0050,2025-11-06 15:23:18,
MOV0490,STR0145,PRD0386,,transfer_out,-24,9.05,DOC0490,2024-12-26 01:38:51,end of day count
MOV0491,STR0317,PRD0320,SUP0842,receipt,18,8.87,DOC0491,2026-04-17 07:44:37,end of day count
MOV0492,STR0502,PRD0814,,transfer_in,19,3.25,DOC0492,2025-06-10 13:48:26,damaged goods
MOV0493,STR0580,PRD0750,,waste,-8,1.04,DOC0493,2026-02-17 23:31:00,damaged goods
MOV0494,STR0389,PRD0233,,transfer_out,-1,2.60,DOC0494,2026-04-21 21:39:54,damaged goods
MOV0495,STR0539,PRD0843,,transfer_out,-4,3.95,DOC0495,2026-06-29 20:33:10,
MOV0496,STR0021,PRD0171,,transfer_in,39,9.42,DOC0496,2025-08-29 04:25:48,weekly delivery
MOV0497,STR0742,PRD0300,,transfer_out,-5,5.87,DOC0497,2026-01-09 11:35:17,weekly delivery
MOV0498,STR0847,PRD0974,,waste,-9,0.93,DOC0498,2025-06-05 17:46:30,promo prep
MOV0499,STR0616,PRD0236,SUP0693,receipt,12,8.90,DOC0499,2025-06-30 01:34:56,weekly delivery
MOV0500,STR0938,PRD0142,,waste,-2,5.89,DOC0500,2024-02-13 02:55:48,
MOV0501,STR0558,PRD0053,,transfer_out,-30,6.98,DOC0501,2024-11-07 15:44:37,promo prep
MOV0502,STR0890,PRD0488,,transfer_in,4,9.07,DOC0502,2024-09-28 08:50:03,end of day count
MOV0503,STR0531,PRD0987,,transfer_in,4,3.04,DOC0503,2024-11-05 08:19:25,
MOV0504,STR0905,PRD0137,SUP0550,receipt,22,8.59,DOC0504,2026-02-17 11:10:55,
MOV0505,STR0414,PRD0645,,sale,-3,3.79,ORD0202,2024-07-14 10:26:28,damaged goods
MOV0506,STR0354,PRD0845,,transfer_out,-28,2.01,DOC0506,2025-12-24 08:20:37,weekly delivery
MOV0507,STR0983,PRD0230,,adjustment,25,3.17,DOC0507,2024-02-05 09:04:38,weekly delivery
MOV0508,STR0702,PRD0516,,transfer_out,-34,5.14,DOC0508,2026-03-20 03:04:25,
MOV0509,STR0402,PRD0248,,sale,-36,5.60,ORD0703,2024-06-26 16:13:01,end of day count
MOV0510,STR0934,PRD0750,,waste,-1,1.04,DOC0510,2025-11-04 12:41:37,
MOV0511,STR0605,PRD0705,,waste,-30,3.69,DOC0511,2024-04-11 11:24:37,damaged goods
MOV0512,STR0524,PRD0823,,transfer_out,-1,1.37,DOC0512,2025-08-28 21:05:14,promo prep
MOV0513,STR0658,PRD0640,,adjustment,23,3.60,DOC0513,2024-04-22 04:03:01,
MOV0514,STR0600,PRD0087,SUP0386,receipt,18,5.76,DOC0514,2024-09-11 02:34:06,damaged goods
MOV0515,STR0459,PRD0417,,sale,-1,7.11,ORD0458,2025-01-28 04:29:09,end of day count
MOV0516,STR0828,PRD0820,,transfer_out,-25,3.33,DOC0516,2024-11-13 17:38:18,damaged goods
MOV0517,STR0387,PRD0999,,waste,-25,1.73,DOC0517,2024-04-29 06:21:02,
MOV0518,STR0994,PRD0920,,adjustment,30,3.83,DOC0518,2026-05-02 09:39:47,promo prep
MOV0519,STR0102,PRD0776,,sale,-29,2.86,ORD0468,2026-07-23 10:54:47,weekly delivery
MOV0520,STR0126,PRD0635,,transfer_in,28,3.47,DOC0520,2025-05-20 20:04:38,weekly delivery
MOV0521,STR0525,PRD0978,,transfer_out,-36,3.11,DOC0521,2026-03-01 19:09:19,
MOV0522,STR0914,PRD0226,,transfer_out,-5,4.55,DOC0522,2025-09-28 04:26:22,promo prep
MOV0523,STR0495,PRD0149,SUP0944,receipt,19,4.73,DOC0523,2024-06-05 20:43:21,weekly delivery
MOV0524,STR0657,PRD0979,SUP0312,receipt,34,1.38,DOC0524,2025-07-18 10:22:34,end of day count
MOV0525,STR0131,PRD0868,,sale,-16,3.06,ORD0925,2024-11-16 19:40:05,damaged goods
