order_id,customer_id,store_id,employee_id,membership_id,order_channel,order_type,order_status,ordered_at,promised_at,subtotal_amount,tax_amount,delivery_fee,discount_amount,total_amount,currency
ORD0152,CUS0476,STR0546,EMP0423,MEM0476,phone,dine_in,baking,2026-07-03 20:21:36,2026-07-03 21:00:36,77.29,6.38,0.00,7.73,75.93,USD
ORD0153,CUS0594,STR0955,EMP0463,MEM0594,in_store,takeout,cancelled,2024-01-25 17:20:12,2024-01-25 18:13:12,88.89,7.33,0.00,8.89,87.34,USD
ORD0154,CUS0738,STR0748,EMP0634,MEM0738,web,takeout,preparing,2024-12-17 12:48:24,2024-12-17 13:13:24,39.29,3.24,0.00,0.00,42.54,USD
ORD0155,CUS0683,STR0089,EMP0795,MEM0683,in_store,takeout,completed,2024-11-04 01:59:52,2024-11-04 03:13:52,26.66,2.20,0.00,1.33,27.53,USD
ORD0156,CUS0400,STR0073,EMP0741,MEM0400,mobile_app,takeout,placed,2026-01-10 20:58:31,2026-01-10 21:53:31,69.15,5.70,0.00,10.37,64.48,USD
ORD0157,CUS0752,STR0275,EMP0998,MEM0752,delivery_partner,dine_in,baking,2025-10-05 02:11:29,2025-10-05 03:09:29,66.67,5.50,0.00,10.00,62.17,USD
ORD0158,CUS0535,STR0501,EMP0525,MEM0535,web,dine_in,ready_pickup,2024-07-15 19:27:18,2024-07-15 20:21:18,74.85,6.17,3.99,0.00,85.01,USD
ORD0159,CUS0399,STR0588,EMP0261,MEM0399,phone,takeout,ready_pickup,2025-09-03 03:24:17,2025-09-03 03:47:17,27.69,2.28,0.00,0.00,29.97,USD
ORD0160,CUS0335,STR0379,EMP0810,MEM0335,web,dine_in,preparing,2025-11-14 17:53:58,2025-11-14 19:02:58,51.37,4.24,3.99,0.00,59.59,USD
ORD0161,CUS0585,STR0420,EMP0077,MEM0585,mobile_app,takeout,completed,2024-10-31 20:31:35,2024-10-31 20:51:35,21.29,1.76,3.99,2.13,24.90,USD
ORD0162,CUS0974,STR0677,EMP0162,MEM0974,web,dine_in,ready_pickup,2025-02-27 15:44:26,2025-02-27 16:08:26,90.84,7.49,3.99,13.63,88.69,USD
ORD0163,CUS0916,STR0640,EMP0844,MEM0916,mobile_app,delivery,placed,2024-02-14 17:26:48,2024-02-14 18:10:48,12.86,1.06,3.99,0.64,17.27,USD
ORD0164,CUS0249,STR0838,EMP0806,MEM0249,in_store,delivery,preparing,2025-11-11 13:09:04,2025-11-11 14:05:04,68.69,5.67,0.00,0.00,74.35,USD
ORD0165,CUS0221,STR0863,EMP0053,MEM0221,web,takeout,ready_pickup,2025-06-21 13:16:50,2025-06-21 14:06:50,71.22,5.88,3.99,10.68,70.40,USD
ORD0166,CUS0041,STR0798,EMP0852,MEM0041,mobile_app,takeout,completed,2025-07-23 04:24:00,2025-07-23 05:04:00,15.69,1.29,3.99,0.00,20.97,USD
ORD0167,CUS0398,STR0985,EMP0400,MEM0398,web,takeout,out_for_delivery,2025-06-22 12:58:47,2025-06-22 13:47:47,16.77,1.38,3.99,0.84,21.31,USD
ORD0168,CUS0098,STR0344,EMP0144,MEM0098,in_store,dine_in,cancelled,2025-12-13 09:51:29,2025-12-13 10:42:29,92.49,7.63,0.00,0.00,100.12,USD
ORD0169,CUS0019,STR0108,EMP0540,MEM0019,in_store,delivery,completed,2026-03-22 17:06:07,2026-03-22 17:38:07,68.26,5.63,0.00,10.24,63.65,USD
ORD0170,CUS0784,STR0377,EMP0187,MEM0784,mobile_app,takeout,out_for_delivery,2026-06-04 07:08:56,2026-06-04 08:14:56,62.91,5.19,3.99,3.15,68.94,USD
ORD0171,CUS0893,STR0348,EMP0730,MEM0893,mobile_app,dine_in,baking,2024-08-01 12:58:19,2024-08-01 13:30:19,44.63,3.68,0.00,6.69,41.62,USD
ORD0172,CUS0356,STR0893,EMP0068,MEM0356,web,delivery,completed,2026-03-08 15:53:36,2026-03-08 16:40:36,54.59,4.50,3.99,2.73,60.35,USD
ORD0173,CUS0689,STR0779,EMP0210,MEM0689,phone,takeout,completed,2026-03-13 17:40:27,2026-03-13 18:09:27,73.41,6.06,0.00,0.00,79.47,USD
ORD0174,CUS0165,STR0607,EMP0708,MEM0165,mobile_app,delivery,cancelled,2026-07-25 22:21:06,2026-07-25 22:41:06,55.00,4.54,0.00,0.00,59.53,USD
ORD0175,CUS0067,STR0730,EMP0579,MEM0067,delivery_partner,dine_in,preparing,2025-01-08 20:19:27,2025-01-08 20:56:27,55.34,4.57,3.99,0.00,63.90,USD
ORD0176,CUS0008,STR0049,EMP0942,MEM0008,mobile_app,delivery,out_for_delivery,2025-01-19 11:11:26,2025-01-19 12:07:26,37.99,3.13,0.00,5.70,35.42,USD
ORD0177,CUS0678,STR0853,EMP0754,MEM0678,web,dine_in,placed,2024-01-26 00:39:18,2024-01-26 01:08:18,11.69,0.96,0.00,0.00,12.65,USD
ORD0178,CUS0855,STR0361,EMP0048,MEM0855,mobile_app,delivery,ready_pickup,2025-11-30 13:06:01,2025-11-30 13:46:01,11.24,0.93,3.99,1.12,15.04,USD
ORD0179,CUS0626,STR0058,EMP0401,MEM0626,mobile_app,dine_in,completed,2024-08-10 12:11:09,2024-08-10 12:56:09,71.98,5.94,3.99,0.00,81.91,USD
ORD0180,CUS0620,STR0880,EMP0784,MEM0620,delivery_partner,dine_in,cancelled,2024-04-15 23:13:45,2024-04-16 00:22:45,74.35,6.13,3.99,7.44,77.04,USD
ORD0181,CUS0535,STR0431,EMP0932,MEM0535,delivery_partner,takeout,ready_pickup,2025-02-18 16:07:21,2025-02-18 16:32:21,24.33,2.01,0.00,2.43,23.90,USD
ORD0182,CUS0423,STR0718,EMP0467,MEM0423,mobile_app,delivery,out_for_delivery,2024-10-28 11:17:33,2024-10-28 12:06:33,66.44,5.48,3.99,0.00,75.92,USD
ORD0183,CUS0326,STR0190,EMP0706,MEM0326,delivery_partner,takeout,out_for_delivery,2026-07-17 20:51:21,2026-07-17 21:50:21,69.47,5.73,3.99,0.00,79.20,USD
ORD0184,CUS0102,STR0367,EMP0558,MEM0102,delivery_partner,delivery,completed,2025-02-26 23:15:28,2025-02-26 23:40:28,63.03,5.20,3.99,6.30,65.92,USD
ORD0185,CUS0688,STR0652,EMP0815,MEM0688,phone,takeout,placed,2025-02-15 15:47:14,2025-02-15 16:55:14,30.43,2.51,0.00,0.00,32.94,USD
ORD0186,CUS0843,STR0484,EMP0346,MEM0843,in_store,takeout,baking,2024-02-25 09:33:25,2024-02-25 09:55:25,76.96,6.35,0.00,3.85,79.46,USD
ORD0187,CUS0330,STR0441,EMP0761,MEM0330,web,delivery,baking,2024-09-10 14:27:29,2024-09-10 15:42:29,81.31,6.71,3.99,8.13,83.87,USD
ORD0188,CUS0739,STR0550,EMP0377,MEM0739,mobile_app,dine_in,completed,2026-04-08 02:27:51,2026-04-08 02:53:51,46.45,3.83,3.99,6.97,47.30,USD
ORD0189,CUS0232,STR0909,EMP0944,MEM0232,delivery_partner,takeout,placed,2026-06-10 23:32:41,2026-06-11 00:45:41,25.48,2.10,3.99,1.27,30.30,USD
ORD0190,CUS0733,STR0083,EMP0857,MEM0733,in_store,delivery,preparing,2025-04-09 12:17:29,2025-04-09 13:29:29,16.81,1.39,0.00,0.00,18.19,USD
ORD0191,CUS0673,STR0809,EMP0179,MEM0673,web,delivery,cancelled,2026-04-16 00:40:12,2026-04-16 01:42:12,26.43,2.18,3.99,3.96,28.63,USD
ORD0192,CUS0783,STR0952,EMP0320,MEM0783,in_store,takeout,baking,2024-04-27 02:11:48,2024-04-27 03:05:48,33.49,2.76,0.00,0.00,36.25,USD
ORD0193,CUS0448,STR0704,EMP0221,MEM0448,web,takeout,cancelled,2024-10-31 20:08:04,2024-10-31 21:10:04,81.14,6.69,3.99,0.00,91.82,USD
ORD0194,CUS0167,STR0494,EMP0012,MEM0167,in_store,dine_in,preparing,2024-12-19 07:55:26,2024-12-19 08:34:26,51.63,4.26,0.00,5.16,50.73,USD
ORD0195,CUS0327,STR0796,EMP0988,MEM0327,mobile_app,dine_in,baking,2025-04-06 06:22:57,2025-04-06 07:35:57,65.01,5.36,0.00,0.00,70.37,USD
ORD0196,CUS0065,STR1000,EMP0576,MEM0065,delivery_partner,takeout,cancelled,2024-03-06 13:41:28,2024-03-06 14:07:28,36.00,2.97,3.99,1.80,41.16,USD
ORD0197,CUS0499,STR0472,EMP0078,MEM0499,mobile_app,delivery,placed,2024-10-19 16:14:21,2024-10-19 17:29:21,57.27,4.72,0.00,5.73,56.26,USD
ORD0198,CUS0739,STR0585,EMP0020,MEM0739,web,delivery,cancelled,2026-02-17 13:07:17,2026-02-17 14:03:17,42.52,3.51,3.99,2.13,47.89,USD
ORD0199,CUS0382,STR0121,EMP0414,MEM0382,in_store,delivery,cancelled,2024-05-24 07:05:55,2024-05-24 07:35:55,26.74,2.21,0.00,0.00,28.94,USD
ORD0200,CUS0327,STR0495,EMP0641,MEM0327,in_store,delivery,preparing,2025-09-10 08:22:57,2025-09-10 08:44:57,12.94,1.07,0.00,1.94,12.06,USD
ORD0201,CUS0146,STR0540,EMP0352,MEM0146,mobile_app,takeout,baking,2024-02-10 11:26:01,2024-02-10 11:47:01,73.96,6.10,3.99,11.09,72.95,USD
ORD0202,CUS0025,STR0824,EMP0872,MEM0025,web,takeout,cancelled,2024-03-26 11:23:31,2024-03-26 12:26:31,33.91,2.80,0.00,1.70,35.01,USD
ORD0203,CUS0244,STR0043,EMP0159,MEM0244,mobile_app,dine_in,completed,2025-08-04 21:35:55,2025-08-04 21:56:55,85.95,7.09,3.99,4.30,92.73,USD
ORD0204,CUS0168,STR0117,EMP0218,MEM0168,delivery_partner,delivery,baking,2025-12-01 22:33:40,2025-12-01 23:37:40,57.44,4.74,3.99,5.74,60.42,USD
ORD0205,CUS0023,STR0329,EMP0658,MEM0023,in_store,takeout,out_for_delivery,2024-10-28 12:31:41,2024-10-28 13:36:41,18.22,1.50,0.00,0.00,19.73,USD
ORD0206,CUS0402,STR0720,EMP0157,MEM0402,mobile_app,delivery,completed,2024-02-15 04:25:07,2024-02-15 05:02:07,24.07,1.99,3.99,0.00,30.05,USD
ORD0207,CUS0532,STR0623,EMP0913,MEM0532,phone,takeout,cancelled,2024-10-27 14:40:25,2024-10-27 15:23:25,27.79,2.29,0.00,1.39,28.69,USD
ORD0208,CUS0431,STR0504,EMP0333,MEM0431,web,dine_in,ready_pickup,2026-01-09 13:06:33,2026-01-09 14:19:33,89.39,7.37,0.00,8.94,87.83,USD
ORD0209,CUS0191,STR0284,EMP0576,MEM0191,web,delivery,cancelled,2024-06-30 17:01:03,2024-06-30 17:53:03,51.97,4.29,0.00,7.79,48.46,USD
ORD0210,CUS0996,STR0564,EMP0448,MEM0996,mobile_app,takeout,out_for_delivery,2024-02-25 02:41:34,2024-02-25 03:34:34,39.23,3.24,3.99,0.00,46.46,USD
ORD0211,CUS0347,STR0693,EMP0795,MEM0347,web,delivery,ready_pickup,2025-11-13 06:40:59,2025-11-13 07:37:59,42.32,3.49,0.00,0.00,45.81,USD
ORD0212,CUS0184,STR0284,EMP0131,MEM0184,delivery_partner,delivery,out_for_delivery,2024-08-02 00:04:35,2024-08-02 01:03:35,29.06,2.40,0.00,4.36,27.10,USD
ORD0213,CUS0685,STR0573,EMP0503,MEM0685,mobile_app,dine_in,placed,2025-07-18 13:20:30,2025-07-18 14:00:30,38.09,3.14,0.00,3.81,37.42,USD
ORD0214,CUS0111,STR0089,EMP0070,MEM0111,mobile_app,takeout,out_for_delivery,2026-05-05 22:06:41,2026-05-05 22:44:41,54.14,4.47,0.00,8.12,50.48,USD
ORD0215,CUS0574,STR0924,EMP0797,MEM0574,mobile_app,dine_in,completed,2026-01-13 13:43:08,2026-01-13 14:40:08,46.39,3.83,3.99,2.32,51.89,USD
ORD0216,CUS0457,STR0675,EMP0450,MEM0457,phone,dine_in,placed,2024-04-30 11:45:57,2024-04-30 12:36:57,13.86,1.14,0.00,1.39,13.61,USD
ORD0217,CUS0499,STR0895,EMP0553,MEM0499,in_store,delivery,out_for_delivery,2026-06-02 12:06:53,2026-06-02 13:16:53,84.12,6.94,0.00,12.62,78.44,USD
ORD0218,CUS0535,STR0686,EMP0339,MEM0535,web,delivery,out_for_delivery,2025-08-16 18:42:01,2025-08-16 19:46:01,71.55,5.90,0.00,0.00,77.45,USD
ORD0219,CUS0032,STR0681,EMP0843,MEM0032,delivery_partner,dine_in,out_for_delivery,2025-05-19 06:45:02,2025-05-19 07:30:02,92.21,7.61,3.99,0.00,103.80,USD
ORD0220,CUS0215,STR0269,EMP0879,MEM0215,in_store,takeout,baking,2025-09-24 12:44:13,2025-09-24 13:53:13,54.22,4.47,0.00,2.71,55.98,USD
ORD0221,CUS0117,STR0355,EMP0693,MEM0117,phone,dine_in,placed,2024-12-27 20:18:09,2024-12-27 21:23:09,13.54,1.12,0.00,0.00,14.66,USD
ORD0222,CUS0534,STR0129,EMP0441,MEM0534,mobile_app,delivery,completed,2026-02-18 20:29:41,2026-02-18 21:21:41,62.25,5.14,3.99,9.34,62.04,USD
ORD0223,CUS0438,STR0323,EMP0803,MEM0438,web,dine_in,completed,2024-06-17 04:12:05,2024-06-17 05:03:05,45.99,3.79,3.99,0.00,53.78,USD
ORD0224,CUS0015,STR0820,EMP0038,MEM0015,phone,dine_in,ready_pickup,2025-06-27 22:35:22,2025-06-27 23:47:22,61.43,5.07,0.00,3.07,63.42,USD
ORD0225,CUS0705,STR0343,EMP0080,MEM0705,phone,delivery,completed,2025-07-28 11:23:13,2025-07-28 11:51:13,24.01,1.98,0.00,0.00,25.99,USD
ORD0226,CUS0270,STR0396,EMP0616,MEM0270,phone,takeout,baking,2025-08-04 09:51:36,2025-08-04 10:56:36,67.88,5.60,0.00,10.18,63.30,USD
ORD0227,CUS0498,STR0575,EMP0389,MEM0498,phone,delivery,cancelled,2025-12-04 00:22:04,2025-12-04 00:57:04,88.00,7.26,0.00,0.00,95.26,USD
ORD0228,CUS0143,STR0006,EMP0083,MEM0143,mobile_app,delivery,preparing,2024-10-06 19:17:34,2024-10-06 19:40:34,70.34,5.80,0.00,10.55,65.60,USD
ORD0229,CUS0062,STR0147,EMP0784,MEM0062,web,delivery,completed,2024-05-08 03:00:47,2024-05-08 03:36:47,60.27,4.97,0.00,9.04,56.20,USD
ORD0230,CUS0454,STR0998,EMP0298,MEM0454,web,delivery,cancelled,2025-05-04 17:42:47,2025-05-04 18:43:47,39.31,3.24,3.99,0.00,46.55,USD
ORD0231,CUS0222,STR0154,EMP0193,MEM0222,phone,dine_in,preparing,2026-05-20 21:16:29,2026-05-20 22:18:29,84.86,7.00,0.00,0.00,91.86,USD
ORD0232,CUS0724,STR0068,EMP0832,MEM0724,phone,delivery,cancelled,2026-05-04 09:54:07,2026-05-04 10:30:07,44.18,3.65,0.00,4.42,43.41,USD
ORD0233,CUS0639,STR0530,EMP0400,MEM0639,delivery_partner,delivery,baking,2025-01-22 02:07:41,2025-01-22 03:00:41,52.63,4.34,0.00,0.00,56.97,USD
ORD0234,CUS0833,STR0772,EMP0914,MEM0833,phone,takeout,preparing,2026-02-11 18:50:37,2026-02-11 19:42:37,58.25,4.81,0.00,2.91,60.15,USD
ORD0235,CUS0280,STR0776,EMP0195,MEM0280,phone,takeout,out_for_delivery,2025-06-04 14:05:43,2025-06-04 14:28:43,49.25,4.06,0.00,7.39,45.93,USD
ORD0236,CUS0641,STR0148,EMP0578,MEM0641,mobile_app,delivery,baking,2025-02-07 07:54:43,2025-02-07 08:53:43,81.89,6.76,3.99,0.00,92.64,USD
ORD0237,CUS0744,STR0030,EMP0305,MEM0744,mobile_app,takeout,placed,2026-07-24 08:22:15,2026-07-24 09:15:15,42.73,3.53,3.99,4.27,45.98,USD
ORD0238,CUS0204,STR0998,EMP0416,MEM0204,mobile_app,delivery,cancelled,2024-03-26 05:45:30,2024-03-26 06:26:30,20.79,1.72,3.99,0.00,26.50,USD
ORD0239,CUS0515,STR0918,EMP0275,MEM0515,delivery_partner,takeout,ready_pickup,2026-04-06 15:19:30,2026-04-06 16:03:30,56.14,4.63,0.00,0.00,60.78,USD
ORD0240,CUS0930,STR0982,EMP0287,MEM0930,phone,dine_in,placed,2025-01-12 01:38:21,2025-01-12 02:41:21,71.32,5.88,0.00,10.70,66.51,USD
ORD0241,CUS0952,STR0044,EMP0848,MEM0952,mobile_app,dine_in,preparing,2026-06-19 02:51:09,2026-06-19 03:48:09,34.60,2.85,0.00,3.46,33.99,USD
ORD0242,CUS0529,STR0095,EMP0350,MEM0529,phone,delivery,preparing,2024-05-04 13:56:03,2024-05-04 14:22:03,11.31,0.93,0.00,0.00,12.24,USD
ORD0243,CUS0142,STR0661,EMP0286,MEM0142,in_store,dine_in,baking,2026-02-28 04:30:39,2026-02-28 05:10:39,26.29,2.17,0.00,2.63,25.83,USD
ORD0244,CUS0298,STR0861,EMP0501,MEM0298,mobile_app,dine_in,completed,2024-06-17 09:01:34,2024-06-17 09:21:34,66.22,5.46,0.00,0.00,71.69,USD
ORD0245,CUS0785,STR0551,EMP0211,MEM0785,mobile_app,dine_in,out_for_delivery,2025-12-03 12:37:33,2025-12-03 13:07:33,40.35,3.33,3.99,0.00,47.66,USD
ORD0246,CUS0988,STR0743,EMP0522,MEM0988,mobile_app,delivery,placed,2025-10-31 17:32:54,2025-10-31 18:10:54,29.05,2.40,3.99,1.45,33.98,USD
ORD0247,CUS0246,STR0165,EMP0652,MEM0246,web,dine_in,out_for_delivery,2025-10-24 08:13:05,2025-10-24 08:37:05,84.62,6.98,0.00,0.00,91.60,USD
ORD0248,CUS0796,STR0064,EMP0955,MEM0796,phone,delivery,preparing,2024-11-20 18:55:33,2024-11-20 20:06:33,93.64,7.73,0.00,9.36,92.00,USD
ORD0249,CUS0363,STR0831,EMP0242,MEM0363,mobile_app,dine_in,preparing,2025-02-04 09:49:30,2025-02-04 10:56:30,70.23,5.79,3.99,3.51,76.50,USD
ORD0250,CUS0365,STR0562,EMP0907,MEM0365,phone,delivery,ready_pickup,2025-06-16 22:32:01,2025-06-16 23:09:01,14.71,1.21,0.00,0.74,15.19,USD
ORD0251,CUS0781,STR0350,EMP0096,MEM0781,mobile_app,dine_in,ready_pickup,2026-07-25 07:21:37,2026-07-25 08:24:37,55.46,4.58,0.00,0.00,60.04,USD
ORD0252,CUS0682,STR0901,EMP0514,MEM0682,web,delivery,preparing,2024-05-04 11:58:56,2024-05-04 12:51:56,90.88,7.50,0.00,9.09,89.29,USD
ORD0253,CUS0201,STR0754,EMP0123,MEM0201,phone,takeout,completed,2024-09-18 22:27:44,2024-09-18 22:54:44,9.82,0.81,0.00,0.98,9.65,USD
ORD0254,CUS0131,STR0946,EMP0925,MEM0131,in_store,dine_in,out_for_delivery,2025-05-27 17:37:23,2025-05-27 18:26:23,65.68,5.42,0.00,3.28,67.81,USD
ORD0255,CUS0511,STR0852,EMP0308,MEM0511,web,delivery,cancelled,2024-10-16 23:42:45,2024-10-17 00:54:45,30.07,2.48,3.99,0.00,36.54,USD
ORD0256,CUS0973,STR0481,EMP0860,MEM0973,delivery_partner,dine_in,completed,2025-05-21 13:40:52,2025-05-21 14:23:52,91.85,7.58,0.00,0.00,99.43,USD
ORD0257,CUS0828,STR0773,EMP0043,MEM0828,delivery_partner,dine_in,cancelled,2025-10-07 08:22:06,2025-10-07 09:01:06,80.54,6.64,0.00,12.08,75.11,USD
ORD0258,CUS0162,STR0397,EMP0586,MEM0162,delivery_partner,takeout,baking,2025-04-04 15:31:40,2025-04-04 16:18:40,71.09,5.87,3.99,0.00,80.95,USD
ORD0259,CUS0542,STR0294,EMP0820,MEM0542,phone,delivery,ready_pickup,2025-07-30 22:39:54,2025-07-30 22:59:54,69.66,5.75,0.00,0.00,75.41,USD
ORD0260,CUS0197,STR0878,EMP0195,MEM0197,web,delivery,ready_pickup,2025-06-22 03:06:53,2025-06-22 03:37:53,51.80,4.27,3.99,2.59,57.47,USD
ORD0261,CUS0712,STR0823,EMP0650,MEM0712,in_store,dine_in,baking,2026-01-05 23:00:09,2026-01-05 23:58:09,80.94,6.68,0.00,4.05,83.58,USD
ORD0262,CUS0159,STR0399,EMP0241,MEM0159,in_store,delivery,preparing,2025-04-20 05:09:35,2025-04-20 06:18:35,72.89,6.01,0.00,0.00,78.91,USD
ORD0263,CUS0450,STR0834,EMP0256,MEM0450,delivery_partner,takeout,cancelled,2024-09-09 13:41:38,2024-09-09 14:27:38,91.03,7.51,3.99,4.55,97.98,USD
ORD0264,CUS0957,STR0756,EMP0593,MEM0957,mobile_app,delivery,ready_pickup,2025-04-23 02:49:58,2025-04-23 03:48:58,11.64,0.96,3.99,0.00,16.59,USD
ORD0265,CUS0003,STR0746,EMP0764,MEM0003,mobile_app,delivery,ready_pickup,2024-07-01 02:04:39,2024-07-01 03:09:39,65.68,5.42,3.99,0.00,75.09,USD
ORD0266,CUS0246,STR0354,EMP0177,MEM0246,phone,dine_in,preparing,2025-10-05 12:48:37,2025-10-05 13:12:37,58.56,4.83,0.00,0.00,63.39,USD
ORD0267,CUS0883,STR0124,EMP0042,MEM0883,in_store,delivery,out_for_delivery,2026-03-01 16:31:18,2026-03-01 17:46:18,67.72,5.59,0.00,0.00,73.31,USD
ORD0268,CUS0144,STR0184,EMP0555,MEM0144,web,delivery,placed,2024-07-17 21:47:33,2024-07-17 22:22:33,28.51,2.35,3.99,0.00,34.86,USD
ORD0269,CUS0590,STR0736,EMP0032,MEM0590,in_store,takeout,out_for_delivery,2025-07-12 13:54:45,2025-07-12 14:41:45,54.03,4.46,0.00,5.40,53.09,USD
ORD0270,CUS0393,STR0073,EMP0482,MEM0393,in_store,delivery,placed,2025-11-25 16:47:35,2025-11-25 17:18:35,83.21,6.86,0.00,0.00,90.08,USD
ORD0271,CUS0270,STR0829,EMP0788,MEM0270,web,dine_in,cancelled,2025-12-24 21:45:35,2025-12-24 22:36:35,86.03,7.10,3.99,0.00,97.12,USD
ORD0272,CUS0197,STR0582,EMP0528,MEM0197,mobile_app,delivery,cancelled,2024-03-09 15:42:59,2024-03-09 16:42:59,44.43,3.67,0.00,2.22,45.87,USD
ORD0273,CUS0746,STR0515,EMP0125,MEM0746,mobile_app,takeout,out_for_delivery,2025-07-21 10:39:55,2025-07-21 11:00:55,75.76,6.25,0.00,0.00,82.01,USD
ORD0274,CUS0245,STR0850,EMP0016,MEM0245,phone,takeout,placed,2025-06-25 12:44:53,2025-06-25 13:56:53,67.92,5.60,0.00,0.00,73.52,USD
ORD0275,CUS0991,STR0975,EMP0712,MEM0991,mobile_app,delivery,preparing,2024-11-05 20:20:08,2024-11-05 21:02:08,76.26,6.29,3.99,11.44,75.10,USD
ORD0276,CUS0159,STR0865,EMP0762,MEM0159,mobile_app,takeout,placed,2025-03-04 03:04:55,2025-03-04 03:51:55,60.93,5.03,0.00,9.14,56.82,USD
ORD0277,CUS0919,STR0307,EMP0955,MEM0919,mobile_app,delivery,ready_pickup,2025-08-16 02:46:09,2025-08-16 03:52:09,40.96,3.38,0.00,6.14,38.20,USD
ORD0278,CUS0729,STR0261,EMP0518,MEM0729,in_store,takeout,ready_pickup,2025-10-01 22:35:42,2025-10-01 22:55:42,32.19,2.66,0.00,4.83,30.02,USD
ORD0279,CUS0018,STR0006,EMP0270,MEM0018,in_store,dine_in,cancelled,2024-01-22 07:49:16,2024-01-22 08:37:16,26.42,2.18,0.00,1.32,27.28,USD
ORD0280,CUS0523,STR0278,EMP0247,MEM0523,in_store,delivery,completed,2026-01-30 03:07:13,2026-01-30 04:18:13,9.50,0.78,0.00,0.48,9.81,USD
ORD0281,CUS0183,STR0196,EMP0556,MEM0183,web,delivery,preparing,2024-10-07 15:24:27,2024-10-07 15:58:27,81.70,6.74,3.99,12.25,80.17,USD
ORD0282,CUS0229,STR0493,EMP0892,MEM0229,phone,dine_in,cancelled,2025-10-26 10:17:57,2025-10-26 11:23:57,63.87,5.27,0.00,0.00,69.14,USD
ORD0283,CUS0241,STR0276,EMP0483,MEM0241,in_store,takeout,placed,2025-05-27 04:44:42,2025-05-27 05:29:42,37.78,3.12,0.00,0.00,40.90,USD
ORD0284,CUS0378,STR0473,EMP0037,MEM0378,mobile_app,dine_in,out_for_delivery,2026-04-17 15:26:09,2026-04-17 16:08:09,14.83,1.22,3.99,0.00,20.04,USD
ORD0285,CUS0613,STR0089,EMP0623,MEM0613,mobile_app,dine_in,ready_pickup,2024-07-09 18:09:20,2024-07-09 19:08:20,22.15,1.83,3.99,1.11,26.86,USD
ORD0286,CUS0221,STR0641,EMP0132,MEM0221,delivery_partner,takeout,baking,2024-11-16 12:28:33,2024-11-16 13:25:33,65.83,5.43,0.00,0.00,71.26,USD
ORD0287,CUS0658,STR0692,EMP0356,MEM0658,in_store,delivery,preparing,2025-08-27 11:40:42,2025-08-27 12:22:42,91.44,7.54,0.00,13.72,85.27,USD
ORD0288,CUS0693,STR0539,EMP0511,MEM0693,in_store,takeout,completed,2024-03-15 15:39:23,2024-03-15 16:28:23,51.79,4.27,0.00,0.00,56.07,USD
ORD0289,CUS0337,STR0101,EMP0565,MEM0337,delivery_partner,dine_in,placed,2024-11-25 15:33:43,2024-11-25 16:05:43,88.82,7.33,0.00,13.32,82.83,USD
ORD0290,CUS0503,STR0056,EMP0328,MEM0503,web,dine_in,baking,2026-04-15 07:35:25,2026-04-15 08:01:25,30.28,2.50,3.99,4.54,32.23,USD
ORD0291,CUS0684,STR0203,EMP0928,MEM0684,phone,delivery,placed,2026-04-21 19:03:17,2026-04-21 19:42:17,52.07,4.30,0.00,7.81,48.56,USD
ORD0292,CUS0874,STR0112,EMP0974,MEM0874,phone,takeout,baking,2026-05-03 10:10:07,2026-05-03 11:17:07,61.60,5.08,0.00,0.00,66.69,USD
ORD0293,CUS0287,STR0331,EMP0256,MEM0287,in_store,dine_in,placed,2025-12-05 22:19:56,2025-12-05 23:32:56,48.88,4.03,0.00,2.44,50.47,USD
ORD0294,CUS0892,STR0499,EMP0412,MEM0892,in_store,dine_in,placed,2024-02-29 09:17:36,2024-02-29 09:59:36,44.73,3.69,0.00,0.00,48.43,USD
ORD0295,CUS0302,STR0809,EMP0239,MEM0302,in_store,dine_in,out_for_delivery,2026-05-27 23:40:23,2026-05-28 00:40:23,23.99,1.98,0.00,2.40,23.57,USD
ORD0296,CUS0039,STR0547,EMP0480,MEM0039,phone,takeout,out_for_delivery,2024-08-30 08:25:32,2024-08-30 09:11:32,64.31,5.31,0.00,3.22,66.40,USD
ORD0297,CUS0870,STR0794,EMP0308,MEM0870,delivery_partner,dine_in,ready_pickup,2026-07-18 02:05:13,2026-07-18 02:57:13,73.21,6.04,3.99,0.00,83.24,USD
ORD0298,CUS0445,STR0632,EMP0087,MEM0445,delivery_partner,delivery,placed,2025-08-26 09:27:13,2025-08-26 10:42:13,92.36,7.62,0.00,0.00,99.98,USD
ORD0299,CUS0570,STR0192,EMP0018,MEM0570,phone,takeout,ready_pickup,2026-05-05 17:46:51,2026-05-05 18:26:51,83.13,6.86,0.00,12.47,77.52,USD
ORD0300,CUS0515,STR0442,EMP0505,MEM0515,web,takeout,preparing,2025-04-17 22:11:06,2025-04-17 22:45:06,56.90,4.69,0.00,5.69,55.91,USD
ORD0301,CUS0203,STR0708,EMP0886,MEM0203,in_store,dine_in,preparing,2025-08-09 15:17:41,2025-08-09 16:09:41,91.33,7.53,0.00,9.13,89.73,USD
ORD0302,CUS0645,STR0606,EMP0123,MEM0645,in_store,delivery,ready_pickup,2025-09-26 05:40:28,2025-09-26 06:30:28,52.89,4.36,0.00,2.64,54.61,USD
ORD0303,CUS0328,STR0663,EMP0282,MEM0328,mobile_app,delivery,ready_pickup,2025-09-05 11:13:56,2025-09-05 11:57:56,26.96,2.22,3.99,4.04,29.13,USD
