stock_id,store_id,product_id,quantity_on_hand,quantity_reserved,reorder_level,reorder_quantity,unit_cost,bin_location,last_counted_at,stock_status
STK0290,STR0849,PRD0290,162,15,30,62,8.53,B-20,2026-04-25 22:06:42,ok
STK0291,STR0047,PRD0291,49,0,40,67,8.33,F-16,2024-11-16 13:50:16,ok
STK0292,STR0770,PRD0292,21,1,19,42,6.68,F-19,2025-04-20 11:30:30,ok
STK0293,STR0532,PRD0293,90,1,23,52,6.52,C-17,2025-12-13 23:35:48,ok
STK0294,STR0971,PRD0294,141,6,14,22,9.35,A-19,2025-06-26 14:27:29,ok
STK0295,STR0708,PRD0295,167,8,17,17,5.48,C-02,2024-04-22 00:30:12,ok
STK0296,STR0567,PRD0296,25,12,25,29,4.05,F-02,2024-01-04 23:48:26,low
STK0297,STR0039,PRD0297,247,16,27,79,6.80,C-10,2024-06-18 21:37:47,ok
STK0298,STR0742,PRD0298,217,4,59,146,8.34,B-09,2026-02-25 21:35:17,ok
STK0299,STR0948,PRD0299,26,18,10,19,7.94,C-06,2025-05-09 20:04:08,ok
STK0300,STR0335,PRD0300,226,18,25,49,5.87,B-11,2025-07-15 08:23:43,ok
STK0301,STR0442,PRD0301,20,8,27,33,3.24,B-19,2026-04-22 09:55:08,low
STK0302,STR0457,PRD0302,15,1,14,33,8.66,B-05,2024-07-07 13:04:32,ok
STK0303,STR0342,PRD0303,37,8,47,60,8.23,F-14,2024-06-19 13:47:59,low
STK0304,STR0114,PRD0304,24,16,29,43,6.50,B-09,2024-02-29 00:41:22,low
STK0305,STR0614,PRD0305,103,10,57,153,4.14,B-14,2024-04-29 00:13:50,ok
STK0306,STR0135,PRD0306,31,13,34,72,6.68,A-02,2024-01-04 04:49:40,low
STK0307,STR0079,PRD0307,16,6,20,34,5.04,A-04,2025-10-14 10:00:40,low
STK0308,STR0466,PRD0308,148,10,34,81,9.40,F-15,2025-01-17 01:44:58,ok
STK0309,STR0192,PRD0309,56,20,45,69,7.06,F-17,2025-04-22 21:51:29,ok
STK0310,STR0102,PRD0310,75,9,25,43,4.01,F-06,2024-09-29 12:31:17,ok
STK0311,STR0822,PRD0311,129,15,11,19,3.35,A-11,2024-11-06 13:52:34,ok
STK0312,STR0525,PRD0312,172,18,56,155,7.05,A-11,2025-07-24 18:43:56,ok
STK0313,STR0008,PRD0313,157,8,58,78,5.38,A-14,2026-04-24 11:26:06,ok
STK0314,STR0237,PRD0314,101,10,19,47,3.16,F-06,2024-05-13 14:16:27,ok
STK0315,STR0027,PRD0315,179,15,42,65,7.19,F-10,2024-07-09 08:08:37,ok
STK0316,STR0977,PRD0316,12,9,33,43,4.65,C-15,2026-06-08 18:54:05,low
STK0317,STR0522,PRD0317,191,2,57,104,9.36,C-11,2024-05-21 19:33:10,ok
STK0318,STR0566,PRD0318,79,11,47,138,5.96,C-06,2025-10-21 06:25:00,ok
STK0319,STR0263,PRD0319,63,10,50,67,4.74,B-04,2026-01-22 01:36:45,ok
STK0320,STR0204,PRD0320,32,9,45,63,8.87,C-17,2026-01-15 06:44:53,low
STK0321,STR0949,PRD0321,164,5,52,124,4.73,A-06,2024-02-05 06:39:55,ok
STK0322,STR0913,PRD0322,39,2,49,131,4.19,F-06,2025-08-19 19:00:44,low
STK0323,STR0322,PRD0323,198,20,16,31,6.49,C-05,2024-02-21 05:03:27,ok
STK0324,STR0320,PRD0324,160,15,31,64,6.88,A-08,2024-06-15 01:40:30,ok
STK0325,STR0298,PRD0325,92,12,58,75,4.46,C-08,2024-04-04 09:43:47,ok
STK0326,STR0224,PRD0326,15,8,18,22,7.71,B-01,2024-01-24 22:59:47,low
STK0327,STR0119,PRD0327,28,2,23,41,4.30,F-10,2025-04-22 21:50:24,ok
STK0328,STR0190,PRD0328,21,7,28,57,8.82,F-17,2024-02-13 11:57:42,low
STK0329,STR0988,PRD0329,217,10,33,50,4.49,B-16,2026-01-07 01:34:50,ok
STK0330,STR0025,PRD0330,241,4,52,106,2.65,A-10,2026-05-25 11:42:19,ok
STK0331,STR0478,PRD0331,102,20,49,109,6.94,F-06,2025-06-30 10:14:41,ok
STK0332,STR0413,PRD0332,171,13,47,129,4.24,C-03,2024-04-09 04:36:38,ok
STK0333,STR0217,PRD0333,89,14,10,23,4.76,C-20,2025-08-14 03:03:47,ok
STK0334,STR0463,PRD0334,42,14,54,144,8.12,F-07,2024-12-04 14:54:54,low
STK0335,STR0579,PRD0335,105,0,42,47,6.35,F-04,2024-06-13 22:27:48,ok
STK0336,STR0631,PRD0336,221,15,28,48,9.24,A-12,2024-10-13 04:32:36,ok
STK0337,STR0132,PRD0337,11,1,16,25,5.36,F-01,2025-03-14 08:01:33,low
STK0338,STR0146,PRD0338,32,11,54,126,8.42,B-08,2024-08-03 04:22:22,low
STK0339,STR0216,PRD0339,195,2,45,83,3.22,B-07,2024-06-22 20:46:32,ok
STK0340,STR0417,PRD0340,229,13,14,26,3.04,F-10,2025-04-22 20:33:16,ok
STK0341,STR0934,PRD0341,224,18,36,98,7.14,A-16,2024-06-27 03:56:37,ok
STK0342,STR0115,PRD0342,154,18,43,85,8.71,A-04,2024-07-02 04:19:21,ok
STK0343,STR0379,PRD0343,126,14,44,60,7.02,B-19,2024-04-03 14:02:03,ok
STK0344,STR0936,PRD0344,50,3,41,82,4.68,C-17,2025-09-14 17:19:04,ok
STK0345,STR0011,PRD0345,46,9,35,51,5.80,B-13,2024-10-03 10:54:15,ok
STK0346,STR0742,PRD0346,215,10,29,80,9.21,C-13,2026-06-21 12:14:47,ok
STK0347,STR0872,PRD0347,52,2,38,73,5.49,F-18,2026-02-11 04:28:26,ok
STK0348,STR0355,PRD0348,221,16,11,32,7.82,A-12,2025-12-15 04:11:55,ok
STK0349,STR0643,PRD0349,16,15,14,30,3.87,C-10,2025-03-09 21:21:26,ok
STK0350,STR0051,PRD0350,15,15,19,35,8.45,C-06,2025-03-05 08:48:13,low
STK0351,STR0315,PRD0351,239,14,24,62,7.04,B-13,2025-08-28 18:12:15,ok
STK0352,STR0439,PRD0352,244,9,13,22,5.72,F-15,2024-06-30 15:55:32,ok
STK0353,STR0123,PRD0353,137,2,43,95,3.53,A-17,2024-09-19 13:10:15,ok
STK0354,STR0758,PRD0354,125,14,55,137,4.31,B-10,2025-11-23 05:44:12,ok
STK0355,STR0475,PRD0355,73,13,47,103,6.26,C-12,2024-07-14 04:15:53,ok
STK0356,STR0474,PRD0356,229,7,25,66,5.84,A-17,2026-03-19 01:53:50,ok
STK0357,STR0108,PRD0357,81,15,36,77,4.46,C-04,2024-11-28 04:26:11,ok
STK0358,STR0811,PRD0358,85,20,27,76,4.22,C-11,2025-11-12 00:45:06,ok
STK0359,STR0612,PRD0359,116,0,50,142,4.35,F-20,2024-04-05 03:17:37,ok
STK0360,STR0488,PRD0360,228,20,38,45,8.38,C-12,2025-06-08 10:49:31,ok
STK0361,STR0992,PRD0361,53,0,11,13,8.01,F-07,2024-06-10 16:55:57,ok
STK0362,STR0795,PRD0362,237,3,26,35,5.76,F-06,2025-06-30 06:41:57,ok
STK0363,STR0602,PRD0363,44,20,16,27,5.45,C-13,2025-11-26 23:06:42,ok
STK0364,STR0708,PRD0364,32,1,26,49,3.03,C-11,2024-09-09 21:31:50,ok
STK0365,STR0335,PRD0365,217,15,16,46,7.00,C-18,2025-07-06 03:28:21,ok
STK0366,STR0442,PRD0366,82,20,19,44,5.00,C-05,2025-02-23 05:42:14,ok
STK0367,STR0222,PRD0367,112,4,29,61,6.18,B-05,2024-02-07 02:31:07,ok
STK0368,STR0190,PRD0368,32,8,13,15,9.18,A-14,2025-03-30 19:48:59,ok
STK0369,STR0927,PRD0369,146,1,35,93,4.32,B-13,2025-06-13 05:05:29,ok
STK0370,STR0161,PRD0370,182,3,13,36,6.59,C-17,2025-12-17 23:34:00,ok
STK0371,STR0430,PRD0371,12,6,49,106,9.46,B-15,2024-09-21 19:01:52,low
STK0372,STR0383,PRD0372,8,3,13,18,8.01,A-19,2025-06-16 08:15:34,low
STK0373,STR0400,PRD0373,184,6,49,71,5.48,A-12,2024-01-02 23:53:04,ok
STK0374,STR0433,PRD0374,186,1,32,82,7.63,F-04,2025-06-05 23:46:00,ok
STK0375,STR0938,PRD0375,138,8,43,77,5.08,C-05,2024-12-04 02:02:06,ok
STK0376,STR0407,PRD0376,64,8,47,56,7.53,A-01,2024-02-21 23:31:49,ok
STK0377,STR0814,PRD0377,227,5,53,57,8.86,F-16,2025-09-19 18:54:14,ok
STK0378,STR0765,PRD0378,8,0,29,79,8.90,F-05,2025-01-15 20:30:47,low
STK0379,STR0969,PRD0379,47,11,16,23,2.73,F-11,2024-07-12 21:45:27,ok
STK0380,STR0617,PRD0380,96,18,40,62,5.68,F-01,2025-06-08 08:20:06,ok
STK0381,STR0536,PRD0381,110,7,32,42,2.52,C-07,2025-02-24 12:20:08,ok
STK0382,STR0921,PRD0382,45,1,21,52,5.87,A-10,2024-12-03 09:54:49,ok
STK0383,STR0081,PRD0383,202,1,53,111,8.98,F-06,2024-09-15 03:47:18,ok
STK0384,STR0147,PRD0384,143,8,39,115,3.03,C-17,2026-05-30 05:20:30,ok
STK0385,STR0198,PRD0385,187,15,35,72,8.80,B-18,2025-09-09 20:05:38,ok
STK0386,STR0034,PRD0386,21,12,41,123,9.05,F-17,2025-11-30 17:20:49,low
STK0387,STR0979,PRD0387,54,16,42,49,6.72,A-04,2024-04-09 08:23:56,ok
STK0388,STR0826,PRD0388,52,20,12,23,8.92,B-19,2024-08-21 23:04:27,ok
STK0389,STR0968,PRD0389,53,7,43,89,5.73,B-05,2024-11-23 03:18:39,ok
STK0390,STR0477,PRD0390,126,1,31,48,6.23,C-17,2024-02-16 21:27:49,ok
STK0391,STR0408,PRD0391,167,20,25,36,9.22,C-09,2026-05-05 03:09:33,ok
STK0392,STR0698,PRD0392,156,17,35,67,9.37,F-02,2025-03-09 08:10:41,ok
STK0393,STR0865,PRD0393,28,5,55,108,9.35,A-13,2025-07-23 13:29:53,low
STK0394,STR0333,PRD0394,161,4,29,58,4.70,B-07,2026-07-02 17:19:42,ok
STK0395,STR0585,PRD0395,120,4,13,16,3.88,C-13,2024-04-30 13:39:19,ok
STK0396,STR0760,PRD0396,98,1,49,88,4.06,F-13,2024-04-23 12:26:01,ok
STK0397,STR0052,PRD0397,38,13,49,133,8.76,C-09,2025-04-01 15:56:40,low
STK0398,STR0085,PRD0398,150,1,57,153,5.70,C-07,2026-01-30 09:44:28,ok
STK0399,STR0477,PRD0399,221,5,12,31,3.34,F-15,2024-02-21 09:56:29,ok
STK0400,STR0339,PRD0400,2,1,23,49,8.50,B-08,2025-12-02 02:21:41,low
STK0401,STR0838,PRD0401,47,8,58,108,8.92,C-11,2025-09-09 09:33:26,low
STK0402,STR0010,PRD0402,75,11,44,55,3.15,A-19,2026-07-10 18:43:23,ok
STK0403,STR0033,PRD0403,233,10,35,85,5.33,B-06,2024-10-16 11:37:58,ok
STK0404,STR0690,PRD0404,103,19,41,50,9.00,A-03,2026-02-02 16:09:55,ok
STK0405,STR0521,PRD0405,86,5,17,39,6.20,B-15,2024-10-04 16:40:49,ok
STK0406,STR0816,PRD0406,247,2,47,98,4.92,C-05,2024-08-14 21:04:22,ok
STK0407,STR0134,PRD0407,225,4,48,92,7.42,B-18,2025-02-03 22:52:02,ok
STK0408,STR0073,PRD0408,141,10,38,99,4.88,F-03,2026-01-31 11:00:32,ok
STK0409,STR0415,PRD0409,95,15,53,73,3.51,B-09,2025-07-19 20:24:17,ok
STK0410,STR0861,PRD0410,133,7,43,98,8.69,F-01,2026-02-15 12:20:39,ok
STK0411,STR0600,PRD0411,143,7,23,65,8.14,C-02,2026-03-09 10:58:01,ok
STK0412,STR0206,PRD0412,187,15,22,54,5.43,B-13,2024-06-23 22:01:26,ok
STK0413,STR0361,PRD0413,213,18,50,73,9.26,F-14,2026-03-22 22:17:13,ok
STK0414,STR0416,PRD0414,97,16,51,54,5.24,A-16,2026-07-04 01:35:45,ok
STK0415,STR0379,PRD0415,106,7,31,34,5.52,A-02,2024-10-16 22:04:54,ok
STK0416,STR0832,PRD0416,36,11,41,42,4.93,B-14,2024-01-25 19:26:43,low
STK0417,STR0288,PRD0417,120,19,10,14,7.11,A-08,2024-12-11 09:04:49,ok
STK0418,STR0464,PRD0418,205,8,15,19,8.10,A-07,2026-01-03 23:33:28,ok
STK0419,STR0296,PRD0419,115,15,21,57,4.44,B-19,2024-09-29 20:17:10,ok
STK0420,STR0647,PRD0420,36,13,53,145,2.62,C-19,2025-05-24 10:35:57,low
STK0421,STR0267,PRD0421,40,13,41,57,3.68,B-08,2025-09-06 06:52:48,low
STK0422,STR0749,PRD0422,146,6,42,60,8.16,C-01,2026-01-02 12:25:04,ok
STK0423,STR0179,PRD0423,204,2,42,120,5.01,C-20,2026-02-19 16:39:45,ok
STK0424,STR0108,PRD0424,161,13,52,61,3.38,A-19,2026-02-25 15:16:58,ok
STK0425,STR0839,PRD0425,192,19,11,28,7.74,A-09,2024-01-31 11:46:06,ok
STK0426,STR0640,PRD0426,53,12,24,70,7.92,B-15,2024-08-16 01:20:52,ok
STK0427,STR0276,PRD0427,199,10,29,82,8.81,B-06,2026-01-22 01:14:53,ok
STK0428,STR0369,PRD0428,154,4,26,50,2.79,F-08,2024-07-27 06:17:59,ok
STK0429,STR0707,PRD0429,180,15,55,77,8.85,B-05,2024-06-07 15:25:51,ok
STK0430,STR0820,PRD0430,80,7,32,50,8.11,C-02,2024-05-29 23:36:52,ok
STK0431,STR0402,PRD0431,158,6,47,70,3.53,F-09,2025-07-15 21:22:53,ok
STK0432,STR0099,PRD0432,21,12,55,98,6.70,A-14,2024-01-07 21:07:37,low
STK0433,STR0560,PRD0433,102,9,21,58,3.11,C-04,2024-12-15 10:50:29,ok
STK0434,STR0205,PRD0434,148,13,37,37,4.76,C-15,2025-05-18 04:40:48,ok
STK0435,STR0865,PRD0435,38,18,51,102,4.84,F-10,2026-01-14 06:46:48,low
STK0436,STR0068,PRD0436,249,2,53,118,4.67,A-07,2024-07-28 10:32:21,ok
STK0437,STR0675,PRD0437,0,0,39,63,8.89,A-19,2024-05-15 21:34:46,out_of_stock
STK0438,STR0551,PRD0438,67,10,35,81,5.27,A-14,2024-12-03 21:59:15,ok
STK0439,STR0444,PRD0439,148,16,54,97,3.71,A-13,2025-12-13 00:11:47,ok
STK0440,STR0904,PRD0440,188,20,36,82,7.91,C-20,2026-06-21 01:10:45,ok
STK0441,STR0078,PRD0441,241,12,48,100,7.08,F-13,2024-04-05 18:43:33,ok
STK0442,STR0759,PRD0442,47,6,18,42,2.56,C-10,2026-06-08 01:27:48,ok
STK0443,STR0727,PRD0443,146,11,60,147,7.73,A-10,2024-12-30 14:39:49,ok
STK0444,STR0462,PRD0444,170,8,10,16,4.78,C-05,2025-04-06 07:56:04,ok
STK0445,STR0622,PRD0445,26,4,36,91,6.81,B-04,2026-02-12 02:19:54,low
STK0446,STR0480,PRD0446,120,8,58,148,3.45,C-05,2024-10-08 16:08:08,ok
STK0447,STR0149,PRD0447,25,9,21,29,6.70,A-19,2026-01-15 07:47:28,ok
STK0448,STR0197,PRD0448,249,2,42,115,8.12,A-08,2025-02-04 03:35:04,ok
STK0449,STR0455,PRD0449,52,14,16,36,6.40,A-02,2024-10-01 18:14:38,ok
STK0450,STR0606,PRD0450,237,17,33,63,8.90,C-01,2026-02-25 13:23:55,ok
STK0451,STR0754,PRD0451,52,5,25,55,6.99,A-01,2025-04-08 21:55:57,ok
STK0452,STR0322,PRD0452,53,10,57,68,3.08,B-11,2025-10-24 20:41:12,low
STK0453,STR0750,PRD0453,51,9,53,81,5.88,A-15,2024-05-01 06:24:38,low
STK0454,STR0620,PRD0454,172,2,50,98,8.05,B-07,2025-06-25 07:12:26,ok
STK0455,STR0268,PRD0455,114,2,50,139,6.84,C-09,2024-11-24 09:14:55,ok
STK0456,STR0249,PRD0456,239,20,50,114,5.58,B-11,2025-04-15 13:13:47,ok
STK0457,STR0111,PRD0457,124,17,36,54,5.03,B-02,2025-09-10 16:44:42,ok
STK0458,STR0946,PRD0458,138,18,18,34,9.39,C-18,2024-03-05 21:16:44,ok
STK0459,STR0178,PRD0459,237,9,42,86,3.72,F-04,2026-05-15 01:38:54,ok
STK0460,STR0428,PRD0460,146,3,53,149,9.13,A-14,2024-09-30 17:34:36,ok
STK0461,STR0379,PRD0461,241,19,28,66,5.75,B-04,2025-04-15 03:41:07,ok
STK0462,STR0330,PRD0462,63,13,56,99,5.74,A-07,2024-12-03 09:46:42,ok
STK0463,STR0943,PRD0463,132,3,37,65,7.36,F-15,2025-03-28 01:19:31,ok
STK0464,STR0870,PRD0464,98,13,15,18,4.28,F-01,2025-05-10 10:38:42,ok
STK0465,STR0280,PRD0465,61,14,24,67,5.25,A-16,2025-01-03 09:14:13,ok
STK0466,STR0392,PRD0466,120,4,15,30,8.52,C-16,2024-01-07 15:24:44,ok
STK0467,STR0428,PRD0467,155,11,58,88,4.61,A-06,2024-06-17 03:10:31,ok
STK0468,STR0465,PRD0468,202,19,43,81,8.01,A-13,2025-12-02 00:24:39,ok
STK0469,STR0144,PRD0469,152,14,37,55,4.17,A-09,2024-05-18 16:52:40,ok
STK0470,STR0568,PRD0470,110,19,20,32,4.26,A-20,2024-06-13 13:18:02,ok
STK0471,STR0661,PRD0471,96,17,38,95,5.92,C-18,2025-08-21 14:33:52,ok
STK0472,STR0707,PRD0472,66,8,41,42,6.50,A-20,2024-08-11 18:00:47,ok
STK0473,STR0654,PRD0473,93,7,32,47,2.76,F-11,2025-05-22 01:45:53,ok
STK0474,STR0819,PRD0474,0,0,26,32,5.72,F-04,2025-04-03 12:54:36,out_of_stock
STK0475,STR0723,PRD0475,59,8,44,50,9.08,B-20,2025-12-25 07:52:38,ok
STK0476,STR0129,PRD0476,216,15,34,77,3.75,C-12,2025-11-14 20:39:21,ok
STK0477,STR0429,PRD0477,209,20,47,54,6.55,C-03,2025-02-05 02:53:15,ok
STK0478,STR0133,PRD0478,91,1,52,130,7.24,C-13,2024-11-01 18:34:16,ok
STK0479,STR0419,PRD0479,173,1,56,83,7.42,C-11,2024-09-06 14:31:18,ok
STK0480,STR0520,PRD0480,193,5,43,67,6.27,A-07,2024-08-19 03:03:05,ok
STK0481,STR0633,PRD0481,158,15,37,102,6.78,B-10,2024-11-11 04:11:36,ok
STK0482,STR0956,PRD0482,91,11,44,123,6.95,A-20,2025-12-20 22:54:11,ok
STK0483,STR0904,PRD0483,198,13,39,70,7.49,C-17,2025-08-31 23:40:53,ok
STK0484,STR0721,PRD0484,205,18,52,70,9.24,B-11,2025-02-23 09:38:17,ok
STK0485,STR0233,PRD0485,124,13,54,79,7.92,F-13,2024-10-01 17:26:37,ok
STK0486,STR0515,PRD0486,127,2,16,45,3.72,A-14,2025-07-30 12:41:25,ok
STK0487,STR0882,PRD0487,54,10,50,126,8.17,C-12,2024-10-30 16:16:09,ok
STK0488,STR0621,PRD0488,68,1,33,87,9.07,C-17,2024-07-18 21:34:59,ok
STK0489,STR0622,PRD0489,67,13,44,74,4.35,A-20,2026-06-10 14:25:38,ok
STK0490,STR0749,PRD0490,118,4,55,121,6.60,C-11,2025-03-06 04:39:52,ok
STK0491,STR0125,PRD0491,114,6,47,136,9.34,C-08,2024-05-12 14:38:23,ok
STK0492,STR0320,PRD0492,229,3,46,79,7.40,B-03,2025-07-07 16:57:30,ok
STK0493,STR0259,PRD0493,79,1,56,130,3.18,F-15,2025-08-28 04:59:35,ok
STK0494,STR0151,PRD0494,79,17,19,42,5.17,F-09,2024-02-21 14:06:37,ok
STK0495,STR0317,PRD0495,5,2,59,79,3.94,F-15,2024-01-31 23:43:00,low
STK0496,STR0206,PRD0496,94,14,26,53,6.09,F-08,2024-03-18 23:50:29,ok
STK0497,STR0988,PRD0497,115,14,60,133,5.17,F-11,2024-04-29 19:43:12,ok
STK0498,STR0684,PRD0498,165,18,10,10,4.20,F-12,2024-06-02 06:46:00,ok
STK0499,STR0637,PRD0499,217,0,28,59,6.29,B-08,2025-03-12 01:25:57,ok
STK0500,STR0974,PRD0500,206,3,36,82,5.78,A-09,2024-07-03 04:09:59,ok
STK0501,STR0730,PRD0501,189,15,14,15,9.30,B-19,2024-08-23 18:00:59,ok
STK0502,STR0143,PRD0502,13,2,47,87,5.45,A-07,2024-02-14 10:04:54,low
STK0503,STR0005,PRD0503,45,11,47,52,2.79,A-03,2025-04-17 08:21:47,low
STK0504,STR0452,PRD0504,65,14,53,75,5.23,A-12,2025-07-29 07:58:11,ok
STK0505,STR0330,PRD0505,32,15,25,57,7.08,B-20,2024-02-13 16:43:32,ok
STK0506,STR0259,PRD0506,156,11,41,102,6.79,C-11,2025-08-08 14:00:55,ok
STK0507,STR0951,PRD0507,139,9,28,36,7.99,F-08,2024-10-31 03:45:36,ok
STK0508,STR0216,PRD0508,210,20,25,60,4.59,C-14,2025-06-16 14:54:20,ok
STK0509,STR0068,PRD0509,146,6,12,34,6.37,C-18,2024-11-06 18:12:44,ok
STK0510,STR0811,PRD0510,13,2,45,82,3.50,A-07,2024-03-05 05:54:25,low
STK0511,STR0121,PRD0511,108,1,60,111,2.97,C-09,2026-06-22 21:40:57,ok
STK0512,STR0043,PRD0512,51,20,33,64,8.07,C-04,2026-01-24 06:12:37,ok
STK0513,STR0700,PRD0513,123,20,57,81,8.05,B-10,2024-12-29 09:48:29,ok
STK0514,STR0958,PRD0514,192,20,55,60,6.32,F-04,2026-04-30 03:25:57,ok
STK0515,STR0737,PRD0515,209,3,19,53,5.03,B-03,2025-08-18 03:46:00,ok
STK0516,STR0687,PRD0516,4,1,37,109,5.14,B-08,2024-04-14 11:00:26,low
STK0517,STR0541,PRD0517,237,14,34,100,2.83,A-03,2024-02-12 16:49:02,ok
STK0518,STR0558,PRD0518,205,4,13,20,6.50,B-13,2026-06-15 23:11:16,ok
STK0519,STR0697,PRD0519,122,4,10,21,8.16,F-20,2025-05-06 22:38:02,ok
STK0520,STR0246,PRD0520,200,13,32,71,7.39,C-03,2024-04-18 07:27:24,ok
STK0521,STR0621,PRD0521,167,6,53,97,3.41,C-15,2024-10-14 10:27:55,ok
STK0522,STR0536,PRD0522,100,18,25,61,8.16,F-06,2025-04-20 22:39:15,ok
STK0523,STR0827,PRD0523,4,1,52,81,6.41,C-20,2024-08-11 20:38:41,low
STK0524,STR0059,PRD0524,57,15,14,34,8.56,C-20,2024-04-27 07:30:15,ok
STK0525,STR0268,PRD0525,82,19,10,11,9.09,A-07,2025-07-21 16:16:16,ok
STK0526,STR0786,PRD0526,122,16,18,42,7.82,B-20,2025-06-12 11:47:14,ok
STK0527,STR0242,PRD0527,147,2,50,53,8.89,F-16,2024-12-18 03:47:45,ok
STK0528,STR0226,PRD0528,54,5,43,99,6.30,F-11,2024-12-02 11:59:03,ok
STK0529,STR0971,PRD0529,194,17,28,70,6.29,A-06,2025-04-11 06:52:34,ok
STK0530,STR0591,PRD0530,99,16,35,56,2.86,B-18,2025-07-16 23:32:36,ok
STK0531,STR0561,PRD0531,88,10,56,150,8.32,B-01,2024-04-24 09:32:03,ok
STK0532,STR0002,PRD0532,174,20,17,40,8.67,C-10,2025-04-24 01:34:16,ok
STK0533,STR0564,PRD0533,217,15,29,67,3.66,B-01,2025-11-25 01:49:55,ok
STK0534,STR0278,PRD0534,14,1,33,92,6.56,A-07,2024-07-28 12:46:09,low
STK0535,STR0175,PRD0535,26,20,56,113,2.58,F-11,2024-03-26 05:32:56,low
STK0536,STR0138,PRD0536,88,8,59,154,6.14,B-19,2024-04-25 23:19:27,ok
STK0537,STR0027,PRD0537,246,5,23,23,5.57,C-04,2024-03-22 11:32:43,ok
STK0538,STR0236,PRD0538,163,4,41,106,4.06,A-02,2024-08-21 15:08:55,ok
STK0539,STR0931,PRD0539,192,14,48,70,2.89,C-15,2025-05-22 21:27:09,ok
STK0540,STR0366,PRD0540,226,4,17,44,3.81,B-15,2024-03-28 01:49:16,ok
STK0541,STR0660,PRD0541,14,12,41,118,3.65,F-07,2024-11-19 05:08:28,low
STK0542,STR0719,PRD0542,5,1,60,80,4.46,C-04,2025-12-26 17:31:23,low
STK0543,STR0397,PRD0543,109,17,37,59,9.39,A-06,2026-01-30 03:02:10,ok
STK0544,STR0293,PRD0544,106,3,20,33,3.84,B-10,2025-07-20 10:37:17,ok
STK0545,STR0591,PRD0545,227,11,55,126,6.04,B-20,2025-07-25 06:22:26,ok
STK0546,STR0986,PRD0546,101,12,32,52,8.70,A-19,2024-09-23 02:58:47,ok
STK0547,STR0613,PRD0547,239,10,56,164,3.32,A-19,2026-05-30 20:35:48,ok
STK0548,STR0312,PRD0548,223,2,29,77,9.24,C-16,2025-07-20 12:47:00,ok
STK0549,STR0941,PRD0549,53,14,58,112,7.82,B-15,2026-05-13 11:48:14,low
STK0550,STR0929,PRD0550,181,11,21,47,8.52,C-17,2025-07-04 02:07:07,ok
STK0551,STR0557,PRD0551,109,15,29,56,7.25,F-19,2025-07-10 15:00:36,ok
STK0552,STR0921,PRD0552,169,15,30,61,8.92,A-11,2024-07-02 00:52:28,ok
STK0553,STR0575,PRD0553,104,1,33,83,8.96,F-20,2026-06-21 23:52:03,ok
STK0554,STR0424,PRD0554,236,10,27,31,8.94,A-12,2026-06-29 11:50:46,ok
STK0555,STR0657,PRD0555,1,0,30,85,8.14,C-14,2026-02-20 20:09:47,low
STK0556,STR0468,PRD0556,0,0,29,56,5.25,C-13,2026-02-15 07:25:28,out_of_stock
STK0557,STR0633,PRD0557,91,17,12,13,2.53,C-13,2025-09-24 22:42:38,ok
STK0558,STR0860,PRD0558,1,1,54,82,3.55,B-17,2025-07-31 02:20:39,low
STK0559,STR0033,PRD0559,183,3,28,54,5.03,B-15,2025-05-28 08:13:53,ok
STK0560,STR0001,PRD0560,219,20,50,70,3.46,A-20,2024-09-02 15:00:09,ok
STK0561,STR0185,PRD0561,85,3,21,32,3.42,B-18,2024-01-20 18:16:48,ok
STK0562,STR0179,PRD0562,148,9,53,86,5.63,F-05,2026-02-04 13:48:30,ok
STK0563,STR0388,PRD0563,62,3,30,86,6.24,C-17,2025-12-22 04:29:54,ok
STK0564,STR0270,PRD0564,151,20,40,51,6.51,C-04,2024-07-23 16:40:42,ok
STK0565,STR0690,PRD0565,152,8,31,54,6.24,B-18,2025-05-01 18:59:19,ok
STK0566,STR0229,PRD0566,229,7,50,92,9.34,C-19,2026-07-25 23:24:38,ok
STK0567,STR0699,PRD0567,157,2,58,113,7.43,C-08,2025-06-25 05:00:04,ok
STK0568,STR0945,PRD0568,195,20,51,127,5.53,C-05,2024-07-26 16:08:14,ok
STK0569,STR0564,PRD0569,183,20,40,81,6.50,A-05,2024-01-12 05:30:40,ok
STK0570,STR0586,PRD0570,177,2,12,29,4.09,A-16,2025-04-14 08:42:19,ok
STK0571,STR0773,PRD0571,147,7,39,47,6.60,A-03,2025-03-22 09:00:41,ok
STK0572,STR0916,PRD0572,155,7,37,63,8.17,F-01,2026-05-27 07:14:39,ok
STK0573,STR0556,PRD0573,156,3,55,61,6.71,C-01,2025-03-14 03:31:48,ok
STK0574,STR0689,PRD0574,192,19,30,78,9.46,F-04,2025-12-03 22:22:28,ok
STK0575,STR0922,PRD0575,166,1,27,28,5.38,C-20,2026-02-01 16:33:15,ok
STK0576,STR0376,PRD0576,198,6,43,76,3.74,C-12,2026-07-22 01:41:12,ok
STK0577,STR0754,PRD0577,69,2,20,21,3.70,C-06,2024-01-27 06:27:19,ok
STK0578,STR0693,PRD0578,130,2,28,84,6.86,B-18,2025-09-24 16:30:59,ok
STK0579,STR0329,PRD0579,69,1,46,105,3.27,F-06,2025-05-19 07:41:04,ok
