account_txn_id,order_id,customer_id,store_id,account_type,payment_method,txn_status,amount,currency,auth_code,txn_ts,settlement_date,reference_no
ACC0196,ORD0196,CUS0065,STR1000,inventory,cash,voided,41.16,USD,820990,2024-03-06 13:41:28,2024-03-06,REF00000196
ACC0197,ORD0197,CUS0499,STR0472,inventory,visa,captured,56.26,USD,519530,2024-10-19 16:14:21,2024-10-19,REF00000197
ACC0198,ORD0198,CUS0739,STR0585,inventory,mastercard,voided,47.89,USD,744204,2026-02-17 13:07:17,2026-02-17,REF00000198
ACC0199,ORD0199,CUS0382,STR0121,receivable,apple_pay,voided,28.94,USD,298302,2024-05-24 07:05:55,2024-05-24,REF00000199
ACC0200,ORD0200,CUS0327,STR0495,receivable,mastercard,captured,12.06,USD,457245,2025-09-10 08:22:57,2025-09-10,REF00000200
ACC0201,ORD0201,CUS0146,STR0540,revenue,apple_pay,captured,72.95,USD,473773,2024-02-10 11:26:01,2024-02-10,REF00000201
ACC0202,ORD0202,CUS0025,STR0824,inventory,google_pay,voided,35.01,USD,182810,2024-03-26 11:23:31,2024-03-26,REF00000202
ACC0203,ORD0203,CUS0244,STR0043,loyalty_liability,apple_pay,pending,92.73,USD,832840,2025-08-04 21:35:55,2025-08-04,REF00000203
ACC0204,ORD0204,CUS0168,STR0117,inventory,visa,refunded,-60.42,USD,136422,2025-12-01 22:33:40,2025-12-01,REF00000204
ACC0205,ORD0205,CUS0023,STR0329,loyalty_liability,mastercard,captured,19.73,USD,838805,2024-10-28 12:31:41,2024-10-28,REF00000205
ACC0206,ORD0206,CUS0402,STR0720,cash,google_pay,refunded,-30.05,USD,891605,2024-02-15 04:25:07,2024-02-15,REF00000206
ACC0207,ORD0207,CUS0532,STR0623,receivable,google_pay,voided,28.69,USD,721759,2024-10-27 14:40:25,2024-10-27,REF00000207
ACC0208,ORD0208,CUS0431,STR0504,inventory,mastercard,captured,87.83,USD,483004,2026-01-09 13:06:33,2026-01-09,REF00000208
ACC0209,ORD0209,CUS0191,STR0284,payable,mastercard,voided,48.46,USD,291445,2024-06-30 17:01:03,2024-06-30,REF00000209
ACC0210,ORD0210,CUS0996,STR0564,card_clearing,gift_card,refunded,-46.46,USD,175872,2024-02-25 02:41:34,2024-02-25,REF00000210
ACC0211,ORD0211,CUS0347,STR0693,cogs,gift_card,captured,45.81,USD,830711,2025-11-13 06:40:59,2025-11-13,REF00000211
ACC0212,ORD0212,CUS0184,STR0284,loyalty_liability,apple_pay,captured,27.10,USD,382993,2024-08-02 00:04:35,2024-08-02,REF00000212
ACC0213,ORD0213,CUS0685,STR0573,card_clearing,visa,captured,37.42,USD,247481,2025-07-18 13:20:30,2025-07-18,REF00000213
ACC0214,ORD0214,CUS0111,STR0089,inventory,apple_pay,refunded,-50.48,USD,799609,2026-05-05 22:06:41,2026-05-05,REF00000214
ACC0215,ORD0215,CUS0574,STR0924,loyalty_liability,apple_pay,pending,51.89,USD,262827,2026-01-13 13:43:08,2026-01-13,REF00000215
ACC0216,ORD0216,CUS0457,STR0675,revenue,amex,refunded,-13.61,USD,877437,2024-04-30 11:45:57,2024-04-30,REF00000216
ACC0217,ORD0217,CUS0499,STR0895,loyalty_liability,visa,captured,78.44,USD,745007,2026-06-02 12:06:53,2026-06-02,REF00000217
ACC0218,ORD0218,CUS0535,STR0686,inventory,gift_card,captured,77.45,USD,124371,2025-08-16 18:42:01,2025-08-16,REF00000218
ACC0219,ORD0219,CUS0032,STR0681,cogs,apple_pay,captured,103.80,USD,657276,2025-05-19 06:45:02,2025-05-19,REF00000219
ACC0220,ORD0220,CUS0215,STR0269,loyalty_liability,google_pay,pending,55.98,USD,170411,2025-09-24 12:44:13,2025-09-24,REF00000220
ACC0221,ORD0221,CUS0117,STR0355,cash,amex,captured,14.66,USD,630832,2024-12-27 20:18:09,2024-12-27,REF00000221
ACC0222,ORD0222,CUS0534,STR0129,receivable,google_pay,captured,62.04,USD,856132,2026-02-18 20:29:41,2026-02-18,REF00000222
ACC0223,ORD0223,CUS0438,STR0323,cash,mastercard,refunded,-53.78,USD,464631,2024-06-17 04:12:05,2024-06-17,REF00000223
ACC0224,ORD0224,CUS0015,STR0820,payable,cash,captured,63.42,USD,226065,2025-06-27 22:35:22,2025-06-27,REF00000224
ACC0225,ORD0225,CUS0705,STR0343,loyalty_liability,gift_card,refunded,-25.99,USD,499657,2025-07-28 11:23:13,2025-07-28,REF00000225
ACC0226,ORD0226,CUS0270,STR0396,payable,visa,captured,63.30,USD,187577,2025-08-04 09:51:36,2025-08-04,REF00000226
ACC0227,ORD0227,CUS0498,STR0575,revenue,amex,voided,95.26,USD,487125,2025-12-04 00:22:04,2025-12-04,REF00000227
ACC0228,ORD0228,CUS0143,STR0006,revenue,gift_card,captured,65.60,USD,333578,2024-10-06 19:17:34,2024-10-06,REF00000228
ACC0229,ORD0229,CUS0062,STR0147,card_clearing,google_pay,pending,56.20,USD,100480,2024-05-08 03:00:47,2024-05-08,REF00000229
ACC0230,ORD0230,CUS0454,STR0998,loyalty_liability,cash,voided,46.55,USD,960315,2025-05-04 17:42:47,2025-05-04,REF00000230
ACC0231,ORD0231,CUS0222,STR0154,card_clearing,google_pay,captured,91.86,USD,435277,2026-05-20 21:16:29,2026-05-20,REF00000231
ACC0232,ORD0232,CUS0724,STR0068,receivable,apple_pay,voided,43.41,USD,182669,2026-05-04 09:54:07,2026-05-04,REF00000232
ACC0233,ORD0233,CUS0639,STR0530,loyalty_liability,mastercard,pending,56.97,USD,113317,2025-01-22 02:07:41,2025-01-22,REF00000233
ACC0234,ORD0234,CUS0833,STR0772,inventory,amex,captured,60.15,USD,853118,2026-02-11 18:50:37,2026-02-11,REF00000234
ACC0235,ORD0235,CUS0280,STR0776,loyalty_liability,amex,refunded,-45.93,USD,990582,2025-06-04 14:05:43,2025-06-04,REF00000235
ACC0236,ORD0236,CUS0641,STR0148,revenue,cash,captured,92.64,USD,863252,2025-02-07 07:54:43,2025-02-07,REF00000236
ACC0237,ORD0237,CUS0744,STR0030,inventory,amex,captured,45.98,USD,749098,2026-07-24 08:22:15,2026-07-24,REF00000237
ACC0238,ORD0238,CUS0204,STR0998,card_clearing,visa,voided,26.50,USD,856967,2024-03-26 05:45:30,2024-03-26,REF00000238
ACC0239,ORD0239,CUS0515,STR0918,revenue,google_pay,refunded,-60.78,USD,951425,2026-04-06 15:19:30,2026-04-06,REF00000239
ACC0240,ORD0240,CUS0930,STR0982,cogs,visa,captured,66.51,USD,579427,2025-01-12 01:38:21,2025-01-12,REF00000240
ACC0241,ORD0241,CUS0952,STR0044,revenue,mastercard,captured,33.99,USD,228504,2026-06-19 02:51:09,2026-06-19,REF00000241
ACC0242,ORD0242,CUS0529,STR0095,inventory,gift_card,pending,12.24,USD,536386,2024-05-04 13:56:03,2024-05-04,REF00000242
ACC0243,ORD0243,CUS0142,STR0661,inventory,google_pay,pending,25.83,USD,585530,2026-02-28 04:30:39,2026-02-28,REF00000243
ACC0244,ORD0244,CUS0298,STR0861,receivable,amex,captured,71.69,USD,516762,2024-06-17 09:01:34,2024-06-17,REF00000244
ACC0245,ORD0245,CUS0785,STR0551,revenue,visa,captured,47.66,USD,474934,2025-12-03 12:37:33,2025-12-03,REF00000245
ACC0246,ORD0246,CUS0988,STR0743,revenue,mastercard,refunded,-33.98,USD,220126,2025-10-31 17:32:54,2025-10-31,REF00000246
ACC0247,ORD0247,CUS0246,STR0165,payable,amex,captured,91.60,USD,158382,2025-10-24 08:13:05,2025-10-24,REF00000247
ACC0248,ORD0248,CUS0796,STR0064,revenue,amex,refunded,-92.00,USD,581906,2024-11-20 18:55:33,2024-11-20,REF00000248
ACC0249,ORD0249,CUS0363,STR0831,card_clearing,apple_pay,pending,76.50,USD,745714,2025-02-04 09:49:30,2025-02-04,REF00000249
ACC0250,ORD0250,CUS0365,STR0562,revenue,visa,captured,15.19,USD,261814,2025-06-16 22:32:01,2025-06-16,REF00000250
ACC0251,ORD0251,CUS0781,STR0350,loyalty_liability,visa,captured,60.04,USD,310609,2026-07-25 07:21:37,2026-07-25,REF00000251
ACC0252,ORD0252,CUS0682,STR0901,cash,amex,refunded,-89.29,USD,627689,2024-05-04 11:58:56,2024-05-04,REF00000252
ACC0253,ORD0253,CUS0201,STR0754,inventory,mastercard,captured,9.65,USD,535748,2024-09-18 22:27:44,2024-09-18,REF00000253
ACC0254,ORD0254,CUS0131,STR0946,card_clearing,visa,refunded,-67.81,USD,620760,2025-05-27 17:37:23,2025-05-27,REF00000254
ACC0255,ORD0255,CUS0511,STR0852,loyalty_liability,apple_pay,voided,36.54,USD,565546,2024-10-16 23:42:45,2024-10-16,REF00000255
ACC0256,ORD0256,CUS0973,STR0481,payable,amex,captured,99.43,USD,624021,2025-05-21 13:40:52,2025-05-21,REF00000256
ACC0257,ORD0257,CUS0828,STR0773,card_clearing,google_pay,voided,75.11,USD,334237,2025-10-07 08:22:06,2025-10-07,REF00000257
ACC0258,ORD0258,CUS0162,STR0397,revenue,google_pay,captured,80.95,USD,875354,2025-04-04 15:31:40,2025-04-04,REF00000258
ACC0259,ORD0259,CUS0542,STR0294,receivable,cash,captured,75.41,USD,592596,2025-07-30 22:39:54,2025-07-30,REF00000259
ACC0260,ORD0260,CUS0197,STR0878,cogs,apple_pay,pending,57.47,USD,501710,2025-06-22 03:06:53,2025-06-22,REF00000260
ACC0261,ORD0261,CUS0712,STR0823,inventory,gift_card,captured,83.58,USD,325149,2026-01-05 23:00:09,2026-01-05,REF00000261
ACC0262,ORD0262,CUS0159,STR0399,receivable,mastercard,captured,78.91,USD,314861,2025-04-20 05:09:35,2025-04-20,REF00000262
ACC0263,ORD0263,CUS0450,STR0834,payable,mastercard,voided,97.98,USD,549004,2024-09-09 13:41:38,2024-09-09,REF00000263
ACC0264,ORD0264,CUS0957,STR0756,loyalty_liability,google_pay,captured,16.59,USD,740644,2025-04-23 02:49:58,2025-04-23,REF00000264
ACC0265,ORD0265,CUS0003,STR0746,receivable,google_pay,refunded,-75.09,USD,758151,2024-07-01 02:04:39,2024-07-01,REF00000265
ACC0266,ORD0266,CUS0246,STR0354,payable,google_pay,pending,63.39,USD,636085,2025-10-05 12:48:37,2025-10-05,REF00000266
ACC0267,ORD0267,CUS0883,STR0124,revenue,gift_card,captured,73.31,USD,416162,2026-03-01 16:31:18,2026-03-01,REF00000267
ACC0268,ORD0268,CUS0144,STR0184,revenue,apple_pay,pending,34.86,USD,106521,2024-07-17 21:47:33,2024-07-17,REF00000268
ACC0269,ORD0269,CUS0590,STR0736,cogs,apple_pay,captured,53.09,USD,510240,2025-07-12 13:54:45,2025-07-12,REF00000269
ACC0270,ORD0270,CUS0393,STR0073,receivable,mastercard,pending,90.08,USD,313608,2025-11-25 16:47:35,2025-11-25,REF00000270
ACC0271,ORD0271,CUS0270,STR0829,revenue,gift_card,voided,97.12,USD,312547,2025-12-24 21:45:35,2025-12-24,REF00000271
ACC0272,ORD0272,CUS0197,STR0582,cash,google_pay,voided,45.87,USD,396856,2024-03-09 15:42:59,2024-03-09,REF00000272
ACC0273,ORD0273,CUS0746,STR0515,revenue,visa,refunded,-82.01,USD,524400,2025-07-21 10:39:55,2025-07-21,REF00000273
ACC0274,ORD0274,CUS0245,STR0850,cogs,visa,captured,73.52,USD,203274,2025-06-25 12:44:53,2025-06-25,REF00000274
ACC0275,ORD0275,CUS0991,STR0975,payable,apple_pay,captured,75.10,USD,578966,2024-11-05 20:20:08,2024-11-05,REF00000275
ACC0276,ORD0276,CUS0159,STR0865,revenue,visa,pending,56.82,USD,884107,2025-03-04 03:04:55,2025-03-04,REF00000276
ACC0277,ORD0277,CUS0919,STR0307,revenue,mastercard,pending,38.20,USD,579248,2025-08-16 02:46:09,2025-08-16,REF00000277
ACC0278,ORD0278,CUS0729,STR0261,receivable,visa,refunded,-30.02,USD,496217,2025-10-01 22:35:42,2025-10-01,REF00000278
ACC0279,ORD0279,CUS0018,STR0006,receivable,google_pay,voided,27.28,USD,612314,2024-01-22 07:49:16,2024-01-22,REF00000279
ACC0280,ORD0280,CUS0523,STR0278,cogs,visa,pending,9.81,USD,894572,2026-01-30 03:07:13,2026-01-30,REF00000280
ACC0281,ORD0281,CUS0183,STR0196,revenue,visa,captured,80.17,USD,491602,2024-10-07 15:24:27,2024-10-07,REF00000281
ACC0282,ORD0282,CUS0229,STR0493,cogs,google_pay,voided,69.14,USD,532153,2025-10-26 10:17:57,2025-10-26,REF00000282
ACC0283,ORD0283,CUS0241,STR0276,cogs,cash,captured,40.90,USD,832229,2025-05-27 04:44:42,2025-05-27,REF00000283
ACC0284,ORD0284,CUS0378,STR0473,inventory,amex,pending,20.04,USD,826541,2026-04-17 15:26:09,2026-04-17,REF00000284
ACC0285,ORD0285,CUS0613,STR0089,payable,gift_card,pending,26.86,USD,536914,2024-07-09 18:09:20,2024-07-09,REF00000285
ACC0286,ORD0286,CUS0221,STR0641,cash,mastercard,captured,71.26,USD,265460,2024-11-16 12:28:33,2024-11-16,REF00000286
ACC0287,ORD0287,CUS0658,STR0692,cash,amex,captured,85.27,USD,957407,2025-08-27 11:40:42,2025-08-27,REF00000287
ACC0288,ORD0288,CUS0693,STR0539,loyalty_liability,visa,captured,56.07,USD,954030,2024-03-15 15:39:23,2024-03-15,REF00000288
ACC0289,ORD0289,CUS0337,STR0101,cash,mastercard,pending,82.83,USD,379619,2024-11-25 15:33:43,2024-11-25,REF00000289
ACC0290,ORD0290,CUS0503,STR0056,payable,google_pay,captured,32.23,USD,577525,2026-04-15 07:35:25,2026-04-15,REF00000290
ACC0291,ORD0291,CUS0684,STR0203,cash,amex,captured,48.56,USD,543218,2026-04-21 19:03:17,2026-04-21,REF00000291
ACC0292,ORD0292,CUS0874,STR0112,payable,cash,captured,66.69,USD,127047,2026-05-03 10:10:07,2026-05-03,REF00000292
ACC0293,ORD0293,CUS0287,STR0331,inventory,apple_pay,refunded,-50.47,USD,776654,2025-12-05 22:19:56,2025-12-05,REF00000293
ACC0294,ORD0294,CUS0892,STR0499,payable,amex,refunded,-48.43,USD,689227,2024-02-29 09:17:36,2024-02-29,REF00000294
ACC0295,ORD0295,CUS0302,STR0809,receivable,visa,captured,23.57,USD,614963,2026-05-27 23:40:23,2026-05-27,REF00000295
ACC0296,ORD0296,CUS0039,STR0547,card_clearing,cash,captured,66.40,USD,885094,2024-08-30 08:25:32,2024-08-30,REF00000296
ACC0297,ORD0297,CUS0870,STR0794,revenue,cash,captured,83.24,USD,901335,2026-07-18 02:05:13,2026-07-18,REF00000297
ACC0298,ORD0298,CUS0445,STR0632,receivable,amex,pending,99.98,USD,456707,2025-08-26 09:27:13,2025-08-26,REF00000298
ACC0299,ORD0299,CUS0570,STR0192,receivable,visa,captured,77.52,USD,658675,2026-05-05 17:46:51,2026-05-05,REF00000299
ACC0300,ORD0300,CUS0515,STR0442,payable,gift_card,captured,55.91,USD,728497,2025-04-17 22:11:06,2025-04-17,REF00000300
ACC0301,ORD0301,CUS0203,STR0708,revenue,apple_pay,captured,89.73,USD,160301,2025-08-09 15:17:41,2025-08-09,REF00000301
ACC0302,ORD0302,CUS0645,STR0606,revenue,amex,refunded,-54.61,USD,823222,2025-09-26 05:40:28,2025-09-26,REF00000302
ACC0303,ORD0303,CUS0328,STR0663,inventory,visa,captured,29.13,USD,536934,2025-09-05 11:13:56,2025-09-05,REF00000303
ACC0304,ORD0304,CUS0959,STR0287,payable,google_pay,refunded,-43.42,USD,166602,2024-09-20 18:25:19,2024-09-20,REF00000304
ACC0305,ORD0305,CUS0157,STR0347,receivable,cash,captured,13.79,USD,668889,2025-06-17 08:41:10,2025-06-17,REF00000305
ACC0306,ORD0306,CUS0061,STR0680,cogs,gift_card,voided,47.33,USD,475890,2026-05-07 11:57:35,2026-05-07,REF00000306
ACC0307,ORD0307,CUS0632,STR0100,card_clearing,apple_pay,pending,37.61,USD,682277,2024-03-02 05:02:06,2024-03-02,REF00000307
ACC0308,ORD0308,CUS0944,STR0088,loyalty_liability,google_pay,captured,92.32,USD,157663,2024-10-16 22:22:48,2024-10-16,REF00000308
ACC0309,ORD0309,CUS0049,STR0509,loyalty_liability,gift_card,voided,19.63,USD,907187,2026-06-24 21:47:14,2026-06-24,REF00000309
ACC0310,ORD0310,CUS0396,STR0679,revenue,mastercard,captured,51.22,USD,177989,2026-01-06 09:38:07,2026-01-06,REF00000310
ACC0311,ORD0311,CUS0179,STR0055,revenue,amex,voided,47.49,USD,766819,2026-02-02 18:10:09,2026-02-02,REF00000311
ACC0312,ORD0312,CUS0776,STR0268,card_clearing,google_pay,captured,13.53,USD,938465,2024-06-13 04:44:52,2024-06-13,REF00000312
ACC0313,ORD0313,CUS0064,STR0029,revenue,cash,voided,30.10,USD,310722,2024-01-25 04:43:42,2024-01-25,REF00000313
ACC0314,ORD0314,CUS0173,STR0739,inventory,mastercard,captured,64.11,USD,303235,2024-07-01 18:12:12,2024-07-01,REF00000314
ACC0315,ORD0315,CUS0841,STR0919,revenue,apple_pay,voided,20.58,USD,192431,2025-01-19 09:36:30,2025-01-19,REF00000315
ACC0316,ORD0316,CUS0595,STR0154,receivable,google_pay,voided,97.10,USD,404868,2025-12-25 08:23:01,2025-12-25,REF00000316
ACC0317,ORD0317,CUS0431,STR0974,receivable,gift_card,refunded,-17.58,USD,640004,2025-03-25 06:32:13,2025-03-25,REF00000317
ACC0318,ORD0318,CUS0575,STR0588,inventory,apple_pay,captured,75.12,USD,986101,2024-06-02 14:13:35,2024-06-02,REF00000318
ACC0319,ORD0319,CUS0779,STR0454,loyalty_liability,google_pay,pending,82.95,USD,812972,2025-04-26 05:34:21,2025-04-26,REF00000319
ACC0320,ORD0320,CUS0299,STR0528,cogs,apple_pay,refunded,-56.40,USD,477716,2025-12-18 01:42:44,2025-12-18,REF00000320
ACC0321,ORD0321,CUS0016,STR0887,loyalty_liability,apple_pay,voided,26.90,USD,920011,2026-03-04 23:49:50,2026-03-04,REF00000321
ACC0322,ORD0322,CUS0764,STR0385,cash,google_pay,captured,56.29,USD,414686,2025-06-24 05:20:02,2025-06-24,REF00000322
ACC0323,ORD0323,CUS0557,STR0909,card_clearing,gift_card,refunded,-46.31,USD,626066,2024-04-19 19:44:04,2024-04-19,REF00000323
ACC0324,ORD0324,CUS0867,STR0588,payable,amex,voided,73.72,USD,966981,2026-05-30 09:43:36,2026-05-30,REF00000324
ACC0325,ORD0325,CUS0028,STR0692,cash,visa,voided,70.78,USD,580727,2026-02-19 17:31:32,2026-02-19,REF00000325
ACC0326,ORD0326,CUS0751,STR0435,card_clearing,apple_pay,voided,55.02,USD,454760,2025-07-30 21:44:25,2025-07-30,REF00000326
ACC0327,ORD0327,CUS0445,STR0494,loyalty_liability,google_pay,captured,14.13,USD,819609,2024-11-28 16:17:49,2024-11-28,REF00000327
ACC0328,ORD0328,CUS0422,STR0538,receivable,mastercard,captured,82.15,USD,458532,2024-07-26 02:36:31,2024-07-26,REF00000328
ACC0329,ORD0329,CUS0245,STR0286,cogs,gift_card,voided,67.53,USD,951826,2025-12-27 18:22:02,2025-12-27,REF00000329
ACC0330,ORD0330,CUS0576,STR0513,receivable,visa,voided,47.86,USD,230879,2025-09-20 10:49:41,2025-09-20,REF00000330
ACC0331,ORD0331,CUS0268,STR0861,inventory,apple_pay,refunded,-27.29,USD,238651,2025-09-17 19:28:11,2025-09-17,REF00000331
ACC0332,ORD0332,CUS0224,STR0004,loyalty_liability,amex,captured,66.65,USD,834149,2025-05-31 11:55:14,2025-05-31,REF00000332
ACC0333,ORD0333,CUS0169,STR0732,cash,mastercard,pending,42.22,USD,970314,2024-08-31 07:59:56,2024-08-31,REF00000333
ACC0334,ORD0334,CUS0224,STR0057,revenue,mastercard,captured,32.93,USD,545225,2026-03-06 19:15:28,2026-03-06,REF00000334
ACC0335,ORD0335,CUS0597,STR0744,revenue,visa,voided,82.47,USD,324669,2024-04-16 15:27:23,2024-04-16,REF00000335
ACC0336,ORD0336,CUS0665,STR0086,payable,cash,captured,27.08,USD,244990,2025-06-21 12:10:27,2025-06-21,REF00000336
ACC0337,ORD0337,CUS0504,STR0318,revenue,apple_pay,captured,86.28,USD,304893,2025-12-06 19:10:53,2025-12-06,REF00000337
ACC0338,ORD0338,CUS0115,STR0721,cogs,gift_card,voided,32.92,USD,747288,2025-11-14 14:37:54,2025-11-14,REF00000338
ACC0339,ORD0339,CUS0600,STR0387,card_clearing,apple_pay,pending,41.74,USD,193599,2025-01-07 13:14:29,2025-01-07,REF00000339
ACC0340,ORD0340,CUS0257,STR0107,card_clearing,amex,captured,99.44,USD,890822,2025-10-10 23:23:55,2025-10-10,REF00000340
ACC0341,ORD0341,CUS0168,STR0574,inventory,visa,refunded,-92.52,USD,515230,2026-02-04 09:04:53,2026-02-04,REF00000341
ACC0342,ORD0342,CUS0896,STR0874,revenue,apple_pay,captured,17.14,USD,698852,2025-09-10 19:30:53,2025-09-10,REF00000342
ACC0343,ORD0343,CUS0122,STR0476,cogs,gift_card,captured,79.04,USD,141575,2024-06-22 01:50:28,2024-06-22,REF00000343
ACC0344,ORD0344,CUS0734,STR0912,payable,google_pay,captured,85.65,USD,445244,2024-03-11 08:24:16,2024-03-11,REF00000344
ACC0345,ORD0345,CUS0154,STR0177,card_clearing,google_pay,captured,92.69,USD,383607,2024-05-02 16:45:09,2024-05-02,REF00000345
ACC0346,ORD0346,CUS0321,STR0036,revenue,visa,captured,22.91,USD,261022,2024-10-23 17:36:15,2024-10-23,REF00000346
ACC0347,ORD0347,CUS0093,STR0961,card_clearing,apple_pay,captured,94.48,USD,862247,2026-01-19 19:58:15,2026-01-19,REF00000347
ACC0348,ORD0348,CUS0088,STR0826,cash,mastercard,pending,96.58,USD,229778,2024-10-12 01:33:06,2024-10-12,REF00000348
ACC0349,ORD0349,CUS0425,STR0813,loyalty_liability,gift_card,captured,20.08,USD,954451,2025-04-13 23:58:49,2025-04-13,REF00000349
ACC0350,ORD0350,CUS0202,STR0392,inventory,visa,captured,45.28,USD,568534,2024-11-06 17:25:14,2024-11-06,REF00000350
ACC0351,ORD0351,CUS0458,STR0960,receivable,cash,captured,39.32,USD,438370,2025-04-02 21:57:20,2025-04-02,REF00000351
ACC0352,ORD0352,CUS0066,STR0581,cash,amex,captured,30.42,USD,959965,2024-05-16 11:08:54,2024-05-16,REF00000352
ACC0353,ORD0353,CUS0446,STR0629,card_clearing,cash,voided,58.37,USD,771018,2025-10-25 15:49:28,2025-10-25,REF00000353
ACC0354,ORD0354,CUS0816,STR0351,receivable,apple_pay,pending,58.65,USD,498346,2024-08-20 21:21:54,2024-08-20,REF00000354
ACC0355,ORD0355,CUS0324,STR0222,cogs,apple_pay,captured,10.29,USD,903753,2025-06-21 23:32:31,2025-06-21,REF00000355
ACC0356,ORD0356,CUS0534,STR0284,cogs,visa,refunded,-59.02,USD,134843,2024-03-02 08:20:31,2024-03-02,REF00000356
ACC0357,ORD0357,CUS0750,STR0414,inventory,visa,captured,21.27,USD,520877,2025-07-19 18:32:15,2025-07-19,REF00000357
ACC0358,ORD0358,CUS0307,STR0634,card_clearing,mastercard,captured,49.09,USD,224983,2026-06-24 18:10:14,2026-06-24,REF00000358
ACC0359,ORD0359,CUS0272,STR0775,cogs,google_pay,captured,70.51,USD,517647,2026-01-03 15:14:14,2026-01-03,REF00000359
ACC0360,ORD0360,CUS0163,STR0663,receivable,google_pay,refunded,-96.23,USD,600827,2024-01-28 00:56:59,2024-01-28,REF00000360
ACC0361,ORD0361,CUS0581,STR0693,revenue,cash,captured,81.76,USD,142657,2024-08-23 12:34:49,2024-08-23,REF00000361
ACC0362,ORD0362,CUS0226,STR0138,revenue,apple_pay,refunded,-58.76,USD,587450,2026-05-08 11:19:46,2026-05-08,REF00000362
ACC0363,ORD0363,CUS0726,STR0301,card_clearing,mastercard,captured,18.82,USD,775668,2026-06-10 20:13:37,2026-06-10,REF00000363
ACC0364,ORD0364,CUS0906,STR0028,card_clearing,mastercard,refunded,-80.06,USD,391248,2025-10-26 14:24:28,2025-10-26,REF00000364
ACC0365,ORD0365,CUS0638,STR0175,payable,mastercard,pending,43.28,USD,526238,2025-02-21 01:12:58,2025-02-21,REF00000365
ACC0366,ORD0366,CUS0410,STR0126,inventory,google_pay,captured,54.94,USD,781891,2026-06-09 14:15:30,2026-06-09,REF00000366
ACC0367,ORD0367,CUS0628,STR0972,card_clearing,google_pay,pending,84.20,USD,357828,2024-08-20 07:42:25,2024-08-20,REF00000367
ACC0368,ORD0368,CUS0255,STR0750,revenue,amex,captured,16.41,USD,811875,2024-11-21 21:08:29,2024-11-21,REF00000368
ACC0369,ORD0369,CUS0172,STR0729,receivable,cash,voided,80.41,USD,886799,2026-04-24 11:48:30,2026-04-24,REF00000369
ACC0370,ORD0370,CUS0790,STR0280,card_clearing,google_pay,captured,19.85,USD,818470,2024-02-13 21:30:17,2024-02-13,REF00000370
ACC0371,ORD0371,CUS0853,STR0440,payable,visa,captured,75.39,USD,288554,2026-05-05 16:16:36,2026-05-05,REF00000371
ACC0372,ORD0372,CUS0298,STR0293,card_clearing,visa,captured,85.20,USD,518462,2025-08-23 05:18:00,2025-08-23,REF00000372
ACC0373,ORD0373,CUS0134,STR0613,revenue,amex,captured,49.90,USD,628213,2026-01-28 17:42:14,2026-01-28,REF00000373
ACC0374,ORD0374,CUS0714,STR0984,card_clearing,mastercard,pending,100.10,USD,141182,2025-11-13 14:53:49,2025-11-13,REF00000374
ACC0375,ORD0375,CUS0259,STR0163,revenue,apple_pay,captured,105.41,USD,723531,2025-11-03 15:49:22,2025-11-03,REF00000375
ACC0376,ORD0376,CUS0081,STR0163,inventory,cash,captured,36.31,USD,130040,2025-06-13 03:14:21,2025-06-13,REF00000376
ACC0377,ORD0377,CUS0497,STR0964,cash,visa,captured,41.36,USD,146009,2026-04-21 12:32:57,2026-04-21,REF00000377
ACC0378,ORD0378,CUS0093,STR0454,inventory,amex,captured,34.38,USD,865856,2025-10-21 09:30:08,2025-10-21,REF00000378
ACC0379,ORD0379,CUS0601,STR0307,loyalty_liability,apple_pay,captured,25.85,USD,243272,2024-02-22 13:48:47,2024-02-22,REF00000379
ACC0380,ORD0380,CUS0132,STR0275,inventory,mastercard,voided,75.07,USD,953258,2025-04-09 16:01:55,2025-04-09,REF00000380
ACC0381,ORD0381,CUS0591,STR0974,revenue,cash,captured,86.01,USD,650923,2026-07-01 13:26:47,2026-07-01,REF00000381
ACC0382,ORD0382,CUS0495,STR0326,card_clearing,google_pay,refunded,-76.19,USD,713125,2025-02-14 04:33:34,2025-02-14,REF00000382
ACC0383,ORD0383,CUS0462,STR0029,payable,visa,captured,35.55,USD,427623,2025-10-27 02:36:50,2025-10-27,REF00000383
ACC0384,ORD0384,CUS0440,STR0962,revenue,gift_card,captured,31.86,USD,619634,2024-09-26 12:40:37,2024-09-26,REF00000384
ACC0385,ORD0385,CUS0128,STR0266,cogs,apple_pay,captured,25.96,USD,345063,2025-03-19 11:12:43,2025-03-19,REF00000385
ACC0386,ORD0386,CUS0120,STR0357,revenue,visa,captured,8.78,USD,496916,2024-09-24 08:47:50,2024-09-24,REF00000386
ACC0387,ORD0387,CUS0053,STR0881,revenue,amex,voided,56.57,USD,871343,2026-05-19 18:09:47,2026-05-19,REF00000387
ACC0388,ORD0388,CUS0515,STR0875,cash,amex,refunded,-57.11,USD,745651,2024-01-08 00:49:17,2024-01-08,REF00000388
ACC0389,ORD0389,CUS0182,STR0642,receivable,visa,captured,29.67,USD,875776,2024-06-28 00:11:05,2024-06-28,REF00000389
ACC0390,ORD0390,CUS0503,STR0579,cogs,amex,captured,73.81,USD,115330,2024-05-07 17:10:13,2024-05-07,REF00000390
